-0.0896761268377304 -0.0905546844005585j,-0.103354588150978 -0.074362188577652j,-0.113991849124432 -0.0560600683093071j,-0.121264830231667 -0.0362207517027855j,-0.124957554042339 -0.0154626993462443j,-0.124966591596603 +0.00556967360898852j,-0.121302753686905 +0.0262264795601368j,-0.114089071750641 +0.0458724200725555j,-0.103555291891098 +0.0639058649539948j,-0.0900291353464127 +0.0797763615846634j,-0.0739248394966125 +0.0929999053478241j,-0.0557293891906738 +0.103171780705452j,-0.035986989736557 +0.109976515173912j,-0.0152824213728309 +0.11319474875927j,0.00577621161937714 +0.112707011401653j,0.0265747029334307 +0.10849442332983j,0.0465094596147537 +0.100636370480061j,0.0650031715631485 +0.089305505156517j,0.0815189257264137 +0.0747602581977844j,0.0955726951360703 +0.0573352947831154j,0.106743492186069 +0.0374302677810192j,0.114681415259838 +0.0154974069446325j,0.119113311171532 -0.00797178782522678j,0.119845844805241 -0.0324601158499718j,0.116766527295113 -0.0574382580816746j,0.109842263162136 -0.0823778063058853j,0.0991160124540329 -0.106763623654842j,0.0847016721963882 -0.130105063319206j,0.0667773932218552 -0.151945784687996j,0.0455776825547218 -0.171872317790985j,0.0213846638798714 -0.189520686864853j,-0.00548134185373783 -0.204581737518311j,-0.0346714146435261 -0.216804534196854j,-0.065817803144455 -0.225998252630234j,-0.0985431969165802 -0.232032582163811j,-0.132469803094864 -0.234836727380753j,-0.167227551341057 -0.234397158026695j,-0.20246148109436 -0.230754360556602j,-0.237838238477707 -0.223998695611954j,-0.273051589727402 -0.214265629649162j,-0.307826697826385 -0.201730519533157j,-0.341923415660858 -0.186603054404259j,-0.37513855099678 -0.169121712446213j,-0.407306998968124 -0.149548232555389j,-0.43830195069313 -0.128162205219269j,-0.468034267425537 -0.105256132781506j,-0.496450960636139 -0.081130787730217j,-0.52353298664093 -0.0560911111533642j,-0.549292623996735 -0.0304425656795502j,-0.573770046234131 -0.00448816129937768j,-0.597029626369476 +0.0214740931987762j,-0.619156241416931 +0.0471531562507153j,-0.640250742435455 +0.0722663924098015j,-0.660425841808319 +0.0965406000614166j,-0.6798015832901 +0.119712643325329j,-0.69850105047226 +0.141529724001884j,-0.716645956039429 +0.161749467253685j,-0.734352171421051 +0.180139809846878j,-0.751726031303406 +0.196478828787804j,-0.76885998249054 +0.210554540157318j,-0.78582888841629 +0.22216485440731j,-0.80268669128418 +0.231117695569992j,-0.819463074207306 +0.237231194972992j,-0.83616042137146 +0.240334466099739j,-0.852751612663269 +0.240268558263779j,-0.869177460670471 +0.236887782812119j,-0.885345160961151 +0.230061665177345j,-0.901127219200134 +0.219677120447159j,-0.91636073589325 +0.205641210079193j,-0.930847227573395 +0.187884286046028j,-0.944353520870209 +0.166363522410393j,-0.956613183021545 +0.141066774725914j,-0.967328608036041 +0.112016707658768j,-0.976174235343933 +0.079274944961071j,-0.982800602912903 +0.0429464988410473j,-0.986839175224304 +0.00318381702527404j,-0.987908363342285 -0.0398093238472939j,-0.985620498657227 -0.0857743471860886j,-0.979589343070984 -0.134395122528076j,-0.969438970088959 -0.185295894742012j,-0.954813003540039 -0.238040462136269j,-0.935384571552277 -0.292132288217545j,-0.910866975784302 -0.347016245126724j,-0.881024062633514 -0.402081578969955j,-0.845681250095367 -0.4566670358181j,-0.804735720157623 -0.510067105293274j,-0.758166193962097 -0.561540722846985j,-0.706042349338531 -0.610321283340454j,-0.648531794548035 -0.655628800392151j,-0.585906803607941 -0.696683406829834j,-0.518548369407654 -0.732720375061035j,-0.446947813034058 -0.763006627559662j,-0.371706694364548 -0.786857724189758j,-0.293533146381378 -0.803655445575714j,-0.213235586881638 -0.812865674495697j,-0.131713479757309 -0.814055621623993j,-0.0499446801841259 -0.80690997838974j,0.0310299191623926 -0.791245818138123j,0.110124841332436 -0.76702493429184j,0.186230838298798 -0.73436427116394j,0.258238077163696 -0.693542242050171j,0.325060844421387 -0.64500230550766j,0.385663509368896 -0.589351832866669j,0.439086765050888 -0.527357220649719j,0.484473556280136 -0.459933966398239j,0.521093964576721 -0.388132870197296j,0.548368096351624 -0.313121289014816j,0.565886259078979 -0.236160591244698j,0.573425471782684 -0.15857969224453j,0.570961773395538 -0.081745557487011j,0.558677792549133 -0.00703135784715414j,0.536964595317841 +0.0642172023653984j,0.506418287754059 +0.13071596622467j,0.467829942703247 +0.191276073455811j,0.422170639038086 +0.244836315512657j,0.370569854974747 +0.290492713451385j,0.31428924202919 +0.327524781227112j,0.254691630601883 +0.355416923761368j,0.193205997347832 +0.373874604701996j,0.131290003657341 +0.382834166288376j,0.0703906491398811 +0.382466048002243j
-0.106709964573383 -0.0716908648610115j,-0.117123439908028 -0.0529848895967007j,-0.124110199511051 -0.0327684655785561j,-0.127457872033119 -0.0116746556013823j,-0.127070352435112 +0.00963774602860212j,-0.122969515621662 +0.0305055398494005j,-0.11529303342104 +0.050282072275877j,-0.10428848862648 +0.0683571621775627j,-0.0903041437268257 +0.0841753557324409j,-0.0737767368555069 +0.0972518846392632j,-0.0552169047296047 +0.10718596726656j,-0.0351927205920219 +0.113671086728573j,-0.0143120354041457 +0.116502016782761j,0.00679575419053435 +0.115578517317772j,0.0274979714304209 +0.110905721783638j,0.0471762381494045 +0.102591417729855j,0.0652429610490799 +0.0908403322100639j,0.0811562612652779 +0.0759458988904953j,0.0944327488541603 +0.0582797341048717j,0.104658268392086 +0.0382795110344887j,0.111495904624462 +0.0164353307336569j,0.114691637456417 -0.00672450056299567j,0.11407720297575 -0.0306481588631868j,0.109570547938347 -0.0547747910022736j,0.101173907518387 -0.0785484462976456j,0.0889695882797241 -0.101431183516979j,0.0731139555573463 -0.122914776206017j,0.0538298413157463 -0.142531096935272j,0.0313975363969803 -0.159860745072365j,0.00614501442760229 -0.174539893865585j,-0.0215625185519457 -0.1862653195858j,-0.0513333566486835 -0.19479763507843j,-0.0827598422765732 -0.199962645769119j,-0.11542870849371 -0.201651200652122j,-0.148930743336678 -0.199817419052124j,-0.182869702577591 -0.194475740194321j,-0.21687026321888 -0.185696721076965j,-0.250584810972214 -0.173602014780045j,-0.283699184656143 -0.158358782529831j,-0.315937161445618 -0.140173435211182j,-0.347063660621643 -0.119285397231579j,-0.376886963844299 -0.0959606617689133j,-0.405259549617767 -0.0704856365919113j,-0.432078152894974 -0.043161116540432j,-0.457282602787018 -0.0142968790605664j,-0.480854213237762 +0.0157932974398136j,-0.502812922000885 +0.046795979142189j,-0.52321445941925 +0.0784017592668533j,-0.542146325111389 +0.110308282077312j,-0.559724032878876 +0.142222493886948j,-0.576086580753326 +0.173862338066101j,-0.59139221906662 +0.204957768321037j,-0.605813562870026 +0.235251203179359j,-0.619533002376556 +0.264497458934784j,-0.63273823261261 +0.292463362216949j,-0.645617604255676 +0.318926692008972j,-0.658355534076691 +0.343675523996353j,-0.671128511428833 +0.366506725549698j,-0.684100568294525 +0.387224763631821j,-0.69741952419281 +0.405640691518784j,-0.711213171482086 +0.421570867300034j,-0.725585520267487 +0.434836238622665j,-0.740613579750061 +0.44526195526123j,-0.756344139575958 +0.452677041292191j,-0.772791028022766 +0.456914961338043j,-0.789932370185852 +0.45781421661377j,-0.807708501815796 +0.4552201628685j,-0.826020240783691 +0.448986619710922j,-0.844727396965027 +0.438978731632233j,-0.863647997379303 +0.425076127052307j,-0.882558286190033 +0.407176673412323j,-0.901192963123322 +0.385200709104538j,-0.919246673583984 +0.359095901250839j,-0.936375856399536 +0.328842341899872j,-0.952202200889587 +0.294457882642746j,-0.966316223144531 +0.256003648042679j,-0.978282749652863 +0.213589325547218j,-0.987646877765656 +0.16737861931324j,-0.993941187858582 +0.117593750357628j,-0.996694207191467 +0.0645197629928589j,-0.99543970823288 +0.00850764475762844j,-0.989726960659027 -0.0500233881175518j,-0.979131639003754 -0.110585153102875j,-0.963267624378204 -0.172621101140976j,-0.94179904460907 -0.235508725047112j,-0.914452433586121 -0.298563867807388j,-0.881028652191162 -0.361046850681305j,-0.841414451599121 -0.422171056270599j,-0.79559314250946 -0.481113076210022j,-0.74365371465683 -0.537025392055511j,-0.6857990026474 -0.589050590991974j,-0.622350990772247 -0.636337876319885j,-0.553754210472107 -0.678060114383698j,-0.48057633638382 -0.713433146476746j,-0.403505742549896 -0.741734862327576j,-0.323345631361008 -0.76232498884201j,-0.241005077958107 -0.774664461612701j,-0.157486513257027 -0.77833366394043j,-0.0738696306943893 -0.773049414157867j,0.00870742183178663 -0.758679866790771j,0.0890703052282333 -0.735255897045135j,0.166032820940018 -0.70298033952713j,0.238423481583595 -0.662232220172882j,0.305113226175308 -0.613567173480988j,0.36504390835762 -0.557713508605957j,0.417256414890289 -0.495562821626663j,0.46091765165329 -0.428156018257141j,0.49534597992897 -0.356664836406708j,0.520033121109009 -0.282368183135986j,0.534663081169128 -0.2066251039505j,0.539125859737396 -0.130843818187714j,0.533526659011841 -0.0564483106136322j,0.518188834190369 +0.0151570150628686j,0.493651211261749 +0.082623265683651j,0.460658758878708 +0.144692838191986j,0.420147120952606 +0.200233519077301j,0.37322124838829 +0.248270153999329j,0.321128219366074 +0.288012325763702j,0.265225440263748 +0.318877428770065j,0.206944614648819 +0.340507835149765j,0.147752821445465 +0.352781802415848j
-0.119718924164772 -0.0496630296111107j,-0.126418218016624 -0.0291090402752161j,-0.129424661397934 -0.00771089550107718j,-0.128647312521935 +0.0138594238087535j,-0.124116711318493 +0.0349261835217476j,-0.115982718765736 +0.054831750690937j,-0.104508273303509 +0.0729573369026184j,-0.09005968272686 +0.0887420549988747j,-0.073093868792057 +0.10169955343008j,-0.0541428662836552 +0.111431874334812j,-0.0337965376675129 +0.11764007806778j,-0.0126839373260736 +0.120131462812424j,0.00854597985744476 +0.118823200464249j,0.0292435754090548 +0.113742545247078j,0.0487770549952984 +0.105023615062237j,0.0665498524904251 +0.0929011255502701j,0.082016184926033 +0.0777013003826141j,0.0946944579482079 +0.0598305389285088j,0.104178316891193 +0.0397621393203735j,0.110144846141338 +0.0180217623710632j,0.112360186874866 -0.00482797808945179j,0.110682129859924 -0.0282031856477261j,0.105060115456581 -0.0515142045915127j,0.095532700419426 -0.0741804167628288j,0.0822225511074066 -0.0956440567970276j,0.0653295665979385 -0.115382604300976j,0.045122180134058 -0.132919490337372j,0.0219273921102285 -0.147832989692688j,-0.00388018391095102 -0.159763127565384j,-0.0318897999823093 -0.168416514992714j,-0.0616663247346878 -0.173569217324257j,-0.0927618369460106 -0.175067648291588j,-0.12472677230835 -0.172827810049057j,-0.157120391726494 -0.166832596063614j,-0.189520269632339 -0.15712808072567j,-0.221530720591545 -0.143818348646164j,-0.252790004014969 -0.127059504389763j,-0.282976180315018 -0.107052974402905j,-0.311811596155167 -0.0840384438633919j,-0.339066177606583 -0.0582865960896015j,-0.364559292793274 -0.0300918184220791j,-0.388160467147827 +0.000234757622820325j,-0.409788846969604 +0.0323718413710594j,-0.429412007331848 +0.0659940615296364j,-0.447043418884277 +0.100777313113213j,-0.462739586830139 +0.136403381824493j,-0.476596355438232 +0.172563806176186j,-0.488744914531708 +0.208962798118591j,-0.499347239732742 +0.245319575071335j,-0.508591651916504 +0.281369626522064j,-0.5166876912117 +0.31686532497406j,-0.523861706256866 +0.351576000452042j,-0.53035181760788 +0.385287195444107j,-0.536403298377991 +0.417799323797226j,-0.542264044284821 +0.448926329612732j,-0.548179864883423 +0.478493481874466j,-0.554390728473663 +0.506335258483887j,-0.561126112937927 +0.532293021678925j,-0.568601608276367 +0.556212723255157j,-0.577014684677124 +0.577942669391632j,-0.586541354656219 +0.597331404685974j,-0.597332775592804 +0.6142258644104j,-0.60951167345047 +0.628470361232758j,-0.623169422149658 +0.639905393123627j,-0.63836282491684 +0.64836710691452j,-0.655111491680145 +0.653687953948975j,-0.673395216464996 +0.655697166919708j,-0.693151473999023 +0.654222667217255j,-0.714273452758789 +0.649093210697174j,-0.736608684062958 +0.640141606330872j,-0.759957611560822 +0.627208292484283j,-0.784072995185852 +0.610146045684814j,-0.808660387992859 +0.588825166225433j,-0.833378672599792 +0.563139200210571j,-0.857841908931732 +0.533011019229889j,-0.881622314453125 +0.498399704694748j,-0.904253900051117 +0.459307074546814j,-0.925237715244293 +0.41578471660614j,-0.944047868251801 +0.36794051527977j,-0.960139095783234 +0.315944880247116j,-0.972955584526062 +0.260036319494247j,-0.981940925121307 +0.200526222586632j,-0.986549019813538 +0.137802183628082j,-0.986256241798401 +0.0723302140831947j,-0.980574309825897 +0.00465511716902256j,-0.969063580036163 -0.0646010339260101j,-0.951346874237061 -0.134742453694344j,-0.927123129367828 -0.205005496740341j,-0.896180391311646 -0.274566829204559j,-0.858408629894257 -0.342554032802582j,-0.813810646533966 -0.40805846452713j,-0.762511312961578 -0.47015056014061j,-0.704765439033508 -0.52789694070816j,-0.64096200466156 -0.58037930727005j,-0.57162618637085 -0.626715004444122j,-0.497418075799942 -0.666078269481659j,-0.419127255678177 -0.697721719741821j,-0.337664425373077 -0.720998048782349j,-0.254048764705658 -0.735380589962006j,-0.169391632080078 -0.7404825091362j,-0.0848769620060921 -0.736073434352875j,-0.00173797225579619 -0.722093760967255j,0.0787685886025429 -0.698664784431458j,0.155390650033951 -0.666095197200775j,0.226910501718521 -0.624882698059082j,0.292175352573395 -0.575710654258728j,0.350127607584 -0.519439458847046j,0.399834334850311 -0.457093089818954j,0.440514594316483 -0.389839768409729j,0.471563875675201 -0.318968236446381j,0.492574483156204 -0.245859503746033j,0.503351509571075 -0.171954676508904j,0.503922998905182 -0.0987200364470482j,0.494544267654419 -0.027610071003437j,0.475695878267288 +0.0399704203009605j,0.448074489831924 +0.102703802287579j,0.41257780790329 +0.159395724534988j,0.37028244137764 +0.209008350968361j,0.322416365146637 +0.250689685344696j,0.270326048135757 +0.283797860145569j,0.215439423918724 +0.307919532060623j
-0.128120988607407 -0.0253401808440685j,-0.130793541669846 -0.00368185178376734j,-0.12963755428791 +0.0181112233549356j,-0.124689847230911 +0.0393516011536121j,-0.116109870374203 +0.0593709908425808j,-0.104173332452774 +0.0775418728590012j,-0.0892620757222176 +0.0932973548769951j,-0.0718507468700409 +0.106148526072502j,-0.0524905733764172 +0.115698903799057j,-0.0317912027239799 +0.121655456721783j,-0.0104010915383697 +0.12383608520031j,0.0110127590596676 +0.12217328697443j,0.0317850112915039 +0.116714172065258j,0.0512715466320515 +0.10761683434248j,0.0688676238059998 +0.0951435342431068j,0.0840242281556129 +0.0796508342027664j,0.0962620824575424 +0.061577383428812j,0.105183035135269 +0.0414296314120293j,0.110478550195694 +0.01976621709764j,0.111935168504715 -0.00281852064654231j,0.109437003731728 -0.0257113091647625j,0.102965265512466 -0.0482963882386684j,0.0925950184464455 -0.0699713528156281j,0.0784895569086075 -0.0901616364717484j,0.060892429202795 -0.10833353549242j,0.0401178635656834 -0.124005362391472j,0.0165396220982075 -0.136756554245949j,-0.00942099373787642 -0.146234631538391j,-0.0373078212141991 -0.152159795165062j,-0.0666425377130508 -0.154327481985092j,-0.0969372913241386 -0.15260873734951j,-0.127706721425056 -0.146948620676994j,-0.158479109406471 -0.137362837791443j,-0.188806608319283 -0.123932980000973j,-0.218273922801018 -0.106800340116024j,-0.246505960822105 -0.0861589163541794j,-0.273173719644547 -0.0622476078569889j,-0.297998875379562 -0.0353421233594418j,-0.320756733417511 -0.00574668170884252j,-0.341277956962585 +0.0262141767889261j,-0.359448850154877 +0.0602034106850624j,-0.375210464000702 +0.0958788171410561j,-0.388556659221649 +0.132899686694145j,-0.399531334638596 +0.170932605862617j,-0.408224731683731 +0.209656491875648j,-0.414769530296326 +0.248766601085663j,-0.41933599114418 +0.287977606058121j,-0.422127336263657 +0.327025651931763j,-0.423374623060226 +0.365669637918472j,-0.423331707715988 +0.403691440820694j,-0.42227029800415 +0.440895467996597j,-0.420475035905838 +0.477107316255569j,-0.4182388484478 +0.512172162532806j,-0.415858387947083 +0.545952022075653j,-0.413629949092865 +0.578323364257812j,-0.411845237016678 +0.609173536300659j,-0.410787791013718 +0.638397932052612j,-0.410729348659515 +0.665896117687225j,-0.411926299333572 +0.691568970680237j,-0.414616703987122 +0.715314865112305j,-0.419016778469086 +0.737027049064636j,-0.425318241119385 +0.756591141223907j,-0.433684855699539 +0.77388209104538j,-0.4442498087883 +0.788763284683228j,-0.457112491130829 +0.801084935665131j,-0.472335666418076 +0.81068366765976j,-0.489942669868469 +0.817382752895355j,-0.509914398193359 +0.820993304252625j,-0.532186985015869 +0.821315944194794j,-0.556648969650269 +0.818143606185913j,-0.583139717578888 +0.811265170574188j,-0.611447095870972 +0.800469875335693j,-0.64130687713623 +0.78555291891098j,-0.67240184545517 +0.766321063041687j,-0.704362273216248 +0.742599964141846j,-0.736766993999481 +0.714241206645966j,-0.769145905971527 +0.681130528450012j,-0.800983130931854 +0.643195867538452j,-0.831722140312195 +0.600415587425232j,-0.860771596431732 +0.552826941013336j,-0.887513101100922 +0.500533521175385j,-0.911310195922852 +0.443712562322617j,-0.931518852710724 +0.382621288299561j,-0.947499096393585 +0.31760174036026j,-0.958628296852112 +0.249084144830704j,-0.964315056800842 +0.17758871614933j,-0.964014053344727 +0.103725075721741j,-0.957241237163544 +0.0281893871724606j,-0.943589270114899 -0.0482408292591572j,-0.922742664813995 -0.124714717268944j,-0.894491851329803 -0.200318783521652j,-0.858746647834778 -0.274090170860291j,-0.815547108650208 -0.345032572746277j,-0.765072882175446 -0.41213458776474j,-0.707649648189545 -0.474389970302582j,-0.643751919269562 -0.530819773674011j,-0.574003159999847 -0.580495357513428j,-0.499171316623688 -0.62256246805191j,-0.420160710811615 -0.65626460313797j,-0.337999492883682 -0.680966198444366j,-0.253823220729828 -0.696174085140228j,-0.168854340910912 -0.701556444168091j,-0.084378145635128 -0.696958899497986j,-0.00171544123440981 -0.682417094707489j,0.0778072401881218 -0.658164381980896j,0.152889251708984 -0.624634802341461j,0.222288504242897 -0.58246111869812j,0.284853965044022 -0.532466351985931j,0.339557319879532 -0.475650608539581j,0.385522574186325 -0.413171619176865j,0.422052472829819 -0.346320420503616j,0.44865095615387 -0.27649199962616j,0.465040594339371 -0.205152094364166j,0.471174269914627 -0.133800610899925j,0.467240393161774 -0.0639331340789795j,0.453661441802979 +0.00299883889965713j,0.431085497140884 +0.0656271204352379j,0.400370538234711 +0.1227046251297j,0.362562328577042 +0.173140227794647j,0.318866103887558 +0.216029539704323j,0.270612627267838 +0.250680327415466j
-0.131523758172989 +0.000302472355542704j,-0.130006909370422 +0.0222713928669691j,-0.124662481248379 +0.0436482094228268j,-0.11565688252449 +0.0637543573975563j,-0.103275887668133 +0.0819534510374069j,-0.0879142954945564 +0.0976719334721565j,-0.070061981678009 +0.110417231917381j,-0.0502871163189411 +0.119792826473713j,-0.029217142611742 +0.125509738922119j,-0.00751823559403419 +0.127394333481789j,0.0141259180381894 +0.12539204955101j,0.0350353494286537 +0.119567334651947j,0.05455432087183 +0.110099636018276j,0.072070375084877 +0.0972760990262032j,0.0870314836502075 +0.08148093521595j,0.0989606752991676 +0.0631823688745499j,0.107467830181122 +0.0429173409938812j,0.112258456647396 +0.0212748479098082j,0.113139100372791 -0.00112166907638311j,0.110019728541374 -0.0236321501433849j,0.102912753820419 -0.0456174612045288j,0.0919292643666267 -0.0664560571312904j,0.0772725343704224 -0.0855593681335449j,0.0592292137444019 -0.102385431528091j,0.0381586216390133 -0.116450488567352j,0.0144806047901511 -0.127338320016861j,-0.0113376956433058 -0.134707242250443j,-0.0387955233454704 -0.138294562697411j,-0.0673723816871643 -0.137918725609779j,-0.0965416356921196 -0.133479073643684j,-0.125783339142799 -0.124953530728817j,-0.154596254229546 -0.11239442974329j,-0.182508438825607 -0.095922626554966j,-0.209086656570435 -0.075720340013504j,-0.233943998813629 -0.052022997289896j,-0.256745934486389 -0.0251103155314922j,-0.277214914560318 +0.00470290100201964j,-0.29513281583786 +0.0370761752128601j,-0.310342639684677 +0.0716524496674538j,-0.322748005390167 +0.108066886663437j,-0.332311809062958 +0.145954921841621j,-0.339053750038147 +0.184959590435028j,-0.343046724796295 +0.224737912416458j,-0.344412714242935 +0.26496621966362j,-0.343317896127701 +0.305344462394714j,-0.339967638254166 +0.345599353313446j,-0.334600955247879 +0.385486423969269j,-0.327485263347626 +0.424791097640991j,-0.318910837173462 +0.463328719139099j,-0.309185743331909 +0.500943660736084j,-0.298630893230438 +0.537507653236389j,-0.287575244903564 +0.572917282581329j,-0.276351660490036 +0.607091009616852j,-0.265292912721634 +0.639965713024139j,-0.254727929830551 +0.671492636203766j,-0.244978755712509 +0.701633334159851j,-0.236357301473618 +0.730355262756348j,-0.22916267812252 +0.757627487182617j,-0.223678559064865 +0.783416271209717j,-0.220170676708221 +0.80768096446991j,-0.218884319067001 +0.830370366573334j,-0.220042243599892 +0.851418614387512j,-0.22384138405323 +0.870742738246918j,-0.230451107025146 +0.888239681720734j,-0.240009963512421 +0.903784513473511j,-0.252623021602631 +0.917229235172272j,-0.268358796834946 +0.928402066230774j,-0.287246197462082 +0.937108218669891j,-0.309271335601807 +0.943130731582642j,-0.334374308586121 +0.946232795715332j,-0.362446248531342 +0.946161031723022j,-0.393326491117477 +0.94264954328537j,-0.426799803972244 +0.935425162315369j,-0.462594717741013 +0.924213409423828j,-0.500381827354431 +0.90874582529068j,-0.539773404598236 +0.888767540454865j,-0.580323576927185 +0.864046335220337j,-0.621530175209045 +0.834381520748138j,-0.662837445735931 +0.79961371421814j,-0.703640162944794 +0.759634673595428j,-0.743289947509766 +0.714397311210632j,-0.781102299690247 +0.663924694061279j,-0.816366255283356 +0.608319282531738j,-0.848354935646057 +0.547770738601685j,-0.876338124275208 +0.482562303543091j,-0.899596333503723 +0.413075745105743j,-0.917435884475708 +0.339794516563416j,-0.929205298423767 +0.263304173946381j,-0.934311985969543 +0.184290528297424j,-0.932239651679993 +0.103534981608391j,-0.922565102577209 +0.0219068769365549j,-0.904974699020386 -0.0596472173929214j,-0.879279494285583 -0.140117198228836j,-0.845428347587585 -0.218446061015129j,-0.803519070148468 -0.293549209833145j,-0.753806412220001 -0.364336341619492j,-0.696706891059875 -0.429734915494919j,-0.632799685001373 -0.488715559244156j,-0.562823176383972 -0.540317833423615j,-0.487667381763458 -0.583676218986511j,-0.40836176276207 -0.618045806884766j,-0.326058328151703 -0.642825484275818j,-0.242010682821274 -0.657579958438873j,-0.157548815011978 -0.66205757856369j,-0.0740504488348961 -0.656204998493195j,0.00709028961136937 -0.640176475048065j,0.0844965577125549 -0.614338278770447j,0.156843364238739 -0.579267561435699j,0.222892463207245 -0.535744726657867j,0.281526058912277 -0.484740138053894j,0.331778675317764 -0.427394688129425j,0.372865498065948 -0.364994585514069j,0.404206782579422 -0.298941344022751j,0.425446659326553 -0.230717182159424j,0.436466246843338 -0.161847054958344j,0.437389731407166 -0.0938584357500076j,0.428583413362503 -0.02823999337852j,0.410647332668304 +0.0335993207991123j,0.38439953327179 +0.090369775891304j,0.350853532552719 +0.140937015414238j,0.311188966035843 +0.184354156255722j
-0.129743576049805 +0.0262253116816282j,-0.124032095074654 +0.0476913824677467j,-0.114631794393063 +0.067847453057766j,-0.101835787296295 +0.0860481560230255j,-0.0860490500926971 +0.101712644100189j,-0.0677741914987564 +0.114343516528606j,-0.0475940182805061 +0.123542599380016j,-0.0261517539620399 +0.12902295589447j,-0.00412968499585986 +0.13061711192131j,0.0177730806171894 +0.128280878067017j,0.0388627983629704 +0.122093297541142j,0.0584725700318813 +0.11225238442421j,0.075982391834259 +0.0990672782063484j,0.0908369719982147 +0.0829470232129097j,0.102561138570309 +0.0643866360187531j,0.110772110521793 +0.0439508184790611j,0.115188479423523 +0.0222562979906797j,0.115635797381401 -4.69126134703401e-05j,0.112048670649529 -0.0222944654524326j,0.104469507932663 -0.0438262633979321j,0.0930441096425056 -0.0640041083097458j,0.0780144408345222 -0.0822278633713722j,0.0597088597714901 -0.0979498252272606j,0.0385304093360901 -0.110686749219894j,0.0149435447528958 -0.120029486715794j,-0.010540216229856 -0.125650018453598j,-0.0373771749436855 -0.127305716276169j,-0.065006360411644 -0.124841079115868j,-0.0928641557693481 -0.118187002837658j,-0.120398007333279 -0.107357636094093j,-0.147079199552536 -0.0924452617764473j,-0.172413989901543 -0.0736134275794029j,-0.19595342874527 -0.0510886646807194j,-0.2173011302948 -0.0251511503010988j,-0.236119464039803 +0.00387536874040961j,-0.252133756875992 +0.0356339924037457j,-0.265134781599045 +0.0697451159358025j,-0.274979561567307 +0.105816595256329j,-0.281590580940247 +0.143453493714333j,-0.284953653812408 +0.182266891002655j,-0.285114645957947 +0.221881970763206j,-0.282175242900848 +0.261944890022278j,-0.276287853717804 +0.302128463983536j,-0.267650127410889 +0.342136830091476j,-0.256499141454697 +0.38170862197876j,-0.243105337023735 +0.420619070529938j,-0.227766588330269 +0.458680897951126j,-0.210802465677261 +0.495744228363037j,-0.192548766732216 +0.531695187091827j,-0.173352360725403 +0.566453814506531j,-0.153566673398018 +0.599971354007721j,-0.133547514677048 +0.632226467132568j,-0.113649353384972 +0.663221180438995j,-0.0942223221063614 +0.692976295948029j,-0.0756093859672546 +0.721526563167572j,-0.0581441000103951 +0.748915553092957j,-0.0421485900878906 +0.775190591812134j,-0.0279318541288376 +0.800397396087646j,-0.0157881584018469 +0.824575185775757j,-0.00599559163674712 +0.84775173664093j,0.00118551892228425 +0.869938969612122j,0.00551399402320385 +0.891128122806549j,0.00676991976797581 +0.9112868309021j,0.00475634774193168 +0.930355131626129j,-0.000698299205396324 +0.948243200778961j,-0.00973765831440687 +0.964829087257385j,-0.0224744454026222 +0.979957580566406j,-0.0389872156083584 +0.993439853191376j,-0.0593168251216412 +1.00505387783051j,-0.0834626778960228 +1.01454567909241j,-0.111378759145737 +1.02163243293762j,-0.142969712615013 +1.02600538730621j,-0.178086951375008 +1.0273345708847j,-0.216525107622147 +1.02527511119843j,-0.258018761873245 +1.01947367191315j,-0.302240073680878 +1.0095762014389j,-0.348796904087067 +0.995237767696381j,-0.397232234477997 +0.976131439208984j,-0.447024762630463 +0.951959252357483j,-0.497590959072113 +0.922463536262512j,-0.548288643360138 +0.887437999248505j,-0.598422467708588 +0.846739172935486j,-0.647251307964325 +0.800298094749451j,-0.693997442722321 +0.748130261898041j,-0.737857818603516 +0.690345764160156j,-0.778017044067383 +0.627157211303711j,-0.813662528991699 +0.558886408805847j,-0.844000577926636 +0.485968619585037j,-0.868274509906769 +0.408954679965973j,-0.885782659053802 +0.328509747982025j,-0.895898163318634 +0.245409652590752j,-0.898087441921234 +0.160533413290977j,-0.891928851604462 +0.0748527124524117j,-0.877130031585693 -0.0105822253972292j,-0.853543221950531 -0.0946598201990128j,-0.821178257465363 -0.176227733492851j,-0.780212640762329 -0.25411581993103j,-0.730997800827026 -0.327161699533463j,-0.674061357975006 -0.394237875938416j,-0.61010468006134 -0.454279750585556j,-0.539996087551117 -0.506314158439636j,-0.464758574962616 -0.549487054347992j,-0.385553061962128 -0.583089590072632j,-0.303656548261642 -0.606582164764404j,-0.220436081290245 -0.619614660739899j,-0.137318730354309 -0.622042894363403j,-0.0557585693895817 -0.613939523696899j,0.0227988474071026 -0.595600306987762j,0.0969531834125519 -0.567543148994446j,0.165386244654655 -0.530501544475555j,0.226898014545441 -0.48541134595871j,0.280440330505371 -0.433390974998474j,0.325147569179535 -0.375715613365173j,0.36036229133606 -0.313786238431931j,0.385656028985977 -0.249093800783157j,0.400842934846878 -0.183179810643196j,0.405987113714218 -0.117594517767429j,0.401401787996292 -0.0538541413843632j,0.38764101266861 +0.0066018127836287j,0.365483850240707 +0.0624513290822506j,0.33591091632843 +0.112527422606945j
