0.499611526727677 -0.23868827521801j,0.519398272037506 -0.191857159137726j,0.534806549549103 -0.143407583236694j,0.545705676078796 -0.0937499999999999j,0.552004337310791 -0.0433009937405585j,0.553649127483368 +0.00751203298568736j,0.550626218318939 +0.0582627654075624j,0.542961239814758 +0.108521282672882j,0.530718505382538 +0.157865881919861j,0.514001727104187 +0.205878555774689j,0.492951184511185 +0.252156525850296j,0.467745155096054 +0.296307682991028j,0.438595145940781 +0.33796164393425j,0.405747383832932 +0.376766264438629j,0.369479596614838 +0.412393748760223j,0.330096065998077 +0.444545120000839j,0.287930399179459 +0.472948044538498j,0.243336394429207 +0.497364223003388j,0.196691825985908 +0.517586767673493j,0.148388028144836 +0.533446133136749j,0.098834216594696 +0.544807851314545j,0.048446126282215 +0.551576614379883j,-0.00234932778403173 +0.55369508266449j,-0.0531260631978513 +0.551145553588867j,-0.10345383733511 +0.543949484825134j,-0.152910456061363 +0.532167434692383j,-0.201076924800873 +0.515899062156677j,-0.247549161314964 +0.495280921459198j,-0.291933417320252 +0.470487654209137j,-0.333857357501984 +0.441727310419083j,-0.372965812683106 +0.409243524074554j,-0.408930689096451 +0.373308807611465j,-0.441447883844376 +0.334226757287979j,-0.470242738723755 +0.292327761650085j,-0.495073676109314 +0.24796336889267j,-0.515730261802673 +0.201509386301041j,-0.532039284706116 +0.153355553746223j,-0.543862581253052 +0.103909842669964j,-0.551100850105286 +0.0535870604217051j,-0.553692936897278 +0.00281354668550183j,-0.551616907119751 -0.0479847267270089j,-0.544890522956848 -0.0983774289488794j,-0.533570051193237 -0.147941753268242j,-0.517751514911652 -0.196257814764977j,-0.497567594051361 -0.242920279502869j,-0.473189264535904 -0.287533760070801j,-0.444821089506149 -0.329724073410034j,-0.412703365087509 -0.369133710861206j,-0.377105534076691 -0.40543207526207j,-0.33832922577858 -0.438311636447907j,-0.296699732542038 -0.467496573925018j,-0.252569705247879 -0.492739588022232j,-0.206309422850609 -0.513828933238983j,-0.158309757709503 -0.530586242675781j,-0.108976438641548 -0.542870044708252j,-0.0587233193218707 -0.550577282905579j,-0.00797621440142383 -0.553642630577088j,0.0428392291069032 -0.552040338516235j,0.0932924523949624 -0.545784115791321j,0.14296019077301 -0.534926295280457j,0.191421642899513 -0.519558966159821j,0.2382702678442 -0.49981102347374j,0.283109158277512 -0.475849747657776j,0.32556214928627 -0.447876185178757j,0.365269541740418 -0.416127324104309j,0.401898235082626 -0.380869507789612j,0.435137927532196 -0.342401444911957j,0.464709758758545 -0.301045894622803j,0.490363150835037 -0.257153153419495j,0.511882901191712 -0.211091533303261j,0.529086768627167 -0.163251206278801j,0.541830360889435 -0.114033557474613j,0.550005674362183 -0.0638555660843848j,0.553544163703919 -0.0131381591781973j,0.552415788173676 +0.0376900024712087j,0.546630263328552 +0.0881993770599366j,0.536236047744751 +0.137966170907021j,0.52132123708725 +0.186568811535835j,0.502010941505432 +0.233599528670311j,0.478468835353851 +0.278659880161286j,0.450892329216003 +0.321371853351593j,0.41951510310173 +0.361373573541641j,0.384600341320038 +0.398329436779022j,0.346443891525268 +0.431926369667053j,0.305365860462189 +0.461882531642914j,0.261714249849319 +0.487944066524506j,0.215855285525322 +0.509892404079437j,0.168177455663681 +0.52754157781601j,0.119080767035484 +0.5407435297966j,0.0689811706542968 +0.549386322498322j,0.0182989798486232 +0.553397595882416j,-0.0325364470481874 +0.552743315696716j,-0.0830986052751542 +0.547428905963898j,-0.132959172129631 +0.53749942779541j,-0.18169978260994 +0.52303820848465j,-0.228907555341721 +0.50416773557663j,-0.274186432361603 +0.481046319007874j,-0.317153632640839 +0.45386928319931j,-0.357446193695068 +0.422866404056549j,-0.394726008176804 +0.388297736644745j,-0.428677260875702 +0.350456237792969j,-0.459015130996704 +0.30965930223465j,-0.485482543706894 +0.26625257730484j,-0.50785756111145 +0.220600262284279j,-0.525950491428375 +0.173089072108269j,-0.539609670639038 +0.124117627739906j,-0.54871928691864 +0.0741007849574088j,-0.553202927112579 +0.0234582014381885j,-0.553022623062134 -0.0273810960352422j,-0.548179924488068 -0.0779906362295152j,-0.538715779781342 -0.127941593527794j,-0.524709701538086 -0.176814958453179j,-0.506280183792114 -0.224196597933769j,-0.483581990003586 -0.269689083099365j,-0.456807374954224 -0.312907010316849j,-0.426180928945541 -0.353487730026245j,-0.391962140798569 -0.391087532043457j,-0.354438096284866 -0.425390869379044j,-0.313926696777344 -0.45610722899437j,-0.270767778158188 -0.482978850603104j,-0.225326046347618 -0.505778551101685j
0.352123260498047 -0.427308976650238j,0.389833003282547 -0.393209844827652j,0.424255430698395 -0.355796426534653j,0.455101758241653 -0.315382540225983j,0.482110649347305 -0.272310644388199j,0.505055487155914 -0.226942077279091j,0.523741960525513 -0.17966116964817j,0.538013219833374 -0.130864590406418j,0.547748386859894 -0.0809657424688338j,0.55286580324173 -0.030383240431547j,0.55332213640213 +0.0204543359577657j,0.549113512039185 +0.0711205154657365j,0.540275573730469 +0.121186062693596j,0.526882529258728 +0.170230969786644j,0.509047746658325 +0.217839688062668j,0.486920982599258 +0.263612806797028j,0.460689604282379 +0.307162582874298j,0.430573672056198 +0.348123610019684j,0.396828383207321 +0.386148929595947j,0.359736800193787 +0.420919448137283j,0.319612324237823 +0.452141284942627j,0.276794135570526 +0.479550570249557j,0.231641456484795 +0.502917468547821j,0.18453685939312 +0.522044003009796j,0.135875463485718 +0.53676962852478j,0.0860695764422415 +0.546969652175903j,0.0355370007455348 +0.552558481693268j,-0.0152941290289165 +0.553488790988922j,-0.0659973472356797 +0.549752771854401j,-0.116143129765988 +0.541382074356079j,-0.165310770273209 +0.528446853160858j,-0.213083729147911 +0.511056840419769j,-0.259061187505722 +0.489357829093933j,-0.302853643894196 +0.463533639907837j,-0.344093710184097 +0.433800965547562j,-0.382432013750076 +0.400411695241928j,-0.417546898126602 +0.363645941019058j,-0.449140846729279 +0.323815166950226j,-0.476948827505112 +0.281253546476364j,-0.500735282897949 +0.236321687698364j,-0.520300626754761 +0.189396485686302j,-0.535479366779327 +0.140874519944191j,-0.546143352985382 +0.0911659076809882j,-0.552203118801117 +0.0406876541674136j,-0.55360734462738 -0.0101326042786242j,-0.550344288349152 -0.0608684495091439j,-0.542441487312317 -0.11109010130167j,-0.529965341091156 -0.160376206040382j,-0.513021469116211 -0.208309233188629j,-0.491752088069916 -0.254487037658692j,-0.466337352991104 -0.298518359661102j,-0.436990529298782 -0.340033888816834j,-0.403960168361664 -0.378681838512421j,-0.367523431777954 -0.41413801908493j,-0.327989012002945 -0.446101993322372j,-0.285688519477844 -0.474305629730225j,-0.24098040163517 -0.498510003089905j,-0.194239675998688 -0.518512010574341j,-0.145862355828285 -0.534142255783081j,-0.0962543189525603 -0.545269548892975j,-0.0458358153700827 -0.551799654960632j,0.00497015658766043 -0.55367773771286j,0.0557342655956746 -0.550887882709503j,0.10602742433548 -0.543453752994537j,0.15542770922184 -0.531437695026398j,0.203516617417336 -0.51494151353836j,0.249890744686127 -0.494103610515594j,0.294157147407532 -0.469100534915924j,0.335944503545761 -0.440142095088959j,0.374898761510849 -0.407473534345627j,0.410693138837814 -0.371369004249573j,0.443024337291718 -0.332134306430817j,0.471621155738831 -0.290098637342453j,0.496241360902786 -0.245618149638176j,0.516678333282471 -0.199065953493118j,0.532758951187134 -0.150836512446403j,0.544348359107971 -0.101334363222122j,0.551348268985748 -0.0509789250791072j,0.553700029850006 -0.000192671330296319j,0.55138373374939 +0.0505941770970822j,0.544418752193451 +0.10095551609993j,0.532864093780517 +0.150464683771134j,0.516816735267639 +0.198706343770027j,0.496412634849548 +0.245271787047386j,0.47182297706604 +0.28977033495903j,0.443255364894867 +0.331825911998749j,0.410951465368271 +0.371083080768585j,0.375182241201401 +0.407212525606155j,0.336250752210617 +0.439908176660538j,0.294483542442322 +0.468895733356476j,0.250234544277191 +0.49392956495285j,0.203874960541725 +0.514799773693085j,0.155797526240349 +0.531329333782196j,0.106405593454838 +0.543379783630371j,0.0561176389455794 +0.550848960876465j,0.00535550387576211 +0.553674161434174j,-0.045450732111931 +0.551831483840942j,-0.0958748012781144 +0.545336365699768j,-0.145489603281021 +0.534243881702423j,-0.193878769874573 +0.518647074699402j,-0.240632444620133 +0.498678058385849j,-0.285358339548111 +0.474504351615906j,-0.327677607536316 +0.446330785751343j,-0.367235124111176 +0.414393693208694j,-0.403695791959763 +0.378963649272919j,-0.436753749847412 +0.340337932109833j,-0.466128945350647 +0.298843741416931j,-0.491574853658676 +0.254829198122024j,-0.512875974178314 +0.208667203783989j,-0.529853582382202 +0.16074500977993j,-0.542364001274109 +0.111467570066452j,-0.550301730632782 +0.0612514466047286j,-0.553600192070007 +0.0105178710073231j,-0.552231311798096 -0.0403033085167409j,-0.546206653118134 -0.0907857939600946j,-0.535577297210693 -0.140501827001572j,-0.520432293415069 -0.189034342765808j,-0.500900089740753 -0.235972166061401j,-0.477144479751587 -0.280921578407288j,-0.449366718530655 -0.323501646518707j,-0.417799860239029 -0.363355249166489j
0.138788655400276 -0.536023736000061j,0.187369361519814 -0.521034061908722j,0.234369412064552 -0.501652002334595j,0.279394507408142 -0.478040248155594j,0.322063207626343 -0.450398772954941j,0.362017542123795 -0.418959498405456j,0.398918986320496 -0.383988797664642j,0.432458013296127 -0.345780044794083j,0.462350428104401 -0.30465692281723j,0.488345503807068 -0.260964453220367j,0.510222971439361 -0.215072780847549j,0.527799248695373 -0.167366921901703j,0.540925800800323 -0.118250034749508j,0.54949164390564 -0.0681372284889221j,0.553425073623657 -0.0174489058554172j,0.552692651748657 +0.0333854369819165j,0.547300577163696 +0.0839393734931946j,0.537294566631317 +0.133784607052803j,0.522758483886719 +0.182502955198288j,0.503815531730652 +0.229681700468063j,0.480624586343765 +0.274924993515015j,0.453382194042206 +0.317849576473236j,0.422316819429397 +0.358095288276672j,0.387691736221313 +0.395321249961853j,0.349797368049621 +0.42921507358551j,0.308954745531082 +0.459489643573761j,0.265506565570831 +0.485890984535217j,0.219820886850357 +0.508195400238037j,0.172280997037887 +0.52621579170227j,0.12328964471817 +0.539799451828003j,0.0732578560709953 +0.548832416534424j,0.0226084291934967 +0.553238332271576j,-0.0282305367290974 +0.552979946136474j,-0.0788325741887093 +0.548059463500976j,-0.128768935799599 +0.538518667221069j,-0.177620694041252 +0.524437427520752j,-0.224974006414413 +0.505935251712799j,-0.270431607961655 +0.483167171478271j,-0.313608318567276 +0.456326216459274j,-0.3541419506073 +0.425637453794479j,-0.391689121723175 +0.391360968351364j,-0.425934791564941 +0.353784263134003j,-0.456588894128799 +0.313225716352463j,-0.483394175767899 +0.270025581121445j,-0.506123602390289 +0.224549874663353j,-0.524586498737335 +0.17718006670475j,-0.538626372814178 +0.128317520022392j,-0.548125505447388 +0.0783721432089805j,-0.553003370761871 +0.0277670454233884j,-0.553219079971313 -0.0230731945484877j,-0.548770725727081 -0.073718897998333j,-0.539695918560028 -0.123742051422596j,-0.526070833206177 -0.172722980380058j,-0.508010983467102 -0.220246762037277j,-0.485667735338211 -0.265914648771286j,-0.4592305123806 -0.309339761734009j,-0.428921073675156 -0.350157827138901j,-0.394996166229248 -0.38802295923233j,-0.35774040222168 -0.422617495059967j,-0.317469447851181 -0.453648447990417j,-0.274521142244339 -0.480855405330658j,-0.229259327054024 -0.504007875919342j,-0.182063743472099 -0.522911608219147j,-0.133334219455719 -0.537406504154205j,-0.0834795758128166 -0.547370910644531j,-0.0329221785068511 -0.552720427513122j,0.0179138332605362 -0.553410232067108j,0.0685977563261986 -0.54943436384201j,0.118704408407211 -0.540826261043548j,0.167809262871742 -0.527658820152283j,0.215500369668007 -0.510042488574982j,0.261373668909073 -0.48812660574913j,0.305044323205948 -0.462094902992248j,0.346143215894699 -0.43216735124588j,0.38432303071022 -0.398597002029419j,0.419263482093811 -0.361665457487106j,0.450668543577194 -0.321685582399368j,0.478274792432785 -0.278992831707001j,0.50184828042984 -0.233948856592178j,0.521191239356995 -0.186931580305099j,0.536139905452728 -0.138339340686798j,0.546568751335144 -0.0885797664523124j,0.552389442920685 -0.0380744561553001j,0.553553164005279 +0.0127529157325626j,0.55005007982254 +0.0634717047214508j,0.541909575462341 +0.113656431436539j,0.529200553894043 +0.162881940603256j,0.512029707431793 +0.210735231637955j,0.490542501211166 +0.256810903549194j,0.464919149875641 +0.300722390413284j,0.435376763343811 +0.342097699642181j,0.402163207530975 +0.380589723587036j,0.365559846162796 +0.415872305631638j,0.325873732566833 +0.447649478912353j,0.28344115614891 +0.475652039051056j,0.238618046045303 +0.499645054340362j,0.191783174872398 +0.519425630569458j,0.143332436680794 +0.534826695919037j,0.0936722606420516 +0.545719027519226j,0.0432234182953834 +0.552010416984558j,-0.00759087083861236 +0.553648054599762j,-0.0583401434123516 +0.55061799287796j,-0.108598589897156 +0.542945742607117j,-0.157940462231636 +0.530696332454681j,-0.205951765179634 +0.513972401618957j,-0.252225786447525 +0.492915719747543j,-0.296374291181564 +0.467702955007553j,-0.338023275136948 +0.438547641038895j,-0.376823306083679 +0.405694425106048j,-0.4124456346035 +0.369421631097793j,-0.444591522216797 +0.330033600330353j,-0.4729885160923 +0.287863940000534j,-0.497398406267166 +0.243266493082046j,-0.517614424228668 +0.19661907851696j,-0.533466935157776 +0.148313045501709j,-0.544821679592132 +0.0987576618790626j,-0.551583409309387 +0.0483686290681362j,-0.553694784641266 -0.00242715119384234j,-0.551138043403625 -0.0532035045325756j,-0.543935000896454 -0.103530280292034j,-0.532145917415619 -0.152985244989395j
-0.100499153137207 -0.544503152370453j,-0.0501319840550423 -0.551425933837891j,0.000657824857626054 -0.553699672222137j,0.0514410585165023 -0.55130535364151j,0.101791627705097 -0.544263005256653j,0.151283010840416 -0.532632350921631j,0.199499949812889 -0.516510903835297j,0.246034011244774 -0.496035307645798j,0.290494740009308 -0.471377313137054j,0.332505524158478 -0.442745804786682j,0.371713876724243 -0.410381019115448j,0.407787650823593 -0.374557107686996j,0.440424144268036 -0.335574626922607j,0.469346940517425 -0.293763875961304j,0.494313389062881 -0.249475583434105j,0.515111863613129 -0.203084945678711j,0.531568050384521 -0.154981195926666j,0.543542444705963 -0.105571873486042j,0.550934493541717 -0.0552714504301548j,0.55368173122406 -0.00450610881671315j,0.551761031150818 +0.0462982952594756j,0.54518848657608 +0.0967123508453368j,0.534019768238068 +0.146310031414032j,0.518348693847656 +0.194675207138061j,0.498307824134827 +0.241398125886917j,0.474065482616425 +0.2860868871212j,0.445826917886734 +0.328362792730331j,0.413829118013382 +0.367871224880218j,0.378343135118484 +0.404277443885803j,0.339666664600372 +0.437276035547256j,0.298127412796021 +0.466587424278259j,0.254073828458786 +0.491965711116791j,0.207879155874252 +0.513195872306824j,0.159930944442749 +0.530099868774414j,0.110635414719582 +0.542534410953522j,0.0604061000049115 +0.55039519071579j,0.00966856814920908 +0.553615629673004j,-0.0411515310406684 +0.552168726921081j,-0.0916236415505409 +0.546066701412201j,-0.141324326395988 +0.535360813140869j,-0.189833521842956 +0.520141363143921j,-0.236741304397583 +0.500537037849426j,-0.281654119491577 +0.47671240568161j,-0.324191510677338 +0.448869287967682j,-0.363996565341949 +0.417241245508194j,-0.400732100009918 +0.382096260786056j,-0.43408989906311 +0.343729168176651j,-0.463787317276001 +0.30246502161026j,-0.489575266838074 +0.258649975061417j,-0.511235237121582 +0.212655276060104j,-0.52858555316925 +0.164866775274277j,-0.541479229927063 +0.115689322352409j,-0.549808025360107 +0.0655355080962182j,-0.553501427173614 +0.0148302065208555j,-0.552528440952301 -0.0360011793673038j,-0.546897351741791 -0.0865279808640479j,-0.536655306816101 -0.136326342821121j,-0.52188915014267 -0.18497434258461j,-0.50272274017334 -0.232063889503479j,-0.479318410158157 -0.277195990085602j,-0.451872617006302 -0.319992065429687j,-0.42061710357666 -0.360090285539627j,-0.385816186666489 -0.397151917219162j,-0.347761809825897 -0.430866003036499j,-0.306776344776154 -0.460946887731552j,-0.263203680515289 -0.487142264842987j,-0.217412933707237 -0.509230196475983j,-0.169788271188736 -0.52702534198761j,-0.120733171701431 -0.540376961231232j,-0.0706591904163361 -0.549173057079315j,-0.019990535452962 -0.553339064121246j,0.0308476872742175 -0.552840113639831j,0.0814248174428939 -0.547680377960205j,0.131316497921944 -0.537903130054474j,0.180100083351135 -0.523591160774231j,0.227366268634796 -0.504864692687988j,0.272714644670486 -0.481882214546204j,0.315764784812927 -0.454836666584015j,0.356151908636093 -0.423957079648972j,0.393537193536758 -0.389502555131912j,0.427603960037231 -0.351765006780624j,0.458066374063492 -0.31106099486351j,0.484666407108307 -0.26773539185524j,0.50718080997467 -0.222151666879654j,0.525418937206268 -0.174696028232574j,0.539227724075317 -0.125766530632973j,0.548490345478058 -0.0757767483592034j,0.553128659725189 -0.0251491460949183j,0.553103685379028 +0.0256915409117936j,0.548415780067444 +0.0763145834207534j,0.539104163646698 +0.126295253634453j,0.525247693061829 +0.175210133194923j,0.506962716579437 +0.222648918628693j,0.484404146671295 +0.268209636211395j,0.457761168479919 +0.311510026454925j,0.427259474992752 +0.352183312177658j,0.393155068159103 +0.389888256788254j,0.355736792087555 +0.424305438995361j,0.315318584442139 +0.455146074295044j,0.272242903709412 +0.482148885726929j,0.226871088147163 +0.505087375640869j,0.179587557911873 +0.523767173290253j,0.13078898191452 +0.53803163766861j,0.080888755619526 +0.547759771347046j,0.0303055495023728 +0.552870094776153j,-0.0205320864915847 +0.553319215774536j,-0.0711976811289787 +0.549103498458862j,-0.121261984109878 +0.540258526802063j,-0.170304998755455 +0.526858568191528j,-0.217912182211876 +0.509016752243042j,-0.26368123292923 +0.48688393831253j,-0.307228207588196 +0.460645854473114j,-0.348184138536453 +0.43052476644516j,-0.386205464601517 +0.396773397922516j,-0.420969992876053 +0.359677642583847j,-0.452186167240143 +0.319548785686493j,-0.479589492082596 +0.276726752519608j,-0.502950012683868 +0.231570795178413j,-0.522069931030273 +0.18446347117424j,-0.536788702011108 +0.135800018906593j,-0.546981751918793 +0.0859926939010621j
-0.320992976427078 -0.451162159442902j,-0.27825877070427 -0.478702217340469j,-0.233177721500397 -0.502207040786743j,-0.186131805181503 -0.521477460861206j,-0.137515634298325 -0.53635174036026j,-0.0877411738038064 -0.546703994274139j,-0.0372259318828584 -0.552447259426117j,0.0136021031066774 -0.553532958030701j,0.0643165409564971 -0.54995197057724j,0.114487677812576 -0.541734576225281j,0.163694605231285 -0.528949737548828j,0.211520507931709 -0.511705815792084j,0.257564067840576 -0.490147441625595j,0.301436156034469 -0.464456677436829j,0.342766046524048 -0.434850782155991j,0.38120698928833 -0.40157812833786j,0.416433304548263 -0.364920616149902j,0.448149532079697 -0.325185745954514j,0.476086854934692 -0.282710194587708j,0.500011026859283 -0.237850308418274j,0.519719243049621 -0.190986096858978j,0.535046219825745 -0.142510741949082j,0.545862078666687 -0.0928349494934083j,0.552076160907745 -0.0423754528164865j,0.553635716438293 +0.0084402449429034j,0.55052775144577 +0.0591858439147471j,0.542778551578522 +0.10943142324686j,0.530453085899353 +0.158755451440811j,0.513655841350555 +0.206740036606789j,0.492527723312378 +0.25298261642456j,0.467247724533081 +0.297091484069824j,0.438027918338776 +0.338696509599686j,0.405115157365799 +0.37744602560997j,0.368787676095963 +0.413012623786926j,0.329350262880325 +0.445097923278808j,0.287137061357498 +0.473430097103119j,0.242502182722092 +0.497771471738815j,0.195823773741722 +0.517915844917297j,0.147493451833725 +0.53369414806366j,0.0979206636548043 +0.544972777366638j,0.04752129688859 +0.551657021045685j,-0.00327763566747296 +0.553690373897552j,-0.0540500245988368 +0.551055669784546j,-0.104365676641464 +0.543775320053101j,-0.153802469372749 +0.531910300254822j,-0.201941594481468 +0.51556122303009j,-0.248379185795784 +0.49486517906189j,-0.292721807956695 +0.469997555017471j,-0.33459746837616 +0.441166967153549j,-0.373651415109634 +0.408617645502091j,-0.409555971622467 +0.372622668743134j,-0.442007631063461 +0.333486169576645j,-0.470732182264328 +0.291538953781128j,-0.495488673448563 +0.247132986783981j,-0.516067385673523 +0.200644448399544j,-0.532295644283295 +0.152463346719742j,-0.544036030769348 +0.1029978916049j,-0.551189959049225 +0.0526630319654943j,-0.553696870803833 +0.00188524159602833j,-0.551535665988922 -0.0489094853401183j,-0.544724762439728 -0.0992908179759978j,-0.533321261405945 -0.148836120963097j,-0.517421722412109 -0.1971255838871j,-0.497159600257874 -0.243754118680954j,-0.472706526517868 -0.288326680660248j,-0.44426766037941 -0.330469399690628j,-0.412083894014359 -0.3698251247406j,-0.376425296068192 -0.406063735485077j,-0.337593883275986 -0.438878238201141j,-0.295915544033051 -0.467993348836899j,-0.251743257045746 -0.493162333965301j,-0.205447658896446 -0.514174103736877j,-0.157420977950096 -0.530850648880005j,-0.108066134154797 -0.543052017688751j,-0.05780016630888 -0.550674974918365j,-0.00704795820638549 -0.553655207157135j,0.0437647067010401 -0.551967799663544j,0.094207353889942 -0.545626938343048j,0.143856823444366 -0.534685850143433j,0.192292436957359 -0.519237279891968j,0.239107877016067 -0.499410837888718j,0.283906549215317 -0.475374430418015j,0.326312571763992 -0.447329729795456j,0.36596667766571 -0.415514349937439j,0.40253621339798 -0.380195170640945j,0.435711354017258 -0.34167143702507j,0.465213805437088 -0.300266355276108j,0.490793615579605 -0.256330698728562j,0.51223611831665 -0.210233017802239j,0.529359698295593 -0.162363931536675j,0.542020738124847 -0.11312498152256j,0.550111949443817 -0.0629333406686784j,0.553565442562103 -0.0122100915759803j,0.552351891994476 +0.0386150367558001j,0.546481609344482 +0.0891157165169715j,0.536004245281219 +0.138863980770111j,0.521007716655731 +0.18744258582592j,0.501618623733521 +0.234440878033638j,0.478000968694687 +0.279461681842804j,0.450352907180786 +0.322127372026443j,0.418908655643463 +0.362076431512833j,0.383931994438171 +0.398973703384399j,0.345719277858734 +0.432506591081619j,0.304591059684754 +0.462393820285797j,0.260895818471909 +0.488382160663605j,0.215000107884407 +0.510253608226776j,0.167292773723602 +0.52782279253006j,0.118174009025097 +0.540942370891571j,0.0680600106716157 +0.549501240253448j,0.0173711515963079 +0.553427517414093j,-0.0334631130099295 +0.55268794298172j,-0.0840162709355353 +0.547288775444031j,-0.133860126137733 +0.537275731563568j,-0.182576447725296 +0.522732853889465j,-0.229752495884895 +0.503783285617828j,-0.274992525577545 +0.480585962533951j,-0.317913293838501 +0.453337520360947j,-0.358154654502869 +0.422266513109207j,-0.395375728607178 +0.387636184692383j,-0.429264217615127 +0.349737048149109j,-0.459533631801605 +0.308889299631119j
-0.481462746858597 -0.273454517126083j,-0.454351097345352 -0.316463023424149j,-0.423409521579743 -0.356802701950073j,-0.388897597789765 -0.394135028123856j,-0.351107776165009 -0.428143799304962j,-0.31035703420639 -0.458543658256531j,-0.266990631818771 -0.485077083110809j,-0.221372351050377 -0.507521450519562j,-0.173888757824898 -0.525686681270599j,-0.124938130378723 -0.539420247077942j,-0.0749351978302003 -0.548605918884277j,-0.0242994874715806 -0.553166627883911j,0.0265410803258418 -0.553063571453095j,0.0771568492054938 -0.548297882080078j,0.127123177051544 -0.538909494876862j,0.176016733050346 -0.52497798204422j,0.223427340388298 -0.506620168685913j,0.26895335316658 -0.483991593122482j,0.31221279501915 -0.45728212594986j,0.352839201688766 -0.426718026399613j,0.39049169421196 -0.392555713653565j,0.424851357936859 -0.355084627866745j,0.455629885196686 -0.3146191239357j,0.482566505670547 -0.271501988172531j,0.505435287952423 -0.226094990968704j,0.524042427539825 -0.178782820701599j,0.53823184967041 -0.129962369799614j,0.54788339138031 -0.0800473019480706j,0.552915990352631 -0.0294562857598067j,0.553287029266358 +0.0213819835335015j,0.548993468284607 +0.0720410272479056j,0.540071666240692 +0.122091718018055j,0.526596367359161 +0.171114072203636j,0.508681833744049 +0.218692809343338j,0.486478358507156 +0.264428794384003j,0.46017399430275 +0.307934522628784j,0.42998942732811 +0.348845034837723j,0.396179676055908 +0.386814445257187j,0.359030604362488 +0.421521991491318j,0.318853825330734 +0.452676475048065j,0.275989770889282 +0.480013996362686j,0.230797961354256 +0.50330513715744j,0.183661356568337 +0.522352635860443j,0.134975343942642 +0.53699666261673j,0.0851524174213411 +0.547113180160523j,0.0346105434000493 +0.552617311477661j,-0.0162220578640698 +0.553462386131287j,-0.066918946802616 +0.549641370773316j,-0.117050617933273 +0.541186571121216j,-0.166196510195732 +0.528168976306915j,-0.213940232992172 +0.510698854923248j,-0.259881258010864 +0.48892280459404j,-0.303630352020264 +0.463025242090225j,-0.344820529222488 +0.433223456144333j,-0.383102774620056 +0.399769961833954j,-0.41815596818924 +0.362945377826691j,-0.449683099985123 +0.32306170463562j,-0.477419704198837 +0.280453532934189j,-0.501130759716034 +0.235481843352318j,-0.520617425441742 +0.188523918390274j,-0.535714745521545 +0.13997657597065j,-0.546295404434204 +0.0902501270174981j,-0.552270531654358 +0.0397617891430856j,-0.553589582443237 -0.0110607193782925j,-0.550241410732269 -0.0617910474538802j,-0.542254447937012 -0.111999377608299j,-0.529695689678192 -0.161264508962631j,-0.512671530246735 -0.209169059991836j,-0.491324752569199 -0.255311101675034j,-0.465836226940155 -0.29929980635643j,-0.436419814825058 -0.340766042470932j,-0.403324723243713 -0.3793585896492j,-0.366828590631485 -0.414753615856171j,-0.327240616083145 -0.446651250123978j,-0.284892946481705 -0.474783957004547j,-0.240144282579422 -0.498913317918777j,-0.19337010383606 -0.518836915493011j,-0.144966632127762 -0.534386038780212j,-0.0953400135040284 -0.545430183410645j,-0.0449106357991696 -0.551875710487366j,0.00589843466877928 -0.553668677806854j,0.0566577799618243 -0.550793647766113j,0.106938391923904 -0.54327517747879j,0.156318485736847 -0.531176328659058j,0.204379662871361 -0.514599561691284j,0.250718772411346 -0.493683964014053j,0.29494321346283 -0.46860671043396j,0.336681962013245 -0.439578235149384j,0.375581383705139 -0.406844437122345j,0.411315143108368 -0.370679914951325j,0.443580567836761 -0.331391096115112j,0.472106903791428 -0.289307534694672j,0.496652454137802 -0.244785830378533j,0.517011344432831 -0.198199450969696j,0.533011078834534 -0.149943083524704j,0.544517457485199 -0.100421600043774j,0.551432967185974 -0.0500545017421247j,0.553699612617493 +0.000735629582777523j,0.551298081874848 +0.0515185259282588j,0.544248700141907 +0.101868107914925j,0.532611072063446 +0.151357844471931j,0.516482889652252 +0.199572533369064j,0.496000289916992 +0.246104657649994j,0.471336483955383 +0.290560990571976j,0.442698419094086 +0.33256858587265j,0.410328775644302 +0.371771544218063j,0.374498993158341 +0.407840967178345j,0.335512727499008 +0.440471321344376j,0.293696999549866 +0.469388782978058j,0.249406114220619 +0.494348436594009j,0.203011572360993 +0.51514083147049j,0.154906511306763 +0.531589806079865j,0.105494454503059 +0.543557465076447j,0.0551940239965917 +0.550942301750183j,0.00442723138257871 +0.553682386875153j,-0.0463758520781993 +0.551754534244537j,-0.0967889502644538 +0.545174896717072j,-0.146385058760643 +0.533999264240265j,-0.194748044013977 +0.51832127571106j,-0.241468161344528 +0.49827390909195j,-0.286153495311737 +0.474025249481201j
