-0.273733884096146 -0.646480083465576j,-0.243765383958817 -0.658365547657013j,-0.213283464312553 -0.668862402439117j,-0.182351127266884 -0.677948951721191j,-0.151034891605377 -0.685605704784393j,-0.119399540126324 -0.691816806793213j,-0.0875130221247673 -0.696568846702576j,-0.0554412975907326 -0.699852108955383j,-0.0232533421367407 -0.701659440994263j,0.0089843301102519 -0.701987147331238j,0.041202399879694 -0.700834512710571j,0.0733342319726944 -0.698203980922699j,0.105311393737793 -0.694100975990295j,0.137065842747688 -0.688534438610077j,0.168531909584999 -0.681515753269196j,0.199641928076744 -0.67305999994278j,0.230331555008888 -0.663184762001038j,0.260534852743149 -0.65191125869751j,0.290189355611801 -0.639262735843658j,0.319231301546097 -0.625266432762146j,0.347600638866425 -0.609951198101044j,0.375236392021179 -0.593350112438202j,0.402081429958344 -0.575497388839722j,0.42807799577713 -0.556431412696838j,0.453172355890274 -0.536191701889038j,0.477310568094254 -0.514821648597717j,0.500442683696747 -0.492365509271622j,0.522519052028656 -0.468871563673019j,0.543493986129761 -0.444388329982758j,0.563322365283966 -0.41896852850914j,0.581963241100311 -0.392664641141891j,0.599376797676086 -0.365532726049423j,0.615526080131531 -0.3376305103302j,0.630377590656281 -0.30901575088501j,0.643899619579315 -0.279749929904938j,0.656063973903656 -0.249893546104431j,0.666844606399536 -0.219510838389397j,0.676219165325165 -0.188664555549622j,0.684167563915253 -0.157421126961708j,0.690673410892487 -0.125845029950142j,0.695722579956055 -0.0940042063593864j,0.699304699897766 -0.0619645118713379j,0.70141214132309 -0.0297947805374861j,0.702040433883667 +0.00243845535442233j,0.701188266277313 +0.0346658416092396j,0.698857426643372 +0.0668207854032516j,0.695052862167358 +0.0988341793417931j,0.689782500267029 +0.13063982129097j,0.683057725429535 +0.162169307470322j,0.67489230632782 +0.193357452750206j,0.665303826332092 +0.224137201905251j,0.654312193393707 +0.25444495677948j,0.641941010951996 +0.284215480089188j,0.628215849399567 +0.313387274742126j,0.61316579580307 +0.341898202896118j,0.59682309627533 +0.369687557220459j,0.579221487045288 +0.396697849035263j,0.560398757457733 +0.422871083021164j,0.540393829345703 +0.448153048753738j,0.519249856472015 +0.472489506006241j,0.497010350227356 +0.495830029249191j,0.473723262548447 +0.518124461174011j,0.449436694383621 +0.539326786994934j,0.424202859401703 +0.55939131975174j,0.398073941469193 +0.578276574611664j,0.371106117963791 +0.59594202041626j,0.343355178833008 +0.612351179122925j,0.314880698919296 +0.627468585968018j,0.285741627216339 +0.641263127326965j,0.256000638008118 +0.65370512008667j,0.225719109177589 +0.664768815040588j,0.1949622631073 +0.674430429935455j,0.163793593645096 +0.682669997215271j,0.132280200719833 +0.689469814300537j,0.10048720240593 +0.694815814495087j,0.0684822797775269 +0.698696553707123j,0.0363336205482483 +0.701103806495667j,0.00410765502601862 +0.702032625675201j,-0.0281262621283531 +0.70148104429245j,-0.0603015832602978 +0.699450075626373j,-0.0923490449786186 +0.69594419002533j,-0.12420243024826 +0.690970659255981j,-0.155793264508247 +0.684540092945099j,-0.187056183815002 +0.676665842533112j,-0.217924013733864 +0.667364835739136j,-0.248332917690277 +0.656656265258789j,-0.278217524290085 +0.6445631980896j,-0.307516008615494 +0.631110608577728j,-0.336165428161621 +0.616327464580536j,-0.36410653591156 +0.600244224071503j,-0.391279250383377 +0.582895576953888j,-0.417627394199371 +0.564317345619202j,-0.443094283342361 +0.544549465179443j,-0.467627316713333 +0.523632884025574j,-0.49117374420166 +0.501612484455109j,-0.513684868812561 +0.478533804416656j,-0.535112679004669 +0.454445958137512j,-0.555411577224731 +0.429400324821472j,-0.574539721012115 +0.403448671102524j,-0.592455863952637 +0.376646727323532j,-0.60912299156189 +0.349049955606461j,-0.624505281448364 +0.320717722177505j,-0.638570964336395 +0.291708528995514j,-0.651289701461792 +0.262084811925888j,-0.662635266780853 +0.231907770037651j,-0.672583222389221 +0.201242327690125j,-0.681113064289093 +0.170151889324188j,-0.688206434249878 +0.138703256845474j,-0.693848669528961 +0.106961503624916j,-0.698027551174164 +0.0749948248267174j,-0.700734555721283 +0.0428693108260632j,-0.701963841915131 +0.0106540936976671j,-0.701712787151337 -0.021584264934063j,-0.699981987476349 -0.0537764392793179j,-0.696775019168854 -0.0858558639883995j,-0.692098796367645 -0.117753587663174j,-0.685962975025177 -0.149403646588326j,-0.678380787372589 -0.180738002061844j,-0.669367790222168 -0.211691856384277j,-0.658943474292755 -0.242198660969734j,-0.647129356861115 -0.272195339202881j
-0.40406921505928 -0.574103474617004j,-0.377286106348038 -0.59204888343811j,-0.349707901477814 -0.608745515346527j,-0.321391701698303 -0.624158680438995j,-0.292398363351822 -0.63825535774231j,-0.262787729501724 -0.65100634098053j,-0.232623621821404 -0.662384271621704j,-0.20196832716465 -0.672365605831146j,-0.170887753367424 -0.680928826332092j,-0.139446124434471 -0.688056290149689j,-0.107711121439934 -0.693732678890228j,-0.0757483392953873 -0.697946190834045j,-0.0436257757246494 -0.700687885284424j,-0.0114119071513414 -0.701951920986176j,0.0208266898989677 -0.70173567533493j,0.0530207343399525 -0.700039625167847j,0.0851036012172699 -0.696867346763611j,0.117006354033947 -0.692225575447083j,0.148663029074669 -0.686123907566071j,0.18000553548336 -0.67857551574707j,0.210969105362892 -0.669595956802368j,0.24148716032505 -0.659204602241516j,0.271496564149857 -0.647422790527344j,0.300932854413986 -0.63427609205246j,0.329735100269318 -0.619791448116302j,0.357841461896896 -0.604000151157379j,0.385193765163422 -0.586934804916382j,0.411733210086823 -0.568632125854492j,0.437404930591583 -0.549129843711853j,0.462153762578964 -0.528470039367676j,0.485928505659103 -0.50669538974762j,0.508678495883942 -0.48385214805603j,0.530355334281921 -0.459989070892334j,0.550914168357849 -0.435155481100082j,0.570310831069946 -0.409404724836349j,0.588505268096924 -0.382790118455887j,0.60545825958252 -0.355368822813034j,0.62113481760025 -0.327197581529617j,0.635501205921173 -0.298336893320084j,0.648527801036835 -0.268846452236176j,0.660186469554901 -0.238789767026901j,0.670453131198883 -0.208228841423988j,0.679305791854858 -0.177229449152946j,0.686726152896881 -0.14585568010807j,0.692698180675507 -0.114174991846085j,0.697209537029266 -0.0822528600692749j,0.700250566005707 -0.0501579530537128j,0.701814949512482 -0.0179566014558077j,0.701899349689484 +0.0142819583415985j,0.700503587722778 +0.0464910604059696j,0.697630643844604 +0.0786014869809151j,0.693286418914795 +0.110546782612801j,0.687480390071869 +0.142258316278458j,0.680224418640137 +0.173670515418053j,0.67153400182724 +0.204716458916664j,0.661427617073059 +0.235330060124397j,0.64992618560791 +0.265448033809662j,0.637054443359375 +0.295005619525909j,0.622839033603668 +0.323941677808762j,0.60731053352356 +0.352194041013718j,0.590500950813293 +0.379704296588898j,0.572446525096893 +0.40641325712204j,0.553184449672699 +0.43226569890976j,0.532756328582764 +0.457206070423126j,0.511204302310944 +0.481182813644409j,0.488574653863907 +0.504144370555878j,0.464914262294769 +0.526043236255646j,0.440273940563202 +0.546832323074341j,0.414704650640488 +0.56646865606308j,0.388261407613754 +0.584910094738007j,0.360998809337616 +0.60211843252182j,0.332975536584854 +0.618056654930115j,0.304249465465546 +0.63269180059433j,0.274882465600967 +0.645992517471313j,0.244935110211372 +0.657931208610535j,0.214471265673637 +0.668482482433319j,0.183555781841278 +0.677623808383942j,0.152252554893494 +0.685336291790009j,0.12062893807888 +0.691603481769562j,0.0887502506375313 +0.696412324905396j,0.0566850900650024 +0.699752449989319j,0.0244996976107359 +0.701617062091827j,-0.00773665402084589 +0.702002048492432j,-0.0399573594331741 +0.70090663433075j,-0.0720931813120842 +0.698333203792572j,-0.104077585041523 +0.694287061691284j,-0.135841891169548 +0.688776969909668j,-0.167320385575294 +0.681814193725586j,-0.198445364832878 +0.673413813114166j,-0.229152500629425 +0.663593113422394j,-0.259375780820847 +0.652373254299164j,-0.289052724838257 +0.639777481555939j,-0.318119496107101 +0.625832796096802j,-0.346516013145447 +0.610568046569824j,-0.374181240797043 +0.594016075134277j,-0.401057958602905 +0.576211094856262j,-0.427088886499405 +0.557190954685211j,-0.452218651771545 +0.536996304988861j,-0.476395279169083 +0.51566869020462j,-0.499566823244095 +0.4932541847229j,-0.521685361862183 +0.469799011945724j,-0.542703330516815 +0.445353597402573j,-0.562577247619629 +0.419968545436859j,-0.58126437664032 +0.393698364496231j,-0.598726153373718 +0.366597414016724j,-0.614925026893616 +0.338723957538605j,-0.629827439785004 +0.310135662555695j,-0.643401384353638 +0.280893892049789j,-0.655618786811829 +0.251059204339981j,-0.666453421115875 +0.220695659518242j,-0.675882816314697 +0.189866125583649j,-0.683886706829071 +0.158636838197708j,-0.690448641777039 +0.127072378993034j,-0.695554435253143 +0.0952405706048012j,-0.699193477630615 +0.0632072910666466j,-0.701358079910278 +0.0310413930565119j,-0.702043652534485 -0.00119069591164589j,-0.70124876499176 -0.0334195345640182j,-0.698975086212158 -0.0655786022543907j,-0.695227444171906 -0.09759870916605j,-0.690013647079468 -0.129413664340973j
-0.516183197498322 -0.475837826728821j,-0.493793219327927 -0.49903404712677j,-0.470362424850464 -0.521177411079407j,-0.445939213037491 -0.542222201824188j,-0.420576184988022 -0.562123119831085j,-0.39432567358017 -0.580839037895203j,-0.367244154214859 -0.598329722881317j,-0.339387625455856 -0.61455899477005j,-0.310816019773483 -0.629491925239563j,-0.281588315963745 -0.643097758293152j,-0.251767456531525 -0.655347108840942j,-0.221415013074875 -0.666214764118195j,-0.190595701336861 -0.675677418708801j,-0.159375056624413 -0.683715105056763j,-0.127817675471306 -0.690311074256897j,-0.0959914177656174 -0.695451200008392j,-0.0639620795845985 -0.699124872684479j,-0.0317985191941261 -0.701324164867401j,0.000432788685429841 -0.702044546604156j,0.0326624810695648 -0.701284408569336j,0.0648239627480507 -0.699045419692993j,0.0968481004238129 -0.695332407951355j,0.128668680787086 -0.690152943134308j,0.160217210650444 -0.68351823091507j,0.191428571939468 -0.675441920757294j,0.222235590219498 -0.665941476821899j,0.252574622631073 -0.655036449432373j,0.282380372285843 -0.642750382423401j,0.311591267585754 -0.629108548164368j,0.340144455432892 -0.614140391349792j,0.36798095703125 -0.597876846790314j,0.395041465759277 -0.580352425575256j,0.421268343925476 -0.561604559421539j,0.446607381105423 -0.541671991348267j,0.471004098653793 -0.520597577095032j,0.49440810084343 -0.498424857854843j,0.516768991947174 -0.475201576948166j,0.538040578365326 -0.450975656509399j,0.55817711353302 -0.425799280405045j,0.577136993408203 -0.399724394083023j,0.594879388809204 -0.372807145118713j,0.611367702484131 -0.345103174448013j,0.626566410064697 -0.316672027111053j,0.640444159507751 -0.287572503089905j,0.652971088886261 -0.257867127656937j,0.664121270179749 -0.227617338299751j,0.67387068271637 -0.196888208389282j,0.68219929933548 -0.165743246674538j,0.689089119434357 -0.134249418973923j,0.694525897502899 -0.102471798658371j,0.698498070240021 -0.070478118956089j,0.700997173786163 -0.0383364744484425j,0.702018022537231 -0.00611326936632395j,0.701558530330658 +0.0261220950633287j,0.69961953163147 +0.0583030842244625j,0.696205198764801 +0.0903604403138161j,0.691322684288025 +0.122227922081947j,0.684982419013977 +0.153836965560913j,0.677197456359863 +0.185122266411781j,0.6679847240448 +0.216016545891762j,0.657363057136536 +0.246455907821655j,0.645355403423309 +0.276374936103821j,0.631986558437347 +0.30571174621582j,0.617285311222076 +0.334403276443481j,0.601281940937042 +0.362390220165253j,0.584011018276215 +0.389612376689911j,0.565508186817169 +0.41601350903511j,0.545813143253326 +0.441536754369736j,0.524966716766357 +0.46612948179245j,0.503013610839844 +0.489738672971725j,0.479999363422394 +0.512315630912781j,0.455973386764526 +0.533811748027802j,0.430985301733017 +0.554182589054108j,0.405088394880295 +0.573384761810303j,0.378337770700455 +0.591377437114716j,0.350788712501526 +0.608123302459717j,0.32250052690506 +0.623586475849152j,0.293531656265259 +0.637734949588776j,0.263944417238235 +0.650538265705109j,0.233799904584885 +0.661970019340515j,0.203162997961044 +0.672005534172058j,0.17209704220295 +0.680624186992645j,0.14066880941391 +0.687807381153107j,0.108943283557892 +0.693540275096893j,0.076988697052002 +0.697810471057892j,0.0448710545897484 +0.70060920715332j,0.0126594705507159 +0.701930522918701j,-0.0195794552564621 +0.701771557331085j,-0.0517764575779438 +0.700132787227631j,-0.0838649123907089 +0.6970174908638j,-0.115775883197784 +0.692432403564453j,-0.147443324327469 +0.686387002468109j,-0.178799197077751 +0.678894340991974j,-0.209778681397438 +0.669969856739044j,-0.240315154194832 +0.659632742404938j,-0.270345449447632 +0.647904336452484j,-0.299805670976639 +0.634809613227844j,-0.328633010387421 +0.620376527309418j,-0.356767952442169 +0.604634881019592j,-0.384149968624115 +0.587618470191956j,-0.410722464323044 +0.569362580776215j,-0.436428278684616 +0.549906432628632j,-0.461214274168015 +0.529290199279785j,-0.48502716422081 +0.507558226585388j,-0.507817685604095 +0.484755456447601j,-0.52953690290451 +0.460930973291397j,-0.550139904022217 +0.436133950948715j,-0.569582343101501 +0.410417705774307j,-0.587823987007141 +0.383835464715958j,-0.604825675487518 +0.356444358825684j,-0.62055230140686 +0.328301012516022j,-0.634970009326935 +0.299465924501419j,-0.648048937320709 +0.269998669624329j,-0.659761011600494 +0.239962756633759j,-0.670081973075867 +0.209420129656792j,-0.678989768028259 +0.178436517715454j,-0.686465799808502 +0.147075995802879j,-0.69249415397644 +0.115405976772308j,-0.697062253952026 +0.0834919139742851j,-0.700160324573517 +0.0514024458825588j,-0.701781988143921 +0.0192039236426353j
-0.605019986629486 -0.356114447116852j,-0.588032841682434 -0.383515387773514j,-0.569805681705475 -0.410107553005219j,-0.550377249717712 -0.435834348201752j,-0.52978777885437 -0.460642576217651j,-0.508081555366516 -0.484478950500488j,-0.485303431749344 -0.507294118404388j,-0.461502373218536 -0.529039025306702j,-0.436727583408356 -0.549668729305267j,-0.411032378673553 -0.569138884544373j,-0.384469836950302 -0.587409257888794j,-0.357097089290619 -0.604440569877625j,-0.328970730304718 -0.620197534561157j,-0.300151199102402 -0.63464629650116j,-0.270698189735413 -0.647757053375244j,-0.240674868226051 -0.659501552581787j,-0.210143402218819 -0.669855535030365j,-0.179169431328773 -0.678796708583832j,-0.147816970944405 -0.686306655406952j,-0.116153471171856 -0.692369163036346j,-0.0842443630099297 -0.696971714496613j,-0.0521582812070847 -0.700104415416718j,-0.0199615247547626 -0.701760828495026j,0.012276672758162 -0.701937317848206j,0.0444896258413792 -0.700633525848389j,0.0766087621450424 -0.697852253913879j,0.10856569558382 -0.693599462509155j,0.140294343233109 -0.687883853912354j,0.17172646522522 -0.680717766284943j,0.202797129750252 -0.672116100788116j,0.233439475297928 -0.662097215652466j,0.263590186834335 -0.650681912899017j,0.293184399604797 -0.637894690036774j,0.322160989046097 -0.62376195192337j,0.350457578897476 -0.608314216136932j,0.378015726804733 -0.59158331155777j,0.404776185750961 -0.573605239391327j,0.430683553218842 -0.554417133331299j,0.455682158470154 -0.534060299396515j,0.479720413684845 -0.512576878070831j,0.50274646282196 -0.490012913942337j,0.524712860584259 -0.466415196657181j,0.545572280883789 -0.441834390163422j,0.565281569957733 -0.416321307420731j,0.583798468112946 -0.389930844306946j,0.601084589958191 -0.362717509269714j,0.617102861404419 -0.33473989367485j,0.631820023059845 -0.306055784225464j,0.645204842090607 -0.276726245880127j,0.657228767871857 -0.246813759207726j,0.667867004871368 -0.216380178928375j,0.677096605300903 -0.185490936040878j,0.684898555278778 -0.154209867119789j,0.691255986690521 -0.12260427325964j,0.696155905723572 -0.090739443898201j,0.699587643146515 -0.0586839616298676j,0.701544165611267 -0.0265040583908558j,0.702021300792694 +0.00573108438402414j,0.701017916202545 +0.0379547961056232j,0.698536336421967 +0.0700978115200996j,0.694581568241119 +0.102093666791916j,0.689162254333496 +0.13387356698513j,0.68228942155838 +0.16537182033062j,0.673977971076965 +0.196520671248436j,0.664245069026947 +0.227255746722221j,0.653111636638641 +0.257510960102081j,0.640600621700287 +0.287223756313324j,0.626739084720612 +0.316330283880234j,0.611555516719818 +0.344770282506943j,0.595082640647888 +0.372482657432556j,0.577354550361633 +0.399410128593445j,0.558408856391907 +0.42549529671669j,0.538286030292511 +0.450682669878006j,0.517027616500854 +0.474920153617859j,0.494679391384125 +0.498155623674393j,0.471287459135056 +0.520341038703918j,0.446902215480804 +0.541428744792938j,0.421574026346207 +0.561375141143799j,0.395357370376587 +0.580137252807617j,0.368306428194046 +0.597676396369934j,0.340479344129562 +0.613954782485962j,0.311933726072311 +0.628938794136047j,0.282730907201767 +0.642596244812012j,0.252931207418442 +0.654898822307587j,0.222598761320114 +0.665820181369781j,0.191796287894249 +0.675337612628937j,0.160589978098869 +0.683430731296539j,0.129044398665428 +0.690082788467407j,0.0972272902727127 +0.695279479026794j,0.0652045533061028 +0.699010074138641j,0.0330442637205124 +0.701266527175903j,0.000814972445368767 +0.702044188976288j,-0.0314166843891144 +0.701341331005096j,-0.0635814368724823 +0.699159562587738j,-0.0956127792596817 +0.695503354072571j,-0.127441838383675 +0.69038051366806j,-0.159002780914307 +0.683801710605621j,-0.190227791666985 +0.675781071186066j,-0.221052289009094 +0.666335165500641j,-0.251410007476807 +0.655484318733215j,-0.281238168478012 +0.643250942230225j,-0.310472637414932 +0.629661381244659j,-0.339053004980087 +0.614743649959564j,-0.366917759180069 +0.598529875278473j,-0.394009381532669 +0.581053614616394j,-0.420269519090652 +0.562352418899536j,-0.445643961429596 +0.542464911937714j,-0.470078080892563 +0.52143383026123j,-0.493521451950073 +0.499302804470062j,-0.515924036502838 +0.47611877322197j,-0.53723818063736 +0.451931208372116j,-0.557419836521149 +0.426790088415146j,-0.576425671577454 +0.400749534368515j,-0.594216227531433 +0.373863309621811j,-0.610753417015076 +0.346189230680466j,-0.626002907752991 +0.317784547805786j,-0.639932096004486 +0.288710296154022j,-0.652512013912201 +0.259026616811752j,-0.663715660572052 +0.228797361254692j,-0.673519909381866 +0.198084965348244j,-0.681903660297394 +0.166955471038818j
-0.666573643684387 -0.220332190394402j,-0.655755400657654 -0.250702202320099j,-0.643554210662842 -0.280543565750122j,-0.629996180534363 -0.309792697429657j,-0.615109324455261 -0.338389128446579j,-0.598925650119781 -0.366271406412125j,-0.581478655338287 -0.393381834030151j,-0.562805771827698 -0.419662177562714j,-0.542945683002472 -0.445058047771454j,-0.521941006183624 -0.469514906406403j,-0.499835312366486 -0.492982119321823j,-0.47667595744133 -0.515409290790558j,-0.452510952949524 -0.536749958992004j,-0.427392154932022 -0.556958377361298j,-0.401371568441391 -0.57599264383316j,-0.374505132436752 -0.593811929225922j,-0.346848398447037 -0.610379338264465j,-0.318460792303085 -0.625659227371216j,-0.289400994777679 -0.639620006084442j,-0.259731531143188 -0.652231752872467j,-0.229513764381409 -0.663468241691589j,-0.198812589049339 -0.673305451869965j,-0.167691543698311 -0.68172299861908j,-0.136217504739761 -0.688702762126923j,-0.104455575346947 -0.694230318069458j,-0.0724733397364616 -0.69829386472702j,-0.040338970720768 -0.700884759426117j,-0.00811886787414551 -0.701997697353363j,0.0241177137941122 -0.701630234718323j,0.0563041158020496 -0.699783205986023j,0.0883710756897926 -0.696460485458374j,0.120252378284931 -0.691669046878815j,0.151879414916039 -0.685419142246246j,0.183186814188957 -0.677723586559296j,0.214107275009155 -0.668599128723145j,0.244576886296272 -0.658064484596252j,0.274530082941055 -0.646142363548279j,0.303904980421066 -0.632857382297516j,0.332638382911682 -0.618238151073456j,0.360670953989029 -0.602314829826355j,0.387942314147949 -0.585121691226959j,0.414396196603775 -0.566694378852844j,0.439975649118423 -0.547072350978851j,0.464627772569656 -0.526296198368073j,0.488299608230591 -0.504410743713379j,0.510942220687866 -0.481461077928543j,0.532506883144379 -0.457496583461761j,0.552949070930481 -0.432566821575165j,0.572225153446198 -0.406724840402603j,0.590294122695923 -0.380025684833527j,0.607118666172028 -0.352524638175964j,0.622662603855133 -0.324280738830566j,0.636893808841705 -0.295352399349213j,0.649781584739685 -0.265801846981049j,0.661299407482147 -0.235690101981163j,0.67142242193222 -0.205082029104233j,0.680129766464233 -0.17404080927372j,0.687402665615082 -0.142633229494095j,0.693226158618927 -0.11092421412468j,0.697587668895721 -0.0789819285273552j,0.700478196144104 -0.0468724556267262j,0.701891481876373 -0.0146647496148944j,0.70182466506958 +0.0175745096057653j,0.700277805328369 +0.0497760213911533j,0.697254240512848 +0.081873282790184j,0.692760348320007 +0.113797195255756j,0.686805427074432 +0.145481795072556j,0.679402410984039 +0.176858946681023j,0.670566439628601 +0.207863792777061j,0.660316348075867 +0.238430306315422j,0.648674011230469 +0.268493354320526j,0.635663568973541 +0.297990828752518j,0.621312856674194 +0.326859325170517j,0.605651617050171 +0.355039119720459j,0.588713586330414 +0.382469654083252j,0.570533633232117 +0.40909418463707j,0.551151037216187 +0.434855461120605j,0.530605673789978 +0.459700256586075j,0.508941829204559 +0.483575165271759j,0.486204266548157 +0.506430745124817j,0.462441921234131 +0.528217911720276j,0.437703847885132 +0.548891663551331j,0.412043273448944 +0.568407475948334j,0.385513246059418 +0.586724996566772j,0.358170807361603 +0.603804886341095j,0.330072492361069 +0.619611859321594j,0.301278710365295 +0.634111821651459j,0.271849006414413 +0.647274911403656j,0.24184662103653 +0.659072756767273j,0.211333617568016 +0.669480979442596j,0.180374950170517 +0.67847740650177j,0.149036541581154 +0.686042845249176j,0.117383182048798 +0.692161738872528j,0.0854829996824265 +0.696820914745331j,0.0534018240869045 +0.700010657310486j,0.021208755671978 +0.701724231243134j,-0.0110297463834286 +0.701958000659943j,-0.0432442873716354 +0.700711488723755j,-0.0753683224320412 +0.69798731803894j,-0.10733275860548 +0.693791329860687j,-0.139071524143219 +0.688132107257843j,-0.170516356825829 +0.681021928787231j,-0.20160223543644 +0.672475457191467j,-0.232262343168259 +0.662511050701141j,-0.262433290481567 +0.651149332523346j,-0.292050212621689 +0.638414740562439j,-0.321051836013794 +0.624333560466766j,-0.349375873804092 +0.608936131000519j,-0.376963704824448 +0.592254221439362j,-0.403756588697433 +0.574323356151581j,-0.429697483778 +0.555181741714478j,-0.454732775688171 +0.534868955612183j,-0.478808641433716 +0.513428688049316j,-0.501875221729279 +0.490905225276947j,-0.523883044719696 +0.467347025871277j,-0.544786512851715 +0.442802786827087j,-0.56454074382782 +0.41732531785965j,-0.583104908466339 +0.390967279672623j,-0.600439012050629 +0.363785296678543j,-0.616507232189178 +0.335835576057434j,-0.631275057792664 +0.307178229093552j
-0.698068380355835 -0.0746141001582146j,-0.693906784057617 -0.106583699584007j,-0.688281834125519 -0.138328552246094j,-0.681205630302429 -0.169781029224396j,-0.672692716121674 -0.200876131653786j,-0.662761390209198 -0.231546968221664j,-0.651432275772095 -0.261730164289474j,-0.638729631900787 -0.291360795497894j,-0.624679803848267 -0.32037764787674j,-0.609312951564789 -0.348718255758286j,-0.592660844326019 -0.376324117183685j,-0.574759304523468 -0.403135806322098j,-0.555645346641541 -0.429097890853882j,-0.535359978675842 -0.454154580831528j,-0.513945281505585 -0.478254050016403j,-0.491447240114212 -0.501344501972198j,-0.467912316322327 -0.523378193378448j,-0.443391233682632 -0.544307768344879j,-0.417934566736221 -0.564089894294739j,-0.391597092151642 -0.582682073116302j,-0.364433288574219 -0.600045919418335j,-0.336501508951187 -0.616144001483917j,-0.307859569787979 -0.630943119525909j,-0.278569012880325 -0.644411385059357j,-0.248690396547318 -0.656520962715149j,-0.218287289142609 -0.667246103286743j,-0.187424570322037 -0.676563918590546j,-0.156165927648544 -0.684455215930939j,-0.12457861751318 -0.690902948379517j,-0.092727929353714 -0.695893824100494j,-0.060682374984026 -0.699417173862457j,-0.0285081602632999 -0.701465606689453j,0.00372547237202525 -0.702034771442413j,0.0359519086778164 -0.701123476028442j,0.0681018903851509 -0.698733747005463j,0.100108906626701 -0.694870412349701j,0.131904169917107 -0.689541876316071j,0.163421913981438 -0.682759046554565j,0.194594398140907 -0.674536645412445j,0.22535714507103 -0.664891600608826j,0.255644053220749 -0.653844654560089j,0.285392493009567 -0.641418635845184j,0.314538449048996 -0.627640247344971j,0.343021720647812 -0.612537980079651j,0.370781064033508 -0.596144378185272j,0.397759050130844 -0.578493237495422j,0.423898249864578 -0.559622168540955j,0.44914299249649 -0.539571344852448j,0.473441123962402 -0.51838231086731j,0.496740341186523 -0.496100515127182j,0.518992483615875 -0.472772091627121j,0.540149807929993 -0.448447197675705j,0.560168445110321 -0.42317607998848j,0.579005420207977 -0.397013157606125j,0.596621751785278 -0.370012432336807j,0.612979590892792 -0.34223198890686j,0.62804514169693 -0.313729256391525j,0.64178591966629 -0.284565538167953j,0.65417355298996 -0.254801124334335j,0.665181517601013 -0.22450003027916j,0.674786925315857 -0.193724870681763j,0.682969152927399 -0.162541821599007j,0.689711332321167 -0.131015345454216j,0.694998860359192 -0.0992132574319839j,0.698820888996124 -0.0672012865543365j,0.70116925239563 -0.0350482538342476j,0.702039003372192 -0.00282062496989965j,0.701428294181824 +0.0294122379273176j,0.699338376522064 +0.0615837648510933j,0.695773661136627 +0.0936254039406776j,0.690741837024689 +0.125468969345093j,0.68425315618515 +0.157048597931862j,0.676321804523468 +0.188296392560005j,0.666963994503021 +0.219147741794586j,0.656199872493744 +0.249536320567131j,0.644051790237427 +0.279399335384369j,0.630545794963837 +0.308672517538071j,0.615709781646729 +0.337295353412628j,0.599575698375702 +0.365206331014633j,0.582176864147186 +0.392347753047943j,0.563550770282745 +0.418661236763j,0.543735802173615 +0.444092363119125j,0.522774696350098 +0.468586504459381j,0.500710666179657 +0.492092967033386j,0.477591276168823 +0.514561235904694j,0.453464210033417 +0.535944879055023j,0.428381383419037 +0.556197881698608j,0.402394652366638 +0.575278401374817j,0.375559955835342 +0.593145370483398j,0.347932696342468 +0.609761893749237j,0.319571673870087 +0.625092506408691j,0.290537327528 +0.639104664325714j,0.260889738798141 +0.651769280433655j,0.230692595243454 +0.663059294223785j,0.200008317828178 +0.672951221466064j,0.168902918696404 +0.681423842906952j,0.137440696358681 +0.688459694385529j,0.105689272284508 +0.694043576717377j,0.0737143456935883 +0.69816392660141j,0.0415845923125744 +0.700811982154846j,0.00936650577932596 +0.701982140541077j,-0.0228706486523151 +0.70167201757431j,-0.0550602674484253 +0.699882209300995j,-0.0871331170201302 +0.696616470813751j,-0.119022846221924 +0.691881656646729j,-0.150660961866379 +0.685687959194183j,-0.181982010602951 +0.678048133850098j,-0.212918639183044 +0.668978571891785j,-0.243406891822815 +0.658498108386993j,-0.273381859064102 +0.646628975868225j,-0.302779704332352 +0.633396506309509j,-0.331539660692215 +0.618828058242798j,-0.359599888324738 +0.602954924106598j,-0.386902332305908 +0.585809946060181j,-0.413388341665268 +0.567429959774017j,-0.439003139734268 +0.547852993011475j,-0.463691651821136 +0.527121186256409j,-0.487402826547623 +0.505277335643768j,-0.510085701942444 +0.482368379831314j,-0.531693339347839 +0.458441764116287j,-0.552179396152496 +0.433548927307129j
