0.10229604691267 +0.0176176764070988j,0.10557946562767 +0.0119958948343992j,0.108594045042992 +0.00613010907545686j,0.11132674664259 +3.64080951840151e-05j,0.113765843212605 -0.0062683573924005j,0.115900933742523 -0.0127666750922799j,0.117723010480404 -0.0194404721260071j,0.119224488735199 -0.0262712277472019j,0.120399251580238 -0.0332400724291801j,0.121242627501488 -0.0403278954327106j,0.121751450002193 -0.0475154668092728j,0.121924042701721 -0.0547835230827332j,0.121760204434395 -0.0621128901839256j,0.121261209249496 -0.0694845765829086j,0.120429769158363 -0.0768798813223839j,0.11927005648613 -0.0842804834246635j,0.117787592113018 -0.0916685312986374j,0.115989275276661 -0.0990267470479012j,0.113883301615715 -0.106338500976562j,0.111479103565216 -0.113587886095047j,0.108787328004837 -0.120759777724743j,0.105819746851921 -0.127839922904968j,0.102589190006256 -0.134814977645874j,0.0991095006465912 -0.141672566533089j,0.0953954309225082 -0.148401319980621j,0.0914625898003578 -0.154990911483765j,0.0873273611068726 -0.161432072520256j,0.0830068215727806 -0.167716652154922j,0.0785186588764191 -0.173837542533875j,0.0738811269402504 -0.179788783192635j,0.0691128969192505 -0.185565486550331j,0.0642330646514893 -0.191163823008537j,0.059261005371809 -0.196581065654755j,0.0542163476347923 -0.201815456151962j,0.0491188652813435 -0.206866264343262j,0.0439884290099144 -0.211733713746071j,0.0388449318706989 -0.216418892145157j,0.0337082296609879 -0.220923751592636j,0.0285980682820082 -0.225250974297523j,0.0235340278595686 -0.229404017329216j,0.018535478040576 -0.233386918902397j,0.0136215249076486 -0.237204298377037j,0.00881093926727772 -0.240861222147942j,0.0041221403516829 -0.244363203644753j,-0.00042686442611739 -0.247715994715691j,-0.00481851259246469 -0.250925600528717j,-0.00903573073446751 -0.253998130559921j,-0.0130619630217552 -0.256939738988876j,-0.0168812088668346 -0.259756535291672j,-0.020478043705225 -0.26245442032814j,-0.0238376725465059 -0.26503911614418j,-0.0269459262490273 -0.267515987157822j,-0.0297893136739731 -0.269889980554581j,-0.0323550403118134 -0.272165566682816j,-0.0346310324966908 -0.274346649646759j,-0.0366059690713882 -0.276436418294907j,-0.0382693074643612 -0.278437435626984j,-0.0396113097667694 -0.280351400375366j,-0.0406230762600899 -0.282179296016693j,-0.0412965640425682 -0.283921092748642j,-0.0416246131062508 -0.285575896501541j,-0.041601050645113 -0.287141859531403j,-0.0412205755710602 -0.288616150617599j,-0.0404789410531521 -0.289994865655899j,-0.0393729098141193 -0.291273206472397j,-0.0379003211855888 -0.29244527220726j,-0.0360601134598255 -0.29350420832634j,-0.0338523611426353 -0.294442176818848j,-0.0312783196568489 -0.295250356197357j,-0.0283404644578695 -0.295919060707092j,-0.0250425208359957 -0.296437740325928j,-0.0213894937187433 -0.296795040369034j,-0.0173877198249102 -0.296978831291199j,-0.013044873252511 -0.296976387500763j,-0.00837001577019691 -0.296774446964264j,-0.0033736047334969 -0.296359181404114j,0.00193247897550464 -0.295716494321823j,0.00753492815420032 -0.294831991195679j,0.0134189892560244 -0.293691128492355j,0.0195684619247913 -0.292279332876205j,0.0259657148271799 -0.290582239627838j,0.0325916856527328 -0.288585662841797j,0.0394259244203568 -0.286275774240494j,0.0464465916156769 -0.283639341592789j,0.0536305233836174 -0.280663758516312j,0.0609532818198204 -0.277337193489075j,0.0683891922235489 -0.273648858070374j,0.0759114399552345 -0.269588977098465j,0.0834921225905418 -0.265148967504501j,0.0911023616790771 -0.260321706533432j,0.0987124145030975 -0.255101442337036j,0.106291733682156 -0.249484077095985j,0.113809138536453 -0.243467196822166j,0.121232926845551 -0.237050235271454j,0.128531008958817 -0.230234503746033j,0.135671079158783 -0.223023310303688j,0.142620712518692 -0.21542201936245j,0.149347603321075 -0.207438141107559j,0.155819654464722 -0.199081316590309j,0.162005230784416 -0.19036340713501j,0.167873278260231 -0.181298464536667j,0.173393502831459 -0.171902775764465j,0.178536593914032 -0.162194818258286j,0.183274358510971 -0.15219521522522j,0.187579929828644 -0.141926765441895j,0.191427931189537 -0.131414249539375j,0.194794654846191 -0.12068448215723j,0.197658225893974 -0.109766125679016j,0.199998795986176 -0.0986896380782127j,0.201798617839813 -0.0874871015548706j,0.203042283654213 -0.0761920958757401j,0.203716799616814 -0.0648395493626595j,0.203811720013618 -0.0534655787050724j,0.203319281339645 -0.0421072728931904j,0.202234447002411 -0.0308025423437357j,0.200555041432381 -0.0195898879319429j,0.198281794786453 -0.00850820075720549j,0.19541834294796 +0.00240345671772957j,0.191971361637115 +0.0131060713902116j,0.187950447201729 +0.0235609170049429j,0.183368235826492 +0.0337297767400742j
0.103069394826889 +0.00800432078540325j,0.10583657771349 +0.00208929413929582j,0.10831207036972 -0.00404809135943651j,0.11048399657011 -0.0103905750438571j,0.112341813743114 -0.0169202256947756j,0.113876402378082 -0.0236185435205698j,0.115080095827579 -0.0304665751755238j,0.115946672856808 -0.0374450162053108j,0.116471447050571 -0.0445343293249607j,0.116651214659214 -0.0517148487269878j,0.116484291851521 -0.0589668937027454j,0.115970499813557 -0.0662708729505539j,0.115111157298088 -0.0736074075102806j,0.113909065723419 -0.0809574201703072j,0.11236847192049 -0.0883022248744965j,0.110495038330555 -0.0956236571073532j,0.108295790851116 -0.102904140949249j,0.105779096484184 -0.110126785933971j,0.10295458137989 -0.117275446653366j,0.0998330935835838 -0.124334841966629j,0.0964266359806061 -0.131290584802628j,0.0927482843399048 -0.138129249215126j,0.0888121277093887 -0.144838437438011j,0.0846332088112831 -0.151406809687614j,0.08022740483284 -0.157824158668518j,0.0756113976240158 -0.164081364870071j,0.0708025693893433 -0.170170500874519j,0.0658189207315445 -0.17608480155468j,0.060678992420435 -0.181818664073944j,0.0554017946124077 -0.187367662787437j,0.0500067248940468 -0.192728519439697j,0.0445134751498699 -0.197899118065834j,0.0389419794082642 -0.202878430485725j,0.0333123244345188 -0.207666516304016j,0.0276446919888258 -0.212264433503151j,0.0219592675566673 -0.216674268245697j,0.0162762049585581 -0.220899000763893j,0.0106155471876264 -0.224942475557327j,0.00499717239290476 -0.228809326887131j,-0.000559259206056595 -0.232504904270172j,-0.00603435887023807 -0.236035197973251j,-0.0114090479910374 -0.239406734704971j,-0.0166646111756563 -0.242626532912254j,-0.0217827223241329 -0.245701968669891j,-0.0267455093562603 -0.248640686273575j,-0.0315355472266674 -0.251450538635254j,-0.0361359119415283 -0.254139423370361j,-0.040530227124691 -0.256715267896652j,-0.0447026416659355 -0.259185880422592j,-0.0486379042267799 -0.261558830738068j,-0.0523213371634483 -0.263841450214386j,-0.0557389222085476 -0.266040623188019j,-0.0588772371411324 -0.268162757158279j,-0.0617235638201237 -0.270213693380356j,-0.0642658397555351 -0.272198587656021j,-0.0664927214384079 -0.274121910333633j,-0.0683935880661011 -0.275987267494202j,-0.0699585750699043 -0.277797430753708j,-0.0711785927414894 -0.279554188251495j,-0.0720453485846519 -0.281258374452591j,-0.0725513845682144 -0.282909721136093j,-0.0726901143789291 -0.284506976604462j,-0.0724558159708977 -0.286047697067261j,-0.0718437358736992 -0.287528336048126j,-0.0708500519394875 -0.288944214582443j,-0.0694719702005386 -0.290289461612701j,-0.0677077099680901 -0.291557163000107j,-0.0655566081404686 -0.292739182710648j,-0.0630190968513489 -0.293826371431351j,-0.0600967891514301 -0.294808506965637j,-0.0567925088107586 -0.295674324035645j,-0.0531103312969208 -0.296411633491516j,-0.0490556098520756 -0.297007441520691j,-0.0446350425481796 -0.297447860240936j,-0.0398566834628582 -0.297718346118927j,-0.0347299911081791 -0.297803729772568j,-0.029265845194459 -0.297688335180283j,-0.0234765782952309 -0.297356098890305j,-0.0173760000616312 -0.296790719032288j,-0.0109793841838837 -0.295975685119629j,-0.00430349819362164 -0.294894576072693j,0.00263339444063604 -0.293531000614166j,0.00981158576905727 -0.291868925094604j,0.0172098930925131 -0.289892703294754j,0.0248057171702385 -0.287587285041809j,0.0325750783085823 -0.284938275814056j,0.0404926650226116 -0.281932264566422j,0.0485318899154663 -0.278556764125824j,0.0566649623215199 -0.274800509214401j,0.0648629814386368 -0.270653545856476j,0.0730960220098495 -0.266107320785522j,0.081333227455616 -0.261154919862747j,0.0895429328083992 -0.255791068077087j,0.0976928174495697 -0.250012397766113j,0.105750001966953 -0.243817433714867j,0.113681189715862 -0.237206667661667j,0.121452875435352 -0.23018279671669j,0.12903143465519 -0.222750648856163j,0.136383354663849 -0.214917287230492j,0.143475353717804 -0.206692084670067j,0.150274604558945 -0.198086738586426j,0.156748905777931 -0.18911524116993j,0.162866860628128 -0.179793938994408j,0.168598055839539 -0.170141473412514j,0.173913285136223 -0.160178765654564j,0.178784668445587 -0.149928972125053j,0.183185935020447 -0.139417365193367j,0.187092497944832 -0.128671318292618j,0.190481707453728 -0.117720134556293j,0.193332955241203 -0.106595002114773j,0.195627883076668 -0.095328763127327j,0.197350516915321 -0.0839558690786362j,0.198487386107445 -0.0725121274590492j,0.199027642607689 -0.0610345862805843j,0.198963209986687 -0.0495613105595112j,0.198288843035698 -0.0381311886012554j,0.197002217173576 -0.0267837271094322j,0.195104017853737 -0.0155588258057833j,0.192597940564156 -0.00449655344709754j,0.189490720629692 +0.00636308407410979j,0.185792207717896 +0.01698037981987j
0.10292499512434 -0.0015846035676077j,0.10515021532774 -0.0077438554726541j,0.107062727212906 -0.014101717621088j,0.108651868999004 -0.0206398386508226j,0.109908416867256 -0.027339294552803j,0.110824607312679 -0.0341807007789612j,0.111394174396992 -0.0411443151533604j,0.111612372100353 -0.0482101626694202j,0.111475966870785 -0.0553581416606903j,0.110983289778233 -0.0625681430101395j,0.110134169459343 -0.0698201581835747j,0.108929984271526 -0.0770943835377693j,0.107373587787151 -0.0843713507056236j,0.105469316244125 -0.0916320085525513j,0.103222943842411 -0.0988578423857689j,0.100641638040543 -0.106030941009521j,0.0977338999509811 -0.113134130835533j,0.094509556889534 -0.12015101313591j,0.0909796208143234 -0.127066090703011j,0.0871563106775284 -0.133864790201187j,0.0830529183149338 -0.140533596277237j,0.0786837711930275 -0.147060006856918j,0.0740641430020332 -0.153432711958885j,0.0692101716995239 -0.15964150428772j,0.064138799905777 -0.165677398443222j,0.058867659419775 -0.171532660722733j,0.0534150190651417 -0.177200749516487j,0.0477996878325939 -0.182676404714584j,0.0420409291982651 -0.18795557320118j,0.0361583977937698 -0.193035498261452j,0.0301720425486565 -0.197914600372314j,0.024102034047246 -0.202592477202415j,0.0179686918854713 -0.20706994831562j,0.0117924185469747 -0.21134889125824j,0.00559362024068832 -0.21543225646019j,-0.000607353111263365 -0.219324052333832j,-0.00679026590660214 -0.223029181361198j,-0.012935059145093 -0.226553440093994j,-0.019021900370717 -0.229903429746628j,-0.0250312369316816 -0.233086496591568j,-0.0309438351541758 -0.23611056804657j,-0.036740817129612 -0.238984167575836j,-0.0424037054181099 -0.241716235876083j,-0.0479144677519798 -0.244316071271896j,-0.0532555095851421 -0.246793255209923j,-0.0584097392857075 -0.249157473444939j,-0.0633605644106865 -0.251418471336365j,-0.0680919364094734 -0.253585994243622j,-0.0725883319973946 -0.255669564008713j,-0.0768348053097725 -0.257678478956223j,-0.0808169916272163 -0.259621620178223j,-0.084521122276783 -0.261507451534271j,-0.0879340171813965 -0.263343900442123j,-0.0910431370139122 -0.265138208866119j,-0.0938365608453751 -0.266896843910217j,-0.0963030382990837 -0.268625557422638j,-0.0984319671988487 -0.270329028367996j,-0.100213438272476 -0.27201110124588j,-0.10163826495409 -0.273674547672272j,-0.102697946131229 -0.27532097697258j,-0.103384792804718 -0.276950925588608j,-0.103691853582859 -0.278563678264618j,-0.103613004088402 -0.280157268047333j,-0.103142984211445 -0.281728565692902j,-0.102277413010597 -0.283273041248322j,-0.10101281106472 -0.284785002470016j,-0.0993466898798943 -0.286257445812225j,-0.0972775667905807 -0.287682086229324j,-0.0948050245642662 -0.289049386978149j,-0.0919297337532043 -0.290348738431931j,-0.0886535197496414 -0.291568219661713j,-0.084979422390461 -0.292694926261902j,-0.0809117183089256 -0.293714910745621j,-0.0764559954404831 -0.294613271951675j,-0.0716191530227661 -0.295374244451523j,-0.0664095059037209 -0.29598131775856j,-0.060836773365736 -0.296417355537415j,-0.0549121350049973 -0.29666468501091j,-0.0486482493579388 -0.296705186367035j,-0.0420592986047268 -0.296520531177521j,-0.0351609773933887 -0.296092182397842j,-0.0279705207794905 -0.295401692390442j,-0.020506689324975 -0.294430732727051j,-0.0127897839993238 -0.293161273002625j,-0.00484160194173455 -0.291575759649277j,0.00331457541324198 -0.289657354354858j,0.0116540277376771 -0.287389844655991j,0.0201506465673447 -0.284758150577545j,0.0287769958376884 -0.281748116016388j,0.0375043861567974 -0.278347015380859j,0.0463029555976391 -0.27454337477684j,0.0551417768001556 -0.270327389240265j,0.0639889612793922 -0.265690892934799j,0.0728117749094963 -0.260627537965775j,0.0815767720341682 -0.2551329433918j,0.0902499407529831 -0.249204725027084j,0.0987968444824219 -0.242842704057693j,0.107182793319225 -0.236048921942711j,0.115373015403748 -0.228827700018883j,0.123332805931568 -0.221185758709908j,0.131027743220329 -0.213132217526436j,0.13842386007309 -0.204678624868393j,0.145487830042839 -0.195838987827301j,0.152187168598175 -0.186629757285118j,0.158490434288979 -0.177069798111916j,0.164367392659187 -0.167180344462395j,0.169789269566536 -0.156984955072403j,0.174728840589523 -0.146509453654289j,0.179160743951797 -0.135781809687614j,0.183061555027962 -0.12483199685812j,0.186409994959831 -0.113691948354244j,0.189187094569206 -0.102395340800285j,0.191376358270645 -0.0909774750471115j,0.192963853478432 -0.0794750824570656j,0.193938404321671 -0.0679261535406113j,0.194291651248932 -0.0563697293400764j,0.194018170237541 -0.0448457039892673j,0.193115532398224 -0.0333945825695992j,0.191584393382072 -0.022057268768549j,0.189428508281708 -0.0108748348429799j,0.186654806137085 +0.00011172908853041j
0.101875551044941 -0.0110606774687767j,0.103537857532501 -0.0174128990620375j,0.104868419468403 -0.0239380300045013j,0.10585793107748 -0.0306167211383581j,0.106498546898365 -0.0374291613698006j,0.106783948838711 -0.0443551726639271j,0.106709338724613 -0.0513743385672569j,0.106271483004093 -0.058466125279665j,0.105468705296516 -0.0656099766492844j,0.104300856590271 -0.0727854520082474j,0.102769359946251 -0.0799723491072655j,0.10087713599205 -0.0871507674455643j,0.0986286103725433 -0.0943012684583664j,0.0960296541452408 -0.101404957473278j,0.0930875688791275 -0.108443588018417j,0.0898109972476959 -0.115399658679962j,0.0862099230289459 -0.122256487607956j,0.0822955444455147 -0.128998324275017j,0.0780802592635155 -0.135610401630402j,0.0735775679349899 -0.142079010605812j,0.0688020065426826 -0.148391559720039j,0.0637690797448158 -0.15453664958477j,0.05849514529109 -0.160504087805748j,0.0529973693192005 -0.166284948587418j,0.0472936257719994 -0.171871602535248j,0.0414024032652378 -0.177257686853409j,0.0353427343070507 -0.182438209652901j,0.0291341040283442 -0.187409490346909j,0.0227963738143444 -0.192169114947319j,0.0163496863096952 -0.196716025471687j,0.00981439836323261 -0.201050400733948j,0.0032110009342432 -0.205173701047897j,-0.00343995448201895 -0.209088549017906j,-0.0101179238408804 -0.212798744440079j,-0.0168024394661188 -0.216309174895287j,-0.0234731677919626 -0.219625785946846j,-0.0301099754869938 -0.222755461931229j,-0.0366929620504379 -0.225705981254578j,-0.0432025231420994 -0.228485971689224j,-0.0496194027364254 -0.231104731559753j,-0.0559247024357319 -0.233572199940681j,-0.0620999485254288 -0.235898897051811j,-0.0681270807981491 -0.238095700740814j,-0.0739885345101357 -0.240173891186714j,-0.0796671882271767 -0.242144912481308j,-0.0851464718580246 -0.244020402431488j,-0.0904102846980095 -0.245811939239502j,-0.0954430848360062 -0.24753101170063j,-0.100229851901531 -0.249188959598541j,-0.104756124317646 -0.250796735286713j,-0.109007976949215 -0.252364903688431j,-0.112972058355808 -0.25390350818634j,-0.11663556843996 -0.255421936511993j,-0.119986288249493 -0.256928890943527j,-0.123012572526932 -0.25843220949173j,-0.125703349709511 -0.259938836097717j,-0.128048181533813 -0.261454731225967j,-0.130037188529968 -0.262984752655029j,-0.131661131978035 -0.264532655477524j,-0.132911458611488 -0.266100943088531j,-0.133780226111412 -0.267690926790237j,-0.134260222315788 -0.269302517175674j,-0.134344905614853 -0.270934343338013j,-0.134028568863869 -0.272583603858948j,-0.133306220173836 -0.274246126413345j,-0.132173746824265 -0.275916367769241j,-0.130627900362015 -0.277587324380875j,-0.128666341304779 -0.279250621795654j,-0.126287743449211 -0.280896484851837j,-0.123491756618023 -0.282513827085495j,-0.120279155671597 -0.284090280532837j,-0.116651833057404 -0.285612255334854j,-0.112612880766392 -0.287064909934998j,-0.108166627585888 -0.288432389497757j,-0.103318713605404 -0.289697855710983j,-0.0980761498212814 -0.290843456983566j,-0.0924473106861115 -0.291850686073303j,-0.0864420682191849 -0.292700231075287j,-0.0800717547535896 -0.293372362852097j,-0.0733492374420166 -0.293846845626831j,-0.0662889406085014 -0.29410320520401j,-0.058906864374876 -0.294120848178864j,-0.0512205921113491 -0.293879210948944j,-0.0432493165135384 -0.293357968330383j,-0.0350137911736965 -0.292537093162537j,-0.0265363659709692 -0.291397124528885j,-0.0178409200161695 -0.289919286966324j,-0.00895283278077841 -0.288085699081421j,0.000101058365544304 -0.28587943315506j,0.00929252896457911 -0.283284813165665j,0.0185920484364033 -0.280287563800812j,0.0279688574373722 -0.276874780654907j,0.0373910814523697 -0.273035377264023j,0.0468258298933506 -0.268759965896606j,0.0562393367290497 -0.264041155576706j,0.0655970945954323 -0.258873581886292j,0.0748639851808548 -0.25325408577919j,0.0840044617652893 -0.247181728482246j,0.0929827094078064 -0.24065800011158j,0.101762808859348 -0.233686804771423j,0.110308930277824 -0.226274505257607j,0.118585519492626 -0.218430042266846j,0.126557514071465 -0.210164874792099j,0.134190484881401 -0.201493084430695j,0.141450926661491 -0.192431256175041j,0.148306354880333 -0.182998523116112j,0.154725596308708 -0.173216506838799j,0.160678952932358 -0.163109228014946j,0.166138365864754 -0.152703076601028j,0.17107766866684 -0.142026633024216j,0.175472736358643 -0.131110623478889j,0.179301634430885 -0.11998774856329j,0.182544827461243 -0.108692519366741j,0.185185328125954 -0.0972611457109451j,0.187208831310272 -0.0857312753796577j,0.188603818416595 -0.0741418749094009j,0.189361691474915 -0.0625329613685608j,0.189476892352104 -0.0509454272687435j,0.188946902751923 -0.0394207909703255j,0.187772423028946 -0.0280009470880032j,0.185957297682762 -0.0167279597371817j
0.0999423414468765 -0.0203378070145845j,0.101025722920895 -0.0268299747258425j,0.101760536432266 -0.0334675759077072j,0.102138876914978 -0.0402303636074066j,0.1021543815732 -0.0470977388322353j,0.101802229881287 -0.0540488511323929j,0.101079180836678 -0.061062715947628j,0.0999835431575775 -0.0681183487176895j,0.0985152348875999 -0.0751948729157448j,0.0966756939888 -0.0822716504335403j,0.0944679230451584 -0.0893283560872078j,0.0918964371085167 -0.0963451564311981j,0.0889672040939331 -0.103302754461765j,0.0856876522302628 -0.110182546079159j,0.08206657320261 -0.116966672241688j,0.0781140848994255 -0.123638145625591j,0.0738415643572807 -0.130180925130844j,0.0692616030573845 -0.136579990386963j,0.0643878802657127 -0.142821431159973j,0.0592351369559765 -0.148892506957054j,0.0538190752267838 -0.154781684279442j,0.0481562726199627 -0.160478740930557j,0.0422641038894653 -0.165974721312523j,0.0361606366932392 -0.171262040734291j,0.0298645775765181 -0.176334515213966j,0.0233951453119516 -0.181187301874161j,0.0167720131576061 -0.1858169734478j,0.0100152082741261 -0.190221473574638j,0.00314503256231546 -0.194400161504745j,-0.00381802092306316 -0.198353692889214j,-0.0108533427119255 -0.202084109187126j,-0.0179402884095907 -0.205594688653946j,-0.0250582434237003 -0.208889976143837j,-0.0321866981685162 -0.211975708603859j,-0.0393052957952023 -0.214858740568161j,-0.0463939048349857 -0.217546969652176j,-0.0534326694905758 -0.220049306750298j,-0.0604020431637764 -0.222375527024269j,-0.0672828480601311 -0.224536240100861j,-0.0740562900900841 -0.226542785763741j,-0.0807040259242058 -0.228407084941864j,-0.0872081592679024 -0.230141639709473j,-0.0935512483119965 -0.231759309768677j,-0.099716380238533 -0.233273297548294j,-0.105687119066715 -0.234696999192238j,-0.111447557806969 -0.236043885350227j,-0.11698230355978 -0.237327411770821j,-0.122276499867439 -0.238560870289803j,-0.127315789461136 -0.23975732922554j,-0.132086351513863 -0.240929469466209j,-0.136574909090996 -0.242089495062828j,-0.140768647193909 -0.243249014019966j,-0.1446553170681 -0.244418948888779j,-0.148223131895065 -0.245609402656555j,-0.151460871100426 -0.246829628944397j,-0.154357776045799 -0.248087838292122j,-0.156903639435768 -0.249391168355942j,-0.159088745713234 -0.250745624303818j,-0.160903915762901 -0.252155989408493j,-0.162340566515923 -0.253625631332397j,-0.163390606641769 -0.255156666040421j,-0.164046555757523 -0.256749749183655j,-0.164301589131355 -0.258404105901718j,-0.16414949297905 -0.26011735200882j,-0.163584724068642 -0.261885732412338j,-0.162602499127388 -0.263703882694244j,-0.161198794841766 -0.265564888715744j,-0.159370392560959 -0.267460346221924j,-0.157114997506142 -0.269380331039429j,-0.154431194067001 -0.271313428878784j,-0.151318609714508 -0.273246794939041j,-0.147777885198593 -0.275166243314743j,-0.143810838460922 -0.277056217193604j,-0.139420419931412 -0.278899908065796j,-0.134610876441002 -0.28067946434021j,-0.129387736320496 -0.282375872135162j,-0.123757928609848 -0.28396925330162j,-0.117729783058167 -0.285438805818558j,-0.11131314188242 -0.286763161420822j,-0.104519367218018 -0.287920355796814j,-0.0973614156246185 -0.288887917995453j,-0.0898538082838058 -0.289643287658691j,-0.0820127576589584 -0.290163695812225j,-0.0738560929894447 -0.29042649269104j,-0.0654032975435257 -0.290409237146378j,-0.0566755421459675 -0.290089935064316j,-0.0476956069469452 -0.28944718837738j,-0.0384879000484943 -0.288460314273834j,-0.0290783941745758 -0.287109673023224j,-0.019494591280818 -0.285376667976379j,-0.00976543594151735 -0.283243983983994j,7.87420576671138e-05 -0.280695825815201j,0.0100063374266028 -0.2777179479599j,0.0199845712631941 -0.2742979824543j,0.0299796015024185 -0.270425379276276j,0.0399566628038883 -0.266091734170914j,0.049880214035511 -0.26129075884819j,0.0597140789031982 -0.256018549203873j,0.0694216191768646 -0.250273495912552j,0.078965924680233 -0.244056582450867j,0.0883099734783173 -0.237371310591698j,0.0974168330430984 -0.230223804712296j,0.10624985396862 -0.222622856497765j,0.114772893488407 -0.214579924941063j,0.122950479388237 -0.206109181046486j,0.130748078227043 -0.197227403521538j,0.138132244348526 -0.18795408308506j,0.145070880651474 -0.178311243653297j,0.151533395051956 -0.168323427438736j,0.15749092400074 -0.158017620444298j,0.162916541099548 -0.147423103451729j,0.167785450816154 -0.136571317911148j,0.172075107693672 -0.125495806336403j,0.175765469670296 -0.114231958985329j,0.178839102387428 -0.102816864848137j,0.181281298398972 -0.091289147734642j,0.183080285787582 -0.0796887278556824j,0.184227272868156 -0.068056620657444j,0.184716567397118 -0.0564347207546234j,0.184545636177063 -0.0448655337095261j,0.183715209364891 -0.0333919562399387j
0.0971548482775688 -0.0293330382555723j,0.0976484045386314 -0.0359108485281467j,0.0977789163589478 -0.0426050312817097j,0.097539983689785 -0.0493945553898811j,0.0969267785549164 -0.0562581345438957j,0.0959360376000404 -0.0631743669509888j,0.0945661291480064 -0.0701218172907829j,0.0928169637918472 -0.0770791843533516j,0.0906900614500046 -0.0840253680944443j,0.0881884917616844 -0.0909396484494209j,0.0853168591856956 -0.0978017598390579j,0.0820812433958054 -0.104592010378838j,0.0784891918301582 -0.111291393637657j,0.07454963773489 -0.117881685495377j,0.0702728554606438 -0.124345570802689j,0.0656703934073448 -0.130666673183441j,0.0607550032436848 -0.136829718947411j,0.0555405728518963 -0.14282052218914j,0.050042025744915 -0.148626148700714j,0.0442752614617348 -0.154234930872917j,0.0382570587098598 -0.159636497497559j,0.0320049822330475 -0.164821848273277j,0.0255373027175665 -0.169783413410187j,0.0188729017972946 -0.174515038728714j,0.0120311807841063 -0.179012015461922j,0.00503197265788913 -0.183271110057831j,-0.0021045533940196 -0.187290519475937j,-0.00935796927660704 -0.191069915890694j,-0.0167076792567968 -0.194610401988029j,-0.0241329967975616 -0.197914466261864j,-0.0316132307052612 -0.200985997915268j,-0.0391277447342873 -0.203830167651176j,-0.0466560386121273 -0.206453457474709j,-0.0541778057813644 -0.20886355638504j,-0.0616729930043221 -0.211069270968437j,-0.069121852517128 -0.213080525398254j,-0.0765049979090691 -0.214908197522163j,-0.0838034227490425 -0.216564074158669j,-0.090998575091362 -0.218060791492462j,-0.0980723276734352 -0.21941165626049j,-0.105007067322731 -0.22063060104847j,-0.111785672605038 -0.221732065081596j,-0.118391536176205 -0.22273088991642j,-0.124808564782143 -0.223642200231552j,-0.131021216511726 -0.224481269717216j,-0.13701443374157 -0.225263461470604j,-0.14277371764183 -0.226004019379616j,-0.148285090923309 -0.226718068122864j,-0.153535023331642 -0.227420374751091j,-0.158510535955429 -0.228125303983688j,-0.163199096918106 -0.228846713900566j,-0.167588666081429 -0.229597762227058j,-0.171667635440826 -0.230390891432762j,-0.175424858927727 -0.231237649917603j,-0.17884960770607 -0.232148662209511j,-0.181931614875793 -0.233133420348167j,-0.184661000967026 -0.234200298786163j,-0.18702831864357 -0.235356420278549j,-0.189024552702904 -0.236607566475868j,-0.190641149878502 -0.237958133220673j,-0.191869929432869 -0.239411041140556j,-0.192703306674957 -0.240967705845833j,-0.193134069442749 -0.242627933621407j,-0.193155586719513 -0.244389966130257j,-0.192761793732643 -0.246250405907631j,-0.191947221755981 -0.248204156756401j,-0.190707057714462 -0.250244528055191j,-0.189037173986435 -0.252363115549088j,-0.186934277415276 -0.254549920558929j,-0.184395805001259 -0.256793290376663j,-0.181420162320137 -0.259080022573471j,-0.178006708621979 -0.261395394802094j,-0.174155801534653 -0.263723224401474j,-0.169868960976601 -0.266045928001404j,-0.165148854255676 -0.268344640731812j,-0.159999430179596 -0.270599275827408j,-0.154425978660583 -0.27278870344162j,-0.14843513071537 -0.274890780448914j,-0.142035067081451 -0.27688255906105j,-0.135235458612442 -0.27874031662941j,-0.128047525882721 -0.280439913272858j,-0.120484180748463 -0.281956642866135j,-0.112559974193573 -0.283265739679337j,-0.104291163384914 -0.284342259168625j,-0.0956957414746284 -0.285161405801773j,-0.0867934226989746 -0.285698711872101j,-0.0776056498289108 -0.285930186510086j,-0.0681555941700935 -0.285832405090332j,-0.0584681108593941 -0.285382956266403j,-0.0485697127878666 -0.284560322761536j,-0.0384884960949421 -0.283344268798828j,-0.0282540842890739 -0.281715959310532j,-0.0178975556045771 -0.279658079147339j,-0.0074513154104352 -0.277155131101608j,0.00305098108947277 -0.274193435907364j,0.0135745806619525 -0.270761370658875j,0.0240837521851063 -0.26684957742691j,0.0345419496297836 -0.262450903654099j,0.0449119620025158 -0.257560729980469j,0.0551561079919338 -0.252176940441132j,0.0652363896369934 -0.246299967169762j,0.0751147046685219 -0.239933028817177j,0.0847530588507652 -0.233082070946693j,0.0941137298941612 -0.225755780935287j,0.103159531950951 -0.217965692281723j,0.11185397952795 -0.209726110100746j,0.120161533355713 -0.201054126024246j,0.128047823905945 -0.191969588398933j,0.135479837656021 -0.182494968175888j,0.142426162958145 -0.172655418515205j,0.148857161402702 -0.162478521466255j,0.154745176434517 -0.151994302868843j,0.160064786672592 -0.141235023736954j,0.164792880415916 -0.130235016345978j,0.168908923864365 -0.119030587375164j,0.172395050525665 -0.107659749686718j,0.175236254930496 -0.0961620807647705j,0.177420511841774 -0.0845784917473793j,0.178938865661621 -0.0729509890079498j,0.179785534739494 -0.0613224431872368j,0.179958000779152 -0.0497363656759262j
