-0.086812324821949 +0.170029610395432j,-0.0910439938306808 +0.167801797389984j,-0.0952184498310089 +0.165468707680702j,-0.0993331670761108 +0.163031816482544j,-0.103385619819164 +0.160492554306984j,-0.107373133301735 +0.157852649688721j,-0.111293263733387 +0.155113697052002j,-0.115143641829491 +0.15227735042572j,-0.118921689689159 +0.149345517158508j,-0.122625187039375 +0.146319910883904j,-0.126251667737961 +0.143202543258667j,-0.129798918962479 +0.139995321631432j,-0.133264809846878 +0.136700183153152j,-0.136647000908852 +0.133319348096848j,-0.139943510293961 +0.129854783415794j,-0.143152147531509 +0.126308783888817j,-0.146270960569382 +0.122683554887772j,-0.149298056960106 +0.118981264531612j,-0.152231395244598 +0.115204386413097j,-0.155069276690483 +0.111355140805244j,-0.157809808850288 +0.10743610560894j,-0.160451292991638 +0.103449650108814j,-0.162992164492607 +0.0993982031941414j,-0.165430709719658 +0.0952844694256783j,-0.167765453457832 +0.0911109447479248j,-0.169994965195656 +0.086880162358284j,-0.17211776971817 +0.0825949460268021j,-0.174132600426674 +0.0782578215003014j,-0.176038131117821 +0.0738716796040535j,-0.177833214402199 +0.069439172744751j,-0.179516717791557 +0.0649630203843117j,-0.18108756840229 +0.0604461804032326j,-0.182544812560081 +0.0558913350105286j,-0.183887481689453 +0.0513015016913414j,-0.185114771127701 +0.0466794781386852j,-0.186225906014442 +0.0420280657708645j,-0.187220185995102 +0.0373503901064396j,-0.18809700012207 +0.0326491706073284j,-0.188855767250061 +0.0279275588691235j,-0.189496040344238 +0.0231884233653545j,-0.190017402172089 +0.018434651196003j,-0.190419539809227 +0.013669396750629j,-0.190702170133591 +0.0088955694809556j,-0.190865159034729 +0.00411606626585126j,-0.190908372402191 -0.0006659337086603j,-0.190831795334816 -0.00544760003685951j,-0.190635472536087 -0.0102257542312145j,-0.190319523215294 -0.014997499063611j,-0.189884170889854 -0.0197599213570356j,-0.189329639077187 -0.0245098527520895j,-0.188656330108643 -0.0292444974184036j,-0.187864631414413 -0.0339606963098049j,-0.186955064535141 -0.0386555902659893j,-0.185928151011467 -0.0433263182640076j,-0.184784606099129 -0.0479697696864605j,-0.183525085449219 -0.0525832027196884j,-0.182150423526764 -0.0571635626256466j,-0.180661469697952 -0.0617080442607403j,-0.179059118032455 -0.0662138983607292j,-0.177344441413879 -0.0706781148910522j,-0.175518468022346 -0.0750980675220489j,-0.173582375049591 -0.0794708132743835j,-0.171537354588509 -0.0837936922907829j,-0.169384673237801 -0.0880640745162964j,-0.16712574660778 -0.0922791138291359j,-0.164761900901794 -0.0964363291859627j,-0.162294700741768 -0.100532956421375j,-0.159725695848465 -0.104566492140293j,-0.157056391239166 -0.108534500002861j,-0.154288589954376 -0.112434327602386j,-0.151423990726471 -0.116263598203659j,-0.148464307188988 -0.120019994676113j,-0.145411521196365 -0.123701006174088j,-0.142267420887947 -0.127304464578629j,-0.139034122228622 -0.130827978253365j,-0.135713592171669 -0.134269386529922j,-0.132307827472687 -0.137626618146896j,-0.128819108009338 -0.140897423028946j,-0.125249490141869 -0.144079893827438j,-0.121601350605488 -0.147171884775162j,-0.117876902222633 -0.150171518325806j,-0.114078417420387 -0.153076976537704j,-0.110208429396152 -0.155886337161064j,-0.106269210577011 -0.158597931265831j,-0.102263376116753 -0.161209955811501j,-0.0981933772563934 -0.163720831274986j,-0.0940616875886917 -0.166129007935524j,-0.0898710563778877 -0.168432906270027j,-0.0856239423155785 -0.170631140470505j,-0.0813231915235519 -0.172722280025482j,-0.0769714042544365 -0.174705043435097j,-0.0725712329149246 -0.176578208804131j,-0.0681256279349327 -0.178340539336205j,-0.0636372566223145 -0.179990962147713j,-0.0591088682413101 -0.181528478860855j,-0.0545434840023518 -0.182952061295509j,-0.0499437861144543 -0.184260860085487j,-0.0453128330409527 -0.185454025864601j,-0.0406534522771835 -0.186530813574791j,-0.0359684638679028 -0.187490582466125j,-0.0312610045075417 -0.188332676887512j,-0.0265338346362114 -0.189056620001793j,-0.0217901058495045 -0.189661905169487j,-0.0170327089726925 -0.190148189663887j,-0.0122645264491439 -0.190515175461769j,-0.00748873921111226 -0.190762594342232j,-0.00270816613920033 -0.190890312194824j,0.00207401788793504 -0.190898254513741j,0.00685489876195788 -0.190786421298981j,0.0116315679624677 -0.190554857254028j,0.0164008513092995 -0.190203741192818j,0.0211599338799715 -0.189733251929283j,0.0259056482464075 -0.189143717288971j,0.030635105445981 -0.188435509800911j,0.0353454276919365 -0.187609031796455j,0.0400334820151329 -0.18666484951973j,0.0446965061128139 -0.185603529214859j,0.0493314005434513 -0.184425756335258j,0.0539353340864181 -0.183132261037827j,0.0585055127739906 -0.181723847985268j,0.0630388930439949 -0.180201411247253j
-0.0683922842144966 +0.178238451480865j,-0.0728352591395378 +0.176469475030899j,-0.0772325322031975 +0.17458975315094j,-0.0815814286470413 +0.172600463032722j,-0.0858790501952171 +0.170502901077271j,-0.0901228711009025 +0.168298304080963j,-0.0943100526928902 +0.165988132357597j,-0.0984380543231964 +0.163573831319809j,-0.102504372596741 +0.161056831479073j,-0.106506295502186 +0.158438816666603j,-0.110441453754902 +0.155721336603165j,-0.11430723965168 +0.152906194329262j,-0.118101306259632 +0.149995103478432j,-0.121821328997612 +0.146989837288857j,-0.125464841723442 +0.143892392516136j,-0.129029631614685 +0.140704661607742j,-0.132513523101807 +0.13742858171463j,-0.135914191603661 +0.134066328406334j,-0.139229655265808 +0.130619883537292j,-0.14245767891407 +0.12709154188633j,-0.14559631049633 +0.123483456671238j,-0.148643642663956 +0.119797810912132j,-0.151597648859024 +0.11603707075119j,-0.154456585645676 +0.112203441560268j,-0.157218545675278 +0.108299486339092j,-0.159881860017776 +0.104327566921711j,-0.162444889545441 +0.100290104746819j,-0.164905950427055 +0.0961897894740105j,-0.167263567447662 +0.0920290425419807j,-0.169516205787659 +0.0878106281161308j,-0.171662464737892 +0.0835371240973473j,-0.173701032996178 +0.079211100935936j,-0.175630584359169 +0.0748354718089104j,-0.177449926733971 +0.0704128816723824j,-0.179157957434654 +0.0659460127353668j,-0.180753529071808 +0.0614378601312637j,-0.182235717773437 +0.0568910650908947j,-0.183603525161743 +0.0523086562752724j,-0.184856116771698 +0.0476934276521206j,-0.185992747545242 +0.0430481918156147j,-0.187012657523155 +0.0383760184049606j,-0.187915205955505 +0.0336796790361404j,-0.18869985640049 +0.0289623010903597j,-0.189366087317467 +0.0242267474532127j,-0.189913496375084 +0.0194758977741003j,-0.190341740846634 +0.0147129204124212j,-0.190650552511215 +0.00994062144309283j,-0.190839722752571 +0.00516217527911068j,-0.190909147262573 +0.000380492536351093j,-0.190858796238899 -0.00440152641385793j,-0.190688654780388 -0.00918068829923867j,-0.190398886799812 -0.0139540936797857j,-0.189989611506462 -0.0187188275158405j,-0.189461141824722 -0.0234717279672623j,-0.188813790678978 -0.0282099917531013j,-0.188047960400581 -0.032930463552475j,-0.187164127826691 -0.037630271166563j,-0.18616284430027 -0.0423065535724163j,-0.185044765472412 -0.0469562038779259j,-0.183810546994209 -0.0515764728188515j,-0.182461008429527 -0.0561642944812775j,-0.180996984243393 -0.06071687489748j,-0.179419368505478 -0.065231442451477j,-0.177729189395905 -0.069704994559288j,-0.175927460193634 -0.074134886264801j,-0.174015358090401 -0.0785181745886803j,-0.1719940751791 -0.0828521996736526j,-0.16986483335495 -0.0871343165636062j,-0.167629033327103 -0.0913616716861725j,-0.165288016200066 -0.0955317839980125j,-0.162843316793442 -0.0996418744325638j,-0.160296440124512 -0.103689432144165j,-0.15764893591404 -0.107672013342381j,-0.154902562499046 -0.111586950719357j,-0.15205891430378 -0.115431942045689j,-0.149119928479195 -0.119204431772232j,-0.146087378263474 -0.122902117669582j,-0.142963081598282 -0.12652276456356j,-0.139749139547348 -0.130063936114311j,-0.136447504162788 -0.133523494005203j,-0.133060202002525 -0.136899352073669j,-0.129589468240738 -0.140189230442047j,-0.12603734433651 -0.143391206860542j,-0.122406207025051 -0.146503135561943j,-0.118698254227638 -0.1495231539011j,-0.114915750920773 -0.152449399232864j,-0.111061222851276 -0.155279919505119j,-0.10713692009449 -0.158013075590134j,-0.103145472705364 -0.160647019743919j,-0.0990892946720123 -0.163180142641067j,-0.0949708670377731 -0.165610939264297j,-0.0907929241657257 -0.167937770485878j,-0.086557924747467 -0.170159265398979j,-0.082268700003624 -0.172273933887482j,-0.0779278501868248 -0.174280524253845j,-0.0735380128026009 -0.176177769899368j,-0.0691021233797073 -0.177964448928833j,-0.0646227821707726 -0.179639488458633j,-0.0601029843091965 -0.18120177090168j,-0.0555454604327679 -0.182650357484817j,-0.0509530119597912 -0.183984339237213j,-0.0463286712765694 -0.185202866792679j,-0.0416751652956009 -0.186305209994316j,-0.0369956083595753 -0.187290608882904j,-0.0322928242385387 -0.188158512115478j,-0.0275697000324726 -0.188908338546753j,-0.0228293593972921 -0.18953962624073j,-0.0180746056139469 -0.19005198776722j,-0.0133085949346423 -0.190445080399513j,-0.00853424146771432 -0.190718680620193j,-0.00375443673692644 -0.190872609615326j,0.00102763017639517 -0.190906763076782j,0.0058090561069548 -0.190821126103401j,0.0105869229882955 -0.190615758299828j,0.0153580596670508 -0.190290778875351j,0.0201196484267712 -0.189846381545067j,0.0248685199767351 -0.18928287923336j,0.0296017862856388 -0.188600584864616j,0.034316573292017 -0.187799960374832j,0.0390097349882126 -0.186881497502327j,0.0436785072088241 -0.185845732688904j
-0.0492089986801147 +0.184458449482918j,-0.0538137964904308 +0.183168023824692j,-0.0583849065005779 +0.181762620806694j,-0.0629192963242531 +0.180243209004402j,-0.0674142092466354 +0.178610682487488j,-0.071866899728775 +0.176866039633751j,-0.0762744098901749 +0.175010472536087j,-0.0806341469287872 +0.173045039176941j,-0.0849431976675987 +0.170971050858498j,-0.0891989544034004 +0.168789803981781j,-0.093398816883564 +0.166502580046654j,-0.0975399985909462 +0.16411092877388j,-0.101620048284531 +0.161616265773773j,-0.10563625395298 +0.159020215272903j,-0.109586179256439 +0.156324401497841j,-0.113467410206795 +0.153530433773994j,-0.11727736890316 +0.150640189647675j,-0.121013820171356 +0.147655352950096j,-0.124674253165722 +0.14457793533802j,-0.128256469964981 +0.141409799456596j,-0.131758257746696 +0.138152852654457j,-0.135177314281464 +0.134809300303459j,-0.138511598110199 +0.131381064653397j,-0.141758918762207 +0.127870470285416j,-0.144917294383049 +0.124279648065567j,-0.147984772920608 +0.120610758662224j,-0.150959342718124 +0.116866260766983j,-0.153839260339737 +0.113048359751701j,-0.15662257373333 +0.109159603714943j,-0.159307613968849 +0.105202339589596j,-0.161892741918564 +0.101178988814354j,-0.164376243948936 +0.0970922335982323j,-0.166756585240364 +0.0929445549845695j,-0.169032350182533 +0.0887384712696075j,-0.17120198905468 +0.0844767838716507j,-0.173264250159264 +0.0801620036363602j,-0.175217747688293 +0.075797013938427j,-0.177061319351196 +0.071384459733963j,-0.178793802857399 +0.0669270306825638j,-0.180414065718651 +0.0624276846647263j,-0.181921154260635 +0.0578890815377235j,-0.18331404030323 +0.053314246237278j,-0.184591919183731 +0.0487059466540814j,-0.185753986239433 +0.0440670065581799j,-0.186799481511116 +0.0394004993140698j,-0.18772779405117 +0.0347091779112816j,-0.188538268208504 +0.0299961715936661j,-0.189230442047119 +0.0252643376588822j,-0.189803898334503 +0.0205165669322014j,-0.190258249640465 +0.0157560054212809j,-0.19059319794178 +0.0109854694455862j,-0.190808564424515 +0.00620813295245172j,-0.190904200077057 +0.00142690050415696j,-0.190880045294762 -0.00335531984455882j,-0.19073611497879 -0.00813534483313559j,-0.19047249853611 -0.0129103539511561j,-0.190089359879494 -0.0176771748811006j,-0.189586952328682 -0.0224328972399235j,-0.188965573906898 -0.0271746385842562j,-0.188225626945496 -0.031899232417345j,-0.187367588281631 -0.036603819578886j,-0.186391934752464 -0.0412855185568333j,-0.185299351811409 -0.0459412261843681j,-0.184090480208397 -0.0505681931972504j,-0.182766109704971 -0.0551633425056934j,-0.181327074766159 -0.0597238764166832j,-0.179774209856987 -0.0642470270395279j,-0.1781085729599 -0.0687297657132149j,-0.176331162452698 -0.0731694772839546j,-0.174443125724792 -0.0775631815195083j,-0.172445625066757 -0.081908218562603j,-0.17033988237381 -0.0862019434571266j,-0.168127298355103 -0.0904414877295494j,-0.165809169411659 -0.0946243703365326j,-0.163387030363083 -0.0987477973103523j,-0.160862386226654 -0.102809257805347j,-0.158236742019653 -0.10680628567934j,-0.155511856079102 -0.110736213624477j,-0.152689352631569 -0.114596739411354j,-0.149771064519882 -0.118385277688503j,-0.146758824586868 -0.122099533677101j,-0.143654435873032 -0.125737249851227j,-0.140459954738617 -0.129295989871025j,-0.137177333235741 -0.132773593068123j,-0.133808583021164 -0.136167958378792j,-0.130355924367905 -0.13947682082653j,-0.126821413636208 -0.142698213458061j,-0.1232073828578 -0.145830005407333j,-0.119516044855118 -0.148870289325714j,-0.115749634802341 -0.151817232370377j,-0.111910670995712 -0.154668837785721j,-0.108001410961151 -0.157423451542854j,-0.104024462401867 -0.160079225897789j,-0.0999822318553925 -0.162634566426277j,-0.0958771929144859 -0.165087908506393j,-0.0917120575904846 -0.167437598109245j,-0.0874893069267273 -0.169682264328003j,-0.0832117348909378 -0.171820417046547j,-0.0788819491863251 -0.173850759863853j,-0.0745025724172592 -0.175772055983543j,-0.070076547563076 -0.177583009004593j,-0.0656065419316292 -0.179282546043396j,-0.0610952936112881 -0.180869609117508j,-0.0565457791090012 -0.182343140244484j,-0.0519606955349445 -0.183702304959297j,-0.0473431088030338 -0.184946164488792j,-0.0426958091557026 -0.186073958873749j,-0.0380216278135777 -0.187085017561913j,-0.0333236753940582 -0.18797867000103j,-0.028604730963707 -0.188754394650459j,-0.0238679219037294 -0.189411640167236j,-0.0191161390393973 -0.189950048923492j,-0.0143522657454014 -0.19036927819252j,-0.00957947969436647 -0.190669044852257j,-0.00480059394612909 -0.190849155187607j,-1.87884052138654e-05 -0.190909534692764j,0.00476303696632384 -0.190850108861923j,0.00954195763915776 -0.190670922398567j,0.0143148023635149 -0.190372094511986j,0.0190786626189947 -0.189953818917274j,0.0238306485116482 -0.189416348934174j
-0.0294766277074814 +0.188620194792747j,-0.0341919399797916 +0.187822684645653j,-0.0388857088983059 +0.186907336115837j,-0.0435551665723324 +0.185874670743942j,-0.0481972061097622 +0.184725418686867j,-0.0528090037405491 +0.183460235595703j,-0.057387750595808 +0.182079911231995j,-0.0619303993880749 +0.180585369467735j,-0.066434271633625 +0.178977474570274j,-0.0708963796496391 +0.177257314324379j,-0.0753139927983284 +0.175425916910172j,-0.0796844363212585 +0.173484399914742j,-0.0840047970414162 +0.171434074640274j,-0.0882724374532699 +0.169276177883148j,-0.0924847796559334 +0.167012020945549j,-0.0966389998793602 +0.164643093943596j,-0.100732669234276 +0.162170842289925j,-0.104763045907021 +0.159596845507622j,-0.108727686107159 +0.156922712922096j,-0.112624168395996 +0.154150068759918j,-0.116449922323227 +0.151280745863914j,-0.120202668011188 +0.148316442966461j,-0.123879916965961 +0.145259127020836j,-0.127479434013367 +0.142110660672188j,-0.130999028682709 +0.138872981071472j,-0.1344363540411 +0.135548204183578j,-0.137789398431778 +0.132138311862946j,-0.141055896878242 +0.128645554184914j,-0.144233897328377 +0.125072091817856j,-0.147321462631226 +0.121420077979565j,-0.150316506624222 +0.117691949009895j,-0.153217300772667 +0.113889887928963j,-0.156021893024445 +0.110016442835331j,-0.158728584647179 +0.106073960661888j,-0.161335736513138 +0.102064847946167j,-0.16384157538414 +0.0979917570948601j,-0.166244670748711 +0.0938571020960808j,-0.168543413281441 +0.08966363966465j,-0.170736387372017 +0.0854139104485512j,-0.172822266817093 +0.0811105072498322j,-0.174799665808678 +0.0767562836408615j,-0.176667407155037 +0.0723538175225258j,-0.178424268960953 +0.0679060369729996j,-0.180069178342819 +0.063415639102459j,-0.181601107120514 +0.058885358273983j,-0.183019071817398 +0.0543182268738747j,-0.184322193264961 +0.0497170016169548j,-0.185509666800499 +0.0450845062732697j,-0.18658073246479 +0.040423795580864j,-0.187534719705582 +0.0357376299798489j,-0.188371032476425 +0.0310291349887848j,-0.189089119434357 +0.026301171630621j,-0.189688593149185 +0.0215566139668226j,-0.190169006586075 +0.0167986135929823j,-0.190530121326447 +0.0120299877598882j,-0.190771669149399 +0.00725389784201981j,-0.190893515944481 +0.0024732635356486j,-0.190895557403564 -0.00230901385657488j,-0.190777838230133 -0.00708975642919539j,-0.19054040312767 -0.0118661401793361j,-0.190183401107788 -0.0166349876672029j,-0.189707070589066 -0.0213933959603309j,-0.189111679792404 -0.0261384677141905j,-0.188397660851479 -0.0308670531958341j,-0.187565386295319 -0.0355763547122478j,-0.186615437269211 -0.0402632467448711j,-0.185548380017281 -0.0449248701333999j,-0.184364899992943 -0.0495583973824978j,-0.183065727353096 -0.0541607327759266j,-0.181651696562767 -0.0587290860712528j,-0.180123656988144 -0.0632606744766235j,-0.178482621908188 -0.0677524879574776j,-0.176729574799538 -0.0722018629312515j,-0.174865633249283 -0.0766058564186096j,-0.172891989350319 -0.0809617713093757j,-0.170809805393219 -0.0852669775485992j,-0.168620496988297 -0.089518591761589j,-0.166325330734253 -0.0937141105532646j,-0.163925841450691 -0.0978507548570633j,-0.161423489451408 -0.101925991475582j,-0.158819794654846 -0.105937346816063j,-0.156116500496864 -0.109882161021233j,-0.153315186500549 -0.113758094608784j,-0.15041771531105 -0.11756256967783j,-0.147425875067711 -0.121293283998966j,-0.144341453909874 -0.12494795024395j,-0.141166538000107 -0.128524154424667j,-0.137902960181236 -0.132019773125648j,-0.13455294072628 -0.135432481765747j,-0.131118461489677 -0.138760209083557j,-0.12760166823864 -0.142000928521156j,-0.124004855751991 -0.145152494311333j,-0.120330236852169 -0.148212969303131j,-0.116580046713352 -0.151180490851402j,-0.11275676637888 -0.15405310690403j,-0.108862660825253 -0.156829118728638j,-0.104900322854519 -0.159506648778915j,-0.100872159004211 -0.162084102630615j,-0.0967806279659271 -0.164559900760651j,-0.0926284492015839 -0.166932389140129j,-0.0884180516004563 -0.169200167059898j,-0.0841522589325905 -0.171361729502678j,-0.0798336714506149 -0.173415780067444j,-0.0754649043083191 -0.175361052155495j,-0.0710488706827164 -0.177196234464645j,-0.0665881633758545 -0.178920283913612j,-0.062085747718811 -0.1805320084095j,-0.0575443916022778 -0.182030469179153j,-0.0529668293893337 -0.183414742350578j,-0.0483561344444752 -0.184683874249458j,-0.0437150746583939 -0.185837134718895j,-0.0390465147793293 -0.186873808503151j,-0.0343535356223583 -0.18779319524765j,-0.0296389032155275 -0.18859475851059j,-0.0249057691544294 -0.189277976751328j,-0.0201570093631745 -0.189842417836189j,-0.0153955090790987 -0.190287739038467j,-0.0106244338676334 -0.19061367213726j,-0.00584661075845362 -0.190819978713989j,-0.00106519937980921 -0.190906569361687j,0.00371687347069381 -0.190873339772224j
-0.0094154281541705 +0.190677210688591j,-0.014188464730978 +0.190381556749344j,-0.0189526975154877 +0.189966425299644j,-0.023704944178462 +0.189432114362717j,-0.0284423138946295 +0.188778921961784j,-0.0331619307398796 +0.188007280230522j,-0.0378606468439102 +0.187117666006088j,-0.0425356961786747 +0.186110630631447j,-0.0471839644014835 +0.184986814856529j,-0.0518026240170002 +0.183746933937073j,-0.0563888698816299 +0.182391732931137j,-0.0609396435320377 +0.180922105908394j,-0.0654522627592087 +0.179338932037354j,-0.0699237287044525 +0.177643239498138j,-0.0743513181805611 +0.175836086273193j,-0.0787323340773582 +0.173918575048447j,-0.0830638632178306 +0.171891957521439j,-0.0873433575034141 +0.169757425785065j,-0.0915679633617401 +0.167516440153122j,-0.0957351103425026 +0.165170326828957j,-0.099842257797718 +0.162720531225204j,-0.103886686265469 +0.160168677568436j,-0.107865996658802 +0.157516270875931j,-0.111777551472187 +0.154765069484711j,-0.115618966519833 +0.15191675722599j,-0.119387909770012 +0.148973062634468j,-0.123081862926483 +0.145935967564583j,-0.126698657870293 +0.142807215452194j,-0.130235865712166 +0.139588922262192j,-0.133691370487213 +0.136283040046692j,-0.137063041329384 +0.132891565561295j,-0.140348643064499 +0.129416793584824j,-0.143546193838119 +0.125860795378685j,-0.146653711795807 +0.122225761413574j,-0.149669170379639 +0.118514098227024j,-0.152590736746788 +0.114728003740311j,-0.155416518449783 +0.110869988799095j,-0.158144786953926 +0.106942392885685j,-0.160773858428001 +0.102947629988194j,-0.163302019238472 +0.0988883376121521j,-0.165727734565735 +0.094766914844513j,-0.168049409985542 +0.0905861184000969j,-0.170265659689903 +0.0863484665751457j,-0.172375082969665 +0.0820565596222878j,-0.17437632381916 +0.077713243663311j,-0.176268175244331 +0.0733210816979408j,-0.178049385547638 +0.0688829943537712j,-0.179718866944313 +0.0644016787409783j,-0.181275621056557 +0.059879869222641j,-0.182718589901924 +0.0553205721080303j,-0.184046909213066 +0.0507265627384186j,-0.185259759426117 +0.0461006462574005j,-0.186356350779533 +0.0414458736777306j,-0.187336012721062 +0.0367650166153908j,-0.188198119401932 +0.0320611707866192j,-0.188942119479179 +0.0273372139781714j,-0.18956758081913 +0.0225960072129965j,-0.19007408618927 +0.0178407225757837j,-0.190461322665215 +0.0130741409957409j,-0.190729036927223 +0.00829945411533119j,-0.190877079963684 +0.00351955625228585j,-0.19090536236763 -0.00126264372374861j,-0.190813824534416 -0.00604395801201461j,-0.190602570772171 -0.0108215697109699j,-0.190271735191345 -0.0155923003330827j,-0.189821481704712 -0.0203532502055168j,-0.189252123236656 -0.0251015163958072j,-0.188564002513885 -0.0298339370638132j,-0.187757566571236 -0.0345477312803268j,-0.186833322048187 -0.0392397604882717j,-0.185791835188866 -0.0439071655273437j,-0.184633761644363 -0.0485471077263355j,-0.183359861373901 -0.0531564988195896j,-0.1819708943367 -0.0577325336635113j,-0.180467709898949 -0.0622724331915378j,-0.178851306438446 -0.0667731687426567j,-0.177122667431831 -0.0712320879101753j,-0.175282895565033 -0.0756462290883064j,-0.173333153128624 -0.0800128951668739j,-0.171274617314339 -0.0843294486403465j,-0.169108629226685 -0.0885929986834526j,-0.166836485266685 -0.0928010419011116j,-0.164459705352783 -0.0969507694244385j,-0.161979734897614 -0.101039662957191j,-0.159398078918457 -0.105065234005451j,-0.15671643614769 -0.109024807810783j,-0.153936415910721 -0.112916029989719j,-0.151059851050377 -0.116736337542534j,-0.148088485002518 -0.120483383536339j,-0.145024165511131 -0.124154910445213j,-0.141868889331818 -0.12774845957756j,-0.138624519109726 -0.131261900067329j,-0.135293245315552 -0.134692937135696j,-0.131877079606056 -0.138039439916611j,-0.128378078341484 -0.14129938185215j,-0.124798603355885 -0.144470617175102j,-0.121140740811825 -0.147551238536835j,-0.117406941950321 -0.150539234280586j,-0.113599464297295 -0.153432756662369j,-0.109720639884472 -0.156230047345161j,-0.105773031711578 -0.158929273486137j,-0.101759068667889 -0.161528766155243j,-0.0976811647415161 -0.164026945829391j,-0.0935420393943787 -0.166422158479691j,-0.0893441587686539 -0.168712988495827j,-0.085090272128582 -0.170897901058197j,-0.0807830020785332 -0.172975599765778j,-0.0764249637722969 -0.174944773316383j,-0.0720190480351448 -0.176804140210152j,-0.0675678625702858 -0.178552597761154j,-0.0630743578076363 -0.180188983678818j,-0.0585412718355656 -0.181712314486504j,-0.0539713762700558 -0.183121651411057j,-0.0493676960468292 -0.184416055679321j,-0.0447329469025135 -0.185594752430916j,-0.0400702133774758 -0.186656981706619j,-0.0353823490440846 -0.187602072954178j,-0.0306721888482571 -0.188429474830627j,-0.0259428694844246 -0.189138621091843j,-0.021197272464633 -0.189729079604149j,-0.0164382811635733 -0.190200507640839j
