0.740982234477997 -0.298465371131897j,0.748924255371094 -0.277936488389969j,0.756297647953033 -0.257196635007858j,0.763096809387207 -0.236261546611786j,0.769316554069519 -0.215147033333778j,0.774952173233032 -0.193869486451149j,0.779999494552612 -0.172444447875023j,0.784454524517059 -0.150888457894325j,0.788313984870911 -0.129217877984047j,0.791574954986572 -0.107449240982533j,0.794234871864319 -0.0855989828705789j,0.796291768550873 -0.0636841282248498j,0.79774409532547 -0.0417205169796945j,0.79859071969986 -0.0197252836078406j,0.798830986022949 +0.00228496710769823j,0.798464834690094 +0.0242934860289096j,0.797492384910584 +0.0462835617363452j,0.795914471149445 +0.0682380869984626j,0.793732166290283 +0.0901411995291709j,0.790947318077088 +0.111975878477096j,0.787561893463135 +0.133725523948669j,0.783578455448151 +0.155373647809029j,0.779000163078308 +0.176903799176216j,0.773830473423004 +0.198299273848534j,0.768073201179505 +0.219544559717178j,0.761732757091522 +0.240623146295547j,0.754813849925995 +0.26151904463768j,0.747322022914887 +0.282216399908066j,0.739262640476227 +0.302699446678162j,0.730642199516296 +0.322952330112457j,0.721466839313507 +0.342960357666016j,0.711743712425232 +0.362708002328873j,0.701480209827423 +0.382180273532867j,0.690684080123901 +0.401362329721451j,0.67936372756958 +0.420239359140396j,0.667527437210083 +0.438797652721405j,0.655184268951416 +0.457022756338119j,0.642343640327454 +0.474900901317596j,0.629015386104584 +0.492418467998505j,0.615209460258484 +0.509562134742737j,0.600936710834503 +0.526318609714508j,0.586207449436188 +0.542675793170929j,0.571033120155335 +0.558620989322662j,0.555425226688385 +0.574141979217529j,0.53939563035965 +0.589227139949799j,0.522956430912018 +0.603864848613739j,0.506120562553406 +0.618043839931488j,0.488900125026703 +0.6317538022995j,0.471308439970017 +0.644984185695648j,0.453358918428421 +0.657724797725677j,0.43506520986557 +0.669966042041779j,0.416441142559052 +0.681698620319366j,0.397501230239868 +0.692913413047791j,0.378259211778641 +0.703602313995361j,0.358729958534241 +0.71375697851181j,0.338928371667862 +0.723369717597961j,0.318869441747666 +0.732433319091797j,0.298568397760391 +0.740940690040588j,0.278041034936905 +0.748885452747345j,0.257302165031433 +0.756261706352234j,0.236367985606194 +0.763063788414001j,0.215254351496697 +0.769286572933197j,0.193977251648903 +0.774925172328949j,0.172552898526192 +0.779975473880768j,0.150997906923294 +0.784433424472809j,0.129327923059464 +0.788295984268188j,0.107559695839882 +0.791559934616089j,0.0857098177075387 +0.794222950935364j,0.0637948513031007 +0.796282887458801j,0.0418314747512342 +0.797738254070282j,0.0198367126286031 +0.7985879778862j,-0.00217349035665384 +0.798831343650818j,-0.0241820514202117 +0.798468172550202j,-0.0461722500622272 +0.797498822212219j,-0.0681274160742759 +0.795923948287964j,-0.090030439198017 +0.793744742870331j,-0.111865498125553 +0.790962934494019j,-0.133615612983704 +0.787580490112305j,-0.155264303088188 +0.783600151538849j,-0.176795080304146 +0.779024839401245j,-0.19819164276123 +0.77385801076889j,-0.21943736076355 +0.768103837966919j,-0.240516841411591 +0.761766254901886j,-0.261413693428039 +0.754850387573242j,-0.282112091779709 +0.747361361980438j,-0.302596271038055 +0.739304900169373j,-0.322850704193115 +0.730687081813812j,-0.34285968542099 +0.721514701843262j,-0.362608671188354 +0.711794316768646j,-0.382082343101501 +0.701533496379852j,-0.401265949010849 +0.69074010848999j,-0.420144557952881 +0.679422378540039j,-0.438704490661621 +0.667588651180267j,-0.456931322813034 +0.655247986316681j,-0.474811255931854 +0.642409920692444j,-0.492330640554428 +0.629084050655365j,-0.509476244449615 +0.615280508995056j,-0.526235044002533 +0.601009905338287j,-0.542594313621521 +0.586282908916473j,-0.558541536331177 +0.571110785007477j,-0.5740647315979 +0.555505096912384j,-0.589152097702026 +0.539477527141571j,-0.60379159450531 +0.523041009902954j,-0.617973208427429 +0.506206810474396j,-0.631685614585876 +0.488988280296326j,-0.644918382167816 +0.471398442983627j,-0.657661497592926 +0.453450709581375j,-0.669905304908752 +0.4351586997509j,-0.68164050579071 +0.416536271572113j,-0.692858099937439 +0.397597581148148j,-0.703549683094025 +0.37835705280304j,-0.713707089424133 +0.358829230070114j,-0.723322629928589 +0.339028954505921j,-0.732388913631439 +0.318971276283264j,-0.740898907184601 +0.298672169446945j,-0.748846650123596 +0.278145551681519j,-0.756225824356079 +0.25740772485733j,-0.763030827045441 +0.236474484205246j,-0.769256472587585 +0.215361699461937j,-0.774898111820221 +0.194085419178009j,-0.779951333999634 +0.172661796212196j
0.700175583362579 -0.38456517457962j,0.710505306720734 -0.365127950906754j,0.720295548439026 -0.345413535833359j,0.729538917541504 -0.325436860322952j,0.738228440284729 -0.305213034152985j,0.746357262134552 -0.284757882356644j,0.753919541835785 -0.264086157083511j,0.76090943813324 -0.243213921785355j,0.767321646213532 -0.222157016396523j,0.773151159286499 -0.200931504368782j,0.778393745422363 -0.179553374648094j,0.78304523229599 -0.158039271831513j,0.787102222442627 -0.136404857039452j,0.790561676025391 -0.11466683447361j,0.793420851230621 -0.0928417742252351j,0.795677602291107 -0.070946216583252j,0.797330260276795 -0.0489967800676823j,0.798377513885498 -0.0270105376839638j,0.798818647861481 -0.00500339921563871j,0.798653185367584 +0.0170075371861457j,0.797881424427033 +0.0390055514872073j,0.796503841876984 +0.0609739646315574j,0.794521510601044 +0.0828960761427879j,0.791936039924622 +0.104754880070686j,0.788749158382416 +0.126534506678581j,0.784963488578796 +0.148218080401421j,0.780581772327423 +0.169789090752602j,0.775607407093048 +0.191231206059456j,0.770044207572937 +0.212528139352798j,0.763896346092224 +0.233663320541382j,0.757168471813202 +0.254621475934982j,0.749865710735321 +0.275386303663254j,0.741993606090546 +0.295942038297653j,0.733558177947998 +0.316273093223572j,0.724565863609314 +0.336363643407822j,0.715023338794708 +0.3561991751194j,0.704937875270844 +0.375764280557632j,0.694317221641541 +0.395044058561325j,0.683169364929199 +0.414023876190186j,0.671502888202667 +0.432689398527145j,0.659326672554016 +0.451026052236557j,0.646649777889252 +0.469020575284958j,0.633481800556183 +0.486659020185471j,0.619832932949066 +0.503927946090698j,0.605713367462158 +0.52081423997879j,0.591134011745453 +0.537305116653442j,0.576106011867523 +0.553387820720673j,0.560640394687653 +0.56905061006546j,0.544749081134796 +0.584281325340271j,0.528444170951843 +0.599068403244019j,0.511738061904907 +0.61340069770813j,0.494643390178681 +0.627267241477966j,0.477173447608948 +0.640657246112823j,0.459340929985046 +0.653561115264893j,0.441159665584564 +0.665968775749207j,0.422643452882767 +0.677870750427246j,0.403806298971176 +0.68925803899765j,0.384662538766861 +0.700122058391571j,0.365227103233338 +0.710454344749451j,0.34551402926445 +0.720247328281403j,0.325538635253906 +0.72949355840683j,0.305316060781479 +0.738185822963715j,0.284861654043198 +0.746317684650421j,0.264191001653671 +0.753882825374603j,0.243320137262344 +0.760875523090363j,0.222264140844345 +0.767290592193604j,0.201039358973503 +0.773123145103455j,0.179662004113197 +0.778368651866913j,0.158148169517517 +0.783023238182068j,0.13651467859745 +0.787083208560944j,0.11477717012167 +0.790545642375946j,0.0929524749517442 +0.79340785741806j,0.0710572451353074 +0.795667707920075j,0.0491080470383168 +0.797323405742645j,0.0271215736865998 +0.798373758792877j,0.005114866886288 +0.798817932605744j,-0.0168960858136415 +0.798655569553375j,-0.0388942211866378 +0.797886908054352j,-0.0608628056943416 +0.796512365341187j,-0.0827851966023445 +0.794533133506775j,-0.104644723236561 +0.791950523853302j,-0.126424416899681 +0.788766801357269j,-0.148108512163162 +0.784984111785889j,-0.169680163264275 +0.780605435371399j,-0.191122978925705 +0.775634109973908j,-0.212420672178268 +0.77007383108139j,-0.23355707526207 +0.763928830623627j,-0.254515826702118 +0.757204055786133j,-0.275281667709351 +0.749904155731201j,-0.295838505029678 +0.742034912109375j,-0.31617072224617 +0.733602285385132j,-0.336262881755829 +0.724612653255463j,-0.356099754571915 +0.715072870254517j,-0.375665903091431 +0.704990327358246j,-0.39494714140892 +0.694372355937958j,-0.413928866386414 +0.683226943016052j,-0.432595372200012 +0.671563446521759j,-0.450934052467346 +0.659389674663544j,-0.468930333852768 +0.646715223789215j,-0.486570596694946 +0.633549749851227j,-0.503841459751129 +0.619903266429901j,-0.520729720592499 +0.605786085128784j,-0.537222623825073 +0.59120899438858j,-0.553307712078094 +0.576183021068573j,-0.568972587585449 +0.56071949005127j,-0.584205567836761 +0.544830322265625j,-0.59899491071701 +0.528527498245239j,-0.613329470157623 +0.511823356151581j,-0.627197921276093 +0.494731217622757j,-0.640590667724609 +0.477262824773789j,-0.653497040271759 +0.459432125091553j,-0.665907204151154 +0.441252589225769j,-0.677811801433563 +0.422738045454025j,-0.689201772212982 +0.403902441263199j,-0.700068414211273 +0.38476026058197j,-0.710403561592102 +0.365325927734375j,-0.720199286937714 +0.345614194869995j,-0.729448258876801 +0.325640082359314j,-0.73814332485199 +0.305418759584427j,-0.746278047561646 +0.284965515136719j,-0.753845870494843 +0.264296591281891j
0.649407923221588 -0.465194046497345j,0.661978423595429 -0.447124987840653j,0.674046337604523 -0.428716450929642j,0.685602426528931 -0.409982353448868j,0.696637809276581 -0.390937387943268j,0.707144439220429 -0.371595174074173j,0.71711415052414 -0.351970911026001j,0.726539433002472 -0.332079380750656j,0.735413074493408 -0.311935693025589j,0.743728339672089 -0.291555225849152j,0.751478731632233 -0.270953714847565j,0.758658766746521 -0.250146120786667j,0.7652627825737 -0.229148596525192j,0.771285772323609 -0.207977086305618j,0.776723146438599 -0.186647698283196j,0.781570851802826 -0.165176585316658j,0.785824954509735 -0.143580421805382j,0.789482593536377 -0.121874906122685j,0.792540788650513 -0.10007680952549j,0.794997215270996 -0.078202746808529j,0.796850025653839 -0.0562693178653718j,0.798097848892212 -0.0342931523919106j,0.798739731311798 -0.0122913420200348j,0.798775136470795 +0.00972017459571357j,0.798204123973847 +0.0317243188619613j,0.797027051448822 +0.0537043735384941j,0.795244753360748 +0.075643666088581j,0.79285877943039 +0.0975255295634269j,0.789870798587799 +0.119332939386368j,0.786283075809479 +0.141050145030022j,0.782098412513733 +0.162660256028175j,0.777319848537445 +0.184146866202354j,0.771951138973236 +0.20549364387989j,0.765996336936951 +0.226684406399727j,0.759460031986237 +0.247702717781067j,0.752347052097321 +0.268533319234848j,0.744662821292877 +0.289160013198853j,0.736413180828095 +0.309567183256149j,0.727604448795319 +0.329739302396774j,0.71824324131012 +0.34966105222702j,0.708336889743805 +0.369317024946213j,0.697892606258392 +0.388692885637283j,0.686918377876282 +0.407773643732071j,0.675422668457031 +0.426544815301895j,0.663414061069489 +0.444992125034332j,0.650901794433594 +0.463101536035538j,0.637895584106445 +0.480859071016312j,0.624404788017273 +0.498251795768738j,0.610439896583557 +0.515266239643097j,0.596011579036713 +0.53188943862915j,0.581130683422089 +0.548108816146851j,0.565808594226837 +0.563912093639374j,0.550057232379913 +0.579286873340607j,0.53388786315918 +0.594222128391266j,0.517313182353973 +0.60870623588562j,0.500345766544342 +0.622728168964386j,0.482998430728912 +0.636277258396149j,0.465284705162048 +0.649343073368073j,0.447217375040054 +0.661916077136994j,0.428810507059097 +0.673986494541168j,0.410078078508377 +0.685545206069946j,0.391034245491028 +0.696583390235901j,0.371693551540375 +0.707092702388764j,0.352070957422257 +0.717065036296845j,0.332180768251419 +0.726493060588837j,0.312038332223892 +0.735369503498078j,0.291658967733383 +0.743687629699707j,0.271058171987534 +0.751441061496735j,0.250251591205597 +0.758624017238617j,0.22925540804863 +0.765230774879456j,0.208084732294083 +0.771256744861603j,0.186756104230881 +0.776697099208832j,0.165285632014275 +0.781547725200653j,0.143689706921578 +0.785804986953735j,0.121984712779522 +0.789465606212616j,0.100187420845032 +0.792526781558991j,0.0783137083053589 +0.794986248016358j,0.0563805364072323 +0.796842157840729j,0.0344045422971249 +0.79809308052063j,0.0124024190008641 +0.7987380027771j,-0.00960907340049739 +0.798776507377625j,-0.0316129364073276 +0.79820853471756j,-0.0535931587219238 +0.797034502029419j,-0.0755326822400093 +0.795255303382874j,-0.0974148660898208 +0.792872369289398j,-0.119223088026047 +0.789887368679047j,-0.140940800309181 +0.78630268573761j,-0.16255110502243 +0.782121062278748j,-0.184038370847702 +0.777345538139343j,-0.20538592338562 +0.771979808807373j,-0.226577520370483 +0.766027927398682j,-0.247597083449364 +0.759494483470917j,-0.268428325653076 +0.75238448381424j,-0.289056092500687 +0.744703114032745j,-0.309464424848557 +0.736456394195557j,-0.329637765884399 +0.727650463581085j,-0.34956082701683 +0.718292057514191j,-0.369218498468399 +0.708388268947601j,-0.38859549164772 +0.697946786880493j,-0.407677799463272 +0.686975300312042j,-0.426450878381729 +0.675481915473938j,-0.444899201393127 +0.663476407527924j,-0.463010400533676 +0.650966644287109j,-0.48077005147934 +0.637962639331818j,-0.498164683580399 +0.624474346637726j,-0.515181064605713 +0.610511839389801j,-0.531806290149689 +0.596085846424103j,-0.548027753829956 +0.58120721578598j,-0.563833117485046 +0.565887331962586j,-0.57921040058136 +0.550137758255005j,-0.594147861003876 +0.533970534801483j,-0.608634233474731 +0.517397880554199j,-0.622658550739288 +0.500432372093201j,-0.636209607124329 +0.483087539672852j,-0.649278104305267 +0.465375274419785j,-0.661853611469269 +0.447309732437134j,-0.673926651477814 +0.428904533386231j,-0.685487926006317 +0.410173684358597j,-0.696528851985932 +0.391131430864334j,-0.707040846347809 +0.371792197227478j,-0.717016100883484 +0.352170705795288j
0.589401662349701 -0.539204895496369j,0.604034006595612 -0.522761046886444j,0.61820787191391 -0.505920231342316j,0.631912231445313 -0.488695353269577j,0.645136654376984 -0.471099704504013j,0.65787148475647 -0.453146070241928j,0.670106828212738 -0.434848368167877j,0.681833386421204 -0.416220515966415j,0.693042159080505 -0.397276639938355j,0.70372486114502 -0.37803116440773j,0.713873028755188 -0.358498960733414j,0.723479390144348 -0.338694274425507j,0.732536435127258 -0.318632394075394j,0.741037309169769 -0.298328578472138j,0.748975515365601 -0.277798295021057j,0.756345093250275 -0.257057100534439j,0.763140261173248 -0.236121073365212j,0.769356191158295 -0.215005427598953j,0.774987876415253 -0.193726494908333j,0.780031263828278 -0.172300517559052j,0.78448235988617 -0.150743693113327j,0.788337826728821 -0.129072397947311j,0.791594743728638 -0.107303537428379j,0.794250667095184 -0.0854528024792671j,0.796303451061249 -0.063537172973156j,0.797751784324646 -0.0415733382105828j,0.798594355583191 -0.0195778831839562j,0.798830568790436 +0.0024323782417923j,0.798460304737091 +0.0244404394179582j,0.797483801841736 +0.0464303344488144j,0.795901834964752 +0.0683849528431892j,0.793715536594391 +0.0902876704931259j,0.79092663526535 +0.11212183535099j,0.787537217140198 +0.133870869874954j,0.783549904823303 +0.155517876148224j,0.778967559337616 +0.177047178149223j,0.773793876171112 +0.198442071676254j,0.768032670021057 +0.219686284661293j,0.76168829202652 +0.240763708949089j,0.754765629768372 +0.26165834069252j,0.747269988059998 +0.282353907823563j,0.739206969738007 +0.302835494279861j,0.730582594871521 +0.323087155818939j,0.721403539180756 +0.343093484640122j,0.711676776409149 +0.362839341163635j,0.701409637928009 +0.382309705018997j,0.690610229969025 +0.401489466428757j,0.679286181926727 +0.420364707708359j,0.667446434497833 +0.438920825719833j,0.655099928379059 +0.457143664360046j,0.642256021499634 +0.47501939535141j,0.62892472743988 +0.492534220218659j,0.615115642547608 +0.509675323963165j,0.600839555263519 +0.526429533958435j,0.586107313632965 +0.542783975601196j,0.570930063724518 +0.558726370334625j,0.555319249629974 +0.574244499206543j,0.539287209510803 +0.58932638168335j,0.522845327854157 +0.603961110115051j,0.506006538867951 +0.618137240409851j,0.4887835085392 +0.63184404373169j,0.471189439296723 +0.645071148872376j,0.453237533569336 +0.657808482646942j,0.434941858053207 +0.670046091079712j,0.416315704584122 +0.681775212287903j,0.397373378276825 +0.692986726760864j,0.378129363059998 +0.703672111034393j,0.35859826207161 +0.713823139667511j,0.338794857263565 +0.723432302474976j,0.318734616041184 +0.732491970062256j,0.298432022333145 +0.740995645523071j,0.277902811765671 +0.748936712741852j,0.257162630558014 +0.75630921125412j,0.236227199435234 +0.763107419013977j,0.215112403035164 +0.769326210021973j,0.193834647536278 +0.77496087551117j,0.172409355640411 +0.780007183551788j,0.150853186845779 +0.784461319446564j,0.129182428121567 +0.788319826126099j,0.10741363465786 +0.791579782962799j,0.0855632424354554 +0.794238746166229j,0.0636482983827591 +0.796294629573822j,0.0416846573352814 +0.797745943069458j,0.0196893531829119 +0.798591613769531j,-0.00232090149074791 +0.798830926418305j,-0.0243294071406126 +0.798463702201843j,-0.0463194251060486 +0.797490298748016j,-0.0682738944888115 +0.795911371707916j,-0.0901769027113914 +0.793728113174439j,-0.112011462450027 +0.790942251682282j,-0.133760944008827 +0.787555873394013j,-0.155408889055252 +0.783571481704712j,-0.176938474178314 +0.778992295265198j,-0.198334082961082 +0.773821592330933j,-0.219579100608826 +0.768063306808472j,-0.240657404065132 +0.761721909046173j,-0.26155298948288 +0.754802107810974j,-0.282249987125397 +0.747309267520905j,-0.302732348442078 +0.739249169826508j,-0.322985202074051 +0.730627655982971j,-0.342992812395096 +0.721451461315155j,-0.36274003982544 +0.711727440357208j,-0.382211804389954 +0.701462984085083j,-0.401393413543701 +0.690666019916535j,-0.42027023434639 +0.679344594478607j,-0.438827991485596 +0.667507469654083j,-0.457052558660507 +0.655163526535034j,-0.474929481744766 +0.642322540283203j,-0.492446422576904 +0.628993451595307j,-0.509589493274689 +0.615186750888825j,-0.526345670223236 +0.600913047790527j,-0.542702198028565 +0.586183071136475j,-0.558646678924561 +0.571007966995239j,-0.574167013168335 +0.555399417877197j,-0.589251399040222 +0.539369106292725j,-0.603888332843781 +0.522929310798645j,-0.618066847324371 +0.506092488765717j,-0.631776034832001 +0.488871365785599j,-0.645005166530609 +0.471279740333557j,-0.657745003700256 +0.453329652547836j,-0.669985413551331 +0.435035347938538j
0.521010279655457 -0.605544865131378j,0.537496387958527 -0.590960085391998j,0.553574502468109 -0.575926661491394j,0.569232285022736 -0.560455977916718j,0.584457576274872 -0.544559955596924j,0.599239408969879 -0.528250277042389j,0.613566219806671 -0.511539518833161j,0.627427279949188 -0.494440376758575j,0.640811860561371 -0.47696578502655j,0.653709948062897 -0.459129095077515j,0.666111469268799 -0.440944105386734j,0.678007483482361 -0.422424018383026j,0.689388751983643 -0.403583228588104j,0.700246572494507 -0.38443598151207j,0.71057265996933 -0.36499685049057j,0.720359265804291 -0.34528061747551j,0.729598820209503 -0.325302541255951j,0.738284587860108 -0.305077165365219j,0.746409833431244 -0.284620136022568j,0.753968298435211 -0.263947069644928j,0.760954320430756 -0.243073523044586j,0.767362654209137 -0.222015455365181j,0.773188173770905 -0.20078918337822j,0.778426766395569 -0.179410070180893j,0.78307431936264 -0.157894790172577j,0.787127375602722 -0.136259600520134j,0.790582835674286 -0.11452092975378j,0.793437957763672 -0.0926953479647637j,0.795690655708313 -0.0707997381687164j,0.797339260578156 -0.0488500148057938j,0.798382461071015 -0.0268632099032402j,0.798819541931152 -0.00485597597435116j,0.798650085926056 +0.0171549059450626j,0.797874212265015 +0.0391527786850929j,0.796492636203766 +0.0611205622553826j,0.794506251811981 +0.0830423012375832j,0.79191666841507 +0.104901008307934j,0.788725793361664 +0.126680061221123j,0.7849360704422 +0.148362904787064j,0.780550420284271 +0.169933125376701j,0.775572180747986 +0.191373959183693j,0.77000504732132 +0.212669864296913j,0.763853251934052 +0.233804285526276j,0.757121503353119 +0.254761219024658j,0.749814867973328 +0.2755246758461j,0.741939127445221 +0.296078622341156j,0.733499944210053 +0.316408097743988j,0.724503815174103 +0.336497366428375j,0.714957594871521 +0.356331139802933j,0.70486855506897 +0.375894337892532j,0.69424432516098 +0.39517217874527j,0.683093190193176 +0.414149641990662j,0.671423256397247 +0.432812988758087j,0.659243524074555 +0.451147705316544j,0.646563172340393 +0.469139903783798j,0.633392035961151 +0.486775904893875j,0.619739890098572 +0.504042327404022j,0.605617582798004 +0.520925760269165j,0.591035068035126 +0.537413954734802j,0.576003909111023 +0.553494095802307j,0.560535371303558 +0.569154024124146j,0.544641256332398 +0.584381818771362j,0.528333604335785 +0.599165916442871j,0.511625111103058 +0.613494873046875j,0.494527935981751 +0.627358257770538j,0.477055191993713 +0.640745341777802j,0.459220290184021 +0.653645873069763j,0.441036760807037 +0.666050136089325j,0.422518312931061 +0.677948713302612j,0.403679400682449 +0.689332365989685j,0.384533673524857 +0.700192868709564j,0.365096002817154 +0.710521697998047j,0.345381140708923 +0.720311105251312j,0.325404047966003 +0.729553580284119j,0.305179834365845 +0.738242149353027j,0.284724324941635 +0.746370077133179j,0.264052271842957 +0.75393146276474j,0.243179693818092 +0.760920405387879j,0.22212253510952 +0.767331600189209j,0.200896695256233 +0.773160219192505j,0.179518342018127 +0.778401792049408j,0.158004060387611 +0.783052325248718j,0.136369422078133 +0.787108361721039j,0.114631250500679 +0.790566861629486j,0.0928060784935951 +0.793425023555756j,0.0709104090929031 +0.795680820941925j,0.0489609055221081 +0.797332465648651j,0.0269746314734221 +0.798378705978394j,0.00496746553108096 +0.798818826675415j,-0.0170434545725584 +0.798652470111847j,-0.0390414521098137 +0.797879695892334j,-0.0610097870230675 +0.796501100063324j,-0.0829314365983009 +0.794517874717713j,-0.10479050129652 +0.791931331157684j,-0.126569986343384 +0.788743495941162j,-0.148253381252289 +0.784956753253937j,-0.169824197888374 +0.780574083328247j,-0.191266104578972 +0.775598824024201j,-0.212562412023544 +0.770034730434418j,-0.233697697520256 +0.763885915279389j,-0.254655539989471 +0.757157027721405j,-0.275420039892197 +0.749853372573853j,-0.295975416898727 +0.741980314254761j,-0.316306084394455 +0.733543932437897j,-0.336396247148514 +0.724550783634186j,-0.356231361627579 +0.715007305145264j,-0.375795990228653 +0.704921007156372j,-0.395075291395187 +0.694299459457398j,-0.41405463218689 +0.683150768280029j,-0.432719618082047 +0.671483457088471j,-0.451056033372879 +0.659306228160858j,-0.469049990177155 +0.646628439426422j,-0.486687809228897 +0.633459746837616j,-0.503955543041229 +0.619810521602631j,-0.520841240882874 +0.605690181255341j,-0.537331461906433 +0.591110110282898j,-0.553413689136505 +0.576081156730652j,-0.5690758228302 +0.560614824295044j,-0.584305822849274 +0.54472279548645j,-0.599092185497284 +0.528417229652405j,-0.613423705101013 +0.511710464954376j
0.445206791162491 -0.663270056247711j,0.463312149047852 -0.650751888751984j,0.481065779924393 -0.637739717960358j,0.49845415353775 -0.624243319034577j,0.515463769435883 -0.61027318239212j,0.532082319259644 -0.595839440822601j,0.548296868801117 -0.580953299999237j,0.564095139503479 -0.565626084804535j,0.57946515083313 -0.549869418144226j,0.594395101070404 -0.53369528055191j,0.60887360572815 -0.517116248607635j,0.622889995574951 -0.500144243240356j,0.63643354177475 -0.482792496681213j,0.64949381351471 -0.465074211359024j,0.662060916423798 -0.447002828121185j,0.67412543296814 -0.428592056035996j,0.685677886009216 -0.409856200218201j,0.696709871292114 -0.390808790922165j,0.70721298456192 -0.37146469950676j,0.7171790599823 -0.351838558912277j,0.726600706577301 -0.331945300102234j,0.735470592975617 -0.311800003051758j,0.743781924247742 -0.291418313980103j,0.751528739929199 -0.270815014839172j,0.758704900741577 -0.250006109476089j,0.765305042266846 -0.229007393121719j,0.771324157714844 -0.207834750413895j,0.776757597923279 -0.186504364013672j,0.781601190567017 -0.165032729506493j,0.78585147857666 -0.143435433506966j,0.789505064487457 -0.121729210019112j,0.792559206485748 -0.0999305620789528j,0.795011639595032 -0.078056052327156j,0.796860456466675 -0.0561222694814205j,0.798104166984558 -0.0341462790966034j,0.7987419962883 -0.0121439509093761j,0.798773348331452 +0.00986759550869468j,0.798198223114014 +0.0318716280162335j,0.797017097473145 +0.053851455450058j,0.795230805873871 +0.0757904127240181j,0.792840778827667 +0.0976714342832566j,0.789848744869232 +0.119478709995747j,0.786257028579712 +0.141195237636566j,0.782068312168121 +0.162804573774338j,0.777285873889923 +0.184290304780006j,0.771913290023804 +0.205635726451874j,0.765954613685608 +0.226825401186943j,0.759414315223694 +0.247842863202095j,0.752297461032868 +0.26867213845253j,0.744609475135803 +0.289297431707382j,0.736356019973755 +0.309703081846237j,0.727543771266937 +0.329873234033585j,0.718178868293762 +0.349793255329132j,0.708268702030182 +0.369447708129883j,0.697820842266083 +0.388821661472321j,0.686843156814575 +0.407900422811508j,0.675343930721283 +0.426669448614121j,0.663332164287567 +0.445114225149155j,0.650816559791565 +0.463221341371536j,0.637806832790375 +0.480976790189743j,0.624312877655029 +0.498367041349411j,0.61034482717514 +0.515378892421723j,0.595913410186768 +0.531999409198761j,0.581029832363129 +0.548215806484223j,0.565704822540283 +0.564016222953796j,0.549950301647186 +0.579388380050659j,0.533778250217438 +0.59432065486908j,0.517200887203217 +0.608801662921906j,0.500230848789215 +0.622820436954498j,0.482881307601929 +0.636366128921509j,0.465164870023727 +0.649428904056549j,0.447095215320587 +0.661998569965363j,0.428686141967773 +0.674065589904785j,0.409951508045197 +0.685620844364166j,0.390905678272247 +0.696655571460724j,0.371563404798508 +0.707161128520966j,0.351938635110855 +0.71713000535965j,0.332046717405319 +0.726554334163666j,0.311902612447739 +0.735427081584931j,0.29152175784111 +0.743741393089295j,0.270919531583786 +0.751491069793701j,0.250111967325211 +0.758670032024384j,0.229114189743996 +0.765273094177246j,0.207942396402359 +0.771295130252838j,0.186612769961357 +0.776731550693512j,0.165141403675079 +0.781578242778778j,0.143544673919678 +0.785831511020661j,0.121839389204979 +0.789488077163696j,0.100041158497334 +0.792545258998871j,0.0781669840216636 +0.795000731945038j,0.0562334842979908 +0.79685252904892j,0.0342572666704654 +0.798099398612976j,0.0122554125264287 +0.798740267753601j,-0.00975610967725519 +0.798774719238281j,-0.0317602418363095 +0.798202693462372j,-0.0537402406334877 +0.797024607658386j,-0.0756794512271882 +0.795241415500641j,-0.0975611731410027 +0.792854368686676j,-0.119368471205235 +0.789865434169769j,-0.141085505485535 +0.786276698112488j,-0.162695437669754 +0.782091081142426j,-0.184181839227676 +0.777311563491821j,-0.205528393387795 +0.771941900253296j,-0.226718887686729 +0.765986144542694j,-0.247736886143684 +0.759448945522308j,-0.268567144870758 +0.752334952354431j,-0.289193511009216 +0.744649827480316j,-0.309600293636322 +0.736399233341217j,-0.329772025346756 +0.72758960723877j,-0.349693387746811 +0.718227505683899j,-0.369348883628845 +0.708320319652557j,-0.388724267482758 +0.697875082492828j,-0.407804548740387 +0.686900019645691j,-0.426575183868408 +0.675403475761414j,-0.445021957159042 +0.663394093513489j,-0.463130831718445 +0.650880992412567j,-0.480888068675995 +0.637873709201813j,-0.498280197381973 +0.624382138252258j,-0.515293419361115 +0.610417008399963j,-0.531915962696076 +0.595987915992737j,-0.548134684562683 +0.581106305122376j
