0.0121665941551328 -0.153566464781761j,0.000952852657064795 -0.156892463564873j,-0.0105516631156206 -0.159441098570824j,-0.022287305444479 -0.161197498440742j,-0.0341941602528095 -0.162151977419853j,-0.046212512999773 -0.162299945950508j,-0.0582833215594292 -0.161641910672188j,-0.0703486353158951 -0.1601832062006j,-0.0823520198464394 -0.15793389081955j,-0.0942389518022537 -0.154908537864685j,-0.105957165360451 -0.151125967502594j,-0.117456994950771 -0.146608978509903j,-0.128691673278809 -0.141384035348892j,-0.139617592096329 -0.135481044650078j,-0.15019454061985 -0.128932893276215j,-0.16038590669632 -0.121775239706039j,-0.17015877366066 -0.114046059548855j,-0.179484158754349 -0.105785362422466j,-0.188336983323097 -0.09703478962183j,-0.196696206927299 -0.0878373011946678j,-0.20454478263855 -0.078236810863018j,-0.211869686841965 -0.0682778432965279j,-0.2186618745327 -0.0580052211880684j,-0.224916130304337 -0.0474637448787689j,-0.230631083250046 -0.0366979017853737j,-0.235808998346329 -0.0257516093552113j,-0.240455642342567 -0.0146679170429707j,-0.24458010494709 -0.00348881841637194j,-0.248194664716721 +0.00774498376995325j,-0.251314520835876 +0.0189942419528961j,-0.253957629203796 +0.0302213523536921j,-0.256144434213638 +0.0413904525339603j,-0.257897645235062 +0.052467554807663j,-0.259242087602615 +0.0634206309914589j,-0.260204255580902 +0.0742196515202522j,-0.260812342166901 +0.0848366245627403j,-0.26109579205513 +0.0952456295490265j,-0.261085122823715 +0.105422772467136j,-0.260811686515808 +0.115346185863018j,-0.260307550430298 +0.124995946884155j,-0.259605079889297 +0.134354025125504j,-0.258736848831177 +0.143404185771942j,-0.257735460996628 +0.152131929993629j,-0.256633251905441 +0.160524308681488j,-0.255462229251862 +0.16856986284256j,-0.254253774881363 +0.176258444786072j,-0.25303852558136 +0.18358114361763j,-0.251846253871918 +0.190530017018318j,-0.250705689191818 +0.19709812104702j,-0.249644413590431 +0.203279182314873j,-0.248688638210297 +0.209067568182945j,-0.247863218188286 +0.214458107948303j,-0.247191444039345 +0.219445899128914j,-0.246694982051849 +0.224026277661324j,-0.246393725275993 +0.228194579482079j,-0.246305778622627 +0.231946110725403j,-0.246447339653969 +0.235275983810425j,-0.246832579374313 +0.238179013133049j,-0.24747359752655 +0.240649670362473j,-0.248380362987518 +0.24268202483654j,-0.249560624361038 +0.244269624352455j,-0.251019835472107 +0.245405539870262j,-0.25276106595993 +0.246082231402397j,-0.254785090684891 +0.246291697025299j,-0.257090121507645 +0.246025383472443j,-0.259671866893768 +0.2452742010355j,-0.262523531913757 +0.244028702378273j,-0.265635669231415 +0.242279022932053j,-0.268996208906174 +0.240015059709549j,-0.272590458393097 +0.237226501107216j,-0.276400953531265 +0.233903095126152j,-0.280407667160034 +0.23003463447094j,-0.284587770700455 +0.225611239671707j,-0.288915812969208 +0.220623508095741j,-0.293363749980927 +0.215062662959099j,-0.297900855541229 +0.208920866250992j,-0.302493900060654 +0.202191352844238j,-0.307107210159302 +0.194868698716164j,-0.311702758073807 +0.18694905936718j,-0.316240251064301 +0.178430408239365j,-0.32067734003067 +0.169312834739685j,-0.324969708919525 +0.159598723053932j,-0.329071372747421 +0.149293050169945j,-0.33293479681015 +0.138403624296188j,-0.336511135101318 +0.126941308379173j,-0.339750587940216 +0.114920288324356j,-0.342602640390396 +0.102358184754848j,-0.345016360282898 +0.0892763808369637j,-0.346940726041794 +0.075700081884861j,-0.348325163125992 +0.0616585165262222j,-0.349119633436203 +0.0471850447356701j,-0.349275320768356 +0.0323172435164452j,-0.348744869232178 +0.0170969497412443j,-0.347482949495316 +0.00157028390094638j,-0.345446616411209 -0.0142123699188232j,-0.342595785856247 -0.0301964525133371j,-0.338893711566925 -0.0463233180344105j,-0.334307432174683 -0.0625304132699966j,-0.32880824804306 -0.0787514820694923j,-0.322372108697891 -0.0949168056249619j,-0.314980179071426 -0.110953517258167j,-0.306619018316269 -0.126785963773727j,-0.297281175851822 -0.14233610033989j,-0.286965429782867 -0.157523944973946j,-0.275677233934402 -0.172268018126488j,-0.263428777456284 -0.186485961079597j,-0.250239431858063 -0.200095072388649j,-0.236135840415955 -0.213012889027596j,-0.221152007579803 -0.225157856941223j,-0.205329477787018 -0.236449971795082j,-0.188717216253281 -0.246811524033546j,-0.171371653676033 -0.256167709827423j,-0.153356462717056 -0.264447391033173j,-0.134742468595505 -0.27158385515213j,-0.115607239305973 -0.277515411376953j,-0.0960348695516586 -0.282186090946198j,-0.0761154592037201 -0.285546481609344j,-0.0559447072446346 -0.287554174661636j,-0.0356232784688473 -0.288174420595169j,-0.0152562186121941 -0.287380754947662j,0.00504775671288371 -0.285155445337296j
-0.00267229531891644 -0.153753831982613j,-0.0142304841428995 -0.156014651060104j,-0.0260106641799212 -0.157462239265442j,-0.0379508323967457 -0.158086642622948j,-0.049989141523838 -0.15788322687149j,-0.06206439062953 -0.156852573156357j,-0.0741164684295654 -0.1550003439188j,-0.0860868245363235 -0.15233713388443j,-0.0979188308119774 -0.148878186941147j,-0.10955822467804 -0.144643202424049j,-0.120953395962715 -0.13965605199337j,-0.132055774331093 -0.133944436907768j,-0.142820060253143 -0.127539575099945j,-0.153204500675201 -0.120475925505161j,-0.1631710678339 -0.112790696322918j,-0.172685667872429 -0.104523606598377j,-0.18171826004982 -0.0957164391875267j,-0.19024296104908 -0.08641267567873j,-0.198238059878349 -0.0766571685671806j,-0.20568610727787 -0.0664957016706467j,-0.212573856115341 -0.0559746846556664j,-0.218892231583595 -0.0451407916843891j,-0.224636271595955 -0.0340406261384487j,-0.229804992675781 -0.0227204039692879j,-0.234401270747185 -0.0112256621941924j,-0.238431692123413 +0.00039901421405375j,-0.241906389594078 +0.0121102426201105j,-0.244838804006577 +0.0238660741597414j,-0.247245520353317 +0.0356261767446995j,-0.249145999550819 +0.0473520271480083j,-0.250562369823456 +0.059007041156292j,-0.251519203186035 +0.0705567002296448j,-0.252043217420578 +0.0819686353206635j,-0.252163052558899 +0.0932127013802528j,-0.251909017562866 +0.104261010885239j,-0.251312792301178 +0.115087918937206j,-0.25040727853775 +0.125670075416565j,-0.249226272106171 +0.135986328125j,-0.247804254293442 +0.14601768553257j,-0.246176138520241 +0.155747264623642j,-0.244377091526985 +0.165160179138184j,-0.242442294955254 +0.174243375658989j,-0.24040675163269 +0.18298564851284j,-0.23830509185791 +0.191377326846123j,-0.236171379685402 +0.199410274624825j,-0.234039008617401 +0.207077652215958j,-0.23194046318531 +0.214373782277107j,-0.229907214641571 +0.221293956041336j,-0.227969586849213 +0.227834284305573j,-0.226156637072563 +0.23399156332016j,-0.224496006965637 +0.239763006567955j,-0.22301384806633 +0.245146214962006j,-0.221734717488289 +0.250138878822327j,-0.220681443810463 +0.254738688468933j,-0.21987509727478 +0.258943229913712j,-0.21933488547802 +0.262749791145325j,-0.219078049063683 +0.266155272722244j,-0.21911983191967 +0.269155979156494j,-0.219473376870155 +0.271747708320618j,-0.220149651169777 +0.273925483226776j,-0.221157401800156 +0.275683611631393j,-0.222503125667572 +0.277015626430511j,-0.224190905690193 +0.2779141664505j,-0.226222425699234 +0.278371065855026j,-0.228596910834312 +0.278377264738083j,-0.231311023235321 +0.27792301774025j,-0.234358847141266 +0.276997715234756j,-0.237731859087944 +0.275590151548386j,-0.241418793797493 +0.273688465356827j,-0.245405703783035 +0.271280407905579j,-0.249675840139389 +0.268353343009949j,-0.254209697246552 +0.26489445567131j,-0.258984982967377 +0.260890960693359j,-0.263976573944092 +0.256330162286758j,-0.269156515598297 +0.251199871301651j,-0.274494111537933 +0.245488494634628j,-0.279955983161926 +0.239185228943825j,-0.285506010055542 +0.232280448079109j,-0.291105449199677 +0.22476589679718j,-0.29671311378479 +0.216634929180145j,-0.302285432815552 +0.207882881164551j,-0.307776570320129 +0.198507219552994j,-0.313138693571091 +0.188507959246635j,-0.318322002887726 +0.177887842059135j,-0.323275208473206 +0.166652664542198j,-0.327945560216904 +0.154811501502991j,-0.332279205322266 +0.142376989126205j,-0.336221516132355 +0.129365518689156j,-0.339717477560043 +0.115797489881516j,-0.342711955308914 +0.101697482168674j,-0.345150083303452 +0.0870944038033485j,-0.346977800130844 +0.0720216408371925j,-0.348142117261887 +0.0565171390771866j,-0.348591715097427 +0.0406234636902809j,-0.34827733039856 +0.0243878308683634j,-0.347152233123779 +0.00786204822361469j,-0.345172792673111 -0.00889752712100744j,-0.342298775911331 -0.0258301272988319j,-0.338494151830673 -0.0428707450628281j,-0.333727240562439 -0.0599503554403782j,-0.327971428632736 -0.0769961848855019j,-0.321205496788025 -0.0939320474863052j,-0.313414126634598 -0.110678732395172j,-0.304588198661804 -0.127154409885406j,-0.294725358486176 -0.143275156617165j,-0.283830136060715 -0.158955425024033j,-0.27191436290741 -0.174108654260635j,-0.258997470140457 -0.188647866249084j,-0.245106518268585 -0.202486366033554j,-0.230276390910149 -0.215538337826729j,-0.21454992890358 -0.227719604969025j,-0.197977840900421 -0.238948360085487j,-0.180618658661842 -0.249145910143852j,-0.162538602948189 -0.258237421512604j,-0.143811360001564 -0.266152590513229j,-0.124517753720284 -0.272826582193375j,-0.104745410382748 -0.278200536966324j,-0.0845882743597031 -0.282222419977188j,-0.0641460865736008 -0.284847676753998j,-0.0435238108038902 -0.286039739847183j,-0.0228309109807014 -0.285770773887634j
-0.0173575133085251 -0.152487367391586j,-0.0291562490165234 -0.153653129935265j,-0.0411044880747795 -0.153975933790207j,-0.0531382597982883 -0.153451025485992j,-0.065194196999073 -0.15207901597023j,-0.0772100239992142 -0.149865835905075j,-0.0891250148415565 -0.146822512149811j,-0.100880429148674 -0.142964959144592j,-0.112419910728931 -0.138313725590706j,-0.123689889907837 -0.132893696427345j,-0.134639903903008 -0.126733779907227j,-0.14522285759449 -0.119866579771042j,-0.155395373702049 -0.112327992916107j,-0.165117979049683 -0.104156911373138j,-0.174355253577232 -0.0953947603702545j,-0.183076038956642 -0.0860851481556892j,-0.191253483295441 -0.0762734636664391j,-0.198865190148354 -0.0660064667463303j,-0.205893158912659 -0.0553319081664085j,-0.21232382953167 -0.0442981533706188j,-0.218148052692413 -0.0329538024961948j,-0.223360925912857 -0.0213473476469517j,-0.227961823344231 -0.00952681712806225j,-0.231954157352448 +0.00246052304282784j,-0.235345229506493 +0.0145684750750661j,-0.238146081566811 +0.0267521645873785j,-0.24037130177021 +0.0389683023095131j,-0.242038711905479 +0.0511753857135773j,-0.243169263005257 +0.0633338913321495j,-0.243786677718163 +0.075406439602375j,-0.243917256593704 +0.0873578935861588j,-0.243589580059052 +0.0991555079817772j,-0.242834284901619 +0.110768966376781j,-0.241683721542358 +0.122170425951481j,-0.240171805024147 +0.133334562182426j,-0.238333627581596 +0.144238501787186j,-0.23620530962944 +0.154861852526665j,-0.23382368683815 +0.16518659889698j,-0.231226071715355 +0.175197049975395j,-0.228450089693069 +0.184879690408707j,-0.225533351302147 +0.194223120808601j,-0.222513362765312 +0.203217908740044j,-0.219427242875099 +0.21185639500618j,-0.2163115888834 +0.220132574439049j,-0.213202297687531 +0.228041917085648j,-0.210134387016296 +0.235581174492836j,-0.207141861319542 +0.242748215794563j,-0.204257622361183 +0.24954180419445j,-0.201513290405273 +0.255961447954178j,-0.198939099907875 +0.262007176876068j,-0.196563810110092 +0.267679333686829j,-0.194414645433426 +0.272978484630585j,-0.192517146468163 +0.277905106544495j,-0.190895095467567 +0.282459557056427j,-0.189570501446724 +0.286641806364059j,-0.188563466072083 +0.290451288223267j,-0.1878921687603 +0.293886810541153j,-0.187572732567787 +0.296946495771408j,-0.187619224190712 +0.299627482891083j,-0.18804357945919 +0.301926016807556j,-0.18885549902916 +0.303837239742279j,-0.190062403678894 +0.305355280637741j,-0.191669434309006 +0.306473016738892j,-0.193679302930832 +0.307182252407074j,-0.196092277765274 +0.307473659515381j,-0.198906078934669 +0.307336717844009j,-0.202115878462791 +0.306759893894196j,-0.205714166164398 +0.305730581283569j,-0.209690749645233 +0.304235339164734j,-0.214032664895058 +0.302259862422943j,-0.218724146485329 +0.299789190292358j,-0.223746567964554 +0.296807885169983j,-0.22907842695713 +0.293300181627274j,-0.234695285558701 +0.289250165224075j,-0.240569800138474 +0.284642040729523j,-0.246671661734581 +0.279460310935974j,-0.252967685461044 +0.27369013428688j,-0.259421795606613 +0.267317414283752j,-0.265995055437088 +0.260329306125641j,-0.272645801305771 +0.252714335918427j,-0.279329746961594 +0.244462803006172j,-0.285999983549118 +0.235566988587379j,-0.292607307434082 +0.226021587848663j,-0.299100279808044 +0.215823918581009j,-0.305425435304642 +0.204974293708801j,-0.311527609825134 +0.193476274609566j,-0.317350089550018 +0.181336984038353j,-0.322835028171539 +0.168567359447479j,-0.327923685312271 +0.155182465910912j,-0.332556813955307 +0.141201615333557j,-0.336675077676773 +0.126648679375648j,-0.340219378471375 +0.111552238464355j,-0.343131482601166 +0.0959456637501717j,-0.34535425901413 +0.0798673033714294j,-0.346832305192947 +0.0633604899048805j,-0.347512364387512 +0.046473566442728j,-0.347343921661377 +0.0292598716914654j,-0.346279680728912 +0.0117776347324252j,-0.344276040792465 -0.00591012975201011j,-0.341293752193451 -0.0237358324229717j,-0.337298214435577 -0.0416275337338448j,-0.332260221242905 -0.0595092661678791j,-0.326156288385391 -0.0773013606667519j,-0.318969130516052 -0.094920888543129j,-0.31068816781044 -0.112282082438469j,-0.301309823989868 -0.129296913743019j,-0.290837973356247 -0.145875573158264j,-0.27928414940834 -0.161927178502083j,-0.266667902469635 -0.177360400557518j,-0.253016829490662 -0.192084074020386j,-0.238366946578026 -0.206008061766624j,-0.222762510180473 -0.219043910503387j,-0.206256106495857 -0.231105670332909j,-0.188908606767654 -0.242110654711723j,-0.170788899064064 -0.251980245113373j,-0.151973754167557 -0.260640680789948j,-0.132547438144684 -0.268023908138275j,-0.112601235508919 -0.274068176746368j,-0.0922331362962723 -0.278718948364258j,-0.0715470910072327 -0.281929522752762j,-0.0506524778902531 -0.283661723136902j
-0.0317441187798977 -0.149805009365082j,-0.0436773262917995 -0.149856388568878j,-0.0556844212114811 -0.149041593074799j,-0.0676998868584633 -0.147361263632774j,-0.0796592533588409 -0.144821465015411j,-0.0914996191859245 -0.141433641314507j,-0.103160083293915 -0.137214303016663j,-0.114582173526287 -0.132184773683548j,-0.125710278749466 -0.126370921730995j,-0.13649195432663 -0.119802840054035j,-0.146878316998482 -0.112514458596706j,-0.156824246048927 -0.104543201625347j,-0.166288688778877 -0.0959295555949211j,-0.175234869122505 -0.0867167189717293j,-0.183630362153053 -0.0769501551985741j,-0.191447332501411 -0.0666771754622459j,-0.198662504553795 -0.0559465326368809j,-0.205257311463356 -0.0448079966008663j,-0.211217731237411 -0.0333119630813599j,-0.216534420847893 -0.0215090457350016j,-0.221202537417412 -0.00944970455020666j,-0.225221663713455 +0.00281610945239663j,-0.228595614433289 +0.0152393030002713j,-0.231332391500473 +0.0277719553560019j,-0.233443856239319 +0.0403675995767117j,-0.234945595264435 +0.0529814995825291j,-0.23585669696331 +0.0655708611011505j,-0.236199423670769 +0.0780950635671616j,-0.235999047756195 +0.0905158221721649j,-0.235283523797989 +0.10279730707407j,-0.234083220362663 +0.114906303584576j,-0.232430651783943 +0.126812234520912j,-0.230360209941864 +0.138487279415131j,-0.227907836437225 +0.149906307458878j,-0.225110813975334 +0.161046966910362j,-0.222007438540459 +0.171889543533325j,-0.21863679587841 +0.182417020201683j,-0.215038478374481 +0.192614898085594j,-0.21125240623951 +0.20247109234333j,-0.207318544387817 +0.211975887417793j,-0.203276678919792 +0.221121728420258j,-0.199166297912598 +0.229903012514114j,-0.19502629339695 +0.238316059112549j,-0.190894886851311 +0.246358767151833j,-0.186809420585632 +0.254030525684357j,-0.182806253433228 +0.26133194565773j,-0.178920537233353 +0.268264681100845j,-0.175186261534691 +0.274831265211105j,-0.171635955572128 +0.281034767627716j,-0.16830076277256 +0.286878705024719j,-0.165210247039795 +0.292366802692413j,-0.162392377853394 +0.297502785921097j,-0.159873381257057 +0.302290111780167j,-0.15767776966095 +0.306731939315796j,-0.155828222632408 +0.310830801725388j,-0.15434555709362 +0.314588516950607j,-0.153248652815819 +0.318006008863449j,-0.152554377913475 +0.321083217859268j,-0.152277573943138 +0.323818892240524j,-0.152431041002274 +0.326210528612137j,-0.153025344014168 +0.328254371881485j,-0.154068872332573 +0.329945176839828j,-0.155567765235901 +0.331276297569275j,-0.157525807619095 +0.332239598035812j,-0.159944370388985 +0.33282545208931j,-0.162822335958481 +0.333022832870483j,-0.166156098246574 +0.332819283008575j,-0.169939383864403 +0.332200914621353j,-0.174163267016411 +0.331152707338333j,-0.1788160353899 +0.329658418893814j,-0.183883145451546 +0.327700793743134j,-0.189347222447395 +0.325261801481247j,-0.195187881588936 +0.322322696447372j,-0.201381757855415 +0.318864226341248j,-0.207902491092682 +0.314867049455643j,-0.214720636606216 +0.310311704874039j,-0.22180363535881 +0.305179119110107j,-0.229115948081017 +0.299450725317001j,-0.236618936061859 +0.293108850717545j,-0.244270980358124 +0.286137044429779j,-0.252027541399002 +0.278520315885544j,-0.259841233491898 +0.270245522260666j,-0.267662018537521 +0.261301755905151j,-0.275437235832214 +0.251680612564087j,-0.283111900091171 +0.241376489400864j,-0.290628910064697 +0.230387091636658j,-0.29792919754982 +0.218713581562042j,-0.30495211482048 +0.206360965967178j,-0.311635702848434 +0.193338423967361j,-0.317917078733444 +0.179659500718117j,-0.323732793331146 +0.165342450141907j,-0.32901918888092 +0.150410383939743j,-0.333712965250015 +0.134891510009766j,-0.337751537561417 +0.118819251656532j,-0.341073602437973 +0.102232366800308j,-0.343619644641876 +0.0851750299334526j,-0.345332384109497 +0.0676968023180962j,-0.3461574614048 +0.0498526506125927j,-0.346043914556503 +0.0317028164863586j,-0.344944685697556 +0.0133126862347126j,-0.342817306518555 -0.00524740759283304j,-0.339624345302582 -0.0239024721086025j,-0.335333943367004 -0.042573157697916j,-0.329920411109924 -0.061176136136055j,-0.323364585638046 -0.0796245858073235j,-0.315654426813126 -0.0978286415338516j,-0.306785345077515 -0.115695968270302j,-0.296760529279709 -0.133132383227348j,-0.285591423511505 -0.150042518973351j,-0.273297786712646 -0.166330456733704j,-0.259908020496368 -0.181900575757027j,-0.245459288358688 -0.196658238768578j,-0.229997485876083 -0.21051062643528j,-0.213577300310135 -0.223367556929588j,-0.196262076497078 -0.235142350196838j,-0.178123623132706 -0.245752587914467j,-0.159241929650307 -0.255121022462845j,-0.139704838395119 -0.263176381587982j,-0.119607627391815 -0.269854128360748j,-0.0990523621439934 -0.27509731054306j,-0.0781474113464355 -0.278857201337814j
-0.0456936806440353 -0.145759269595146j,-0.057654220610857 -0.144687637686729j,-0.069610521197319 -0.14273339509964j,-0.0814959406852722 -0.139902785420418j,-0.0932453796267509 -0.136207491159439j,-0.10479573905468 -0.13166455924511j,-0.116086423397064 -0.126296073198318j,-0.127059698104858 -0.120128802955151j,-0.137661129236221 -0.113193996250629j,-0.147839888930321 -0.105526871979237j,-0.157549098134041 -0.0971663370728493j,-0.1667460501194 -0.0881545171141624j,-0.175392463803291 -0.0785363763570786j,-0.183454647660255 -0.0683592408895493j,-0.190903604030609 -0.0576723963022232j,-0.197715148329735 -0.0465266369283199j,-0.203869953751564 -0.0349738039076328j,-0.209353551268578 -0.0230664052069187j,-0.214156255125999 -0.0108571499586105j,-0.218273177742958 +0.00160143221728504j,-0.221704006195068 +0.0142573760822415j,-0.224452942609787 +0.0270596481859684j,-0.226528525352478 +0.0399584919214249j,-0.227943390607834 +0.0529057197272778j,-0.228714063763618 +0.0658550262451172j,-0.228860750794411 +0.0787622183561325j,-0.228407025337219 +0.0915854424238205j,-0.227379620075226 +0.104285389184952j,-0.225808039307594 +0.116825424134731j,-0.223724395036697 +0.129171743988991j,-0.221163019537926 +0.141293436288834j,-0.218160197138786 +0.153162553906441j,-0.214753910899162 +0.164754122495651j,-0.210983455181122 +0.176046207547188j,-0.206889241933823 +0.187019765377045j,-0.202512517571449 +0.197658687829971j,-0.197895035147667 +0.207949638366699j,-0.193078890442848 +0.217882007360458j,-0.188106194138527 +0.227447718381882j,-0.183018952608109 +0.236641138792038j,-0.177858784794807 +0.245458826422691j,-0.172666743397713 +0.253899425268173j,-0.167483165860176 +0.261963397264481j,-0.162347480654716 +0.269652873277664j,-0.157298117876053 +0.276971429586411j,-0.15237233042717 +0.283923745155334j,-0.14760610461235 +0.290515542030334j,-0.143034070730209 +0.296753257513046j,-0.138689383864403 +0.302643805742264j,-0.134603664278984 +0.308194398880005j,-0.13080695271492 +0.313412249088287j,-0.127327620983124 +0.318304449319839j,-0.12419231235981 +0.322877615690231j,-0.121425941586494 +0.327137887477875j,-0.119051598012447 +0.33109050989151j,-0.117090553045273 +0.334739804267883j,-0.115562193095684 +0.338088989257812j,-0.114483945071697 +0.341139942407608j,-0.113871306180954 +0.343893200159073j,-0.113737739622593 +0.346347689628601j,-0.11409468203783 +0.348500788211823j,-0.114951357245445 +0.350348055362701j,-0.116314940154552 +0.351883441209793j,-0.118190266191959 +0.35309898853302j,-0.120579905807972 +0.353984981775284j,-0.123484022915363 +0.35452988743782j,-0.126900345087051 +0.354720443487167j,-0.130823999643326 +0.354541659355164j,-0.135247528553009 +0.353976935148239j,-0.140160769224167 +0.353008240461349j,-0.145550683140755 +0.351616084575653j,-0.151401430368423 +0.349779844284058j,-0.157694146037102 +0.347477853298187j,-0.164406940340996 +0.344687610864639j,-0.171514824032784 +0.341386139392853j,-0.178989633917809 +0.337550014257431j,-0.186800047755241 +0.333155900239944j,-0.194911450147629 +0.328180611133575j,-0.203286051750183 +0.322601646184921j,-0.211882814764977 +0.316397368907928j,-0.220657542347908 +0.309547334909439j,-0.229562893509865 +0.302032828330994j,-0.238548561930656 +0.293837040662766j,-0.247561305761337 +0.284945517778397j,-0.256545156240463 +0.275346547365189j,-0.265441596508026 +0.265031516551971j,-0.274189800024033 +0.253995299339294j,-0.282726883888245 +0.242236480116844j,-0.290988177061081 +0.229757890105247j,-0.298907667398453 +0.216566830873489j,-0.306418240070343 +0.202675327658653j,-0.31345209479332 +0.188100501894951j,-0.319941341876984 +0.172864720225334j,-0.325818300247192 +0.156995847821236j,-0.331016093492508 +0.14052739739418j,-0.335469096899033 +0.123498611152172j,-0.339113652706146 +0.105954587459564j,-0.341888427734375 +0.0879462510347366j,-0.343735128641129 +0.0695303082466125j,-0.34459912776947 +0.0507691614329815j,-0.344429910182953 +0.0317307487130165j,-0.343181788921356 +0.0124882878735662j,-0.34081444144249 -0.00687995785847306j,-0.337293475866318 -0.0262910816818476j,-0.332591027021408 -0.0456579253077507j,-0.3266861140728 -0.0648895651102066j,-0.319565325975418 -0.0838918536901474j,-0.311223119497299 -0.102568000555038j,-0.301662236452103 -0.120819248259068j,-0.290894001722336 -0.138545572757721j,-0.278938710689545 -0.155646398663521j,-0.265825599431992 -0.172021448612213j,-0.251593202352524 -0.187571510672569j,-0.23628930747509 -0.202199339866638j,-0.219970807433128 -0.215810477733612j,-0.20270374417305 -0.228314161300659j,-0.184563025832176 -0.239624202251434j,-0.165632098913193 -0.249659895896912j,-0.146002605557442 -0.258346796035767j,-0.125773847103119 -0.265617668628693j,-0.105052284896374 -0.271413177251816j
