-0.00412776879966259 +0.100677378475666j,0.0187038946896791 +0.100632570683956j,0.0410448238253593 +0.0954226702451706j,0.061736736446619 +0.0853195041418076j,0.0797281265258789 +0.0708484202623367j,0.0941275060176849 +0.0527520962059498j,0.104245491325855 +0.0319438986480236j,0.109623990952969 +0.00945412460714579j,0.110051460564137 -0.0136275626718998j,0.105564311146736 -0.0362099707126617j,0.0964351519942284 -0.0572553798556328j,0.0831494405865669 -0.0758287906646729j,0.066372387111187 -0.0911392271518707j,0.0469087176024914 -0.10257126390934j,0.0256577767431736 -0.109705999493599j,0.00356672331690788 -0.112330876290798j,-0.0184156280010939 -0.110438816249371j,-0.0393820106983185 -0.104217492043972j,-0.0585049651563168 -0.0940299481153488j,-0.0750686302781105 -0.0803883746266365j,-0.0884930267930031 -0.0639227479696274j,-0.0983502715826035 -0.045346412807703j,-0.104372605681419 -0.0254205446690321j,-0.106452524662018 -0.0049192039296031j,-0.104635924100876 +0.015403276309371j,-0.099108912050724 +0.034841351211071j,-0.0901798456907272 +0.0527626797556877j,-0.0782575756311417 +0.0686273202300072j,-0.0638275593519211 +0.082001194357872j,-0.0474268868565559 +0.0925640314817429j,-0.0296196211129427 +0.100111775100231j,-0.0109734199941158 +0.104554124176502j,0.00796165131032467 +0.105907753109932j,0.0266714598983526 +0.104286096990108j,0.0446928478777409 +0.099886380136013j,0.0616250671446323 +0.0929749384522438j,0.0771376341581345 +0.0838715732097626j,0.0909747257828712 +0.0729337483644485j,0.102956205606461 +0.060541208833456j,0.112975880503654 +0.0470818132162094j,0.120997235178947 +0.0329387523233891j,0.127047181129456 +0.0184797067195177j,0.131208375096321 +0.00404798518866301j,0.133610472083092 -0.0100442487746477j,0.134420871734619 -0.023520627990365j,0.133835285902023 -0.036143284291029j,0.132068544626236 -0.0477137565612793j,0.129345804452896 -0.0580723397433758j,0.125894576311111 -0.0670961067080498j,0.121937431395054 -0.0746959522366524j,0.117685802280903 -0.0808128714561462j,0.113334573805332 -0.0854137092828751j,0.10905783623457 -0.0884867981076241j,0.105005353689194 -0.0900375470519066j,0.101300001144409 -0.0900842845439911j,0.0980358794331551 -0.0886544287204742j,0.0952771455049515 -0.0857812836766243j,0.0930573418736458 -0.0815014019608498j,0.0913792923092842 -0.075852744281292j,0.0902153328061104 -0.0688735470175743j,0.0895079225301743 -0.0606021136045456j,0.0891706719994545 -0.0510770343244076j,0.0890895277261734 -0.0403390750288963j,0.0891245156526566 -0.0284326337277889j,0.0891117006540298 -0.0154087655246258j,0.0888657197356224 -0.00132841605227441j,0.088182769715786 +0.0137338163331151j,0.0868442356586456 +0.0296855960041285j,0.0846209675073624 +0.0464126020669937j,0.0812783762812614 +0.063774399459362j,0.0765823274850845 +0.0816004648804665j,0.0703058466315269 +0.0996868163347244j,0.0622367262840271 +0.117793418467045j,0.0521858260035515 +0.135642603039742j,0.0399961322546005 +0.152918890118599j,0.0255522783845663 +0.169270351529121j,0.00879021733999252 +0.184311956167221j,-0.010293036699295 +0.197630882263184j,-0.0316302813589573 +0.208794176578522j,-0.0550758354365826 +0.21735867857933j,-0.0803987383842468 +0.222883298993111j,-0.107277870178223 +0.224943548440933j,-0.135299742221832 +0.223147943615913j,-0.163959205150604 +0.217155992984772j,-0.192663937807083 +0.206697314977646j,-0.220742806792259 +0.191590934991837j,-0.247458636760712 +0.171764209866524j,-0.272025436162949 +0.147270366549492j,-0.293629974126816 +0.118303462862968j,-0.311457574367523 +0.0852099657058716j,-0.32472151517868 +0.048495639115572j,-0.332694977521896 +0.00882684625685215j,-0.334745198488235 -0.032974649220705j,-0.330367386341095 -0.0759440809488297j,-0.319218099117279 -0.118993647396564j,-0.301145315170288 -0.160940259695053j,-0.276214063167572 -0.200540572404861j,-0.244725421071053 -0.236532777547836j,-0.207227319478989 -0.267683833837509j,-0.164515733718872 -0.292840510606766j,-0.117624707520008 -0.310982316732407j,-0.0678048580884933 -0.321273744106293j,-0.0164897441864014 -0.323113143444061j,0.0347491353750229 -0.316175878047943j,0.0842579305171967 -0.30044811964035j,0.130364760756493 -0.276249408721924j,0.171450287103653 -0.244241431355476j,0.206021547317505 -0.205420941114426j,0.232785478234291 -0.161096379160881j,0.250718235969543 -0.112847313284874j,0.259126335382462 -0.0624678283929825j,0.257695525884628 -0.0118952607735991j,0.246524080634117 +0.0368729010224342j,0.22613699734211 +0.081870436668396j,0.197479546070099 +0.121257707476616j,0.161888346076012 +0.15341605246067j,0.121040679514408 +0.177035644650459j,0.0768828839063644 +0.191191807389259j,0.0315408743917942 +0.195404499769211j,-0.0127833988517523 +0.189676597714424j,-0.053924273699522 +0.174507573246956j
0.0198739096522331 +0.0988561883568764j,0.0422884449362755 +0.0933910608291626j,0.0629901587963104 +0.0829245001077652j,0.0808869004249573 +0.0680028721690178j,0.0950540453195572 +0.0494022741913795j,0.104779839515686 +0.028079304844141j,0.109597019851208 +0.00511380517855287j,0.109299443662167 -0.0183526538312435j,0.103943705558777 -0.0411788001656532j,0.0938365086913109 -0.0622826926410198j,0.0795092955231667 -0.0806946307420731j,0.0616823956370354 -0.0956013947725296j,0.0412212572991848 -0.106379948556423j,0.0190876591950655 -0.112619496881962j,-0.0037110997363925 -0.11413137614727j,-0.0261722560971975 -0.110947303473949j,-0.0473442375659943 -0.103306740522385j,-0.0663678422570229 -0.0916348770260811j,-0.0825100988149643 -0.0765131190419197j,-0.0951898172497749 -0.0586441308259964j,-0.103994093835354 -0.0388136431574821j,-0.108685709536076 -0.0178511720150709j,-0.109201952815056 +0.00340826576575637j,-0.105645455420017 +0.0241597052663565j,-0.0982684046030045 +0.043659619987011j,-0.0874514207243919 +0.0612518899142742j,-0.0736785382032394 +0.0763878300786018j,-0.057509932667017 +0.0886397138237953j,-0.0395537987351418 +0.0977080017328262j,-0.0204388182610273 +0.103422433137894j,-0.000788356177508831 +0.105737708508968j,0.0188026800751686 +0.104724377393723j,0.0377874858677387 +0.100556045770645j,0.0556831657886505 +0.0934937223792076j,0.0720823481678963 +0.0838683843612671j,0.0866606757044792 +0.0720627829432487j,0.0991803109645844 +0.0584932044148445j,0.10948982834816 +0.0435921512544155j,0.117520809173584 +0.0277924053370953j,0.123281970620155 +0.0115131009370089j,0.126851052045822 -0.00485198339447379j,0.128365263342857 -0.0209436807781458j,0.128010913729668 -0.0364440903067589j,0.126012444496155 -0.0510808937251568j,0.122621655464172 -0.0646293014287949j,0.118107348680496 -0.0769119784235954j,0.112745694816113 -0.0877971351146698j,0.106811590492725 -0.0971952453255653j,0.100571043789387 -0.105054557323456j,0.0942748785018921 -0.111355870962143j,0.0881534591317177 -0.116106800734997j,0.0824126899242401 -0.11933583766222j,0.0772309228777885 -0.12108650803566j,0.0727569311857224 -0.121411815285683j,0.0691085457801819 -0.120369151234627j,0.0663719922304153 -0.118015877902508j,0.0646017491817474 -0.114405557513237j,0.0638206675648689 -0.109585121273994j,0.064020499587059 -0.103592917323112j,0.0651624277234077 -0.0964575633406639j,0.067177839577198 -0.0881979465484619j,0.0699690133333206 -0.078823909163475j,0.0734101310372353 -0.0683380514383316j,0.0773480758070946 -0.056738343089819j,0.0816036909818649 -0.0440214276313782j,0.0859731510281563 -0.0301868841052055j,0.0902297273278236 -0.0152419246733189j,0.0941261425614357 +0.000793231884017587j,0.09739750623703 +0.017879718914628j,0.0997650325298309 +0.0359541364014149j,0.10094078630209 +0.0549226813018322j,0.100633330643177 +0.0746555626392365j,0.0985545590519905 +0.0949819535017014j,0.094427652657032 +0.115685738623142j,0.0879961401224136 +0.13650244474411j,0.0790339410305023 +0.157117769122124j,0.0673562735319138 +0.177167788147926j,0.0528311468660831 +0.196241408586502j,0.03539102897048 +0.213885322213173j,0.0150442915037274 +0.229611530900002j,-0.00811408367007971 +0.242907717823982j,-0.0338931865990162 +0.253250598907471j,-0.0619988068938255 +0.260121792554855j,-0.0920288264751434 +0.263026565313339j,-0.123471990227699 +0.261514335870743j,-0.155710622668266 +0.255201071500778j,-0.18802797794342 +0.243792250752449j,-0.219620585441589 +0.227105751633644j,-0.249615803360939 +0.205093547701836j,-0.277094632387161 +0.177861019968987j,-0.301119565963745 +0.145682543516159j,-0.32076695561409 +0.109012089669704j,-0.335162937641144 +0.0684877783060074j,-0.3435218334198 +0.0249290373176336j,-0.345185488462448 -0.0206742491573095j,-0.339661985635757 -0.0671814009547234j,-0.32666140794754 -0.113329403102398j,-0.30612701177597 -0.157770052552223j,-0.278259247541428 -0.199115008115768j,-0.243531182408333 -0.235987439751625j,-0.202692791819572 -0.267078459262848j,-0.156763404607773 -0.291206270456314j,-0.107010923326015 -0.307374954223633j,-0.054917499423027 -0.314830332994461j,-0.00213224976323545 -0.313109427690506j,0.0495881028473377 -0.302080482244492j,0.0984486564993858 -0.281970381736755j,0.142693102359772 -0.253377139568329j,0.180684506893158 -0.217265114188194j,0.210986167192459 -0.174942091107368j,0.232438296079636 -0.128017425537109j,0.244225829839706 -0.0783423036336899j,0.245933189988136 -0.0279340222477913j,0.237582072615623 +0.0211131758987904j,0.219648480415344 +0.0667263194918633j,0.193057253956795 +0.106956467032433j,0.159152299165726 +0.14008030295372j,0.119642905890942 +0.164694979786873j,0.0765277370810509 +0.179800152778625j,0.0319993570446968 +0.184861794114113j,-0.0116660865023732 +0.179853111505508j
0.0425741262733936 +0.0914167240262032j,0.0633028522133827 +0.080767810344696j,0.0811552256345749 +0.0655660182237625j,0.0951690971851349 +0.0466143786907196j,0.104604937136173 +0.024907723069191j,0.108980290591717 +0.00157212349586189j,0.108088247478008 -0.0222006347030401j,0.101999700069427 -0.045219324529171j,0.0910501107573509 -0.0663566663861275j,0.0758124738931656 -0.0846060961484909j,0.057058684527874 -0.099129356443882j,0.0357123650610447 -0.10929262638092j,0.0127960769459605 -0.114689998328686j,-0.0106236524879932 -0.115153722465038j,-0.0334904752671719 -0.110751666128635j,-0.0548085980117321 -0.101772919297218j,-0.0736870542168617 -0.0887031182646751j,-0.0893759280443192 -0.0721916332840919j,-0.101293280720711 -0.0530128329992294j,-0.109042055904865 -0.0320239439606667j,-0.112417012453079 -0.0101219331845641j,-0.111401960253716 +0.0117984563112259j,-0.106158494949341 +0.0328832902014256j,-0.0970072522759438 +0.0523532666265965j,-0.0844035372138023 +0.0695314332842827j,-0.0689087435603142 +0.0838639512658119j,-0.0511595793068409 +0.0949337482452393j,-0.0318365171551704 +0.102466896176338j,-0.0116332937031984 +0.106332242488861j,0.00877154711633921 +0.106534995138645j,0.0287396889179945 +0.103205129504204j,0.0476940907537937 +0.0965817049145699j,0.0651354789733887 +0.0869943127036095j,0.080653965473175 +0.074842669069767j,0.0939360558986664 +0.0605755522847176j,0.10476703196764 +0.0446701571345329j,0.113029308617115 +0.027612492442131j,0.11869739741087 +0.00987979024648666j,0.121829822659492 -0.00807477440685034j,0.122559063136578 -0.025834521278739j,0.121079884469509 -0.0430288463830948j,0.117636956274509 -0.0593397952616215j,0.112512238323689 -0.0745058059692383j,0.106012634932995 -0.0883228406310081j,0.0984584763646126 -0.100643150508404j,0.0901729464530945 -0.111372068524361j,0.0814729258418083 -0.120463214814663j,0.0726612433791161 -0.127912491559982j,0.0640202984213829 -0.133751258254051j,0.0558073185384274 -0.13803905248642j,0.0482507757842541 -0.140856131911278j,0.0415481887757778 -0.142296195030212j,0.035864882171154 -0.142459556460381j,0.0313336104154587 -0.141446739435196j,0.0280548688024282 -0.139352947473526j,0.0260976254940033 -0.136263251304626j,0.0255003198981285 -0.132248774170876j,0.0262720007449389 -0.127363815903664j,0.0283934138715267 -0.121643953025341j,0.0318179279565811 -0.11510506272316j,0.036472275853157 -0.107743434607983j,0.0422571711242199 -0.0995369106531143j,0.0490473993122578 -0.0904466509819031j,0.0566921234130859 -0.0804202929139137j,0.0650148093700409 -0.0693956092000008j,0.0738132894039154 -0.0573052391409874j,0.0828600078821182 -0.0440820530056953j,0.0919025987386703 -0.0296652968972921j,0.100665017962456 -0.0140073178336024j,0.108849421143532 +0.00291931722313166j,0.116138972342014 +0.0211143363267183j,0.122201845049858 +0.0405423305928707j,0.126696467399597 +0.0611253753304482j,0.129278272390366 +0.0827363282442093j,0.129607796669006 +0.105192825198174j,0.127360567450523 +0.128252550959587j,0.12223806977272 +0.151610195636749j,0.113980263471603 +0.174896329641342j,0.102378956973553 +0.197678834199905j,0.0872916951775551 +0.219467014074326j,0.0686559304594994 +0.239718973636627j,0.0465024635195732 +0.25785219669342j,0.0209678690880537 +0.273257702589035j,-0.00769530329853296 +0.285317480564117j,-0.0391109548509121 +0.293425232172012j,-0.0727756172418594 +0.297009825706482j,-0.108059108257294 +0.295560896396637j,-0.144210249185562 +0.28865584731102j,-0.180368453264236 +0.27598711848259j,-0.215581253170967 +0.257388472557068j,-0.248828202486038 +0.23285898566246j,-0.279050678014755 +0.202583208680153j,-0.305187195539474 +0.16694612801075j,-0.326213330030441 +0.126541271805763j,-0.341184914112091 +0.0821708366274834j,-0.34928286075592 +0.0348365232348442j,-0.349857658147812 -0.0142792966216803j,-0.342471450567245 -0.0638428181409836j,-0.326934993267059 -0.112407870590687j,-0.303337395191193 -0.158464357256889j,-0.272066175937653 -0.200494468212128j,-0.233815491199493 -0.237034857273102j,-0.189580917358398 -0.266742199659348j,-0.140639528632164 -0.288459062576294j,-0.0885150507092476 -0.301276981830597j,-0.0349280014634132 -0.304592669010162j,0.0182675141841173 -0.298154294490814j,0.069158598780632 -0.282094299793243j,0.11585683375597 -0.25694540143013j,0.15658637881279 -0.223638206720352j,0.189772412180901 -0.183478429913521j,0.214125201106071 -0.138103500008583j,0.228714853525162 -0.0894195660948753j,0.233031883835793 -0.0395205728709698j,0.227029129862785 +0.00940704438835382j,0.211141481995583 +0.0551898628473282j,0.186280846595764 +0.0957777127623558j,0.153804868459702 +0.129352852702141j,0.115459859371185 +0.154431387782097j,0.0732995867729187 +0.169950887560844j,0.0295834112912416 +0.175338089466095j
0.062692292034626 +0.0789214298129082j,0.0805648863315582 +0.0636169463396072j,0.094521552324295 +0.0444724150002003j,0.103788785636425 +0.0225151255726814j,0.107861995697021 -0.00108659325633198j,0.106526285409927 -0.0250927153974771j,0.0998598039150238 -0.0482623092830181j,0.0882204324007034 -0.0694213211536407j,0.0722172483801842 -0.0875236839056015j,0.0526694804430008 -0.10170254856348j,0.0305558200925589 -0.111309207975864j,0.00695774797350168 -0.115938380360603j,-0.0169998351484537 -0.115439146757126j,-0.0402070097625256 -0.109911791980267j,-0.0616232231259346 -0.0996918827295303j,-0.0803249105811119 -0.0853229463100433j,-0.0955443531274796 -0.067520335316658j,-0.106698177754879 -0.0471286550164223j,-0.113404884934425 -0.025075476616621j,-0.115491323173046 -0.00232413806952536j,-0.112988501787186 +0.0201719738543034j,-0.106118001043797 +0.0415113940834999j,-0.0952702760696411 +0.0608809590339661j,-0.0809767991304398 +0.0775853097438812j,-0.063877746462822 +0.0910686403512955j,-0.0446874611079693 +0.100928261876106j,-0.0241593699902296 +0.106920219957829j,-0.00305212871171534 +0.108957290649414j,0.0179013833403587 +0.107100270688534j,0.038021307438612 +0.101543679833412j,0.056703120470047 +0.0925969928503036j,0.0734347999095917 +0.0806628838181496j,0.0878083929419518 +0.0662136003375053j,0.0995262488722801 +0.0497670136392117j,0.108402132987976 +0.0318631157279015j,0.114357851445675 +0.0130422357469797j,0.117416054010391 -0.00617439579218626j,0.117689907550812 -0.0253011919558048j,0.115370608866215 -0.0439014136791229j,0.110713414847851 -0.0615969821810722j,0.104023054242134 -0.0780748054385185j,0.0956391543149948 -0.0930898562073708j,0.0859222784638405 -0.106465302407742j,0.0752410441637039 -0.118089951574802j,0.0639607831835747 -0.127913653850555j,0.0524337589740753 -0.135940805077553j,0.0409913137555122 -0.14222277700901j,0.0299377795308828 -0.146849453449249j,0.0195461958646774 -0.149940356612206j,0.0100556053221226 -0.15163579583168j,0.00166989141143858 -0.152088224887848j,-0.00544233480468392 -0.15145418047905j,-0.0111466888338327 -0.149886846542358j,-0.0153414672240615 -0.147529557347298j,-0.0179555118083954 -0.144510120153427j,-0.0189459584653378 -0.140936300158501j,-0.0182959586381912 -0.136892080307007j,-0.0160125941038132 -0.132435187697411j,-0.0121251828968525 -0.127595335245132j,-0.00668399501591921 -0.122373647987843j,0.000240481007494964 -0.11674290895462j,0.00855770334601402 -0.110648773610592j,0.018156697973609 -0.104011788964272j,0.0289052631705999 -0.0967304408550262j,0.0406486541032791 -0.0886849611997604j,0.0532081834971905 -0.0797420516610146j,0.0663796067237854 -0.0697604045271873j,0.0799317508935928 -0.0585971474647522j,0.0936054438352585 -0.0461149476468563j,0.107113063335419 -0.0321899093687534j,0.120139069855213 -0.016719987615943j,0.132341533899307 +0.000366184860467911j,0.143355205655098 +0.0191001575440168j,0.152796104550362 +0.0394647195935249j,0.160267978906631 +0.0613852851092815j,0.165370747447014 +0.0847220346331596j,0.167710721492767 +0.109263397753239j,0.166913032531738 +0.134721010923386j,0.162635535001755 +0.160727113485336j,0.154584363102913 +0.18683448433876j,0.142530500888824 +0.212519600987434j,0.126326739788055 +0.237189307808876j,0.105924546718597 +0.260191589593887j,0.0813898295164108 +0.28083011507988j,0.0529167577624321 +0.298383235931396j,0.0208386946469545 +0.312126666307449j,-0.0143648441880941 +0.321359813213348j,-0.0520661547780037 +0.325435012578964j,-0.0914930552244186 +0.323788613080978j,-0.131739184260368 +0.315972924232483j,-0.171781331300735 +0.301687628030777j,-0.210504025220871 +0.280808925628662j,-0.246731296181679 +0.253414839506149j,-0.2792649269104 +0.219804853200912j,-0.306928634643555 +0.180512204766273j,-0.328616082668304 +0.136307299137115j,-0.343341648578644 +0.0881908386945724j,-0.350291311740875 +0.0373756922781467j,-0.348871052265167 -0.0147426426410675j,-0.338750571012497 -0.0666272565722466j,-0.319898754358292 -0.116651564836502j,-0.292609125375748 -0.163160473108292j,-0.25751194357872 -0.204538449645042j,-0.215571671724319 -0.239281892776489j,-0.168068051338196 -0.266072541475296j,-0.116560488939285 -0.283847749233246j,-0.0628356337547302 -0.291864305734634j,-0.00883998069912195 -0.289750814437866j,0.0434005782008171 -0.277545899152756j,0.0918709114193916 -0.255718111991882j,0.134662285447121 -0.225165322422981j,0.170068591833115 -0.187192067503929j,0.196678131818771 -0.143464252352715j,0.213455185294151 -0.0959422439336777j,0.21980607509613 -0.046794556081295j,0.215625241398811 +0.00170424638781697j,0.201316878199577 +0.0472865179181099j,0.177789822220802 +0.0878096297383308j,0.146424159407616 +0.121372491121292j,0.10900991410017 +0.146423608064651j,0.0676600709557533 +0.161853730678558j
0.0791517943143845 +0.0622126236557961j,0.0931616500020027 +0.0430369824171066j,0.102398380637169 +0.0209631305187941j,0.106327384710312 -0.00280291074886918j,0.104717493057251 -0.0269754007458687j,0.0976460054516792 -0.050264023244381j,0.085485652089119 -0.0714464411139488j,0.0688751637935638 -0.0894339755177498j,0.0486759096384048 -0.103326879441738j,0.0259180311113596 -0.112456582486629j,0.00173967843875289 -0.11641313880682j,-0.022676732391119 -0.115057207643986j,-0.0461674332618713 -0.108516745269299j,-0.0676459670066833 -0.0971695780754089j,-0.0861544981598854 -0.0816137343645096j,-0.100905574858189 -0.0626279264688492j,-0.111312516033649 -0.0411250293254852j,-0.117007806897163 -0.0181016065180302j,-0.117849230766296 +0.00541365332901478j,-0.113914348185062 +0.0284096542745829j,-0.105484612286091 +0.0499383769929409j,-0.0930205807089806 +0.0691541135311127j,-0.0771304294466972 +0.0853449404239655j,-0.0585337914526463 +0.0979554206132889j,-0.0380231291055679 +0.106600306928158j,-0.0164248906075954 +0.111069202423096j,0.00543774710968137 +0.111322872340679j,0.0267788339406252 +0.107482135295868j,0.0468789823353291 +0.0998105332255363j,0.0651091560721397 +0.0886923894286156j,0.0809484347701073 +0.0746074914932251j,0.0939953848719597 +0.0581041276454926j,0.103973433375359 +0.0397718623280525j,0.110730454325676 +0.020215230062604j,0.1142333522439 +2.95076042675646e-05j,0.114558473229408 -0.0202205665409565j,0.11187869310379 -0.0400186069309711j,0.106448233127594 -0.0589104928076267j,0.0985860675573349 -0.0765142813324928j,0.0886588469147682 -0.0925261452794075j,0.0770642161369324 -0.106722623109818j,0.0642150118947029 -0.118959508836269j,0.050525039434433 -0.129167854785919j,0.0363966785371304 -0.137347668409348j,0.0222107153385878 -0.143559709191322j,0.00831831898540258 -0.147916153073311j,-0.00496465433388948 -0.150570422410965j,-0.0173612926155329 -0.15170681476593j,-0.0286352671682835 -0.151530131697655j,-0.0385908372700214 -0.15025594830513j,-0.0470713973045349 -0.148101389408112j,-0.0539569742977619 -0.145276948809624j,-0.0591609515249729 -0.141979292035103j,-0.0626263096928596 -0.138385012745857j,-0.0643217414617538 -0.134645715355873j,-0.0642378255724907 -0.130883887410164j,-0.062383558601141 -0.127190008759499j,-0.0587833821773529 -0.123620472848415j,-0.0534748882055283 -0.120196476578712j,-0.0465073436498642 -0.116903714835644j,-0.0379410274326801 -0.113692879676819j,-0.0278472118079662 -0.110480710864067j,-0.0163097083568573 -0.107152312994003j,-0.00342619349248707 -0.103563509881496j,0.0106890229508281 -0.0995444804430008j,0.0259020011872053 -0.0949040427803993j,0.0420558005571365 -0.0894347131252289j,0.0589668974280357 -0.082918755710125j,0.0764218643307686 -0.0751350596547127j,0.094174325466156 -0.0658669695258141j,0.111942730844021 -0.0549109876155853j,0.129409149289131 -0.0420862473547459j,0.146219402551651 -0.0272446665912867j,0.161984965205193 -0.010281509719789j,0.17628675699234 +0.00885381735861301j,0.188681244850159 +0.0301472749561071j,0.19870887696743 +0.053510207682848j,0.205905050039291 +0.0787706449627876j,0.209813624620438 +0.105666153132915j,0.210002645850182 +0.133839145302773j,0.206082165241241 +0.162835001945496j,0.197723656892776 +0.192103862762451j,0.184680372476578 +0.221006274223328j,0.166807845234871 +0.248823598027229j,0.14408366382122 +0.274772971868515j,0.11662532389164 +0.298027455806732j,0.0847051218152046 +0.317740559577942j,0.0487608499825001 +0.333075731992722j,0.00940108112990856 +0.343238919973373j,-0.0325960665941238 +0.347514361143112j,-0.0762915313243866 +0.345301479101181j,-0.120602056384087 +0.336151659488678j,-0.164325281977654 +0.319803208112717j,-0.206173315644264 +0.296212196350098j,-0.244814187288284 +0.265577435493469j,-0.278919965028763 +0.228357315063477j,-0.307220458984375 +0.185276970267296j,-0.328559815883636 +0.137323915958405j,-0.341954439878464 +0.0857311487197876j,-0.346648246049881 +0.0319470167160034j,-0.342163354158401 -0.0224078055471182j,-0.328341871500015 -0.0755958259105682j,-0.305376917123795 -0.125828832387924j,-0.273829013109207 -0.17134228348732j,-0.234626248478889 -0.210474908351898j,-0.189046323299408 -0.241749823093414j,-0.138679951429367 -0.263952702283859j,-0.0853758603334427 -0.276202827692032j,-0.0311686713248491 -0.278012424707413j,0.0218075513839722 -0.269329786300659j,0.0714166238903999 -0.250562936067581j,0.115623727440834 -0.222580879926682j,0.152599811553955 -0.186690285801888j,0.180820941925049 -0.144587993621826j,0.199156641960144 -0.0982895642518997j,0.20694138109684 -0.0500370413064957j,0.204023987054825 -0.00218970444984734j,0.1907909065485 +0.0428969003260136j,0.168160125613213 +0.0829968675971031j,0.137544751167297 +0.116137981414795j,0.100786805152893 +0.14071586728096j
