0.120228379964828 +0.052410900592804j,0.116335541009903 +0.0605624094605446j,0.111890912055969 +0.0684265196323395j,0.106915436685085 +0.0759661421179772j,0.101432777941227 +0.0831453949213028j,0.0954689383506774 +0.0899302214384079j,0.0890522301197051 +0.096288450062275j,0.0822131633758544 +0.1021898239851j,0.0749840140342712 +0.107606522738934j,0.067399151623249 +0.112512744963169j,0.05949467420578 +0.11688519269228j,0.0513077527284622 +0.120703272521496j,0.042877659201622 +0.123948663473129j,0.0342439338564872 +0.126606151461601j,0.0254479981958866 +0.12866298854351j,0.0165313482284545 +0.130109488964081j,0.00753603735938663 +0.130938813090324j,-0.00149478146340703 +0.131146982312202j,-0.0105187539011241 +0.130733013153076j,-0.0194925833493472 +0.129698902368546j,-0.0283739473670722 +0.128049537539482j,-0.0371209532022477 +0.125792682170868j,-0.0456916280090809 +0.122939169406891j,-0.0540457852184773 +0.119502380490303j,-0.0621433332562447 +0.115498788654804j,-0.0699460953474045 +0.110947325825691j,-0.0774172618985176 +0.10586941242218j,-0.0845209807157517 +0.100289426743984j,-0.0912237539887429 +0.0942337065935134j,-0.0974939689040184 +0.0877307876944541j,-0.103301525115967 +0.0808118805289268j,-0.108619190752506 +0.0735094249248504j,-0.113421462476254 +0.0658584609627723j,-0.117685697972775 +0.0578950904309749j,-0.121391765773296 +0.0496568568050861j,-0.124521896243095 +0.0411832928657531j,-0.127061381936073 +0.0325141213834285j,-0.128998070955276 +0.023690951988101j,-0.130322843790054 +0.0147554129362106j,-0.131029412150383 +0.00574962235987181j,-0.131114393472671 -0.00328319473192101j,-0.130577400326729 -0.0123006831854582j,-0.129421010613441 -0.0212595742195845j,-0.127650663256645 -0.030117616057396j,-0.125274732708931 -0.0388330295681954j,-0.122304610908031 -0.047363992780447j,-0.118754200637341 -0.0556704998016358j,-0.114640556275845 -0.0637127012014389j,-0.109983094036579 -0.0714526623487473j,-0.104803770780563 -0.0788538902997971j,-0.0991274192929267 -0.0858808383345604j,-0.0929806753993034 -0.0925005823373795j,-0.0863930284976959 -0.098681353032589j,-0.0793955624103546 -0.104394011199474j,-0.072021260857582 -0.109611593186855j,-0.0643055215477943 -0.114309072494507j,-0.0562845095992088 -0.118464417755604j,-0.0479967221617698 -0.122057691216469j,-0.03948125988245 -0.125071957707405j,-0.0307782664895057 -0.127492994070053j,-0.0219295136630535 -0.12930916249752j,-0.0129764769226312 -0.130511969327927j,-0.00396213727071876 -0.131095632910728j,0.00507099181413656 -0.131057426333427j,0.0140803242102266 -0.130397498607635j,0.0230226125568152 -0.129119038581848j,0.0318556874990464 -0.127228066325188j,0.0405378863215447 -0.124733492732048j,0.0490275472402573 -0.121647290885448j,0.0572848692536354 -0.117983937263489j,0.0652702152729035 -0.113760992884636j,0.0729459375143051 -0.108998410403728j,0.0802758410573006 -0.103718630969524j,0.08722472935915 -0.0979469865560531j,0.0937600284814835 -0.0917105302214622j,0.0998503789305687 -0.08503919839859j,0.105467081069946 -0.0779644772410392j,0.110583610832691 -0.070519708096981j,0.115175426006317 -0.0627406165003776j,0.119220994412899 -0.0546636879444122j,0.122700899839401 -0.0463276654481887j,0.125598758459091 -0.0377718843519687j,0.127900883555412 -0.0290366820991039j,0.129596203565598 -0.0201639831066131j,0.130676805973053 -0.0111953830346465j,0.131137490272522 -0.00217391899786884j,0.13097608089447 +0.0068578571081162j,0.13019335269928 +0.0158573482185603j,0.12879304587841 +0.0247813612222672j,0.126781731843948 +0.033588070422411j,0.124169051647186 +0.0422352030873299j,0.120967350900173 +0.0506819821894169j,0.117191724479198 +0.0588885769248009j,0.112860277295113 +0.0668155923485756j,0.107993453741074 +0.0744256526231766j,0.10261420160532 +0.0816828608512879j,0.0967483222484588 +0.0885523930191994j,0.0904233232140541 +0.0950020402669907j,0.0836695581674575 +0.101000837981701j,0.0765188932418823 +0.106520533561707j,0.0690050348639488 +0.111535057425499j,0.0611640512943267 +0.116020359098911j,0.0530326962471008 +0.119955398142338j,0.0446499958634376 +0.123321302235126j,0.0360554866492748 +0.126102209091187j,0.0272897034883499 +0.128284975886345j,0.0183947030454874 +0.129859149456024j,0.00941220391541714 +0.130817338824272j,0.000385299324989267 +0.13115493953228j,-0.0086434362456203 +0.130870372056961j,-0.0176314171403647 +0.129964992403984j,-0.0265355110168458 +0.128443107008934j,-0.0353139638900757 +0.126311868429184j,-0.0439246632158757 +0.123581506311893j,-0.0523269958794117 +0.120264917612076j,-0.0604813322424889 +0.116377711296082j,-0.0683485344052315 +0.111938565969467j,-0.0758915171027184 +0.106968410313129j,-0.0830746963620186 +0.101490691304207j,-0.0898635908961296 +0.0955316722393035j,-0.096226379275322 +0.0891193002462387j
0.130668953061104 +0.0112867448478937j,0.129582121968269 +0.0202543400228024j,0.127880573272705 +0.0291259866207838j,0.125572398304939 +0.0378594547510147j,0.122668527066708 +0.0464133322238922j,0.119182743132114 +0.0547470301389694j,0.11513165384531 +0.0628209188580513j,0.110534347593784 +0.0705969110131264j,0.105412691831589 +0.0780379995703697j,0.0997909754514694 +0.0851088985800743j,0.0936958864331245 +0.0917760580778122j,0.0871564149856567 +0.0980077758431434j,0.0802034065127372 +0.103774659335613j,0.0728699266910552 +0.109049253165722j,0.0651908814907073 +0.11380647867918j,0.0572023577988147 +0.118023954331875j,0.0489427112042903 +0.121681451797485j,0.0404506660997867 +0.124761812388897j,0.0317669659852981 +0.127250239253044j,0.0229325760155916 +0.129135057330132j,0.0139891477301716 +0.130407318472862j,0.00497960811480876 +0.131060928106308j,-0.00405354890972379 +0.131092846393585j,-0.0130677307024598 +0.130502864718437j,-0.0220196656882763 +0.129293844103813j,-0.0308674015104771 +0.127471446990967j,-0.0395684577524662 +0.125044390559196j,-0.0480818226933479 +0.122024193406105j,-0.0563673265278339 +0.118425041437149j,-0.064385212957859 +0.114264212548733j,-0.0720978826284409 +0.109561212360859j,-0.0794683322310448 +0.104338623583317j,-0.0864618122577667 +0.0986210852861404j,-0.0930453315377235 +0.0924355536699294j,-0.0991872847080231 +0.0858116969466209j,-0.104858875274658 +0.0787805914878845j,-0.110032886266708 +0.0713759586215019j,-0.114684954285622 +0.0636327490210533j,-0.118793092668056 +0.0555874593555927j,-0.122337602078915 +0.0472787022590637j,-0.125301852822304 +0.038745429366827j,-0.127671644091606 +0.0300286002457141j,-0.129435792565346 +0.0211693290621042j,-0.130585968494415 +0.012209384702146j,-0.131116658449173 +0.00319177168421444j,-0.131025359034538 -0.00584123888984325j,-0.130312517285347 -0.014846277423203j,-0.128981530666351 -0.0237808991223574j,-0.12703862786293 -0.0326029509305954j,-0.124493144452572 -0.0412701033055782j,-0.121357016265392 -0.0497417189180851j,-0.117645293474197 -0.0579771362245083j,-0.113375507295132 -0.0659375339746475j,-0.108567774295807 -0.0735853537917137j,-0.10324514657259 -0.0808838903903961j,-0.0974327698349952 -0.0877987444400787j,-0.0911580249667167 -0.0942972898483276j,-0.0844510272145271 -0.100348338484764j,-0.0773432254791259 -0.105923518538475j,-0.0698687210679054 -0.110996067523956j,-0.062062781304121 -0.115542091429234j,-0.0539622157812118 -0.119540132582188j,-0.045605894178152 -0.122970998287201j,-0.0370329916477203 -0.125818610191345j,-0.0282846540212631 -0.128069281578064j,-0.019402140751481 -0.129712462425232j,-0.0104273492470383 -0.130740329623222j,-0.00140333489980545 -0.131147995591164j,0.0076275868341327 -0.130933508276939j,0.0166220702230931 -0.130097925662994j,0.0255377106368542 -0.128645211458206j,0.0343324467539788 -0.12658217549324j,0.0429640747606754 -0.123918734490871j,0.0513921268284321 -0.120667368173599j,0.0595761649310589 -0.116843678057194j,0.0674775913357735 -0.112465731799602j,0.0750591307878494 -0.107554137706757j,0.0822844058275223 -0.102132476866245j,0.0891195312142372 -0.0962261632084846j,0.0955317169427872 -0.089863546192646j,0.10149072855711 -0.0830746442079544j,0.106968447566032 -0.0758914649486541j,0.11193859577179 -0.0683484822511672j,0.116377860307693 -0.0604810565710067j,0.120264939963818 -0.0523269362747669j,0.123581528663635 -0.0439246073365211j,0.126311957836151 -0.0353136621415615j,0.128443121910095 -0.0265354458242654j,0.129964992403984 -0.0176313500851392j,0.130870372056961 -0.00864337198436257j,0.13115493953228 +0.000385359802749039j,0.13081730902195 +0.00941251032054427j,0.129859149456024 +0.0183947682380677j,0.128284960985184 +0.027289766818285j,0.126102194190025 +0.0360555462539196j,0.123321279883385 +0.0446500517427921j,0.119955271482468 +0.0530329868197441j,0.116020329296589 +0.0611641071736813j,0.111535020172596 +0.0690050944685936j,0.106520488858223 +0.0765189453959465j,0.101000800728798 +0.0836696028709412j,0.0950018167495727 +0.090423546731472j,0.0885523483157157 +0.0967483669519424j,0.0816828086972236 +0.102614238858223j,0.0744256004691123 +0.107993490993977j,0.0668155327439308 +0.112860307097435j,0.0588882975280284 +0.11719186604023j,0.0506819300353527 +0.120967380702496j,0.0422351472079753 +0.124169066548347j,0.0335877649486064 +0.126781806349754j,0.0247813034802675 +0.128793060779572j,0.0158570315688848 +0.130193397402763j,0.00685779377818104 +0.13097608089447j,-0.00217398023232821 +0.131137475371361j,-0.0111956940963865 +0.130676791071892j,-0.0201640445739031 +0.129596203565597j,-0.029036745429039 +0.127900868654251j,-0.0377719476819039 +0.12559874355793j,-0.0463277287781239 +0.12270088493824j,-0.0546639747917652 +0.119220867753029j,-0.0627406761050224 +0.115175396203995j
0.127434730529785 -0.031018590554595j,0.12926758825779 -0.0221732743084431j,0.130487263202667 -0.0132226468995213j,0.131087929010391 -0.00420930329710245j,0.131066754460335 +0.00482401670888066j,0.130423828959465 +0.0138343209400773j,0.129162207245827 +0.0227791275829077j,0.127287864685059 +0.0316158682107925j,0.124809704720974 +0.0403026416897774j,0.121739514172077 +0.0487981028854847j,0.118091784417629 +0.057062204927206j,0.113883852958679 +0.0650556087493896j,0.109135687351227 +0.0727404057979583j,0.103869795799255 +0.0800801441073417j,0.0981112644076347 +0.087039902806282j,0.0918872356414795 +0.0935868620872497j,0.0852273106575012 +0.0996898710727691j,0.0781630873680114 +0.10531996935606j,0.0707280859351158 +0.110450454056263j,0.0629575550556183 +0.115056984126568j,0.0548884831368923 +0.119117669761181j,0.0465590469539165 +0.122613295912743j,0.0380085073411465 +0.12552735209465j,0.0292779020965099 +0.127845883369446j,0.020408172160387 +0.129557982087135j,0.0114418650045991 +0.130655452609062j,0.00242129270918667 +0.131133139133453j,-0.0066110179759562 +0.130988776683807j,-0.0156117239966988 +0.130223035812378j,-0.0245386119931936 +0.128839522600174j,-0.0333488546311855 +0.126844853162765j,-0.0420008972287178 +0.124248504638672j,-0.0504539385437965 +0.121062651276588j,-0.0586674027144909 +0.117302604019642j,-0.0666027888655662 +0.112985983490944j,-0.0742220133543014 +0.108133524656296j,-0.0814891532063484 +0.10276810079813j,-0.0883699208498001 +0.096915028989315j,-0.0948312953114509 +0.0906023755669593j,-0.100842982530594 +0.0838597416877746j,-0.106376148760319 +0.0767195001244545j,-0.111404687166214 +0.0692153126001358j,-0.11590489000082 +0.0613825805485248j,-0.119855143129826 +0.0532588809728622j,-0.12323684990406 +0.0448825433850288j,-0.126034036278725 +0.0362930595874786j,-0.128233268857002 +0.027531648054719j,-0.129824265837669 +0.0186393912881613j,-0.13079933822155 +0.00965895410627127j,-0.131153970956802 +0.000632703653536739j,-0.130886435508728 -0.00839679967612028j,-0.12999801337719 -0.0173862222582102j,-0.128492891788483 -0.0262934137135744j,-0.126378268003464 -0.035075630992651j,-0.123664140701294 -0.0436914637684822j,-0.120363317430019 -0.052100270986557j,-0.116491600871086 -0.0602616928517818j,-0.11206716299057 -0.0681374669075012j,-0.107111237943172 -0.0756898075342178j,-0.101647213101387 -0.0828830972313881j,-0.0957008451223373 -0.0896834060549736j,-0.089300662279129 -0.0960580855607986j,-0.0824766680598259 -0.10197726637125j,-0.0752616301178932 -0.107412531971931j,-0.0676895678043365 -0.11233826726675j,-0.0597961880266666 -0.116731226444244j,-0.0516193732619285 -0.120570331811905j,-0.0431974641978741 -0.123837575316429j,-0.03457086160779 -0.12651726603508j,-0.0257802754640579 -0.12859682738781j,-0.0168671458959579 -0.130066379904747j,-0.00787424948066473 -0.130918905138969j,0.00115625420585274 -0.131150394678116j,0.0101810172200203 -0.130759745836258j,0.0191574897617102 -0.129748821258545j,0.028043320402503 -0.128122344613075j,0.0367958843708038 -0.125888153910637j,0.0453739017248153 -0.123056791722774j,0.0537369064986706 -0.119641587138176j,0.0618447735905647 -0.115658931434154j,0.0696594789624214 -0.111127503216267j,0.077143520116806 -0.106069035828114j,0.0842616334557533 -0.10050742328167j,0.0909802094101905 -0.0944688618183136j,0.0972670167684555 -0.0879823416471481j,0.103092581033707 -0.0810782611370086j,0.108428947627544 -0.0737897604703903j,0.113250955939293 -0.0661512240767479j,0.11753585934639 -0.0581986755132675j,0.121263094246387 -0.049970269203186j,0.124415174126625 -0.0415045730769634j,0.126976981759071 -0.0328422375023365j,0.128936439752579 -0.0240241009742021j,0.130284309387207 -0.0150917572900653j,0.131014123558998 -0.0060880770906806j,0.131122440099716 +0.00294474512338638j,0.130608752369881 +0.0119633404538035j,0.129475489258766 +0.0209251847118139j,0.12772798538208 +0.0297880172729492j,0.125374630093574 +0.0385092943906784j,0.122426457703114 +0.0470481365919113j,0.11889760941267 +0.0553635545074939j,0.11480475217104 +0.0634163469076156j,0.110167168080807 +0.0711685270071029j,0.105007112026215 +0.0785828903317451j,0.0993487685918808 +0.0856246799230575j,0.0932193174958229 +0.0922600924968719j,0.0866476520895958 +0.098457857966423j,0.0796647667884826 +0.104188717901707j,0.0723041743040085 +0.109425187110901j,0.0646005868911743 +0.114142581820488j,0.0565903335809707 +0.118318632245064j,0.0483118630945682 +0.121933296322823j,0.0398039743304252 +0.124969631433487j,0.0311075001955032 +0.127413064241409j,0.0222634617239237 +0.129252091050148j,0.0133135719224811 +0.130478024482727j,0.00430076895281672 +0.131084963679314j,-0.0047326860949397 +0.131070077419281j,-0.0137434406206012 +0.130433440208435j,-0.0226889979094267 +0.129178062081337j
0.110864140093327 -0.0700778663158417j,0.115424938499927 -0.0622804090380669j,0.119438178837299 -0.0541875101625919j,0.122884839773178 -0.0458375439047814j,0.12574853003025 -0.0372702702879906j,0.128015726804733 -0.0285260695964098j,0.129675656557083 -0.0196465477347374j,0.13072045147419 -0.0106738340109587j,0.131145104765892 -0.00165060104336593j,0.130947664380074 +0.00738057866692539j,0.130129039287567 +0.0163767524063587j,0.128693103790283 +0.0252952352166175j,0.126646682620048 +0.0340937227010727j,0.123999521136284 +0.0427303574979305j,0.120764099061489 +0.0511644147336483j,0.116955794394016 +0.0593557581305503j,0.112592682242393 +0.0672655254602432j,0.107695460319519 +0.0748562067747116j,0.1022874340415 +0.0820916965603828j,0.0963941067457199 +0.0889378562569618j,0.0900435000658035 +0.0953621119260787j,0.0832657590508461 +0.101333998143673j,0.0760931223630905 +0.106825105845928j,0.0685594156384468 +0.11180953681469j,0.0607004798948765 +0.116263568401337j,0.0525537133216858 +0.120166018605232j,0.0441574081778527 +0.123498529195785j,0.0355518721044064 +0.126245111227035j,0.0267774481326342 +0.128392890095711j,0.017876235768199 +0.129931539297104j,0.00889022927731279 +0.130853846669197j,-0.000138201576191897 +0.131155416369438j,-0.00916572660207745 +0.130834832787514j,-0.0181500185281038 +0.129893586039543j,-0.0270479656755924 +0.128336161375046j,-0.0358176082372665 +0.126169979572296j,-0.0444175787270069 +0.123405203223228j,-0.0528066083788871 +0.120055094361305j,-0.0609451383352279 +0.116135500371456j,-0.0687947869300842 +0.111664868891239j,-0.0763178691267967 +0.106664650142193j,-0.0834791287779807 +0.101158298552036j,-0.0902441814541816 +0.0951722264289856j,-0.0965811535716056 +0.0887346938252449j,-0.102460131049156 +0.0818760469555855j,-0.107852905988693 +0.0746291875839233j,-0.112734198570251 +0.0670280978083611j,-0.117080569267273 +0.0591092593967915j,-0.120871558785438 +0.0509100295603275j,-0.124089255928993 +0.0424690619111061j,-0.12671822309494 +0.033826868981123j,-0.128746137022972 +0.0250239670276642j,-0.130163252353668 +0.016102597117424j,-0.130962923169136 +0.00710484758019451j,-0.131141349673271 -0.00192685797810551j,-0.130697667598724 -0.0109491674229502j,-0.129633963108063 -0.0199197866022586j,-0.127955362200737 -0.0287956688553094j,-0.125669777393341 -0.0375349521636962j,-0.122787967324257 -0.0460964180529117j,-0.119323775172234 -0.054438978433609j,-0.115293428301811 -0.0625235214829444j,-0.1107162758708 -0.0703112483024597j,-0.105613924562931 -0.077765442430973j,-0.100010417401791 -0.084850937128067j,-0.093932643532753 -0.0915337204933166j,-0.0874091014266014 -0.097782477736473j,-0.0804710984230042 -0.103567205369472j,-0.0731513723731041 -0.108860656619072j,-0.065484419465065 -0.113637819886208j,-0.0575070455670357 -0.117875799536705j,-0.0492568761110306 -0.121554613113403j,-0.0407728143036366 -0.124656900763512j,-0.0320955663919449 -0.127167761325836j,-0.0232658255845309 -0.129075422883034j,-0.014325967989862 -0.130370736122131j,-0.00531814759597186 -0.131047636270523j,0.00371515285223719 -0.131102874875069j,0.0127305742353201 -0.130536183714867j,0.0216858498752117 -0.129350259900093j,0.0305380150675773 -0.12755075097084j,0.039245318621397 -0.125146195292473j,0.0477666854858398 -0.122147902846336j,0.0560612268745899 -0.118570245802402j,0.0640900507569312 -0.114430025219917j,0.071814626455307 -0.109747089445591j,0.0791985467076301 -0.104543551802635j,0.0862069651484489 -0.098843939602375j,0.0928062424063682 -0.0926755964756012j,0.0989654436707496 -0.0860674381256104j,0.104655019938946 -0.0790511891245842j,0.109848149120808 -0.0716599598526955j,0.114520318806171 -0.0639285668730736j,0.11864910274744 -0.055894136428833j,0.122215151786804 -0.0475943312048912j,0.125201359391212 -0.039068978279829j,0.127593651413917 -0.030358299612999j,0.129380717873573 -0.0215033628046513j,0.130553990602493 -0.0125466696918011j,0.131107985973358 -0.00353020615875724j,0.131040006875992 +0.00550275389105078j,0.130350440740585 +0.0145096080377698j,0.129042476415634 +0.0234478805214166j,0.127122417092323 +0.0322746783494949j,0.124599255621433 +0.0409486182034015j,0.121485106647015 +0.049428068101406j,0.117794670164585 +0.0576730445027351j,0.113545335829258 +0.065644659101963j,0.108757488429546 +0.0733046531677246j,0.103453740477562 +0.0806169211864471j,0.0976590737700462 +0.0875469520688056j,0.0914013087749481 +0.0940615013241767j,0.0847097709774971 +0.100130014121532j,0.0776165798306465 +0.105723366141319j,0.0701552107930183 +0.110815212130547j,0.0623608194291592 +0.115381509065628j,0.0542708337306976 +0.119400344789028j,0.0459231622517109 +0.122852869331837j,0.0373578779399395 +0.125722527503967j,0.0286153890192509 +0.127995803952217j,0.0197369027882815 +0.129661947488785j
0.0826914012432098 -0.101803228259087j,0.0895028039813041 -0.0958697646856308j,0.0958895459771156 -0.0894816070795059j,0.101821504533291 -0.0826688930392266j,0.107270441949367 -0.0754640102386475j,0.112210512161255 -0.0679011419415474j,0.116618283092976 -0.0600161738693715j,0.12047278881073 -0.0518466085195542j,0.123755864799023 -0.0434309877455235j,0.1264518648386 -0.0348093397915364j,0.128548011183739 -0.0260225627571345j,0.13003434240818 -0.0171123482286931j,0.130903840065002 -0.0081210713833571j,0.131152346730232 +0.000908849411643989j,0.130778715014458 +0.00993446260690684j,0.129784688353539 +0.0189129430800676j,0.128175020217896 +0.0278015881776809j,0.125957310199738 +0.0365584678947925j,0.123142078518867 +0.0451419278979301j,0.119742691516876 +0.0535112395882606j,0.115775279700756 +0.0616267099976539j,0.111258707940578 +0.0694497302174568j,0.106214299798012 +0.0769434049725532j,0.100666038691998 +0.0840720757842063j,0.0946402326226235 +0.0908019319176673j,0.0881654769182205 +0.0971010401844978j,0.0812725871801377 +0.102939449250698j,0.0739940628409386 +0.108289621770382j,0.0663645267486573 +0.11312609910965j,0.0584202930331231 +0.117425866425037j,0.0501986928284169 +0.121168710291386j,0.0417391955852509 +0.124336652457714j,0.0330814570188523 +0.126914858818054j,0.0242670420557261 +0.128890946507454j,0.0153374979272485 +0.130255624651909j,0.00633495720103388 +0.1310024112463j,-0.00269738724455232 +0.131127759814262j,-0.0117169376462697 +0.130631074309349j,-0.0206811558455228 +0.129514694213867j,-0.0295470207929611 +0.127783954143524j,-0.0382729619741439 +0.125446975231171j,-0.0468171089887618 +0.122514992952347j,-0.0551391690969467 +0.119001835584641j,-0.0631998851895332 +0.114924050867558j,-0.0709605887532234 +0.110301218926907j,-0.0783848688006401 +0.105155013501644j,-0.0854371190071106 +0.0995101183652878j,-0.0920840799808502 +0.0933931842446327j,-0.0982943922281265 +0.0868330448865891j,-0.104038260877132 +0.0798611640930176j,-0.109288737177849 +0.0725102499127388j,-0.114020638167858 +0.0648155733942986j,-0.118211671710014 +0.0568134300410748j,-0.121842034161091 +0.0485415533185006j,-0.124894328415394 +0.0400396399199963j,-0.127354204654694 +0.0313475504517556j,-0.129209905862808 +0.0225069951266051j,-0.130452677607536 +0.0135596739128233j,-0.131076633930206 +0.00454778969287878j,-0.131078779697418 -0.00448543066158885j,-0.130459114909172 -0.0134976170957088j,-0.129220589995384 -0.0224455259740352j,-0.127369105815887 -0.0312869623303413j,-0.124913357198238 -0.0399802215397357j,-0.12186511605978 -0.0484835840761661j,-0.118238791823387 -0.0567569620907306j,-0.114051461219788 -0.0647613182663917j,-0.109323225915432 -0.0724582523107528j,-0.104076236486435 -0.0798116624355316j,-0.0983356907963753 -0.0867862701416015j,-0.0921286791563034 -0.0933491885662078j,-0.0854844450950623 -0.0994694605469703j,-0.0784348919987679 -0.105117708444595j,-0.071013055741787 -0.110267452895641j,-0.0632545575499535 -0.114893980324268j,-0.0551960058510304 -0.118975482881069j,-0.0468753911554814 -0.122492708265781j,-0.0383326411247254 -0.125428766012192j,-0.0296078119426966 -0.127769887447357j,-0.0207427702844143 -0.129504829645157j,-0.0117793334648014 -0.130625456571579j,-0.00275977328419691 -0.131126463413239j,0.00627263076603407 -0.131005421280861j,0.0152755295857787 -0.130262896418571j,0.0242057144641876 -0.128902480006218j,0.0330210775136947 -0.126930579543114j,0.0416800379753112 -0.124356500804424j,0.0501410439610481 -0.121192574501038j,0.0583644174039363 -0.117453649640083j,0.066310703754425 -0.113157659769058j,0.0739424303174018 -0.108324885368347j,0.0812236070632934 -0.102978102862835j,0.088119275867939 -0.0971429795026779j,0.0945971086621284 -0.0908468589186669j,0.100626029074192 -0.0841199606657028j,0.106177613139152 -0.0769940316677094j,0.11122565716505 -0.0695026442408562j,0.115745939314365 -0.0616817772388459j,0.119717270135879 -0.0535680875182152j,0.123120583593845 -0.0452005006372929j,0.12593986093998 -0.0366185083985329j,0.128161787986755 -0.0278625618666411j,0.129775673151016 -0.0189746841788292j,0.130773961544037 -0.00999680347740655j,0.131151899695396 -0.000971250177826785j,0.13090768456459 +0.00805866718292231j,0.130042463541031 +0.0170506052672862j,0.12856037914753 +0.0259614028036594j,0.126468449831009 +0.0347490571439266j,0.123776510357857 +0.0433721058070659j,0.120497494935989 +0.0517891757190227j,0.116646766662598 +0.0599607937037944j,0.112242802977562 +0.0678477510809898j,0.107306398451328 +0.0754128620028495j,0.101860821247101 +0.0826204419136047j,0.0959321931004525 +0.0894358903169632j,0.0895483121275902 +0.0958272591233253j,0.0827398225665093 +0.101763874292374j,0.075538843870163 +0.107217766344547j,0.067979320883751 +0.112163171172142j,0.0600975304841996 +0.116576381027698j
