0.0519961751997471 -0.08281259983778j,0.0489130020141602 -0.0871282890439034j,0.0456005856394768 -0.0913455635309219j,0.0420651435852051 -0.095453642308712j,0.0383135378360748 -0.0994422659277916j,0.0343532934784889 -0.103301748633385j,0.0301925279200077 -0.107023008167744j,0.0258399117738008 -0.110597603023052j,0.0213046446442604 -0.11401779204607j,0.0165963973850012 -0.117276512086391j,0.0117252757772803 -0.120367459952831j,0.00670176697894931 -0.123285107314587j,0.00153670157305896 -0.126024693250656j,-0.00375879881903529 -0.128582254052162j,-0.00917336903512478 -0.130954682826996j,-0.014695449732244 -0.133139669895172j,-0.0203133262693882 -0.135135725140572j,-0.0260151848196983 -0.136942237615585j,-0.0317891538143158 -0.138559386134148j,-0.0376233458518982 -0.139988228678703j,-0.0435059107840061 -0.141230598092079j,-0.0494250655174255 -0.14228917658329j,-0.0553691312670708 -0.143167406320572j,-0.061326589435339 -0.143869519233704j,-0.0672861039638519 -0.144400507211685j,-0.0732365474104881 -0.144766092300415j,-0.0791670382022858 -0.144972667098045j,-0.0850669741630554 -0.145027309656143j,-0.0909260362386703 -0.144937738776207j,-0.0967342406511307 -0.144712254405022j,-0.102481916546822 -0.144359737634659j,-0.108159750699997 -0.143889561295509j,-0.113758787512779 -0.143311560153961j,-0.11927043646574 -0.142636030912399j,-0.124686472117901 -0.141873627901077j,-0.129999041557312 -0.141035348176956j,-0.135200664401054 -0.140132457017899j,-0.140284210443497 -0.139176443219185j,-0.145242914557457 -0.138179019093513j,-0.150070339441299 -0.137151956558228j,-0.154760390520096 -0.136107176542282j,-0.159307271242142 -0.135056525468826j,-0.163705497980118 -0.134011894464493j,-0.167949825525284 -0.132985055446625j,-0.172035321593285 -0.131987616419792j,-0.175957202911377 -0.131031006574631j,-0.179710954427719 -0.130126416683197j,-0.183292210102081 -0.12928469479084j,-0.186696767807007 -0.128516331315041j,-0.18992055952549 -0.12783145904541j,-0.192959621548653 -0.12723970413208j,-0.195810049772263 -0.12675017118454j,-0.198468044400215 -0.126371443271637j,-0.200929820537567 -0.12611149251461j,-0.203191608190536 -0.125977605581284j,-0.205249637365341 -0.12597644329071j,-0.207100167870522 -0.12611386179924j,-0.208739399909973 -0.126394987106323j,-0.21016351878643 -0.126824125647545j,-0.211368680000305 -0.127404749393463j,-0.212350994348526 -0.128139480948448j,-0.21310655772686 -0.129029974341393j,-0.21363140642643 -0.130077049136162j,-0.213921621441841 -0.131280511617661j,-0.213973239064217 -0.13263925909996j,-0.21378231048584 -0.134151175618172j,-0.213344946503639 -0.135813191533089j,-0.212657332420349 -0.137621209025383j,-0.211715713143349 -0.139570191502571j,-0.210516512393951 -0.141654089093208j,-0.20905627310276 -0.14386585354805j,-0.20733180642128 -0.146197512745857j,-0.20534011721611 -0.148640111088753j,-0.203078523278236 -0.151183784008026j,-0.200544729828835 -0.153817757964134j,-0.197736769914627 -0.156530395150185j,-0.194653168320656 -0.159309238195419j,-0.191292926669121 -0.162141025066376j,-0.187655597925186 -0.165011763572693j,-0.183741360902786 -0.167906761169434j,-0.179550990462303 -0.170810714364052j,-0.175086006522179 -0.173707693815231j,-0.170348659157753 -0.176581352949142j,-0.165342003107071 -0.179414823651314j,-0.160069927573204 -0.182190909981728j,-0.154537200927734 -0.184892147779465j,-0.148749470710754 -0.187500834465027j,-0.142713382840157 -0.189999178051949j,-0.136436522006989 -0.192369341850281j,-0.129927471280098 -0.194593518972397j,-0.123195804655552 -0.196654096245766j,-0.116252146661282 -0.198533669114113j,-0.109108127653599 -0.200215190649033j,-0.101776391267776 -0.201681986451149j,-0.0942706093192101 -0.202917963266373j,-0.0866054370999336 -0.203907638788223j,-0.0787965059280396 -0.204636171460152j,-0.0708603858947754 -0.205089583992958j,-0.0628145709633827 -0.205254763364792j,-0.0546774007380009 -0.20511956512928j,-0.0464680306613445 -0.204672887921333j,-0.0382063686847687 -0.203904777765274j,-0.0299130249768496 -0.20280647277832j,-0.0216092225164175 -0.201370492577553j,-0.013316729106009 -0.199590682983398j,-0.00505777867510915 -0.197462305426598j,0.0031450183596462 -0.194982051849365j,0.0112687675282359 -0.192148104310036j,0.0192903876304626 -0.188960179686546j,0.027186706662178 -0.185419544577599j,0.0349345654249191 -0.181529074907303j,0.0425109304487705 -0.177293196320534j,0.0498929880559444 -0.172717958688736j,0.0570582710206509 -0.167811021208763j,0.063984751701355 -0.162581607699394j,0.0706509649753571 -0.157040506601334j,0.0770361125469208 -0.15120005607605j,0.083120159804821 -0.145074099302292j,0.0888839662075043 -0.138677909970284j,0.0943093821406364 -0.132028177380562j,0.0993793234229088 -0.12514291703701j
0.0447502620518208 -0.0866609513759613j,0.0413096100091934 -0.0907280668616295j,0.0376453474164009 -0.0946784391999245j,0.0337644666433334 -0.0985016003251076j,0.0296746026724577 -0.10218770056963j,0.025383997708559 -0.105727456510067j,0.0209014564752579 -0.109112270176411j,0.0162363052368164 -0.112334229052067j,0.0113983498886228 -0.115386128425598j,0.00639783032238483 -0.11826153844595j,0.0012453697854653 -0.120954781770706j,-0.00404807133600116 -0.12346101552248j,-0.00947124604135752 -0.125776186585426j,-0.0150126591324806 -0.127897098660469j,-0.0206606350839138 -0.129821389913559j,-0.0264033544808626 -0.131547540426254j,-0.0322289019823074 -0.133074924349785j,-0.038125317543745 -0.134403750300407j,-0.0440806411206722 -0.135535076260567j,-0.0500829629600048 -0.136470824480057j,-0.0561204589903355 -0.137213721871376j,-0.062181431800127 -0.137767359614372j,-0.0682543590664864 -0.138136103749275j,-0.0743279308080673 -0.138325080275536j,-0.0803910568356514 -0.13834023475647j,-0.086432933807373 -0.138188183307648j,-0.0924430564045906 -0.137876272201538j,-0.0984112471342087 -0.13741247355938j,-0.104327671229839 -0.136805459856987j,-0.110182851552963 -0.136064425110817j,-0.115967698395252 -0.135199144482613j,-0.12167351692915 -0.134219899773598j,-0.12729200720787 -0.133137419819832j,-0.132815256714821 -0.131962865591049j,-0.138235777616501 -0.130707770586014j,-0.143546491861343 -0.129383966326714j,-0.148740664124489 -0.128003552556038j,-0.153812021017075 -0.126578882336617j,-0.158754587173462 -0.125122427940369j,-0.163562789559364 -0.123646788299084j,-0.168231382966042 -0.122164621949196j,-0.172755420207977 -0.120688587427139j,-0.177130296826363 -0.119231291115284j,-0.181351602077484 -0.117805227637291j,-0.185415253043175 -0.116422742605209j,-0.18931733071804 -0.11509595811367j,-0.193054094910622 -0.113836720585823j,-0.196621999144554 -0.112656570971012j,-0.200017586350441 -0.11156664788723j,-0.203237533569336 -0.110577702522278j,-0.206278562545776 -0.109699964523315j,-0.209137439727783 -0.108943171799183j,-0.211810931563377 -0.108316466212273j,-0.214295834302902 -0.107828371226788j,-0.216588854789734 -0.107486762106419j,-0.218686699867249 -0.107298754155636j,-0.220585957169533 -0.107270769774914j,-0.222283154726028 -0.107408404350281j,-0.223774701356888 -0.107716426253319j,-0.225056946277618 -0.108198747038841j,-0.226126089692116 -0.10885838419199j,-0.226978197693825 -0.109697438776493j,-0.227609321475029 -0.11071702837944j,-0.228015318512917 -0.111917339265347j,-0.228192031383514 -0.113297544419765j,-0.228135228157043 -0.11485581099987j,-0.22784061729908 -0.116589292883873j,-0.227303922176361 -0.118494108319283j,-0.226520866155624 -0.120565362274647j,-0.225487247109413 -0.122797109186649j,-0.224198922514915 -0.125182390213013j,-0.222651928663254 -0.127713248133659j,-0.220842450857162 -0.13038070499897j,-0.218766927719116 -0.133174806833267j,-0.216422066092491 -0.136084675788879j,-0.213804930448532 -0.139098465442657j,-0.210912987589836 -0.142203465104103j,-0.207744091749191 -0.14538611471653j,-0.204296663403511 -0.148632064461708j,-0.200569689273834 -0.151926174759865j,-0.196562752127647 -0.155252650380135j,-0.19227609038353 -0.158595010638237j,-0.187710732221603 -0.161936238408089j,-0.182868450880051 -0.165258809924126j,-0.177751868963242 -0.168544754385948j,-0.172364458441734 -0.17177577316761j,-0.166710644960403 -0.174933254718781j,-0.160795822739601 -0.177998423576355j,-0.154626339673996 -0.180952429771423j,-0.148209601640701 -0.183776363730431j,-0.141554042696953 -0.186451449990273j,-0.134669154882431 -0.188959062099457j,-0.127565532922745 -0.191280826926231j,-0.120254799723625 -0.193398788571358j,-0.112749695777893 -0.195295453071594j,-0.105063997209072 -0.196953848004341j,-0.0972125306725502 -0.198357701301575j,-0.0892111584544182 -0.19949147105217j,-0.0810767114162445 -0.200340509414673j,-0.0728269815444946 -0.200891047716141j,-0.0644806697964668 -0.201130375266075j,-0.0560573078691959 -0.201046884059906j,-0.047577228397131 -0.20063017308712j,-0.0390614867210388 -0.199871063232422j,-0.0305317770689726 -0.198761746287346j,-0.022010363638401 -0.197295814752579j,-0.0135199902579188 -0.195468261837959j,-0.00508379423990846 -0.193275660276413j,0.00327479792758822 -0.190716072916985j,0.0115321669727564 -0.187789186835289j,0.0196646004915237 -0.18449629843235j,0.0276484079658985 -0.18084029853344j,0.0354600250720978 -0.176825776696205j,0.0430761277675629 -0.172458946704865j,0.0504737459123135 -0.167747661471367j,0.0576303713023663 -0.162701427936554j,0.0645240768790245 -0.157331362366676j,0.0711336359381676 -0.151650100946426j,0.0774386078119278 -0.145671889185905j,0.0834194719791412 -0.139412418007851j,0.0890577435493469 -0.132888793945312j
0.0372289009392262 -0.0898608714342117j,0.0334517955780029 -0.0936495587229729j,0.0294581819325686 -0.0973034799098969j,0.0252558141946793 -0.100812576711178j,0.0208530612289906 -0.104167409241199j,0.0162588618695736 -0.107359193265438j,0.0114826839417219 -0.110379844903946j,0.00653446791693568 -0.113222017884254j,0.00142459606286138 -0.115879133343697j,-0.00383616960607469 -0.118345379829407j,-0.00923673063516617 -0.120615787804127j,-0.0147657003253698 -0.122686207294464j,-0.0204114615917206 -0.124553337693214j,-0.0261622052639723 -0.126214757561684j,-0.0320059955120087 -0.127668902277946j,-0.0379308126866817 -0.128915071487427j,-0.0439245998859406 -0.129953488707542j,-0.0499753132462502 -0.130785211920738j,-0.0560709722340107 -0.131412163376808j,-0.0621997080743313 -0.131837159395218j,-0.0683497935533524 -0.132063835859299j,-0.0745096951723099 -0.132096648216248j,-0.080668106675148 -0.131940901279449j,-0.0868139863014221 -0.131602615118027j,-0.0929366052150726 -0.131088644266129j,-0.0990255400538445 -0.130406513810158j,-0.105070739984512 -0.129564464092255j,-0.111062526702881 -0.128571391105652j,-0.116991616785526 -0.127436816692352j,-0.122849144041538 -0.126170843839645j,-0.128626674413681 -0.124784097075462j,-0.134316191077232 -0.123287729918957j,-0.139910146594048 -0.121693313121796j,-0.145401403307915 -0.120012849569321j,-0.150783285498619 -0.118258662521839j,-0.156049534678459 -0.116443410515785j,-0.161194324493408 -0.114579990506172j,-0.16621221601963 -0.112681493163109j,-0.171098187565804 -0.110761173069477j,-0.175847575068474 -0.108832359313965j,-0.180456072092056 -0.106908440589905j,-0.184919655323029 -0.105002775788307j,-0.189234659075737 -0.103128679096699j,-0.193397641181946 -0.101299315690994j,-0.197405397891998 -0.0995276868343353j,-0.201254934072495 -0.0978265628218651j,-0.204943418502808 -0.096208430826664j,-0.2084681391716 -0.0946854427456856j,-0.211826518177986 -0.0932693555951118j,-0.21501599252224 -0.0919714868068695j,-0.21803405880928 -0.0908026695251465j,-0.220878183841705 -0.0897731855511665j,-0.223545834422112 -0.0888927355408669j,-0.226034387946129 -0.0881703868508339j,-0.228341117501259 -0.0876145139336586j,-0.230463221669197 -0.0872327759861946j,-0.232397705316544 -0.0870320498943329j,-0.23414146900177 -0.0870184227824211j,-0.23569118976593 -0.0871971249580383j,-0.237043395638466 -0.0875725150108337j,-0.238194450736046 -0.0881480276584625j,-0.23914048075676 -0.0889261439442635j,-0.239877432584763 -0.0899083986878395j,-0.240401118993759 -0.0910953134298325j,-0.240707129240036 -0.0924863889813423j,-0.240790963172913 -0.0940801054239273j,-0.240647941827774 -0.0958738699555397j,-0.240273341536522 -0.0978640615940094j,-0.239662334322929 -0.100045964121819j,-0.238810077309608 -0.102413818240166j,-0.237711757421494 -0.104960784316063j,-0.236362621188164 -0.107678979635239j,-0.234757989645004 -0.110559463500977j,-0.232893392443657 -0.11359228938818j,-0.230764538049698 -0.11676649004221j,-0.228367432951927 -0.120070114731789j,-0.225698411464691 -0.123490281403065j,-0.222754210233688 -0.127013206481934j,-0.219532042741776 -0.130624234676361j,-0.216029599308968 -0.134307876229286j,-0.21224519610405 -0.13804791867733j,-0.208177804946899 -0.141827419400215j,-0.203827053308487 -0.145628795027733j,-0.199193403124809 -0.14943391084671j,-0.194278091192245 -0.15322408080101j,-0.189083263278008 -0.156980276107788j,-0.18361197412014 -0.160683050751686j,-0.177868276834488 -0.164312750101089j,-0.171857193112373 -0.167849525809288j,-0.165584832429886 -0.171273469924927j,-0.15905836224556 -0.174564674496651j,-0.15228608250618 -0.177703365683556j,-0.14527739584446 -0.180669963359833j,-0.138042792677879 -0.183445200324059j,-0.130593970417976 -0.186010211706161j,-0.122943699359894 -0.188346683979034j,-0.115105889737606 -0.190436854958534j,-0.107095554471016 -0.192263722419739j,-0.0989287570118904 -0.193811044096947j,-0.0906226187944412 -0.195063516497612j,-0.0821952372789383 -0.196006804704666j,-0.073665663599968 -0.196627676486969j,-0.065053828060627 -0.196914047002792j,-0.0563804879784584 -0.196855083107948j,-0.0476671457290649 -0.196441277861595j,-0.0389359854161739 -0.195664510130882j,-0.0302097611129284 -0.194518119096756j,-0.0215117372572422 -0.192996993660927j,-0.0128655740991235 -0.191097512841225j,-0.00429523549973965 -0.188817709684372j,0.00417512096464634 -0.186157271265984j,0.0125212492421269 -0.183117523789406j,0.0207189228385687 -0.179701492190361j,0.02874406427145 -0.175913900136948j,0.0365728326141834 -0.171761155128479j,0.0441817678511143 -0.167251393198967j,0.051547896116972 -0.162394374608994j,0.0586488395929337 -0.157201543450356j,0.0654629468917847 -0.151685938239098j,0.0719693973660469 -0.14586216211319j,0.0781483054161072 -0.139746353030205j
0.0294908825308084 -0.0923937112092972j,0.0254008807241917 -0.0958759263157845j,0.0211029164493084 -0.099205806851387j,0.0166054889559746 -0.102373734116554j,0.0119176767766476 -0.105370752513409j,0.00704908790066838 -0.108188599348068j,0.00200981041416526 -0.110819779336452j,-0.00318963034078479 -0.113257557153702j,-0.00853832345455885 -0.115495979785919j,-0.0140250222757459 -0.117529951035976j,-0.0196382012218237 -0.119355194270611j,-0.0253660995513201 -0.120968319475651j,-0.0311967749148607 -0.122366800904274j,-0.0371181666851044 -0.123548999428749j,-0.0431181341409683 -0.124514177441597j,-0.0491845160722733 -0.12526248395443j,-0.0553051717579365 -0.125794976949692j,-0.0614680461585522 -0.126113563776016j,-0.0676612034440041 -0.126221090555191j,-0.073872871696949 -0.12612122297287j,-0.0800914987921715 -0.125818490982056j,-0.0863057747483253 -0.125318259000778j,-0.092504695057869 -0.124626696109772j,-0.0986775755882263 -0.123750746250153j,-0.104814074933529 -0.122698113322258j,-0.110904261469841 -0.121477223932743j,-0.116938598453999 -0.120097190141678j,-0.122907996177673 -0.118567764759064j,-0.128803789615631 -0.116899333894253j,-0.134617805480957 -0.1151028200984j,-0.140342339873314 -0.113189697265625j,-0.145970165729523 -0.111171908676624j,-0.151494517922401 -0.10906183719635j,-0.156909137964249 -0.106872260570526j,-0.162208214402199 -0.104616269469261j,-0.167386427521706 -0.102307267487049j,-0.172438904643059 -0.0999588742852211j,-0.177361160516739 -0.0975849032402039j,-0.182149171829224 -0.0951992943882942j,-0.186799257993698 -0.0928160771727562j,-0.191308125853539 -0.0904492884874344j,-0.195672795176506 -0.088112935423851j,-0.199890583753586 -0.0858209654688835j,-0.203959077596664 -0.0835871696472168j,-0.207876071333885 -0.0814251378178596j,-0.211639553308487 -0.0793482437729836j,-0.215247645974159 -0.0773695632815361j,-0.21869857609272 -0.0755017846822739j,-0.221990674734116 -0.0737572386860847j,-0.22512224316597 -0.0721477940678596j,-0.228091597557068 -0.0706847980618477j,-0.230897009372711 -0.0693790763616562j,-0.233536645770073 -0.0682408288121223j,-0.236008554697037 -0.0672796294093132j,-0.238310649991035 -0.0665043517947197j,-0.240440636873245 -0.0659231320023537j,-0.242396011948586 -0.0655433386564255j,-0.24417407810688 -0.0653715133666992j,-0.245771855115891 -0.0654133409261703j,-0.247186109423637 -0.0656736120581627j,-0.24841333925724 -0.066156193614006j,-0.249449759721756 -0.066863976418972j,-0.250291347503662 -0.0677988976240158j,-0.250933766365051 -0.0689618512988091j,-0.251372456550598 -0.0703526809811592j,-0.251602619886398 -0.0719702169299126j,-0.251619219779968 -0.0738121718168259j,-0.251417070627213 -0.0758751928806305j,-0.250990837812424 -0.0781548321247101j,-0.25033500790596 -0.0806455463171005j,-0.249444097280502 -0.083340659737587j,-0.248312503099442 -0.086232453584671j,-0.246934697031975 -0.0893120765686035j,-0.245305269956589 -0.0925696417689323j,-0.243418887257576 -0.09599419683218j,-0.241270482540131 -0.0995737537741661j,-0.238855242729187 -0.103295333683491j,-0.236168682575226 -0.107145003974438j,-0.233206734061241 -0.111107900738716j,-0.229965806007385 -0.115168280899525j,-0.226442873477936 -0.119309581816196j,-0.222635477781296 -0.123514473438263j,-0.218541920185089 -0.127764910459518j,-0.214161157608032 -0.132042199373245j,-0.209493026137352 -0.136327117681503j,-0.204538211226463 -0.140599891543388j,-0.199298322200775 -0.144840374588966j,-0.193775981664658 -0.149028092622757j,-0.187974780797958 -0.153142318129539j,-0.181899458169937 -0.15716215968132j,-0.175555795431137 -0.161066710948944j,-0.168950751423836 -0.164835095405579j,-0.162092432379723 -0.168446555733681j,-0.154990151524544 -0.17188061773777j,-0.147654354572296 -0.175117135047913j,-0.140096753835678 -0.178136423230171j,-0.132330194115639 -0.180919334292412j,-0.124368727207184 -0.183447390794754j,-0.116227515041828 -0.185702875256538j,-0.107922874391079 -0.187668904662132j,-0.0994722098112106 -0.189329594373703j,-0.0908939391374588 -0.190670043230057j,-0.0822074711322784 -0.191676542162895j,-0.0734331533312798 -0.192336589097977j,-0.0645921677350998 -0.192638978362083j,-0.0557064786553383 -0.19257390499115j,-0.0467987582087517 -0.192132979631424j,-0.0378922708332539 -0.191309377551079j,-0.0290107987821102 -0.190097793936729j,-0.0201785322278738 -0.188494578003883j,-0.011419971473515 -0.186497747898102j,-0.00275981030426919 -0.184106990695j,0.0057771666906774 -0.181323736906052j,0.0141662117093801 -0.178151160478592j,0.0223827231675386 -0.174594148993492j,0.0304023642092943 -0.170659363269806j,0.0382011942565441 -0.166355192661285j,0.0457557737827301 -0.16169174015522j,0.0530432984232903 -0.156680777668953j,0.0600417032837868 -0.151335746049881j,0.0667297914624214 -0.145671650767326j
0.0215961486101151 -0.0942461863160133j,0.0172191578894854 -0.0973959490656853j,0.0126441763713956 -0.100376360118389j,0.00788042414933443 -0.103178285062313j,0.00293765193782747 -0.105793319642544j,-0.00217389385215938 -0.108213789761066j,-0.00744353886693716 -0.110432796180248j,-0.0128602189943194 -0.112444259226322j,-0.0184125322848558 -0.114242933690548j,-0.0240887980908155 -0.115824431180954j,-0.0298771113157272 -0.117185220122337j,-0.0357653833925724 -0.118322692811489j,-0.041741419583559 -0.11923510581255j,-0.0477929413318634 -0.119921654462814j,-0.0539076738059521 -0.12038242816925j,-0.0600733682513237 -0.120618417859077j,-0.066277876496315 -0.120631545782089j,-0.0725091844797134 -0.120424598455429j,-0.0787554606795311 -0.120001278817654j,-0.0850051119923592 -0.119366146624088j,-0.0912468284368515 -0.118524596095085j,-0.0974695980548859 -0.117482870817184j,-0.103662773966789 -0.116248019039631j,-0.10981609672308 -0.11482784897089j,-0.115919716656208 -0.113230928778648j,-0.121964238584042 -0.111466519534588j,-0.127940714359283 -0.109544582664967j,-0.133840724825859 -0.107475683093071j,-0.139656320214272 -0.105271019041538j,-0.145380079746246 -0.102942310273647j,-0.151005074381828 -0.1005018055439j,-0.156524956226349 -0.0979622006416321j,-0.161933854222298 -0.0953366234898567j,-0.167226433753967 -0.0926385670900345j,-0.17239785194397 -0.0898818299174309j,-0.177443772554398 -0.0870804935693741j,-0.182360336184502 -0.0842488557100296j,-0.187144130468369 -0.0814013704657555j,-0.191792160272598 -0.0785526037216187j,-0.196301862597466 -0.0757171884179115j,-0.200671002268791 -0.0729097723960876j,-0.204897701740265 -0.0701449513435364j,-0.208980351686478 -0.0674372091889381j,-0.212917640805244 -0.0648009032011032j,-0.216708406805992 -0.0622501745820045j,-0.220351696014404 -0.0597989112138748j,-0.223846688866615 -0.0574606917798519j,-0.227192610502243 -0.0552487410604954j,-0.23038874566555 -0.0531758740544319j,-0.233434334397316 -0.0512544438242912j,-0.236328586935997 -0.0494963005185127j,-0.239070624113083 -0.0479127280414104j,-0.241659387946129 -0.0465144217014313j,-0.244093671441078 -0.0453114062547684j,-0.246372044086456 -0.0443130210042j,-0.248492807149887 -0.0435278676450253j,-0.250454008579254 -0.0429637581110001j,-0.252253353595734 -0.0426276922225952j,-0.253888249397278 -0.0425257869064808j,-0.255355775356293 -0.0426632799208164j,-0.256652593612671 -0.0430444590747356j,-0.257775098085403 -0.0436726398766041j,-0.258719205856323 -0.0445501543581486j,-0.259480535984039 -0.0456783026456833j,-0.260054409503937 -0.047057319432497j,-0.260435700416565 -0.0486863777041435j,-0.260619103908539 -0.0505635514855385j,-0.260598927736282 -0.0526858121156693j,-0.260369300842285 -0.0550490021705627j,-0.259924113750458 -0.0576478466391563j,-0.259257078170776 -0.0604759342968464j,-0.258361876010895 -0.0635257288813591j,-0.2572320997715 -0.0667885690927505j,-0.25586125254631 -0.0702546909451485j,-0.254243075847626 -0.0739132165908813j,-0.252371311187744 -0.0777522176504135j,-0.250239968299866 -0.0817587077617645j,-0.247843310236931 -0.0859186798334122j,-0.245175957679749 -0.0902171581983566j,-0.242232978343964 -0.0946382209658623j,-0.239009901881218 -0.0991650596261024j,-0.235502868890762 -0.103780053555965j,-0.231708645820618 -0.108464777469635j,-0.227624744176865 -0.11320012062788j,-0.223249465227127 -0.117966324090958j,-0.218581959605217 -0.122743062674999j,-0.213622316718102 -0.127509519457817j,-0.208371609449387 -0.132244512438774j,-0.202831938862801 -0.136926487088203j,-0.197006508708 -0.141533717513084j,-0.190899685025215 -0.146044328808784j,-0.184516951441765 -0.15043643116951j,-0.177865028381348 -0.154688194394112j,-0.170951887965202 -0.158777981996536j,-0.163786679506302 -0.162684425711632j,-0.156379893422127 -0.166386559605598j,-0.148743212223053 -0.169863864779472j,-0.140889570116997 -0.173096492886543j,-0.132833153009415 -0.176065236330032j,-0.124589338898659 -0.178751736879349j,-0.116174697875977 -0.181138500571251j,-0.107606895267963 -0.183209091424942j,-0.0989047214388847 -0.184948146343231j,-0.0900879502296448 -0.186341479420662j,-0.0811773464083672 -0.187376230955124j,-0.0721945390105247 -0.188040852546692j,-0.0631619691848755 -0.18832528591156j,-0.0541027933359146 -0.188220947980881j,-0.0450408011674881 -0.187720835208893j,-0.0360002964735031 -0.186819583177567j,-0.0270060058683157 -0.185513496398926j,-0.0180829707533121 -0.183800607919693j,-0.00925641879439354 -0.181680664420128j,-0.000551666715182364 -0.179155230522156j,0.0080060102045536 -0.176227644085884j,0.0163915026932955 -0.172903016209602j,0.0245799850672483 -0.169188275933266j,0.0325470380485058 -0.165092095732689j,0.0402687788009644 -0.16062493622303j,0.047721978276968 -0.155798926949501j,0.0548841841518879 -0.15062789618969j
