-0.72516393661499 +0.308362990617752j,-0.733384609222412 +0.288266181945801j,-0.741048514842987 +0.267950564622879j,-0.748149752616882 +0.247431516647339j,-0.754682958126068 +0.226724579930306j,-0.760643064975739 +0.205845832824707j,-0.76602578163147 +0.184810489416123j,-0.770826876163483 +0.163634791970253j,-0.775042712688446 +0.142334848642349j,-0.778670132160187 +0.120926886796951j,-0.781706273555756 +0.0994270592927934j,-0.784148871898651 +0.0778521448373796j,-0.785996198654175 +0.0562177151441575j,-0.787246704101563 +0.0345406532287599j,-0.787899494171143 +0.0128373280167581j,-0.787954092025757 -0.00887574534863224j,-0.787410438060761 -0.0305820833891629j,-0.786268949508667 -0.0522647947072982j,-0.784530401229859 -0.0739082247018813j,-0.782196283340454 -0.0954955294728278j,-0.779268264770508 -0.117010325193405j,-0.775748491287232 -0.138436287641525j,-0.771639823913574 -0.159757137298584j,-0.766945362091065 -0.180956333875656j,-0.761668562889099 -0.202018514275551j,-0.755813360214234 -0.222927287220955j,-0.749384343624115 -0.243666797876358j,-0.742386400699616 -0.264221340417862j,-0.73482471704483 -0.284575223922729j,-0.726705253124237 -0.30471271276474j,-0.718033969402313 -0.324619233608246j,-0.708817481994629 -0.344279229640961j,-0.699062824249268 -0.363677859306335j,-0.688777387142182 -0.382800370454788j,-0.677969217300415 -0.40163192152977j,-0.666646063327789 -0.420158833265305j,-0.654816746711731 -0.438366740942001j,-0.642490327358246 -0.456241816282272j,-0.629676043987274 -0.473770499229431j,-0.616383671760559 -0.49093946814537j,-0.602623581886292 -0.507735371589661j,-0.588405728340149 -0.524146139621735j,-0.57374107837677 -0.540158867835999j,-0.558640837669373 -0.555761516094208j,-0.543116390705109 -0.570942223072052j,-0.527179598808289 -0.5856893658638j,-0.510842919349671 -0.599991619586945j,-0.494118005037308 -0.613838613033295j,-0.477017939090729 -0.627219498157501j,-0.459555685520172 -0.640124201774597j,-0.441744565963745 -0.65254282951355j,-0.423598021268845 -0.664466083049774j,-0.405130177736282 -0.675884544849396j,-0.386354416608811 -0.686790108680725j,-0.367285341024399 -0.697174191474915j,-0.347937345504761 -0.707028985023499j,-0.328325241804123 -0.716346979141235j,-0.30846381187439 -0.725121021270752j,-0.288368552923203 -0.733344376087189j,-0.268053948879242 -0.741011142730713j,-0.247535884380341 -0.748115241527557j,-0.22682985663414 -0.754651308059692j,-0.205951601266861 -0.760614454746246j,-0.184916988015175 -0.766000092029572j,-0.16374234855175 -0.770803987979889j,-0.142443045973778 -0.775022804737091j,-0.121035531163216 -0.778653204441071j,-0.0995361506938935 -0.781692385673523j,-0.0779611766338349 -0.784138083457947j,-0.0563270337879659 -0.785988330841064j,-0.0346505008637906 -0.787241876125336j,-0.0129472799599172 -0.787897706031799j,0.00876577757298937 -0.787955284118652j,0.0304721798747777 -0.78741466999054j,0.0521554648876189 -0.786276161670685j,0.0737987458705901 -0.784540712833405j,0.0953863710165023 -0.782209575176239j,0.116901583969593 -0.779284536838532j,0.138328030705452 -0.775767862796784j,0.159649461507797 -0.77166211605072j,0.18084967136383 -0.76697051525116j,0.201912209391594 -0.761696696281433j,0.222821801900864 -0.755844473838806j,0.2435622215271 -0.749418318271637j,0.26411771774292 -0.742423236370087j,0.284472703933716 -0.734864413738251j,0.304611653089523 -0.726747632026672j,0.324519008398056 -0.718079268932343j,0.344180315732956 -0.708865523338318j,0.36358031630516 -0.699113547801972j,0.382704257965088 -0.6888307929039j,0.401537299156189 -0.678025245666504j,0.42006579041481 -0.666704654693604j,0.438275367021561 -0.654877901077271j,0.45615217089653 -0.642553985118866j,0.47368261218071 -0.62974214553833j,0.490853428840637 -0.616452157497406j,0.507651567459106 -0.60269421339035j,0.524064302444458 -0.588478565216065j,0.540079057216644 -0.573816180229187j,0.555683791637421 -0.558718085289002j,0.570866644382477 -0.54319578409195j,0.585615575313568 -0.5272616147995j,0.599920332431793 -0.510926604270935j,0.61376965045929 -0.49420365691185j,0.627152919769287 -0.477105468511582j,0.640060007572174 -0.459645032882691j,0.652481138706207 -0.441835641860962j,0.664406895637512 -0.423690736293793j,0.675828218460083 -0.405224174261093j,0.686736345291138 -0.386449933052063j,0.697123169898987 -0.367382287979126j,0.706980586051941 -0.34803569316864j,0.716301262378693 -0.328424841165543j,0.72507780790329 -0.308565348386765j,0.733304142951965 -0.288470894098282j,0.740973651409149 -0.26815739274025j,0.748080670833588 -0.247640281915665j,0.754619657993317 -0.226935178041458j,0.760585725307465 -0.206057772040367j,0.765974223613739 -0.185023933649063j
-0.68329131603241 +0.392509043216705j,-0.693846344947815 +0.373533993959427j,-0.703874528408051 +0.35427537560463j,-0.71336829662323 +0.334747761487961j,-0.72232049703598 +0.314965933561325j,-0.730724036693573 +0.294945359230042j,-0.738572955131531 +0.274700492620468j,-0.745861113071442 +0.254247069358826j,-0.752582967281342 +0.233600586652756j,-0.758733451366425 +0.21277679502964j,-0.764307856559754 +0.191791415214539j,-0.76930183172226 +0.170660749077797j,-0.773711800575256 +0.149400189518929j,-0.777534425258637 +0.12802617251873j,-0.780766606330872 +0.106554970145226j,-0.783405959606171 +0.0850028544664384j,-0.785450518131256 +0.06338619440794j,-0.786898791790009 +0.0417217910289765j,-0.787749588489533 +0.0200253296643496j,-0.788002252578735 -0.00168633600696913j,-0.787656605243683 -0.0233967099338769j,-0.786713004112244 -0.0450893342494964j,-0.785172045230866 -0.0667477250099181j,-0.783034980297089 -0.0883550643920898j,-0.780303359031677 -0.109895676374435j,-0.776979327201843 -0.131352856755257j,-0.773065268993378 -0.152710303664207j,-0.768564343452454 -0.173951804637909j,-0.763479888439179 -0.195061236619949j,-0.757815837860108 -0.216022208333015j,-0.75157630443573 -0.236819520592689j,-0.744766116142273 -0.25743705034256j,-0.737390518188477 -0.277859091758728j,-0.72945499420166 -0.298070162534714j,-0.720965802669525 -0.318054586648941j,-0.711929023265839 -0.337797880172729j,-0.702351808547974 -0.357284724712372j,-0.692241251468659 -0.376500248908997j,-0.681605100631714 -0.395429939031601j,-0.670451521873474 -0.414059400558472j,-0.658789038658142 -0.432374149560928j,-0.646626174449921 -0.450360953807831j,-0.633972346782684 -0.468005806207657j,-0.620837211608887 -0.485295355319977j,-0.607230663299561 -0.502216398715973j,-0.593163073062897 -0.518756151199341j,-0.578645408153534 -0.534901738166809j,-0.563688158988953 -0.550641536712646j,-0.548302888870239 -0.565963208675385j,-0.532501339912415 -0.580855190753937j,-0.516295492649078 -0.595306158065796j,-0.499697595834732 -0.609305143356323j,-0.482720613479614 -0.622841238975525j,-0.465376853942871 -0.635904669761658j,-0.447679787874222 -0.648485362529755j,-0.429642796516419 -0.660573601722717j,-0.411279559135437 -0.67216032743454j,-0.392604053020477 -0.683236718177795j,-0.373630821704865 -0.693794190883636j,-0.354373574256897 -0.703825056552887j,-0.334847271442413 -0.713321626186371j,-0.31506672501564 -0.722276508808136j,-0.295046955347061 -0.730683028697968j,-0.274803221225739 -0.738534808158875j,-0.254351168870926 -0.7458256483078j,-0.233705639839172 -0.75255036354065j,-0.2128826379776 -0.758703768253327j,-0.191898077726364 -0.764281034469605j,-0.170767724514008 -0.769278109073639j,-0.149508148431778 -0.77369099855423j,-0.128134697675705 -0.777516543865204j,-0.106663905084133 -0.780751705169678j,-0.0851121693849564 -0.78339409828186j,-0.0634957998991013 -0.785441696643829j,-0.0418312288820744 -0.786892950534821j,-0.0201352518051864 -0.787746787071228j,0.00157637090887866 -0.788002490997315j,0.0232868064194917 -0.78765994310379j,0.0449795424938201 -0.786719262599945j,0.0666381418704986 -0.785181403160095j,0.0882461443543433 -0.783047258853912j,0.10978676378727 -0.780318677425385j,0.131244421005249 -0.776997625827789j,0.152602419257164 -0.773086607456207j,0.173844560980797 -0.768588662147522j,0.194954693317413 -0.763507068157196j,0.215916812419891 -0.75784581899643j,0.236714646220207 -0.751609325408936j,0.257333099842071 -0.744802057743073j,0.277756184339523 -0.737429261207581j,0.29796838760376 -0.729496598243713j,0.317954331636429 -0.721010029315949j,0.337698876857758 -0.711976051330567j,0.357186675071716 -0.702401638031006j,0.376403629779816 -0.692293763160706j,0.395335137844086 -0.681660115718842j,0.41396552324295 -0.670509517192841j,0.432282239198685 -0.658849358558655j,0.450270712375641 -0.646688997745514j,0.467917323112488 -0.634037673473358j,0.485208690166473 -0.620904922485352j,0.502131700515747 -0.607300758361817j,0.518673360347748 -0.593235492706299j,0.534821271896362 -0.578719794750214j,0.550563156604767 -0.563764691352844j,0.565886974334717 -0.548381567001343j,0.580781102180481 -0.532582104206085j,0.595234334468842 -0.516378223896027j,0.609235167503357 -0.499782919883728j,0.622773885726929 -0.482807546854019j,0.635839760303497 -0.465465605258942j,0.64842289686203 -0.447770267724991j,0.660513639450073 -0.429734975099564j,0.672102987766266 -0.411373347043991j,0.683181941509247 -0.392699390649796j,0.693742275238037 -0.373727321624756j,0.703775823116302 -0.354471445083618j,0.713275015354156 -0.334946483373642j,0.722232699394226 -0.315167218446732j,0.730641961097717 -0.295148640871048j,0.73849630355835 -0.274906635284424j
-0.63169801235199 +0.471071124076843j,-0.6444371342659 +0.453487783670426j,-0.656686961650848 +0.43556010723114j,-0.668438196182251 +0.417301714420319j,-0.679681777954102 +0.398726850748062j,-0.690409481525421 +0.379848867654801j,-0.700612962245941 +0.360682547092438j,-0.710284531116486 +0.341242343187332j,-0.719416797161102 +0.321543037891388j,-0.728002846240997 +0.301599651575089j,-0.736035943031311 +0.281427592039108j,-0.74351042509079 +0.26104149222374j,-0.750420391559601 +0.240457206964493j,-0.756760537624359 +0.219690352678299j,-0.762526154518128 +0.198756709694862j,-0.767712891101837 +0.177672162652016j,-0.772316575050354 +0.156453043222427j,-0.776333928108215 +0.135114833712578j,-0.779761910438538 +0.113673977553845j,-0.782597839832306 +0.0921468436717988j,-0.784839570522308 +0.0705497488379479j,-0.786485433578491 +0.048899069428444j,-0.787534058094025 +0.0272116567939521j,-0.787984848022461 +0.00550321303308016j,-0.787837326526642 -0.0162094160914421j,-0.787091672420502 -0.037909734994173j,-0.785748362541199 -0.0595812872052192j,-0.783808469772339 -0.0812076032161712j,-0.781273543834686 -0.102771855890751j,-0.778145372867584 -0.124258480966091j,-0.774426400661469 -0.145650759339333j,-0.770119428634644 -0.166932433843613j,-0.765227794647217 -0.188087373971939j,-0.759755074977875 -0.209099501371384j,-0.753705680370331 -0.229952529072762j,-0.747083902359009 -0.250631302595139j,-0.739894866943359 -0.271119803190231j,-0.732144117355347 -0.291402459144592j,-0.723837494850159 -0.311463862657547j,-0.714981257915497 -0.331288754940033j,-0.705582320690155 -0.350861817598343j,-0.695647537708283 -0.370168805122375j,-0.685184538364411 -0.389194756746292j,-0.674201369285584 -0.407925188541412j,-0.662706255912781 -0.42634591460228j,-0.650708019733429 -0.444442927837372j,-0.638215899467468 -0.462202161550522j,-0.625239014625549 -0.479610800743103j,-0.611787438392639 -0.496655315160751j,-0.597871363162994 -0.513322710990906j,-0.58350133895874 -0.529600381851196j,-0.568688273429871 -0.545475959777832j,-0.553443729877472 -0.560937106609344j,-0.537778675556183 -0.575972616672516j,-0.521705329418182 -0.590570867061615j,-0.50523591041565 -0.604720652103424j,-0.48838284611702 -0.618411362171173j,-0.471159309148789 -0.631632268428802j,-0.453577727079392 -0.644373893737793j,-0.435651749372482 -0.656626224517822j,-0.417395025491715 -0.66838002204895j,-0.398821353912354 -0.679626286029816j,-0.379944920539856 -0.690356612205505j,-0.360780298709869 -0.700562596321106j,-0.341341465711594 -0.710236847400665j,-0.321643441915512 -0.719371914863587j,-0.301701217889786 -0.727960705757141j,-0.281529903411865 -0.735996842384338j,-0.261144876480103 -0.743474125862122j,-0.240561947226524 -0.750386774539948j,-0.219795972108841 -0.756729900836945j,-0.198863133788109 -0.762498438358307j,-0.177779272198677 -0.767688035964966j,-0.156560465693474 -0.772294819355011j,-0.135222807526589 -0.776315152645111j,-0.113782808184624 -0.779745995998383j,-0.0922560691833497 -0.782584965229035j,-0.0706592872738839 -0.784829676151276j,-0.0490088388323784 -0.786478579044342j,-0.0273211766034365 -0.787530303001404j,-0.00561281386762863 -0.787984073162079j,0.0160994809120893 -0.787839591503143j,0.0377999059855937 -0.787096917629242j,0.0594716295599937 -0.785756647586823j,0.081098198890686 -0.783819794654846j,0.102663204073906 -0.781287848949432j,0.124150261282921 -0.778162658214569j,0.145542666316032 -0.774446725845337j,0.166824966669083 -0.770142734050751j,0.187980592250824 -0.765254020690918j,0.208993479609489 -0.75978422164917j,0.229847699403763 -0.753737628459931j,0.250527054071426 -0.747118830680847j,0.271016538143158 -0.739932715892792j,0.291300296783447 -0.732184767723084j,0.311362832784653 -0.7238809466362j,0.331188976764679 -0.715027451515198j,0.35076367855072 -0.705631077289581j,0.370071709156036 -0.695699155330658j,0.38909912109375 -0.685238838195801j,0.407831400632858 -0.674258053302765j,0.426253110170364 -0.662765920162201j,0.44435179233551 -0.65077018737793j,0.462113112211227 -0.638280391693115j,0.479523569345474 -0.625306010246277j,0.496569931507111 -0.611856758594513j,0.513239324092865 -0.597943007946015j,0.529518961906433 -0.583575248718262j,0.545396566390991 -0.568764388561249j,0.560860157012939 -0.553521752357483j,0.575897872447968 -0.537858784198761j,0.590498268604279 -0.521787464618683j,0.604650437831879 -0.505320012569428j,0.618342936038971 -0.488469451665878j,0.631566524505615 -0.471247404813767j,0.644310534000397 -0.453667640686035j,0.656565427780151 -0.435743361711502j,0.66832172870636 -0.417488247156143j,0.67957067489624 -0.398916184902191j,0.6903036236763 -0.380041241645813j,0.70051246881485 -0.360877752304077j
-0.57111793756485 +0.542931616306305j,-0.585859954357147 +0.526990056037903j,-0.600157201290131 +0.510648429393768j,-0.613998711109161 +0.493919044733048j,-0.627373814582825 +0.476814955472946j,-0.640272855758667 +0.459348559379578j,-0.652685761451721 +0.441533356904984j,-0.664603114128113 +0.423382967710495j,-0.676015794277191 +0.404911100864411j,-0.686915278434754 +0.386131823062897j,-0.697293043136597 +0.367059677839279j,-0.707141578197479 +0.34770855307579j,-0.716453194618225 +0.328093379735947j,-0.725220799446106 +0.308229118585587j,-0.733437836170197 +0.288130849599838j,-0.741097986698151 +0.267813801765442j,-0.748195290565491 +0.247293785214424j,-0.754724681377411 +0.226585671305656j,-0.760681033134461 +0.205705478787422j,-0.766059875488281 +0.184669137001038j,-0.770857036113739 +0.163492545485497j,-0.775068938732147 +0.14219181239605j,-0.778692364692688 +0.120783559978008j,-0.781724572181702 +0.0992831885814667j,-0.784163236618042 +0.0777074322104454j,-0.786006510257721 +0.0560727007687092j,-0.787253081798554 +0.034395344555378j,-0.787901878356934 +0.0126919345930219j,-0.787952423095703 -0.00902076531201598j,-0.787404775619507 -0.0307270009070635j,-0.786259233951569 -0.0524098835885524j,-0.78451681137085 -0.0740529894828796j,-0.782178640365601 -0.0956398770213127j,-0.779246628284454 -0.117154136300087j,-0.775723040103912 -0.138579070568085j,-0.7716104388237 -0.159899160265923j,-0.76691198348999 -0.181097865104675j,-0.76163125038147 -0.20215904712677j,-0.755772233009338 -0.223066747188568j,-0.749339401721954 -0.243805095553398j,-0.742337703704834 -0.264357954263687j,-0.734772324562073 -0.284710496664047j,-0.726649045944214 -0.304846823215485j,-0.717974007129669 -0.324751704931259j,-0.708753943443298 -0.34441003203392j,-0.698995709419251 -0.363806873559952j,-0.688706934452057 -0.382927149534225j,-0.677895069122315 -0.401757001876831j,-0.666568517684937 -0.420281827449799j,-0.654735863208771 -0.438487559556961j,-0.642406105995178 -0.456360369920731j,-0.629588842391968 -0.473886400461197j,-0.61629331111908 -0.4910529255867j,-0.602529883384705 -0.507846593856812j,-0.588308930397034 -0.524254679679871j,-0.573641359806061 -0.54026472568512j,-0.558538258075714 -0.555864572525024j,-0.54301130771637 -0.57104218006134j,-0.527071833610535 -0.585786402225494j,-0.510732173919678 -0.600085914134979j,-0.49400469660759 -0.613929748535156j,-0.476902216672897 -0.62730747461319j,-0.45943757891655 -0.640208959579468j,-0.4416244328022 -0.652624130249024j,-0.423475742340088 -0.664543986320496j,-0.40500545501709 -0.675959348678589j,-0.386227697134018 -0.686861395835877j,-0.367156684398651 -0.697241961956024j,-0.347806870937347 -0.707093179225922j,-0.32819339632988 -0.716407358646393j,-0.308330357074738 -0.725177764892578j,-0.28823322057724 -0.733397603034973j,-0.267917215824127 -0.741060554981232j,-0.247397854924202 -0.748160898685455j,-0.226690620183945 -0.754693150520325j,-0.205811634659767 -0.760652303695679j,-0.18477600812912 -0.766034066677094j,-0.163600131869316 -0.77083420753479j,-0.142299994826317 -0.775049149990082j,-0.120891861617565 -0.778675556182861j,-0.0993918851017952 -0.781710743904114j,-0.0778168588876725 -0.784152388572693j,-0.0561823807656765 -0.785998702049255j,-0.034505233168602 -0.787248253822327j,-0.0128018856048584 -0.78790009021759j,0.00891119427978989 -0.787953674793244j,0.0306174922734499 -0.787409067153931j,0.0523001663386821 -0.786266565322876j,0.0739435106515884 -0.784527063369751j,0.0955307185649872 -0.78219199180603j,0.117045380175114 -0.779262959957123j,0.138471186161041 -0.775742292404175j,0.159791484475136 -0.771632730960846j,0.18099083006382 -0.766937255859375j,0.202052772045135 -0.761659443378449j,0.222961291670799 -0.755803346633911j,0.24370051920414 -0.749373376369476j,0.264254719018936 -0.742374420166016j,0.284607946872711 -0.734812021255493j,0.304745435714722 -0.726691603660584j,0.324651539325714 -0.718019366264343j,0.344311118125916 -0.708801984786987j,0.363709330558777 -0.699046432971954j,0.382831364870071 -0.688760161399841j,0.401662707328796 -0.677950918674469j,0.420189112424851 -0.666626930236817j,0.438396513462067 -0.654796838760376j,0.456270426511765 -0.642470002174378j,0.473798513412476 -0.629655003547669j,0.490966886281967 -0.616361796855927j,0.507762491703033 -0.602600753307343j,0.524172604084015 -0.588382124900818j,0.540184676647186 -0.573716759681702j,0.555786669254303 -0.558615803718567j,0.570966601371765 -0.543090701103211j,0.585713088512421 -0.527153313159943j,0.600014865398407 -0.510815620422363j,0.613861083984375 -0.494090080261231j,0.627240717411041 -0.476990044116974j,0.640144646167755 -0.459527224302292j,0.652562499046326 -0.441715508699417j
-0.502412915229797 +0.607068121433258j,-0.518948078155518 +0.592995166778565j,-0.535089254379273 +0.578472018241882j,-0.550824224948883 +0.56350964307785j,-0.566140651702881 +0.548119723796845j,-0.581027507781983 +0.532313346862793j,-0.595473170280457 +0.51610279083252j,-0.609466791152954 +0.499500393867493j,-0.622997641563416 +0.48251873254776j,-0.63605546951294 +0.46517077088356j,-0.648630201816559 +0.447469860315323j,-0.660712599754334 +0.429428964853287j,-0.672293424606323 +0.411062031984329j,-0.683363795280457 +0.392382949590683j,-0.693915247917175 +0.373405963182449j,-0.703939914703369 +0.354145467281342j,-0.713429927825928 +0.334616422653198j,-0.722378432750702 +0.314832985401154j,-0.730778455734253 +0.294810503721237j,-0.73862361907959 +0.274564236402512j,-0.74590802192688 +0.254109442234039j,-0.752626121044159 +0.233461737632751j,-0.758772611618042 +0.21263712644577j,-0.764343142509461 +0.191650688648224j,-0.769333302974701 +0.170518800616264j,-0.773739397525787 +0.149257406592369j,-0.777557969093323 +0.127882674336433j,-0.780786216259003 +0.106410875916481j,-0.783421635627747 +0.0848586410284042j,-0.785462200641632 +0.0632416158914566j,-0.786906480789185 +0.0415765792131424j,-0.787753283977509 +0.0198799483478069j,-0.788001954555512 -0.00183173932600766j,-0.787652313709259 -0.0235420539975166j,-0.78670471906662 -0.0452341288328171j,-0.785159707069397 -0.0668922290205956j,-0.78301864862442 -0.0884995460510254j,-0.780283093452454 -0.110039666295052j,-0.776955008506775 -0.131496220827103j,-0.773037075996399 -0.152852952480316j,-0.768532335758209 -0.174093261361122j,-0.763443946838379 -0.195201754570007j,-0.757775962352753 -0.21616205573082j,-0.75153261423111 -0.236958220601082j,-0.744718611240387 -0.25757446885109j,-0.737339317798615 -0.277994811534882j,-0.729400157928467 -0.29820442199707j,-0.720907092094421 -0.318187654018402j,-0.711866736412048 -0.337929278612137j,-0.702285826206207 -0.357414305210114j,-0.692171812057495 -0.376628011465073j,-0.681532382965088 -0.395555406808853j,-0.670375287532807 -0.414182782173157j,-0.658709228038788 -0.43249574303627j,-0.646543085575104 -0.450480282306671j,-0.633885979652405 -0.468122810125351j,-0.620747625827789 -0.485409885644913j,-0.607138216495514 -0.502328157424927j,-0.593067586421967 -0.518865346908569j,-0.578546702861786 -0.535008549690247j,-0.563586533069611 -0.55074554681778j,-0.548198461532593 -0.566064417362213j,-0.532394111156464 -0.580953419208527j,-0.516185879707337 -0.595401167869568j,-0.499585449695587 -0.609397053718567j,-0.482605665922165 -0.622930288314819j,-0.465259492397308 -0.635990560054779j,-0.447560131549835 -0.648567914962769j,-0.429520845413208 -0.660652875900269j,-0.411155819892883 -0.672236025333405j,-0.392478287220001 -0.683309018611908j,-0.373502790927887 -0.693863153457642j,-0.354243695735931 -0.70389050245285j,-0.334715664386749 -0.713383376598358j,-0.314933449029923 -0.722334623336792j,-0.29491251707077 -0.730737328529358j,-0.274667292833328 -0.738585352897644j,-0.254213511943817 -0.745872557163239j,-0.233566746115685 -0.752593517303467j,-0.212742626667023 -0.758742988109589j,-0.191757008433342 -0.764316439628601j,-0.170626148581505 -0.769309520721436j,-0.149365365505219 -0.773718535900116j,-0.127991169691086 -0.777540147304535j,-0.106519840657711 -0.780771374702454j,-0.0849675983190537 -0.783409774303436j,-0.0633508488535881 -0.78545343875885j,-0.0416864007711411 -0.786900639533997j,-0.0199898928403854 -0.787750482559204j,0.00172177422791719 -0.788002192974091j,0.0234321504831314 -0.787655591964722j,0.0451247170567513 -0.786710977554321j,0.0667826607823372 -0.785169124603272j,0.0883902832865715 -0.783031046390534j,0.109930768609047 -0.780298411846161j,0.131387799978256 -0.776973366737366j,0.152745068073273 -0.773058414459229j,0.17398639023304 -0.768556535243988j,0.195095226168633 -0.763471186161041j,0.216056302189827 -0.757806122303009j,0.2368533462286 -0.751565635204315j,0.257470548152924 -0.744754552841187j,0.277892261743546 -0.737378001213074j,0.298102974891663 -0.729441583156586j,0.318087041378021 -0.720951497554779j,0.337829917669296 -0.711913883686066j,0.357316315174103 -0.702335715293884j,0.376531392335892 -0.692224323749542j,0.395460605621338 -0.681587338447571j,0.414089560508728 -0.670432925224304j,0.43240413069725 -0.658769369125366j,0.450390368700028 -0.646605730056763j,0.468034654855728 -0.633951127529144j,0.48532298207283 -0.620815634727478j,0.502243459224701 -0.60720831155777j,0.518782556056976 -0.593140006065369j,0.534927785396576 -0.578621327877045j,0.550666868686676 -0.563663363456726j,0.565987884998322 -0.54827743768692j,0.580879151821137 -0.532475173473358j,0.595329344272614 -0.51626867055893j
-0.426560342311859 +0.662568271160126j,-0.444653451442719 +0.650564134120941j,-0.462408989667893 +0.638066053390503j,-0.479813426733017 +0.625083565711975j,-0.496853262186051 +0.61162668466568j,-0.513516187667847 +0.597705245018005j,-0.529789209365845 +0.583329916000366j,-0.545659959316254 +0.568511724472046j,-0.561116456985474 +0.553261876106262j,-0.576146900653839 +0.537591993808746j,-0.590739667415619 +0.521514236927033j,-0.604884147644043 +0.505040228366852j,-0.618569374084473 +0.488182693719864j,-0.631784915924072 +0.470954567193985j,-0.644520819187164 +0.453368842601776j,-0.656767368316651 +0.435438930988312j,-0.668515026569367 +0.417178720235825j,-0.679755330085755 +0.398601412773132j,-0.690479576587677 +0.379721492528915j,-0.700679481029511 +0.360553234815598j,-0.710347473621369 +0.341111272573471j,-0.719476103782654 +0.321410298347473j,-0.728058278560639 +0.301465630531311j,-0.736087858676911 +0.281291753053665j,-0.743558585643768 +0.260904282331467j,-0.750464737415314 +0.24031874537468j,-0.756801128387451 +0.21955069899559j,-0.762562870979309 +0.198615983128548j,-0.767745554447174 +0.177530854940414j,-0.772345423698425 +0.156310558319092j,-0.776358902454376 +0.134971559047699j,-0.779782891273499 +0.113530099391937j,-0.782614827156067 +0.0920024365186691j,-0.784852564334869 +0.0704049095511436j,-0.786494374275208 +0.0487543344497681j,-0.787539064884186 +0.027066333219409j,-0.787985861301422 +0.00535778421908615j,-0.787834346294403 -0.0163548104465008j,-0.787084639072418 -0.0380549840629101j,-0.785737335681915 -0.059726282954216j,-0.7837935090065 -0.0813518390059471j,-0.781254589557648 -0.102916039526463j,-0.778122425079346 -0.124402068555355j,-0.774399518966675 -0.14579364657402j,-0.770088613033295 -0.167074546217918j,-0.765193104743958 -0.188228219747543j,-0.75971657037735 -0.209239348769188j,-0.753663241863251 -0.230091601610184j,-0.747037649154663 -0.250769168138504j,-0.739844858646393 -0.271256357431412j,-0.732090353965759 -0.291537553071976j,-0.723780155181885 -0.31159707903862j,-0.714920222759247 -0.331420361995697j,-0.705517530441284 -0.350991994142532j,-0.69557923078537 -0.370297163724899j,-0.685112714767456 -0.389321178197861j,-0.674126088619232 -0.408049583435059j,-0.662627816200256 -0.42646786570549j,-0.650626182556152 -0.444562673568726j,-0.638130605220795 -0.462319940328598j,-0.625150561332703 -0.479726195335388j,-0.611695766448975 -0.496768206357956j,-0.597776651382446 -0.513433039188385j,-0.583403885364533 -0.529707789421082j,-0.568587899208069 -0.545580625534058j,-0.553340196609497 -0.561039209365845j,-0.537672400474548 -0.576071858406067j,-0.521596372127533 -0.590667128562927j,-0.50512433052063 -0.604813873767853j,-0.488269001245499 -0.61850118637085j,-0.471042722463608 -0.63171923160553j,-0.453458786010742 -0.644457578659058j,-0.435530573129654 -0.65670657157898j,-0.417271643877029 -0.668456971645355j,-0.398695915937424 -0.679699897766113j,-0.379817843437195 -0.690426528453827j,-0.360651016235352 -0.70062917470932j,-0.341210424900055 -0.710299849510193j,-0.321510702371597 -0.719431221485138j,-0.301566898822784 -0.728016376495361j,-0.281394094228745 -0.736048758029938j,-0.261008024215698 -0.743522167205811j,-0.24042347073555 -0.750431180000305j,-0.219656318426132 -0.756770431995392j,-0.198722422122955 -0.762535154819489j,-0.177637591958046 -0.767720878124237j,-0.156417921185493 -0.772323668003082j,-0.135079905390739 -0.776340007781983j,-0.113638907670975 -0.779767036437988j,-0.0921116396784782 -0.782601952552796j,-0.0705144554376602 -0.784842729568482j,-0.0488637089729309 -0.786487579345703j,-0.0271762311458587 -0.787535309791565j,-0.00546776410192249 -0.78798508644104j,0.0162448715418577 -0.787836611270905j,0.0379451550543309 -0.787089943885803j,0.0596166402101517 -0.785745680332184j,0.0812428370118141 -0.783804833889008j,0.102807007730007 -0.781268954277039j,0.124293476343155 -0.778139770030975j,0.145685598254204 -0.774419903755188j,0.16696709394455 -0.770111978054047j,0.188121810555458 -0.765219330787659j,0.209133699536324 -0.759745717048645j,0.229986444115639 -0.75369530916214j,0.250664919614792 -0.747072637081146j,0.271153092384338 -0.739882707595825j,0.291435390710831 -0.732131004333496j,0.311496406793594 -0.723823428153992j,0.331320941448212 -0.714966356754303j,0.350893557071686 -0.70556652545929j,0.370200097560883 -0.695630848407745j,0.389225542545319 -0.685167014598847j,0.407955497503281 -0.674183011054993j,0.426375716924667 -0.662687063217163j,0.444472163915634 -0.650687992572785j,0.462231189012528 -0.638194859027863j,0.479639261960983 -0.625217258930206j,0.496682554483414 -0.611765325069428j,0.51334935426712 -0.597848534584046j,0.529626369476318 -0.583477795124054j
