0.0132867805659771 +0.108194716274738j,0.0210509337484837 +0.109808318316936j,0.0290208272635937 +0.110943600535393j,0.0371649973094463 +0.111587561666965j,0.045451320707798 +0.111729748547077j,0.0538472272455692 +0.111362315714359j,0.0623199306428432 +0.110480032861233j,0.0708366557955742 +0.109080292284489j,0.0793648511171341 +0.107163079082966j,0.0878723859786987 +0.104730941355228j,0.0963277965784073 +0.101788952946663j,0.104700453579426 +0.0983445942401886j,0.112960770726204 +0.0944077149033546j,0.121080383658409 +0.089990422129631j,0.1290323138237 +0.0851069614291191j,0.13679113984108 +0.0797735750675201j,0.144333124160767 +0.0740084052085876j,0.151636362075806 +0.0678313225507736j,0.158680886030197 +0.0612637661397457j,0.165448755025864 +0.0543286204338074j,0.17192417383194 +0.0470500215888023j,0.178093492984772 +0.0394532009959221j,0.183945342898369 +0.031564325094223j,0.18947060406208 +0.0234103128314018j,0.194662466645241 +0.0150186894461513j,0.199516400694847 +0.0064174197614193j,0.204030141234398 -0.00236526597291231j,0.208203703165054 -0.0113010052591562j,0.212039306759834 -0.0203614495694637j,0.215541288256645 -0.0295184180140495j,0.218716084957123 -0.0387440025806427j,0.221572145819664 -0.0480106994509697j,0.224119812250137 -0.0572915151715279j,0.226371183991432 -0.0665600672364235j,0.228340089321136 -0.0757906585931778j,0.230041906237602 -0.0849583521485329j,0.231493413448334 -0.0940390229225159j,0.23271270096302 -0.103009440004826j,0.233719006180763 -0.111847266554832j,0.234532549977303 -0.12053107470274j,0.235174387693405 -0.129040405154228j,0.235666289925575 -0.137355729937553j,0.236030519008636 -0.145458430051804j,0.236289769411087 -0.153330832719803j,0.236466869711876 -0.160956099629402j,0.23658475279808 -0.168318286538124j,0.236666232347488 -0.175402209162712j,0.236733868718147 -0.182193443179131j,0.236809760332108 -0.18867826461792j,0.236915484070778 -0.19484356045723j,0.23707190155983 -0.200676828622818j,0.23729895055294 -0.206166043877602j,0.237615615129471 -0.211299657821655j,0.238039717078209 -0.216066494584084j,0.238587811589241 -0.220455721020699j,0.239275053143501 -0.224456802010536j,0.240115061402321 -0.22805942595005j,0.241119846701622 -0.23125347495079j,0.242299646139145 -0.234028995037079j,0.243662893772125 -0.236376211047173j,0.245216071605682 -0.238285437226295j,0.24696359038353 -0.239747151732445j,0.248907878994942 -0.240751966834068j,0.251049131155014 -0.241290628910065j,0.253385305404663 -0.241354122757912j,0.255912214517593 -0.240933671593666j,0.258623242378235 -0.240020737051964j,0.261509537696838 -0.238607257604599j,0.264559894800186 -0.236685544252396j,0.267760783433914 -0.234248518943787j,0.271096378564835 -0.231289699673653j,0.274548590183258 -0.227803453803062j,0.278097063302994 -0.223784983158112j,0.281719326972961 -0.219230577349663j,0.285390764474869 -0.21413765847683j,0.289084821939468 -0.208504989743233j,0.292773067951202 -0.20233279466629j,0.296425223350525 -0.195622906088829j,0.300009548664093 -0.18837895989418j,0.303492724895477 -0.180606454610825j,0.306840270757675 -0.172312960028648j,0.310016602277756 -0.163508281111717j,0.312985211610794 -0.154204472899437j,0.315709084272385 -0.144416078925133j,0.318150728940964 -0.134160175919533j,0.320272564888 -0.123456470668316j,0.322037100791931 -0.112327359616756j,0.32340732216835 -0.100798010826111j,0.324346840381622 -0.0888963788747787j,0.324820280075073 -0.0766532197594643j,0.324793517589569 -0.0641020759940147j,0.32423409819603 -0.0512792430818081j,0.32311138510704 -0.0382237024605274j,0.321396857500076 -0.0249770320951939j,0.31906458735466 -0.0115832891315222j,0.316091299057007 +0.0019111349247396j,0.31245681643486 +0.0154576906934381j,0.308144211769104 +0.0290058683604002j,0.303140074014664 +0.0425034202635288j,0.29743480682373 +0.0558966211974621j,0.291022717952728 +0.0691305324435234j,0.283902287483215 +0.0821493268013j,0.276076316833496 +0.0948965698480606j,0.267552018165588 +0.107315599918365j,0.258341163396835 +0.119349852204323j,0.248460039496422 +0.13094325363636j,0.237929612398148 +0.142040595412254j,0.226775452494621 +0.152587920427322j,0.215027719736099 +0.162532895803452j,0.202721029520035 +0.171825259923935j,0.189894407987595 +0.180417150259018j,0.176591098308563 +0.188263580203056j,0.162858352065086 +0.195322722196579j,0.148747235536575 +0.201556324958801j,0.134312361478806 +0.20693002641201j,0.119611524045467 +0.211413756012917j,0.104705475270748 +0.214981943368912j,0.0896574631333351 +0.217613875865936j,0.0745328739285469 +0.219293847680092j,0.0593988373875618 +0.220011487603188j,0.0443237237632275 +0.219761878252029j
0.024237522855401 +0.105647340416908j,0.0321389250457287 +0.106465674936771j,0.0402001515030861 +0.106783404946327j,0.0483882650732994 +0.106590248644352j,0.0566698908805847 +0.105878584086895j,0.0650114342570305 +0.104643449187279j,0.0733793005347252 +0.10288255661726j,0.0817401334643364 +0.100596249103546j,0.0900610461831093 +0.0977874770760536j,0.0983098074793816 +0.0944617688655853j,0.106455057859421 +0.0906271040439606j,0.114466525614262 +0.0862938687205315j,0.12231519818306 +0.081474743783474j,0.129973500967026 +0.076184555888176j,0.137415483593941 +0.0704402104020119j,0.144616916775703 +0.0642604753375053j,0.151555493474007 +0.0576658993959427j,0.158210888504982 +0.0506786070764065j,0.164564922451973 +0.0433221533894539j,0.170601606369019 +0.0356213562190533j,0.176307216286659 +0.0276021026074886j,0.181670382618904 +0.0192912053316832j,0.18668207526207 +0.0107162026688457j,0.191335663199425 +0.00190519937314093j,0.195626944303513 -0.00711331516504288j,0.199554026126862 -0.0163106247782707j,0.203117445111275 -0.0256579425185919j,0.206320002675056 -0.0351265780627728j,0.209166780114174 -0.0446880646049976j,0.211665034294128 -0.0543143078684807j,0.213824108242989 -0.0639777034521103j,0.215655401349068 -0.0736512467265129j,0.217172175645828 -0.0833086520433426j,0.218389481306076 -0.0929244160652161j,0.219324052333832 -0.10247390717268j,0.219994142651558 -0.111933425068855j,0.220419391989708 -0.121280252933502j,0.220620676875114 -0.130492687225342j,0.220620006322861 -0.139550089836121j,0.220440283417702 -0.148432821035385j,0.220105230808258 -0.157122313976288j,0.219639152288437 -0.165601029992104j,0.219066873192787 -0.173852443695068j,0.218413472175598 -0.181860953569412j,0.217704206705093 -0.189611941576004j,0.216964274644852 -0.197091594338417j,0.21621872484684 -0.204286932945251j,0.215492263436317 -0.211185678839684j,0.214809119701385 -0.217776283621788j,0.214192867279053 -0.224047675728798j,0.213666290044785 -0.229989394545555j,0.213251233100891 -0.23559133708477j,0.212968498468399 -0.240843772888184j,0.212837666273117 -0.245737239718437j,0.212876960635185 -0.250262469053268j,0.213103160262108 -0.254410326480865j,0.213531449437141 -0.258171766996384j,0.214175328612328 -0.261537700891495j,0.215046465396881 -0.264499098062515j,0.216154664754868 -0.267046809196472j,0.217507645487785 -0.269171625375748j,0.219111129641533 -0.270864248275757j,0.220968589186668 -0.272115260362625j,0.223081320524216 -0.272915214300156j,0.22544826567173 -0.273254573345184j,0.228066027164459 -0.273123800754547j,0.23092882335186 -0.272513449192047j,0.234028428792953 -0.271414160728455j,0.237354174256325 -0.269816845655441j,0.240892931818962 -0.267712652683258j,0.244629114866257 -0.265093207359314j,0.24854476749897 -0.261950671672821j,0.252619475126266 -0.258277922868729j,0.256830483675003 -0.254068583250046j,0.26115283370018 -0.249317362904549j,0.26555934548378 -0.244020044803619j,0.270020693540573 -0.238173738121986j,0.27450567483902 -0.231777057051659j,0.27898120880127 -0.224830240011215j,0.283412516117096 -0.217335343360901j,0.287763357162476 -0.20929642021656j,0.291996151208878 -0.200719639658928j,0.29607218503952 -0.191613525152206j,0.299951910972595 -0.18198898434639j,0.303595125675201 -0.17185951769352j,0.306961208581924 -0.161241337656975j,0.310009390115738 -0.150153428316116j,0.312699109315872 -0.138617649674416j,0.314990252256393 -0.126658782362938j,0.316843390464783 -0.11430461704731j,0.318220257759094 -0.101585887372494j,0.3190838098526 -0.0885363593697548j,0.319398820400238 -0.0751926824450493j,0.319131970405579 -0.061594408005476j,0.318252265453339 -0.0477838702499866j,0.316731333732605 -0.0338060483336449j,0.314543694257736 -0.0197084229439497j,0.311667054891586 -0.00554080260917544j,0.308082610368729 +0.00864490307867527j,0.303775250911713 +0.0227949135005474j,0.298733860254288 +0.0368538349866867j,0.29295140504837 +0.0507649779319763j,0.286425322294235 +0.064470648765564j,0.27915745973587 +0.0779124870896339j,0.271154344081879 +0.0910318493843079j,0.262427270412445 +0.103770151734352j,0.252992331981659 +0.116069279611111j,0.242870405316353 +0.127871975302696j,0.232087224721909 +0.139122247695923j,0.22067329287529 +0.14976578950882j,0.208663791418076 +0.159750387072563j,0.196098476648331 +0.169026330113411j,0.18302147090435 +0.177546814084053j,0.169481113553047 +0.185268327593803j,0.155529648065567 +0.19215102493763j,0.141223028302193 +0.198159128427505j,0.126620501279831 +0.203261196613312j,0.111784346401691 +0.207430481910706j,0.0967794507741928 +0.210645213723183j,0.0816728994250298 +0.212888836860657j,0.0665335282683372 +0.214150220155716j
0.0347761698067188 +0.101986467838287j,0.0427315011620522 +0.102000020444393j,0.0507984422147274 +0.101495213806629j,0.0589428246021271 +0.100464656949043j,0.0671302676200867 +0.0989036783576012j,0.0753264129161835 +0.0968103185296059j,0.0834971219301224 +0.0941853001713753j,0.0916087403893471 +0.091032013297081j,0.099628284573555 +0.0873564258217812j,0.107523709535599 +0.0831670537590981j,0.115264035761356 +0.0784748196601868j,0.122819609940052 +0.0732929930090904j,0.130162253975868 +0.067637026309967j,0.137265458703041 +0.0615244507789612j,0.144104510545731 +0.0549747310578823j,0.150656640529633 +0.0480090789496899j,0.156901195645332 +0.0406503230333328j,0.162819668650627 +0.0329227149486542j,0.168395847082138 +0.0248517710715532j,0.173615887761116 +0.0164640620350838j,0.178468346595764 +0.00778706092387438j,0.182944238185883 -0.00115105824079365j,0.187037065625191 -0.0103215910494328j,0.190742820501328 -0.019695496186614j,0.194059953093529 -0.0292435567826033j,0.19698940217495 -0.0389365516602993j,0.199534460902214 -0.0487454198300838j,0.201700836420059 -0.0586414150893688j,0.203496500849724 -0.0685962438583374j,0.204931616783142 -0.078582189977169j,0.206018462777138 -0.0885722562670708j,0.206771329045296 -0.0985402464866638j,0.207206398248672 -0.108460880815983j,0.207341566681862 -0.118309862911701j,0.207196414470673 -0.128063932061195j,0.206791967153549 -0.137700974941254j,0.206150621175766 -0.147199973464012j,0.20529593527317 -0.156541109085083j,0.204252511262894 -0.165705695748329j,0.203045815229416 -0.174676239490509j,0.201702058315277 -0.183436408638954j,0.200247958302498 -0.191970944404602j,0.198710650205612 -0.20026570558548j,0.197117507457733 -0.208307519555092j,0.195495933294296 -0.216084212064743j,0.193873286247253 -0.223584458231926j,0.192276626825333 -0.230797737836838j,0.190732643008232 -0.237714275717735j,0.189267441630363 -0.24432484805584j,0.187906473875046 -0.250620812177658j,0.186674281954765 -0.256593972444534j,0.185594469308853 -0.262236356735229j,0.184689447283745 -0.267540365457535j,0.183980450034142 -0.272498428821564j,0.183487236499786 -0.277103096246719j,0.183228135108948 -0.28134685754776j,0.183219760656357 -0.285222083330154j,0.18347704410553 -0.288721024990082j,0.184013038873672 -0.291835606098175j,0.184838831424713 -0.294557601213455j,0.18596351146698 -0.296878337860107j,0.187393918633461 -0.298788905143738j,0.189134761691093 -0.300280004739761j,0.191188409924507 -0.301342070102692j,0.193554878234863 -0.301965117454529j,0.196231737732887 -0.302139043807983j,0.199214071035385 -0.301853388547897j,0.202494487166405 -0.30109766125679j,0.206062987446785 -0.299861282110214j,0.209907039999962 -0.298133730888367j,0.214011579751968 -0.295904606580734j,0.218358904123306 -0.293163925409317j,0.22292885184288 -0.289902031421661j,0.227698713541031 -0.286109924316406j,0.232643365859985 -0.281779408454895j,0.237735271453857 -0.27690315246582j,0.242944687604904 -0.271475046873093j,0.248239621520042 -0.26549020409584j,0.253586053848267 -0.258945316076279j,0.258948057889938 -0.251838743686676j,0.264287948608398 -0.244170695543289j,0.269566535949707 -0.235943526029587j,0.274743169546127 -0.227161809802055j,0.279776096343994 -0.217832505702972j,0.284622639417648 -0.207965224981308j,0.289239495992661 -0.197572246193886j,0.293582946062088 -0.186668738722801j,0.297609120607376 -0.175272837281227j,0.301274359226227 -0.16340571641922j,0.304535537958145 -0.151091694831848j,0.307350248098373 -0.138358280062675j,0.309677243232727 -0.125236138701439j,0.311476767063141 -0.111759141087532j,0.312710762023926 -0.0979642793536186j,0.313343375921249 -0.0838916152715683j,0.313341110944748 -0.0695842057466507j,0.312673270702362 -0.055087935179472j,0.311312168836594 -0.040451355278492j,0.309233516454697 -0.0257255099713802j,0.306416690349579 -0.0109637146815658j,0.302844911813736 +0.00377871585078537j,0.29850560426712 +0.018444737419486j,0.293390572071075 +0.0329758897423744j,0.287496089935303 +0.0473126210272312j,0.280823290348053 +0.0613946542143822j,0.273378044366837 +0.0751613527536392j,0.265171229839325 +0.0885521173477173j,0.256218761205673 +0.101506792008877j,0.246541544795036 +0.113966099917889j,0.236165523529053 +0.125872030854225j,0.2251216173172 +0.137168303132057j,0.213445618748665 +0.147800788283348j,0.201178044080734 +0.157717928290367j,0.188363954424858 +0.166871160268784j,0.175052791833878 +0.175215288996696j,0.161298021674156 +0.182708978652954j,0.147156938910484 +0.189314961433411j,0.132690265774727 +0.195000559091568j,0.117961831390858 +0.19973786175251j,0.103038117289543 +0.203504115343094j,0.0879878848791122 +0.206281885504723j
0.0447896271944046 +0.0972727537155151j,0.0527151972055435 +0.0964808985590935j,0.0607023127377033 +0.0951577052474022j,0.0687158405780792 +0.0932987928390503j,0.0767206698656082 +0.0909025594592094j,0.0846819281578064 +0.0879701301455498j,0.0925652161240578 +0.0845053195953369j,0.100336849689484 +0.080514594912529j,0.107964053750038 +0.0760069787502289j,0.115415208041668 +0.0709939673542976j,0.122659996151924 +0.0654894262552261j,0.129669651389122 +0.0595094487071037j,0.136417090892792 +0.0530722253024578j,0.142877116799355 +0.0461979061365128j,0.149026498198509 +0.0389084070920944j,0.154844179749489 +0.0312272720038891j,0.160311341285706 +0.0231794752180576j,0.16541151702404 +0.0147912446409464j,0.170130684971809 +0.00608986662700772j,0.174457296729088 -0.00289650284685194j,0.178382337093353 -0.0121390214189887j,0.18189936876297 -0.0216083656996489j,0.18500454723835 -0.0312749035656452j,0.187696561217308 -0.0411088950932026j,0.189976647496223 -0.0510806553065777j,0.191848561167717 -0.0611607283353806j,0.193318516016006 -0.0713200569152832j,0.194395050406456 -0.0815301164984703j,0.195089071989059 -0.0917630642652512j,0.195413619279861 -0.101991891860962j,0.195383861660957 -0.11219048500061j,0.195016950368881 -0.122333772480488j,0.194331854581833 -0.132397785782814j,0.193349301815033 -0.142359763383865j,0.192091539502144 -0.152198120951653j,0.190582290291786 -0.161892622709274j,0.18884651362896 -0.17142428457737j,0.186910301446915 -0.180775448679924j,0.184800699353218 -0.189929753541946j,0.18254554271698 -0.19887213408947j,0.180173322558403 -0.207588776946068j,0.177712962031364 -0.216067016124725j,0.175193712115288 -0.224295377731323j,0.17264498770237 -0.232263430953026j,0.170096203684807 -0.239961728453636j,0.167576536536217 -0.247381716966629j,0.165114924311638 -0.254515618085861j,0.162739783525467 -0.261356383562088j,0.160478919744492 -0.267897456884384j,0.158359408378601 -0.274132817983627j,0.156407386064529 -0.280056744813919j,0.154647961258888 -0.285663783550262j,0.153105065226555 -0.290948569774628j,0.151801317930222 -0.295905709266663j,0.150757968425751 -0.300529778003693j,0.149994641542435 -0.304815053939819j,0.149529367685318 -0.30875563621521j,0.149378374218941 -0.312345147132874j,0.149556025862694 -0.315576821565628j,0.150074675679207 -0.318443328142166j,0.150944635272026 -0.320936858654022j,0.152174010872841 -0.323048949241638j,0.153768688440323 -0.324770599603653j,0.155732184648514 -0.326092153787613j,0.158065631985664 -0.327003419399261j,0.160767659544945 -0.327493607997894j,0.163834393024445 -0.327551513910294j,0.167259350419044 -0.327165484428406j,0.171033456921577 -0.326323479413986j,0.1751449406147 -0.325013309717178j,0.1795794069767 -0.323222637176514j,0.184319779276848 -0.320939153432846j,0.189346328377724 -0.318150788545609j,0.194636672735214 -0.314845770597458j,0.200165838003159 -0.311012864112854j,0.205906316637993 -0.306641608476639j,0.211828127503395 -0.301722407341003j,0.217898949980736 -0.296246826648712j,0.224084138870239 -0.290207773447037j,0.230346977710724 -0.283599674701691j,0.236648738384247 -0.276418745517731j,0.242948859930038 -0.268663167953491j,0.249205186963081 -0.260333299636841j,0.255374133586884 -0.251431882381439j,0.26141095161438 -0.24196420609951j,0.267269879579544 -0.231938347220421j,0.272904604673386 -0.221365243196487j,0.278268277645111 -0.21025887131691j,0.283314079046249 -0.198636397719383j,0.287995249032974 -0.186518222093582j,0.292265713214874 -0.173928126692772j,0.296080142259598 -0.160893246531487j,0.299394458532333 -0.147444128990173j,0.302166104316711 -0.13361468911171j,0.304354399442673 -0.119442254304886j,0.30592092871666 -0.104967378079891j,0.306829750537872 -0.0902338102459908j,0.307047963142395 -0.0752883106470108j,0.306545734405518 -0.0601805374026299j,0.305296868085861 -0.0449627712368965j,0.303278923034668 -0.029689721763134j,0.300473660230637 -0.0144182452932j,0.2968670129776 +0.000792948238085955j,0.292449682950974 +0.015883618965745j,0.287216991186142 +0.0307923592627048j,0.281169265508652 +0.045456949621439j,0.274311870336533 +0.059814777225256j,0.266655385494232 +0.073803223669529j,0.258215546607971 +0.0873601138591766j,0.249013379216194 +0.100424133241177j,0.239075109362602 +0.112935282289982j,0.228432103991508 +0.124835319817066j,0.217120826244354 +0.136068239808083j,0.20518259704113 +0.146580636501312j,0.192663490772247 +0.156322255730629j,0.179614007472992 +0.1652462631464j,0.166088908910751 +0.173309803009033j,0.152146846055984 +0.180474281311035j,0.137849986553192 +0.186705723404884j,0.123263709247112 +0.191975146532059j,0.10845609754324 +0.196258842945099j
0.0541732497513294 +0.0915782228112221j,0.0619859471917152 +0.089989185333252j,0.069808766245842 +0.0878607928752899j,0.0776058882474899 +0.0851917937397957j,0.0853417366743088 +0.0819837152957916j,0.0929812118411064 +0.0782408341765404j,0.100489936769009 +0.0739701017737389j,0.107834473252296 +0.0691810920834541j,0.114982530474663 +0.0638858750462532j,0.12190318852663 +0.0580989234149456j,0.128567069768906 +0.0518369823694229j,0.134946569800377 +0.0451189205050468j,0.141015946865082 +0.0379655882716179j,0.146751537919044 +0.0303996279835701j,0.152131870388985 +0.0224453154951334j,0.157137781381607 +0.0141283739358187j,0.161752536892891 +0.00547576602548361j,0.165961876511574 -0.00348448287695646j,0.16975411772728 -0.0127234952524304j,0.173120200634003 -0.0222117397934198j,0.176053702831268 -0.0319192297756672j,0.178550839424133 -0.0418157167732716j,0.180610477924347 -0.0518708936870098j,0.182234108448029 -0.0620545707643032j,0.183425858616829 -0.0723368600010872j,0.184192299842834 -0.0826883539557457j,0.184542521834373 -0.0930802524089813j,0.184488013386726 -0.103484570980072j,0.184042483568192 -0.113874211907387j,0.183221861720085 -0.124223135411739j,0.182044118642807 -0.134506449103355j,0.180529162287712 -0.144700482487679j,0.17869870364666 -0.15478290617466j,0.176576063036919 -0.164732754230499j,0.17418609559536 -0.17453046143055j,0.171555012464523 -0.184157967567444j,0.168710187077522 -0.193598613142967j,0.165680035948753 -0.202837213873863j,0.162493824958801 -0.21186001598835j,0.15918156504631 -0.220654681324959j,0.155773758888245 -0.229210153222084j,0.152301341295242 -0.237516731023788j,0.148795410990715 -0.245565846562386j,0.145287200808525 -0.253350049257278j,0.141807779669762 -0.260862946510315j,0.13838803768158 -0.268099009990692j,0.135058417916298 -0.275053411722183j,0.131848856806755 -0.281722098588943j,0.128788620233536 -0.288101494312286j,0.125906154513359 -0.294188350439072j,0.123228937387466 -0.299979746341705j,0.120783388614655 -0.305472880601883j,0.118594720959663 -0.310664862394333j,0.116686828434467 -0.315552771091461j,0.115082144737244 -0.320133298635483j,0.113801561295986 -0.324402838945389j,0.112864300608635 -0.32835727930069j,0.112287797033787 -0.331991910934448j,0.112087607383728 -0.335301339626312j,0.112277314066887 -0.338279455900192j,0.112868428230286 -0.340919315814972j,0.113870225846767 -0.343213111162186j,0.115289822220802 -0.345152258872986j,0.117131926119328 -0.346727192401886j,0.119398824870586 -0.347927510738373j,0.122090339660645 -0.348742038011551j,0.12520369887352 -0.349158704280853j,0.128733530640602 -0.349164813756943j,0.132671803236008 -0.348746985197067j,0.137007758021355 -0.347891360521317j,0.141727894544601 -0.346583634614944j,0.146815985441208 -0.344809293746948j,0.152253001928329 -0.342553675174713j,0.158017203211784 -0.339802294969559j,0.164084106683731 -0.336540818214417j,0.17042650282383 -0.332755535840988j,0.177014619112015 -0.328433275222778j,0.183816075325012 -0.323561936616898j,0.19079601764679 -0.318130403757095j,0.197917312383652 -0.312129080295563j,0.205140545964241 -0.305549919605255j,0.212424278259277 -0.298386722803116j,0.219725176692009 -0.290635406970978j,0.226998224854469 -0.282294124364853j,0.234196960926056 -0.273363649845123j,0.241273656487465 -0.263847410678864j,0.248179644346237 -0.253751784563065j,0.254865556955338 -0.243086278438568j,0.26128163933754 -0.231863558292389j,0.267378002405167 -0.220099717378616j,0.273105025291443 -0.207814365625381j,0.278413653373718 -0.195030599832535j,0.283255785703659 -0.181775197386742j,0.287584513425827 -0.168078511953354j,0.291354596614838 -0.153974562883377j,0.294522762298584 -0.139500916004181j,0.297048151493073 -0.124698638916016j,0.29889252781868 -0.109612189233303j,0.300020694732666 -0.0942892283201218j,0.300400853157043 -0.0787805020809174j,0.300004988908768 -0.0631395429372787j,0.298808932304382 -0.0474224835634232j,0.296792924404144 -0.0316877439618111j,0.293941706418991 -0.015995716676116j,0.290244817733765 -0.000408421736210585j,0.285696715116501 +0.0150108523666859j,0.280297070741653 +0.0301979519426823j,0.274050772190094 +0.0450882688164711j,0.266968160867691 +0.0596171766519547j,0.259064882993698 +0.0737204700708389j,0.250362157821655 +0.0873348265886307j,0.240886524319649 +0.100398272275925j,0.230669885873795 +0.11285063624382j,0.21974940598011 +0.12463403493166j,0.208167269825935 +0.135693296790123j,0.195970520377159 +0.145976468920708j,0.183210864663124 +0.155435144901276j,0.169944301247597 +0.164025008678436j,0.156230837106705 +0.17170612514019j,0.142134115099907 +0.178443357348442j,0.12772099673748 +0.184206679463387j
0.0628319606184959 +0.084985189139843j,0.0704502016305923 +0.082615926861763j,0.078026294708252 +0.0797043740749359j,0.0855240002274513 +0.0762524902820587j,0.0929075703024864 +0.0722650215029716j,0.100141972303391 +0.067749410867691j,0.107193127274513 +0.0627157837152481j,0.114028118550777 +0.0571767948567867j,0.120615437626839 +0.0511475466191769j,0.126925125718117 +0.0446454398334026j,0.132929041981697 +0.0376900397241116j,0.138600945472717 +0.0303029045462608j,0.143916726112366 +0.0225074253976345j,0.148854494094849 +0.0143286269158125j,0.153394728899002 +0.00579299638047814j,0.157520413398743 -0.00307173142209649j,0.16121706366539 -0.0122367711737752j,0.164472803473473 -0.0216724947094917j,0.167278483510017 -0.031348641961813j,0.169627636671066 -0.0412345305085182j,0.17151652276516 -0.0512992553412914j,0.172944128513336 -0.0615118928253651j,0.173912152647972 -0.0718417093157768j,0.174424946308136 -0.082258328795433j,0.174489468336105 -0.0927319452166557j,0.174115210771561 -0.103233441710472j,0.173314109444618 -0.113734602928162j,0.172100514173508 -0.124208241701126j,0.170490950345993 -0.134628295898438j,0.168504104018211 -0.144970014691353j,0.166160687804222 -0.155209988355637j,0.16348323225975 -0.165326252579689j,0.16049599647522 -0.175298407673836j,0.157224804162979 -0.185107603669167j,0.153696924448013 -0.194736555218697j,0.149940833449364 -0.204169675707817j,0.145986095070839 -0.213392898440361j,0.141863256692886 -0.222393825650215j,0.137603551149368 -0.231161564588547j,0.133238896727562 -0.239686757326126j,0.128801569342613 -0.247961446642876j,0.124324195086956 -0.255979061126709j,0.119839496910572 -0.26373428106308j,0.115380175411701 -0.271222859621048j,0.110978752374649 -0.278441697359085j,0.106667444109917 -0.285388469696045j,0.102477990090847 -0.292061656713486j,0.0984415411949158 -0.298460394144058j,0.0945885181427002 -0.304584234952927j,0.0909484848380089 -0.310433030128479j,0.0875499993562698 -0.316006809473038j,0.0844205543398857 -0.321305602788925j,0.0815863907337189 -0.326329350471497j,0.0790724456310272 -0.331077605485916j,0.0769021660089493 -0.335549503564835j,0.0750975012779236 -0.339743703603745j,0.0736787095665932 -0.343658059835434j,0.0726642906665802 -0.347289711236954j,0.0720708966255188 -0.350634813308716j,0.0719132274389267 -0.353688597679138j,0.0722039267420769 -0.35644519329071j,0.0729534402489662 -0.358897626399994j,0.0741700828075409 -0.361037790775299j,0.0758597627282143 -0.362856388092041j,0.0780260115861893 -0.364342957735062j,0.0806698873639107 -0.365485936403275j,0.0837898850440979 -0.36627259850502j,0.0873818546533585 -0.366689264774323j,0.0914389714598656 -0.366721272468567j,0.0959516987204552 -0.366353094577789j,0.100907683372498 -0.365568608045578j,0.106291756033897 -0.364351004362106j,0.112085945904255 -0.362683176994324j,0.118269398808479 -0.360547780990601j,0.124818444252014 -0.357927441596985j,0.131706595420837 -0.354805052280426j,0.138904541730881 -0.351163923740387j,0.146380320191383 -0.346987992525101j,0.154099270701408 -0.342262238264084j,0.162024199962616 -0.336972713470459j,0.17011547088623 -0.33110699057579j,0.178331151604652 -0.324654310941696j,0.186627194285393 -0.31760585308075j,0.194957584142685 -0.309955060482025j,0.203274548053741 -0.301697790622711j,0.211528807878494 -0.292832612991333j,0.219669803977013 -0.283360987901688j,0.227645993232727 -0.273287504911423j,0.235405117273331 -0.262620061635971j,0.242894485592842 -0.251370042562485j,0.250061362981796 -0.23955237865448j,0.256853252649307 -0.227185770869255j,0.263218283653259 -0.214292705059052j,0.269105553627014 -0.20089952647686j,0.274465501308441 -0.187036409974098j,0.279250234365463 -0.172737449407578j,0.28341406583786 -0.15804049372673j,0.286913633346558 -0.142987132072449j,0.289708495140076 -0.12762251496315j,0.29176139831543 -0.111995287239552j,0.293038606643677 -0.0961572602391243j,0.293510228395462 -0.0801632776856422j,0.293150633573532 -0.0640709176659584j,0.291938573122025 -0.0479401797056198j,0.289857625961304 -0.0318331569433212j,0.286896288394928 -0.0158136859536171j,0.283048272132874 +5.30587713001296e-05j,0.278312623500824 +0.0157009735703468j,0.272693902254105 +0.0310634635388851j,0.266202181577682 +0.0460738800466061j,0.258853197097778 +0.0606660097837448j,0.250668346881866 +0.0747745409607887j,0.241674587130547 +0.0883355289697647j,0.23190438747406 +0.101286917924881j,0.221395656466484 +0.113568976521492j,0.210191443562508 +0.12512481212616j,0.198339894413948 +0.135900780558586j,0.185893833637238 +0.145847022533417j,0.172910526394844 +0.154917746782303j,0.159451350569725 +0.163071796298027j,0.145581409335136 +0.170272886753082j
