0.146678134799004 -0.0237244553864002j,0.147973269224167 -0.036557674407959j,0.148238390684128 -0.0496351383626461j,0.147457018494606 -0.0628701522946358j,0.145621001720428 -0.076175682246685j,0.142730310559273 -0.0894651710987091j,0.1387929469347 -0.102653384208679j,0.133824616670609 -0.115657135844231j,0.127848386764526 -0.128396064043045j,0.12089429795742 -0.140793293714523j,0.112998887896538 -0.152776062488556j,0.104204639792442 -0.164276257157326j,0.0945594683289528 -0.175230979919434j,0.0841160491108894 -0.185582906007767j,0.072931244969368 -0.195280700922012j,0.0610653981566429 -0.204279273748398j,0.0485817305743694 -0.21254001557827j,0.0355456210672855 -0.220030903816223j,0.022023992612958 -0.226726666092873j,0.00808463059365749 -0.232608675956726j,-0.00620442256331444 -0.237664982676506j,-0.0207754820585251 -0.241890162229538j,-0.0355617702007294 -0.245285138487816j,-0.0504979677498341 -0.247856989502907j,-0.0655206963419914 -0.249618664383888j,-0.0805689617991447 -0.250588625669479j,-0.0955845490098 -0.250790596008301j,-0.110512383282185 -0.250253111124039j,-0.125300794839859 -0.249009162187576j,-0.139901801943779 -0.247095733880997j,-0.154271245002747 -0.244553446769714j,-0.168368980288506 -0.241426080465317j,-0.182158946990967 -0.23776014149189j,-0.195609167218208 -0.233604416251183j,-0.208691760897636 -0.229009613394737j,-0.221382930874825 -0.224027842283249j,-0.233662754297256 -0.218712359666824j,-0.245515167713165 -0.213117033243179j,-0.256927728652954 -0.207296118140221j,-0.267891347408295 -0.201303839683533j,-0.278400242328644 -0.195194095373154j,-0.288451433181763 -0.189020186662674j,-0.29804465174675 -0.182834565639496j,-0.307181984186172 -0.176688566803932j,-0.315867513418198 -0.17063219845295j,-0.324107050895691 -0.164713993668556j,-0.331907838582993 -0.158980786800385j,-0.339278131723404 -0.153477638959885j,-0.346226900815964 -0.148247629404068j,-0.352763593196869 -0.143331840634346j,-0.358897656202316 -0.138769209384918j,-0.364638417959213 -0.134596452116966j,-0.369994580745697 -0.130847990512848j,-0.374974101781845 -0.127555951476097j,-0.379583895206451 -0.124750047922134j,-0.383829444646835 -0.122457534074783j,-0.387714833021164 -0.120703183114529j,-0.391242265701294 -0.11950921267271j,-0.394412040710449 -0.11889523267746j,-0.397222429513931 -0.118878200650215j,-0.39966943860054 -0.119472332298756j,-0.40174663066864 -0.120689071714878j,-0.403445363044739 -0.122536897659302j,-0.404754430055618 -0.125021368265152j,-0.405660212039948 -0.128144964575768j,-0.406146675348282 -0.131906926631927j,-0.406195372343063 -0.136303260922432j,-0.405785650014877 -0.1413264721632j,-0.404894649982452 -0.146965563297272j,-0.403497576713562 -0.153205826878548j,-0.401567816734314 -0.160028740763664j,-0.399077296257019 -0.167411848902702j,-0.395996600389481 -0.175328627228737j,-0.392295390367508 -0.183748364448547j,-0.387942761182785 -0.192636102437973j,-0.382907539606094 -0.20195247232914j,-0.377158731222153 -0.211653739213943j,-0.370665997266769 -0.221691697835922j,-0.363400131464005 -0.232013657689095j,-0.35533344745636 -0.242562547326088j,-0.346440464258194 -0.253276884555817j,-0.336698234081268 -0.264090985059738j,-0.326087087392807 -0.274935066699982j,-0.314591020345688 -0.28573539853096j,-0.302198350429535 -0.296414732933044j,-0.288902252912521 -0.306892454624176j,-0.274701207876205 -0.317085027694702j,-0.259599566459656 -0.326906442642212j,-0.243608117103577 -0.336268723011017j,-0.226744383573532 -0.345082372426987j,-0.209033161401749 -0.353257179260254j,-0.190506801009178 -0.360702693462372j,-0.171205580234528 -0.367329031229019j,-0.151177868247032 -0.373047679662704j,-0.130480319261551 -0.377772271633148j,-0.109177976846695 -0.381419450044632j,-0.0873442366719246 -0.383909702301025j,-0.0650607571005821 -0.385168373584747j,-0.0424172803759575 -0.38512647151947j,-0.0195113159716129 -0.383721619844437j,0.00355225405655801 -0.380899041891098j,0.0266616810113192 -0.376612305641174j,0.0496989674866199 -0.370824366807938j,0.0725406035780907 -0.36350816488266j,0.0950583592057228 -0.354647636413574j,0.117120265960693 -0.34423816204071j,0.138591587543488 -0.332287341356277j,0.159335970878601 -0.318815410137177j,0.179216608405113 -0.303855746984482j,0.198097556829453 -0.287455022335052j,0.215844959020615 -0.269673526287079j,0.232328489422798 -0.250584989786148j,0.247422769665718 -0.230276733636856j,0.261008709669113 -0.208849146962166j,0.272974908351898 -0.186415404081345j,0.283219158649445 -0.163100868463516j,0.291649729013443 -0.139042347669601j,0.298186659812927 -0.114387184381485j,0.302762985229492 -0.0892922207713127j,0.305325925350189 -0.0639226213097572j,0.305837869644165 -0.0384505167603493j
0.142169445753098 -0.0394455268979073j,0.142074048519135 -0.0523757301270962j,0.140916302800179 -0.0654442086815834j,0.138688057661057 -0.0785613507032394j,0.135389655828476 -0.0916379764676094j,0.131029739975929 -0.10458616912365j,0.12562495470047 -0.117320105433464j,0.119199626147747 -0.129756823182106j,0.111785344779491 -0.141816943883896j,0.103420466184616 -0.153425306081772j,0.0941495597362518 -0.164511606097221j,0.0840228348970413 -0.175010874867439j,0.073095515370369 -0.184864029288292j,0.0614271350204945 -0.194018140435219j,0.0490809045732021 -0.202426820993423j,0.0361229814589024 -0.210050463676453j,0.0226217694580555 -0.216856345534325j,0.00864722952246666 -0.222818747162819j,-0.00572981778532267 -0.227919012308121j,-0.0204383470118046 -0.232145369052887j,-0.0354077816009521 -0.235492944717407j,-0.0505685992538929 -0.237963512539864j,-0.0658528804779053 -0.239565253257751j,-0.0811948850750923 -0.240312516689301j,-0.0965314731001854 -0.240225449204445j,-0.111802570521832 -0.239329650998116j,-0.126951530575752 -0.237655758857727j,-0.141925454139709 -0.235239088535309j,-0.156675457954407 -0.232119083404541j,-0.171156868338585 -0.228338971734047j,-0.185329407453537 -0.223945215344429j,-0.199157252907753 -0.218987122178078j,-0.212609052658081 -0.213516339659691j,-0.225658029317856 -0.207586407661438j,-0.238281786441803 -0.201252371072769j,-0.250462263822556 -0.194570288062096j,-0.262185662984848 -0.187596887350082j,-0.27344211935997 -0.180389150977135j,-0.284225553274155 -0.173004031181335j,-0.294533520936966 -0.165498018264771j,-0.304366677999496 -0.157926976680756j,-0.313728809356689 -0.150345742702484j,-0.322626203298569 -0.142808005213737j,-0.331067502498627 -0.135366037487984j,-0.339063316583633 -0.128070503473282j,-0.346625864505768 -0.120970346033573j,-0.353768527507782 -0.114112630486488j,-0.360505670309067 -0.107542455196381j,-0.366852164268494 -0.101302810013294j,-0.372822970151901 -0.0954345986247063j,-0.378433018922806 -0.0899765267968178j,-0.383696675300598 -0.0849650278687477j,-0.38862743973732 -0.0804343223571777j,-0.393237799406052 -0.0764163136482239j,-0.397538781166077 -0.0729406103491783j,-0.401539742946625 -0.070034459233284j,-0.405248135328293 -0.0677228048443794j,-0.408669292926788 -0.0660281628370285j,-0.411806166172028 -0.0649706572294235j,-0.414659231901169 -0.064567968249321j,-0.417226374149323 -0.0648352280259132j,-0.419502526521683 -0.0657850503921509j,-0.421480000019073 -0.0674273520708084j,-0.423148036003113 -0.0697693303227425j,-0.424492955207825 -0.0728153586387634j,-0.425498276948929 -0.0765668228268623j,-0.426144480705261 -0.0810220390558243j,-0.426409363746643 -0.0861761122941971j,-0.426268011331558 -0.0920207500457764j,-0.425692975521088 -0.098544143140316j,-0.424654483795166 -0.105730772018433j,-0.423120677471161 -0.113561287522316j,-0.421057909727097 -0.122012294828892j,-0.418430924415588 -0.131056234240532j,-0.415203362703323 -0.140661254525185j,-0.411338090896606 -0.150790974497795j,-0.406797617673874 -0.161404520273209j,-0.401544511318207 -0.172456309199333j,-0.395541936159134 -0.183896020054817j,-0.388754159212112 -0.195668622851372j,-0.381147146224976 -0.207714274525642j,-0.372688978910446 -0.219968497753143j,-0.363350600004196 -0.232362136244774j,-0.353106319904327 -0.244821652770042j,-0.341934412717819 -0.257269203662872j,-0.329817861318588 -0.269623011350632j,-0.316744655370712 -0.281797617673874j,-0.302708774805069 -0.293704301118851j,-0.287710338830948 -0.30525153875351j,-0.2717564702034 -0.316345542669296j,-0.254861623048782 -0.326890796422958j,-0.23704805970192 -0.336790770292282j,-0.218346253037453 -0.345948547124863j,-0.198795199394226 -0.354267776012421j,-0.178442731499672 -0.36165326833725j,-0.1573456376791 -0.368011981248856j,-0.135569781064987 -0.373254060745239j,-0.113190092146397 -0.377293467521667j,-0.0902904719114304 -0.380049288272858j,-0.0669635683298111 -0.381446540355682j,-0.0433104708790779 -0.381417155265808j,-0.0194402653723955 -0.379901021718979j,0.0045304992236197 -0.376846849918365j,0.0284784790128469 -0.372213274240494j,0.0522743239998817 -0.365969449281693j,0.0757835581898689 -0.358096122741699j,0.0988675504922867 -0.348586201667786j,0.121384680271149 -0.337445467710495j,0.143191456794739 -0.32469317317009j,0.164143815636635 -0.310362249612808j,0.18409851193428 -0.294499903917313j,0.202914446592331 -0.277167558670044j,0.220454186201096 -0.258441001176834j,0.236585423350334 -0.23841018974781j,0.251182496547699 -0.217178925871849j,0.264127820730209 -0.194864511489868j,0.275313466787338 -0.171596974134445j,0.284642428159714 -0.147518426179886j,0.292030245065689 -0.122781954705715j,0.297405987977982 -0.097550630569458j,0.300713688135147 -0.0719961524009705j
0.135969370603561 -0.0543735772371292j,0.134485766291618 -0.0672467201948166j,0.131918624043465 -0.0801487490534782j,0.128268480300903 -0.0929879322648048j,0.123544439673424 -0.105673737823963j,0.117764003574848 -0.118117742240429j,0.110952630639076 -0.130234390497208j,0.103143326938152 -0.141941785812378j,0.0943761765956879 -0.153162360191345j,0.0846977606415749 -0.163823544979095j,0.0741605535149574 -0.173858314752579j,0.0628222450613976 -0.183205679059029j,0.0507450737059116 -0.191811099648476j,0.0379950813949108 -0.199626803398132j,0.0246413983404636 -0.206612065434456j,0.0107554960995913 -0.212733402848244j,-0.00358955026604235 -0.217964604496956j,-0.0183198004961014 -0.22228679060936j,-0.0333611480891705 -0.225688382983208j,-0.048640001565218 -0.228164926171303j,-0.0640839487314224 -0.229718968272209j,-0.079622358083725 -0.230359733104706j,-0.0951869264245033 -0.230102896690369j,-0.110712215304375 -0.228970214724541j,-0.126136124134064 -0.22698912024498j,-0.141400277614594 -0.224192321300507j,-0.15645033121109 -0.220617339015007j,-0.171236380934715 -0.216306045651436j,-0.185713037848473 -0.211304187774658j,-0.19983971118927 -0.20566089451313j,-0.213580667972565 -0.199428156018257j,-0.226905077695847 -0.192660391330719j,-0.239787071943283 -0.185413911938667j,-0.252205580472946 -0.177746519446373j,-0.26414430141449 -0.169716969132423j,-0.275591522455215 -0.161384671926498j,-0.286540031433105 -0.152809202671051j,-0.296986609697342 -0.144049942493439j,-0.306932151317596 -0.135165795683861j,-0.316381007432938 -0.12621483206749j,-0.325340867042542 -0.11725402623415j,-0.333822429180145 -0.10833902657032j,-0.341838926076889 -0.0995239615440369j,-0.349405825138092 -0.0908612161874771j,-0.356540441513062 -0.082401342689991j,-0.363261580467224 -0.0741928964853287j,-0.369589030742645 -0.0662823840975761j,-0.375543355941772 -0.0587141700088978j,-0.381145387887955 -0.0515304356813431j,-0.386415928602219 -0.0447711646556854j,-0.391375303268433 -0.0384741127490997j,-0.396043092012405 -0.0326748229563236j,-0.400437772274017 -0.0274066310375929j,-0.404576331377029 -0.0227006636559963j,-0.408474087715149 -0.0185858774930239j,-0.412144362926483 -0.0150890443474054j,-0.415598094463348 -0.0122347874566913j,-0.418843895196915 -0.0100455638021231j,-0.421887457370758 -0.00854167342185974j,-0.424731761217117 -0.00774120539426804j,-0.427376568317413 -0.00766006065532565j,-0.429818540811539 -0.00831182394176722j,-0.432051032781601 -0.00970777496695518j,-0.434064030647278 -0.0118567524477839j,-0.435844093561172 -0.0147650633007288j,-0.437374413013458 -0.0184363499283791j,-0.438634783029556 -0.0228714924305677j,-0.439601749181747 -0.0280683878809214j,-0.440248548984528 -0.0340218394994736j,-0.440545409917831 -0.0407233461737633j,-0.440459758043289 -0.0481608808040619j,-0.439956188201904 -0.0563187524676323j,-0.438997060060501 -0.065177358686924j,-0.437542527914047 -0.0747129917144775j,-0.435551077127457 -0.0848976373672485j,-0.432979762554169 -0.0956988036632538j,-0.429784744977951 -0.107079319655895j,-0.425921648740768 -0.11899721622467j,-0.421346187591553 -0.131405562162399j,-0.416014581918716 -0.144252389669418j,-0.409884184598923 -0.157480627298355j,-0.402914047241211 -0.17102812230587j,-0.395065605640411 -0.184827566146851j,-0.386303246021271 -0.19880673289299j,-0.376594930887222 -0.212888449430466j,-0.365912944078445 -0.226990967988968j,-0.354234516620636 -0.24102808535099j,-0.341542422771454 -0.254909604787827j,-0.32782569527626 -0.268541634082794j,-0.313080191612244 -0.28182715177536j,-0.297309190034866 -0.294666558504105j,-0.280523926019669 -0.306958198547363j,-0.262744069099426 -0.318599224090576j,-0.243998154997826 -0.329486191272736j,-0.224323958158493 -0.339516043663025j,-0.20376880466938 -0.348586827516556j,-0.18238964676857 -0.356598794460297j,-0.160253301262856 -0.363455295562744j,-0.137436375021935 -0.369063794612885j,-0.11402516067028 -0.373336941003799j,-0.0901154205203056 -0.376193642616272j,-0.0658120289444923 -0.377560049295425j,-0.0412285178899765 -0.377370655536652j,-0.0164864808320999 -0.375569313764572j,0.00828514155000448 -0.372110217809677j,0.0329509004950523 -0.366958856582642j,0.0573697946965694 -0.360092788934708j,0.0813963338732719 -0.351502537727356j,0.104881718754768 -0.341192126274109j,0.127675116062164 -0.329179883003235j,0.149625018239021 -0.31549859046936j,0.170580700039864 -0.300196051597595j,0.190393671393394 -0.283335119485855j,0.208919286727905 -0.264993727207184j,0.226018264889717 -0.24526472389698j,0.241558313369751 -0.224255621433258j,0.255415678024292 -0.202087968587875j,0.267476707696915 -0.178896769881248j,0.277639389038086 -0.15482959151268j,0.285814702510834 -0.130045518279076j,0.291928052902222 -0.104713976383209j
0.12820628285408 -0.0683265179395676j,0.125354409217834 -0.0809909030795097j,0.121409244835377 -0.0935725942254066j,0.116380281746387 -0.105978548526764j,0.110285639762878 -0.118117764592171j,0.103151760995388 -0.129902139306068j,0.0950129702687263 -0.141247242689133j,0.0859109535813332 -0.152073115110397j,0.0758941844105721 -0.162304878234863j,0.0650173127651215 -0.17187337577343j,0.0533404462039471 -0.180715680122375j,0.0409284643828869 -0.188775554299355j,0.027850242331624 -0.196003764867783j,0.0141778839752078 -0.202358424663544j,-1.40374222610262e-05 -0.207805126905441j,-0.0146492961794138 -0.21231709420681j,-0.0296507459133863 -0.215875208377838j,-0.044941108673811 -0.2184679210186j,-0.0604436732828617 -0.22009114921093j,-0.0760830044746399 -0.220748111605644j,-0.0917855799198151 -0.220449045300484j,-0.10748041421175 -0.219210892915726j,-0.123099595308304 -0.217056915163994j,-0.138578802347183 -0.21401634812355j,-0.153857707977295 -0.210123896598816j,-0.168880417943001 -0.205419301986694j,-0.183595716953278 -0.199946776032448j,-0.197957366704941 -0.193754553794861j,-0.211924269795418 -0.186894372105598j,-0.225460574030876 -0.17942088842392j,-0.238535806536674 -0.171391203999519j,-0.251124799251556 -0.162864342331886j,-0.263207674026489 -0.153900757431984j,-0.274769753217697 -0.144561842083931j,-0.285801321268082 -0.134909525513649j,-0.296297520399094 -0.125005796551704j,-0.306258082389832 -0.114912368357182j,-0.315687000751495 -0.104690290987492j,-0.324592292308807 -0.0943996086716652j,-0.332985579967499 -0.0840991586446762j,-0.340881824493408 -0.0738462284207344j,-0.348298907279968 -0.0636964291334152j,-0.355257093906403 -0.0537034720182419j,-0.361778944730759 -0.0439190417528152j,-0.367888569831848 -0.0343927070498466j,-0.373611450195312 -0.0251718200743198j,-0.378973931074142 -0.016301492229104j,-0.384002804756165 -0.00782457552850246j,-0.388724982738495 +0.000218371395021677j,-0.393166959285736 +0.00778902089223266j,-0.397354662418365 +0.0148512730374932j,-0.401312828063965 +0.021371191367507j,-0.405064880847931 +0.0273169800639153j,-0.40863248705864 +0.0326588898897171j,-0.412035226821899 +0.0373691953718662j,-0.415290355682373 +0.0414221286773682j,-0.418412536382675 +0.0447938367724419j,-0.421413570642471 +0.0474623553454876j,-0.424302130937576 +0.0494075827300549j,-0.427083700895309 +0.0506112836301327j,-0.429760247468948 +0.0510570742189884j,-0.432330191135406 +0.0507305711507797j,-0.434788256883621 +0.0496192239224911j,-0.43712529540062 +0.0477126203477383j,-0.439328461885452 +0.0450024902820587j,-0.441380888223648 +0.0414828173816204j,-0.443261981010437 +0.0371500328183174j,-0.444947272539139 +0.0320031568408012j,-0.446408659219742 +0.0260440073907375j,-0.447614371776581 +0.0192773938179016j,-0.448529213666916 +0.0117113525047898j,-0.449114829301834 +0.00335738435387611j,-0.449329882860184 -0.00576930912211537j,-0.449130266904831 -0.0156495533883572j,-0.448469638824463 -0.0262599792331457j,-0.447299599647522 -0.0375727564096451j,-0.445570260286331 -0.0495553649961948j,-0.443230599164963 -0.0621703900396824j,-0.440228998661041 -0.0753753036260605j,-0.436513870954514 -0.0891223177313805j,-0.432034075260162 -0.103358238935471j,-0.426739752292633 -0.118024408817291j,-0.420582711696625 -0.133056610822678j,-0.413517326116562 -0.148385107517242j,-0.40550109744072 -0.163934752345085j,-0.396495461463928 -0.179625019431114j,-0.386466354131699 -0.195370331406593j,-0.375385075807571 -0.211080208420753j,-0.363228976726532 -0.226659744977951j,-0.349981993436813 -0.242009937763214j,-0.33563557267189 -0.257028251886368j,-0.320188999176025 -0.271609157323837j,-0.303650289773941 -0.285644888877869j,-0.286036461591721 -0.299026131629944j,-0.267374128103256 -0.311642736196518j,-0.247699901461601 -0.32338485121727j,-0.227060630917549 -0.334143668413162j,-0.205513596534729 -0.343812525272369j,-0.183126717805862 -0.352287888526917j,-0.159978419542313 -0.359470546245575j,-0.136157602071762 -0.365266621112823j,-0.111763380467892 -0.369588762521744j,-0.0869046449661255 -0.372357279062271j,-0.0616996362805367 -0.373501271009445j,-0.0362752601504326 -0.372959643602371j,-0.0107663301751018 -0.370682179927826j,0.0146853411570191 -0.366630673408508j,0.0399319604039192 -0.360779583454132j,0.0648209005594254 -0.353117108345032j,0.0891959816217422 -0.343645751476288j,0.112898796796799 -0.332382917404175j,0.135770201683044 -0.319361507892609j,0.157651841640472 -0.304630100727081j,0.178387716412544 -0.288253128528595j,0.197825878858566 -0.270310968160629j,0.215820044279099 -0.250899642705917j,0.232231304049492 -0.230130523443222j,0.246929749846458 -0.208129718899727j,0.259796172380447 -0.185037389397621j,0.270723551511765 -0.161006808280945j,0.27961865067482 -0.136203229427338j
0.11902791261673 -0.0811417996883392j,0.114844724535942 -0.0934501215815544j,0.109570138156414 -0.10556323826313j,0.103222772479057 -0.117387652397156j,0.0958298593759537 -0.12883272767067j,0.0874268636107445 -0.139811560511589j,0.0780569165945053 -0.150241762399673j,0.0677702575922012 -0.160046115517616j,0.0566236078739166 -0.169153317809105j,0.0446793995797634 -0.177498415112495j,0.0320050790905952 -0.185023412108421j,0.0186723060905933 -0.191677540540695j,0.00475615542382002 -0.197417631745338j,-0.0096657145768404 -0.202208340167999j,-0.0245138742029667 -0.206022188067436j,-0.0397079400718212 -0.208839699625969j,-0.0551673583686352 -0.21064929664135j,-0.0708122104406357 -0.211447194218636j,-0.0865639001131058 -0.211237207055092j,-0.102345898747444 -0.210030496120453j,-0.118084363639355 -0.207845166325569j,-0.133708730340004 -0.20470604300499j,-0.149152278900146 -0.20064403116703j,-0.164352566003799 -0.195695847272873j,-0.179251879453659 -0.189903363585472j,-0.193797528743744 -0.183313146233559j,-0.207942187786102 -0.175975903868675j,-0.221644043922424 -0.167945921421051j,-0.234866961836815 -0.159280523657799j,-0.247580543160439 -0.150039449334145j,-0.259760200977325 -0.140284389257431j,-0.271386981010437 -0.130078420042992j,-0.28244760632515 -0.11948549747467j,-0.292934238910675 -0.108570002019405j,-0.302844256162643 -0.0973962396383286j,-0.312180072069168 -0.086028091609478j,-0.320948749780655 -0.0745285898447037j,-0.329161733388901 -0.0629596039652824j,-0.336834520101547 -0.051381554454565j,-0.343986213207245 -0.0398531258106232j,-0.350639194250107 -0.0284310914576054j,-0.356818586587906 -0.0171701051294804j,-0.362552046775818 -0.00612260028719902j,-0.367869019508362 +0.00466131931170821j,-0.37280061841011 +0.0151339527219534j,-0.377378970384598 +0.0252500008791685j,-0.381636917591095 +0.0349665954709053j,-0.385607451200485 +0.0442432425916195j,-0.389323472976685 +0.0530417859554291j,-0.392817288637161 +0.0613263547420502j,-0.3961201608181 +0.069063238799572j,-0.399262070655823 +0.076220840215683j,-0.402271270751953 +0.082769550383091j,-0.405174016952515 +0.0886816531419754j,-0.40799418091774 +0.0939312279224396j,-0.410752981901169 +0.0984940603375435j,-0.413468688726425 +0.102347575128078j,-0.416156440973282 +0.105470739305019j,-0.418827950954437 +0.107844017446041j,-0.421491265296936 +0.10944938659668j,-0.424150675535202 +0.110270246863365j,-0.426806569099426 +0.110291562974453j,-0.429455190896988 +0.109499715268612j,-0.432088613510132 +0.107882812619209j,-0.434694647789001 +0.105430573225021j,-0.437256842851639 +0.102134607732296j,-0.439754486083984 +0.0979884788393974j,-0.442162573337555 +0.0929879322648048j,-0.444451898336411 +0.0871311277151108j,-0.446589112281799 +0.0804188027977943j,-0.448537021875381 +0.0728546008467674j,-0.450254589319229 +0.0644453018903732j,-0.45169723033905 +0.0552011281251907j,-0.452817112207413 +0.0451360419392586j,-0.453563511371613 +0.0342680476605892j,-0.453882962465286 +0.0226194784045219j,-0.453719943761826 +0.0102173276245594j,-0.453017175197601 -0.00290650501847267j,-0.451716125011444 -0.0167149156332016j,-0.449757605791092 -0.0311653818935156j,-0.447082340717316 -0.0462097302079201j,-0.443631559610367 -0.0617939904332161j,-0.439347803592682 -0.0778582543134689j,-0.434175401926041 -0.09433663636446j,-0.42806139588356 -0.111157216131687j,-0.420956164598465 -0.128242135047913j,-0.412814289331436 -0.145507708191872j,-0.403595268726349 -0.162864625453949j,-0.39326423406601 -0.180218249559402j,-0.381792902946472 -0.19746895134449j,-0.369160115718842 -0.214512601494789j,-0.355352640151978 -0.231241106987j,-0.340365916490555 -0.24754299223423j,-0.324204564094543 -0.263304173946381j,-0.306883066892624 -0.278408765792847j,-0.288426131010056 -0.29273983836174j,-0.268869280815125 -0.306180566549301j,-0.248258993029594 -0.318615078926086j,-0.226653069257736 -0.329929649829865j,-0.204120665788651 -0.340013742446899j,-0.180742293596268 -0.348761320114136j,-0.156609684228897 -0.356071829795837j,-0.131825521588326 -0.361851662397385j,-0.106503024697304 -0.366015136241913j,-0.0807654187083244 -0.368485867977142j,-0.0547451935708523 -0.36919778585434j,-0.0285833310335875 -0.368096441030502j,-0.00242829672060907 -0.365139782428741j,0.0235650539398193 -0.360299408435822j,0.0492367148399353 -0.353561222553253j,0.0744228661060333 -0.344926327466965j,0.0989573523402214 -0.33441150188446j,0.122673206031322 -0.322049856185913j,0.145404309034348 -0.307890951633453j,0.166987076401711 -0.292001187801361j,0.187262177467346 -0.274463534355164j,0.206076323986053 -0.255377441644669j,0.223284050822258 -0.234858393669128j,0.238749399781227 -0.213037356734276j,0.252347707748413 -0.190059885382652j,0.263967216014862 -0.166085183620453j
0.108598485589027 -0.0926783382892609j,0.103137217462063 -0.104489661753178j,0.0965981036424637 -0.115993596613407j,0.0890089720487595 -0.12709704041481j,0.0804062262177467 -0.137710630893707j,0.0708342790603638 -0.147749528288841j,0.0603449679911137 -0.157134220004082j,0.048996914178133 -0.165791153907776j,0.0368547663092613 -0.173653364181519j,0.0239884443581104 -0.180660963058472j,0.0104723190888762 -0.186761602759361j,-0.00361562240868807 -0.191910743713379j,-0.0181946493685246 -0.196071967482567j,-0.0331821218132973 -0.199217051267624j,-0.0484943762421608 -0.201326042413712j,-0.0640475451946259 -0.202387243509293j,-0.0797583907842636 -0.202397063374519j,-0.0955450758337975 -0.201359868049622j,-0.111327908933163 -0.199287608265877j,-0.127030044794083 -0.196199610829353j,-0.142578095197678 -0.192122057080269j,-0.157902762293816 -0.187087625265121j,-0.172939270734787 -0.181134894490242j,-0.187627896666527 -0.17430791258812j,-0.201914280653 -0.166655570268631j,-0.215749740600586 -0.158231034874916j,-0.229091539978981 -0.149091184139252j,-0.241903007030487 -0.139295920729637j,-0.25415363907814 -0.128907695412636j,-0.265819102525711 -0.117990866303444j,-0.276881277561188 -0.106611080467701j,-0.287328004837036 -0.0948348566889763j,-0.2971530854702 -0.0827289596199989j,-0.306355953216553 -0.0703599900007248j,-0.314941465854645 -0.0577938929200172j,-0.322919547557831 -0.0450956076383591j,-0.330305010080338 -0.0323286652565002j,-0.337116926908493 -0.0195549055933952j,-0.343378454446793 -0.00683420337736607j,-0.349116265773773 +0.00577577110379934j,-0.354360282421112 +0.0182197038084269j,-0.359142988920212 +0.0304447691887617j,-0.363499194383621 +0.0424007400870323j,-0.36746546626091 +0.054040003567934j,-0.371079653501511 +0.0653176158666611j,-0.374380499124527 +0.0761912241578102j,-0.377407222986221 +0.0866210535168648j,-0.380198925733566 +0.0965698212385178j,-0.382794290781021 +0.106002599000931j,-0.385231226682663 +0.114886730909348j,-0.387546300888062 +0.123191699385643j,-0.389774531126022 +0.130888938903809j,-0.391948878765106 +0.137951716780663j,-0.394100040197372 +0.14435501396656j,-0.396256029605865 +0.150075301527977j,-0.398442000150681 +0.155090495944023j,-0.40067982673645 +0.159379780292511j,-0.402987897396088 +0.162923529744148j,-0.405380964279175 +0.165703192353249j,-0.407869786024094 +0.16770127415657j,-0.410461038351059 +0.168901309370995j,-0.413157194852829 +0.169287770986557j,-0.415956199169159 +0.168846249580383j,-0.418851554393768 +0.167563378810883j,-0.421832144260406 +0.165426969528198j,-0.424882173538208 +0.162426203489304j,-0.427981168031693 +0.158551707863808j,-0.431103944778442 +0.153795763850212j,-0.434220641851425 +0.148152649402618j,-0.437296956777573 +0.141618698835373j,-0.440293997526169 +0.134192779660225j,-0.443168640136719 +0.125876486301422j,-0.445873647928238 +0.116674482822418j,-0.448357969522476 +0.106594935059547j,-0.450566947460175 +0.0956497341394424j,-0.452442735433578 +0.083854965865612j,-0.453924685716629 +0.0712312161922455j,-0.454949706792831 +0.0578039437532425j,-0.45545282959938 +0.0436038225889206j,-0.455367803573608 +0.0286670420318842j,-0.45462754368782 +0.0130356112495065j,-0.45316481590271 -0.00324240210466087j,-0.450912982225418 -0.0201126523315907j,-0.447806686162949 -0.0375143624842167j,-0.443782567977905 -0.0553802438080311j,-0.438780099153519 -0.0736364424228668j,-0.432742327451706 -0.0922025963664055j,-0.425616830587387 -0.110991969704628j,-0.4173564016819 -0.129911631345749j,-0.407920002937317 -0.148862764239311j,-0.397273540496826 -0.167741060256958j,-0.385390639305115 -0.186437204480171j,-0.372253447771072 -0.204837426543236j,-0.357853442430496 -0.222824200987816j,-0.342191964387894 -0.240277007222176j,-0.32528093457222 -0.257073193788528j,-0.307143270969391 -0.273088902235031j,-0.287813544273376 -0.288200169801712j,-0.267338037490845 -0.302283853292465j,-0.245775252580643 -0.315219044685364j,-0.223195806145668 -0.326888024806976j,-0.199682533740997 -0.337177723646164j,-0.175330236554146 -0.345980882644653j,-0.150245517492294 -0.353197425603867j,-0.1245461627841 -0.358735740184784j,-0.098360687494278 -0.362513840198517j,-0.0718275159597397 -0.364460796117783j,-0.0450940653681755 -0.364517718553543j,-0.0183157455176115 -0.362639099359512j,0.00834525004029274 -0.358793556690216j,0.0347212739288807 -0.352964967489243j,0.060640674084425 -0.345153093338013j,0.0859293192625046 -0.335374414920807j,0.110412292182446 -0.323662430047989j,0.133915618062019 -0.310068011283875j,0.156268000602722 -0.294659644365311j,0.177302777767181 -0.277523249387741j,0.196859687566757 -0.258762001991272j,0.214786767959595 -0.238495826721191j,0.230942159891129 -0.216860726475716j,0.245195969939232 -0.194007933139801j
