0.705170094966889 +0.330317854881287j,0.694727957248688 +0.351749688386917j,0.683634400367737 +0.372852146625519j,0.671900093555451 +0.393605142831802j,0.659536182880402 +0.41398885846138j,0.646553874015808 +0.433984875679016j,0.632965505123139 +0.453574061393738j,0.618784010410309 +0.472737818956375j,0.604022383689881 +0.491458773612976j,0.588694512844086 +0.509719014167786j,0.572815179824829 +0.527501285076141j,0.556398570537567 +0.54478931427002j,0.539460420608521 +0.561566710472107j,0.522016704082489 +0.577817738056183j,0.504083931446076 +0.593526899814606j,0.485678344964981 +0.608680009841919j,0.466817528009415 +0.623262524604798j,0.447519451379776 +0.637260615825653j,0.427801638841629 +0.650661587715149j,0.407682776451111 +0.663452744483948j,0.387182116508484 +0.675621807575226j,0.366318166255951 +0.6871577501297j,0.345110923051834 +0.698049604892731j,0.323580175638199 +0.708287119865418j,0.301746487617493 +0.717860579490662j,0.279629558324814 +0.726761341094971j,0.257250547409058 +0.734980881214142j,0.234630763530731 +0.74251139163971j,0.211790695786476 +0.749346017837525j,0.188752144575119 +0.755478262901306j,0.165536627173424 +0.760902345180512j,0.142166346311569 +0.76561313867569j,0.118662402033806 +0.769606411457062j,0.0950472429394722 +0.772878229618073j,0.0713433846831322 +0.775425612926483j,0.0475722476840019 +0.777246236801148j,0.0237565524876118 +0.778338193893433j,-8.1058402429328e-05 +0.778700649738312j,-0.0239189527928829 +0.778333246707916j,-0.0477344356477261 +0.777236223220825j,-0.0715048089623451 +0.77541071176529j,-0.0952085256576538 +0.772858381271363j,-0.118822991847992 +0.769581615924835j,-0.142326086759567 +0.765583455562592j,-0.165695399045944 +0.760867774486542j,-0.188909769058228 +0.75543886423111j,-0.211947083473206 +0.749301791191101j,-0.234785348176956 +0.742462515830994j,-0.257403939962387 +0.734927177429199j,-0.279781192541122 +0.726702988147736j,-0.301895886659622 +0.717797756195069j,-0.32372796535492 +0.708219587802887j,-0.345256567001343 +0.697977542877197j,-0.366461575031281 +0.687081277370453j,-0.387322753667832 +0.675541162490845j,-0.407821178436279 +0.663367629051209j,-0.427937358617783 +0.65057235956192j,-0.447652101516724 +0.637167394161225j,-0.466947853565216 +0.623164832592011j,-0.485805362462998 +0.608578622341156j,-0.504207491874695 +0.593421936035156j,-0.522137522697449 +0.577708542346955j,-0.539577662944794 +0.561454117298126j,-0.55651193857193 +0.544673442840576j,-0.572925209999085 +0.527381718158722j,-0.58880090713501 +0.509596228599548j,-0.604124665260315 +0.4913330078125j,-0.618882715702057 +0.472608685493469j,-0.633060097694397 +0.453441977500916j,-0.646644175052643 +0.433850258588791j,-0.659622550010681 +0.413851231336594j,-0.671982228755951 +0.393464922904968j,-0.683712065219879 +0.372709810733795j,-0.694801330566406 +0.351604700088501j,-0.705238997936249 +0.330170691013336j,-0.715015709400177 +0.308427214622498j,-0.724122405052185 +0.286393910646439j,-0.732550084590912 +0.264092862606049j,-0.740291237831116 +0.241544306278229j,-0.747338652610779 +0.218768626451492j,-0.753685355186463 +0.19578854739666j,-0.759325802326203 +0.17262427508831j,-0.764254271984101 +0.149298936128616j,-0.768466413021088 +0.125833615660667j,-0.771958410739899 +0.10224960744381j,-0.774726688861847 +0.0785705223679543j,-0.776768803596497 +0.054817795753479j,-0.778082847595215 +0.0310129504650831j,-0.778667569160462 +0.00717975944280625j,-0.778522431850434 -0.0166601743549108j,-0.77764755487442 -0.0404852218925953j,-0.776043772697449 -0.0642715692520142j,-0.773712575435639 -0.0879976898431778j,-0.770656108856201 -0.111642055213451j,-0.766877353191376 -0.135181039571762j,-0.762379765510559 -0.158593311905861j,-0.757167458534241 -0.181857660412788j,-0.751245617866516 -0.204950839281082j,-0.74461954832077 -0.227851882576942j,-0.73729532957077 -0.25054007768631j,-0.729280292987824 -0.272992730140686j,-0.720581650733948 -0.295189499855042j,-0.711207330226898 -0.317110270261765j,-0.70116662979126 -0.338733106851578j,-0.690468370914459 -0.360039114952088j,-0.679123282432556 -0.381006985902786j,-0.667141616344452 -0.401617735624313j,-0.654534280300141 -0.421852678060532j,-0.64131373167038 -0.441691547632218j,-0.627492129802704 -0.461116433143616j,-0.613081932067871 -0.480109691619873j,-0.598097503185272 -0.498652338981629j,-0.582552492618561 -0.516727566719055j,-0.566460907459259 -0.534319043159485j,-0.549838840961456 -0.551409125328064j,-0.532701432704926 -0.567982316017151j,-0.515064179897308 -0.584023714065552j,-0.496944665908814 -0.599517107009888j,-0.478359371423721 -0.614448606967926j,-0.459325045347214 -0.628804624080658j,-0.439860850572586 -0.642570734024048j
0.743333876132965 +0.232011869549751j,0.735883176326752 +0.254658073186875j,0.727742552757263 +0.27706590294838j,0.718919813632965 +0.299214035272598j,0.709423363208771 +0.32108137011528j,0.699261784553528 +0.342648059129715j,0.68844473361969 +0.3638935983181j,0.676982641220093 +0.384797722101212j,0.664885699748993 +0.405341476202011j,0.652165651321411 +0.42550528049469j,0.638834416866303 +0.445269942283631j,0.624904215335846 +0.464617550373078j,0.610388219356537 +0.483529657125473j,0.595300197601318 +0.501988530158997j,0.579654276371002 +0.519976556301117j,0.563464879989624 +0.537477493286133j,0.546747267246246 +0.554474651813507j,0.529517471790314 +0.570951819419861j,0.511791050434113 +0.586894035339356j,0.493584930896759 +0.602286159992218j,0.474916458129883 +0.617113530635834j,0.455802530050278 +0.631362676620484j,0.436261385679245 +0.645020008087158j,0.416311234235764 +0.658072710037232j,0.395971208810806 +0.67050838470459j,0.375259757041931 +0.682315826416016j,0.354196488857269 +0.693483650684357j,0.332801580429077 +0.704001307487488j,0.311094403266907 +0.713859260082245j,0.289095610380173 +0.723048031330109j,0.266825884580612 +0.731559097766876j,0.244306355714798 +0.739384293556214j,0.221557468175888 +0.746516585350037j,0.198600947856903 +0.752949178218842j,0.175458610057831 +0.758675813674927j,0.152151465415955 +0.763691484928131j,0.128701642155647 +0.767991304397583j,0.105131633579731 +0.771571218967438j,0.0814626440405845 +0.774427890777588j,0.0577173382043838 +0.776558756828308j,0.0339182913303375 +0.777961611747742j,0.0100870821624994 +0.778635323047638j,-0.0137535901740194 +0.77857917547226j,-0.0375813730061055 +0.777793288230896j,-0.06137353181839 +0.77627831697464j,-0.0851085633039475 +0.774035692214966j,-0.108763813972473 +0.771067559719086j,-0.132316738367081 +0.767376720905304j,-0.155746012926102 +0.762966513633728j,-0.179029285907745 +0.757841169834137j,-0.202144414186478 +0.752005577087403j,-0.225070402026177 +0.745465040206909j,-0.247785434126854 +0.73822569847107j,-0.270268201828003 +0.730294406414032j,-0.292497277259827 +0.721678674221039j,-0.314452558755875 +0.7123863697052j,-0.336113095283508 +0.702426314353943j,-0.357458204030991 +0.691808044910431j,-0.378468632698059 +0.680541157722473j,-0.399124294519425 +0.668636381626129j,-0.419405519962311 +0.656104981899262j,-0.439294248819351 +0.642958283424378j,-0.458770573139191 +0.629209280014038j,-0.477816939353943 +0.614870548248291j,-0.496415972709656 +0.599954962730408j,-0.514549136161804 +0.584477484226227j,-0.53219997882843 +0.568452179431915j,-0.549352526664734 +0.551893591880798j,-0.56598961353302 +0.534818172454834j,-0.582096219062805 +0.517241477966309j,-0.597657680511475 +0.499179393053055j,-0.612658441066742 +0.480649918317795j,-0.627084970474243 +0.461670011281967j,-0.640924155712128 +0.442256689071655j,-0.654162108898163 +0.422429502010346j,-0.666786968708039 +0.40220633149147j,-0.678787112236023 +0.381605505943298j,-0.690150737762451 +0.360647648572922j,-0.700867414474488 +0.339351773262024j,-0.710927486419678 +0.317737102508545j,-0.720320880413056 +0.295825302600861j,-0.729039371013642 +0.273635506629944j,-0.737074196338654 +0.251189917325974j,-0.744418144226074 +0.228508919477463j,-0.751064598560333 +0.205612987279892j,-0.757006824016571 +0.182525053620338j,-0.762239515781403 +0.159266024827957j,-0.766757845878601 +0.13585701584816j,-0.770557343959809 +0.112321361899376j,-0.773634672164917 +0.0886804386973381j,-0.775986790657044 +0.0649556517601013j,-0.777611553668976 +0.0411707088351249j,-0.778507471084595 +0.0173471979796886j,-0.778673589229584 -0.00649333186447626j,-0.778109908103943 -0.0303270183503628j,-0.776816904544831 -0.0541322827339173j,-0.774795651435852 -0.0778875425457955j,-0.772048234939575 -0.101569063961506j,-0.768577158451081 -0.125155404210091j,-0.764385581016541 -0.148625135421753j,-0.75947767496109 -0.171954840421677j,-0.753857851028443 -0.195123374462128j,-0.747531175613404 -0.218109712004662j,-0.740504086017609 -0.24089090526104j,-0.732782661914826 -0.263447016477585j,-0.72437459230423 -0.285755455493927j,-0.715287566184998 -0.307796090841293j,-0.705529808998108 -0.329548865556717j,-0.695111036300659 -0.3509920835495j,-0.684040665626526 -0.372106313705445j,-0.67232882976532 -0.392872393131256j,-0.659987092018128 -0.413269609212876j,-0.647026836872101 -0.433279424905777j,-0.633459568023682 -0.452883720397949j,-0.619299054145813 -0.472062945365906j,-0.604558050632477 -0.49079966545105j,-0.589249908924103 -0.509076952934265j,-0.573389887809754 -0.526876449584961j,-0.556992411613464 -0.544182121753693j,-0.54007238149643 -0.56097823381424j,-0.522646605968475 -0.57724803686142j
0.767865359783173 +0.12945094704628j,0.763542771339417 +0.15289618074894j,0.758504331111908 +0.176198422908783j,0.752754986286163 +0.199335530400276j,0.746300160884857 +0.222285434603691j,0.739145696163178 +0.245027333498001j,0.731298387050629 +0.26753956079483j,0.722765743732453 +0.289800643920899j,0.71355551481247 +0.311790466308594j,0.703676402568817 +0.333488017320633j,0.693137884140015 +0.354872643947601j,0.681949496269226 +0.375925004482269j,0.670121908187866 +0.396624952554703j,0.657666206359863 +0.416953146457672j,0.644594192504883 +0.436890184879303j,0.630917847156525 +0.456418067216873j,0.61665004491806 +0.475518077611923j,0.601804494857788 +0.494172096252442j,0.586394667625427 +0.512363195419312j,0.570435166358948 +0.530074059963227j,0.553941190242767 +0.547287821769715j,0.536927700042725 +0.5639888048172j,0.519411027431488 +0.580161154270172j,0.501407444477081 +0.595789730548859j,0.4829341173172 +0.610859513282776j,0.464007914066315 +0.625357031822205j,0.444646716117859 +0.639268338680268j,0.424869060516357 +0.652580261230469j,0.404692828655243 +0.66528069972992j,0.3841373026371 +0.67735755443573j,0.363221704959869 +0.688799500465393j,0.341965943574905 +0.699595630168915j,0.320389360189438 +0.709736168384552j,0.298512399196625 +0.719211399555207j,0.276356041431427 +0.728012442588806j,0.253940254449844 +0.736131131649018j,0.231286466121674 +0.743559896945954j,0.208416238427162 +0.750291585922241j,0.185350269079208 +0.756320059299469j,0.162110596895218 +0.761639595031739j,0.138719350099564 +0.766245186328888j,0.115197695791721 +0.770132601261139j,0.0915680527687072 +0.773298144340515j,0.0678525641560554 +0.775738835334778j,0.0440738759934901 +0.777452409267426j,0.0202534887939691 +0.77843725681305j,-0.0035858873743565 +0.778692424297333j,-0.0274215172976257 +0.778217732906342j,-0.0512318052351476 +0.777013540267945j,-0.0749941021203996 +0.775081038475037j,-0.0986857116222383 +0.772422134876251j,-0.122285187244415 +0.769039034843445j,-0.145770058035851 +0.764935195446015j,-0.169118285179138 +0.760114312171936j,-0.192307621240616 +0.754581034183502j,-0.215317070484162 +0.748340368270874j,-0.238124698400498 +0.741398274898529j,-0.260708779096604 +0.733761370182037j,-0.283048808574677 +0.725436508655548j,-0.305123537778855 +0.716431677341461j,-0.326911956071854 +0.706755518913269j,-0.348394244909287 +0.696416676044464j,-0.369549989700318 +0.685425102710724j,-0.390359342098236 +0.67379105091095j,-0.410802483558655 +0.66152560710907j,-0.430860847234726 +0.648639857769013j,-0.45051509141922 +0.635146379470825j,-0.469747632741928 +0.621057093143463j,-0.488539248704911 +0.606386184692383j,-0.506872951984406 +0.59114682674408j,-0.524732112884522 +0.575352907180786j,-0.542098939418793 +0.559020161628723j,-0.558957576751709 +0.54216343164444j,-0.575292825698853 +0.524797976016998j,-0.59108829498291 +0.506941199302673j,-0.606329739093781 +0.488609224557877j,-0.621003329753876 +0.469818711280823j,-0.635094404220581 +0.450588405132294j,-0.64859014749527 +0.430935710668564j,-0.661478340625763 +0.410878479480743j,-0.673746109008789 +0.390436768531799j,-0.685382783412934 +0.369628459215164j,-0.69637668132782 +0.34847429394722j,-0.706717789173126 +0.326993495225906j,-0.716396808624268 +0.305205523967743j,-0.725403964519501 +0.283132195472717j,-0.733731210231781 +0.260793447494507j,-0.741371035575867 +0.238209575414658j,-0.748315572738648 +0.215403094887733j,-0.754558801651001 +0.192394688725471j,-0.760094940662384 +0.169205293059349j,-0.764918446540833 +0.145857989788055j,-0.769024968147278 +0.122373946011066j,-0.772410750389099 +0.0987744852900504j,-0.775072395801544 +0.0750831887125968j,-0.777007639408112 +0.0513214841485023j,-0.778214573860169 +0.0275109522044658j,-0.77869200706482 +0.00367537047713984j,-0.778439581394196 -0.0201636496931316j,-0.777457475662232 -0.0439845211803914j,-0.775746643543244 -0.0677634030580522j,-0.773308694362641 -0.0914787799119951j,-0.770145893096924 -0.115109160542488j,-0.766261219978333 -0.138630911707878j,-0.761658191680908 -0.162023440003395j,-0.756341338157654 -0.185263350605965j,-0.750315606594086 -0.208329632878304j,-0.743586361408234 -0.231201350688934j,-0.736160337924957 -0.253855645656586j,-0.728044331073761 -0.276271998882294j,-0.719245612621307 -0.29843008518219j,-0.709773004055023 -0.320307761430741j,-0.699635088443756 -0.341885209083557j,-0.688841044902802 -0.363142848014832j,-0.677401721477509 -0.384059429168701j,-0.665327489376068 -0.404616057872772j,-0.652629137039185 -0.424794048070908j,-0.639319479465485 -0.444573223590851j,-0.625410556793213 -0.46393570303917j,-0.610915005207062 -0.482863903045655j,-0.595847308635712 -0.501338958740235j
0.778314650058746 +0.0245159808546306j,0.777199387550354 +0.0483302511274816j,0.775355637073517 +0.0720995739102365j,0.772785127162933 +0.0958013236522676j,0.769490301609039 +0.119412906467915j,0.765474140644074 +0.142912939190865j,0.760740458965302 +0.166279003024101j,0.755293786525726 +0.189488828182221j,0.749139070510864 +0.2125214189291j,0.742282211780548 +0.235354796051979j,0.734729647636414 +0.257967233657837j,0.726488292217255 +0.280338197946549j,0.717565953731537 +0.30244642496109j,0.707971036434174 +0.324271112680435j,0.697712659835816 +0.345791548490525j,0.686800122261047 +0.366988182067871j,0.675243854522705 +0.387840807437897j,0.663054823875427 +0.408329606056214j,0.650244057178497 +0.428435951471329j,0.636823832988739 +0.448140740394593j,0.622806906700134 +0.467425137758255j,0.608206033706665 +0.486271739006043j,0.593034982681274 +0.50466251373291j,0.577308118343353 +0.522580206394196j,0.561040341854095 +0.540007889270783j,0.54424637556076 +0.556929588317871j,0.526942372322083 +0.573329269886017j,0.50914466381073 +0.589191377162934j,0.490869462490082 +0.60450142621994j,0.472134113311768 +0.619244813919068j,0.452956229448318 +0.633407771587372j,0.433354079723358 +0.646976828575134j,0.413345485925674 +0.659939587116242j,0.392949342727661 +0.672283828258515j,0.372185260057449 +0.683997690677643j,0.351071983575821 +0.695070624351502j,0.329629629850388 +0.705492079257965j,0.307878643274307 +0.715252041816712j,0.285838723182678 +0.724341750144959j,0.263530850410461 +0.732752501964569j,0.240976363420486 +0.740476310253144j,0.218195632100105 +0.747506141662598j,0.195210382342338 +0.753835260868073j,0.172042146325111 +0.75945782661438j,0.148712992668152 +0.76436847448349j,0.125244140625 +0.768562734127045j,0.101657822728157 +0.772036552429199j,0.0779766291379927 +0.774786710739136j,0.0542219430208205 +0.776810646057129j,0.0304164420813321 +0.778106451034546j,0.00658282265067085 +0.778672873973847j,-0.0172573495656254 +0.778509438037872j,-0.0410813502967359 +0.777616262435913j,-0.0648668408393862 +0.77599424123764j,-0.0885911509394647 +0.773644864559174j,-0.11223278939724 +0.770570278167725j,-0.135769248008728 +0.766773402690888j,-0.15917806327343 +0.762257933616638j,-0.182438045740128 +0.757027804851532j,-0.205527022480965 +0.75108814239502j,-0.228422984480858 +0.74444454908371j,-0.251105219125748 +0.737103044986725j,-0.273552060127259 +0.729070663452149j,-0.295742511749268 +0.720354855060578j,-0.317655384540558 +0.71096396446228j,-0.339270859956742 +0.700906574726105j,-0.360568314790726 +0.69019216299057j,-0.381527483463288 +0.678830981254578j,-0.402129352092743 +0.666833341121674j,-0.422353982925415 +0.654210865497589j,-0.442183345556259 +0.640974760055542j,-0.461597621440888 +0.627138257026672j,-0.480579257011414 +0.612713932991028j,-0.499110966920853 +0.597714841365814j,-0.517174303531647 +0.58215594291687j,-0.53475284576416 +0.566051363945007j,-0.551830708980561 +0.549415707588196j,-0.568390786647797 +0.532265603542328j,-0.584418118000031 +0.514616549015045j,-0.599898099899292 +0.496484637260437j,-0.614815354347229 +0.477887898683548j,-0.629156768321991 +0.458842605352402j,-0.642907977104187 +0.439367860555649j,-0.656056582927704 +0.419481247663498j,-0.668590664863587 +0.399200797080994j,-0.680497646331787 +0.378546863794327j,-0.691766798496247 +0.357538104057312j,-0.702387869358063 +0.33619350194931j,-0.712350249290467 +0.314534455537796j,-0.721644878387451 +0.2925805747509j,-0.730263411998749 +0.2703517973423j,-0.738197207450867 +0.247870281338692j,-0.745438992977143 +0.225156411528587j,-0.75198233127594 +0.202230826020241j,-0.75782060623169 +0.179116427898407j,-0.762948572635651 +0.155834034085274j,-0.767361521720886 +0.132404938340187j,-0.771055042743683 +0.108852446079254j,-0.774025917053223 +0.085197903215885j,-0.776271283626557 +0.0614627711474894j,-0.777788996696472 +0.037670750170946j,-0.778577625751495 +0.0138434609398244j,-0.778636515140534 -0.00999758671969191j,-0.777965545654297 -0.0338284932076933j,-0.776565372943878 -0.057628456503153j,-0.774437248706818 -0.0813736468553545j,-0.771583318710327 -0.105042554438114j,-0.768006026744843 -0.128613755106926j,-0.76370894908905 -0.152063652873039j,-0.758696079254151 -0.175371035933495j,-0.752971887588501 -0.198514744639397j,-0.746542096138001 -0.221471682190895j,-0.739412546157837 -0.244221016764641j,-0.731589615345001 -0.266742110252381j,-0.723081231117249 -0.289012521505356j,-0.7138951420784 -0.311012029647827j,-0.704039573669434 -0.332720696926117j,-0.693524360656738 -0.354116797447205j,-0.682359099388123 -0.375180989503861j,-0.670553922653198 -0.395894169807434j,-0.658120572566986 -0.416235595941544j
0.774490177631378 -0.0808686092495916j,0.776602745056152 -0.057122018188238j,0.77798742055893 -0.0333215296268461j,0.778642892837525 -0.00948981288820486j,0.7785684466362 +0.0143504338338973j,0.77776426076889 +0.0381776019930842j,0.776231050491333 +0.0619689859449865j,0.773970246315003 +0.0857019051909449j,0.770983934402466 +0.109354875981808j,0.767274975776672 +0.132905334234238j,0.762846887111664 +0.156330838799477j,0.757703721523285 +0.179610207676888j,0.751850306987763 +0.202721193432808j,0.745292127132416 +0.225642159581185j,0.738035500049591 +0.248351275920868j,0.730086982250214 +0.270827978849411j,0.721454083919525 +0.293050795793534j,0.712145149707794 +0.314998596906662j,0.702168464660645 +0.336651474237442j,0.691533625125885 +0.357988774776459j,0.680250763893127 +0.378990203142166j,0.668330192565918 +0.399636745452881j,0.65578305721283 +0.419908672571182j,0.642621338367462 +0.43978700041771j,0.628857374191284 +0.459252804517746j,0.614503800868988 +0.478288441896439j,0.599574208259583 +0.496875733137131j,0.584082901477814 +0.514997005462647j,0.568043828010559 +0.532635867595673j,0.551472306251526 +0.54977548122406j,0.534383893013 +0.566399693489075j,0.516794800758362 +0.582492828369141j,0.498721063137054 +0.598040163516999j,0.480179846286774 +0.613026976585388j,0.461188822984695 +0.62743890285492j,0.441765248775482 +0.641263008117676j,0.421927571296692 +0.654486000537873j,0.401694715023041 +0.667095243930817j,0.381085067987442 +0.679079473018646j,0.360118150711059 +0.690427124500275j,0.33881402015686 +0.701127529144287j,0.317191988229751 +0.711170852184296j,0.295272648334503 +0.720547616481781j,0.273076564073562 +0.729248940944672j,0.250624805688858 +0.737266540527344j,0.227937832474708 +0.744593262672424j,0.2050371915102 +0.751222014427185j,0.181944698095321 +0.757146537303925j,0.158681318163872 +0.762361466884613j,0.135269179940224 +0.766861796379089j,0.111730650067329 +0.77064323425293j,0.0880869925022123 +0.773702442646027j,0.0643607676029204 +0.776036381721497j,0.0405742377042769 +0.777642905712128j,0.0167500302195547 +0.778520524501801j,-0.00709024118259569 +0.778668403625488j,-0.0309238769114019 +0.778086423873901j,-0.0547281540930273 +0.776775121688843j,-0.07848147302866 +0.774735689163208j,-0.102161258459091 +0.771970093250275j,-0.125744923949242 +0.768480956554413j,-0.149211078882218 +0.764271438121796j,-0.172537356615067 +0.759345471858978j,-0.195701941847801 +0.753707826137543j,-0.218682706356049 +0.747363805770874j,-0.241458848118782 +0.740319073200226j,-0.264008671045304 +0.732580482959747j,-0.28631067276001 +0.724155366420746j,-0.308344662189484 +0.715051233768463j,-0.330089628696442 +0.705276966094971j,-0.351524859666825 +0.694841742515564j,-0.372630923986435 +0.683755040168762j,-0.393387705087662 +0.672027468681335j,-0.41377541422844 +0.659670114517212j,-0.433775633573532 +0.646694302558899j,-0.453368932008744 +0.633112490177155j,-0.472537845373154 +0.618936777114868j,-0.491263270378113 +0.604181408882141j,-0.50952821969986 +0.588859677314758j,-0.527316153049469 +0.572985529899597j,-0.544609248638153 +0.556574821472168j,-0.561392366886139 +0.539641857147217j,-0.577648758888245 +0.522203624248505j,-0.593363761901856 +0.504275977611542j,-0.608523011207581 +0.485874980688095j,-0.623111426830292 +0.467019200325012j,-0.637115776538849 +0.447725653648376j,-0.650523364543915 +0.428011834621429j,-0.663320779800415 +0.407897442579269j,-0.675496459007263 +0.387400716543198j,-0.687039315700531 +0.366540193557739j,-0.697937846183777 +0.34533679485321j,-0.708182215690613 +0.323809683322906j,-0.717763066291809 +0.301978379487991j,-0.726670801639557 +0.279864728450775j,-0.734897434711457 +0.257488757371902j,-0.742435514926911 +0.234870716929436j,-0.749277412891388 +0.212033227086067j,-0.755417048931122 +0.188996985554695j,-0.760848760604859 +0.16578283905983j,-0.765567064285278 +0.142414063215256j,-0.769567906856537 +0.118911787867546j,-0.772847473621369 +0.0952973514795302j,-0.77540248632431 +0.0715943202376364j,-0.777230799198151 +0.0478234030306337j,-0.778330504894257 +0.0240084100514648j,-0.778700649738312 +0.000170938161317996j,-0.778340935707092 -0.0236674398183825j,-0.777251660823822 -0.0474829077720644j,-0.775433838367462 -0.0712538883090021j,-0.772889137268067 -0.0949587970972063j,-0.769620060920715 -0.118573933839798j,-0.765629529953003 -0.142077952623368j,-0.76092129945755 -0.165449544787407j,-0.75549989938736 -0.18866528570652j,-0.749370455741882 -0.211704224348068j,-0.742538332939148 -0.234545424580574j,-0.73501044511795 -0.257166087627411j,-0.726793646812439 -0.279545664787293j,-0.717895269393921 -0.301663935184479j,-0.708324313163757 -0.323498755693436j
0.756462037563324 -0.184770062565803j,0.761763691902161 -0.161526694893837j,0.766351401805878 -0.13813154399395j,0.770220756530762 -0.114606894552707j,0.773368120193482 -0.0909752100706098j,0.775790631771088 -0.0672578886151312j,0.777486026287079 -0.0434774868190286j,0.778452515602112 -0.0196567364037035j,0.778689444065094 +0.00418281788006447j,0.778196454048157 +0.0280184391885998j,0.776974081993103 +0.0518274679780009j,0.775023341178894 +0.075588218867779j,0.772346138954163 +0.0992781743407252j,0.768945038318634 +0.122875079512596j,0.764823198318481 +0.146356403827667j,0.75998443365097 +0.169700935482979j,0.754433333873749 +0.192886382341385j,0.748175084590912 +0.215890675783158j,0.741215467453003 +0.238692969083786j,0.733561158180237 +0.26127153635025j,0.725219309329987 +0.283604860305786j,0.716197609901428 +0.30567267537117j,0.70650452375412 +0.327453970909119j,0.696149230003357 +0.348928332328797j,0.685141623020172 +0.370075315237046j,0.673491597175598 +0.390875726938248j,0.661210298538208 +0.411309778690338j,0.648309409618378 +0.431357979774475j,0.634800612926483 +0.451002150774002j,0.620696783065796 +0.47022357583046j,0.606011211872101 +0.489004254341126j,0.590757787227631 +0.507326304912567j,0.574950456619263 +0.52517306804657j,0.558604180812836 +0.542527556419373j,0.541734516620636 +0.559373319149018j,0.524356842041016 +0.575694918632508j,0.506487667560577 +0.591476976871491j,0.488144010305405 +0.606704354286194j,0.46934249997139 +0.621363282203675j,0.45010107755661 +0.635439813137055j,0.430438071489334 +0.648920476436615j,0.410371303558349 +0.661793112754822j,0.389919817447662 +0.674045443534851j,0.369102925062179 +0.685665965080261j,0.347940325736999 +0.696643590927124j,0.326451331377029 +0.706968426704407j,0.30465629696846 +0.716630518436432j,0.282576024532318 +0.725620806217194j,0.260230541229248 +0.733931064605713j,0.237641170620918 +0.74155342578888j,0.214829385280609 +0.748480498790741j,0.191815853118896 +0.754706203937531j,0.168622553348541 +0.760224461555481j,0.145271182060242 +0.765030086040497j,0.121783994138241 +0.76911860704422j,0.0981823503971098 +0.772486209869385j,0.0744886100292204 +0.775129795074463j,0.0507254451513288 +0.777046799659729j,0.0269143823534248 +0.77823543548584j,0.00307806511409559 +0.778694629669189j,-0.0207607597112658 +0.77842390537262j,-0.0445805005729201 +0.777423501014709j,-0.068358436226845 +0.77569442987442j,-0.0920719355344775 +0.773238301277161j,-0.115699514746666 +0.770057380199432j,-0.139218643307686 +0.766154646873474j,-0.16260726749897 +0.761533737182617j,-0.185843110084534 +0.75619912147522j,-0.20890511572361 +0.750155568122864j,-0.231771320104599 +0.743408918380737j,-0.254419893026352 +0.735965490341187j,-0.27683037519455 +0.727832198143005j,-0.298981368541718 +0.71901661157608j,-0.320851773023606 +0.709527254104614j,-0.342421770095825 +0.69937264919281j,-0.36367079615593 +0.688562512397766j,-0.384578943252564 +0.677106916904449j,-0.405126303434372 +0.665016889572143j,-0.425293892621994 +0.652303457260132j,-0.445063501596451 +0.63897830247879j,-0.464415282011032 +0.625054538249969j,-0.483332395553589 +0.610544443130493j,-0.501795828342438 +0.595462560653686j,-0.519788980484009 +0.579822540283203j,-0.537295401096344 +0.563638508319855j,-0.554297685623169 +0.54692667722702j,-0.570780456066132 +0.529702246189117j,-0.586728692054749 +0.511980712413788j,-0.60212641954422 +0.493779838085174j,-0.616959810256958 +0.47511613368988j,-0.631215333938599 +0.456006526947021j,-0.644878804683686 +0.436470061540603j,-0.65793776512146 +0.416524469852447j,-0.670380413532257 +0.396187871694565j,-0.682194352149963 +0.375480532646179j,-0.693368852138519 +0.354421228170395j,-0.703893780708313 +0.333029091358185j,-0.713758528232575 +0.311325430870056j,-0.722954273223877 +0.289329946041107j,-0.731472730636597 +0.267062574625015j,-0.739305198192597 +0.244545593857765j,-0.746444761753082 +0.221799403429031j,-0.752884864807129 +0.198844581842422j,-0.758619070053101 +0.17570412158966j,-0.763642311096192 +0.152398213744163j,-0.767949640750885 +0.12895019352436j,-0.771537125110626 +0.105381287634373j,-0.774401545524597 +0.0817128792405126j,-0.776540040969849 +0.0579686425626276j,-0.777950584888458 +0.0341700464487074j,-0.778632044792175 +0.0103386659175155j,-0.778583586215973 -0.013501617126167j,-0.77780544757843 -0.0373292975127699j,-0.776298105716705 -0.0611226931214335j,-0.774063229560852 -0.0848580673336985j,-0.771102786064148 -0.108513921499253j,-0.767419457435608 -0.132068768143654j,-0.763016879558563 -0.15549910068512j,-0.757899165153503 -0.178783684968949j,-0.752070844173431 -0.201901406049729j,-0.745537757873535 -0.224829152226448j
