-0.119064964354038 +0.0991741940379143j,-0.114558316767216 +0.106913015246391j,-0.109635308384895 +0.114399172365665j,-0.104316495358944 +0.121611408889294j,-0.0986235812306404 +0.128530263900757j,-0.092579297721386 +0.135138139128685j,-0.0862072557210922 +0.141419306397438j,-0.0795317813754082 +0.147359982132912j,-0.0725777745246887 +0.152948319911957j,-0.0653705820441246 +0.158174455165863j,-0.0579358264803886 +0.163030445575714j,-0.0502992607653141 +0.167510330677032j,-0.0424866713583469 +0.171610027551651j,-0.0345237143337727 +0.175327375531197j,-0.0264357924461365 +0.178662031888962j,-0.0182479415088892 +0.181615442037582j,-0.00998472142964602 +0.184190809726715j,-0.00167010689619929 +0.186392962932587j,0.00667261704802513 +0.188228353857994j,0.0150209311395884 +0.189704924821854j,0.0233531668782234 +0.190832033753395j,0.0316485837101936 +0.191620394587517j,0.0398874208331108 +0.192081943154335j,0.0480509586632252 +0.192229747772217j,0.0561215542256832 +0.192077949643135j,0.0640826895833015 +0.191641643643379j,0.0719189867377281 +0.190936714410782j,0.0796162188053131 +0.189979821443558j,0.0871613323688507 +0.188788309693336j,0.0945424363017082 +0.187379986047745j,0.101748801767826 +0.185773178935051j,0.108770824968815 +0.183986529707909j,0.115600027143955 +0.182038933038712j,0.122229032218456 +0.179949477314949j,0.128651484847069 +0.177737310528755j,0.134862035512924 +0.175421595573425j,0.140856310725212 +0.17302143573761j,0.146630808711052 +0.170555740594864j,0.152182891964912 +0.168043240904808j,0.157510697841644 +0.165502339601517j,0.162613064050674 +0.162951111793518j,0.167489483952522 +0.160407215356827j,0.172140046954155 +0.157887890934944j,0.176565289497375 +0.155409798026085j,0.180766254663467 +0.152989089488983j,0.184744268655777 +0.150641322135925j,0.188501000404358 +0.148381426930428j,0.192038297653198 +0.146223649382591j,0.195358142256737 +0.144181549549103j,0.198462635278702 +0.142267972230911j,0.201353818178177 +0.140495017170906j,0.204033732414246 +0.138873979449272j,0.206504255533218 +0.137415409088135j,0.208767086267471 +0.136129021644592j,0.210823744535446 +0.135023713111877j,0.212675392627716 +0.134107515215874j,0.21432289481163 +0.133387640118599j,0.215766772627831 +0.132870376110077j,0.217007115483284 +0.132561162114143j,0.218043595552444 +0.132464528083801j,0.218875408172607 +0.132584065198898j,0.219501301646233 +0.132922440767288j,0.219919517636299 +0.133481413125992j,0.22012785077095 +0.134261757135391j,0.220123544335365 +0.135263249278069j,0.219903409481049 +0.136484742164612j,0.219463765621185 +0.137924045324326j,0.218800514936447 +0.139577969908714j,0.217909127473831 +0.141442328691483j,0.216784670948982 +0.14351187646389j,0.215421915054321 +0.145780324935913j,0.213815286755562 +0.148240372538567j,0.211959004402161 +0.150883585214615j,0.209847092628479 +0.153700545430183j,0.207473441958427 +0.156680732965469j,0.204831913113594 +0.159812554717064j,0.201916366815567 +0.163083374500275j,0.198720797896385 +0.166479498147964j,0.195239335298538 +0.169986203312874j,0.191466450691223 +0.17358772456646j,0.187396913766861 +0.177267298102379j,0.183025985956192 +0.18100717663765j,0.17834946513176 +0.184788718819618j,0.173363789916039 +0.188592314720154j,0.168066143989563 +0.192397549748421j,0.162454545497894 +0.196183189749718j,0.156527921557426 +0.199927225708961j,0.150286272168159 +0.203607007861137j,0.143730655312538 +0.207199290394783j,0.136863365769386 +0.210680261254311j,0.129687994718552 +0.214025720953941j,0.122209444642067 +0.217211127281189j,0.114434115588665 +0.220211669802666j,0.106369875371456 +0.223002448678017j,0.0980261638760567 +0.225558534264565j,0.0894140228629112 +0.227855160832405j,0.0805461779236794 +0.22986775636673j,0.0714370086789131 +0.231572151184082j,0.0621026232838631 +0.232944682240486j,0.052560843527317 +0.233962371945381j,0.0428312160074711 +0.234603017568588j,0.0329349935054779 +0.234845399856567j,0.0228951051831245 +0.234669372439384j,0.0127361314371228 +0.234056055545807j,0.00248424662277102 +0.232987999916077j,-0.00783285312354565 +0.231449246406555j,-0.0181860066950321 +0.229425549507141j,-0.0285447016358376 +0.226904526352882j,-0.0388771593570709 +0.223875716328621j,-0.0491504743695259 +0.220330789685249j,-0.0593307204544544 +0.216263607144356j,-0.0693830996751785 +0.211670368909836j,-0.0792721062898636 +0.206549718976021j,-0.0889616832137108 +0.200902819633484j,-0.0984154045581818 +0.194733425974846j,-0.107596650719643 +0.188047960400581j,-0.11646880954504 +0.180855631828308j,-0.124995462596416 +0.173168331384659j,-0.133140608668327 +0.165000781416893j,-0.14086888730526 +0.156370505690575j,-0.148145765066147 +0.147297784686089j
-0.111548066139221 +0.108331009745598j,-0.106412768363953 +0.11579255759716j,-0.100872471928596 +0.122967071831226j,-0.0949495658278465 +0.129834234714508j,-0.0886675342917442 +0.136375650763512j,-0.0820507630705833 +0.142574861645699j,-0.0751244276762009 +0.148417443037033j,-0.0679143145680428 +0.15389096736908j,-0.0604466646909714 +0.158985033631325j,-0.0527480319142342 +0.163691326975822j,-0.044845137745142 +0.168003499507904j,-0.0367647111415863 +0.171917244791985j,-0.0285333730280399 +0.175430193543434j,-0.0201774835586548 +0.178541943430901j,-0.0117230163887143 +0.181253924965858j,-0.00319544924423099 +0.18356941640377j,0.00538035482168198 +0.185493424534798j,0.0139802508056164 +0.187032625079155j,0.0225809086114168 +0.188195273280144j,0.0311599019914865 +0.188991144299507j,0.0396957769989967 +0.189431399106979j,0.0481681264936924 +0.189528495073318j,0.0565576553344727 +0.189296126365662j,0.0648462101817131 +0.188749089837074j,0.0730168223381042 +0.187903136014938j,0.0810537710785866 +0.186774954199791j,0.0889425426721573 +0.185382008552551j,0.0966698974370956 +0.183742463588715j,0.104223847389221 +0.18187503516674j,0.111593618988991 +0.179798945784569j,0.118769705295563 +0.177533745765686j,0.12574377655983 +0.175099343061447j,0.132508710026741 +0.172515764832497j,0.139058455824852 +0.16980317234993j,0.145388126373291 +0.166981711983681j,0.151493817567825 +0.1640714854002j,0.157372623682022 +0.161092445254326j,0.163022577762604 +0.158064275979996j,0.16844254732132 +0.155006438493729j,0.173632174730301 +0.151937991380692j,0.178591847419739 +0.148877620697021j,0.183322548866272 +0.145843505859375j,0.187825858592987 +0.142853334546089j,0.192103832960129 +0.139924243092537j,0.196158885955811 +0.137072741985321j,0.199993804097176 +0.134314730763435j,0.203611612319946 +0.13166543841362j,0.207015469670296 +0.129139378666878j,0.210208639502525 +0.126750364899635j,0.213194414973259 +0.124511428177357j,0.215976014733315 +0.122434861958027j,0.218556523323059 +0.120532177388668j,0.220938861370087 +0.118814051151276j,0.223125651478767 +0.117290377616882j,0.225119233131409 +0.115970201790333j,0.226921573281288 +0.114861734211445j,0.228534236550331 +0.113972306251526j,0.229958280920982 +0.113308407366276j,0.231194332242012 +0.112875632941723j,0.232242465019226 +0.112678684294224j,0.233102157711983 +0.112721376121044j,0.233772397041321 +0.113006584346294j,0.234251499176025 +0.11353625357151j,0.234537273645401 +0.114311397075653j,0.23462687432766 +0.115332052111626j,0.234516873955727 +0.116597317159176j,0.234203308820724 +0.118105255067348j,0.23368164896965 +0.119852967560291j,0.232946828007698 +0.121836513280869j,0.231993317604065 +0.124050930142403j,0.230815127491951 +0.126490205526352j,0.229405865073204 +0.129147261381149j,0.227758824825287 +0.132013946771622j,0.225866958498955 +0.135081067681313j,0.223723083734512 +0.138338297605515j,0.221319794654846 +0.141774222254753j,0.218649670481682 +0.145376354455948j,0.215705305337906 +0.14913110435009j,0.212479367852211 +0.153023794293404j,0.208964765071869 +0.157038643956184j,0.20515464246273 +0.161158859729767j,0.201042607426643 +0.16536657512188j,0.19662269949913 +0.169642895460129j,0.191889584064484 +0.173968002200127j,0.186838582158089 +0.178321063518524j,0.18146587908268 +0.182680428028107j,0.17576852440834 +0.187023535370827j,0.169744566082954 +0.191327109932899j,0.163393184542656 +0.195567116141319j,0.156714752316475 +0.199718952178955j,0.149710938334465 +0.203757405281067j,0.142384797334671 +0.207656860351562j,0.134740844368935 +0.211391344666481j,0.126785144209862 +0.214934647083282j,0.118525393307209 +0.218260422348976j,0.109970942139626 +0.221342340111732j,0.10113287717104 +0.224154233932495j,0.092024065554142 +0.226670145988464j,0.0826591625809669 +0.228864565491676j,0.0730546563863754 +0.230712532997131j,0.0632288753986359 +0.232189819216728j,0.0532019659876823 +0.233273014426231j,0.0429959110915661 +0.233939737081528j,0.0326344519853592 +0.234168827533722j,0.0221431031823158 +0.233940377831459j,0.0115490471944213 +0.233236044645309j,0.000881091109476984 +0.23203906416893j,-0.00983042176812887 +0.230334505438805j,-0.0205537267029285 +0.228109359741211j,-0.0312557257711887 +0.225352689623833j,-0.041902132332325 +0.222055792808533j,-0.0524576082825661 +0.21821229159832j,-0.0628859028220177 +0.213818237185478j,-0.0731500461697578 +0.2088722884655j,-0.0832124873995781 +0.203375741839409j,-0.0930353105068207 +0.197332590818405j,-0.102580413222313 +0.190749689936638j,-0.111809737980366 +0.183636710047722j,-0.120685443282127 +0.176006227731705j,-0.129170149564743 +0.167873710393906j,-0.137227162718773 +0.159257546067238j
-0.103360459208488 +0.116872407495975j,-0.0976151153445244 +0.124008104205132j,-0.0914786979556084 +0.130822792649269j,-0.0849754214286804 +0.137297242879868j,-0.0781304687261581 +0.143414214253426j,-0.070969857275486 +0.14915856719017j,-0.0635202676057816 +0.154517263174057j,-0.0558088608086109 +0.159479349851608j,-0.0478631556034088 +0.164035990834236j,-0.0397108383476734 +0.168180510401726j,-0.0313796401023865 +0.171908244490623j,-0.0228971727192402 +0.175216645002365j,-0.0142907863482833 +0.178105160593987j,-0.00558744184672832 +0.180575162172318j,0.00318641751073301 +0.182629987597466j,0.0120049975812435 +0.184274762868881j,0.0208432450890541 +0.185516342520714j,0.0296769645065069 +0.186363309621811j,0.038482915610075 +0.186825767159462j,0.0472388789057732 +0.186915308237076j,0.0559237524867058 +0.186644941568375j,0.0645175948739052 +0.186028867959976j,0.0730016976594925 +0.1850825548172j,0.0813586041331291 +0.183822423219681j,0.0895721688866615 +0.182265922427177j,0.0976275727152824 +0.180431291460991j,0.105511337518692 +0.178337499499321j,0.113211303949356 +0.176004156470299j,0.120716668665409 +0.173451349139214j,0.12801793217659 +0.170699596405029j,0.135106921195984 +0.16776967048645j,0.141976699233055 +0.164682626724243j,0.148621574044228 +0.161459550261497j,0.15503703057766 +0.158121600747108j,0.161219656467438 +0.154689833521843j,0.167167156934738 +0.151185184717178j,0.172878205776215 +0.147628352046013j,0.178352430462837 +0.14403972029686j,0.183590307831764 +0.140439361333847j,0.188593104481697 +0.136846870183945j,0.193362802267075 +0.133281424641609j,0.197902008891106 +0.129761636257172j,0.202213853597641 +0.126305565237999j,0.206301912665367 +0.122930638492107j,0.210170179605484 +0.119653671979904j,0.213822886347771 +0.116490788757801j,0.217264473438263 +0.113457396626472j,0.220499500632286 +0.110568188130856j,0.223532572388649 +0.107837095856667j,0.226368218660355 +0.105277299880981j,0.229010865092278 +0.102901183068752j,0.231464728713036 +0.100720338523388j,0.233733773231506 +0.0987455472350121j,0.23582161962986 +0.096986785531044j,0.237731501460075 +0.0954531729221344j,0.239466160535812 +0.09415303170681j,0.241027891635895 +0.0930938050150871j,0.24241840839386 +0.0922820866107941j,0.24363885819912 +0.091723620891571j,0.244689702987671 +0.0914232581853867j,0.245570808649063 +0.0913849771022797j,0.246281370520592 +0.0916118621826172j,0.246819838881493 +0.0921060740947723j,0.247184008359909 +0.0928688645362854j,0.247371003031731 +0.0939005389809608j,0.247377172112465 +0.0952004492282867j,0.247198268771172 +0.0967669859528542j,0.246829330921173 +0.0985975414514542j,0.246264800429344 +0.100688494741917j,0.245498508214951 +0.103035226464272j,0.244523733854294 +0.105632059276104j,0.243333250284195 +0.108472257852554j,0.2419193983078 +0.111548006534576j,0.240274101495743 +0.114850409328938j,0.238389000296593 +0.118369460105896j,0.236255496740341 +0.122094035148621j,0.233864799141884 +0.126011893153191j,0.231208056211472 +0.130109667778015j,0.228276476264 +0.13437283039093j,0.225061327219009 +0.138785779476166j,0.221554115414619 +0.143331751227379j,0.217746689915657 +0.147992894053459j,0.21363128721714 +0.152750268578529j,0.209200710058212 +0.157583892345428j,0.204448401927948 +0.162472754716873j,0.199368551373482 +0.167394831776619j,0.193956255912781 +0.17232720553875j,0.188207551836967 +0.177246049046516j,0.182119578123093 +0.182126760482788j,0.175690680742264 +0.186943963170052j,0.168920516967773 +0.191671654582024j,0.161810100078583 +0.196283251047134j,0.154362007975578 +0.200751677155495j,0.146580323576927 +0.205049559473991j,0.138470828533173 +0.209149226546288j,0.130041047930717 +0.213022902607918j,0.121300272643566 +0.216642871499062j,0.112259678542614 +0.219981476664543j,0.102932311594486 +0.223011448979378j,0.0933331474661827 +0.225705906748772j,0.0834791138768196 +0.228038564324379j,0.0733890980482101 +0.229983940720558j,0.0630839169025421 +0.231517434120178j,0.0525863282382488 +0.232615545392036j,0.0419209860265255 +0.23325602710247j,0.0311143733561039 +0.233418047428131j,0.0201947763562202 +0.233082324266434j,0.00919217523187399 +0.232231348752975j,-0.00186183501500636 +0.230849504470825j,-0.012934161350131 +0.228923216462135j,-0.0239903200417757 +0.226441115140915j,-0.0349945835769176 +0.223394140601158j,-0.0459101349115372 +0.219775721430779j,-0.0566992126405239 +0.215581879019737j,-0.067323312163353 +0.210811287164688j,-0.0777433440089226 +0.205465450882912j,-0.0879198685288429 +0.199548691511154j,-0.0978132635354996 +0.193068325519562j,-0.107383981347084 +0.186034590005875j,-0.116592727601528 +0.178460791707039j,-0.125400736927986 +0.170363247394562j
-0.0945564582943916 +0.124750547111034j,-0.0882234200835228 +0.131513312458992j,-0.0815157815814018 +0.137921690940857j,-0.0744595304131508 +0.143957614898682j,-0.0670815333724022 +0.149605214595795j,-0.0594093650579453 +0.154850721359253j,-0.0514711290597916 +0.159682616591454j,-0.0432953201234341 +0.164091542363167j,-0.0349106229841709 +0.16807034611702j,-0.0263457968831062 +0.171614050865173j,-0.0176294706761837 +0.174719825387001j,-0.00879003666341305 +0.177386924624443j,0.000144526013173163 +0.179616659879684j,0.00914676021784544 +0.181412324309349j,0.0181898809969425 +0.182779148221016j,0.0272478852421045 +0.18372417986393j,0.036295659840107 +0.184256196022034j,0.0453090816736221 +0.184385687112808j,0.0542651228606701 +0.184124618768692j,0.0631419122219086 +0.183486461639404j,0.071918822824955 +0.182486012578011j,0.0805765017867088 +0.181139275431633j,0.0890969708561897 +0.179463416337967j,0.0974636077880859 +0.177476555109024j,0.10566121339798 +0.175197720527649j,0.113676011562347 +0.172646671533585j,0.121495649218559 +0.169843882322311j,0.129109218716621 +0.166810303926468j,0.136507213115692 +0.16356734931469j,0.143681526184082 +0.16013677418232j,0.150625437498093 +0.156540498137474j,0.157333508133888 +0.152800619602203j,0.163801610469818 +0.148939207196236j,0.170026823878288 +0.144978314638138j,0.176007404923439 +0.140939816832542j,0.181742697954178 +0.136845350265503j,0.187233075499535 +0.132716283202171j,0.192479833960533 +0.128573581576347j,0.197485193610191 +0.124437794089317j,0.202252089977264 +0.120328977704048j,0.206784203648567 +0.116266645491123j,0.211085811257362 +0.112269729375839j,0.215161681175232 +0.108356535434723j,0.219017028808594 +0.104544714093208j,0.222657397389412 +0.100851207971573j,0.22608856856823 +0.0972922518849373j,0.229316487908363 +0.0938833579421043j,0.232347145676613 +0.0906392633914948j,0.235186502337456 +0.0875739306211472j,0.237840428948402 +0.0847005620598793j,0.240314573049545 +0.0820315405726433j,0.242614358663559 +0.0795784592628479j,0.244744807481766 +0.0773521140217781j,0.246710583567619 +0.0753624737262726j,0.24851581454277 +0.0736186802387238j,0.250164151191711 +0.0721290782094002j,0.25165855884552 +0.0709011778235435j,0.253001481294632 +0.0699416249990463j,0.254194557666779 +0.0692562684416771j,0.255238771438599 +0.0688500925898552j,0.256134331226349 +0.0687272250652313j,0.256880640983582 +0.0688908994197845j,0.257476359605789 +0.0693435370922089j,0.257919311523438 +0.0700865983963013j,0.25820654630661 +0.0711206868290901j,0.258334249258041 +0.0724454447627068j,0.258297860622406 +0.0740595981478691j,0.258092045783997 +0.0759608969092369j,0.257710725069046 +0.0781461000442505j,0.257147133350372 +0.0806109756231308j,0.256393820047379 +0.0833502486348152j,0.255442708730698 +0.0863576158881187j,0.25428518652916 +0.0896256789565086j,0.252912163734436 +0.0931459665298462j,0.251314073801041 +0.0969088673591614j,0.249481081962585 +0.100903667509556j,0.247403040528297 +0.105118483304977j,0.245069667696953 +0.109540291130543j,0.242470592260361 +0.114154897630215j,0.239595472812653 +0.118946924805641j,0.236434087157249 +0.123899832367897j,0.232976496219635 +0.128995925188065j,0.229213088750839 +0.134216338396072j,0.225134745240211 +0.139541104435921j,0.220732912421227 +0.144949108362198j,0.215999767184258 +0.150418192148209j,0.210928305983543 +0.155925154685974j,0.205512493848801 +0.161445841193199j,0.199747338891029 +0.166955143213272j,0.193629056215286 +0.172427132725716j,0.18715512752533 +0.177835062146187j,0.180324479937553 +0.183151543140411j,0.17313751578331 +0.188348591327667j,0.165596276521683 +0.193397700786591j,0.157704472541809 +0.198270037770271j,0.149467647075653 +0.202936500310898j,0.140893146395683 +0.207367852330208j,0.131990283727646 +0.211534917354584j,0.122770316898823 +0.21540866792202j,0.113246567547321 +0.218960389494896j,0.103434376418591 +0.222161859273911j,0.0933511704206467 +0.224985510110855j,0.083016462624073 +0.227404564619064j,0.0724518001079559 +0.229393243789673j,0.0616808161139488 +0.230926916003227j,0.0507291108369827 +0.23198227584362j,0.039624247699976 +0.232537567615509j,0.0283956751227379 +0.232572630047798j,0.0170746259391308 +0.232069224119186j,0.00569402147084475 +0.231011062860489j,-0.00571164162829518 +0.229384049773216j,-0.017106419429183 +0.227176412940025j,-0.028453079983592 +0.22437883913517j,-0.0397132523357868 +0.220984578132629j,-0.0508476160466671 +0.216989651322365j,-0.0618160702288151 +0.212392866611481j,-0.0725779458880424 +0.207195952534676j,-0.0830922275781631 +0.201403677463531j,-0.0933177322149277 +0.195023849606514j,-0.103213392198086 +0.188067391514778j,-0.112738452851772 +0.180548399686813j
-0.0851937234401703 +0.131922632455826j,-0.0782989263534546 +0.138267159461975j,-0.0710485428571701 +0.144224673509598j,-0.0634702742099762 +0.149778455495834j,-0.0555926077067852 +0.154914036393166j,-0.0474446043372154 +0.159619227051735j,-0.0390557385981083 +0.163884103298187j,-0.0304557308554649 +0.16770102083683j,-0.0216743759810925 +0.171064585447311j,-0.0127413757145405 +0.173971652984619j,-0.00368618103675544 +0.176421254873276j,0.00546215008944273 +0.178414553403854j,0.0146751152351499 +0.179954841732979j,0.0239248853176832 +0.181047335267067j,0.0331844501197338 +0.181699231266975j,0.0424277186393738 +0.181919544935226j,0.0516296401619911 +0.181719020009041j,0.06076630204916 +0.181110024452209j,0.0698150172829628 +0.180106475949287j,0.0787543877959251 +0.178723677992821j,0.0875643864274025 +0.176978245377541j,0.0962264165282249 +0.174887970089912j,0.104723326861858 +0.172471687197685j,0.113039471209049 +0.169749140739441j,0.121160730719566 +0.166740939021111j,0.129074484109879 +0.163468345999718j,0.136769667267799 +0.159953206777573j,0.144236713647842 +0.156217828392982j,0.151467561721802 +0.152284845709801j,0.158455595374107 +0.148177146911621j,0.165195658802986 +0.143917739391327j,0.171683937311172 +0.139529645442963j,0.177917972207069 +0.13503585755825j,0.18389655649662 +0.130459174513817j,0.189619675278664 +0.125822186470032j,0.195088431239128 +0.12114717066288j,0.200304970145226 +0.116455994546413j,0.205272391438484 +0.11177009344101j,0.209994658827782 +0.107110381126404j,0.2144765406847 +0.102497227489948j,0.218723431229591 +0.0979503840208054j,0.222741350531578 +0.0934889689087868j,0.226536795496941 +0.0891313925385475j,0.230116665363312 +0.0848953798413277j,0.233488127589226 +0.0807979255914688j,0.236658573150635 +0.0768552422523499j,0.239635467529297 +0.07308279722929j,0.24242627620697 +0.0694952756166458j,0.245038419961929 +0.0661065652966499j,0.247479096055031 +0.0629297494888306j,0.249755263328552 +0.0599771402776241j,0.251873522996902 +0.0572602264583111j,0.253840029239655 +0.0547897033393383j,0.255660533905029 +0.0525754690170288j,0.257340103387833 +0.0506266094744205j,0.258883237838745 +0.0489514246582985j,0.260293751955032 +0.0475574061274529j,0.2615747153759 +0.0464512370526791j,0.262728363275528 +0.0456387996673584j,0.263756155967712 +0.0451251715421677j,0.264658719301224 +0.0449146069586277j,0.265435755252838 +0.0450105220079422j,0.266086041927338 +0.0454155132174492j,0.266607493162155 +0.046131320297718j,0.266997098922729 +0.0471588186919689j,0.267250895500183 +0.0484979823231697j,0.267364084720612 +0.0501479059457779j,0.267330944538116 +0.0521067269146442j,0.26714488863945 +0.0543716512620449j,0.266798555850983 +0.0569389052689075j,0.266283750534058 +0.0598036982119083j,0.265591621398926 +0.0629602149128914j,0.264712542295456 +0.0664015784859657j,0.263636440038681 +0.0701198354363441j,0.262352555990219 +0.0741058886051178j,0.260849803686142 +0.0783495381474495j,0.259116679430008 +0.0828393995761871j,0.257141351699829 +0.0875629186630249j,0.254911988973618 +0.0925063341856003j,0.252416491508484 +0.097654677927494j,0.249642997980118 +0.10299176722765j,0.246579647064209 +0.108500197529793j,0.243214949965477 +0.114161342382431j,0.239537820219994 +0.119955375790596j,0.23553766310215 +0.125861287117004j,0.231204524636269 +0.131856918334961j,0.22652930021286 +0.137918949127197j,0.221503734588623 +0.144023001194j,0.216120630502701 +0.150143668055534j,0.21037395298481 +0.156254574656487j,0.204258963465691 +0.162328451871872j,0.197772294282913 +0.16833721101284j,0.190912142395973 +0.174252048134804j,0.183678314089775 +0.180043548345566j,0.176072359085083 +0.185681760311127j,0.168097630143166 +0.191136389970779j,0.159759417176247 +0.196376875042915j,0.15106500685215 +0.201372504234314j,0.142023727297783 +0.206092655658722j,0.132647022604942 +0.210506856441498j,0.122948527336121 +0.21458500623703j,0.112944006919861 +0.218297496438026j,0.102651469409466 +0.221615463495255j,0.0920911058783531 +0.224510848522186j,0.0812853202223778 +0.226956695318222j,0.0702586397528648 +0.22892726957798j,0.0590377449989319 +0.23039822280407j,0.047651331871748 +0.231346845626831j,0.0361301004886627 +0.231752172112465j,0.0245066098868847 +0.23159521818161j,0.0128151997923851 +0.230859115719795j,0.00109184230677783 +0.22952926158905j,-0.0106259882450104 +0.227593541145325j,-0.0222994778305292 +0.225042402744293j,-0.033888652920723 +0.221869021654129j,-0.0453525520861149 +0.218069463968277j,-0.0566494353115559 +0.213642716407776j,-0.0677370056509972 +0.208590880036354j,-0.078572615981102 +0.202919140458107j,-0.0891135185956955 +0.196635946631432j,-0.0993170812726021 +0.189752966165543j
-0.0753328278660774 +0.138351052999496j,-0.0679056569933891 +0.144234091043472j,-0.0601443983614445 +0.149698451161385j,-0.0520784221589565 +0.154728874564171j,-0.0437377505004406 +0.159312441945076j,-0.0351528748869896 +0.163438618183136j,-0.0263545513153076 +0.167099207639694j,-0.0173736456781626 +0.170288369059563j,-0.00824095029383898 +0.1730025857687j,0.0010129720903933 +0.175240606069565j,0.0103579647839069 +0.177003428339958j,0.019764419645071 +0.178294226527214j,0.0292034223675728 +0.179118245840073j,0.0386468917131424 +0.179482758045197j,0.0480677112936974 +0.179396942257881j,0.0574398376047611 +0.178871810436249j,0.0667384117841721 +0.177920088171959j,0.0759398564696312 +0.17655611038208j,0.0850219577550888 +0.174795672297478j,0.0939639285206795 +0.17265596985817j,0.102746479213238 +0.170155376195908j,0.111351884901524 +0.167313441634178j,0.119763970375061 +0.164150655269623j,0.127968192100525 +0.160688400268555j,0.135951638221741 +0.156948745250702j,0.143702983856201 +0.152954429388046j,0.15121254324913 +0.148728594183922j,0.15847222507 +0.144294828176498j,0.165475532412529 +0.13967689871788j,0.172217473387718 +0.134898737072945j,0.178694546222687 +0.129984349012375j,0.184904679656029 +0.124957606196404j,0.190847173333168 +0.119842253625393j,0.196522623300552 +0.114661782979965j,0.201932847499847 +0.109439365565777j,0.20708079636097 +0.10419774800539j,0.21197047829628 +0.0989592149853706j,0.216606855392456 +0.0937455296516418j,0.220995754003525 +0.0885778442025185j,0.225143760442734 +0.0834766998887062j,0.229058131575584 +0.0784619525074959j,0.232746660709381 +0.0735527575016022j,0.236217632889748 +0.0687675327062607j,0.239479660987854 +0.0641239136457443j,0.242541611194611 +0.0596388056874275j,0.24541249871254 +0.0553282871842384j,0.248101383447647 +0.0512076541781425j,0.250617265701294 +0.0472914017736912j,0.252969026565552 +0.0435932129621506j,0.255165219306946 +0.040125984698534j,0.257214158773422 +0.0369017980992794j,0.259123653173447 +0.033931951969862j,0.260901093482971 +0.0312269497662783j,0.262553215026855 +0.028796523809433j,0.264086097478867 +0.0266496185213327j,0.265505194664001 +0.0247944202274084j,0.266815066337585 +0.023238331079483j,0.268019527196884 +0.0219880100339651j,0.269121408462524 +0.0210493430495262j,0.270122706890106 +0.0204274505376816j,0.271024405956268 +0.020126685500145j,0.271826565265656 +0.0201506111770868j,0.272528141736984 +0.0205020308494568j,0.273127168416977 +0.0211829319596291j,0.273620545864105 +0.0221944879740477j,0.274004250764847 +0.0235370323061943j,0.274273186922073 +0.0252100490033627j,0.274421274662018 +0.0272121299058199j,0.274441510438919 +0.0295409634709358j,0.274325877428055 +0.0321932956576347j,0.274065524339676 +0.0351649038493633j,0.273650765419006 +0.038450550287962j,0.273071080446243 +0.0420439690351486j,0.272315293550491 +0.0459378212690353j,0.27137154340744 +0.0501236580312252j,0.270227462053299 +0.05459189042449j,0.268870115280151 +0.059331763535738j,0.26728630065918 +0.0643313229084015j,0.265462517738342 +0.0695773959159851j,0.263385087251663 +0.0750555694103241j,0.261040240526199 +0.0807501524686813j,0.25841435790062 +0.0866441950201988j,0.255493968725204 +0.0927194729447365j,0.252265959978104 +0.0989564806222916j,0.248717665672302 +0.10533445328474j,0.244836986064911 +0.111831374466419j,0.240612551569939 +0.118423998355865j,0.236033871769905 +0.125087916851044j,0.23109145462513 +0.131797552108765j,0.225776925683022 +0.138526275753975j,0.220083191990852 +0.145246401429176j,0.214004546403885 +0.151929333806038j,0.207536831498146 +0.158545598387718j,0.200677484273911 +0.165064990520477j,0.193425729870796 +0.171456634998322j,0.185782670974731 +0.177689135074615j,0.177751362323761 +0.183730691671371j,0.169336900115013 +0.189549267292023j,0.160546511411667 +0.195112675428391j,0.151389643549919 +0.200388818979263j,0.141877979040146 +0.205345764756203j,0.132025524973869 +0.209951996803284j,0.121848560869694 +0.214176565408707j,0.111365757882595 +0.217989236116409j,0.100598081946373 +0.221360743045807j,0.0895688161253929 +0.224262908101082j,0.0783035457134247 +0.226668894290924j,0.0668300613760948 +0.228553354740143j,0.0551783069968224 +0.229892671108246j,0.0433803088963032 +0.230665057897568j,0.0314700491726398 +0.230850845575333j,0.0194833558052778 +0.230432584881783j,0.00745776342228055 +0.229395270347595j,-0.00456765061244369 +0.227726459503174j,-0.0165524240583181 +0.225416421890259j,-0.0284548979252577 +0.222458347678185j,-0.040232427418232 +0.218848377466202j,-0.0518415793776512 +0.214585795998573j,-0.0632383748888969 +0.209673076868057j,-0.0743785127997398 +0.204116001725197j,-0.085217610001564 +0.197923675179482j
