0.062032762914896 +0.138249784708023j,0.0556203126907349 +0.140951931476593j,0.0490907095372677 +0.143356800079346j,0.0424574390053749 +0.14545938372612j,0.0357347764074802 +0.147255197167397j,0.0289366245269775 +0.148740500211716j,0.0220775846391916 +0.149912133812904j,0.0151718454435468 +0.150767639279366j,0.00823425874114036 +0.151305198669434j,0.00127916177734732 +0.151523694396019j,-0.00567849073559046 +0.151422649621964j,-0.0126243103295565 +0.151002302765846j,-0.0195435006171465 +0.150263488292694j,-0.0264213420450687 +0.149207830429077j,-0.0332436077296734 +0.14783750474453j,-0.0399956330657005 +0.146155446767807j,-0.046663448214531 +0.144165143370628j,-0.0532327257096767 +0.141870871186256j,-0.0596898831427097 +0.139277368783951j,-0.0660210326313973 +0.136390209197998j,-0.0722130835056305 +0.133215382695198j,-0.0782527327537537 +0.129759684205055j,-0.0841274783015251 +0.126030296087265j,-0.0898246988654137 +0.122035197913647j,-0.0953326225280762 +0.117782674729824j,-0.100639387965202 +0.11328186839819j,-0.105734035372734 +0.108542069792747j,-0.110605612397194 +0.103573478758335j,-0.115244038403034 +0.0983863696455956j,-0.119639351963997 +0.0929918959736824j,-0.123782455921173 +0.0874012112617493j,-0.127664521336555 +0.0816262066364288j,-0.131277292966843 +0.0756791904568672j,-0.134613290429115 +0.0695724561810493j,-0.137665361166 +0.0633191391825676j,-0.140427187085152 +0.0569321662187576j,-0.142892822623253 +0.0504252687096596j,-0.145057171583176 +0.0438118912279606j,-0.146915584802628 +0.0371062755584717j,-0.148464232683182 +0.0303222611546516j,-0.149699747562408 +0.0234744437038898j,-0.150619626045227 +0.016576986759901j,-0.151221841573715 +0.00964470859616994j,-0.151505187153816 +0.00269194669090211j,-0.151469022035599 -0.00426633888855577j,-0.15111343562603 -0.0112157724797726j,-0.150439202785492 -0.0181414149701595j,-0.149447709321976 -0.0250289458781481j,-0.148141086101532 -0.0318635515868664j,-0.146522030234337 -0.0386311002075672j,-0.144594013690948 -0.0453170463442802j,-0.142361059784889 -0.0519075728952885j,-0.139827936887741 -0.0583884976804257j,-0.136999875307083 -0.0647464245557785j,-0.13388292491436 -0.0709678083658219j,-0.130483701825142 -0.0770394131541252j,-0.126809239387512 -0.0829486846923828j,-0.122867442667484 -0.0886829122900963j,-0.118666455149651 -0.0942302346229553j,-0.114215329289436 -0.0995787456631661j,-0.109523236751556 -0.104717366397381j,-0.104600295424461 -0.109635055065155j,-0.0994566604495049 -0.114321649074554j,-0.0941034033894539 -0.118767067790031j,-0.0885515809059143 -0.122962117195129j,-0.0828131511807442 -0.126897782087326j,-0.0768999606370926 -0.13056592643261j,-0.0708247274160385 -0.133958667516708j,-0.0646000131964684 -0.137068971991539j,-0.0582392066717148 -0.139890179038048j,-0.0517554432153702 -0.142416432499886j,-0.0451626777648926 -0.144642308354378j,-0.0384745337069035 -0.146563217043877j,-0.0317053981125355 -0.148175001144409j,-0.0248692594468594 -0.149474367499352j,-0.0179806742817163 -0.150458499789238j,-0.0110543183982372 -0.151125341653824j,-0.00410450249910354 -0.151473492383957j,0.00285381474532188 -0.151502221822739j,0.0098062688484788 -0.151211455464363j,0.0167378950864077 -0.1506018191576j,0.0236343666911125 -0.149674594402313j,0.0304808616638184 -0.148431748151779j,0.0372632145881653 -0.146875858306885j,0.0439668484032154 -0.145010277628899j,0.0505779050290585 -0.14283886551857j,0.0570821687579155 -0.140366286039352j,0.0634661838412285 -0.137597635388374j,0.0697162374854088 -0.134538888931274j,0.0758194029331207 -0.131196349859238j,0.0817625522613526 -0.127577230334282j,0.0875334069132805 -0.123689003288746j,0.0931195542216301 -0.119540013372898j,0.0985094383358956 -0.115138858556747j,0.10369148850441 -0.110494986176491j,0.108654968440533 -0.105618014931679j,0.113389320671558 -0.100518301129341j,0.117884457111359 -0.0952067226171494j,0.12213110178709 -0.0896942690014839j,0.12612010538578 -0.0839927792549133j,0.129843220114708 -0.0781140476465225j,0.133292451500893 -0.0720707178115845j,0.136460676789284 -0.0658752769231796j,0.139341056346893 -0.0595410466194153j,0.141927659511566 -0.0530811212956905j,0.144214913249016 -0.0465093925595284j,0.146198093891144 -0.0398394577205181j,0.147872939705849 -0.0330856405198574j,0.149235978722572 -0.0262619219720364j,0.150284290313721 -0.0193829573690891j,0.15101569890976 -0.0124629689380527j,0.151428639888763 -0.0055168499238789j,0.151522234082222 +0.00144104845821858j,0.151296317577362 +0.00839576404541731j,0.150751337409019 +0.0153329158201814j,0.149888470768929 +0.022237591445446j,0.148709505796432 +0.0290955174714327j,0.147216960787773 +0.0358919464051724j,0.145413935184479 +0.0426128245890141j,0.14330430328846 +0.0492437034845352j,0.140892431139946 +0.0557708702981472j
0.0898261815309525 +0.12203411012888j,0.0841288939118385 +0.12602935731411j,0.078254297375679 +0.1297587454319j,0.0722145736217499 +0.133214563131332j,0.0660226866602898 +0.136389404535294j,0.0596914328634739 +0.139276698231697j,0.0532344430685043 +0.141870215535164j,0.0466650612652302 +0.144164621829987j,0.0399974063038826 +0.146154969930649j,0.0332452580332756 +0.1478371322155j,0.0264231506735086 +0.149207517504692j,0.0195451844483614 +0.150263279676437j,0.0126259922981262 +0.151002153754234j,0.00568032450973987 +0.151422590017319j,-0.00127746572252364 +0.15152370929718j,-0.00823242589831353 +0.151305302977562j,-0.0151701606810093 +0.150767803192139j,-0.022075766697526 +0.149912402033806j,-0.0289349611848593 +0.148740828037262j,-0.0357329919934273 +0.147255629301071j,-0.0424558147788048 +0.145459860563278j,-0.0490889698266983 +0.143357381224632j,-0.0556187368929386 +0.140952557325363j,-0.0620310865342617 +0.138250544667244j,-0.0683127567172051 +0.135256916284561j,-0.0744502395391464 +0.131978139281273j,-0.080430842936039 +0.1284209638834j,-0.0862417221069336 +0.124593071639538j,-0.0918708443641663 +0.120502337813377j,-0.0973061248660088 +0.116157591342926j,-0.10253631323576 +0.111567795276642j,-0.107550263404846 +0.106742717325687j,-0.112337321043015 +0.101692646741867j,-0.116887576878071 +0.0964280143380165j,-0.121191240847111 +0.0909601524472237j,-0.125239431858063 +0.0853003636002541j,-0.129023432731628 +0.0794608071446419j,-0.132535427808762 +0.0734535604715347j,-0.135767862200737 +0.0672915428876877j,-0.138714075088501 +0.0609874911606312j,-0.141367688775063 +0.0545549690723419j,-0.143723234534264 +0.0480072572827339j,-0.145775660872459 +0.0413584485650062j,-0.14752072095871 +0.03462228551507j,-0.148954659700394 +0.0278132557868957j,-0.150074496865273 +0.0209454260766506j,-0.150877848267555 +0.014033573679626j,-0.151363044977188 +0.00709198275581001j,-0.151529029011726 +0.000135578768094993j,-0.151375487446785 -0.00682125380262733j,-0.150902718305588 -0.0137635637074709j,-0.150111719965935 -0.0206769853830338j,-0.149004191160202 -0.0275466646999121j,-0.147582411766052 -0.0343583934009075j,-0.145849406719208 -0.041097667068243j,-0.143808871507645 -0.0477501340210438j,-0.141465023159981 -0.0543020404875279j,-0.138822928071022 -0.0607393085956574j,-0.135888010263443 -0.067048616707325j,-0.13266658782959 -0.0732164010405541j,-0.129165351390839 -0.0792299211025238j,-0.12539179623127 -0.0850762352347374j,-0.121353730559349 -0.0907432585954666j,-0.117059841752052 -0.0962188094854355j,-0.112519018352032 -0.101491570472717j,-0.107741005718708 -0.106550194323063j,-0.102735683321953 -0.111384227871895j,-0.0975138247013092 -0.11598327755928j,-0.0920862108469009 -0.120337836444378j,-0.0864645317196846 -0.124438546597958j,-0.0806603953242302 -0.128276914358139j,-0.0746862888336182 -0.131844699382782j,-0.068554550409317 -0.135134518146515j,-0.0622783824801445 -0.138139307498932j,-0.0558707416057587 -0.140852853655815j,-0.0493452847003937 -0.14326936006546j,-0.0427159033715725 -0.145383700728416j,-0.0359963029623032 -0.147191479802132j,-0.0292009394615889 -0.148688837885857j,-0.0223438497632742 -0.149872675538063j,-0.0154397878795862 -0.150740429759026j,-0.00850301701575517 -0.151290342211723j,-0.00154846720397471 -0.151521176099777j,0.00540949217975141 -0.151432499289513j,0.0123559096828103 -0.151024490594864j,0.0192764028906822 -0.150297984480858j,0.0261561125516892 -0.149254560470581j,0.0329808071255684 -0.147896364331245j,0.0397358052432537 -0.146226301789284j,0.0464071445167065 -0.144247844815254j,0.0529804900288582 -0.141965255141258j,0.0594422481954098 -0.139383241534233j,0.0657785162329674 -0.136507332324982j,0.0719761997461319 -0.133343517780304j,0.0780219808220863 -0.129898563027382j,0.0839033499360085 -0.126179620623589j,0.0896077826619148 -0.122194565832615j,0.0951231345534325 -0.117951929569244j,0.100437998771667 -0.113460451364517j,0.105540953576565 -0.108729816973209j,0.110421448945999 -0.103769794106483j,0.11506899446249 -0.0985910445451736j,0.119473971426487 -0.0932042747735977j,0.123626917600632 -0.0876210704445839j,0.127519235014915 -0.0818529725074768j,0.131142571568489 -0.0759123861789703j,0.134489431977272 -0.0698116049170494j,0.137552604079247 -0.0635637193918228j,0.140325769782066 -0.0571816600859165j,0.142802983522415 -0.05067915096879j,0.144979074597359 -0.0440696366131306j,0.146849408745766 -0.0373673290014267j,0.148410096764565 -0.0305860824882984j,0.149657800793648 -0.0237404685467482j,0.150589928030968 -0.0168446563184261j,0.151204466819763 -0.0099134687334299j,0.151500150561333 -0.00296121672727167j,0.151476368308067 +0.00399712007492782j,0.151133149862289 +0.0109471809118986j,0.150471225380898 +0.0178740099072456j,0.149491965770721 +0.0247632917016745j
0.113568916916847 +0.100315347313881j,0.108843699097633 +0.105423510074615j,0.103889048099518 +0.110309258103371j,0.0987152084708214 +0.114962488412857j,0.0933333188295364 +0.119373194873333j,0.087754487991333 +0.123532250523567j,0.0819907188415527 +0.127430722117424j,0.0760539248585701 +0.131060540676117j,0.0699568837881088 +0.134413912892342j,0.0637121796607971 +0.137483909726143j,0.0573332495987415 +0.140263900160789j,0.0508332848548889 +0.142748177051544j,0.0442261323332786 +0.144931420683861j,0.0375258438289165 +0.146808981895447j,0.0307462811470032 +0.148377001285553j,0.0239020232111215 +0.149632081389427j,0.0170072186738253 +0.150571644306183j,0.0100766941905022 +0.151193678379059j,0.00312477024272083 +0.15149687230587j,-0.00383359170518817 +0.151480585336685j,-0.010784013196826 +0.151144862174988j,-0.01771155372262 +0.150490418076515j,-0.0246018897742033 +0.149518609046936j,-0.031440194696188 +0.148231506347656j,-0.0382123477756977 +0.146631792187691j,-0.0449037738144398 +0.144722893834114j,-0.0515006482601166 +0.142508774995804j,-0.0579887814819813 +0.13999417424202j,-0.0643547624349594 +0.137184292078018j,-0.0705849006772041 +0.134085178375244j,-0.0766663253307343 +0.130703255534172j,-0.0825860649347305 +0.127045691013336j,-0.0883315280079842 +0.123120300471783j,-0.0938908383250237 +0.11893518269062j,-0.099252037703991 +0.114499345421791j,-0.104404039680958 +0.109821960330009j,-0.109335780143738 +0.104913085699081j,-0.114037044346333 +0.0997828543186188j,-0.118497744202614 +0.0944423228502273j,-0.122708633542061 +0.08890251070261j,-0.12666067481041 +0.0831753462553024j,-0.130345702171326 +0.0772726610302925j,-0.133755773305893 +0.0712071433663368j,-0.136883854866028 +0.0649913474917412j,-0.139723226428032 +0.0586386136710644j,-0.142267987132072 +0.0521620959043503j,-0.144512698054314 +0.0455757156014442j,-0.146452695131302 +0.0388930924236774j,-0.148083820939064 +0.0321285910904407j,-0.14940270781517 +0.025296188890934j,-0.150406524538994 +0.0184104479849338j,-0.151093140244484 +0.0114860264584422j,-0.151461154222488 +0.00453722942620515j,-0.151509761810303 -0.0024209786206484j,-0.151238858699799 -0.00937423482537271j,-0.150649026036263 -0.0163075737655163j,-0.149741500616074 -0.0232066716998816j,-0.148518219590187 -0.0300566833466292j,-0.146981716156006 -0.0368434526026249j,-0.145135313272476 -0.04355239123106j,-0.14298278093338 -0.0501696206629276j,-0.140528783202171 -0.0566809214651585j,-0.137778386473656 -0.0630728229880333j,-0.134737506508827 -0.0693315863609314j,-0.13141243159771 -0.0754442736506462j,-0.127810299396515 -0.0813977494835854j,-0.123938575387001 -0.0871796831488609j,-0.119805559515953 -0.0927776619791985j,-0.115419819951057 -0.0981801003217697j,-0.110790766775608 -0.103375390172005j,-0.105927988886833 -0.108352787792683j,-0.10084193944931 -0.113101594150066j,-0.0955431163311005 -0.117611981928349j,-0.0900428146123886 -0.12187434732914j,-0.0843527540564537 -0.125879630446434j,-0.0784846767783165 -0.129619523882866j,-0.07245122641325 -0.133086010813713j,-0.0662648603320122 -0.136271923780441j,-0.0599388852715492 -0.13917039334774j,-0.0534863770008087 -0.14177542924881j,-0.0469212122261524 -0.144081458449364j,-0.0402569659054279 -0.146083682775497j,-0.0335079617798328 -0.147777810692787j,-0.0266881585121155 -0.149160355329514j,-0.0198122207075357 -0.150228306651115j,-0.0128943519666791 -0.150979474186897j,-0.00594943948090075 -0.15141224861145j,0.0010081590153277 -0.151525735855103j,0.00796349439769985 -0.151319697499275j,0.0149021744728089 -0.15079453587532j,0.0218092929571867 -0.14995139837265j,0.0286705531179905 -0.148792013525963j,0.0354712158441544 -0.1473188996315j,0.0421972163021565 -0.145535081624985j,0.0488341003656387 -0.143444404006004j,0.0553681291639805 -0.141051173210144j,0.0617854073643685 -0.138360515236855j,0.0680722519755364 -0.135378122329712j,0.0742156729102135 -0.132110178470612j,0.0802024677395821 -0.128563717007637j,0.0860202610492706 -0.124746069312096j,0.0916565284132958 -0.120665431022644j,0.097099632024765 -0.11633025854826j,0.102337852120399 -0.111749850213528j,0.107360377907753 -0.106933690607548j,0.112156398594379 -0.10189214348793j,0.116716004908085 -0.0966356098651886j,0.121029391884804 -0.0911754071712494j,0.125087633728981 -0.0855228155851364j,0.128882005810738 -0.0796899944543838j,0.132404670119286 -0.0736890062689781j,0.135648056864738 -0.0675327405333519j,0.138605460524559 -0.0612339302897453j,0.141270503401756 -0.0548061355948448j,0.14363768696785 -0.0482626222074032j,0.145701929926872 -0.0416174754500389j,0.147458955645561 -0.0348844230175018j,0.148904979228973 -0.0280779544264078j,0.150037035346031 -0.0212121270596981j,0.150852665305138 -0.0143017107620835j,0.151350200176239 -0.00736099248751997j
0.132190302014351 +0.074072889983654j,0.128650233149529 +0.080063633620739j,0.12483886629343 +0.0858855396509171j,0.120764315128326 +0.091526210308075j,0.116435013711452 +0.0969739854335785j,0.111860275268555 +0.102217152714729j,0.107049539685249 +0.107244871556759j,0.102013163268566 +0.112046331167221j,0.096761554479599 +0.116611607372761j,0.0913060083985329 +0.120930887758732j,0.0856578052043915 +0.124995224177837j,0.0798290818929672 +0.12879590690136j,0.0738319009542465 +0.132325038313866j,0.0676791369915008 +0.135575070977211j,0.0613835379481315 +0.138539269566536j,0.0549586154520511 +0.141211241483688j,0.0484176613390446 +0.143585503101349j,0.0417747423052788 +0.145656913518906j,0.0350435934960842 +0.147421211004257j,0.0282386839389801 +0.148874595761299j,0.0213740840554237 +0.150014042854309j,0.0144645562395453 +0.150837138295174j,0.00752437906339763 +0.151342168450356j,0.000568475166801352 +0.151528030633926j,-0.00638876669108869 +0.151394352316856j,-0.013332536444068 +0.150941416621208j,-0.0202480498701334 +0.150170177221298j,-0.0271210055798292 +0.149082243442535j,-0.0339366234838963 +0.147679969668388j,-0.0406808219850063 +0.145966216921806j,-0.0473390929400921 +0.143944710493088j,-0.0538976714015007 +0.141619592905045j,-0.0603424571454525 +0.138995885848999j,-0.0666601210832596 +0.136078998446465j,-0.0728370845317841 +0.132875218987465j,-0.0788605809211731 +0.12939116358757j,-0.0847176536917687 +0.125634342432022j,-0.0903961956501007 +0.121612474322319j,-0.0958839878439903 +0.117334254086018j,-0.10116969794035 +0.112808510661125j,-0.106241948902607 +0.10804495960474j,-0.111090265214443 +0.103053480386734j,-0.115704216063023 +0.0978447794914245j,-0.120074264705181 +0.0924296304583549j,-0.124191015958786 +0.0868196859955788j,-0.128045946359634 +0.0810265392065048j,-0.131630793213844 +0.0750626474618912j,-0.13493812084198 +0.0689403340220451j,-0.137960880994797 +0.0626726374030113j,-0.140692666172981 +0.0562729164958j,-0.143127799034119 +0.0497543886303902j,-0.145261064171791 +0.0431310757994652j,-0.147088050842285 +0.0364166647195816j,-0.148604810237885 +0.0296256076544523j,-0.1498082280159 +0.0227719228714704j,-0.150695711374283 +0.0158703699707985j,-0.151265427470207 +0.00893520563840865j,-0.151516139507294 +0.00198133941739796j,-0.151447340846062 -0.00497684674337507j,-0.151059180498123 -0.0119243962690234j,-0.150352448225021 -0.0188469421118498j,-0.149328678846359 -0.025729600340128j,-0.147989973425865 -0.0325581431388855j,-0.146339222788811 -0.0393178872764111j,-0.144379839301109 -0.0459948554635048j,-0.142116039991379 -0.0525746941566467j,-0.139552488923073 -0.0590437985956669j,-0.136694714426994 -0.0653882622718811j,-0.133548602461815 -0.0715949609875679j,-0.130120933055878 -0.0776505544781685j,-0.126418799161911 -0.08354252576828j,-0.122450068593025 -0.0892583131790161j,-0.118223197758198 -0.0947857648134232j,-0.11374693363905 -0.100113444030285j,-0.109030894935131 -0.105229899287224j,-0.104084827005863 -0.110124535858631j,-0.0989193767309189 -0.114786855876446j,-0.0935452133417129 -0.119207210838795j,-0.0879739001393318 -0.123376086354256j,-0.0822169557213783 -0.12728488445282j,-0.0762867406010628 -0.130925163626671j,-0.0701955333352089 -0.134289428591728j,-0.0639564320445061 -0.137370452284813j,-0.0575823225080967 -0.140161842107773j,-0.0510869212448597 -0.142657607793808j,-0.0444836504757404 -0.144852578639984j,-0.0377867072820663 -0.146742060780525j,-0.0310099497437477 -0.148322105407715j,-0.0241679269820452 -0.149589359760284j,-0.0172748081386089 -0.150541186332703j,-0.0103452503681183 -0.151175528764725j,-0.00339402444660662 -0.151491075754166j,0.00356449885293843 -0.151487171649933j,0.0105153638869524 -0.151163786649704j,0.0174442008137703 -0.150521650910378j,0.0243361070752144 -0.1495620906353j,0.0311768315732479 -0.148287132382393j,0.0379516743123531 -0.146699473261833j,0.0446466207504273 -0.144802436232567j,0.0512472838163376 -0.142600074410439j,0.0577400103211403 -0.140096962451935j,0.0641108453273773 -0.137298464775085j,0.0703466087579727 -0.134210363030434j,0.0764338970184326 -0.130839303135872j,0.0823601335287094 -0.127192273736j,0.0881125628948212 -0.123277097940445j,0.0936793014407158 -0.119101867079735j,0.099048376083374 -0.11467556655407j,0.104208685457706 -0.110007345676422j,0.109149239957333 -0.105107136070728j,0.11385951936245 -0.0999853834509849j,0.118329785764217 -0.0946526676416397j,0.122550435364246 -0.0891204699873924j,0.126512736082077 -0.0834002122282982j,0.130208164453506 -0.0775042027235031j,0.133629083633423 -0.0714446306228638j,0.136768132448196 -0.0652345195412636j,0.139618843793869 -0.0588867217302322j,0.142175063490868 -0.0524148754775524j,0.14443151652813 -0.0458323583006859j,0.146383345127106 -0.0391533225774765j
0.144850596785545 +0.0444901362061501j,0.142655327916145 +0.0510933063924313j,0.140159219503403 +0.0575887337327004j,0.137367591261864 +0.0639625787734985j,0.134286224842072 +0.0702016800642014j,0.130921751260757 +0.0762926042079926j,0.127281114459038 +0.0822227746248245j,0.12337214499712 +0.0879794284701347j,0.119202926754951 +0.0935506671667099j,0.114782422780991 +0.0989245176315308j,0.11011978238821 +0.104089871048927j,0.105225011706352 +0.109035603702068j,0.100108243525028 +0.113751508295536j,0.0947804749011993 +0.118227444589138j,0.0892527177929878 +0.122454151511192j,0.0835368633270264 +0.126422539353371j,0.0776447281241417 +0.130124419927597j,0.0715889856219292 +0.133551806211472j,0.0653821378946304 +0.136697635054588j,0.0590375475585461 +0.139555126428604j,0.0525683350861072 +0.142118394374847j,0.0459883883595466 +0.144381895661354j,0.039311334490776 +0.146340996026993j,0.0325515158474445 +0.147991433739662j,0.0257229153066873 +0.149329826235771j,0.0188400633633137 +0.150353312492371j,0.0119176330044866 +0.151059716939926j,0.00496992608532309 +0.15144756436348j,-0.00198812247253955 +0.151516050100327j,-0.00894212443381549 +0.151265010237694j,-0.015877116471529 +0.150694996118546j,-0.0227787792682648 +0.149807184934616j,-0.0296322591602802 +0.148603484034538j,-0.0364233888685703 +0.147086381912231j,-0.0431375727057457 +0.145259127020836j,-0.0497609302401543 +0.143125519156456j,-0.0562792159616947 +0.14069014787674j,-0.0626789480447769 +0.137958019971848j,-0.0689463764429092 +0.134935036301613j,-0.0750685408711433 +0.131627440452576j,-0.0810322687029839 +0.128042325377464j,-0.0868252515792847 +0.124187126755714j,-0.0924350097775459 +0.12007012963295j,-0.0978499576449394 +0.115699835121632j,-0.103058449923992 +0.111085653305054j,-0.108049727976322 +0.1062371134758j,-0.112813040614128 +0.101164646446705j,-0.117338553071022 +0.0958787351846695j,-0.121616616845131 +0.0903906300663948j,-0.125638127326965 +0.084712028503418j,-0.129394769668579 +0.0788546651601791j,-0.132878482341766 +0.0728311389684677j,-0.136082053184509 +0.0666538998484611j,-0.138998582959175 +0.0603362359106541j,-0.141622051596642 +0.0538911893963814j,-0.143946811556816 +0.0473326481878757j,-0.145968079566956 +0.0406741462647915j,-0.14768148958683 +0.0339300110936165j,-0.149083495140076 +0.0271141845732927j,-0.150171086192131 +0.0202413219958544j,-0.150942027568817 +0.0133256362751126j,-0.151394635438919 +0.0063819815404713j,-0.151528000831604 -0.000575266720261435j,-0.151341825723648 -0.00753115303814412j,-0.150836497545242 -0.0144713129848242j,-0.150013089179993 -0.0213808082044125j,-0.148873314261436 -0.0282453540712595j,-0.147419631481171 -0.0350501984357834j,-0.145655050873756 -0.0417812690138817j,-0.143583282828331 -0.0484242327511311j,-0.141208782792091 -0.0549649372696877j,-0.13853645324707 -0.0613898672163487j,-0.135572046041489 -0.0676852092146873j,-0.132321670651436 -0.0738379508256912j,-0.128792330622673 -0.0798348486423492j,-0.124991312623024 -0.0856635197997093j,-0.120926797389984 -0.0913114249706268j,-0.116607189178467 -0.0967668890953064j,-0.112041771411896 -0.102018184959888j,-0.107239976525307 -0.107054442167282j,-0.102212145924568 -0.111864842474461j,-0.0969686657190323 -0.116439454257488j,-0.0915208011865616 -0.120768412947655j,-0.0858798250555992 -0.124842785298824j,-0.080057866871357 -0.128653809428215j,-0.0740669667720795 -0.132193610072136j,-0.0679199919104576 -0.135454565286636j,-0.0616296641528606 -0.138429954648018j,-0.0552095025777817 -0.141113340854645j,-0.0486727841198444 -0.143499225378036j,-0.0420334227383137 -0.145582482218742j,-0.035305555909872 -0.147358700633049j,-0.028503093868494 -0.14882418513298j,-0.0216406788676977 -0.149975821375847j,-0.0147324716672301 -0.150811210274696j,-0.00779335247352718 -0.151328548789024j,-0.00083764543524011 -0.151526778936386j,0.00611967639997602 -0.151405468583107j,0.0130642419680953 -0.150964871048927j,0.0199811141937971 -0.150205925107002j,0.0268559940159321 -0.14913022518158j,0.0336740985512734 -0.147740051150322j,0.0404213294386864 -0.146038293838501j,0.047083180397749 -0.144028604030609j,0.053645882755518 -0.141715154051781j,0.0600953213870525 -0.139102905988693j,0.0664181634783745 -0.13619726896286j,0.0726008117198944 -0.13300447165966j,0.0786304920911789 -0.129531130194664j,0.0844943448901176 -0.125784620642662j,0.090179905295372 -0.121772952377796j,0.0956754088401794 -0.117504395544529j,0.100969038903713 -0.112988144159317j,0.106049858033657 -0.108233518898487j,0.110906928777695 -0.103250756859779j,0.115530230104923 -0.0980501547455788j,0.119909800589085 -0.0926428958773613j,0.124036595225334 -0.0870401635766029j,0.127901747822762 -0.0812539979815483j,0.131497249007225 -0.0752963572740555j,0.134815379977226 -0.0691800564527511j
