-0.320345938205719 -0.35864719748497j,-0.268052965402603 -0.399245470762253j,-0.210680544376373 -0.432276576757431j,-0.149314403533935 -0.457115441560745j,-0.0851183831691741 -0.473290801048279j,-0.0193091370165347 -0.480496108531952j,0.0468660593032838 -0.478594720363617j,0.112152121961117 -0.467622965574265j,0.175314396619797 -0.447788119316101j,0.235152333974838 -0.419467210769653j,0.290533632040024 -0.383196502923965j,0.340409994125366 -0.339662134647369j,0.383833467960358 -0.289691597223282j,0.419983357191086 -0.234229192137718j,0.448172599077225 -0.174329131841659j,0.467868059873581 -0.111125186085701j,0.478696644306183 -0.0458133555948734j,0.480452477931976 +0.0203649532049895j,0.473102450370789 +0.0861590951681138j,0.456786245107651 +0.150318533182144j,0.431812971830368 +0.21162910759449j,0.398654937744141 +0.268930405378342j,0.357942402362823 +0.321133255958557j,0.310444682836533 +0.367251187562943j,0.257064640522003 +0.406407535076141j,0.198812693357468 +0.437861651182175j,0.136791080236435 +0.461017936468124j,0.072178654372692 +0.475436180830002j,0.00619831262156359 +0.480843961238861j,-0.0599013268947602 +0.477138519287109j,-0.124863907694817 +0.464390277862549j,-0.187461718916893 +0.442840188741684j,-0.246504977345467 +0.412897855043411j,-0.300876438617706 +0.375130236148834j,-0.34954696893692 +0.330251812934875j,-0.391591429710388 +0.279115557670593j,-0.426215261220932 +0.222687870264053j,-0.452760398387909 +0.162041291594505j,-0.470724731683731 +0.0983236879110336j,-0.479768037796021 +0.0327408239245414j,-0.4797183573246 -0.0334607474505902j,-0.470576673746109 -0.0990299731492997j,-0.452516704797745 -0.162720531225205j,-0.425880610942841 -0.223327219486237j,-0.391172111034393 -0.279702872037888j,-0.349050968885422 -0.33077597618103j,-0.300313174724579 -0.375581324100494j,-0.245885074138641 -0.413267284631729j,-0.186796948313713 -0.443121016025543j,-0.124166868627071 -0.46457713842392j,-0.0591852478682994 -0.477227866649628j,0.00691987387835987 -0.480834126472473j,0.0728920400142671 -0.475327342748642j,0.13748274743557 -0.460812121629715j,0.199469551444054 -0.437562823295593j,0.257674217224121 -0.406021356582642j,0.31099545955658 -0.366784900426865j,0.358423888683319 -0.320595741271973j,0.399058073759079 -0.268331855535507j,0.432130068540573 -0.210980877280235j,0.457011312246323 -0.149632886052132j,0.473231226205826 -0.0854490473866462j,0.480482518672943 -0.0196439363062381j,0.478627324104309 +0.0465316474437714j,0.467700779438019 +0.111827157437801j,0.447910487651825 +0.175001502037048j,0.419631391763687 +0.234859198331833j,0.383398294448852 +0.290267258882523j,0.339899897575378 +0.340172588825226j,0.289958238601685 +0.383632034063339j,0.234522581100464 +0.419819593429565j,0.174642235040665 +0.448050677776337j,0.111450269818306 +0.467790722846985j,0.0461478158831596 +0.478664517402649j,-0.0200310889631511 +0.480466514825821j,-0.0858285278081895 +0.473162561655045j,-0.149999350309372 +0.456891179084778j,-0.211328998208046 +0.431959927082062j,-0.268651783466339 +0.398842751979828j,-0.320884466171265 +0.358165472745895j,-0.367034196853638 +0.310701221227646j,-0.406227856874466 +0.257348537445068j,-0.437723398208618 +0.199116915464401j,-0.460922241210938 +0.13711316883564j,-0.475385665893555 +0.0725108385086059j,-0.480839550495148 +0.00653243809938423j,-0.477180242538452 -0.05956793949008j,-0.464476943016052 -0.1245411708951j,-0.442971050739288 -0.187152236700058j,-0.413069993257523 -0.246216401457787j,-0.375339239835739 -0.300615727901459j,-0.330495953559875 -0.349316149950028j,-0.279387593269348 -0.391397386789322j,-0.222985610365868 -0.426059544086456j,-0.162357598543167 -0.452647030353546j,-0.0986507683992385 -0.470656305551529j,-0.0330760367214679 -0.479745030403137j,0.0331273898482324 -0.479741483926773j,0.0987011566758157 -0.470645755529404j,0.16240431368351 -0.452630281448364j,0.223031222820282 -0.426035672426224j,0.279429495334625 -0.391367465257645j,0.33053332567215 -0.349280744791031j,0.375371396541596 -0.300575524568558j,0.413095414638519 -0.246173769235611j,0.442991107702255 -0.187104821205139j,0.46449026465416 -0.124491430819035j,0.477186620235443 -0.0595168583095073j,0.48083883523941 +0.00658390996977695j,0.475378155708313 +0.0725599080324174j,0.460907548666 +0.137162506580353j,0.437702089548111 +0.199163764715195j,0.406200289726257 +0.257392019033432j,0.367000907659531 +0.310740530490875j,0.320846110582352 +0.358199805021286j,0.26860910654068 +0.398871511220932j,0.211282759904861 +0.431982576847076j,0.149952158331871 +0.456906646490097j,0.0857778713107108 +0.47317174077034j,0.0199796501547097 +0.480468690395355j,-0.0461990423500539 +0.478659570217133j
-0.472674399614334 -0.0884774476289749j,-0.456043839454651 -0.152556121349335j,-0.430769860744476 -0.213744357228279j,-0.397331714630127 -0.270881563425064j,-0.356363117694855 -0.322884917259216j,-0.308641225099564 -0.368768125772476j,-0.255069136619568 -0.407662928104401j,-0.196662858128548 -0.438831478357315j,-0.134529292583466 -0.461683005094528j,-0.0698469802737235 -0.475784331560135j,-0.00383998965844508 -0.480868577957153j,0.0622397959232331 -0.476839125156403j,0.127139955759048 -0.46377232670784j,0.189629644155502 -0.441916197538376j,0.248527035117149 -0.411683917045593j,0.302712619304657 -0.373650103807449j,0.35116121172905 -0.328534841537476j,0.392955601215362 -0.277191668748856j,0.427301436662674 -0.220596492290497j,0.45354962348938 -0.159818813204765j,0.471201300621033 -0.0960138738155364j,0.479922711849213 -0.0303892865777015j,0.47954848408699 +0.0358130782842636j,0.470085710287094 +0.101334892213345j,0.45171320438385 +0.164937898516655j,0.424780189990997 +0.225413218140602j,0.389796733856201 +0.281616479158401j,0.347424536943436 +0.332483887672424j,0.298469007015228 +0.377048522233963j,0.24385529756546 +0.414468258619308j,0.184621453285217 +0.444031804800034j,0.121888667345047 +0.465180039405823j,0.0568440221250057 +0.477512389421463j,-0.009276163764298 +0.480794429779053j,-0.0752223581075669 +0.474964141845703j,-0.139741122722626 +0.460132330656052j,-0.20161147415638 +0.436580061912537j,-0.259662419557571 +0.40475270152092j,-0.31279057264328 +0.365255236625671j,-0.359991908073425 +0.318834036588669j,-0.40036928653717 +0.266371488571167j,-0.433158814907074 +0.208860650658607j,-0.457739651203155 +0.147389709949493j,-0.473644614219665 +0.0831271111965179j,-0.480573087930679 +0.0172872226685285j,-0.478393375873566 -0.0488784871995449j,-0.467147141695023 -0.114117808640003j,-0.447046816349029 -0.177196115255356j,-0.418474495410919 -0.236914396286011j,-0.381970077753067 -0.292144119739532j,-0.338227480649948 -0.341835498809814j,-0.288074761629105 -0.385048419237137j,-0.232460796833038 -0.420964747667313j,-0.172442719340324 -0.448901832103729j,-0.10915469378233 -0.468331694602966j,-0.0437996797263622 -0.47888508439064j,0.0223854128271342 -0.480362623929977j,0.0881480723619461 -0.472735911607742j,0.152238309383392 -0.456149995326996j,0.21344330906868 -0.430919110774994j,0.270604640245438 -0.397520393133163j,0.3226358294487 -0.356588631868362j,0.368553578853607 -0.308897405862808j,0.407485097646713 -0.255353152751923j,0.438693940639496 -0.19696943461895j,0.461589157581329 -0.134850963950157j,0.475735545158386 -0.0701784715056419j,0.480865776538849 -0.00417412957176562j,0.476882368326187 +0.0619075223803521j,0.463861048221588 +0.126815870404243j,0.442047894001007 +0.189322516322136j,0.411857455968857 +0.248239323496819j,0.373860359191894 +0.302452921867371j,0.328778773546219 +0.350932836532593j,0.277466177940369 +0.39276185631752j,0.220893368124962 +0.427148044109344j,0.160135671496391 +0.453437864780426j,0.0963412970304489 +0.471134483814239j,0.0307227782905101 +0.479901492595673j,-0.0354780033230782 +0.479573398828506j,-0.101008199155331 +0.470156013965607j,-0.164622247219086 +0.451828330755234j,-0.22511799633503 +0.4249367415905j,-0.281345546245575 +0.389992326498032j,-0.332241058349609 +0.347656756639481j,-0.3768410384655 +0.298730939626694j,-0.414297759532928 +0.244144827127457j,-0.44390270113945 +0.184931665658951j,-0.46509525179863 +0.122211895883083j,-0.477472573518753 +0.057177647948265j,-0.480800747871399 -0.00894207041710619j,-0.475016593933105 -0.0748904868960381j,-0.460229843854904 -0.139419570565224j,-0.436720043420792 -0.201308041810989j,-0.404934048652649 -0.25937956571579j,-0.365472495555878 -0.312536686658859j,-0.319085478782654 -0.35976904630661j,-0.266651153564453 -0.40018305182457j,-0.209161594510078 -0.433013588190079j,-0.147709503769875 -0.457636564970016j,-0.0834562107920646 -0.473586708307266j,-0.0176229905337095 -0.4805608689785j,0.048544216901064 -0.478427439928055j,0.113793171942234 -0.467226326465607j,0.176883727312088 -0.447170525789261j,0.236623540520668 -0.418639034032822j,0.291877150535583 -0.382174104452133j,0.341599076986313 -0.338466227054596j,0.384848117828369 -0.288342237472534j,0.420802235603332 -0.23275488615036j,0.448781222105026 -0.172756314277649j,0.468255311250687 -0.109481893479824j,0.478854358196258 -0.0441342741250991j,0.480378061532974 +0.0220516081899405j,0.472797393798828 +0.0878177285194397j,0.456256240606308 +0.151919558644295j,0.431067317724228 +0.213143840432167j,0.397709339857101 +0.27032682299614j,0.356812745332718 +0.322387963533401j,0.309154838323593 +0.368337631225586j,0.255637794733047 +0.407306581735611j
-0.428378194570541 +0.218498170375824j,-0.454327702522278 +0.157593384385109j,-0.471666514873505 +0.0937017649412156j,-0.480066061019897 +0.0280342642217875j,-0.479367136955261 -0.038163635879755j,-0.469583064317703 -0.103639148175716j,-0.45089915394783 -0.16715045273304j,-0.423669576644897 -0.227493807673454j,-0.388410866260529 -0.283524841070175j,-0.345790356397629 -0.334183126688003j,-0.296616226434708 -0.378507822751999j,-0.241820424795151 -0.41565877199173j,-0.182441532611847 -0.444931924343109j,-0.119605779647827 -0.465772271156311j,-0.0545023269951344 -0.477785319089889j,0.0116340639069676 -0.480743169784546j,0.0775490626692771 -0.474589794874191j,0.141996100544929 -0.45944145321846j,0.203750222921371 -0.435586005449295j,0.261644393205643 -0.403474360704422j,0.314578175544739 -0.363716781139374j,0.361550062894821 -0.317066043615341j,0.401670873165131 -0.264404714107513j,0.434177964925766 -0.206733763217926j,0.45845702290535 -0.145143017172813j,0.474046587944031 -0.0808031633496285j,0.480652004480362 -0.0149319265037776j,0.478147923946381 +0.0512241311371326j,0.466581851243973 +0.116407535970211j,0.446173101663589 +0.179384797811508j,0.417307525873184 +0.238963916897774j,0.380533814430237 +0.294012486934662j,0.336546897888184 +0.343490213155746j,0.286182850599289 +0.386456608772278j,0.230395033955574 +0.422098875045776j,0.170239046216011 +0.449742138385773j,0.106858290731907 +0.468860983848572j,0.0414505153894425 +0.47909414768219j,-0.0247410368174314 +0.480247050523758j,-0.0904636904597282 +0.472298264503479j,-0.15447361767292 +0.45539790391922j,-0.215554162859917 +0.429867118597031j,-0.272551000118256 +0.39618843793869j,-0.324380815029144 +0.355002015829086j,-0.370062917470932 +0.307087570428848j,-0.408732563257217 +0.253351598978043j,-0.439654678106308 +0.194815516471863j,-0.462244957685471 +0.132585525512695j,-0.476074010133743 +0.0678444430232049j,-0.480880469083786 +0.00181755679659551j,-0.476573020219803 -0.0642455890774726j,-0.46323350071907 -0.129089310765266j,-0.441114038228989 -0.191488206386566j,-0.410635054111481 -0.250256240367889j,-0.372373670339584 -0.304281413555145j,-0.327053725719452 -0.3525410592556j,-0.275536566972733 -0.394117921590805j,-0.21879743039608 -0.428225427865982j,-0.157909914851189 -0.454217791557312j,-0.0940313041210175 -0.471600949764252j,-0.0283687692135573 -0.480046421289444j,0.0378295965492725 -0.479393631219864j,0.103311039507389 -0.469655364751816j,0.166836217045784 -0.451015532016754j,0.227197706699371 -0.423828423023224j,0.283254861831665 -0.388607800006866j,0.333942115306854 -0.346023142337799j,0.378300458192825 -0.296880602836609j,0.415490180253982 -0.242110013961792j,0.444804340600967 -0.182752355933189j,0.46568900346756 -0.119929403066635j,0.477747231721878 -0.0548352375626565j,0.480751156806946 +0.0112981619313359j,0.474643558263779 +0.0772192627191543j,0.459540545940399 +0.141675069928169j,0.435727506875992 +0.203447461128235j,0.403657078742981 +0.26136240363121j,0.363936513662338 +0.314323961734772j,0.317317217588425 +0.361329674720764j,0.264685302972794 +0.40148600935936j,0.207035407423973 +0.434034198522568j,0.145463302731514 +0.458355516195297j,0.0811343565583229 +0.473990023136139j,0.0152659239247442 +0.480641514062881j,-0.0508900359272956 +0.478183567523956j,-0.11608150601387 +0.466663062572479j,-0.179074704647064 +0.446297645568848j,-0.238672271370888 +0.417474418878555j,-0.293747991323471 +0.38073804974556j,-0.343254953622818 +0.336786806583405j,-0.386256545782089 +0.286452800035477j,-0.42193865776062 +0.230688288807869j,-0.449623078107834 +0.170553237199783j,-0.468786627054214 +0.107184067368507j,-0.479065060615539 +0.0417852513492108j,-0.480264216661453 -0.024405475705862j,-0.472361028194427 -0.0901354774832725j,-0.455505698919296 -0.154155388474464j,-0.430016785860062 -0.215255379676819j,-0.39637878537178 -0.272274106740951j,-0.355228573083878 -0.324132680892944j,-0.307344645261765 -0.369849443435669j,-0.253637135028839 -0.408555418252945j,-0.195120990276337 -0.439519226551056j,-0.132908463478088 -0.4621522128582j,-0.0681770592927933 -0.476026505231857j,-0.00215171417221433 -0.480879098176956j,0.0639125779271125 -0.476617783308029j,0.128767400979996 -0.463323086500168j,0.19117996096611 -0.44124773144722j,0.249969273805618 -0.41080978512764j,0.304022580385208 -0.372585028409958j,0.352312475442886 -0.327299952507019j,0.393926382064819 -0.275810360908508j,0.428073287010193 -0.219094946980476j,0.454107344150543 -0.158227235078812j,0.471535503864288 -0.0943589955568314j,0.480026453733444 -0.0287041775882245j,0.47941979765892 +0.0374964773654937j,0.469727039337158 +0.102984644472599j,0.451131999492645 +0.166521042585373j
-0.205884039402008 +0.434581518173218j,-0.263618499040604 +0.402187287807465j,-0.316357523202896 +0.362170219421387j,-0.36310076713562 +0.315289050340653j,-0.402962267398834 +0.262432366609573j,-0.435186624526978 +0.204601883888245j,-0.459162801504135 +0.142894566059113j,-0.474437057971954 +0.078478179872036j,-0.480719476938248 +0.0125744407996536j,-0.477891057729721 -0.0535676293075084j,-0.466005325317383 -0.118694424629211j,-0.445287942886353 -0.181570827960968j,-0.416130989789963 -0.241006895899773j,-0.379087299108505 -0.29587522149086j,-0.334858894348145 -0.345135986804962j,-0.284284800291061 -0.387854963541031j,-0.228322118520737 -0.4232237637043j,-0.168032139539719 -0.450571358203888j,-0.104557529091835 -0.469379454851151j,-0.0391012616455556 -0.479291588068008j,0.0270951557904481 -0.480119973421097j,0.0927789434790611 -0.47184893488884j,0.156703487038612 -0.454635411500931j,0.217659801244736 -0.428804785013199j,0.274489283561706 -0.394848018884659j,0.326117962598801 -0.353406846523285j,0.371564537286758 -0.305268913507462j,0.409969210624695 -0.25134551525116j,0.440604865550995 -0.192656949162483j,0.462889164686203 -0.130318656563759j,0.476401031017304 -0.0655087679624558j,0.480883598327637 +0.000540895212907274j,0.476252436637878 +0.0665803179144859j,0.46259480714798 +0.1313596367836j,0.440170347690582 +0.193647623062134j,0.409402757883072 +0.252267152070999j,0.370876878499985 +0.306104034185409j,0.32532212138176 +0.354139596223831j,0.273600339889526 +0.395464509725571j,0.216694623231888 +0.4292933344841j,0.15568034350872 +0.454986780881882j,0.0917172506451608 +0.472056448459625j,0.0260159224271775 +0.480179637670517j,-0.0401802994310855 +0.479202330112457j,-0.105613179504871 +0.469143033027649j,-0.169046178460121 +0.450191885232925j,-0.229273617267609 +0.422709047794342j,-0.285155862569809 +0.3872150182724j,-0.335635125637054 +0.344381183385849j,-0.379751950502396 +0.295021712779999j,-0.416672587394714 +0.240069374442101j,-0.445695281028748 +0.180568665266037j,-0.466271162033081 +0.117645815014839j,-0.478010445833206 +0.052491519600153j,-0.480689972639084 -0.013655824586749j,-0.474259167909622 -0.0795461758971214j,-0.458840191364288 -0.143927112221718j,-0.434725284576416 -0.205580353736877j,-0.402370393276215 -0.263338953256607j,-0.362390547990799 -0.31610506772995j,-0.315542668104172 -0.362880349159241j,-0.262713074684143 -0.402779310941696j,-0.204905897378922 -0.435043573379517j,-0.143213585019112 -0.45906338095665j,-0.0788087472319604 -0.474382251501083j,-0.0129103129729629 -0.480710566043854j,0.0532346107065677 -0.477928251028061j,0.118368804454803 -0.466088145971298j,0.181261375546455 -0.445414006710053j,0.240716859698296 -0.41629883646965j,0.295610278844833 -0.379293918609619j,0.344902575016022 -0.335099309682846j,0.387656778097153 -0.284554988145828j,0.423064976930618 -0.228616148233414j,0.450454145669937 -0.168346062302589j,0.469306290149689 -0.104885458946228j,0.479264229536057 -0.0394352301955224j,0.480138719081879 +0.0267605930566787j,0.471913278102875 +0.0924510508775711j,0.454744189977646 +0.156387507915497j,0.428956747055054 +0.217360138893127j,0.395038664340973 +0.274214833974838j,0.353634625673294 +0.325870960950851j,0.305527061223984 +0.371352314949036j,0.251630365848541 +0.409794449806213j,0.192964732646942 +0.44047012925148j,0.130640283226967 +0.462798476219177j,0.0658416226506234 +0.476355135440826j,-0.000204890835448098 +0.480883866548538j,-0.0662493407726287 +0.476298600435257j,-0.131036385893822 +0.462686508893967j,-0.193341702222824 +0.440304815769196j,-0.251981049776077 +0.409578919410706j,-0.305844813585281 +0.371090680360794j,-0.353913426399231 +0.32556813955307j,-0.395273268222809 +0.27387660741806j,-0.429142653942108 +0.216992869973183j,-0.454877883195877 +0.155998215079308j,-0.47199222445488 +0.0920470580458642j,-0.480161458253861 +0.0263495855033398j,-0.479230284690857 -0.0398454628884792j,-0.469216346740723 -0.10528714209795j,-0.450309872627258 -0.168731570243835j,-0.422869145870209 -0.228978216648102j,-0.387413084506989 -0.284886717796326j,-0.344615608453751 -0.335394412279129j,-0.295285522937775 -0.379546821117401j,-0.2403604388237 -0.416504740715027j,-0.180880039930344 -0.445569008588791j,-0.117969796061516 -0.466189295053482j,-0.0528254993259908 -0.477973639965057j,0.0133218010887503 -0.480699330568314j,0.0792147815227508 -0.474314630031586j,0.14360648393631 -0.458940625190735j,0.205278232693672 -0.434868007898331j,0.263057738542557 -0.402554303407669j,0.315851807594299 -0.362611353397369j,0.362661004066467 -0.315794765949249j,0.402595669031143 -0.262994438409805j,0.434901088476181 -0.205208152532578j,0.458963215351105 -0.143534302711487j
0.10225423425436 +0.469886600971222j,0.0367510691285133 +0.479477494955063j,-0.0294495262205601 +0.479981303215027j,-0.0950919538736344 +0.471388220787048j,-0.158932164311409 +0.453861117362976j,-0.21975938975811 +0.427732557058334j,-0.276422500610352 +0.393497079610825j,-0.327846616506577 +0.351803809404373j,-0.373057246208191 +0.30344295501709j,-0.411196976900101 +0.24933186173439j,-0.441544055938721 +0.190494552254677j,-0.463522732257843 +0.128046900033951j,-0.476716458797455 +0.0631724148988724j,-0.480875164270401 -0.00289934221655133j,-0.475920170545578 -0.0689152330160141j,-0.461945295333862 -0.133625939488411j,-0.439215332269669 -0.195804074406624j,-0.408161073923111 -0.25427120923996j,-0.369371175765991 -0.307919263839722j,-0.323581367731094 -0.355730831623077j,-0.271658301353455 -0.396801084280014j,-0.214586570858955 -0.430350929498673j,-0.153447896242142 -0.455744534730911j,-0.0894009843468666 -0.472500562667847j,-0.0236606150865555 -0.480301469564438j,0.0425291024148464 -0.478999584913254j,0.107912763953209 -0.46861943602562j,0.171250358223915 -0.44935804605484j,0.231343999505043 -0.421579509973526j,0.287051469087601 -0.38581183552742j,0.337320059537888 -0.342730939388275j,0.381194263696671 -0.293155699968338j,0.41784405708313 -0.238024547696114j,0.446575522422791 -0.178380638360977j,0.466842532157898 -0.115357629954815j,0.478261947631836 -0.0501483641564846j,0.480617195367813 +0.0160131622105837j,0.473863631486893 +0.0818693712353707j,0.458128780126572 +0.146175712347031j,0.433711796998978 +0.207709938287735j,0.401075035333633 +0.265307635068893j,0.360835909843445 +0.317878603935242j,0.313759177923203 +0.364423543214798j,0.260734528303146 +0.404062926769257j,0.202769815921783 +0.436043292284012j,0.140962183475494 +0.459759712219238j,0.0764812305569649 +0.474763035774231j,0.0105525646358728 +0.480768114328384j,-0.0555779337882996 +0.477661430835724j,-0.120653256773949 +0.465501993894577j,-0.183441981673241 +0.444520384073258j,-0.24275566637516 +0.415113240480423j,-0.297466933727264 +0.3778395652771j,-0.346541881561279 +0.333403736352921j,-0.389047712087631 +0.282650351524353j,-0.424180269241333 +0.226540148258209j,-0.451274365186691 +0.16613481938839j,-0.469815015792847 +0.102582529187202j,-0.47945186495781 +0.0370842404663563j,-0.480001717805862 -0.0291150659322739j,-0.471454560756683 -0.0947625860571862j,-0.453971743583679 -0.15861588716507j,-0.427885562181473 -0.219461292028427j,-0.39369010925293 -0.276147454977036j,-0.352032154798508 -0.327601402997971j,-0.303703546524048 -0.372845143079758j,-0.249617531895638 -0.411023616790772j,-0.190802186727524 -0.441411226987839j,-0.128370746970177 -0.463433176279068j,-0.0635045766830444 -0.476672321557999j,0.00256334920413794 -0.480877071619034j,0.0685845017433167 -0.475967943668366j,0.133303999900818 -0.462038278579712j,0.195497125387192 -0.439352005720139j,0.253986746072769 -0.408338189125061j,0.3076611161232 -0.369586229324341j,0.355505883693695 -0.323828488588333j,0.39661169052124 -0.2719347178936j,0.430200904607773 -0.214887216687202j,0.455637484788895 -0.153765425086021j,0.472437977790833 -0.0897311046719551j,0.480284929275513 -0.0239943694323301j,0.47902911901474 +0.0421953164041043j,0.468694716691971 +0.107585296034813j,0.449476927518845 +0.170938059687614j,0.42174106836319 +0.23104938864708j,0.386011213064194 +0.286783337593079j,0.342966556549072 +0.337080508470535j,0.293421983718872 +0.380989342927933j,0.238314852118492 +0.417678564786911j,0.178692609071732 +0.446450769901276j,0.115682005882263 +0.466762274503708j,0.0504806861281395 +0.478226959705353j,-0.0156773440539837 +0.480628311634064j,-0.0815400630235672 +0.473920404911041j,-0.145855590701103 +0.458230823278427j,-0.207406878471375 +0.433856815099716j,-0.265028864145279 +0.401259303092957j,-0.317626386880875 +0.361057907342911j,-0.364205449819565 +0.314012318849564j,-0.403880655765534 +0.26101678609848j,-0.435901492834091 +0.203074425458908j,-0.45966163277626 +0.141281634569168j,-0.4747094810009 +0.0768129378557205j,-0.480760663747788 +0.0108866328373551j,-0.477700144052506 -0.055244155228138j,-0.465586185455322 -0.120327986776829j,-0.444647759199143 -0.18313305079937j,-0.415282756090164 -0.242465555667877j,-0.378046214580536 -0.297204315662384j,-0.333645790815353 -0.34630885720253j,-0.282922118902206 -0.388850122690201j,-0.22683484852314 -0.424022734165192j,-0.166450083255768 -0.451158165931702j,-0.102908968925476 -0.469743639230728j,-0.0374192371964455 -0.479425847530365j,0.0287796780467034 -0.480021923780441j,0.094434954226017 -0.471520274877548j,0.158298656344414 -0.45408245921135j,0.219163909554482 -0.428037971258164j,0.275873810052872 -0.393881916999817j
0.367857158184051 +0.309726417064667j,0.321832835674286 +0.357313513755798j,0.269709706306457 +0.398128122091293j,0.212474212050438 +0.431397765874863j,0.151211768388748 +0.456491321325302j,0.0870834961533546 +0.472933202981949j,0.0213047377765178 +0.480411738157272j,-0.0448768623173238 +0.478785336017609j,-0.110208868980408 +0.468084752559662j,-0.173452123999596 +0.448512732982635j,-0.233408018946648 +0.420440286397934j,-0.288940221071243 +0.384399384260178j,-0.338995605707169 +0.341073781251907j,-0.382626891136169 +0.291283369064331j,-0.419006407260895 +0.23597240447998j,-0.447444647550583 +0.176189139485359j,-0.467402458190918 +0.113067544996738j,-0.478502124547958 +0.0478021688759326j,-0.480532944202423 -0.0183691866695882j,-0.473456412553787 -0.0841924026608468j,-0.457406669855118 -0.148419946432114j,-0.432688295841217 -0.209833711385727j,-0.39976903796196 -0.267271488904953j,-0.359273165464401 -0.319643765687943j,-0.311968117952347 -0.365957975387573j,-0.258750468492508 -0.405336320400238j,-0.200629666447639 -0.437032103538513j,-0.138705641031265 -0.460445523262024j,-0.0741527900099754 -0.475132286548615j,-0.00819455273449413 -0.480814069509506j,0.0579189881682397 -0.477383196353912j,0.122934825718403 -0.464904695749283j,0.18561989068985 -0.44361537694931j,0.244787067174912 -0.413918644189835j,0.299316436052322 -0.376376122236252j,0.348171591758728 -0.33170148730278j,0.390429258346558 -0.280738890171051j,0.425286203622818 -0.224457085132599j,0.452083110809326 -0.163921326398849j,0.470312476158142 -0.100277133285999j,0.479627847671509 -0.0347342044115066j,0.479853123426437 +0.0314688384532929j,0.470984131097794 +0.0970736593008042j,0.453188955783844 +0.160838708281517j,0.426804095506668 +0.221557185053825j,0.392331063747406 +0.278074979782105j,0.350421249866486 +0.329323977231979j,0.301871299743652 +0.374330133199692j,0.247600272297859 +0.412241965532303j,0.188635021448135 +0.442341685295105j,0.126096323132515 +0.464057147502899j,0.0611660256981849 +0.476978033781052j,-0.00492172548547395 +0.480858713388443j,-0.0709161832928658 +0.475626140832901j,-0.135568425059319 +0.461378931999207j,-0.197649568319321 +0.438387930393219j,-0.255986332893372 +0.407087594270706j,-0.309470027685165 +0.368072867393494j,-0.357088565826416 +0.32208240032196j,-0.39794060587883 +0.269986301660538j,-0.431249618530273 +0.212774753570557j,-0.456386148929596 +0.15152895450592j,-0.472872376441956 +0.0874129980802535j,-0.480396717786789 +0.0216403920203447j,-0.478816390037537 -0.0445441491901875j,-0.468161433935165 -0.109882690012455j,-0.448633849620819 -0.173138692975044j,-0.420602828264236 -0.233114987611771j,-0.384601175785065 -0.288671553134918j,-0.341309249401092 -0.338758528232575j,-0.291549921035767 -0.38242381811142j,-0.236265107989311 -0.418841421604157j,-0.176500886678696 -0.447321772575378j,-0.113393202424049 -0.467323571443558j,-0.0481346622109412 -0.478468805551529j,0.0180343538522721 -0.48054563999176j,0.0838615596294404 -0.473515123128891j,0.148101180791855 -0.457509964704514j,0.209532171487808 -0.432834386825561j,0.26699361205101 -0.39995464682579j,0.319393366575241 -0.359495788812637j,0.36573988199234 -0.312223732471466j,0.405155926942825 -0.259032845497131j,0.436892211437225 -0.200934141874313j,0.460349023342133 -0.139025583863258j,0.475080519914627 -0.0744838491082191j,0.480808228254318 -0.00853050686419002j,0.477423459291458 +0.0575863458216191j,0.464990466833115 +0.122609965503216j,0.443744242191315 +0.185311570763588j,0.414088636636734 +0.244499370455742j,0.376585185527801 +0.299053400754929j,0.331943333148956 +0.347941011190414j,0.281011641025543 +0.390233010053635j,0.224754169583321 +0.425129264593124j,0.164235442876816 +0.451969087123871j,0.100605718791485 +0.470242321491241j,0.0350674837827682 +0.479603588581085j,-0.0311335530132056 +0.479875028133392j,-0.0967445522546769 +0.471051841974258j,-0.160523757338524 +0.453300625085831j,-0.221258908510208 +0.426958829164505j,-0.277802258729935 +0.392524182796478j,-0.329079061746597 +0.350651264190674j,-0.374119132757187 +0.302132785320282j,-0.412069797515869 +0.247886672616005j,-0.442209780216217 +0.188944056630134j,-0.46396940946579 +0.126418769359589j,-0.476935178041458 +0.0614992752671241j,-0.48086205124855 -0.00458574108779439j,-0.475675314664841 -0.0705856755375863j,-0.461473554372787 -0.135246023535729j,-0.438525170087814 -0.197344869375229j,-0.407266348600388 -0.255701869726181j,-0.368289023637772 -0.309212744235992j,-0.322330474853516 -0.35686469078064j,-0.270264267921448 -0.397751867771149j,-0.213076025247574 -0.431100845336914j,-0.151847794651985 -0.456280142068863j,-0.0877433866262435 -0.472811192274094j,-0.0219742152839898 -0.480381578207016j
