-0.703865468502045 -0.312983244657516j,-0.693954586982727 -0.334383279085159j,-0.683393001556396 -0.355470210313797j,-0.67219090461731 -0.37622395157814j,-0.660358965396881 -0.396624743938446j,-0.647907793521881 -0.416654050350189j,-0.634849309921265 -0.436292827129364j,-0.621196031570435 -0.455522328615189j,-0.606960237026215 -0.474325209856033j,-0.592155516147614 -0.492683440446854j,-0.576795995235443 -0.510579586029053j,-0.560895562171936 -0.527997434139252j,-0.544469356536865 -0.544920325279236j,-0.527532875537872 -0.561332523822784j,-0.510102152824402 -0.577218294143677j,-0.492192983627319 -0.592563211917877j,-0.473822504281998 -0.607352733612061j,-0.455008149147034 -0.621572732925415j,-0.435767084360123 -0.635210335254669j,-0.416117489337921 -0.648252546787262j,-0.396078169345856 -0.660686910152435j,-0.37566727399826 -0.672502219676971j,-0.354904264211655 -0.683687090873718j,-0.333808600902557 -0.694231152534485j,-0.31240040063858 -0.704124331474304j,-0.290698975324631 -0.71335768699646j,-0.268725097179413 -0.721922338008881j,-0.246499687433243 -0.729810237884521j,-0.224042877554893 -0.737014174461365j,-0.201376095414162 -0.743527293205261j,-0.178520500659943 -0.749343395233154j,-0.155497968196869 -0.754457056522369j,-0.132329300045967 -0.758863687515259j,-0.109036594629288 -0.762558937072754j,-0.0856420695781708 -0.765539348125458j,-0.0621668770909309 -0.767802357673645j,-0.0386334434151649 -0.76934552192688j,-0.0150641426444054 -0.770167648792267j,0.00851963181048632 -0.770267844200134j,0.0320954285562038 -0.769646048545837j,0.0556407794356346 -0.768302798271179j,0.0791343450546265 -0.76623946428299j,0.102553717792034 -0.763457834720612j,0.125876978039742 -0.75996059179306j,0.149081870913506 -0.755751073360443j,0.172147393226624 -0.75083315372467j,0.195051565766335 -0.745211362838745j,0.217772543430328 -0.738891184329987j,0.240289762616158 -0.731878399848938j,0.26258173584938 -0.72417950630188j,0.284627228975296 -0.715801954269409j,0.306406289339066 -0.706753313541412j,0.327898144721985 -0.697042226791382j,0.34908264875412 -0.686677813529968j,0.369939595460892 -0.67566990852356j,0.390450119972229 -0.664028465747833j,0.410594701766968 -0.651764631271362j,0.430354058742523 -0.638890027999878j,0.449710637331009 -0.625416159629822j,0.468645125627518 -0.611356556415558j,0.487140327692032 -0.596723914146423j,0.505179464817047 -0.581531405448914j,0.522744536399841 -0.565794348716736j,0.539819657802582 -0.549526929855347j,0.556389272212982 -0.53274393081665j,0.57243686914444 -0.515462100505829j,0.587947905063629 -0.497697085142136j,0.602908313274384 -0.47946497797966j,0.617303133010864 -0.460784077644348j,0.631119310855865 -0.441671282052994j,0.644344389438629 -0.422143846750259j,0.65696507692337 -0.402221351861954j,0.668969988822937 -0.381921827793121j,0.68034815788269 -0.36126372218132j,0.691088318824768 -0.34026762843132j,0.701180696487427 -0.318952560424805j,0.710616171360016 -0.297337889671326j,0.719385147094727 -0.275445163249969j,0.727479994297028 -0.253294289112091j,0.734893083572388 -0.230905279517174j,0.741617143154144 -0.20830050110817j,0.747646272182465 -0.185499802231789j,0.752974390983582 -0.162525951862335j,0.757596731185913 -0.139399737119675j,0.761509120464325 -0.116142131388187j,0.764707565307617 -0.0927764028310776j,0.767189264297485 -0.0693237334489822j,0.768951833248138 -0.0458053424954414j,0.769993662834167 -0.0222447384148836j,0.770313739776611 +0.00133673124946654j,0.769911825656891 +0.0249176677316427j,0.76878821849823 +0.0484745092689991j,0.766943991184235 +0.0719859227538109j,0.764380872249603 +0.0954305902123451j,0.761101365089417 +0.118785075843334j,0.757108390331268 +0.142028212547302j,0.752405643463135 +0.165138959884644j,0.746997773647308 +0.188094198703766j,0.740889728069305 +0.210873112082481j,0.73408704996109 +0.233455076813698j,0.726596534252167 +0.255817532539368j,0.718424916267395 +0.277940213680267j,0.709579646587372 +0.299803018569946j,0.700069546699524 +0.321384161710739j,0.689902901649475 +0.34266471862793j,0.679089903831482 +0.363623410463333j,0.667640447616577 +0.384241282939911j,0.655564785003662 +0.404499620199203j,0.642875015735626 +0.42437818646431j,0.629582643508911 +0.443858981132507j,0.615699768066406 +0.462924301624298j,0.601240158081055 +0.481555163860321j,0.586217045783997 +0.499734610319138j,0.570643961429596 +0.517446219921112j,0.554536461830139 +0.534672260284424j,0.537909209728241 +0.551397144794464j,0.520777225494385 +0.567605674266815j,0.503157615661621 +0.583281695842743j,0.485066413879395 +0.598410964012146j,0.466519922018051 +0.612979829311371j,0.447536796331406 +0.626973628997803j
-0.739699065685272 -0.215012520551682j,-0.732770442962646 -0.237555399537086j,-0.725154876708984 -0.259875953197479j,-0.716859579086304 -0.281952947378159j,-0.70789247751236 -0.303765296936035j,-0.698261678218842 -0.325293242931366j,-0.68797641992569 -0.346516281366348j,-0.677046418190002 -0.367414206266403j,-0.665481686592102 -0.387968063354492j,-0.653293132781982 -0.408158272504807j,-0.64049243927002 -0.427965581417084j,-0.6270911693573 -0.447372049093246j,-0.61310213804245 -0.466359168291092j,-0.598538398742676 -0.484909176826477j,-0.58341383934021 -0.503004372119904j,-0.567742228507996 -0.520628333091736j,-0.551538407802582 -0.537764310836792j,-0.534817934036255 -0.554395973682404j,-0.517595827579498 -0.570508241653442j,-0.499888569116592 -0.586085736751556j,-0.481713086366653 -0.601113617420197j,-0.463085770606995 -0.615578353404999j,-0.444024384021759 -0.629465997219086j,-0.424546748399734 -0.642763733863831j,-0.404671519994736 -0.655458629131317j,-0.384416669607162 -0.667539477348328j,-0.3638014793396 -0.678994536399841j,-0.342845588922501 -0.689813017845154j,-0.321568042039871 -0.699985086917877j,-0.299989074468613 -0.709500968456268j,-0.278128951787949 -0.718351900577545j,-0.256008416414261 -0.72652930021286j,-0.233647570014 -0.734025835990906j,-0.211067765951157 -0.740834355354309j,-0.188290432095528 -0.746948301792145j,-0.165336281061172 -0.752362310886383j,-0.142227098345757 -0.757071077823639j,-0.118985034525394 -0.761070072650909j,-0.0956310257315636 -0.764355838298798j,-0.0721874088048935 -0.766925096511841j,-0.0486764833331108 -0.768775463104248j,-0.0251195691525936 -0.769905269145966j,-0.00153910054359585 -0.770313382148743j,0.0220428109169006 -0.769999504089355j,0.0456036701798439 -0.768963813781738j,0.0691221803426743 -0.767207384109497j,0.0925758853554726 -0.764731884002686j,0.11594245582819 -0.76153951883316j,0.139200702309608 -0.757633328437805j,0.162328481674194 -0.753016948699951j,0.185303747653961 -0.747694909572601j,0.208105683326721 -0.741671860218048j,0.230712547898293 -0.734953641891479j,0.253103137016296 -0.727546513080597j,0.275256156921387 -0.719457507133484j,0.297151505947113 -0.710694074630737j,0.318768352270126 -0.701264441013336j,0.340086042881012 -0.691177666187286j,0.361085295677185 -0.680442869663239j,0.381746083498001 -0.669070303440094j,0.402048766613007 -0.657070696353912j,0.421975165605545 -0.644454836845398j,0.441505432128906 -0.631235301494598j,0.460621893405914 -0.617424190044403j,0.479307174682617 -0.603033781051636j,0.497542589902878 -0.588078618049622j,0.515311658382416 -0.572572231292725j,0.532598257064819 -0.556528687477112j,0.549385130405426 -0.539964020252228j,0.565657019615173 -0.522893190383911j,0.581399202346802 -0.505331695079803j,0.596595883369446 -0.487297058105469j,0.611233413219452 -0.468805730342865j,0.62529844045639 -0.449874341487885j,0.638776957988739 -0.430521905422211j,0.651656687259674 -0.410765886306763j,0.663926005363464 -0.39062425494194j,0.675572693347931 -0.370117098093033j,0.686586081981659 -0.349263042211533j,0.696956276893616 -0.328080922365189j,0.706672847270966 -0.306591957807541j,0.71572732925415 -0.284814924001694j,0.72411060333252 -0.262771606445312j,0.731815218925476 -0.240482032299042j,0.738834083080292 -0.217966288328171j,0.745160162448883 -0.195246964693069j,0.750787854194641 -0.172344624996185j,0.75571197271347 -0.149280071258545j,0.75992751121521 -0.126076251268387j,0.763430893421173 -0.102754279971123j,0.766218662261963 -0.0793352648615837j,0.768288195133209 -0.0558426044881344j,0.769637584686279 -0.0322976261377335j,0.770265579223633 -0.00872162170708179j,0.770171582698822 +0.0148618090897799j,0.769355654716492 +0.0384313128888607j,0.767818570137024 +0.0619655251502991j,0.765561819076538 +0.0854409262537956j,0.762587547302246 +0.108836263418198j,0.758898317813873 +0.132130280137062j,0.754497945308685 +0.155299738049507j,0.749390304088593 +0.178323641419411j,0.743580043315887 +0.201181083917618j,0.737073004245758 +0.223849266767502j,0.729874849319458 +0.24630831182003j,0.72199285030365 +0.268535792827606j,0.713434040546417 +0.290511578321457j,0.704206228256226 +0.312215715646744j,0.69431871175766 +0.333626538515091j,0.683780312538147 +0.354724645614624j,0.67260068655014 +0.37549090385437j,0.660790920257568 +0.395904570817947j,0.64836186170578 +0.415947139263153j,0.635324597358704 +0.435600459575653j,0.62169224023819 +0.454844862222672j,0.607477188110352 +0.473662912845612j,0.592692255973816 +0.492037564516068j,0.577352225780487 +0.509950459003448j,0.561471104621887 +0.527385354042053j,0.545063138008118 +0.544326484203339j,0.528144776821136 +0.560756802558899j
-0.761967062950134 -0.113098569214344j,-0.758147835731506 -0.136370897293091j,-0.753617823123932 -0.159515738487244j,-0.748381435871124 -0.182511076331139j,-0.742443680763245 -0.205334976315498j,-0.735809922218323 -0.227966770529747j,-0.728486478328705 -0.250384867191315j,-0.720480263233185 -0.272567927837372j,-0.71179860830307 -0.294495850801468j,-0.702449798583984 -0.316147744655609j,-0.692442655563354 -0.337502956390381j,-0.681786358356476 -0.358542144298553j,-0.670490980148315 -0.37924525141716j,-0.658567130565643 -0.399592906236649j,-0.646026134490967 -0.4195656478405j,-0.632879436016083 -0.439145475625992j,-0.619139492511749 -0.458313643932343j,-0.604819416999817 -0.477051943540573j,-0.589932262897491 -0.4953433573246j,-0.57449209690094 -0.513170480728149j,-0.558513700962067 -0.53051632642746j,-0.542011499404907 -0.547365128993988j,-0.525001287460327 -0.563700914382935j,-0.507498979568481 -0.579508304595947j,-0.489521235227585 -0.594772279262543j,-0.471084386110306 -0.609478950500488j,-0.452205955982208 -0.623614370822906j,-0.432903975248337 -0.637165009975433j,-0.413195848464966 -0.65011864900589j,-0.393100500106812 -0.662462890148163j,-0.372636646032333 -0.674186229705811j,-0.351823806762695 -0.68527740240097j,-0.330680936574936 -0.69572639465332j,-0.309228032827377 -0.705523252487183j,-0.287485688924789 -0.714658737182617j,-0.265473455190659 -0.723124384880066j,-0.243212446570396 -0.730912327766418j,-0.220723778009415 -0.738014996051788j,-0.198027864098549 -0.744426012039185j,-0.175146356225014 -0.750139236450195j,-0.152101039886475 -0.755149245262146j,-0.128912806510925 -0.759451508522034j,-0.105603702366352 -0.763041913509369j,-0.0821956023573875 -0.765917062759399j,-0.0587108582258224 -0.76807427406311j,-0.0351706966757774 -0.769511580467224j,-0.011597566306591 -0.770227611064911j,0.0119860544800758 -0.770221710205078j,0.0355587974190712 -0.769493758678436j,0.0590982474386692 -0.768044590950012j,0.0825819000601768 -0.765875577926636j,0.105988517403603 -0.76298850774765j,0.12929579615593 -0.759386420249939j,0.152481883764267 -0.755072414875031j,0.175524696707726 -0.750050783157349j,0.19840332865715 -0.744326055049896j,0.221095979213715 -0.737903594970703j,0.243581056594849 -0.730789601802826j,0.265838146209717 -0.722990453243256j,0.287846058607101 -0.714513659477234j,0.309583842754364 -0.705367267131805j,0.331031769514084 -0.695559501647949j,0.352169424295425 -0.685099840164185j,0.372976958751678 -0.67399799823761j,0.393434584140778 -0.662264585494995j,0.413523703813553 -0.649910151958466j,0.433224946260452 -0.636946797370911j,0.452520728111267 -0.623386025428772j,0.471391707658768 -0.609241306781769j,0.489820867776871 -0.594525575637817j,0.507791459560394 -0.579252064228058j,0.525285542011261 -0.563436090946198j,0.542287290096283 -0.547091960906982j,0.558781206607819 -0.530234575271606j,0.57475084066391 -0.512880682945251j,0.590181767940521 -0.495046019554138j,0.60505998134613 -0.47674685716629j,0.619370579719543 -0.458001345396042j,0.633100628852844 -0.438826501369476j,0.646237671375275 -0.419239789247513j,0.658768534660339 -0.399260669946671j,0.670682311058044 -0.378906756639481j,0.68196713924408 -0.358198255300522j,0.692612648010254 -0.337154000997543j,0.702609300613403 -0.315793067216873j,0.711947083473206 -0.294136822223663j,0.720617532730103 -0.272204846143723j,0.728612780570984 -0.250017106533051j,0.735924780368805 -0.227595642209053j,0.74254709482193 -0.204960837960243j,0.748473465442657 -0.182133257389069j,0.753698170185089 -0.159135654568672j,0.758216440677643 -0.135988861322403j,0.762024104595184 -0.112713895738125j,0.765117347240448 -0.0893340185284615j,0.767493486404419 -0.0658703818917274j,0.769150257110596 -0.0423442870378494j,0.770085990428925 -0.0187792312353849j,0.770299971103668 +0.00480341864749789j,0.769791901111603 +0.0283823125064373j,0.768562257289886 +0.0519338510930538j,0.76661229133606 +0.0754367187619209j,0.763943672180176 +0.098869614303112j,0.760559022426605 +0.122209116816521j,0.756461381912231 +0.145434781908989j,0.751654803752899 +0.168523386120796j,0.746143758296967 +0.19145405292511j,0.739933013916016 +0.214205965399742j,0.733029007911682 +0.236756384372711j,0.725437879562378 +0.259084910154343j,0.717166543006897 +0.281171262264252j,0.708223223686218 +0.302993357181549j,0.698616087436676 +0.324531495571136j,0.688353776931763 +0.345766067504883j,0.677446603775024 +0.36667588353157j,0.665904462337494 +0.387242019176483j,0.653737723827362 +0.407445818185806j,0.640958666801453 +0.427267074584961j,0.627578735351562 +0.446687817573547j,0.613610148429871 +0.465690493583679j,0.599066913127899 +0.484256088733673j
-0.77026104927063 -0.00911047868430614j,-0.769621193408966 -0.0326854288578033j,-0.768259882926941 -0.0562300942838192j,-0.766178548336029 -0.0797220692038536j,-0.763378977775574 -0.103138945996761j,-0.75986385345459 -0.126459509134293j,-0.755636513233185 -0.149661540985107j,-0.750700891017914 -0.172722920775414j,-0.745061635971069 -0.195622771978378j,-0.738723933696747 -0.218339249491692j,-0.731693923473358 -0.240850731730461j,-0.723977982997894 -0.263136804103851j,-0.715583443641663 -0.285176217556j,-0.706518113613129 -0.306948333978653j,-0.69679069519043 -0.328432381153107j,-0.686410009860992 -0.349608927965164j,-0.675385892391205 -0.370457768440247j,-0.663728952407837 -0.390959054231644j,-0.651449620723724 -0.411094188690186j,-0.638559699058533 -0.430844008922577j,-0.625071465969086 -0.450189679861069j,-0.610997140407562 -0.469113647937775j,-0.596350073814392 -0.487597912549973j,-0.581143975257874 -0.505625128746033j,-0.565393447875977 -0.523178100585938j,-0.549112677574158 -0.540241003036499j,-0.532317221164703 -0.556797504425049j,-0.515023112297058 -0.572831809520721j,-0.497245937585831 -0.588329493999481j,-0.479002684354782 -0.603275656700134j,-0.460310429334641 -0.617656409740448j,-0.441187024116516 -0.631457924842834j,-0.421649783849716 -0.64466780424118j,-0.401717275381088 -0.657273411750793j,-0.381408601999283 -0.669262707233429j,-0.360742092132568 -0.680624902248383j,-0.339737385511398 -0.691349148750305j,-0.318414598703384 -0.701425135135651j,-0.296793043613434 -0.710843861103058j,-0.274893254041672 -0.719596266746521j,-0.252736151218414 -0.727674067020416j,-0.230341821908951 -0.735069870948792j,-0.207731574773788 -0.741776704788208j,-0.184926614165306 -0.74778825044632j,-0.161948665976524 -0.753098726272583j,-0.138818591833115 -0.757703423500061j,-0.115558348596096 -0.76159793138504j,-0.0921901911497116 -0.7647784948349j,-0.0687352195382118 -0.767242193222046j,-0.045215830206871 -0.768986761569977j,-0.0216544456779957 -0.770010471343994j,0.00192761444486678 -0.770312547683716j,0.0255078710615635 -0.769892513751984j,0.049064215272665 -0.768750786781311j,0.0725741982460022 -0.766888618469238j,0.0960165113210678 -0.764307498931885j,0.119368858635426 -0.761009991168976j,0.142608925700188 -0.75699919462204j,0.16571569442749 -0.752278804779053j,0.188667118549347 -0.746853291988373j,0.211441367864609 -0.740727782249451j,0.234017759561539 -0.733907878398895j,0.256374806165695 -0.726400077342987j,0.27849155664444 -0.718211352825165j,0.300346881151199 -0.709349572658539j,0.321921080350876 -0.699822783470154j,0.343193471431732 -0.689639985561371j,0.364143878221512 -0.678810954093933j,0.384753286838531 -0.667345464229584j,0.405001729726791 -0.655254662036896j,0.424871176481247 -0.642549276351929j,0.444341778755188 -0.62924200296402j,0.463395893573761 -0.615344941616058j,0.482016205787659 -0.600870609283447j,0.500184118747711 -0.585833549499512j,0.517883241176605 -0.57024735212326j,0.535097479820251 -0.554126143455505j,0.55180960893631 -0.53748607635498j,0.568004488945007 -0.520342171192169j,0.583667457103729 -0.502710044384003j,0.598782896995544 -0.484607249498367j,0.613337457180023 -0.466049581766129j,0.62731671333313 -0.447055727243423j,0.640708029270172 -0.427642792463303j,0.653499126434326 -0.407828390598297j,0.665677309036255 -0.38763239979744j,0.67723149061203 -0.367073059082031j,0.688151299953461 -0.346168965101242j,0.698425710201263 -0.324941039085388j,0.708045423030853 -0.303408533334732j,0.717001795768738 -0.28159099817276j,0.725285828113556 -0.259510189294815j,0.732890069484711 -0.237186118960381j,0.739807546138763 -0.214639037847519j,0.74603134393692 -0.1918915361166j,0.751555919647217 -0.168964043259621j,0.756376147270203 -0.145877555012703j,0.760487258434296 -0.122655034065247j,0.76388555765152 -0.0993175208568573j,0.766567945480347 -0.0758861973881721j,0.768531739711761 -0.0523844584822655j,0.769775092601776 -0.0288336556404829j,0.770297050476074 -0.00525505188852549j,0.770096838474274 +0.0183277130126953j,0.769174873828888 +0.0418940559029579j,0.767531931400299 +0.065420389175415j,0.765169620513916 +0.0888853892683983j,0.762089908123016 +0.112267814576626j,0.758296012878418 +0.135544270277023j,0.753791332244873 +0.158693686127663j,0.748579978942871 +0.181695073843002j,0.742667138576508 +0.20452544093132j,0.736058175563812 +0.227164104580879j,0.728758990764618 +0.249590516090393j,0.720776975154877 +0.27178230881691j,0.712119400501251 +0.293719351291656j,0.702794075012207 +0.315381735563278j,0.692810237407684 +0.336747854948044j,0.682177007198334 +0.357798337936401j,0.670904040336609 +0.3785140812397j,0.659002542495728 +0.398874372243881j
-0.764428973197937 +0.0950447022914886j,-0.766980171203613 +0.071599468588829j,-0.768812596797943 +0.048086766153574j,-0.769924342632294 +0.0245289914309978j,-0.770314335823059 +0.000948589411564171j,-0.769982397556305 -0.022633071988821j,-0.768928647041321 -0.0461935177445412j,-0.767154216766357 -0.0697102919220924j,-0.764660656452179 -0.0931621044874191j,-0.761450350284576 -0.116526581346989j,-0.757526397705078 -0.139781445264816j,-0.752892315387726 -0.162905693054199j,-0.747552514076233 -0.185877233743668j,-0.74151200056076 -0.208674520254135j,-0.734776556491852 -0.231275871396065j,-0.727352261543274 -0.253660798072815j,-0.719246208667755 -0.275807946920395j,-0.710466086864471 -0.297696262598038j,-0.701019883155823 -0.319305837154388j,-0.69091659784317 -0.340616106987j,-0.680165827274323 -0.361606806516647j,-0.668777406215668 -0.382258892059326j,-0.65676212310791 -0.402552634477615j,-0.644131183624268 -0.422469079494476j,-0.630896687507629 -0.441989213228226j,-0.61707067489624 -0.461095362901688j,-0.602666199207306 -0.479769319295883j,-0.58769702911377 -0.497993260622025j,-0.572176814079285 -0.515750706195831j,-0.556120276451111 -0.533024728298187j,-0.539542436599731 -0.549799144268036j,-0.522459089756012 -0.566057920455933j,-0.504885852336884 -0.581786394119263j,-0.486839294433594 -0.596969485282898j,-0.468336701393127 -0.611592829227448j,-0.449394851922989 -0.625643134117126j,-0.430031776428223 -0.639107048511505j,-0.410265892744064 -0.651971638202667j,-0.390115201473236 -0.664225339889526j,-0.369598776102066 -0.675856351852417j,-0.348736256361008 -0.686853766441345j,-0.327546536922455 -0.697207510471344j,-0.306049764156342 -0.70690780878067j,-0.284266203641891 -0.715945422649384j,-0.262216448783875 -0.724311828613281j,-0.239920601248741 -0.731999456882477j,-0.21739986538887 -0.739000916481018j,-0.19467568397522 -0.74530965089798j,-0.171768695116043 -0.750919818878174j,-0.148700684309006 -0.75582617521286j,-0.125493675470352 -0.760023951530457j,-0.102168656885624 -0.763509452342987j,-0.0787478685379028 -0.766279280185699j,-0.0552532821893692 -0.768330752849579j,-0.0317072570323944 -0.769662141799927j,-0.00813115295022726 -0.770272016525269j,0.0154525823891163 -0.770159900188446j,0.0390214659273624 -0.769325971603394j,0.0625541061162949 -0.767770826816559j,0.0860281437635422 -0.765496075153351j,0.109421193599701 -0.762503802776337j,0.13271202147007 -0.758796811103821j,0.155878439545631 -0.7543785572052j,0.17889878153801 -0.749253213405609j,0.201751053333282 -0.743425607681274j,0.224414572119713 -0.736901044845581j,0.246867761015892 -0.729685842990875j,0.269089192152023 -0.721786737442017j,0.291058719158173 -0.713210999965668j,0.312755465507507 -0.703966736793518j,0.334158718585968 -0.69406270980835j,0.355249047279358 -0.683508038520813j,0.376006424427032 -0.672312617301941j,0.396411031484604 -0.660487294197083j,0.416444391012192 -0.648042619228363j,0.436087071895599 -0.634990692138672j,0.455321609973907 -0.621343195438385j,0.474128752946854 -0.607113659381866j,0.492491513490677 -0.592315137386322j,0.51039320230484 -0.576960921287537j,0.527815878391266 -0.561066389083862j,0.544744372367859 -0.544645428657532j,0.561161756515503 -0.527714490890503j,0.577053189277649 -0.510288894176483j,0.592404127120972 -0.492384403944016j,0.607199370861053 -0.474019020795822j,0.62142550945282 -0.455209285020828j,0.635069489479065 -0.435972273349762j,0.648117899894714 -0.416327238082886j,0.660558700561523 -0.396291941404343j,0.672380805015564 -0.375884562730789j,0.683572232723236 -0.355125486850739j,0.694122970104218 -0.33403354883194j,0.704023361206055 -0.312627881765366j,0.71326357126236 -0.290929824113846j,0.721835255622864 -0.268959075212479j,0.729730546474457 -0.246735528111458j,0.736941635608673 -0.224281400442123j,0.743461966514587 -0.201617047190666j,0.749285578727722 -0.178762972354889j,0.754406690597534 -0.155742079019547j,0.758820772171021 -0.132575199007988j,0.762523591518402 -0.109283357858658j,0.765511631965637 -0.0858898088335991j,0.767782211303711 -0.0624149814248085j,0.769333004951477 -0.03888238966465j,0.77016270160675 -0.0153133776038885j,0.770270526409149 +0.00827072653919458j,0.769656360149384 +0.031846359372139j,0.768320798873901 +0.0553921572864056j,0.766264975070953 +0.0788867548108101j,0.763490974903107 +0.102306641638279j,0.760001301765442 +0.125630661845207j,0.755799233913422 +0.148837670683861j,0.750888764858246 +0.171904399991035j,0.745274543762207 +0.194810032844543j,0.738961517810822 +0.217533767223358j,0.73195606470108 +0.24005289375782j,0.724264562129974 +0.262347012758255j,0.715893924236298 +0.284395933151245j,0.706852495670319 +0.306177586317062j
-0.744577705860138 +0.197456777095795j,-0.750273287296295 +0.174571260809898j,-0.755265712738037 +0.151521742343903j,-0.759550154209137 +0.128330186009407j,-0.763122618198395 +0.105018720030785j,-0.765979886054993 +0.0816084519028664j,-0.768119156360626 +0.0581216625869274j,-0.769538342952728 +0.0345807820558548j,-0.770236313343048 +0.0110071208328009j,-0.770212233066559 -0.0125768482685089j,-0.769466280937195 -0.0361487008631229j,-0.767999053001404 -0.0596869736909866j,-0.76581197977066 -0.0831693485379219j,-0.762907028198242 -0.106573767960072j,-0.759287059307098 -0.129877895116806j,-0.754955291748047 -0.153060674667358j,-0.749915957450867 -0.176099985837936j,-0.74417370557785 -0.198973849415779j,-0.737733840942383 -0.221661582589149j,-0.730602502822876 -0.244141548871994j,-0.722786486148834 -0.266392320394516j,-0.714292764663696 -0.28839373588562j,-0.705129563808441 -0.310124814510345j,-0.695305407047272 -0.331565231084824j,-0.684829711914062 -0.352694511413574j,-0.673711895942688 -0.373493522405624j,-0.661962568759918 -0.393942445516586j,-0.649592995643616 -0.414021819829941j,-0.636614322662354 -0.433713406324387j,-0.6230388879776 -0.452998459339142j,-0.608879506587982 -0.471858888864517j,-0.594149649143219 -0.490276783704758j,-0.578862607479095 -0.508235335350037j,-0.563032984733582 -0.525717556476593j,-0.546675860881805 -0.542706787586212j,-0.529806017875671 -0.559187471866608j,-0.512439668178558 -0.575144112110138j,-0.49459320306778 -0.590561330318451j,-0.476282835006714 -0.605425238609314j,-0.457526087760925 -0.619721710681915j,-0.438340753316879 -0.633437037467957j,-0.418744266033173 -0.646558821201324j,-0.398755222558975 -0.659074604511261j,-0.378392457962036 -0.670972645282745j,-0.357675313949585 -0.682241499423981j,-0.336622625589371 -0.69287109375j,-0.315254390239716 -0.702851176261902j,-0.29359096288681 -0.712172389030457j,-0.271652042865753 -0.720826148986816j,-0.249458461999893 -0.728804230690002j,-0.227031424641609 -0.736099064350128j,-0.204391196370125 -0.742704093456268j,-0.181559413671494 -0.748612880706787j,-0.158557444810867 -0.75382000207901j,-0.135407194495201 -0.758320510387421j,-0.112129710614681 -0.762110233306885j,-0.088747076690197 -0.765185654163361j,-0.0652816370129585 -0.767543733119965j,-0.0417546629905701 -0.769182443618774j,-0.0181885249912739 -0.770100176334381j,0.00539429020136595 -0.770296037197113j,0.0289724189788103 -0.769769906997681j,0.0525233745574951 -0.768522202968597j,0.0760247409343719 -0.766554176807404j,0.0994552224874496 -0.763867616653442j,0.122792474925518 -0.760465085506439j,0.146014630794525 -0.756349682807922j,0.169099554419518 -0.751525461673737j,0.19202633202076 -0.745996654033661j,0.214773133397102 -0.739768624305725j,0.237318247556686 -0.732847273349762j,0.259641289710999 -0.725238919258118j,0.28172093629837 -0.71695077419281j,0.303536206483841 -0.707990765571594j,0.3250672519207 -0.698366940021515j,0.346293658018112 -0.688088536262512j,0.367195427417755 -0.67716509103775j,0.387752711772919 -0.665607213973999j,0.407946527004242 -0.653425335884094j,0.427758604288101 -0.640630722045898j,0.447169095277786 -0.627235889434814j,0.466161042451859 -0.613252758979797j,0.484715461730957 -0.598695278167725j,0.502815544605255 -0.583576560020447j,0.520444869995117 -0.567910432815552j,0.537585854530334 -0.551712393760681j,0.554222881793976 -0.534997284412384j,0.570340991020203 -0.517780184745789j,0.585923969745636 -0.500078201293945j,0.600957751274109 -0.481907576322556j,0.615428686141968 -0.463284641504288j,0.629322290420532 -0.444228023290634j,0.642626047134399 -0.424755036830902j,0.65532785654068 -0.404883295297623j,0.667415022850037 -0.384632676839828j,0.678876578807831 -0.364021509885788j,0.689702212810516 -0.343068510293961j,0.699880957603455 -0.32179456949234j,0.709403693675995 -0.300218999385834j,0.71826183795929 -0.27836138010025j,0.726446390151978 -0.256243497133255j,0.733950078487396 -0.23388546705246j,0.740765988826752 -0.211307480931282j,0.746887385845184 -0.188532143831253j,0.75230884552002 -0.165579363703728j,0.757025003433228 -0.142472103238106j,0.761031568050385 -0.119231291115284j,0.764324903488159 -0.095878005027771j,0.766901671886444 -0.0724355950951576j,0.768759667873383 -0.0489252656698227j,0.769897103309631 -0.0253683310002089j,0.77031284570694 -0.00178839813452214j,0.770006597042084 +0.0217932648956776j,0.768978536128998 +0.0453551970422268j,0.767229735851288 +0.0688738897442818j,0.764761805534363 +0.0923280492424965j,0.761576950550079 +0.115696370601654j,0.757678329944611 +0.138955518603325j,0.753069579601288 +0.162084430456161j,0.747754693031311 +0.185062125325203j,0.741739153862 +0.207865640521049j
