-0.0300091202707574 +0.0550812674636994j,-0.0233444764034774 +0.0590181942086905j,-0.0162283481294604 +0.062111935659682j,-0.0087740157519806 +0.0643169800907001j,-0.00109857360272066 +0.0656038833494889j,0.00667947208732933 +0.065959380190618j,0.0144424482692706 +0.0653862041825767j,0.0220757983629712 +0.0639025158308837j,0.0294700914629963 +0.0615410364437642j,0.0365229056202456 +0.058347898556055j,0.0431404417612585 +0.0543813090174369j,0.0492389176788865 +0.0497099499488487j,0.0547456746507032 +0.0444113013040854j,0.059599967104288 +0.0385698702542778j,0.0637535203584627 +0.0322753165032821j,0.0671707793997027 +0.025620650355319j,0.0698288700496585 +0.0187004130002001j,0.0717173626304366 +0.0116089927219143j,0.0728377766263406 +0.00443901046188295j,0.0732028875901614 -0.00272016788582589j,0.0728358738451246 -0.00978369359484499j,0.0717693735395134 -0.0166723974221031j,0.0700443181074363 -0.0233137312100909j,0.0677088453941123 -0.0296425110525684j,0.0648170429539377 -0.0356015183566105j,0.0614277409609358 -0.041141845245343j,0.0576033212966365 -0.0462231545931154j,0.0534084882953948 -0.0508136772611107j,0.0489091870321373 -0.0548901627036141j,0.0441715279357569 -0.0584375816315354j,0.039260786319251 -0.0614488161311612j,0.0342405562512452 -0.0639241569423088j,0.0291719359421631 -0.0658707967870344j,0.02411286385851 -0.067302163272979j,0.0191175248280055 -0.0682372998680682j,0.0142359121934076 -0.0687001388796366j,0.00951343628680696 -0.0687187647569464j,0.00499068869989348 -0.0683247042402304j,0.000703284994588682 -0.0675521774800062j,-0.00331822829403754 -0.0664374066223273j,-0.00704833704928878 -0.065017905626781j,-0.0104664754086844 -0.0633318507474152j,-0.0135568515433601 -0.06141744912833j,-0.0163082570775982 -0.0593124059695127j,-0.0187137757239222 -0.0570533805377808j,-0.0207704674659387 -0.0546755504783058j,-0.0224790575286447 -0.0522122099779736j,-0.0238435277650141 -0.0496944143967087j,-0.0248707780369438 -0.0471507213867692j,-0.0255702270996615 -0.0446069358816858j,-0.0259534236380409 -0.0420859568318035j,-0.0260336858775858 -0.0396076454108272j,-0.0258257433136061 -0.0371887441206166j,-0.02534540592437 -0.0348428665442886j,-0.0246092503115405 -0.0325804808510412j,-0.0236343524202069 -0.0304089938781856j,-0.0224380526150022 -0.0283327973174239j,-0.0210377636436988 -0.0263533879413909j,-0.0194507856925348 -0.0244695109860062j,-0.0176942249149446 -0.0226772964659175j,-0.0157848879163339 -0.0209704448954756j,-0.013739275445649 -0.0193404159126628j,-0.0115735721773689 -0.0177766329214669j,-0.00930367907147559 -0.0162666843411006j,-0.00694533978512478 -0.0147965831676833j,-0.00451419849895821 -0.0133509808508714j,-0.002025970069591 -0.0119134401056823j,0.000503419089492578 -0.0104667128290485j,0.0030576518343116 -0.00899300995615582j,0.00561984559822649 -0.00747430913780681j,0.00817237975475141 -0.00589269124400324j,0.0106967089910971 -0.00423064519977163j,0.0131732232053687 -0.00247146905647871j,0.0155811324215148 -0.0005996156685436j,0.0178983464282449 +0.00139892333269326j,0.020101452114645 +0.00353618633700564j,0.0221656935908633 +0.00582184696157141j,0.0240650668032412 +0.00826281237075618j,0.0257724262481513 +0.0108627806643503j,0.0272596962997303 +0.0136218704732852j,0.0284981459379804 +0.0165362347394516j,0.0294587531922882 +0.0195977269410882j,0.0301126424094145 +0.022793603685055j,0.0304315986348081 +0.0261062856656247j,0.0303886335427807 +0.0295132140243173j,0.029958660477728 +0.0329867667036179j,0.0291191636076127 +0.0364942679479611j,0.0278509644513432 +0.039998161929896j,0.0261389601370526 +0.0434562443996929j,0.0239728905905894 +0.0468220469782626j,0.0213480826187986 +0.0500453811835921j,0.0182661667098529 +0.0530729631479412j,0.0147356919313612 +0.0558492204991133j,0.0107726850432095 +0.0583172005834115j,0.00640109675190458 +0.0604196082910554j,0.00165309016022053 +0.0620999076667252j,-0.00343080176138948 +0.0633035723758089j,-0.00880173481546274 +0.0639793176097654j,-0.014402734076263 +0.0640804342959419j,-0.0201691401838523 +0.0635660588024874j,-0.0260292378118144 +0.0624024787380509j,-0.0319050492115283 +0.0605642984674417j,-0.0377134018384847 +0.0580355939107527j,-0.0433671277589725 +0.0548108461069833j,-0.0487764185828611 +0.0508957815932786j,-0.0538504005272461 +0.0463079948471214j,-0.0584987483179161 +0.0410773377594421j,-0.0626334256844344 +0.0352460771446127j,-0.0661704631800819 +0.0288688335681213j,-0.0690317523595988 +0.0220121970632455j,-0.0711468049790811 +0.0147541384076989j,-0.0724544464298511 +0.00718308140721264j,-0.0729044063861172 -0.00060321897894805j,-0.0724587277973563 -0.00849903231593614j,-0.0710930450399429 -0.0163923085131702j,-0.068797602993329 -0.0241664248168021j,-0.0655780419559557 -0.0317021513564356j,-0.0614559353151729 -0.0388797510714487j,-0.0564690276383338 -0.0455811500520159j,-0.0506711648796249 -0.0516921365674464j,-0.0441319321798163 -0.0571046219087826j
-0.0239284609921492 +0.0593525227198512j,-0.0166666940758 +0.0625813657893117j,-0.00904037394373338 +0.0648916507258092j,-0.00117185629319479 +0.0662496356184774j,0.0068144198731724 +0.0666387216993435j,0.0147944766677033 +0.0660592975485303j,0.0226471184373573 +0.0645282430856253j,0.0302562132987247 +0.062078087871208j,0.0375127240701258 +0.0587558460153837j,0.0443165117549645 +0.0546215894897629j,0.0505778582701239 +0.0497468656704789j,0.0562187171205092 +0.0442128454972066j,0.0611736648724938 +0.0381084440775296j,0.0653904915479508 +0.0315283827506506j,0.0688305600902609 +0.0245711695921563j,0.0714688023807624 +0.017337191471282j,0.0732934921614073 +0.00992683654610823j,0.0743057697244238 +0.00243876348625152j,0.0745188995964547 -0.00503170668243568j,0.0739574003719772 -0.0123940137656689j,0.0726559795399998 -0.019563618707568j,0.0706583993999002 -0.0264630343099302j,0.0680161660392432 -0.0330226759581602j,0.064787311241575 -0.0391814994715001j,0.0610349736578238 -0.0448874318207862j,0.0568261822195655 -0.0500976254523118j,0.0522304969644089 -0.0547785230845476j,0.04731882365619 -0.0589057286237371j,0.0421622480451889 -0.0624638055493166j,0.0368309585786318 -0.0654458598049383j,0.0313932983271355 -0.0678530650377326j,0.025914901397183 -0.0696940401354785j,0.020457939270344 -0.070984226196283j,0.0150805028170807 -0.0717451376567077j,0.009836081684222 -0.0720035898107946j,0.00477318342558784 -0.0717909388198032j,-6.49553972044822e-05 -0.0711422712250847j,-0.00464055388219396 -0.0700955937036456j,-0.00892134865408524 -0.0686910910394272j,-0.0128805983748284 -0.0669703552280016j,-0.0164969455417654 -0.0649756813421914j,-0.0197542764774415 -0.062749396287067j,-0.0226414642736623 -0.0603332563055879j,-0.0251520520492916 -0.0577678864219799j,-0.0272839460401538 -0.055092263372748j,-0.0290389994128991 -0.0523433089013259j,-0.0304226189576281 -0.0495554933901609j,-0.0314433443065538 -0.0467605383166191j,-0.0321124035198655 -0.043987166351792j,-0.0324432901021281 -0.0412609055853214j,-0.0324513396936368 -0.0386039617664748j,-0.0321533090557266 -0.0360351398858996j,-0.0315670158715804 -0.0335698181128597j,-0.0307109617446197 -0.0312199436746026j,-0.0296040205643654 -0.0289941043044076j,-0.0282651396311865 -0.0268976044891503j,-0.0267131284907645 -0.0249325837204617j,-0.0249664377884991 -0.023098154109997j,-0.0230429890379158 -0.0213905656687939j,-0.0209601207801389 -0.0198033877425198j,-0.0187344759230888 -0.0183276875368738j,-0.0163820324290497 -0.0169522369988759j,-0.0139181096569294 -0.0156637403802507j,-0.0113574551068349 -0.0144470285293773j,-0.00871435446807524 -0.0132853097393333j,-0.00600279255706939 -0.0121603904048333j,-0.00323660022639219 -0.0110529299487533j,-0.000429715068607488 -0.00994272391933362j,0.00240365453047496 -0.00880891792348747j,0.00524875736656094 -0.00763036217000553j,0.00809007602487232 -0.00638588556336581j,0.0109110962228678 -0.00505463426932122j,0.0136940937299471 -0.00361641895809513j,0.016419933403132 -0.00205209498590503j,0.019067919692801 -0.000343952663235045j,0.0216156859697788 +0.00152387835100079j,0.0240391319931091 +0.00356496517131565j,0.0263124280568843 +0.00579014832702953j,0.0284080825637993 +0.00820710287089151j,0.0302971374909792 +0.0108198546048458j,0.031949350153678 +0.0136283792403597j,0.0333335714580023 +0.0166281782411644j,0.0344181365935235 +0.0198099135844794j,0.0351714004520661 +0.0231590811348027j,0.0355622964511653 +0.0266557742109782j,0.0355610664201882 +0.0302745053518675j,0.0351399497891944 +0.033984151261645j,0.0342740203468694 +0.0377479870106398j,0.032942009771738 +0.041523866197517j,0.0311271873019917 +0.0452645336487211j,0.0288181966807579 +0.0489180709718325j,0.0260098855488819 +0.0524285151240953j,0.0227041222322026 +0.0557365938542967j,0.0189104552076196 +0.058780642954264j,0.0146467272051052 +0.0614976436748054j,0.00993953189516199 +0.0638243711840661j,0.00482451996975666 +0.0656986901234198j,-0.000653506560199666 +0.0670608805623862j,-0.00644061884948492 +0.0678550672898207j,-0.0124741177130582 +0.0680306425739207j,-0.0186829949884515 +0.0675437057470288j,-0.0249887132131991 +0.066358386865698j,-0.0313061633228624 +0.064448242276189j,-0.0375448268143416 +0.0617973143709491j,-0.0436101904815512 +0.0584012313452885j,-0.0494052755080332 +0.0542679930286588j,-0.054832357044629 +0.0494185544495164j,-0.0597947799350381 +0.0438872401931917j,-0.064198873514479 +0.0377217603590188j,-0.0679558604620674 +0.0309830619864269j,-0.070983814371542 +0.0237448285237554j,-0.0732095204865025 +0.016092692121662j,-0.074570261902444 +0.00812316610607218j,-0.0750154679044883 -5.76336810492253e-05j,-0.0745081763715206 -0.00833563327641165j,-0.0730262855856661 -0.016590570547639j,-0.070563535551265 -0.0246979716243528j,-0.0671302998746394 -0.0325313247024468j,-0.0627539232683247 -0.0399643509066443j,-0.0574789408875679 -0.0468733079662036j,-0.051366814509833 -0.0531393915011444j
-0.0173255081940552 +0.062927770829983j,-0.00954304304878428 +0.0653708100383378j,-0.00149338892195065 +0.0668287757508424j,0.00669317071277561 +0.0672810588846631j,0.0148862118813799 +0.0667251030551173j,0.0229577852040041 +0.0651759205346419j,0.030784768015544 +0.0626653293216447j,0.0382511710040395 +0.0592407412071169j,0.0452501066578523 +0.054963763979035j,0.0516854792159009 +0.0499084617927313j,0.0574733941768699 +0.0441595154499026j,0.0625432346619297 +0.0378101632864972j,0.0668383933298912 +0.0309601179709854j,0.070316679950055 +0.0237134714031915j,0.0729504040603899 +0.0161765673359462j,0.074726163971905 +0.00845600078629851j,0.0756443727827534 +0.000656727535089881j,0.0757185090469536 -0.00711969223067099j,0.0749742143202357 -0.0147766730053942j,0.0734481338659073 -0.022223950302422j,0.0711867120188279 -0.0293787656904293j,0.0682448590704048 -0.0361667692621124j,0.0646845042209484 -0.042522769119875j,0.0605732225204637 -0.0483912044873761j,0.0559827692685827 -0.0537264424570973j,0.0509877284336224 -0.0584928406205777j,0.0456641367745509 -0.0626647009768989j,0.0400882681943731 -0.0662259635662922j,0.0343354419722105 -0.0691698322760258j,0.0284789830986917 -0.0714982404778769j,0.0225892781046602 -0.0732212067640132j,0.0167329720285316 -0.0743561366989764j,0.0109722626420212 -0.0749270361742436j,0.00536436050586854 -0.0749636800996377j,-3.89662642498508e-05 -0.0745007473338363j,-0.00519168415139823 -0.0735770049256526j,-0.0100537113049887 -0.0722343808465546j,-0.0145909753778966 -0.0705171729006356j,-0.018775419737176 -0.068471215884058j,-0.0225848963430126 -0.0661431040225047j,-0.0260029485772867 -0.063579470094813j,-0.0290185708804731 -0.0608263201327618j,-0.0316258754526509 -0.0579284236556398j,-0.0338236921342445 -0.0549287620975086j,-0.0356151829339864 -0.0518680591027259j,-0.0370073644068827 -0.0487843690316003j,-0.0380106380040336 -0.0457127528661008j,-0.0386383134108996 -0.0426849815756895j,-0.0389061197066056 -0.0397293634462494j,-0.0388317313831354 -0.0368705764463003j,-0.038434305098692 -0.0341295925804549j,-0.0377340308782843 -0.0315236552053892j,-0.0367517445295538 -0.029066285399968j,-0.0355085325460711 -0.026767349175077j,-0.0340254001893426 -0.0246331527666584j,-0.0323229853175281 -0.0226665762577901j,-0.0304213210477265 -0.0208672188451287j,-0.0283396230220911 -0.0192315836253633j,-0.0260961695251583 -0.0177532617905185j,-0.0237081787126638 -0.0164231252064175j,-0.021191802388928 -0.0152295605012041j,-0.0185621221686916 -0.0141586559435567j,-0.0158331992232262 -0.0131944222523663j,-0.0130182075802836 -0.0123190321593312j,-0.0101295490389183 -0.0115130195092604j,-0.0071790785356643 -0.0107555172537384j,-0.00417829748993083 -0.0100244877632347j,-0.00113863282947653 -0.009296953538849j,0.0019283244526578 -0.00854927784207427j,0.00501047785607507 -0.00775738475921058j,0.00809498688627957 -0.00689710978727201j,0.0111679302858236 -0.00594444671883097j,0.0142140532352401 -0.00487592111792829j,0.0172164802739781 -0.00366894642736845j,0.0201565108874675 -0.00230219895302273j,0.0230134391981298 -0.000756063642143222j,0.0257644056301892 +0.000986949996854183j,0.0283843566449317 +0.00294169935468649j,0.0308460348794383 +0.00511998396527715j,0.0331201106242214 +0.0075299835489323j,0.0351753371284841 +0.0101758198638713j,0.0369788728290967 +0.0130570429108385j,0.0384966443491855 +0.0161682084269902j,0.039693867842824 +0.0194984612222734j,0.0405356260460472 +0.0230311733521995j,0.0409875757781052 +0.026743700510989j,0.0410167083773057 +0.0306072010996414j,0.0405922473637368 +0.0345865768994129j,0.0396865088960596 +0.0386405368450491j,0.0382759062868497 +0.0427218334201565j,0.0363418961116441 +0.0467776238166412j,0.0338719469127555 +0.0507499943141633j,0.0308604691337743 +0.054576665188149j,0.0273096600895652 +0.0581918721878266j,0.0232302828016698 +0.0615274021679439j,0.0186422966840936 +0.0645137346549283j,0.0135753287999139 +0.0670813947545673j,0.00806895249782735 +0.0691623647012547j,0.00217280377392367 +0.0706915824422873j,-0.00405358691883859 +0.0716085083493122j,-0.0105411782208684 +0.0718586991249376j,-0.0172120268379897 +0.0713953438376963j,-0.0239802080597368 +0.0701807875710099j,-0.030752909601244 +0.0681878390902705j,-0.0374318049199172 +0.0654010806484705j,-0.0439146253161795 +0.0618178523601888j,-0.0500968914885833 +0.0574491085757689j,-0.0558738474684867 +0.0523199429067328j,-0.0611424251206143 +0.0464699099223554j,-0.0658033718454765 +0.0399529753881329j,-0.0697632912481393 +0.0328372446403367j,-0.0729367589143987 +0.0252042322713891j,-0.0752482739644597 +0.0171479733619614j,-0.076634159798963 +0.00877375099751966j,-0.0770442193763847 +0.000196541894974592j,-0.076443235501515 -0.00846075257239646j,-0.0748122124357473 -0.0170693439498696j,-0.0721493083118707 -0.0254967532511271j,-0.0684704811707987 -0.0336091503465661j,-0.0638098120975892 -0.0412738186284579j,-0.0582194927134426 -0.048361639443295j
-0.0102864557969592 +0.0657481000698297j,-0.00206926042459621 +0.067336693471128j,0.00630828043100234 +0.0678838949688575j,0.0147093346898176 +0.0673834860723205j,0.0229989874699818 +0.0658479937705363j,0.0310469491035785 +0.0633078912287471j,0.038729934161868 +0.0598104690538099j,0.0459338869443234 +0.0554183770300219j,0.0525558834488379 +0.050207892689768j,0.0585056755759174 +0.0442668740031221j,0.0637069324003496 +0.0376927324096197j,0.0680981153864162 +0.0305901108424095j,0.0716329824970354 +0.0230686722766693j,0.074280716569947 +0.0152408341834927j,0.0760258096700749 +0.00721956889073111j,0.0768675505213676 -0.000883634931271714j,0.0768193073972031 -0.00896069592038036j,0.075907548650936 -0.0169086499914284j,0.0741706662046908 -0.0246311693052429j,0.0716576834145639 -0.0320398349582312j,0.0684267746116002 -0.0390551852827643j,0.0645438289547517 -0.0456075024560003j,0.0600808453575608 -0.0516373865342139j,0.0551144469020834 -0.0570960814261695j,0.0497243486685996 -0.061945618626142j,0.0439919083903733 -0.0661586806215021j,0.0379987872833961 -0.0697184055158423j,0.0318256603003242 -0.0726179105728178j,0.0255510661270625 -0.0748597531929296j,0.0192504079089357 -0.0764552705717714j,0.0129950125225893 -0.077423792677543j,0.00685144391107247 -0.0777917887324141j,0.000880835879724839 -0.0775920217375506j,-0.00486156768898299 -0.0768625773296993j,-0.010326760494137 -0.0756459660013762j,-0.0154721897535647 -0.073988171807846j,-0.02026185598999 -0.0719377429918734j,-0.0246663028886588 -0.0695449111757909j,-0.0286625041209163 -0.0668607402408826j,-0.0322336493757427 -0.0639363541841101j,-0.0353688733149533 -0.0608221942945403j,-0.0380628738700996 -0.0575673618354325j,-0.0403155271543025 -0.0542190161926896j,-0.0421314100614379 -0.05082187396004j,-0.0435193054022533 -0.0474177386265716j,-0.044491680865567 -0.0440451592633526j,-0.0450641727595305 -0.040739107670364j,-0.0452550056492486 -0.0375307816130997j,-0.0450845015007245 -0.0344474465447569j,-0.0445745515231052 -0.0315123275303807j,-0.043748094162216 -0.0287446093992033j,-0.0426286805573031 -0.0261594309745116j,-0.0412400415250627 -0.0237679935615516j,-0.03960566152957 -0.0215776425789276j,-0.0377484878531225 -0.0195920204345342j,-0.0356905962696311 -0.017811265805423j,-0.0334529726676668 -0.0162321764743514j,-0.0310553164683634 -0.0148484336839078j,-0.0285159084097264 -0.0136508326550955j,-0.0258515495719922 -0.0126274831644501j,-0.0230775141741378 -0.0117640595399478j,-0.0202076275017487 -0.0110439990412149j,-0.0172543105034325 -0.0104487418728697j,-0.0142287351898571 -0.00995793926279966j,-0.0111410257014343 -0.00954965019015538j,-0.00800046314748996 -0.00920057271146264j,-0.00481575184687237 -0.0088862378148953j,-0.00159534341730212 -0.00858122525116046j,0.00165226525639289 -0.00825939283906333j,0.00491817308889117 -0.00789410025735172j,0.00819273184117461 -0.0074584868652198j,0.0114651715041615 -0.00692571388659717j,0.0147232755748505 -0.00626932265215171j,0.0179530286339127 -0.00546351641465904j,0.0211383380350726 -0.00448359203833135j,0.0242607624836086 -0.00330630163134273j,0.0272993187888016 -0.00191034520677392j,0.0302303349614976 -0.000276818553981567j,0.0330274081071213 +0.00161024040366533j,0.0356614267890862 +0.00376335213672904j,0.0381006941951029 +0.00619103714641095j,0.0403111852434468 +0.00889726665316364j,0.0422568804257017 +0.0118809330032167j,0.0439002313002319 +0.0151353487915722j,0.0452027709005394 +0.0186478224822465j,0.0461257908000765 +0.0223992547305738j,0.0466311397919299 +0.0263638520155795j,0.046682145146246 +0.0305089705762971j,0.0462445859130461 +0.0347950501363654j,0.0452877201252986 +0.0391757269614696j,0.0437854278744503 +0.0435981036511075j,0.0417172013790998 +0.0480031860461831j,0.0390693197925746 +0.0523265136472636j,0.035835799941417 +0.0564989712983374j,0.0320193790231956 +0.0604477949845822j,0.0276323138144952 +0.0640977381015702j,0.0226970659656828 +0.067372413453305j,0.0172467461582962 +0.0701957771587427j,0.0113254242428529 +0.0724937146380577j,0.00498813752579242 +0.0741957049697312j,-0.00169933215585598 +0.0752365730985351j,-0.00866093566324936 +0.0755581513118749j,-0.0158111708310556 +0.0751110272842093j,-0.0230560971267726 +0.0738560673271761j,-0.0302946358986867 +0.0717659269580014j,-0.0374201748106843 +0.0688262890906392j,-0.0443222916017709 +0.0650369456647959j,-0.0508887566547679 +0.0604125641510919j,-0.0570075993967793 +0.0549832261031607j,-0.0625693606046915 +0.0487945850766642j,-0.0674693275149072 +0.0419077697690746j,-0.0716097771728031 +0.034398837425639j,-0.0749022128447204 +0.0263579901855895j,-0.0772694155104266 +0.0178884144219023j,-0.0786474171663498 +0.00910476652704262j,-0.0789871923951268 +0.000131452243777409j,-0.0782561593957457 -0.00889942698085856j,-0.0764393455223998 -0.0178503089922487j,-0.0735402852545253 -0.0265806181294468j,-0.0695815347533849 -0.0349492725997253j,-0.0646048478791978 -0.0428173462606146j
-0.00290391374824752 +0.0677662045369924j,0.00565367610815908 +0.0684419478622626j,0.0142564687412149 +0.0680314282611844j,0.0227625739879965 +0.0665439167511399j,0.0310342587735629 +0.0640078845061453j,0.0389406804574011 +0.0604698690508011j,0.0463602150885696 +0.0559930494414625j,0.0531826143126605 +0.0506554054139643j,0.0593107608961894 +0.0445476969301648j,0.064662068045321 +0.0377712037577217j,0.0691694779664364 +0.0304353983000606j,0.0727821125604378 +0.0226554720572825j,0.0754655303278259 +0.0145499549686795j,0.0772015674581796 +0.00623836172323686j,0.077987964104999 -0.00216106462721965j,0.0778375667326998 -0.0105334337739834j,0.0767773464534651 -0.0187690888447768j,0.0748471928874768 -0.0267652474534273j,0.0720984952250684 -0.0344274541586681j,0.0685926127365373 -0.0416707126322791j,0.0643993059182453 -0.0484203962232093j,0.0595950580469245 -0.0546128877758219j,0.0542613898571653 -0.0601959581961362j,0.0484833065850526 -0.065128937904999j,0.0423476372745583 -0.0693826560962861j,0.0359416390768288 -0.0729391443110851j,0.0293515568152572 -0.0757912446339609j,0.0226613870915745 -0.0779419836913378j,0.0159517870301049 -0.0794038728831953j,0.00929906738217066 -0.0801980796202579j,0.00277436216263063 -0.0803535387669288j,-0.00355700280351236 -0.0799059717631724j,-0.0096360923789407 -0.078896914915435j,-0.0154107041318775 -0.0773727176704921j,-0.0208356474465458 -0.0753834920730805j,-0.0258728331635113 -0.0729821796559642j,-0.0304912801806461 -0.0702235437682503j,-0.034666986183301 -0.0671632975075689j,-0.0383827345707995 -0.063857219901973j,-0.041627764114528 -0.0603603721202741j,-0.0443973895553316 -0.056726372939582j,-0.046692573248643 -0.0530067504470182j,-0.0485193968739547 -0.0492503792025099j,-0.0498885459366567 -0.0455029908917237j,-0.0508147133336736 -0.04180677044653j,-0.0513160505950848 -0.0382000348324421j,-0.0514135393305707 -0.0347169953895658j,-0.0511304228928855 -0.031387591258469j,-0.0504916177970768 -0.0282373819575601j,-0.0495231652715355 -0.0252875405336009j,-0.0482517116833502 -0.0225548722457352j,-0.0467039999362066 -0.0200519029062445j,-0.0449064559968183 -0.01778701201388j,-0.0428847621576835 -0.0157646063133007j,-0.0406635292632377 -0.0139853097556872j,-0.038265986413351 -0.0124461968335974j,-0.0357137646156205 -0.0111410279646238j,-0.0330267225278028 -0.0100605032584114j,-0.0302228209286942 -0.00919249533997826j,-0.0273180620277308 -0.00852231839806859j,-0.0243265130173897 -0.00803296212651955j,-0.0212603505321709 -0.00770531277371708j,-0.0181299779600845 -0.00751837127087542j,-0.0149442046041299 -0.00744948140881153j,-0.0117104538389085 -0.00747449304431993j,-0.00843502995854846 -0.00756797133835002j,-0.00512344062496548 -0.00770337289574138j,-0.00178071053200973 -0.00785320265113679j,0.00158821735437683 -0.00798921906337442j,0.00497810030671837 -0.00808263725998587j,0.0083829858581242 -0.00810431045491439j,0.0117957829770298 -0.00802499323728405j,0.0152078559274701 -0.00781559257121867j,0.0186086294727753 -0.00744749380967303j,0.0219851988056247 -0.00689287947429144j,0.0253220118760397 -0.00612516064613262j,0.0286005844910989 -0.00511937634396945j,0.0317992864482956 -0.00385270971663425j,0.0348931839146443 -0.00230501117242716j,0.0378540255463711 -0.000459350318814132j,0.0406502727112536 +0.00169737687439765j,0.0432472953412539 +0.00417384077456566j,0.045607663803129 +0.00697368442652148j,0.04769155807547 +0.0100949195935349j,0.0494573366294611 +0.0135293621760174j,0.0508622402442474 +0.0172621699707478j,0.0518631793856782 +0.0212713977954803j,0.052417695766472 +0.0255277119809837j,0.0524849673586995 +0.0299941901391123j,0.0520269636630181 +0.0346263183393972j,0.0510096057584179 +0.0393721224746699j,0.0494039990045777 +0.044172485442051j,0.0471876418796918 +0.0489616960114152j,0.0443456228123417 +0.0536681768311662j,0.0408717439744189 +0.0582154423051934j,0.0367695366909979 +0.0625232017147148j,0.0320531423403828 +0.0665087657451223j,0.026747973604262 +0.0700885011551635j,0.0208912141081109 +0.0731795243824096j,0.0145320553578223 +0.0757014768871247j,0.00773162642712928 +0.0775783510896362j,0.000562685837984189 +0.0787403962968353j,-0.00689103091114252 +0.0791260086078607j,-0.0145357389113673 +0.0786834877246401j,-0.0222688325147105 +0.0773727783754471j,-0.0299804276425678 +0.0751669531221965j,-0.0375551225176299 +0.0720535587434607j,-0.044874003845605 +0.0680356305901364j,-0.0518168378942703 +0.0631324769045326j,-0.0582644129399027 +0.0573800711014074j,-0.0641009268776361 +0.0508311541547836j,-0.0692164512543206 +0.0435549039479032j,-0.0735093527212197 +0.0356362774558583j,-0.0768885877012631 +0.0271749879258239j,-0.0792759293954349 +0.0182840749608668j,-0.0806079060820616 +0.00908822695320684j,-0.0808375882636826 -0.000278265499978711j,-0.0799359816516243 -0.00967375269623476j,-0.077893198321503 -0.018951772815528j,-0.0747191915431606 -0.0279636280832477j,-0.0704441556757145 -0.0365611867989704j
