0.0162521284073591 -0.118446491658688j,0.00496890675276518 -0.123257666826248j,-0.00694301491603255 -0.127104476094246j,-0.0193982012569904 -0.129927352070808j,-0.0323063135147095 -0.131675571203232j,-0.0455730818212032 -0.13230761885643j,-0.0591013431549072 -0.131791442632675j,-0.072792075574398 -0.130104705691338j,-0.0865454077720642 -0.12723471224308j,-0.100261688232422 -0.123178467154503j,-0.113842472434044 -0.117942452430725j,-0.127191483974457 -0.111542351543903j,-0.140215530991554 -0.104002706706524j,-0.152825370430946 -0.0953564345836639j,-0.164936542510986 -0.0856443122029305j,-0.176470071077347 -0.0749143734574318j,-0.187353104352951 -0.0632211863994598j,-0.197519481182098 -0.0506252013146877j,-0.206910267472267 -0.0371919237077236j,-0.215474054217339 -0.0229911673814058j,-0.223167344927788 -0.00809621904045343j,-0.229954704642296 +0.00741697615012527j,-0.235808938741684 +0.0234706271439791j,-0.240711018443108 +0.0399858951568604j,-0.244650185108185 +0.0568837001919746j,-0.247623711824417 +0.0740854293107986j,-0.249636739492416 +0.0915136858820915j,-0.250702023506165 +0.109092928469181j,-0.250839591026306 +0.126750096678734j,-0.250076323747635 +0.144415140151978j,-0.248445689678192 +0.162021577358246j,-0.245987042784691 +0.179506778717041j,-0.242745354771614 +0.196812480688095j,-0.2387705296278 +0.213884994387627j,-0.23411700129509 +0.230675384402275j,-0.228843092918396 +0.247139662504196j,-0.223010554909706 +0.263238877058029j,-0.216683968901634 +0.278939098119736j,-0.209930226206779 +0.29421129822731j,-0.202818036079407 +0.309031337499619j,-0.195417419075966 +0.323379695415497j,-0.187799245119095 +0.337241351604462j,-0.180034726858139 +0.350605368614197j,-0.172195062041283 +0.363464653491974j,-0.164351046085358 +0.375815600156784j,-0.156572610139847 +0.387657642364502j,-0.148928582668304 +0.398992836475372j,-0.141486331820488 +0.409825503826141j,-0.134311482310295 +0.420161664485931j,-0.127467706799507 +0.43000864982605j,-0.121016390621662 +0.439374476671219j,-0.115016505122185 +0.448267579078674j,-0.109524354338646 +0.456696182489395j,-0.10459341853857 +0.464667916297913j,-0.100274160504341 +0.47218930721283j,-0.0966138690710068 +0.479265451431274j,-0.0936564579606056 +0.485899478197098j,-0.0914423614740372 +0.492092341184616j,-0.0900082960724831 +0.497842341661453j,-0.0893871635198593 +0.503144919872284j,-0.0896078050136566 +0.507992386817932j,-0.0906948298215866 +0.512373626232147j,-0.0926684811711311 +0.516274154186249j,-0.0955443531274796 +0.519675731658936j,-0.0993331894278526 +0.522556483745575j,-0.104040704667568 +0.524891018867493j,-0.10966731607914 +0.526650249958038j,-0.116207905113697 +0.52780157327652j,-0.123651601374149 +0.528309345245361j,-0.131981566548347 +0.528134703636169j,-0.141174718737602 +0.52723628282547j,-0.151201575994492 +0.525570392608643j,-0.162026032805443 +0.523091614246368j,-0.173605188727379 +0.519753158092499j,-0.18588924407959 +0.515507519245148j,-0.19882133603096 +0.510307312011719j,-0.212337598204613 +0.504105508327484j,-0.226367026567459 +0.496856689453125j,-0.240831673145294 +0.488517433404922j,-0.255646675825119 +0.479047387838364j,-0.270720481872559 +0.468409925699234j,-0.285955220460892 +0.456573098897934j,-0.301246911287308 +0.443510472774506j,-0.316486030817032 +0.429202020168304j,-0.331558078527451 +0.413634836673737j,-0.346344113349915 +0.396804183721542j,-0.360721588134766 +0.378713965415955j,-0.374565124511719 +0.35937774181366j,-0.387747466564178 +0.338819146156311j,-0.400140434503555 +0.317072600126266j,-0.411616086959839 +0.294183701276779j,-0.422047823667526 +0.270209640264511j,-0.431311637163162 +0.245219483971596j,-0.439287424087524 +0.219294175505638j,-0.445860177278519 +0.192526683211327j,-0.450921446084976 +0.165021687746048j,-0.454370737075806 +0.136895403265953j,-0.456116646528244 +0.10827499628067j,-0.456078439950943 +0.0792980045080185j,-0.454187095165253 +0.0501115284860134j,-0.450386703014374 +0.0208712741732597j,-0.444635510444641 -0.00825956929475069j,-0.43690687417984 -0.0371115803718567j,-0.427190393209457 -0.0655105262994766j,-0.415492415428162 -0.0932788699865341j,-0.401836842298508 -0.120237484574318j,-0.386265426874161 -0.146207302808762j,-0.368838161230087 -0.171011254191399j,-0.34963321685791 -0.194476097822189j,-0.328746795654297 -0.216434329748154j,-0.306292802095413 -0.236726179718971j,-0.282402247190475 -0.255201488733292j,-0.257222384214401 -0.271721661090851j,-0.230915650725365 -0.28616139292717j,-0.203658446669579 -0.298410475254059j,-0.175639718770981 -0.308375358581543j,-0.147059172391891 -0.315980672836304j,-0.118125513195992 -0.321170508861542j,-0.0890544503927231 -0.323909401893616j,-0.0600664839148521 -0.324183404445648j,-0.0313846915960312 -0.322000622749329j
0.00101631449069828 -0.11825317889452j,-0.010762820020318 -0.121583208441734j,-0.023049121722579 -0.123871274292469j,-0.0357494428753853 -0.125067740678787j,-0.048766702413559 -0.125132471323013j,-0.0620009005069733 -0.124035075306892j,-0.0753502175211906 -0.121755100786686j,-0.0887120887637138 -0.118282072246075j,-0.101984217762947 -0.113615445792675j,-0.115065678954124 -0.107764422893524j,-0.127857863903046 -0.100747667253017j,-0.140265479683876 -0.0925928875803947j,-0.152197405695915 -0.0833364203572273j,-0.163567528128624 -0.0730225965380669j,-0.174295499920845 -0.0617031566798687j,-0.184307426214218 -0.0494364909827709j,-0.193536445498466 -0.0362869240343571j,-0.201923176646233 -0.0223238747566938j,-0.209416180849075 -0.00762104662135243j,-0.215972229838371 +0.00774443801492453j,-0.221556544303894 +0.0236929170787334j,-0.226142838597298 +0.0401430241763592j,-0.229713469743729 +0.0570125803351402j,-0.232259258627892 +0.0742193534970284j,-0.233779415488243 +0.0916819274425507j,-0.234281271696091 +0.109320409595966j,-0.233780071139336 +0.127057135105133j,-0.232298508286476 +0.144817337393761j,-0.229866415262222 +0.162529736757278j,-0.226520270109177 +0.180127009749413j,-0.222302675247192 +0.197546303272247j,-0.217261865735054 +0.214729607105255j,-0.211451172828674 +0.231623977422714j,-0.204928442835808 +0.248181894421577j,-0.197755441069603 +0.264361292123795j,-0.189997300505638 +0.280125707387924j,-0.18172200024128 +0.295444279909134j,-0.17299972474575 +0.310291707515717j,-0.163902446627617 +0.324648022651672j,-0.154503270983696 +0.338498532772064j,-0.144876077771187 +0.351833492517471j,-0.135095000267029 +0.364647835493088j,-0.125234022736549 +0.376940816640854j,-0.115366600453854 +0.388715624809265j,-0.105565264821053 +0.399978935718536j,-0.0959013476967812 +0.410740524530411j,-0.086444653570652 +0.421012699604034j,-0.0772632583975792 +0.430809825658798j,-0.0684232115745544 +0.44014784693718j,-0.059988409280777 +0.449043750762939j,-0.0520203486084938 +0.457514971494675j,-0.044578030705452 +0.465578973293304j,-0.0377177968621254 +0.473252683877945j,-0.0314931944012642 +0.480551928281784j,-0.0259548723697662 +0.487491071224213j,-0.0211504697799683 +0.494082480669022j,-0.0171244852244854 +0.500336050987244j,-0.0139181893318892 +0.506258845329285j,-0.0115694841369987 +0.511854827404022j,-0.0101127354428172 +0.517124235630035j,-0.00957875605672598 +0.522063553333282j,-0.00999429263174534 +0.526665329933167j,-0.0113824317231774 +0.530917704105377j,-0.0137618593871593 +0.534804344177246j,-0.0171469021588564 +0.538304626941681j,-0.0215472429990768 +0.541393280029297j,-0.0269676875323057 +0.544040560722351j,-0.0334078669548035 +0.546212494373322j,-0.0408620126545429 +0.547870695590973j,-0.0493186339735985 +0.548972964286804j,-0.058760292828083 +0.549473524093628j,-0.0691632628440857 +0.549323201179504j,-0.0804972872138023 +0.548470079898834j,-0.0927253663539886 +0.546859800815582j,-0.105803489685059 +0.544436514377594j,-0.119680464267731 +0.541143178939819j,-0.134297743439674 +0.53692239522934j,-0.149589389562607 +0.53171718120575j,-0.165481895208359 +0.525471806526184j,-0.18189437687397 +0.518132507801056j,-0.198738530278206 +0.509648680686951j,-0.215918868780136 +0.499973475933075j,-0.233332961797714 +0.489064961671829j,-0.250871807336807 +0.476886957883835j,-0.268420279026031 +0.46340999007225j,-0.285857677459717 +0.448612302541733j,-0.303058356046677 +0.432480603456497j,-0.31989249587059 +0.415011078119278j,-0.336227029561996 +0.396210044622421j,-0.351926505565643 +0.37609475851059j,-0.366854280233383 +0.354693949222565j,-0.380873441696167 +0.332048535346985j,-0.393848299980164 +0.308211773633957j,-0.405645489692688 +0.283249795436859j,-0.416135430335999 +0.257241606712341j,-0.425193697214127 +0.230279177427292j,-0.432702451944351 +0.202467232942581j,-0.438551843166351 +0.173922926187515j,-0.44264155626297 +0.144775405526161j,-0.444882065057755 +0.11516510695219j,-0.445196151733398 +0.0852429270744324j,-0.443520069122314 +0.0551692247390747j,-0.439804881811142 +0.0251126401126385j,-0.434017419815063 -0.00475123757496476j,-0.426141411066055 -0.0342413447797298j,-0.416178107261658 -0.0631727799773216j,-0.404147177934647 -0.0913585349917412j,-0.390086978673935 -0.118611343204975j,-0.374054908752441 -0.144745603203773j,-0.356127470731735 -0.169579401612282j,-0.336400181055069 -0.192936465144157j,-0.314986974000931 -0.214648321270943j,-0.292019844055176 -0.234556198120117j,-0.26764777302742 -0.252513110637665j,-0.242035776376724 -0.268385678529739j,-0.215363577008247 -0.28205606341362j,-0.187823966145515 -0.293423473834991j,-0.159621208906174 -0.30240586400032j,-0.130969047546387 -0.308941215276718j,-0.102088615298271 -0.312988668680191j,-0.0732062086462975 -0.314529418945312j
-0.0138401342555881 -0.116104923188686j,-0.0259169545024633 -0.117910996079445j,-0.0383702144026756 -0.118613347411156j,-0.0511002466082573 -0.118173234164715j,-0.0640044882893562 -0.116561941802502j,-0.0769785493612289 -0.113760948181152j,-0.0899173691868782 -0.109761983156204j,-0.102716267108917 -0.104566976428032j,-0.115272022783756 -0.0981878340244293j,-0.127483904361725 -0.0906461924314499j,-0.139254659414291 -0.0819729641079903j,-0.150491446256638 -0.0722078680992126j,-0.161106690764427 -0.0613988228142262j,-0.171018823981285 -0.049601286649704j,-0.180153042078018 -0.0368774905800819j,-0.188441842794418 -0.023295670747757j,-0.195825561881065 -0.00892921444028616j,-0.202252805233002 +0.00614424142986536j,-0.207680702209473 +0.0218436792492867j,-0.212075158953667 +0.0380856394767761j,-0.215410977602005 +0.0547850951552391j,-0.217671826481819 +0.0718563869595528j,-0.218850195407867 +0.0892140790820122j,-0.218947231769562 +0.106773793697357j,-0.21797251701355 +0.124452993273735j,-0.215943709015846 +0.142171785235405j,-0.212886214256287 +0.159853518009186j,-0.208832681179047 +0.177425503730774j,-0.203822568058968 +0.194819465279579j,-0.197901606559753 +0.211972132325172j,-0.191121205687523 +0.228825524449348j,-0.183537915349007 +0.245327353477478j,-0.175212770700455 +0.261431276798248j,-0.166210755705833 +0.27709698677063j,-0.156600117683411 +0.292290359735489j,-0.146451860666275 +0.306983470916748j,-0.135839089751244 +0.321154475212097j,-0.124836519360542 +0.334787547588348j,-0.113519869744778 +0.347872614860535j,-0.101965449750423 +0.360405176877975j,-0.090249627828598 +0.372385889291763j,-0.0784484446048737 +0.383820295333862j,-0.066637210547924 +0.39471834897995j,-0.0548901557922363 +0.405093997716904j,-0.0432801470160484 +0.41496467590332j,-0.031878400593996 +0.424350798130035j,-0.0207542553544044 +0.433275252580643j,-0.00997497793287039 +0.441762804985046j,0.000394361384678632 +0.449839502573013j,0.0102910790592432 +0.45753225684166j,0.0196549370884895 +0.464868128299713j,0.0284282341599464 +0.471873790025711j,0.0365559048950672 +0.478575021028519j,0.0439855344593525 +0.484996140003204j,0.0506674349308014 +0.491159498691559j,0.0565546900033951 +0.497084945440292j,0.0616032034158707 +0.502789378166199j,0.0657717734575272 +0.508286356925964j,0.06902214884758 +0.513585567474365j,0.0713191330432892 +0.518692672252655j,0.0726306885480881 +0.523608684539795j,0.0729280412197113 +0.528329968452454j,0.0721859335899353 +0.532847940921783j,0.0703826919198036 +0.537148773670197j,0.0675005093216896 +0.54121345281601j,0.0635256692767143 +0.545017540454865j,0.0584487803280354 +0.548531353473663j,0.0522651113569736 +0.551719903945923j,0.0449748747050762 +0.554543077945709j,0.0365835539996624 +0.556955993175507j,0.027102192863822 +0.558908998966217j,0.0165478307753801 +0.560348212718964j,0.00494377082213759 +0.561215877532959j,-0.00768009573221207 +0.561451017856598j,-0.0212869048118591 +0.560989737510681j,-0.0358325950801373 +0.559766173362732j,-0.0512656569480896 +0.557712852954865j,-0.0675268396735191 +0.55476188659668j,-0.0845490917563438 +0.550845503807068j,-0.102257393300533 +0.545897006988525j,-0.120568759739399 +0.539851784706116j,-0.139392286539078 +0.532648205757141j,-0.158629298210144 +0.524228692054749j,-0.178173556923866 +0.514540731906891j,-0.197911664843559 +0.503537833690643j,-0.217723429203033 +0.491180717945099j,-0.237482488155365 +0.477438122034073j,-0.257056951522827 +0.462287992238998j,-0.276310175657272 +0.445718169212341j,-0.295101702213287 +0.427727520465851j,-0.31328821182251 +0.408326476812363j,-0.330724716186523 +0.387537926435471j,-0.347265660762787 +0.365397661924362j,-0.362766325473785 +0.3419548869133j,-0.377084136009216 +0.31727260351181j,-0.390080153942108 +0.291427671909332j,-0.401620537042618 +0.264510929584503j,-0.41157802939415 +0.236626982688904j,-0.419833600521088 +0.207893922924995j,-0.426277816295624 +0.178442761301994j,-0.430812537670135 +0.148416772484779j,-0.433352172374725 +0.117970623075962j,-0.433825194835663 +0.0872693061828613j,-0.432175427675247 +0.0564868710935116j,-0.428363114595413 +0.0258050709962845j,-0.422366052865982 -0.00458823470398784j,-0.414180427789688 -0.0345007888972759j,-0.403821587562561 -0.0637377500534058j,-0.391324371099472 -0.0921036601066589j,-0.376743614673615 -0.119404464960098j,-0.360154122114182 -0.145449608564377j,-0.341650485992432 -0.170054197311401j,-0.32134672999382 -0.193041056394577j,-0.299375623464584 -0.214242950081825j,-0.275887846946716 -0.233504638075829j,-0.25105082988739 -0.250684797763824j,-0.225047305226326 -0.265658020973206j,-0.198073878884315 -0.278316527605057j,-0.170339062809944 -0.288571715354919j,-0.142061352729797 -0.296355575323105j,-0.113467052578926 -0.301621973514557j
-0.0280693452805281 -0.112103879451752j,-0.0402434542775154 -0.112370073795319j,-0.0526562035083771 -0.111487686634064j,-0.0652027055621147 -0.10942966490984j,-0.0777762904763222 -0.106179416179657j,-0.0902696400880814 -0.101730845868587j,-0.102575905621052 -0.0960883274674416j,-0.114589795470238 -0.089266449213028j,-0.126208662986755 -0.0812897905707359j,-0.137333542108536 -0.072192408144474j,-0.147870019078255 -0.0620174072682858j,-0.157729208469391 -0.050816249102354j,-0.166828513145447 -0.0386480912566185j,-0.175092324614525 -0.0255790073424578j,-0.18245267868042 -0.0116811459884048j,-0.188849747180939 +0.00296815927140415j,-0.194232270121574 +0.0182872824370861j,-0.198557868599892 +0.0341912768781185j,-0.201793238520622 +0.0505928285419941j,-0.203914284706116 +0.0674032047390938j,-0.204906105995178 +0.0845331847667694j,-0.204762920737267 +0.101893998682499j,-0.203487902879715 +0.119398221373558j,-0.201092839241028 +0.136960566043854j,-0.197597920894623 +0.154498726129532j,-0.193031176924706 +0.171934053301811j,-0.187428116798401 +0.189192250370979j,-0.180831179022789 +0.206203937530518j,-0.173289120197296 +0.222905188798904j,-0.164856478571892 +0.239237919449806j,-0.155592888593674 +0.255150258541107j,-0.145562469959259 +0.270596832036972j,-0.134833216667175 +0.285538852214813j,-0.123476289212704 +0.299944311380386j,-0.111565440893173 +0.313787937164307j,-0.0991763696074486 +0.327051252126694j,-0.0863861665129662 +0.339722186326981j,-0.0732727348804474 +0.351795166730881j,-0.0599143020808697 +0.36327064037323j,-0.0463888943195343 +0.374154776334763j,-0.0327739678323269 +0.38445919752121j,-0.019145967438817 +0.394200474023819j,-0.00558001454919577 +0.403399556875229j,0.00785039365291595 +0.412081480026245j,0.0210736282169819 +0.420274585485458j,0.0340201370418072 +0.428010195493698j,0.0466226115822792 +0.435321778059006j,0.0588160641491413 +0.442244619131088j,0.0705379843711853 +0.448815017938614j,0.0817283242940903 +0.455069720745087j,0.0923295617103577 +0.461045444011688j,0.102286703884602 +0.466778069734573j,0.111547261476517 +0.472302317619324j,0.120061248540878 +0.477650970220566j,0.12778115272522 +0.482854336500168j,0.13466189801693 +0.487939924001694j,0.140660837292671 +0.492931723594666j,0.145737811923027 +0.497849851846695j,0.149855062365532 +0.502710103988647j,0.15297731757164 +0.507523536682129j,0.155071899294853 +0.512296199798584j,0.156108826398849 +0.51702868938446j,0.156060799956322 +0.521715998649597j,0.154903545975685 +0.52634733915329j,0.152615949511528 +0.530905783176422j,0.149180263280869 +0.5353684425354j,0.144582450389862 +0.539706349372864j,0.138812407851219 +0.543884217739105j,0.131864383816719 +0.547861099243164j,0.123737305402756 +0.551589906215668j,0.114435158669949 +0.555018186569214j,0.103967413306236 +0.55808812379837j,0.0923494249582291 +0.560737192630768j,0.0796028822660446 +0.562898337841034j,0.0657561346888542 +0.564500749111176j,0.0508446730673313 +0.565470278263092j,0.0349114462733269 +0.565730512142181j,0.0180072095245123 +0.565203130245209j,0.000190775404917076 +0.563809037208557j,-0.0184707008302212 +0.56146901845932j,-0.0379016362130642 +0.558105111122131j,-0.0580178871750832 +0.553641200065613j,-0.0787267908453941 +0.54800420999527j,-0.0999272540211678 +0.541125416755676j,-0.121509969234467 +0.532941281795502j,-0.143357753753662 +0.523394584655762j,-0.165345966815948 +0.512435853481293j,-0.18734310567379 +0.500024080276489j,-0.209211453795433 +0.486127883195877j,-0.230807915329933 +0.470726728439331j,-0.251985013484955 +0.453811556100845j,-0.272591799497604 +0.435385853052139j,-0.292475193738937 +0.415466368198395j,-0.311481148004532 +0.394083648920059j,-0.329456090927124 +0.371282666921616j,-0.34624832868576 +0.347123146057129j,-0.361709624528885 +0.321679711341858j,-0.375696778297424 +0.2950419485569j,-0.388073176145554 +0.267314344644547j,-0.398710578680038 +0.238615781068802j,-0.407490491867065 +0.209079146385193j,-0.414306104183197 +0.178850546479225j,-0.419063448905945 +0.148088365793228j,-0.421683251857758 +0.116962216794491j,-0.422102004289627 +0.0856515541672707j,-0.420273393392563 +0.0543442629277706j,-0.416169255971909 +0.0232349820435047j,-0.409780651330948 -0.00747671443969011j,-0.401118546724319 -0.0375882126390934j,-0.390214323997498 -0.0668959245085716j,-0.377120167016983 -0.095197431743145j,-0.361909091472626 -0.122293643653393j,-0.344674706459045 -0.147991105914116j,-0.325531035661697 -0.172104164958j,-0.304611593484879 -0.194457232952118j,-0.282068520784378 -0.214886948466301j,-0.258071511983871 -0.233244299888611j,-0.232806235551834 -0.249396488070488j,-0.206472769379616 -0.263228863477707j,-0.179283678531647 -0.274646520614624j,-0.151461943984032 -0.283575743436813j
-0.041444506496191 -0.106382861733437j,-0.0535169988870621 -0.105119906365871j,-0.0656854882836342 -0.102681167423725j,-0.0778413042426109 -0.0990519300103188j,-0.089875116944313 -0.0942282378673553j,-0.101678162813187 -0.0882168337702751j,-0.113143339753151 -0.0810349360108376j,-0.124166309833527 -0.0727099776268005j,-0.1346465498209 -0.0632791370153427j,-0.144488334655762 -0.0527887754142284j,-0.15360164642334 -0.0412938706576824j,-0.161902993917465 -0.0288572292774916j,-0.169316172599792 -0.0155486930161715j,-0.175772875547409 -0.00144429481588304j,-0.181213244795799 +0.0133746908977628j,-0.185586288571358 +0.0288226865231991j,-0.188850209116936 +0.0448108054697514j,-0.19097264111042 +0.0612478666007519j,-0.191930681467056 +0.0780413746833801j,-0.191710978746414 +0.0950985252857208j,-0.190309524536133 +0.112327136099339j,-0.187731564044952 +0.129636630415916j,-0.183991253376007 +0.146938875317574j,-0.179111257195473 +0.164149016141891j,-0.173122361302376 +0.181186273694038j,-0.166062951087952 +0.197974592447281j,-0.157978430390358 +0.214443311095238j,-0.148920595645905 +0.230527654290199j,-0.138947069644928 +0.246169209480286j,-0.128120556473732 +0.261316299438477j,-0.116508200764656 +0.275924265384674j,-0.104180857539177 +0.289955615997314j,-0.0912124738097191 +0.303380191326141j,-0.0776793658733368 +0.316175132989883j,-0.0636596083641052 +0.328324913978577j,-0.0492324009537697 +0.339821040630341j,-0.034477461129427 +0.350662052631378j,-0.0194745436310768 +0.360853016376495j,-0.00430289283394814 +0.370405375957489j,0.0109591856598854 +0.379336506128311j,0.0262347105890512 +0.387669146060944j,0.0414483733475208 +0.395431071519852j,0.0565268285572529 +0.402654439210892j,0.0713989213109016 +0.40937539935112j,0.0859958603978157 +0.415633231401443j,0.100251339375973 +0.421470016241074j,0.114101648330688 +0.426929861307144j,0.127485707402229 +0.432058334350586j,0.140345066785812 +0.436901748180389j,0.152623817324638 +0.441506624221802j,0.164268627762794 +0.445919066667557j,0.175228625535965 +0.450184106826782j,0.185455292463303 +0.454345017671585j,0.194902360439301 +0.458442956209183j,0.203525707125664 +0.462516158819199j,0.211283281445503 +0.466599613428116j,0.218135014176369 +0.47072434425354j,0.22404271364212 +0.474917083978653j,0.228970065712929 +0.47919973731041j,0.23288257420063 +0.483589053153992j,0.235747650265694 +0.488096177577972j,0.23753447830677 +0.492726266384125j,0.23821447789669 +0.497478365898132j,0.237761065363884 +0.502345025539398j,0.236150056123734 +0.507312178611755j,0.233359813690186 +0.512358963489532j,0.229371592402458 +0.517457723617554j,0.224169820547104 +0.522573947906494j,0.217742457985878 +0.527666211128235j,0.210081428289413 +0.532686591148376j,0.201183080673218 +0.537580668926239j,0.191048562526703 +0.542287707328796j,0.179684430360794 +0.546741247177124j,0.167102992534637 +0.550869345664978j,0.153323009610176 +0.554595232009888j,0.138370007276535 +0.557837724685669j,0.122276820242405 +0.560512244701385j,0.105084091424942 +0.562531113624573j,0.0868405997753143 +0.563804745674133j,0.0676036849617958 +0.564242541790009j,0.0474394857883453 +0.563753604888916j,0.0264232009649277 +0.562248051166534j,0.00463920226320624 +0.55963808298111j,-0.0178189184516668 +0.555838882923126j,-0.0408484302461147 +0.550770223140717j,-0.0643376559019089 +0.544357120990753j,-0.088166244328022 +0.536531627178192j,-0.112205676734447 +0.52723354101181j,-0.136319756507874 +0.51641184091568j,-0.160365402698517 +0.504025876522064j,-0.184193432331085 +0.490046322345734j,-0.207649573683739 +0.474456071853638j,-0.23057559132576 +0.45725154876709j,-0.252810478210449 +0.438443154096603j,-0.2741918861866 +0.418056100606918j,-0.294557452201843 +0.396131068468094j,-0.313746511936188 +0.37272435426712j,-0.331601589918137 +0.347908347845078j,-0.34797015786171 +0.3217713534832j,-0.362706333398819 +0.294417679309845j,-0.375672549009323 +0.265967011451721j,-0.386741459369659 +0.236554086208344j,-0.395797371864319 +0.206327810883522j,-0.402738153934479 +0.175450325012207j,-0.407476633787155 +0.144095838069916j,-0.409942030906677 +0.112449176609516j,-0.410081386566162 +0.0807043313980103j,-0.407860696315765 +0.0490626730024815j,-0.403265833854675 +0.017731050029397j,-0.39630338549614 -0.0130802392959595j,-0.387001246213913 -0.0431595742702484j,-0.375408887863159 -0.0722962766885757j,-0.36159747838974 -0.100282900035381j,-0.345659703016281 -0.126917570829391j,-0.327709406614304 -0.152006343007088j,-0.30788066983223 -0.175365477800369j,-0.28632715344429 -0.19682377576828j,-0.263220518827438 -0.216224670410156j,-0.23874919116497 -0.233428299427032j,-0.213116511702538 -0.248313397169113j,-0.186538815498352 -0.260778993368149j
-0.0537634864449501 -0.0991014987230301j,-0.065540499985218 -0.096346028149128j,-0.0772683843970299 -0.0924057066440582j,-0.0888361111283302 -0.0872786045074463j,-0.100133255124092 -0.0809737592935562j,-0.111051149666309 -0.0735109075903893j,-0.121483989059925 -0.0649202540516853j,-0.131329953670502 -0.0552419498562813j,-0.140492171049118 -0.0445255599915981j,-0.148879691958427 -0.032829437404871j,-0.156408354640007 -0.0202199462801218j,-0.163001462817192 -0.00677061965689063j,-0.168590560555458 +0.00743871368467808j,-0.173115894198418 +0.0223229005932808j,-0.176526889204979 +0.0377924628555775j,-0.178782477974892 +0.0537546165287495j,-0.179851278662682 +0.070114329457283j,-0.179711759090424 +0.0867753550410271j,-0.178352162241936 +0.103641256690025j,-0.175770401954651 +0.120616436004639j,-0.171973899006844 +0.137607097625732j,-0.166979178786278 +0.154522180557251j,-0.160811558365822 +0.171274200081825j,-0.153504610061646 +0.187780097126961j,-0.145099639892578 +0.203961938619614j,-0.135645091533661 +0.219747602939606j,-0.125195875763893 +0.235071286559105j,-0.113812699913979 +0.24987405538559j,-0.101561352610588 +0.264104187488556j,-0.0885119438171387 +0.277717500925064j,-0.0747382417321205 +0.290677547454834j,-0.0603168644011021 +0.302955687046051j,-0.0453266203403473 +0.314531207084656j,-0.0298478025943041 +0.325391203165054j,-0.0139615340158343 +0.335530400276184j,0.00225084950216115 +0.344951093196869j,0.0187083631753922 +0.353662610054016j,0.0353309027850628 +0.361681252717972j,0.0520397052168846 +0.369029670953751j,0.0687577500939369 +0.375736445188522j,0.0854101032018661 +0.381835669279099j,0.101924210786819 +0.387366265058517j,0.118230126798153 +0.392371594905853j,0.134260639548302 +0.396898567676544j,0.149951413273811 +0.400997310876846j,0.165241047739983 +0.404720395803452j,0.180071026086807 +0.408122152090073j,0.194385707378387 +0.411258101463318j,0.208132237195969 +0.414184182882309j,0.221260413527489 +0.416956305503845j,0.233722552657127 +0.419629544019699j,0.245473295450211 +0.422257542610168j,0.256469458341599 +0.424891978502274j,0.266669809818268 +0.427581876516342j,0.276034891605377 +0.430373132228851j,0.284526854753494 +0.43330791592598j,0.292109251022339 +0.436424136161804j,0.298746943473816 +0.439754992723465j,0.304405957460403 +0.443328469991684j,0.309053480625153 +0.447166979312897j,0.312657684087753 +0.451286882162094j,0.315187841653824 +0.455698221921921j,0.316614359617233 +0.460404276847839j,0.316908895969391 +0.465401440858841j,0.316044479608536 +0.470678955316544j,0.313995897769928 +0.476218670606613j,0.310739725828171 +0.481994956731796j,0.306254833936691 +0.487974733114243j,0.300522774457932 +0.494117349386215j,0.293528169393539 +0.500374734401703j,0.285259157419205 +0.506691575050354j,0.275708019733429 +0.513005435466766j,0.264871656894684 +0.519246995449066j,0.252752214670181 +0.525340795516968j,0.23935766518116 +0.531205236911774j,0.224702343344688 +0.536753356456757j,0.208807602524757 +0.541893661022186j,0.191702410578728 +0.546530365943909j,0.173423796892166 +0.550564646720886j,0.154017433524132 +0.55389541387558j,0.13353805243969 +0.556420147418976j,0.112049750983715 +0.558036088943481j,0.0896263793110847 +0.55864143371582j,0.0663516595959663 +0.558136224746704j,0.0423192977905273 +0.556423902511597j,0.017632931470871 +0.553412318229675j,-0.00759402057155967 +0.549015164375305j,-0.033238660544157 +0.543153285980225j,-0.0591690503060818 +0.53575587272644j,-0.0852447897195816 +0.526761710643768j,-0.111317776143551 +0.516120612621307j,-0.137233063578606 +0.503794372081757j,-0.162829890847206 +0.489757835865021j,-0.187942892313004 +0.474000155925751j,-0.2124033421278 +0.456525415182114j,-0.236040666699409 +0.437353491783142j,-0.258683919906616 +0.416520565748215j,-0.280163466930389 +0.394079685211182j,-0.300312668085098 +0.370100885629654j,-0.318969756364822 +0.344671219587326j,-0.335979491472244 +0.317894756793976j,-0.351195216178894 +0.289892107248306j,-0.364480465650558 +0.260799795389175j,-0.375710994005203 +0.23076955974102j,-0.38477623462677 +0.199967280030251j,-0.391581296920776 +0.16857174038887j,-0.396048098802567 +0.136773139238358j,-0.398117154836655 +0.10477153211832j,-0.397748500108719 +0.0727749466896057j,-0.394922852516174 +0.0409974046051502j,-0.389642506837845 +0.00965679809451103j,-0.381931781768799 -0.0210273712873459j,-0.371837466955185 -0.0508363321423531j,-0.359428882598877 -0.079554446041584j,-0.344797700643539 -0.106971673667431j,-0.328057497739792 -0.132885977625847j,-0.309342950582504 -0.157105788588524j,-0.288808852434158 -0.179452285170555j,-0.26662889122963 -0.199761688709259j,-0.242993965744972 -0.217887356877327j,-0.218110427260399 -0.233701720833778j
