-0.0261073261499405 -0.164599195122719j,-0.020423524081707 -0.165400624275208j,-0.0147154247388244 -0.166005849838257j,-0.00898986402899027 -0.166414156556129j,-0.00325364037416875 -0.166625037789345j,0.00248636282049119 -0.166638240218163j,0.00822349451482296 -0.166453778743744j,0.013950870372355 -0.166071847081184j,0.0196617022156715 -0.165492922067642j,0.0253491271287203 -0.16471765935421j,0.0310065541416407 -0.163746997714043j,0.0366272069513798 -0.162582084536552j,0.0422044061124325 -0.16122430562973j,0.0477315373718739 -0.159675255417824j,0.0532019697129726 -0.157936811447144j,0.0586093664169312 -0.156011000275612j,0.0639472305774689 -0.15390008687973j,0.0692092403769493 -0.151606619358063j,0.0743891447782516 -0.149133294820786j,0.0794807374477386 -0.146483108401299j,0.0844781026244164 -0.143659099936485j,0.0893752574920654 -0.140664666891098j,0.0941663235425949 -0.137503415346146j,0.0988458096981049 -0.134178951382637j,0.10340791195631 -0.130695417523384j,0.107847459614277 -0.12705671787262j,0.112158954143524 -0.12326741963625j,0.116337396204472 -0.119331888854504j,0.120377935469151 -0.115254670381546j,0.12427557259798 -0.111040852963924j,0.128025874495506 -0.106695182621479j,0.131624206900597 -0.102223068475723j,0.135066390037537 -0.0976296812295914j,0.138348445296288 -0.0929203629493713j,0.141466289758682 -0.0881009325385094j,0.144416406750679 -0.0831768587231636j,0.147195115685463 -0.0781542435288429j,0.149799197912216 -0.0730389282107353j,0.152225658297539 -0.0678368210792542j,0.154471471905708 -0.0625543817877769j,0.156534045934677 -0.0571977384388447j,0.158410966396332 -0.0517730861902237j,0.160099908709526 -0.0462871789932251j,0.16159899532795 -0.0407462008297443j,0.162906318902969 -0.0351570397615433j,0.164020389318466 -0.0295261759310961j,0.164939925074577 -0.0238601323217154j,0.165663778781891 -0.0181659329682589j,0.166191101074219 -0.0124500300735235j,0.166521266102791 -0.00671951426193118j,0.166653901338577 -0.000981031102128328j,0.166588827967644 +0.00475877989083528j,0.166326150298119 +0.010492785833776j,0.165866151452065 +0.0162145011126995j,0.165209382772446 +0.021916825324297j,0.164356634020805 +0.0275931488722563j,0.163308888673782 +0.0332368947565556j,0.162067458033562 +0.0388410538434982j,0.160633713006973 +0.0443992950022221j,0.159009456634521 +0.049904715269804j,0.157196566462517 +0.0553509257733822j,0.155197158455849 +0.0607316307723522j,0.153013676404953 +0.0660401433706284j,0.15064862370491 +0.0712704509496689j,0.148104935884476 +0.0764160752296448j,0.145385533571243 +0.0814710408449173j,0.142493605613708 +0.0864295065402985j,0.139432713389397 +0.0912852957844734j,0.136206418275833 +0.0960328057408333j,0.132818445563316 +0.100666522979736j,0.129273012280464 +0.105180688202381j,0.125574111938477 +0.109570197761059j,0.121726356446743 +0.113829612731934j,0.117734208703041 +0.11795399338007j,0.113602265715599 +0.121938556432724j,0.109335690736771 +0.125778362154961j,0.10493927448988 +0.12946905195713j,0.100418500602245 +0.133006066083908j,0.0957786068320274 +0.136385291814804j,0.0910249575972557 +0.139602810144424j,0.0861634537577629 +0.14265464246273j,0.0811996087431908 +0.145537316799164j,0.0761395692825317 +0.148247271776199j,0.0709892064332962 +0.150781363248825j,0.0657544955611229 +0.153136640787125j,0.0604419186711311 +0.155310213565826j,0.0550574958324432 +0.15729957818985j,0.049607902765274 +0.15910230576992j,0.044099472463131 +0.160716280341148j,0.0385385639965534 +0.162139639258385j,0.0329320952296257 +0.16337063908577j,0.0272864010185003 +0.164407834410667j,0.0216084979474545 +0.165249988436699j,0.0159049592912197 +0.165896102786064j,0.0101823937147856 +0.166345447301865j,0.00444790907204151 +0.166597425937653j,-0.00129184813704342 +0.166651785373688j,-0.00703023606911302 +0.166508436203003j,-0.0127601251006126 +0.166167587041855j,-0.0184750333428383 +0.165629580616951j,-0.024167874827981 +0.164895117282867j,-0.0298320390284061 +0.163965046405792j,-0.0354609712958336 +0.16284042596817j,-0.0410476811230183 +0.161522671580315j,-0.046585850417614 +0.160013273358345j,-0.0520686022937298 +0.158314079046249j,-0.0574895888566971 +0.156427085399628j,-0.0628425255417824 +0.154354482889175j,-0.0681207627058029 +0.152098804712296j,-0.0733183324337006 +0.149662658572197j,-0.0784287825226784 +0.147049009799957j,-0.083446204662323 +0.144260942935944j,-0.0883647575974464 +0.141301646828651j,-0.0931783616542816 +0.138174816966057j,-0.097881555557251 +0.134883984923363j,-0.102468505501747 +0.131433233618736j,-0.106933899223804 +0.127826556563377j,-0.111272558569908 +0.124068140983582j,-0.115479096770287 +0.120162650942802j,-0.119548760354519 +0.116114504635334j,-0.12347649782896 +0.11192873865366j
-0.0512455888092518 -0.158582389354706j,-0.0457540042698383 -0.16025310754776j,-0.0402082279324532 -0.161733686923981j,-0.0346146672964096 -0.163022428750992j,-0.0289800520986319 -0.164117783308029j,-0.0233110506087542 -0.165018424391747j,-0.0176143981516361 -0.165723323822021j,-0.0118969287723303 -0.166231617331505j,-0.00616526696830988 -0.166542708873749j,-0.000426290556788445 -0.166656255722046j,0.00531318737193942 -0.166572079062462j,0.0110463630408049 -0.166290298104286j,0.0167663618922234 -0.165811270475388j,0.0224665477871895 -0.165135517716408j,0.028140077367425 -0.164263874292374j,0.0337802283465862 -0.163197368383408j,0.0393802262842655 -0.161937281489372j,0.0449335873126984 -0.160485073924065j,0.0504336431622505 -0.158842474222183j,0.0558738708496094 -0.157011464238167j,0.0612478144466877 -0.154994159936905j,0.0665490254759789 -0.152793034911156j,0.0717713683843613 -0.150410622358322j,0.076908566057682 -0.147849783301353j,0.0819545239210129 -0.145113542675972j,0.0869032666087151 -0.142205163836479j,0.0917488485574722 -0.139128118753433j,0.0964856520295143 -0.135885998606682j,0.101107940077782 -0.132482722401619j,0.105610400438309 -0.128922179341316j,0.109987460076809 -0.125208795070648j,0.114234164357185 -0.121346786618233j,0.118345230817795 -0.117340922355652j,0.122315913438797 -0.113195866346359j,0.126141592860222 -0.108916409313679j,0.12981753051281 -0.104507863521576j,0.133339583873749 -0.0999752208590508j,0.136703342199326 -0.0953240990638733j,0.13990493118763 -0.0905598923563957j,0.142940655350685 -0.085688129067421j,0.145806714892387 -0.0807148516178131j,0.148499891161919 -0.0756456926465034j,0.151016816496849 -0.0704869255423546j,0.153354614973068 -0.065244548022747j,0.155510544776917 -0.0599246099591255j,0.157481923699379 -0.0545337460935116j,0.159266546368599 -0.0490780360996723j,0.160862192511559 -0.0435642600059509j,0.162266984581947 -0.0379988066852093j,0.163479343056679 -0.0323881059885025j,0.16449773311615 -0.0267391577363014j,0.165320992469788 -0.0210583209991455j,0.165948137640953 -0.0153526645153761j,0.166378408670425 -0.00962879694998264j,0.166611313819885 -0.00389334373176098j,0.166646555066109 +0.00184656458441168j,0.166484132409096 +0.0075842859223485j,0.166124194860458 +0.0133131667971611j,0.165567189455032 +0.0190261006355286j,0.164813756942749 +0.0247166119515896j,0.163864836096764 +0.0303776524960995j,0.162721529603004 +0.036002654582262j,0.161385148763657 +0.0415851064026356j,0.159857347607613 +0.0471180602908134j,0.158139884471893 +0.0525952838361263j,0.156234860420227 +0.058009959757328j,0.154144495725632 +0.0633558183908463j,0.151871219277382 +0.0686266645789146j,0.149417847394943 +0.0738159567117691j,0.146787136793137 +0.0789178237318993j,0.143982380628586 +0.0839259326457977j,0.14100681245327 +0.0888344794511795j,0.137863889336586 +0.0936377793550491j,0.134557515382767 +0.0983298644423485j,0.131091415882111 +0.102905429899693j,0.127469897270203 +0.107358790934086j,0.123697176575661 +0.111684799194336j,0.119777597486973 +0.11587843298912j,0.115716047585011 +0.119934491813183j,0.11151710152626 +0.123848378658295j,0.107185989618301 +0.127615243196487j,0.102727726101875 +0.131230726838112j,0.0981474667787552 +0.13469061255455j,0.0934509113430977 +0.137990638613701j,0.088643491268158 +0.141126960515976j,0.0837307721376419 +0.144095957279205j,0.0787188708782196 +0.146893933415413j,0.0736134499311447 +0.149517714977264j,0.0684208422899246 +0.151964068412781j,0.0631470531225204 +0.154230132699013j,0.0577982217073441 +0.156313315033913j,0.0523809716105461 +0.15821099281311j,0.0469014383852482 +0.159921050071716j,0.0413664132356644 +0.161441341042519j,0.0357823111116886 +0.162770122289658j,0.0301556065678596 +0.163905844092369j,0.0244932882487774 +0.16484709084034j,0.0188017543405294 +0.165592819452286j,0.0130880810320377 +0.166142076253891j,0.00735887233167887 +0.166494250297546j,0.00162077730055898 +0.166648909449577j,-0.00411908095702529 +0.166605889797211j,-0.00985421054065228 +0.166365206241608j,-0.015577488578856 +0.165927186608315j,-0.0212822929024696 +0.165292322635651j,-0.0269620046019554 +0.164461359381676j,-0.0326095744967461 +0.163435310125351j,-0.03821861743927 +0.162215366959572j,-0.0437821671366692 +0.160803005099297j,-0.0492937788367271 +0.15919990837574j,-0.0547470673918724 +0.157407894730568j,-0.060135256499052 +0.155429199337959j,-0.0654522553086281 +0.153266072273254j,-0.0706914663314819 +0.150921180844307j,-0.0758468210697174 +0.148397266864777j,-0.0809123292565346 +0.145697221159935j,-0.0858817249536514 +0.142824426293373j,-0.0907492339611053 +0.139782190322876j,-0.0955092236399651 +0.136574059724808j,-0.100155778229237 +0.133203998208046j,-0.10468365252018 +0.129675820469856j
-0.0751510411500931 -0.148750826716423j,-0.0699839219450951 -0.151250585913658j,-0.0647337213158607 -0.153570935130119j,-0.0594067238271236 -0.155709117650986j,-0.0540092512965202 -0.157662570476532j,-0.048547774553299 -0.159428983926773j,-0.0430286452174187 -0.161006286740303j,-0.0374584682285786 -0.16239258646965j,-0.0318438410758972 -0.163586229085922j,-0.0261915344744921 -0.164585813879967j,-0.0205080695450306 -0.165390163660049j,-0.0148002784699202 -0.165998309850693j,-0.00907493196427822 -0.166409537196159j,-0.00333881634287536 -0.166623339056969j,0.00240117637440562 -0.166639491915703j,0.00813840888440609 -0.166457965970039j,0.0138659793883562 -0.166078954935074j,0.0195771027356386 -0.165502935647964j,0.0252650044858456 -0.164730593562126j,0.0309228524565697 -0.163762822747231j,0.0365440919995308 -0.162600785493851j,0.042121984064579 -0.161245852708817j,0.047649908810854 -0.159699633717537j,0.05312130600214 -0.157963961362839j,0.0585296116769314 -0.15604093670845j,0.0638685524463654 -0.153932750225067j,0.0691317394375801 -0.151641979813576j,0.0743129029870033 -0.149171307682991j,0.0794058442115784 -0.146523714065552j,0.0844046622514725 -0.143702253699303j,0.0893033444881439 -0.140710338950157j,0.0940960273146629 -0.137551531195641j,0.098777212202549 -0.134229466319084j,0.103341087698936 -0.130748257040977j,0.107782498002052 -0.127111837267876j,0.112095922231674 -0.123324729502201j,0.116276375949383 -0.119391337037086j,0.120319001376629 -0.115316189825535j,0.124218791723251 -0.111104361712933j,0.127971321344376 -0.106760606169701j,0.131571933627129 -0.102290332317352j,0.135016471147537 -0.0976987108588219j,0.138300940394402 -0.0929910615086555j,0.141421243548393 -0.0881732404232025j,0.144373789429665 -0.0832508057355881j,0.14715513586998 -0.0782294794917107j,0.149761855602264 -0.0731154903769493j,0.152190968394279 -0.0679146200418472j,0.154439479112625 -0.062633328139782j,0.156504780054092 -0.0572777464985847j,0.15838448703289 -0.0518540591001511j,0.160076230764389 -0.0463690087199211j,0.161578133702278 -0.0408287979662418j,0.162888333201408 -0.0352403111755848j,0.164005294442177 -0.029610013589263j,0.164927706122398 -0.0239444337785244j,0.165654465556145 -0.0182506125420332j,0.166184723377228 -0.0125349769368768j,0.166517823934555 -0.00680463155731559j,0.166653379797935 -0.001066216500476j,0.166591241955757 +0.00467362441122532j,0.166331484913826 +0.0104077626019716j,0.165874406695366 +0.0161297116428614j,0.165220558643341 +0.0218323729932308j,0.164370730519295 +0.0275091305375099j,0.163325861096382 +0.033153411000967j,0.16208727657795 +0.0387582033872604j,0.16065639257431 +0.0443171784281731j,0.159034937620163 +0.0498234257102013j,0.157224848866463 +0.0552705675363541j,0.155228182673454 +0.0606522932648659j,0.153047412633896 +0.0659619122743607j,0.150685116648674 +0.0711932927370071j,0.148143976926804 +0.0763403549790382j,0.145427167415619 +0.081396721303463j,0.142537757754326 +0.0863566547632217j,0.139479354023933 +0.0912140160799026j,0.136255487799644 +0.0959631651639938j,0.132869884371758 +0.100598618388176j,0.129326745867729 +0.105114586651325j,0.125630110502243 +0.109505996108055j,0.121784530580044 +0.113767378032207j,0.11779448390007 +0.117893792688847j,0.113664582371712 +0.12188047170639j,0.10939996689558 +0.125722452998161j,0.105005443096161 +0.129415392875671j,0.100486479699612 +0.132954716682434j,0.0958483070135117 +0.13633631169796j,0.0910963043570518 +0.139556258916855j,0.0862363651394844 +0.14261057972908j,0.0812739878892899 +0.145495787262917j,0.0762153342366219 +0.148208320140839j,0.0710662826895714 +0.150745049118996j,0.0658327639102936 +0.15310300886631j,0.0605213008821011 +0.155279293656349j,0.0551378987729549 +0.157271429896355j,0.0496892295777798 +0.159076929092407j,0.0441816113889217 +0.160693719983101j,0.0386214330792427 +0.162119925022125j,0.0330156050622463 +0.163353785872459j,0.0273704398423433 +0.164393872022629j,0.0216929689049721 +0.165238931775093j,0.015989763662219 +0.165887951850891j,0.0102674253284931 +0.166340216994286j,0.0045330710709095 +0.166595131158829j,-0.00120682234410197 +0.166652426123619j,-0.00694512436166406 +0.166512027382851j,-0.01267518568784 +0.166174083948135j,-0.0183903723955154 +0.165639013051987j,-0.0240835808217525 +0.164907455444336j,-0.0297482199966908 +0.163980275392532j,-0.0353777296841145 +0.162858545780182j,-0.0409651100635529 +0.161543637514114j,-0.0465040504932404 +0.16003705561161j,-0.0519876703619957 +0.15834067761898j,-0.0574096217751503 +0.156456455588341j,-0.0627636164426804 +0.154386579990387j,-0.0680430084466934 +0.152133613824844j,-0.0732418224215508 +0.149700105190277j,-0.0783536061644554 +0.147089079022408j,-0.083372451364994 +0.144303575158119j
-0.0972487553954124 -0.135340929031372j,-0.0925303250551224 -0.138609617948532j,-0.0877020731568336 -0.141713917255402j,-0.0827697739005089 -0.144650101661682j,-0.0777392908930779 -0.147414684295654j,-0.0726165845990181 -0.150004401803017j,-0.0674078091979027 -0.152416124939919j,-0.0621189884841442 -0.154647067189217j,-0.0567564852535725 -0.156694576144218j,-0.0513266399502754 -0.158556178212166j,-0.0458359196782112 -0.160229697823524j,-0.040290892124176 -0.161713108420372j,-0.0346979945898056 -0.163004711270332j,-0.0290639381855726 -0.16410294175148j,-0.0233954042196274 -0.16500648856163j,-0.0176991857588291 -0.165714293718338j,-0.0119818979874253 -0.166225522756577j,-0.00625039776787162 -0.166539549827576j,-0.000511480262503026 -0.166656017303467j,0.00522804073989392 -0.166574776172638j,0.0109612857922912 -0.166295930743217j,0.0166816003620625 -0.165819808840752j,0.0223821308463812 -0.165146991610527j,0.0280561037361622 -0.164278239011765j,0.0336968004703522 -0.163214609026909j,0.0392974428832531 -0.161957398056984j,0.0448515452444553 -0.160508021712303j,0.0503524430096149 -0.158868238329887j,0.0557936057448387 -0.157039999961853j,0.0611685030162334 -0.155025482177734j,0.0664709135890007 -0.152827039361j,0.0716944709420204 -0.15044729411602j,0.0768329799175262 -0.147889077663422j,0.0818803384900093 -0.145155414938927j,0.0868304967880249 -0.14224961400032j,0.0916777178645134 -0.13917501270771j,0.0964161828160286 -0.135935306549072j,0.101040206849575 -0.132534384727478j,0.105544492602348 -0.12897615134716j,0.10992344468832 -0.125265002250671j,0.114172123372555 -0.12140516191721j,0.118285231292248 -0.117401406168938j,0.12225803732872 -0.113258376717567j,0.12608590722084 -0.108980871737003j,0.129764094948769 -0.104574203491211j,0.133288457989693 -0.10004335641861j,0.13665460050106 -0.09539395570755j,0.1398586332798 -0.0906313955783844j,0.142896831035614 -0.0857611894607544j,0.14576543867588 -0.0807893797755241j,0.148461207747459 -0.0757215842604637j,0.150980770587921 -0.0705641061067581j,0.153321236371994 -0.0653229206800461j,0.15547987818718 -0.0600040964782238j,0.157454028725624 -0.0546142421662807j,0.159241437911987 -0.0491594448685646j,0.160839885473251 -0.0436464808881283j,0.162247553467751 -0.0380817390978336j,0.163462772965431 -0.0324716754257679j,0.164484053850174 -0.0268232394009829j,0.165310204029083 -0.0211429856717587j,0.165940254926682 -0.0154374912381172j,0.166373461484909 -0.0097138425335288j,0.166609302163124 -0.00397851038724184j,0.166647493839264 +0.00176137883681804j,0.166487976908684 +0.00749917887151241j,0.166130974888802 +0.0132282450795174j,0.16557689011097 +0.0189414620399475j,0.16482637822628 +0.0246323589235544j,0.163880333304405 +0.0302938837558031j,0.162739902734756 +0.0359194688498974j,0.161406382918358 +0.0415025986731052j,0.159881427884102 +0.0470363460481167j,0.158166751265526 +0.0525144413113594j,0.15626448392868 +0.0579300858080387j,0.154176861047745 +0.0632770135998726j,0.151906281709671 +0.0685490295290947j,0.149455547332764 +0.0737395659089088j,0.146827459335327 +0.078842781484127j,0.144025251269341 +0.0838523134589195j,0.141052201390266 +0.0887623876333237j,0.137911736965179 +0.0935672968626022j,0.134607762098312 +0.0982610732316971j,0.131144002079964 +0.102838404476643j,0.127524763345718 +0.107293620705605j,0.123754255473614 +0.111621558666229j,0.119836822152138 +0.115817196667194j,0.115777343511581 +0.119875326752663j,0.111580513417721 +0.123791255056858j,0.107251204550266 +0.127560436725616j,0.102794788777828 +0.131178185343742j,0.0982163026928902 +0.134640425443649j,0.093521423637867 +0.137942850589752j,0.0887156128883362 +0.141081631183624j,0.0838044211268425 +0.144053131341934j,0.0787939503788948 +0.146853670477867j,0.0736898630857468 +0.149480059742928j,0.068498507142067 +0.151929065585136j,0.0632258877158165 +0.154197841882706j,0.0578781217336655 +0.156283751130104j,0.0524618439376354 +0.158184200525284j,0.046983178704977 +0.159897059202194j,0.0414489284157753 +0.161420181393623j,0.0358655080199242 +0.16275180876255j,0.0302393920719624 +0.163890406489372j,0.0245775450021029 +0.164834558963776j,0.0188864022493362 +0.165583178400993j,0.0131729962304234 +0.166135370731354j,0.00744397565722465 +0.166490465402603j,0.00170596200041473 +0.166648060083389j,-0.00403391290456057 +0.166607961058617j,-0.00976916495710612 +0.166370213031769j,-0.0154926693066955 +0.16593511402607j,-0.0211977958679199 +0.165303185582161j,-0.0268779341131449 +0.164475113153458j,-0.0325260274112225 +0.163451954722404j,-0.038135539740324 +0.162234917283058j,-0.0436999648809433 +0.160825371742249j,-0.0492123924195766 +0.159225076436996j,-0.0546665973961353 +0.157435864210129j,-0.0600557997822762 +0.155459925532341j
-0.117007084190845 -0.11867531388998j,-0.112850800156593 -0.12263435125351j,-0.108560636639595 -0.126447916030884j,-0.104141689836979 -0.13011147081852j,-0.09959926456213 -0.133620634675026j,-0.0949386283755302 -0.136971324682236j,-0.0901653617620468 -0.140159532427788j,-0.0852851271629333 -0.143181473016739j,-0.0803037956357002 -0.146033510565758j,-0.0752271413803101 -0.148712351918221j,-0.0700612291693687 -0.151214793324471j,-0.0648122131824493 -0.153537824749947j,-0.05948631092906 -0.155678734183311j,-0.0540899075567722 -0.157634913921356j,-0.0486292690038681 -0.159404143691063j,-0.0431109368801117 -0.160984262824059j,-0.0375414676964283 -0.162373408675194j,-0.0319274626672268 -0.163569927215576j,-0.0262756608426571 -0.164572402834892j,-0.0205926056951284 -0.165379658341408j,-0.0148851312696934 -0.165990725159645j,-0.00915999431163072 -0.166404873132706j,-0.00342406728304922 -0.16662161052227j,0.00231599970720709 -0.16664069890976j,0.00805331580340862 -0.16646209359169j,0.0137810837477446 -0.166086032986641j,0.0194924995303154 -0.165512934327126j,0.0251807160675526 -0.16474349796772j,0.0308391358703375 -0.163778603076935j,0.0364609733223915 -0.162619441747665j,0.0420395582914352 -0.161267355084419j,0.0475682690739632 -0.159723967313766j,0.0530404783785343 -0.157991126179695j,0.0584498420357704 -0.156070828437805j,0.0637898668646812 -0.153965383768082j,0.0690542086958885 -0.151677295565605j,0.0742366462945938 -0.149209275841713j,0.0793309360742569 -0.146564275026321j,0.0843311920762062 -0.143745377659798j,0.0892314091324806 -0.140755966305733j,0.0940257012844086 -0.137599617242813j,0.0987085849046707 -0.134279936552048j,0.103274241089821 -0.130801051855087j,0.107717387378216 -0.127167016267776j,0.112032867968082 -0.123382017016411j,0.116215333342552 -0.119450755417347j,0.120260044932365 -0.115377679467201j,0.1241619810462 -0.111167840659618j,0.127916619181633 -0.106826134026051j,0.131519630551338 -0.10235757380724j,0.134966522455215 -0.0977677181363106j,0.138253375887871 -0.0930617451667786j,0.141376152634621 -0.0882455110549927j,0.144331201910973 -0.08332459628582j,0.147115126252174 -0.0783046931028366j,0.149724453687668 -0.0731920301914215j,0.152156233787537 -0.0679924115538597j,0.154407441616058 -0.0627122670412064j,0.156475484371185 -0.0573577359318733j,0.158357948064804 -0.0519350133836269j,0.160052508115768 -0.0464508272707462j,0.161557257175446 -0.040911391377449j,0.162870287895203 -0.0353235676884651j,0.163990125060081 -0.0296938456594944j,0.164915457367897 -0.024028742685914j,0.165645107626915 -0.0183352865278721j,0.166178286075592 -0.0126199284568429j,0.166514322161674 -0.00688975257799029j,0.16665281355381 -0.00115140550769865j,0.166593611240387 +0.00458846939727664j,0.166336789727211 +0.0103227403014898j,0.165882632136345 +0.0160449184477329j,0.165231704711914 +0.0217479113489389j,0.164384767413139 +0.027425104752183j,0.163342788815498 +0.0330699160695076j,0.162107065320015 +0.038675345480442j,0.160679057240486 +0.0442348979413509j,0.159060388803482 +0.0497421212494373j,0.157253071665764 +0.0551901906728745j,0.155259162187576 +0.0605729334056377j,0.153081119060516 +0.0658836737275124j,0.150721475481987 +0.0711162537336349j,0.148182973265648 +0.0762646198272705j,0.145468756556511 +0.0813223719596863j,0.142581894993782 +0.0862837880849838j,0.139525964856148 +0.0911427065730095j,0.136304512619972 +0.0958935096859932j,0.132921293377876 +0.100530683994293j,0.129380464553833 +0.105048470199108j,0.125686064362526 +0.109441764652729j,0.121842660009861 +0.113705106079578j,0.117854729294777 +0.117833562195301j,0.113726869225502 +0.121822349727154j,0.109464213252068 +0.12566651403904j,0.10507158190012 +0.12936170399189j,0.100554421544075 +0.132903322577477j,0.0959179848432541 +0.136287301778793j,0.0911676287651062 +0.139509677886963j,0.0863092541694641 +0.142566487193108j,0.0813483446836472 +0.145454227924347j,0.0762910842895508 +0.148169353604317j,0.0711433216929436 +0.150708705186844j,0.0659110248088837 +0.153069347143173j,0.0606006644666195 +0.15524834394455j,0.0552182793617249 +0.157243221998215j,0.0497705414891243 +0.159051507711411j,0.0442637540400028 +0.16067111492157j,0.038704302161932 +0.162100166082382j,0.033099103718996 +0.163336873054504j,0.027454623952508 +0.164379835128784j,0.0217774249613285 +0.165227815508842j,0.0160745549947023 +0.165879771113396j,0.0103524522855878 +0.166334941983223j,0.00461822794750333 +0.166592791676521j,-0.00112147291656584 +0.166653022170067j,-0.00686000939458609 +0.166515544056892j,-0.0125902388244867 +0.166180536150932j,-0.0183056946843863 +0.165648385882378j,-0.0239992812275887 +0.16491973400116j,-0.0296643953770399 +0.163995459675789j,-0.0352944768965244 +0.162876605987549j
-0.133950680494308 -0.0991549417376518j,-0.130456626415253 -0.103708997368813j,-0.126807764172554 -0.108140081167221j,-0.123008474707603 -0.112442888319492j,-0.119063258171082 -0.116612300276756j,-0.114976793527603 -0.120643369853497j,-0.110753998160362 -0.124531276524067j,-0.10639975965023 -0.128271505236626j,-0.101919293403625 -0.131859570741653j,-0.0973179191350937 -0.135291203856468j,-0.0926011055707932 -0.138562336564064j,-0.0877745077013969 -0.141669064760208j,-0.0828437060117722 -0.14460776746273j,-0.0778146311640739 -0.147374927997589j,-0.0726932510733604 -0.14996725320816j,-0.0674857124686241 -0.152381643652916j,-0.0621980279684067 -0.154615297913551j,-0.0568365715444088 -0.156665533781052j,-0.0514076836407185 -0.158529922366142j,-0.0459178127348423 -0.160206243395805j,-0.0403735525906086 -0.161692500114441j,-0.0347813107073307 -0.162986949086189j,-0.0291478205472231 -0.164088055491447j,-0.0234797447919846 -0.16499450802803j,-0.0177838113158941 -0.165705233812332j,-0.0120668709278107 -0.166219368577003j,-0.00633552763611078 -0.166536316275597j,-0.000596669327933338 -0.166655719280243j,0.00514289038255811 -0.166577413678169j,0.0108762765303254 -0.166301518678665j,0.0165968369692564 -0.165828317403793j,0.0222977101802826 -0.165158405900002j,0.0279721263796091 -0.164292559027672j,0.0336133688688278 -0.163231819868088j,0.0392146520316601 -0.161977455019951j,0.0447694957256317 -0.160530924797058j,0.0502712279558182 -0.158893957734108j,0.0557133220136166 -0.157068490982056j,0.061089251190424 -0.155056729912758j,0.0663927868008614 -0.152860999107361j,0.0716175585985184 -0.150483921170235j,0.0767573714256287 -0.147928327322006j,0.0818061307072639 -0.145197257399559j,0.0867577716708183 -0.142293974757195j,0.0916065648198128 -0.139221847057343j,0.0963466838002205 -0.135984569787979j,0.100972443819046 -0.132586017251015j,0.105478547513485 -0.129030078649521j,0.109859399497509 -0.125321179628372j,0.114110052585602 -0.121463514864445j,0.118225209414959 -0.117461852729321j,0.12220012396574 -0.113320857286453j,0.126030176877975 -0.109045311808586j,0.129710629582405 -0.104640528559685j,0.133237302303314 -0.100111484527588j,0.136605814099312 -0.0954638049006462j,0.139812275767326 -0.0907028764486313j,0.142852976918221 -0.085834227502346j,0.14572411775589 -0.0808638781309128j,0.148422479629517 -0.0757974684238434j,0.15094467997551 -0.0706412792205811j,0.153287827968597 -0.0654012858867645j,0.15544918179512 -0.0600835680961609j,0.157426089048386 -0.0546947196125984j,0.159216240048409 -0.0492409877479076j,0.160817563533783 -0.0437286905944347j,0.162228062748909 -0.0381646752357483j,0.163446143269539 -0.0325552262365818j,0.164470314979553 -0.0269073136150837j,0.165299370884895 -0.0212274827063084j,0.165932342410088 -0.0155223123729229j,0.166368469595909 -0.00979888718575239j,0.166607245802879 -0.00406367611140012j,0.166648373007774 +0.00167619832791388j,0.166491791605949 +0.00741408159956336j,0.166137710213661 +0.0131433242931962j,0.165586546063423 +0.0188568197190762j,0.164838939905167 +0.024548102170229j,0.163895800709724 +0.0302101112902164j,0.162758246064186 +0.0358362793922424j,0.161427572369576 +0.0414200909435749j,0.159905448555946 +0.0469546131789684j,0.158193573355675 +0.0524335838854313j,0.156294077634811 +0.0578502006828785j,0.154209181666374 +0.0631981939077377j,0.151941299438477 +0.0684713646769524j,0.149493232369423 +0.0736631602048874j,0.146867737174034 +0.078767716884613j,0.144068107008934 +0.0837786868214607j,0.14109756052494 +0.088690273463726j,0.137959554791451 +0.0934967845678329j,0.134657964110374 +0.0981922447681427j,0.131196558475494 +0.102771356701851j,0.127579599618912 +0.107228420674801j,0.123811297118664 +0.1115582883358j,0.119896002113819 +0.115755923092365j,0.115838602185249 +0.11981613188982j,0.111643776297569 +0.123734198510647j,0.107316397130489 +0.127505585551262j,0.10286183655262 +0.131125628948212j,0.0982851088047028 +0.134590208530426j,0.0935919284820557 +0.13789501786232j,0.0887877196073532 +0.14103627204895j,0.0838780477643013 +0.144010275602341j,0.0788690075278282 +0.146813377737999j,0.0737662687897682 +0.14944238960743j,0.0685761570930481 +0.15189403295517j,0.0633047074079514 +0.154165506362915j,0.0579580068588257 +0.156254142522812j,0.0525426901876926 +0.158157363533974j,0.047064907848835 +0.159873008728027j,0.0415314361453056 +0.161398962140083j,0.0359486974775791 +0.16273345053196j,0.0303231570869684 +0.163874924182892j,0.0246618054807186 +0.164821967482567j,0.0189710352569818 +0.165573507547379j,0.0132579244673252 +0.166128605604172j,0.00752908270806074 +0.166486635804176j,0.00179114600177854 +0.166647166013718j,-0.00394874531775713 +0.1666100025177j,-0.00968396104872227 +0.166375204920769j
