-0.65636146068573 +0.32466647028923j,-0.668630063533783 +0.298584073781967j,-0.679862797260285 +0.27203905582428j,-0.690042078495026 +0.245072573423386j,-0.699152231216431 +0.217726320028305j,-0.707179188728333 +0.19004276394844j,-0.714110374450684 +0.162064760923386j,-0.719935178756714 +0.133835658431053j,-0.724644482135773 +0.105399191379547j,-0.728231072425842 +0.0767994076013564j,-0.730689346790314 +0.0480806231498717j,-0.732015490531921 +0.019287347793579j,-0.732207417488098 -0.00953579973429452j,-0.731264889240265 -0.0383441895246507j,-0.729189395904541 -0.0670931562781335j,-0.725984036922455 -0.0957381650805474j,-0.721653938293457 -0.124234862625599j,-0.716205596923828 -0.152539029717445j,-0.709647655487061 -0.180606901645661j,-0.701990187168121 -0.208394914865494j,-0.693245053291321 -0.235860034823418j,-0.683425784111023 -0.262959748506546j,-0.67254763841629 -0.289652019739151j,-0.660627484321594 -0.31589549779892j,-0.64768373966217 -0.341649532318115j,-0.633736491203308 -0.366874247789383j,-0.618807315826416 -0.391530483961105j,-0.602919399738312 -0.415580123662949j,-0.586097300052643 -0.438985854387283j,-0.568367123603821 -0.461711436510086j,-0.549756348133087 -0.483721613883972j,-0.530293762683868 -0.504982352256775j,-0.510009527206421 -0.525460660457611j,-0.488935112953186 -0.545124888420105j,-0.467103153467178 -0.563944399356842j,-0.444547444581985 -0.581890225410462j,-0.421302407979965 -0.598934829235077j,-0.39740514755249 -0.615051031112671j,-0.372892171144485 -0.630214333534241j,-0.34780141711235 -0.644401133060455j,-0.322171777486801 -0.657589554786682j,-0.296043008565903 -0.669759035110474j,-0.269455552101135 -0.68089085817337j,-0.242450580000877 -0.690967738628388j,-0.2150699198246 -0.699974000453949j,-0.187356114387512 -0.707895696163178j,-0.159351944923401 -0.714720666408539j,-0.131100967526436 -0.720438182353973j,-0.102646805346012 -0.725039482116699j,-0.0740335881710052 -0.728517413139343j,-0.0453056730329989 -0.730866670608521j,-0.0165075901895761 -0.732083439826965j,0.012316101230681 -0.732165932655334j,0.0411206744611264 -0.731114029884338j,0.0698615536093713 -0.728929340839386j,0.0984941795468331 -0.725615262985229j,0.126974210143089 -0.72117692232132j,0.155257537961006 -0.71562123298645j,0.183300256729126 -0.708956718444824j,0.211059018969536 -0.701193809509277j,0.238490745425224 -0.692344427108765j,0.265552937984467 -0.682422339916229j,0.292203724384308 -0.671442925930023j,0.318401783704758 -0.659423232078552j,0.344106465578079 -0.646381795406342j,0.369278013706207 -0.63233882188797j,0.393877416849136 -0.61731618642807j,0.41786652803421 -0.601337015628815j,0.441208213567734 -0.584426164627075j,0.463866293430328 -0.566609799861908j,0.485805690288544 -0.547915577888489j,0.506992340087891 -0.528372406959534j,0.527393519878388 -0.508010566234589j,0.546977519989014 -0.486861646175384j,0.565714061260223 -0.464958369731903j,0.583574056625366 -0.442334651947021j,0.600529909133911 -0.419025629758835j,0.616555273532868 -0.395067393779755j,0.631625354290009 -0.370497018098831j,0.645716845989227 -0.345352619886398j,0.658807814121246 -0.319673091173172j,0.670878112316132 -0.293498277664185j,0.681909143924713 -0.266868084669113j,0.691883385181427 -0.239825069904327j,0.700785577297211 -0.212410449981689j,0.708602070808411 -0.184666708111763j,0.715320587158203 -0.156636878848076j,0.720930814743042 -0.128364354372024j,0.72542405128479 -0.0998929068446158j,0.728793323040009 -0.0712667331099509j,0.731033444404602 -0.0425301231443881j,0.732140839099884 -0.0137276025488972j,0.732113897800446 +0.0150961764156819j,0.730952620506287 +0.0438965857028962j,0.72865879535675 +0.0726289525628091j,0.725236058235168 +0.101248793303967j,0.720689594745636 +0.129711776971817j,0.715026497840881 +0.157973766326904j,0.708255589008331 +0.185991004109383j,0.700387299060822 +0.213720068335533j,0.691433846950531 +0.241118013858795j,0.681409060955048 +0.268142342567444j,0.670328557491302 +0.294751226902008j,0.658209383487701 +0.320903420448303j,0.645070493221283 +0.346558421850205j,0.630932033061981 +0.371676474809647j,0.615816056728363 +0.396218657493591j,0.59974592924118 +0.42014691233635j,0.582746624946594 +0.443424224853516j,0.564844369888306 +0.466014504432678j,0.54606693983078 +0.487882733345032j,0.526443421840668 +0.508995056152344j,0.506004273891449 +0.529318749904633j,0.484781116247177 +0.548822283744812j,0.462806850671768 +0.567475497722626j,0.440115511417389 +0.585249483585358j,0.416742295026779 +0.602116703987122j,0.392723351716995 +0.618050992488861j,0.368095934391022 +0.633027672767639j,0.342898190021515 +0.647023558616638j,0.317169189453125 +0.66001695394516j
-0.587579488754273 +0.436999976634979j,-0.60432231426239 +0.413537442684174j,-0.620128750801087 +0.389434158802032j,-0.634974420070648 +0.364727556705475j,-0.648836195468903 +0.339455813169479j,-0.66169273853302 +0.313658118247986j,-0.673524022102356 +0.287374407052994j,-0.684311807155609 +0.260645508766174j,-0.694039225578308 +0.233512729406357j,-0.702691376209259 +0.206018149852753j,-0.710254788398743 +0.178204357624054j,-0.716717720031738 +0.150114476680756j,-0.722070157527924 +0.121792055666447j,-0.726303935050964 +0.093280866742134j,-0.729412257671356 +0.0646251514554023j,-0.731390476226807 +0.0358693227171897j,-0.732235491275787 +0.00705795362591732j,-0.731945991516113 -0.0217644032090903j,-0.730522453784943 -0.0505530200898648j,-0.727967023849487 -0.0792633369565011j,-0.724283695220947 -0.107850812375546j,-0.719478130340576 -0.136271163821221j,-0.71355789899826 -0.164480447769165j,-0.706532001495361 -0.192434802651405j,-0.698411464691162 -0.220091074705124j,-0.689208805561066 -0.247406288981438j,-0.678938269615173 -0.274338185787201j,-0.667615830898285 -0.300845056772232j,-0.65525895357132 -0.326885759830475j,-0.641886532306671 -0.352420628070831j,-0.627519905567169 -0.377408862113953j,-0.612181007862091 -0.40181228518486j,-0.595893502235413 -0.425593167543411j,-0.578682780265808 -0.448714643716812j,-0.560575544834137 -0.471140891313553j,-0.541599631309509 -0.492837160825729j,-0.521784663200378 -0.513769805431366j,-0.501161217689514 -0.53390645980835j,-0.479761242866516 -0.553215861320496j,-0.457617968320847 -0.571668148040772j,-0.434765636920929 -0.58923465013504j,-0.411239713430405 -0.605888247489929j,-0.387076616287231 -0.621603071689606j,-0.362313777208328 -0.636354744434357j,-0.33698958158493 -0.650120496749878j,-0.3111432492733 -0.66287899017334j,-0.284814864397049 -0.674610376358032j,-0.258045136928558 -0.685296595096588j,-0.230875641107559 -0.69492095708847j,-0.203348383307457 -0.70346862077713j,-0.175506100058555 -0.710926294326782j,-0.147391900420189 -0.717282593250275j,-0.119049318134785 -0.72252744436264j,-0.0905222594738005 -0.726652860641479j,-0.0618549585342406 -0.729652404785156j,-0.0330918096005915 -0.731521427631378j,-0.00427741650491942 -0.732257008552551j,0.0245436038821937 -0.73185807466507j,0.053326614201069 -0.730325222015381j,0.0820269957184793 -0.727660775184631j,0.110600270330906 -0.723868906497955j,0.139002203941345 -0.718955516815186j,0.167188778519631 -0.712928175926208j,0.1951162815094 -0.705796182155609j,0.222741484642029 -0.69757068157196j,0.250021576881409 -0.6882643699646j,0.276914298534393 -0.677891671657562j,0.303377956151962 -0.666468679904938j,0.329371571540833 -0.654012978076935j,0.354854881763458 -0.640544056892395j,0.379788339138031 -0.626082599163055j,0.404133409261704 -0.610651195049286j,0.427852272987366 -0.594273567199707j,0.450908243656159 -0.576975226402283j,0.473265588283539 -0.558782875537872j,0.494889676570892 -0.539724826812744j,0.515747427940369 -0.519829988479614j,0.535805642604828 -0.499130219221115j,0.555033624172211 -0.477657079696655j,0.573401689529419 -0.455443918704987j,0.590881288051605 -0.4325250685215j,0.607445418834686 -0.408936083316803j,0.623068392276764 -0.384713470935821j,0.637725949287415 -0.359894782304764j,0.651395440101624 -0.334518492221832j,0.664055645465851 -0.308623939752579j,0.67568701505661 -0.282251119613647j,0.68627142906189 -0.255441039800644j,0.695792615413666 -0.228235200047493j,0.704235672950745 -0.200675696134567j,0.71158766746521 -0.172805279493332j,0.71783709526062 -0.144667163491249j,0.722974300384521 -0.116304844617844j,0.726991355419159 -0.0877623483538627j,0.729882001876831 -0.0590838752686976j,0.731641829013824 -0.0303138587623833j,0.732268035411835 -0.00149684876669187j,0.731759607791901 +0.0273224450647832j,0.730117440223694 +0.0560994148254396j,0.72734409570694 +0.0847894772887231j,0.723443746566772 +0.11334815621376j,0.718422532081604 +0.141731217503548j,0.71228814125061 +0.169894695281983j,0.705050230026245 +0.197794944047928j,0.696719884872437 +0.225388705730438j,0.687310039997101 +0.25263324379921j,0.676835298538208 +0.279486387968063j,0.665311872959137 +0.305906504392624j,0.652757585048676 +0.331852614879608j,0.63919198513031 +0.357284605503082j,0.624635994434357 +0.382162988185883j,0.609112203121185 +0.406449228525162j,0.59264463186264 +0.430105775594711j,0.57525885105133 +0.45309591293335j,0.556981801986694 +0.475383996963501j,0.537841737270355 +0.496935546398163j,0.517868340015411 +0.517717123031616j,0.497092574834824 +0.537696599960327j,0.475546628236771 +0.556842923164368j,0.453263878822327 +0.575126528739929j,0.430278837680817 +0.592519044876099j
-0.499786019325256 +0.535193979740143j,-0.520461201667786 +0.515110492706299j,-0.540329992771149 +0.49422886967659j,-0.559361636638641 +0.472581475973129j,-0.577526569366455 +0.450201898813248j,-0.594796657562256 +0.42712476849556j,-0.611145257949829 +0.403385818004608j,-0.626546919345856 +0.379021972417831j,-0.640977799892426 +0.354070782661438j,-0.654415547847748 +0.328571051359177j,-0.666839361190796 +0.302562177181244j,-0.678230047225952 +0.276084572076797j,-0.688569784164429 +0.249179184436798j,-0.69784277677536 +0.221887722611427j,-0.706034421920776 +0.194252461194992j,-0.713132262229919 +0.166316255927086j,-0.719125092029572 +0.138122320175171j,-0.724003732204437 +0.109714403748512j,-0.72776061296463 +0.0811365321278571j,-0.730389893054962 +0.0524329058825969j,-0.731887578964233 +0.0236480459570884j,-0.732251226902008 -0.00517346663400542j,-0.731480360031128 -0.0339869409799577j,-0.729576110839844 -0.0627484545111657j,-0.726541459560394 -0.0914120599627496j,-0.722381114959717 -0.119934037327767j,-0.717101514339447 -0.148270159959793j,-0.710710883140564 -0.176376596093178j,-0.703219056129456 -0.204209744930267j,-0.694637715816498 -0.231726482510567j,-0.684980034828186 -0.258884161710739j,-0.674261093139648 -0.285640776157379j,-0.662497460842132 -0.31195479631424j,-0.649707317352295 -0.337785452604294j,-0.63591057062149 -0.36309278011322j,-0.621128559112549 -0.387837558984757j,-0.605384171009064 -0.411981374025345j,-0.588701784610748 -0.435486912727356j,-0.571107268333435 -0.458317697048187j,-0.552627921104431 -0.480438351631165j,-0.533292293548584 -0.501814663410187j,-0.51313042640686 -0.522413432598114j,-0.4921735227108 -0.542202770709992j,-0.470454037189484 -0.561152100563049j,-0.448005676269531 -0.579231917858124j,-0.42486310005188 -0.596414268016815j,-0.401062279939651 -0.612672567367554j,-0.376640051603317 -0.627981603145599j,-0.351634293794632 -0.642317652702332j,-0.326083689928055 -0.655658483505249j,-0.300027877092361 -0.66798347234726j,-0.273507237434387 -0.67927348613739j,-0.246562778949737 -0.689511001110077j,-0.219236254692078 -0.698680281639099j,-0.191570118069649 -0.706766963005066j,-0.163607150316238 -0.713758587837219j,-0.135390684008598 -0.719644367694855j,-0.106964446604252 -0.724415123462677j,-0.0783724710345267 -0.728063464164734j,-0.0496590547263621 -0.730583727359772j,-0.0208687372505664 -0.731972098350525j,0.00795394089072954 -0.732226312160492j,0.0367642827332021 -0.731346011161804j,0.0655176788568498 -0.729332625865936j,0.0941695421934129 -0.726189196109772j,0.122675530612469 -0.721920609474182j,0.150991410017014 -0.716533482074738j,0.179073348641396 -0.710036218166351j,0.206877857446671 -0.702438771724701j,0.234361812472344 -0.693752944469452j,0.26148334145546 -0.683992087841034j,0.288199007511139 -0.673171579837799j,0.314468175172806 -0.661308109760284j,0.340250104665756 -0.648419976234436j,0.365504860877991 -0.634527266025543j,0.390193313360214 -0.61965137720108j,0.414277195930481 -0.60381543636322j,0.437719196081162 -0.587043941020965j,0.460483014583588 -0.569362878799438j,0.482533365488052 -0.550799608230591j,0.503836035728455 -0.531382977962494j,0.524358093738556 -0.511143028736114j,0.544067740440369 -0.490111112594604j,0.562934458255768 -0.468319833278656j,0.580928862094879 -0.445802956819534j,0.598023295402527 -0.422595351934433j,0.614191055297852 -0.398732960224152j,0.629407286643982 -0.374252766370773j,0.643648266792297 -0.349192768335342j,0.656891942024231 -0.323591709136963j,0.66911792755127 -0.29748922586441j,0.680307149887085 -0.270925909280777j,0.690442323684692 -0.243942752480507j,0.699507713317871 -0.216581657528877j,0.707489311695099 -0.188884988427162j,0.714374721050262 -0.160895675420761j,0.720153272151947 -0.132657065987587j,0.724816083908081 -0.104212909936905j,0.728355824947357 -0.075607307255268j,0.730767071247101 -0.0468845479190348j,0.732046067714691 -0.0180891472846268j,0.732190847396851 +0.0107342861592771j,0.731201171875 +0.039541106671095j,0.729078590869904 +0.0682866275310517j,0.725826382637024 +0.0969263538718225j,0.721449613571167 +0.125415921211243j,0.715954959392548 +0.153711140155792j,0.709351122379303 +0.181768238544464j,0.701648116111755 +0.20954367518425j,0.692858040332794 +0.236994460225105j,0.682994425296783 +0.264078050851822j,0.672072649002075 +0.290752470493317j,0.660109221935272 +0.316977024078369j,0.647123336791992 +0.342709839344025j,0.6331347823143 +0.367911666631699j,0.618165254592895 +0.392543435096741j,0.602237939834595 +0.416567027568817j,0.58537757396698 +0.439945161342621j,0.567610204219818 +0.462641686201096j,0.548963367938995 +0.484621375799179j,0.529465973377228 +0.505850195884705j
-0.395821571350098 +0.616071403026581j,-0.419760197401047 +0.600016713142395j,-0.443048447370529 +0.583032310009003j,-0.465650260448456 +0.565144658088684j,-0.487530589103699 +0.54638135433197j,-0.508655548095703 +0.526771485805511j,-0.528992414474487 +0.506345450878143j,-0.548509657382965 +0.485134840011597j,-0.567176997661591 +0.463172614574432j,-0.584965646266937 +0.440492749214172j,-0.601847887039185 +0.417130380868912j,-0.617797672748566 +0.393121749162674j,-0.632790267467499 +0.368503957986832j,-0.646802365779877 +0.343315243721008j,-0.659812331199646 +0.317594587802887j,-0.671800017356873 +0.291381865739822j,-0.682746767997742 +0.264717698097229j,-0.692635953426361 +0.237642720341682j,-0.701451778411865 +0.210200145840645j,-0.709180653095245 +0.182431936264038j,-0.715810835361481 +0.154381036758423j,-0.72133195400238 +0.126090958714485j,-0.725735366344452 +0.0976055040955543j,-0.72901439666748 +0.0689688473939895j,-0.73116385936737 +0.0402252934873103j,-0.73218047618866 +0.0114194592460989j,-0.732062637805939 -0.017404092475772j,-0.730810642242432 -0.046200703829527j,-0.728426277637482 -0.0749257057905198j,-0.724913239479065 -0.103534616529942j,-0.72027713060379 -0.131983116269112j,-0.714524984359741 -0.160227105021477j,-0.707665741443634 -0.188222870230675j,-0.699710071086883 -0.215926989912987j,-0.690670311450958 -0.243296563625336j,-0.680560350418091 -0.270289152860642j,-0.669396042823791 -0.296862989664078j,-0.657194495201111 -0.322976857423782j,-0.643974721431732 -0.348590314388275j,-0.629757165908813 -0.373663634061813j,-0.614563941955566 -0.398158043622971j,-0.598418474197388 -0.422035545110703j,-0.581345796585083 -0.445259153842926j,-0.563372433185577 -0.467792868614197j,-0.544526159763336 -0.489601790904999j,-0.524836182594299 -0.510652124881744j,-0.504333078861236 -0.530911266803741j,-0.483048558235168 -0.550347864627838j,-0.461015611886978 -0.568931698799133j,-0.438268333673477 -0.586634039878845j,-0.414842039346695 -0.603427529335022j,-0.390772968530655 -0.619285941123962j,-0.366098463535309 -0.634184956550598j,-0.34085676074028 -0.648101329803467j,-0.315086871385574 -0.661013543605804j,-0.288828819990158 -0.672901630401611j,-0.262123256921768 -0.683747053146362j,-0.235011577606201 -0.69353312253952j,-0.207535743713379 -0.702244639396667j,-0.179738387465477 -0.709868133068085j,-0.151662543416023 -0.716391742229462j,-0.123351685702801 -0.721805334091187j,-0.0948497429490088 -0.72610068321228j,-0.0662008151412009 -0.729270935058594j,-0.0374486260116099 -0.731311321258545j,-0.00863913912326088 -0.732218563556671j,0.0201837811619044 -0.731991291046142j,0.0489754043519498 -0.730629920959473j,0.07769113779068 -0.728136479854584j,0.106286525726318 -0.724514901638031j,0.134717211127281 -0.719770729541778j,0.162939146161079 -0.713911354541778j,0.190908685326576 -0.706945955753326j,0.21858237683773 -0.698885142803192j,0.245917424559593 -0.689741432666778j,0.272871464490891 -0.679529130458832j,0.299402683973312 -0.668263912200928j,0.32547003030777 -0.655963361263275j,0.351033091545105 -0.642646431922912j,0.376052260398865 -0.628333747386932j,0.400488823652268 -0.61304759979248j,0.424304842948914 -0.596811592578888j,0.447463423013687 -0.57965087890625j,0.469928741455078 -0.561592042446136j,0.491665959358215 -0.542663097381592j,0.512641370296478 -0.522893369197845j,0.532822489738464 -0.502313435077667j,0.552178084850311 -0.480955272912979j,0.570678174495697 -0.458851903676987j,0.58829402923584 -0.436037629842758j,0.604998350143433 -0.412547707557678j,0.620765388011932 -0.388418644666672j,0.635570526123047 -0.363687664270401j,0.649390995502472 -0.338393300771713j,0.662205219268799 -0.312574595212936j,0.673993527889252 -0.286271601915359j,0.68473744392395 -0.259525030851364j,0.694420516490936 -0.232376396656036j,0.703027665615082 -0.204867705702782j,0.710545480251312 -0.177041575312614j,0.716962516307831 -0.148941144347191j,0.722268581390381 -0.1206099614501j,0.726455569267273 -0.0920918956398963j,0.729517042636871 -0.0634311437606811j,0.731448233127594 -0.0346721298992633j,0.732246100902557 -0.00585939781740298j,0.731909394264221 +0.0229624640196563j,0.730438709259033 +0.0517486929893495j,0.727836310863495 +0.0804547891020776j,0.724106073379516 +0.10903687775135j,0.719253957271576 +0.137449339032173j,0.713287711143494 +0.165648177266121j,0.706215918064117 +0.193591713905335j,0.698050081729889 +0.221234619617462j,0.688802659511566 +0.248534739017487j,0.678488075733185 +0.275449812412262j,0.667122185230255 +0.301938056945801j,0.65472275018692 +0.327958524227142j,0.641308844089508 +0.353470832109451j,0.626901268959045 +0.378435492515564j,0.611522436141968 +0.402813792228699j
-0.279050320386887 +0.67701518535614j,-0.305477827787399 +0.665508806705475j,-0.331432044506073 +0.652971267700195j,-0.356872737407684 +0.639421999454498j,-0.381760478019714 +0.624882042407989j,-0.406056761741638 +0.609373927116394j,-0.429723888635635 +0.592921614646912j,-0.452724933624268 +0.575550854206085j,-0.475024789571762 +0.55728816986084j,-0.496589183807373 +0.538161516189575j,-0.51738315820694 +0.518202006816864j,-0.537376046180725 +0.49743914604187j,-0.556536734104156 +0.47590497136116j,-0.574834644794464 +0.453633993864059j,-0.592241942882538 +0.430660158395767j,-0.60873156785965 +0.407019048929214j,-0.624278128147125 +0.382747322320938j,-0.638857364654541 +0.357882559299469j,-0.652446806430817 +0.332463324069977j,-0.665025293827057 +0.306528925895691j,-0.67657345533371 +0.280119627714157j,-0.687073349952698 +0.253276288509369j,-0.696508646011352 +0.226040571928024j,-0.704864859580994 +0.198454588651657j,-0.71212887763977 +0.170561149716377j,-0.71828955411911 +0.142403438687324j,-0.723337352275848 +0.114025093615055j,-0.727264404296875 +0.0854700803756713j,-0.730064630508423 +0.0567826069891452j,-0.731733739376068 +0.0280071981251239j,-0.732269048690796 -0.000811618287116358j,-0.731669843196869 -0.0296292006969453j,-0.729936957359314 -0.0584008507430554j,-0.727073192596435 -0.0870820283889771j,-0.723082840442657 -0.115628287196159j,-0.717972099781036 -0.143995344638825j,-0.711749017238617 -0.17213936150074j,-0.704423189163208 -0.200016632676125j,-0.696005880832672 -0.227584004402161j,-0.686510145664215 -0.254798740148544j,-0.675950884819031 -0.281618744134903j,-0.664344191551208 -0.308002382516861j,-0.65170818567276 -0.333908796310425j,-0.638062417507172 -0.359297871589661j,-0.623428106307983 -0.384130239486694j,-0.607827842235565 -0.408367484807968j,-0.591285824775696 -0.431971967220306j,-0.573827624320984 -0.454907149076462j,-0.555480360984802 -0.477137506008148j,-0.536272466182709 -0.498628616333008j,-0.516233623027801 -0.519347131252289j,-0.495395004749298 -0.539261043071747j,-0.473788797855377 -0.558339357376099j,-0.451448500156402 -0.57655256986618j,-0.428408741950989 -0.593872547149658j,-0.404705226421356 -0.610272347927094j,-0.380374640226364 -0.625726580619812j,-0.355454742908478 -0.640211343765259j,-0.329983443021774 -0.653704524040222j,-0.304001480340958 -0.666184484958649j,-0.277548491954803 -0.6776322722435j,-0.25066551566124 -0.688030123710632j,-0.223394140601158 -0.697361946105957j,-0.195776656270027 -0.705613315105438j,-0.167855814099312 -0.712771415710449j,-0.13967490196228 -0.718825161457062j,-0.11127758026123 -0.723765134811401j,-0.082707867026329 -0.727583706378937j,-0.0540099889039993 -0.73027503490448j,-0.0252284202724694 -0.731834828853607j,0.00359220826067037 -0.732260704040527j,0.0324073024094105 -0.731552064418793j,0.061172153800726 -0.729709982872009j,0.0898422524333001 -0.726737260818481j,0.118373118340969 -0.722638547420502j,0.146720603108406 -0.717420160770416j,0.174840778112412 -0.711090266704559j,0.202690035104752 -0.703658580780029j,0.230225250124931 -0.695136666297912j,0.257403761148453 -0.685537695884704j,0.284183442592621 -0.674876570701599j,0.310522824525833 -0.663169860839844j,0.336381047964096 -0.650435566902161j,0.361718147993088 -0.63669353723526j,0.386494755744934 -0.621964991092682j,0.410672545433044 -0.606272757053375j,0.4342140853405 -0.589641273021698j,0.457082808017731 -0.572096109390259j,0.479243338108063 -0.553664565086365j,0.500661373138428 -0.534375190734863j,0.521303653717041 -0.514257848262787j,0.541138231754303 -0.493343740701675j,0.560134410858154 -0.471665263175964j,0.578262686729431 -0.449255973100662j,0.595495045185089 -0.426150590181351j,0.611804723739624 -0.402384996414184j,0.627166450023651 -0.377995878458023j,0.64155650138855 -0.353021144866943j,0.654952526092529 -0.32749941945076j,0.667333722114563 -0.301470279693603j,0.678681015968323 -0.274974018335342j,0.688976764678955 -0.248051777482033j,0.69820499420166 -0.22074519097805j,0.706351459026337 -0.193096548318863j,0.713403642177582 -0.165148079395294j,0.719350337982178 -0.136944383382797j,0.724182426929474 -0.1085284948349j,0.727892518043518 -0.0799444913864135j,0.730474829673767 -0.0512366034090518j,0.731925308704376 -0.0224493239074945j,0.732241809368133 +0.00637272885069258j,0.731423735618591 +0.0351849049329758j,0.729472398757934 +0.063942588865757j,0.726390838623047 +0.0926011577248574j,0.72218382358551 +0.121116295456886j,0.716857850551605 +0.149443745613098j,0.7104212641716 +0.177539676427841j,0.702883839607239 +0.205360502004623j,0.694257438182831 +0.232863157987595j,0.684555351734161 +0.26000502705574j,0.673792600631714 +0.286744028329849j
-0.153249874711037 +0.71605384349823j,-0.181311205029488 +0.709468007087707j,-0.209091618657112 +0.701783001422882j,-0.236548066139221 +0.693010628223419j,-0.263637989759445 +0.683164417743683j,-0.290319442749023 +0.67225980758667j,-0.316551089286804 +0.660313606262207j,-0.342292279005051 +0.647344350814819j,-0.367503106594086 +0.633372008800506j,-0.392144531011581 +0.618418395519256j,-0.416178375482559 +0.602506577968597j,-0.439567387104034 +0.585661292076111j,-0.46227565407753 +0.567908346652985j,-0.484267354011536 +0.549275696277618j,-0.505508720874786 +0.529792010784149j,-0.525966882705688 +0.509487450122833j,-0.545610129833221 +0.488393485546112j,-0.564408004283905 +0.46654286980629j,-0.582331418991089 +0.443969368934631j,-0.599352538585663 +0.420707941055298j,-0.615445077419281 +0.396794736385345j,-0.630584001541138 +0.372266739606857j,-0.644745886325836 +0.347161918878555j,-0.657908856868744 +0.321519255638123j,-0.670052468776703 +0.295378386974335j,-0.681157886981964 +0.268779844045639j,-0.691207885742187 +0.241764932870865j,-0.700187027454376 +0.214375376701355j,-0.708081245422363 +0.186653688549995j,-0.714878439903259 +0.158642798662186j,-0.720567882061005 +0.130386114120483j,-0.725140988826752 +0.101927377283573j,-0.728590548038483 +0.0733107402920723j,-0.730911254882812 +0.0445805452764034j,-0.73209947347641 +0.0157812610268592j,-0.732153356075287 -0.0130424732342363j,-0.731072902679443 -0.0418460220098496j,-0.728859663009643 -0.0705847218632698j,-0.725517213344574 -0.0992140620946884j,-0.72105062007904 -0.127689674496651j,-0.715466856956482 -0.155967444181442j,-0.708774507045746 -0.184003546833992j,-0.700984060764313 -0.211754575371742j,-0.692107439041138 -0.239177525043488j,-0.682158589363098 -0.266229867935181j,-0.671152710914612 -0.292869746685028j,-0.659106969833374 -0.3190558552742j,-0.646040081977844 -0.344747602939606j,-0.631972134113312 -0.369905203580856j,-0.616925060749054 -0.394489675760269j,-0.600922107696533 -0.418462932109833j,-0.583988130092621 -0.441787838935852j,-0.566149353981018 -0.464428246021271j,-0.547432839870453 -0.486349582672119j,-0.527868688106537 -0.507516860961914j,-0.507486581802368 -0.527897715568542j,-0.486318171024322 -0.547460734844208j,-0.464396327733993 -0.566175520420074j,-0.441754907369614 -0.584013044834137j,-0.4184290766716 -0.600945711135864j,-0.394454896450043 -0.616947293281555j,-0.369869560003281 -0.631992995738983j,-0.344711154699326 -0.646059453487396j,-0.319018691778183 -0.659124970436096j,-0.292831897735596 -0.671169221401214j,-0.266191393136978 -0.682173550128937j,-0.239138498902321 -0.692120969295502j,-0.211715057492256 -0.700995981693268j,-0.183963596820831 -0.708784878253937j,-0.155927091836929 -0.715475618839264j,-0.127649024128914 -0.721057832241058j,-0.0991731286048889 -0.725522816181183j,-0.0705436468124389 -0.728863656520843j,-0.0418048202991485 -0.731075227260589j,-0.0130012175068259 -0.732154130935669j,0.0158225297927857 -0.732098519802093j,0.044621754437685 -0.730908691883087j,0.0733518302440644 -0.728586435317993j,0.10196828097105 -0.725135266780853j,0.130426719784737 -0.720560550689697j,0.158683106303215 -0.714869439601898j,0.186693608760834 -0.708070695400238j,0.214414849877357 -0.700174927711487j,0.241803869605064 -0.691194295883179j,0.268818259239197 -0.681142687797546j,0.2954161465168 -0.670035779476166j,0.321556329727173 -0.657890737056732j,0.347198277711868 -0.64472633600235j,0.372302263975143 -0.630562961101532j,0.396829426288605 -0.615422666072845j,0.420741736888885 -0.599328815937042j,0.44400218129158 -0.582306385040283j,0.466574668884277 -0.564381718635559j,0.488424271345138 -0.545582592487335j,0.509517073631287 -0.525938212871551j,0.529820501804352 -0.505478858947754j,0.549302995204925 -0.484236389398575j,0.567934393882751 -0.462243616580963j,0.585686266422272 -0.43953412771225j,0.602530241012573 -0.416144132614136j,0.618440687656402 -0.392109394073486j,0.633392870426178 -0.367467105388641j,0.647363781929016 -0.342255473136902j,0.660331606864929 -0.316513538360596j,0.672276318073273 -0.290281236171722j,0.683179438114166 -0.263599127531052j,0.693024039268494 -0.236508637666702j,0.701794862747192 -0.209051713347435j,0.709478318691254 -0.181270867586136j,0.716062545776367 -0.153209194540977j,0.721537351608276 -0.124910086393356j,0.725894153118133 -0.0964174792170524j,0.729126274585724 -0.067775472998619j,0.731228709220886 -0.0390284396708011j,0.732198178768158 -0.0102209895849228j,0.73203319311142 +0.0186023619025946j,0.73073399066925 +0.0473968349397183j,0.728302597999573 +0.0761178880929947j,0.724742829799652 +0.104721032083035j,0.720060110092163 +0.133161887526512j,0.714261770248413 +0.161396473646164j
