-0.492859274148941 +0.227472499012947j,-0.511645793914795 +0.18130798637867j,-0.5261190533638 +0.133613973855972j,-0.536156594753265 +0.0847944915294648j,-0.541674017906189 +0.0352591164410115j,-0.542624771595001 -0.0145725058391689j,-0.539000749588013 -0.064282290637493j,-0.530832648277283 -0.11344912648201j,-0.518189013004303 -0.161660492420196j,-0.50117701292038 -0.208507940173149j,-0.479939371347427 -0.253598511219025j,-0.454655915498734 -0.296550124883652j,-0.425538867712021 -0.337002485990524j,-0.392834097146988 -0.374613583087921j,-0.356818199157715 -0.409065693616867j,-0.317793279886246 -0.440069794654846j,-0.276089996099472 -0.467363148927689j,-0.232058152556419 -0.490716814994812j,-0.186070829629898 -0.509932935237885j,-0.138513833284378 -0.524850368499756j,-0.0897900611162187 -0.535342633724213j,-0.0403082780539991 -0.541321754455566j,0.00951228756457556 -0.542737066745758j,0.0592537261545657 -0.539576709270477j,0.108494557440281 -0.531867384910583j,0.156821727752685 -0.519673883914948j,0.203825771808624 -0.50309944152832j,0.249112397432327 -0.482283115386963j,0.292297899723053 -0.457401275634766j,0.333020001649857 -0.428662657737732j,0.370933651924133 -0.396310716867447j,0.405720859766006 -0.36061692237854j,0.437087476253509 -0.321882784366608j,0.464768469333649 -0.280435770750046j,0.488531738519669 -0.236623629927635j,0.508175849914551 -0.19081749022007j,0.523536026477814 -0.143401652574539j,0.53448212146759 -0.0947778224945069j,0.540922343730927 -0.0453539453446866j,0.542802155017853 +0.00445127720013249j,0.540105700492859 +0.0542199909687041j,0.532855868339539 +0.103530585765839j,0.521113514900208 +0.151969343423843j,0.504978120326996 +0.199125900864601j,0.484584927558899 +0.244604647159576j,0.46010684967041 +0.288020253181457j,0.431749194860458 +0.329008549451828j,0.399752169847489 +0.367222249507904j,0.364384293556213 +0.402340739965439j,0.325945138931275 +0.434066534042358j,0.284757226705551 +0.462133437395096j,0.241169467568398 +0.486303687095642j,0.195547550916672 +0.506374478340149j,0.14827698469162 +0.522176146507263j,0.0997573509812356 +0.533575177192688j,0.0503956526517869 +0.540475964546204j,0.000610157265327984 +0.542820036411285j,-0.0491815544664859 +0.540587782859802j,-0.0985575988888739 +0.533798098564148j,-0.147103741765022 +0.522507846355438j,-0.194408699870109 +0.506812870502472j,-0.240075618028641 +0.486844629049301j,-0.283717602491379 +0.46277242898941j,-0.32496851682663 +0.434798181056976j,-0.363478899002075 +0.403158903121948j,-0.398925632238388 +0.368119984865189j,-0.431008458137512 +0.329978317022324j,-0.459458202123642 +0.28905388712883j,-0.484033823013306 +0.245693400502205j,-0.504529118537903 +0.200260609388352j,-0.520770609378815 +0.15314045548439j,-0.532621800899506 +0.104728206992149j,-0.539982438087463 +0.0554340593516828j,-0.542790770530701 +0.00567151047289383j,-0.541022896766663 -0.044138841331005j,-0.534693837165833 -0.0935760587453841j,-0.523856818675995 -0.142225340008736j,-0.508603513240814 -0.189674600958824j,-0.489061981439591 -0.235525712370872j,-0.465397745370865 -0.279390245676041j,-0.437809348106384 -0.320900201797485j,-0.406530529260635 -0.359703928232193j,-0.37182366847992 -0.395475834608078j,-0.333982795476914 -0.427912920713425j,-0.293325424194336 -0.456743031740189j,-0.250195950269699 -0.481721848249435j,-0.204956263303757 -0.502639949321747j,-0.157989591360092 -0.519320011138916j,-0.109689958393574 -0.531622111797333j,-0.0604665689170362 -0.53944206237793j,-0.01073238812387 -0.542714297771454j,0.0390912555158137 -0.541410982608795j,0.08858635276556 -0.535543143749237j,0.137333616614342 -0.525160431861877j,0.184924006462097 -0.510349929332733j,0.23095440864563 -0.491237252950668j,0.275038629770279 -0.467982620000839j,0.316804021596908 -0.440782457590103j,0.355897724628448 -0.409866839647293j,0.391991674900055 -0.37549501657486j,0.424780189990997 -0.337958246469498j,0.45398810505867 -0.297571450471878j,0.479368031024933 -0.254676789045334j,0.500707030296326 -0.209634110331535j,0.517824292182922 -0.162825003266335j,0.530576229095459 -0.114642180502415j,0.538854837417603 -0.065493829548359j,0.542590618133545 -0.0157923251390458j,0.541751980781555 +0.0340412855148314j,0.536345839500427 +0.0835889726877211j,0.526418149471283 +0.132430896162987j,0.512052059173584 +0.180157348513603j,0.493369370698929 +0.226363927125931j,0.470526814460754 +0.27066308259964j,0.443717896938324 +0.312679439783096j,0.413167476654053 +0.352060526609421j,0.379134446382523 +0.388472706079483j,0.341904312372208 +0.421610504388809j,0.301792502403259 +0.451193183660507j,0.259135484695435 +0.47697252035141j,0.21429368853569 +0.498730570077896j
-0.350737661123276 +0.414291054010391j,-0.387259215116501 +0.380373865365982j,-0.420515149831772 +0.343250632286072j,-0.450226485729218 +0.303232729434967j,-0.476141542196274 +0.26065918803215j,-0.498042851686478 +0.215887233614922j,-0.515744924545288 +0.169296145439148j,-0.52909916639328 +0.121276773512364j,-0.537992537021637 +0.0722359493374825j,-0.542350351810455 +0.0225850846618415j,-0.542135715484619 -0.0272551290690898j,-0.537350475788117 -0.0768665894865989j,-0.528035044670105 -0.125828996300697j,-0.51426774263382 -0.173731595277786j,-0.496165096759796 -0.220168501138687j,-0.473879009485245 -0.264750182628632j,-0.447598278522492 -0.307098925113678j,-0.417543381452561 -0.346859455108643j,-0.383968949317932 -0.3836949467659j,-0.347156673669815 -0.417296320199966j,-0.307417571544647 -0.447379529476166j,-0.265087515115738 -0.473690360784531j,-0.220521718263626 -0.496008217334747j,-0.174097716808319 -0.514143943786621j,-0.126204937696457 -0.527945339679718j,-0.0772491917014123 -0.537295579910278j,-0.0276411324739457 -0.542116165161133j,0.0221989322453737 -0.54236626625061j,0.0718528479337692 -0.538043797016144j,0.120899990200996 -0.529185354709625j,0.168928861618042 -0.515865325927734j,0.215532571077347 -0.498196452856064j,0.260320097208023 -0.476327002048493j,0.302912086248398 -0.450442314147949j,0.342951089143753 -0.420759439468384j,0.380098044872284 -0.387529969215393j,0.414041191339493 -0.351032584905625j,0.444493025541306 -0.311576545238495j,0.471198052167893 -0.26949280500412j,0.493930041790009 -0.225137993693352j,0.512498199939728 -0.178884148597717j,0.526745617389679 -0.131122142076492j,0.536551952362061 -0.082255706191063j,0.541834890842438 -0.0326947644352914j,0.542549729347229 +0.0171408150345086j,0.538690447807312 +0.0668328776955604j,0.530289709568024 +0.115960478782654j,0.517418026924133 +0.164111450314522j,0.50018447637558 +0.210877895355225j,0.478733599185944 +0.255867391824722j,0.453247129917145 +0.298698842525482j,0.423938930034638 +0.339012920856476j,0.391057252883911 +0.37646809220314j,0.354877948760986 +0.410750091075897j,0.315707564353943 +0.441568493843079j,0.273874670267105 +0.468664765357971j,0.229733735322952 +0.4918093085289j,0.183655023574829 +0.510807991027832j,0.136028945446014 +0.525499820709229j,0.0872550681233407 +0.535761654376984j,0.0377465747296811 +0.541506409645081j,-0.0120811676606535 +0.542685925960541j,-0.061807096004486 +0.539290130138397j,-0.111010901629925 +0.531347870826721j,-0.1592797935009 +0.518925726413727j,-0.206204861402512 +0.502129018306732j,-0.25139245390892 +0.481098562479019j,-0.294459670782089 +0.456012576818466j,-0.33504530787468 +0.427081555128098j,-0.372805416584015 +0.394550502300263j,-0.407423257827759 +0.358692467212677j,-0.438605546951294 +0.31981110572815j,-0.466090679168701 +0.278232723474503j,-0.489645838737488 +0.234309494495392j,-0.509073317050934 +0.188409939408302j,-0.524208664894104 +0.140922948718071j,-0.534924745559692 +0.0922468528151513j,-0.541130900382996 +0.0427940599620343j,-0.542774975299835 -0.00702052097767585j,-0.539843142032623 -0.0567749068140983j,-0.532359898090363 -0.106051653623581j,-0.520388662815094 -0.154433280229568j,-0.504029870033264 -0.201513931155205j,-0.483422160148621 -0.246894702315331j,-0.458738386631012 -0.290194898843765j,-0.43018701672554 -0.331048518419266j,-0.39800950884819 -0.369110316038132j,-0.362475782632828 -0.404061019420624j,-0.323886901140213 -0.435604482889175j,-0.282566577196121 -0.463476121425629j,-0.238864898681641 -0.487439781427383j,-0.193148493766785 -0.507294416427612j,-0.145804673433304 -0.522871851921082j,-0.097230613231659 -0.534041345119476j,-0.0478378608822823 -0.540708363056183j,0.00195924285799259 -0.542816877365112j,0.0517388023436069 -0.540349066257477j,0.101083151996136 -0.533325552940369j,0.149574354290962 -0.521806001663208j,0.196805462241173 -0.505886912345886j,0.242376416921616 -0.485703259706497j,0.285904884338379 -0.461424291133881j,0.327022105455399 -0.433255732059479j,0.365383118391037 -0.401433855295181j,0.400662928819656 -0.366228342056275j,0.432565540075302 -0.327934473752976j,0.460820704698563 -0.286876738071442j,0.485191375017166 -0.243399515748024j,0.505471050739288 -0.197871208190918j,0.52148962020874 -0.150673732161522j,0.533111572265625 -0.102205917239189j,0.540238797664642 -0.0528774745762349j,0.542811512947083 -0.00310220662504441j,0.540807962417603 +0.0466981679201126j,0.534244954586029 +0.0961059182882309j,0.523177981376648 +0.14470237493515j,0.507699966430664 +0.19207988679409j,0.487942129373551 +0.237837061285973j,0.464070081710816 +0.281590044498444j,0.436286121606827 +0.322968125343323j,0.404823333024979 +0.361624151468277j
-0.143028825521469 +0.52363795042038j,-0.190455600619316 +0.508311569690704j,-0.236275717616081 +0.488700091838837j,-0.280104786157608 +0.464968055486679j,-0.321571499109268 +0.437316536903381j,-0.360327959060669 +0.405977517366409j,-0.396045804023743 +0.371216505765915j,-0.428425431251526 +0.333325117826462j,-0.457192450761795 +0.29262438416481j,-0.482105612754822 +0.249455735087395j,-0.502953767776489 +0.204184904694557j,-0.519562065601349 +0.157191693782806j,-0.531790018081665 +0.108873248100281j,-0.539534330368042 +0.0596379116177559j,-0.542730152606964 +0.00989873241633174j,-0.541350305080414 -0.039922833442688j,-0.535406410694122 -0.089408852159977j,-0.524948835372925 -0.138140082359314j,-0.510065317153931 -0.185707688331604j,-0.49088191986084 -0.231708690524101j,-0.467559605836868 -0.275757133960724j,-0.440295934677124 -0.317479848861694j,-0.409319669008255 -0.356526851654053j,-0.374893218278885 -0.392567276954651j,-0.337305396795273 -0.425298810005188j,-0.296874642372131 -0.454444080591202j,-0.253940165042877 -0.479758679866791j,-0.208865702152252 -0.501028060913086j,-0.162029400467873 -0.518073797225952j,-0.113828063011169 -0.530751526355744j,-0.0646660625934601 -0.538954794406891j,-0.0149588631466031 -0.542614221572876j,0.0348734073340893 -0.541699051856995j,0.0844127237796784 -0.536216795444489j,0.133239328861237 -0.526214122772217j,0.180943638086319 -0.511774718761444j,0.227121502161026 -0.493021100759506j,0.27138552069664 -0.470110505819321j,0.313360631465912 -0.443237066268921j,0.352694749832153 -0.412626206874847j,0.389054626226425 -0.37853729724884j,0.422135174274445 -0.341256320476532j,0.451656192541123 -0.301099091768265j,0.477369993925095 -0.258402526378632j,0.49905875325203 -0.213528335094452j,0.516540467739105 -0.166853010654449j,0.5296670794487 -0.118771985173225j,0.538328409194946 -0.069688618183136j,0.542451143264771 -0.0200187303125858j,0.542000651359558 +0.0298209618777037j,0.53698056936264 +0.0794092267751694j,0.527433574199677 +0.12832698225975j,0.513439655303955 +0.176163852214813j,0.495117425918579 +0.22251458466053j,0.47262054681778 +0.266990274190903j,0.446139633655548 +0.309214144945145j,0.415896892547607 +0.348831981420517j,0.382148504257202 +0.385508120059967j,0.345177561044693 +0.418934851884842j,0.305297344923019 +0.448829025030136j,0.262842416763306 +0.474939852952957j,0.218172401189804 +0.497046053409577j,0.171662122011185 +0.514962255954743j,0.123705558478832 +0.528536558151245j,0.0747050866484642 +0.537655234336853j,0.0250758063048124 +0.542240858078003j,-0.0247659105807543 +0.542255103588104j,-0.0743977949023247 +0.537697851657868j,-0.123403482139111 +0.528607189655304j,-0.171367779374123 +0.515060245990753j,-0.217888310551643 +0.497170656919479j,-0.262570947408676 +0.475089997053146j,-0.305040776729584 +0.449003428220749j,-0.34493887424469 +0.419131398200989j,-0.381928116083145 +0.385726451873779j,-0.415698140859604 +0.349068820476532j,-0.445962846279144 +0.309469074010849j,-0.472468376159668 +0.267259448766708j,-0.494990140199661 +0.222797498106956j,-0.513339221477509 +0.176456272602081j,-0.527360141277313 +0.128628388047218j,-0.536935269832611 +0.0797150656580925j,-0.541983544826508 +0.0301307123154402j,-0.542462468147278 -0.0197087079286576j,-0.538368165493012 -0.0693809315562249j,-0.52973484992981 -0.11846923828125j,-0.516635715961456 -0.166557788848877j,-0.49918070435524 -0.213243097066879j,-0.477517604827881 -0.25812965631485j,-0.451828211545944 -0.30084091424942j,-0.422330141067505 -0.341015011072159j,-0.38927087187767 -0.378314912319183j,-0.352930516004562 -0.412424594163895j,-0.313613891601563 -0.443057894706726j,-0.27165412902832 -0.469955325126648j,-0.227403223514557 -0.492891192436218j,-0.181235104799271 -0.511671602725983j,-0.13354004919529 -0.526137888431549j,-0.0847181156277656 -0.53616863489151j,-0.0351829938590526 -0.541678965091705j,0.0146497739478946 -0.542622685432434j,0.0643580332398415 -0.538991689682007j,0.113524705171585 -0.530816495418549j,0.16173329949379 -0.518166303634644j,0.208579331636429 -0.501147329807282j,0.253665924072266 -0.479903697967529j,0.2966148853302 -0.45461368560791j,0.337062269449234 -0.425491482019424j,0.374668806791306 -0.392781466245651j,0.409115850925446 -0.356760710477829j,0.440114438533783 -0.317731440067291j,0.467401951551437 -0.27602431178093j,0.490749418735504 -0.231989175081253j,0.509959101676941 -0.185999155044556j,0.524869799613953 -0.138440072536469j,0.53535521030426 -0.089714840054512j,0.54132741689682 -0.0402322188019752j,0.542735695838928 +0.00958857126533989j,0.539568364620209 +0.0593295395374299j,0.531852126121521 +0.108569301664829j,0.519651830196381 +0.156894743442535j
0.0914261043071746 +0.535065650939942j,0.0419628247618674 +0.54119598865509j,-0.00785422790795575 +0.542763590812683j,-0.0576040521264077 +0.539755284786224j,-0.106869235634804 +0.532196342945099j,-0.155232444405556 +0.52015084028244j,-0.202287882566452 +0.503719747066498j,-0.24763697385788 +0.483042359352112j,-0.290899187326431 +0.458292096853256j,-0.331708073616028 +0.429678648710251j,-0.369721233844757 +0.397442072629929j,-0.404616624116898 +0.36185547709465j,-0.436101466417313 +0.323217391967773j,-0.463909059762955 +0.281855225563049j,-0.487806111574173 +0.238115891814232j,-0.507590115070343 +0.192369997501373j,-0.523095190525055 +0.145001351833343j,-0.534189939498901 +0.0964112281799315j,-0.540781199932098 +0.0470072589814662j,-0.542813241481781 -0.00279197283089172j,-0.540268898010254 -0.0525687187910081j,-0.533169686794281 -0.1019022539258j,-0.521575629711151 -0.150375664234161j,-0.505584061145782 -0.197582289576531j,-0.485330373048782 -0.243122175335884j,-0.460984587669373 -0.286613345146179j,-0.432752877473831 -0.327687233686447j,-0.40087217092514 -0.365999311208725j,-0.365612477064133 -0.401225000619888j,-0.327269673347473 -0.433068752288818j,-0.286168545484543 -0.461260825395584j,-0.242653965950012 -0.485564649105072j,-0.197094544768333 -0.50577437877655j,-0.14987251162529 -0.521720409393311j,-0.101387962698936 -0.533267736434937j,-0.0520475953817367 -0.540319383144379j,-0.00226946314796795 -0.542815625667572j,0.0475288368761541 -0.540735602378845j,0.0969254076480867 -0.534096837043762j,0.1455058157444 -0.522955119609833j,0.192859515547752 -0.507404386997223j,0.238586276769638 -0.487576216459274j,0.282302528619766 -0.463636994361877j,0.323637872934342 -0.435789525508881j,0.362245559692383 -0.404267400503159j,0.397798478603363 -0.36933770775795j,0.429998397827149 -0.331293493509293j,0.458572447299957 -0.290457010269165j,0.48328098654747 -0.247170940041542j,0.503914654254913 -0.201801940798759j,0.520300328731537 -0.154730647802353j,0.532299160957337 -0.106355860829353j,0.539810597896576 -0.0570834167301654j,0.54277092218399 -0.00733072124421586j,0.541155278682709 +0.0424848161637784j,0.534977436065674 +0.0919411256909372j,0.524289131164551 +0.140623331069946j,0.509180963039398 +0.188118979334831j,0.489779680967331 +0.23402963578701j,0.466249614953995 +0.277966290712357j,0.438788264989853 +0.319560408592224j,0.407627493143082 +0.358460336923599j,0.373030841350555 +0.394337385892868j,0.335288494825363 +0.426890641450882j,0.294720262289047 +0.455844223499298j,0.25166642665863 +0.480955272912979j,0.206491813063621 +0.502011060714722j,0.159575343132019 +0.518834948539734j,0.11131452023983 +0.531284332275391j,0.0621142499148845 +0.53925484418869j,0.0123913222923874 +0.542678952217102j,-0.0374370850622655 +0.5415278673172j,-0.0869488641619683 +0.535811424255371j,-0.135728612542153 +0.525577545166016j,-0.183363065123558 +0.510912895202637j,-0.229452610015869 +0.491940528154373j,-0.273606777191162 +0.468821167945862j,-0.315455138683319 +0.441748857498169j,-0.354643136262894 +0.410952836275101j,-0.390842020511627 +0.376691520214081j,-0.423745095729828 +0.339255154132843j,-0.453076362609863 +0.298957824707031j,-0.47858726978302 +0.256140947341919j,-0.500063896179199 +0.211163699626923j,-0.517324149608612 +0.164407148957252j,-0.530223309993744 +0.116263516247272j,-0.538652241230011 +0.0671397000551223j,-0.542539834976196 +0.0174508653581141j,-0.541853427886963 -0.0323861315846444j,-0.536598861217499 -0.0819490626454354j,-0.526820242404938 -0.130822107195854j,-0.512600362300873 -0.178591206669808j,-0.494058609008789 -0.224855676293373j,-0.471351981163025 -0.269223511219025j,-0.444671034812927 -0.311322450637817j,-0.41424173116684 -0.350795865058899j,-0.380319446325302 -0.387312650680542j,-0.343191534280777 -0.420563369989395j,-0.303169459104538 -0.450269103050232j,-0.26059228181839 -0.476178139448166j,-0.215817242860794 -0.498073190450668j,-0.16922365128994 -0.515768647193909j,-0.121202409267425 -0.529116213321686j,-0.0721603333950042 -0.538002669811249j,-0.0225088708102702 -0.542353510856628j,0.0273313075304032 -0.542131900787354j,0.0769421011209489 -0.537339627742767j,0.125903204083443 -0.528017401695251j,0.173803836107254 -0.514243304729462j,0.22023917734623 -0.496133744716644j,0.264816761016846 -0.473841786384583j,0.307162672281265 -0.447554528713226j,0.346918135881424 -0.417494654655456j,0.383749634027481 -0.383914321660995j,0.417345076799393 -0.347098052501678j,0.447422683238983 -0.307354688644409j,0.473727643489838 -0.265020966529846j,0.496039181947708 -0.220452025532722j,0.514168381690979 -0.174025446176529j,0.527963101863861 -0.126130744814873j,0.537306427955628 -0.0771736726164817j
0.308783710002899 +0.446437686681747j,0.266534298658371 +0.472877830266953j,0.2220369130373 +0.495331794023514j,0.175668567419052 +0.513609349727631j,0.127818197011948 +0.527557075023651j,0.0788912624120711 +0.537056922912598j,0.0292981807142495 +0.542029142379761j,-0.020540874451399 +0.542431592941284j,-0.0702078118920327 +0.53826093673706j,-0.119281806051731 +0.529552459716797j,-0.167351141571999 +0.516379296779632j,-0.214008644223213 +0.498852968215942j,-0.25886282324791 +0.477120548486709j,-0.301534563302994 +0.451365560293198j,-0.341663300991058 +0.421805828809738j,-0.378912389278412 +0.388689309358597j,-0.412966191768646 +0.352296590805054j,-0.44353911280632 +0.312932968139648j,-0.470372051000595 +0.270931929349899j,-0.493239939212799 +0.226645871996879j,-0.511949002742767 +0.180449947714805j,-0.526342332363129 +0.132731720805168j,-0.536297976970673 +0.0838954672217368j,-0.541732370853424 +0.0343509092926978j,-0.542599558830261 -0.0154822254553438j,-0.538892209529877 -0.0651858672499658j,-0.530641674995422 -0.114338919520378j,-0.517917275428772 -0.162529036402702j,-0.500826776027679 -0.209347903728485j,-0.479513496160507 -0.254402786493301j,-0.454158097505569 -0.297311961650848j,-0.424973249435425 -0.337715446949005j,-0.392205506563187 -0.375271677970886j,-0.356131881475448 -0.40966334939003j,-0.31705504655838 -0.440601944923401j,-0.275306016206741 -0.467825353145599j,-0.231235101819038 -0.491105169057846j,-0.185215622186661 -0.510244190692902j,-0.137633696198463 -0.525081813335419j,-0.0888923928141593 -0.535492420196533j,-0.0394006483256816 -0.54138857126236j,0.010422213934362 -0.542720317840576j,0.0601582787930966 -0.539476573467255j,0.109386131167412 -0.531684756278992j,0.157692775130272 -0.519410192966461j,0.204668968915939 -0.502757012844086j,0.24992062151432 -0.481864780187607j,0.29306435585022 -0.456910580396652j,0.333738178014755 -0.428103715181351j,0.371597558259964 -0.395688265562057j,0.406324863433838 -0.359936207532883j,0.437626510858536 -0.321149557828903j,0.465238004922867 -0.279656171798706j,0.488927721977234 -0.235804229974747j,0.508495032787323 -0.189965233206749j,0.523775696754456 -0.14252370595932j,0.534640252590179 -0.0938816145062445j,0.540997684001923 -0.0444469936192035j,0.542793929576874 +0.00536131300032149j,0.540014028549194 +0.055125441402197j,0.532681584358215 +0.10442379117012j,0.520857989788055 +0.152842819690704j,0.504643499851227 +0.199972242116928j,0.484174132347107 +0.245416715741158j,0.45962330698967 +0.288791239261627j,0.431196987628937 +0.329731941223145j,0.399135947227478 +0.367891937494278j,0.36370924115181 +0.402951091527939j,0.325216948986053 +0.434612363576889j,0.283982038497925 +0.462610214948654j,0.240353807806969 +0.486707329750061j,0.194698303937912 +0.506701648235321j,0.147402316331863 +0.522423684597015j,0.0988626405596732 +0.533741652965546j,0.0494894497096538 +0.540559709072113j,-0.000299942883430151 +0.542820334434509j,-0.0500878244638444 +0.540504574775696j,-0.0994523987174035 +0.533632099628448j,-0.147979557514191 +0.52226048707962j,-0.195258125662804 +0.506486177444458j,-0.240891486406326 +0.486441433429718j,-0.284493058919907 +0.462296098470688j,-0.325697034597397 +0.434252738952637j,-0.364154309034348 +0.402548938989639j,-0.39954224228859 +0.367450654506683j,-0.431561082601547 +0.329255223274231j,-0.459942162036896 +0.288283169269562j,-0.484445065259933 +0.244881555438042j,-0.504864156246185 +0.199414446949959j,-0.52102655172348 +0.152267128229141j,-0.532796621322632 +0.103835083544254j,-0.540074646472931 +0.0545286498963832j,-0.542799532413483 +0.00476148212328543j,-0.540948212146759 -0.0450447872281075j,-0.534536182880402 -0.0944723784923554j,-0.52361786365509 -0.143102407455444j,-0.508284747600555 -0.190527036786079j,-0.488666445016861 -0.236345335841179j,-0.464928686618805 -0.280170112848282j,-0.437270730733871 -0.321633785963059j,-0.405926883220672 -0.360385000705719j,-0.371160089969635 -0.396098673343659j,-0.333264917135239 -0.428472250699997j,-0.292559236288071 -0.457234144210815j,-0.249387979507446 -0.48214066028595j,-0.204113274812698 -0.50298285484314j,-0.157118707895279 -0.519584178924561j,-0.108798503875732 -0.531805276870728j,-0.0595620907843112 -0.539542734622955j,-0.00982248317450275 -0.542731523513794j,0.0399989113211633 -0.541344702243805j,0.0894840806722642 -0.535393834114075j,0.138213872909546 -0.524929463863373j,0.185779392719269 -0.510039210319519j,0.231777667999268 -0.490849375724792j,0.275822818279266 -0.467520833015442j,0.317541718482971 -0.44025132060051j,0.356584340333939 -0.409269541501999j,0.392619967460632 -0.374838054180145j,0.425346195697784 -0.337245613336563j,0.45448637008667 -0.296809911727905j
0.468400359153747 +0.27432656288147j,0.441263765096664 +0.316133290529251j,0.410407602787018 +0.355273962020874j,0.376090735197067 +0.391420155763626j,0.338603883981705 +0.424265712499618j,0.298261553049087 +0.453535050153732j,0.25540554523468 +0.478980183601379j,0.210395336151123 +0.500387609004974j,0.163612335920334 +0.517576098442078j,0.115448951721191 +0.530401289463043j,0.0663132518529892 +0.538754642009735j,0.0166174806654453 +0.542566001415253j,-0.0332183800637722 +0.541803002357483j,-0.0827731713652611 +0.536472380161285j,-0.131631150841713 +0.526618659496307j,-0.179378375411034 +0.512325465679169j,-0.225614279508591 +0.49371263384819j,-0.269947171211243 +0.47093790769577j,-0.31200510263443 +0.444192290306091j,-0.351431787014008 +0.413702428340912j,-0.38789638876915 +0.379724055528641j,-0.42109003663063 +0.342545121908188j,-0.450734257698059 +0.302477478981018j,-0.476577877998352 +0.259860575199127j,-0.498404085636139 +0.215051934123039j,-0.516027987003326 +0.168431222438812j,-0.529301762580871 +0.120389506220818j,-0.538112878799438 +0.0713338702917099j,-0.542387425899506 +0.0216757711023092j,-0.542089223861694 -0.0281640104949475j,-0.53722083568573 -0.0777673646807671j,-0.527823388576507 -0.126714125275612j,-0.513975739479065 -0.174593538045883j,-0.495795279741287 -0.221000030636787j,-0.47343447804451 -0.265544295310974j,-0.447082787752151 -0.307848930358887j,-0.416961282491684 -0.347559034824371j,-0.383324414491653 -0.384338885545731j,-0.346456587314606 -0.41787776350975j,-0.306667059659958 -0.447894275188446j,-0.264292985200882 -0.474134147167206j,-0.219689831137657 -0.496377229690552j,-0.173235476016998 -0.514435112476349j,-0.125319629907608 -0.528156220912933j,-0.0763482674956321 -0.537424385547638j,-0.0267321951687336 -0.542161762714386j,0.0231082011014223 -0.542328298091888j,0.0727548077702522 -0.537922620773315j,0.121787026524544 -0.528981924057007j,0.169793516397476 -0.515581369400024j,0.21636751294136 -0.497834384441376j,0.261118352413177 -0.475889921188354j,0.303666830062866 -0.44993382692337j,0.343656063079834 -0.42018386721611j,0.380747228860855 -0.386892139911652j,0.414629131555557 -0.350337922573089j,0.445014774799347 -0.310830861330032j,0.471649199724197 -0.268702447414398j,0.494306772947311 -0.224309578537941j,0.5127974152565 -0.178024664521217j,0.526964724063873 -0.130238845944405j,0.536689102649689 -0.0813560187816619j,0.541888952255249 -0.0317862927913665j,0.542520225048065 +0.0180503819137812j,0.538577556610107 +0.0677359253168106j,0.530094563961029 +0.11684937775135j,0.517142117023468 +0.164978712797165j,0.499830216169357 +0.211716189980507j,0.47830393910408 +0.256669670343399j,0.452745735645294 +0.299458354711533j,0.423369944095611 +0.339723199605942j,0.390425533056259 +0.377123206853867j,0.354188799858093 +0.411344468593597j,0.314966768026352 +0.442097157239914j,0.273088544607162 +0.469123274087906j,0.228908866643906 +0.492193788290024j,0.182798385620117 +0.511115193367004j,0.135147720575333 +0.525727152824402j,0.0863567143678665 +0.535907208919525j,0.0368386656045913 +0.54156893491745j,-0.0129910074174404 +0.54266494512558j,-0.0627111569046974 +0.539185762405395j,-0.111901558935642 +0.53116101026535j,-0.160149589180946 +0.518657982349396j,-0.207046419382095 +0.501782596111297j,-0.252198666334152 +0.480676382780075j,-0.29522380232811 +0.455518245697021j,-0.335760861635208 +0.426519215106964j,-0.373466372489929 +0.393924951553345j,-0.408024042844772 +0.358008861541748j,-0.439141124486923 +0.319075316190719j,-0.466556519269943 +0.277450889348984j,-0.490037977695465 +0.233488261699676j,-0.509388506412506 +0.187556192278862j,-0.524444162845611 +0.140043869614601j,-0.535078704357147 +0.0913498997688293j,-0.541201889514923 +0.041886780411005j,-0.542762458324432 -0.00793049577623608j,-0.539747178554535 -0.0576798990368843j,-0.532181322574615 -0.106944024562836j,-0.520128965377808 -0.15530551970005j,-0.50369131565094 -0.202358677983284j,-0.483007103204727 -0.247705772519112j,-0.458251178264618 -0.290963590145111j,-0.429631382226944 -0.33176925778389j,-0.397390097379684 -0.369777083396912j,-0.36179780960083 -0.404668152332306j,-0.323156118392944 -0.436146885156631j,-0.281789124011993 -0.463949203491211j,-0.23804734647274 -0.487839579582214j,-0.192297711968422 -0.50761753320694j,-0.144927844405174 -0.523115575313568j,-0.0963351354002952 -0.5342036485672j,-0.0469312630593776 -0.540787816047668j,0.00286930170841518 -0.542812824249267j,0.0526446625590325 -0.540261507034302j,0.101977154612541 -0.533155381679535j,0.150448963046074 -0.521554529666901j,0.197653338313103 -0.505556285381317j,0.24319039285183 -0.485296219587326j,0.286678105592728 -0.460944294929504j
