-0.120059229433537 +0.096236027777195j,-0.115730278193951 +0.103985287249088j,-0.110985241830349 +0.111491173505783j,-0.105844147503376 +0.118732362985611j,-0.100328184664249 +0.125689283013344j,-0.0944595858454704 +0.132344201207161j,-0.0882614701986313 +0.138681203126907j,-0.0817576944828033 +0.144686296582222j,-0.0749727189540863 +0.150347411632538j,-0.0679314658045769 +0.155654400587082j,-0.0606591403484344 +0.160599038004875j,-0.0531811416149139 +0.165175035595894j,-0.0455228947103024 +0.169377967715263j,-0.0377097390592098 +0.173205330967903j,-0.0297667812556028 +0.176656365394592j,-0.0217187963426113 +0.179732158780098j,-0.0135901160538197 +0.182435482740402j,-0.00540451519191265 +0.184770733118057j,0.00281489244662225 +0.186743929982185j,0.0110457232221961 +0.188362568616867j,0.019266415387392 +0.189635574817657j,0.0274563003331423 +0.190573185682297j,0.0355956591665745 +0.191186890006065j,0.0436657890677452 +0.191489309072495j,0.0516490302979946 +0.19149412214756j,0.0595288164913654 +0.191215962171555j,0.0672896951436996 +0.190670296549797j,0.0749173387885094 +0.189873337745667j,0.0823985785245895 +0.188841968774796j,0.0897213667631149 +0.18759360909462j,0.096874788403511 +0.186146154999733j,0.103849075734615 +0.184517860412598j,0.110635526478291 +0.182727232575417j,0.117226518690586 +0.180792987346649j,0.123615458607674 +0.178733915090561j,0.129796743392944 +0.176568821072578j,0.135765731334686 +0.174316480755806j,0.141518622636795 +0.171995505690575j,0.147052481770515 +0.169624283909798j,0.152365162968636 +0.16722097992897j,0.157455205917358 +0.164803370833397j,0.162321791052818 +0.162388876080513j,0.166964679956436 +0.159994468092918j,0.171384140849113 +0.157636597752571j,0.175580874085426 +0.155331209301949j,0.17955593764782 +0.153093665838242j,0.1833106726408 +0.15093868970871j,0.186846673488617 +0.148880362510681j,0.190165653824806 +0.146932080388069j,0.193269401788712 +0.14510652422905j,0.196159765124321 +0.143415659666061j,0.198838502168655 +0.14187066257j,0.201307281851768 +0.140481948852539j,0.203567609190941 +0.13925912976265j,0.205620795488358 +0.138210967183113j,0.207467839121819 +0.137345418334007j,0.209109485149384 +0.13666957616806j,0.210546091198921 +0.136189684271812j,0.211777672171593 +0.13591106235981j,0.212803766131401 +0.135838195681572j,0.213623568415642 +0.135974571108818j,0.214235737919807 +0.136322841048241j,0.214638561010361 +0.136884689331055j,0.2148297727108 +0.137660801410675j,0.214806720614433 +0.138650968670845j,0.214566230773926 +0.139853954315186j,0.214104741811752 +0.141267567873001j,0.213418260216713 +0.142888590693474j,0.212502360343933 +0.144712805747986j,0.211352318525314 +0.146734982728958j,0.20996305346489 +0.148948818445206j,0.208329200744629 +0.151346996426582j,0.206445217132568 +0.15392117202282j,0.204305365681648 +0.15666189789772j,0.201903805136681 +0.159558743238449j,0.199234694242477 +0.162600144743919j,0.196292206645012 +0.165773570537567j,0.193070635199547 +0.169065400958061j,0.189564481377602 +0.17246101796627j,0.185768529772758 +0.175944790244102j,0.181677922606468 +0.179500102996826j,0.177288308739662 +0.183109387755394j,0.172595858573914 +0.186754152178764j,0.167597383260727 +0.190415039658546j,0.162290468811989 +0.194071829319j,0.15667350590229 +0.197703540325165j,0.1507458537817 +0.201288476586342j,0.144507855176926 +0.204804286360741j,0.137960970401764 +0.208228006958961j,0.131107866764069 +0.211536213755608j,0.123952485620975 +0.21470507979393j,0.116500094532967 +0.217710435390472j,0.10875741392374 +0.220527917146683j,0.100732631981373 +0.223133057355881j,0.0924354866147041 +0.22550143301487j,0.083877295255661 +0.22760871052742j,0.0750710219144821 +0.229430854320526j,0.0660312697291374 +0.230944231152534j,0.0567743480205536 +0.232125729322433j,0.0473182275891304 +0.232952922582626j,0.037682581692934 +0.233404189348221j,0.0278887525200844 +0.233458906412125j,0.0179597232490778 +0.233097523450851j,0.00792009104043245 +0.232301771640778j,-0.00220400164835155 +0.231054797768593j,-0.0123849185183644 +0.22934128344059j,-0.0225936118513346 +0.227147594094276j,-0.0327997207641602 +0.224461942911148j,-0.0429716594517231 +0.221274495124817j,-0.053076758980751 +0.217577487230301j,-0.063081368803978 +0.213365405797958j,-0.0729510337114334 +0.208634987473488j,-0.0826505944132805 +0.203385442495346j,-0.0921444222331047 +0.197618439793587j,-0.101396523416042 +0.191338270902634j,-0.110370770096779 +0.18455183506012j,-0.119031071662903 +0.177268728613853j,-0.127341583371162 +0.169501319527626j,-0.135266900062561 +0.161264672875404j,-0.142772272229195 +0.152576640248299j,-0.14982382953167 +0.143457815051079j
-0.112767726182938 +0.105442106723785j,-0.107812248170376 +0.112927183508873j,-0.102451428771019 +0.120134748518467j,-0.0967071205377579 +0.127044409513474j,-0.0906022638082504 +0.133637592196465j,-0.0841607674956322 +0.139897704124451j,-0.0774072930216789 +0.145810067653656j,-0.0703671649098396 +0.151362046599388j,-0.0630661845207214 +0.156542956829071j,-0.0555304810404778 +0.161344155669212j,-0.0477863848209381 +0.16575899720192j,-0.0398602597415447 +0.1697828322649j,-0.0317783840000629 +0.173412889242172j,-0.0235668141394854 +0.176648393273354j,-0.0152512500062585 +0.179490357637405j,-0.00685692438855767 +0.181941628456116j,0.00159150979015976 +0.184006780385971j,0.0100700873881578 +0.18569204211235j,0.0185556225478649 +0.187005206942558j,0.0270257946103811 +0.187955558300018j,0.0354592353105545 +0.18855382502079j,0.0438355840742588 +0.188811987638474j,0.0521355457603931 +0.188743248581886j,0.0603409595787525 +0.188361927866936j,0.0684348121285439 +0.187683343887329j,0.0764012932777405 +0.186723724007607j,0.0842257961630821 +0.185500055551529j,0.0918949320912361 +0.184030041098595j,0.0993965491652489 +0.182332009077072j,0.106719709932804 +0.180424705147743j,0.113854683935642 +0.178327336907387j,0.120792917907238 +0.176059350371361j,0.12752702832222 +0.173640415072441j,0.134050726890564 +0.171090319752693j,0.140358805656433 +0.168428868055344j,0.146447092294693 +0.165675818920135j,0.152312368154526 +0.1628507822752j,0.157952353358269 +0.159973159432411j,0.163365557789803 +0.157062128186226j,0.168551340699196 +0.154136463999748j,0.17350971698761 +0.151214584708214j,0.178241357207298 +0.1483144313097j,0.182747483253479 +0.145453482866287j,0.187029808759689 +0.14264865219593j,0.191090434789658 +0.139916270971298j,0.194931820034981 +0.137272030115128j,0.198556646704674 +0.134730994701385j,0.201967775821686 +0.132307514548302j,0.205168187618256 +0.130015254020691j,0.208160862326622 +0.127867132425308j,0.210948750376701 +0.125875279307365j,0.21353468298912 +0.124051116406918j,0.215921327471733 +0.122405201196671j,0.218111097812653 +0.120947316288948j,0.22010612487793 +0.119686417281628j,0.221908181905746 +0.118630617856979j,0.223518669605255 +0.117787174880505j,0.224938526749611 +0.117162495851517j,0.226168245077133 +0.116762101650238j,0.227207779884338 +0.116590619087219j,0.228056594729424 +0.116651795804501j,0.228713601827621 +0.116948440670967j,0.229177102446556 +0.117482453584671j,0.229444906115532 +0.118254780769348j,0.229514211416245 +0.119265429675579j,0.229381665587425 +0.120513431727886j,0.229043379426003 +0.121996827423573j,0.228494912385941 +0.123712658882141j,0.227731391787529 +0.125656977295876j,0.226747408509254 +0.127824798226357j,0.225537180900574 +0.1302100867033j,0.224094539880753 +0.13280576467514j,0.22241298854351 +0.135603711009026j,0.220485776662827 +0.138594701886177j,0.218305960297585 +0.141768455505371j,0.215866506099701 +0.145113617181778j,0.213160261511803 +0.14861772954464j,0.210180193185806 +0.152267292141914j,0.206919312477112 +0.156047686934471j,0.203370898962021 +0.159943267703056j,0.199528515338898 +0.163937345147133j,0.19538614153862 +0.168012201786041j,0.190938219428062 +0.172149121761322j,0.186179861426353 +0.176328435540199j,0.181106805801392 +0.180529564619064j,0.175715640187263 +0.184731051325798j,0.170003846287727 +0.188910633325577j,0.163969919085503 +0.193045288324356j,0.157613441348076 +0.197111308574677j,0.150935187935829 +0.201084405183792j,0.143937259912491 +0.204939752817154j,0.136623069643974 +0.208652094006538j,0.128997549414635 +0.212195888161659j,0.121067106723785 +0.215545356273651j,0.112839765846729 +0.218674629926682j,0.104325212538242 +0.221557855606079j,0.0955348238348961 +0.224169358611107j,0.0864817202091217 +0.226483732461929j,0.0771808102726936 +0.228476032614708j,0.067648783326149 +0.230121836066246j,0.0579041317105293 +0.231397524476051j,0.0479671433568001 +0.232280284166336j,0.037859883159399 +0.232748359441757j,0.0276061706244946 +0.232781186699867j,0.017231522127986 +0.232359528541565j,0.00676309783011675 +0.23146565258503j,-0.00377036700956523 +0.230083465576172j,-0.0143386451527476 +0.228198662400246j,-0.0249101240187883 +0.225798860192299j,-0.0354519188404083 +0.222873777151108j,-0.0459299944341183 +0.219415292143822j,-0.0563093051314354 +0.215417668223381j,-0.0665539503097534 +0.210877552628517j,-0.07662732899189 +0.205794155597687j,-0.0864923298358917 +0.200169309973717j,-0.0961115136742592 +0.194007575511932j,-0.105447292327881 +0.187316253781319j,-0.114462144672871 +0.180105492472649j,-0.123118825256824 +0.172388270497322j,-0.1313806027174 +0.16418045759201j,-0.139211401343346 +0.155500799417496j
-0.104802526533604 +0.114049397408962j,-0.0992382392287254 +0.121222004294395j,-0.0932818725705147 +0.128083348274231j,-0.0869570970535278 +0.134614035487175j,-0.0802885740995407 +0.140796676278114j,-0.0733018070459366 +0.146615907549858j,-0.066022977232933 +0.152058452367783j,-0.0584787987172604 +0.157113060355186j,-0.0506963357329369 +0.16177062690258j,-0.0427028723061085 +0.166024088859558j,-0.0345257483422756 +0.169868469238281j,-0.0261922180652618 +0.173300817608833j,-0.0177293121814728 +0.176320150494576j,-0.00916369911283255 +0.178927466273308j,-0.000521564856171608 +0.181125625967979j,0.00817151460796595 +0.182919293642044j,0.0168906804174185 +0.184314906597137j,0.0256118886172771 +0.185320526361465j,0.034312017261982 +0.18594579398632j,0.0429689325392246 +0.186201825737953j,0.0515615753829479 +0.186101108789444j,0.060070026665926 +0.185657396912575j,0.0684755519032478 +0.184885635972023j,0.0767606496810913 +0.183801800012589j,0.0849090963602066 +0.182422816753387j,0.0929059535264969 +0.180766493082047j,0.10073759406805 +0.178851336240768j,0.10839169472456 +0.176696479320526j,0.115857265889645 +0.174321591854095j,0.123124577105045 +0.171746760606766j,0.130185201764107 +0.16899237036705j,0.137031957507133 +0.166079059243202j,0.143658846616745 +0.163027539849281j,0.150061056017876 +0.159858614206314j,0.156234860420227 +0.15659299492836j,0.162177637219429 +0.153251275420189j,0.167887717485428 +0.149853870272636j,0.173364356160164 +0.146420851349831j,0.178607687354088 +0.142972022294998j,0.183618620038033 +0.139526724815369j,0.188398748636246 +0.136103898286819j,0.192950308322906 +0.132721915841103j,0.197276070713997 +0.129398629069328j,0.201379254460335 +0.12615130841732j,0.20526348054409 +0.122996546328068j,0.208932608366013 +0.119950324296951j,0.212390765547752 +0.117027886211872j,0.215642139315605 +0.114243790507317j,0.218691021203995 +0.11161183565855j,0.2215416431427 +0.10914508998394j,0.224198132753372 +0.106855817139149j,0.226664423942566 +0.104755505919456j,0.228944212198257 +0.102854855358601j,0.231040880084038 +0.101163730025291j,0.232957422733307 +0.0996911972761154j,0.234696418046951 +0.0984454527497292j,0.236259952187538 +0.0974339097738266j,0.237649604678154 +0.0966630652546883j,0.238866358995438 +0.0961386039853096j,0.239910617470741 +0.0958653166890144j,0.240782156586647 +0.0958471074700356j,0.241480097174644 +0.0960869938135147j,0.242002904415131 +0.0965870916843414j,0.242348358035088 +0.0973485931754112j,0.242513582110405 +0.0983717441558838j,0.24249504506588 +0.099655844271183j,0.242288529872894 +0.101199239492416j,0.241889253258705 +0.10299926251173j,0.241291746497154 +0.105052284896374j,0.240490019321442 +0.107353620231152j,0.239477574825287 +0.109897568821907j,0.238247394561768 +0.112677380442619j,0.23679207265377 +0.115685224533081j,0.23510380089283 +0.118912197649479j,0.233174532651901 +0.122348301112652j,0.2309959679842 +0.12598243355751j,0.228559672832489 +0.129802376031876j,0.22585716843605 +0.13379479944706j,0.222880020737648 +0.137945264577866j,0.219619914889336 +0.142238229513168j,0.216068774461746 +0.146657034754753j,0.212218850851059 +0.151183933019638j,0.208062842488289 +0.15580016374588j,0.203593999147415 +0.160485848784447j,0.198806196451187 +0.165220186114311j,0.19369412958622 +0.169981375336647j,0.188253298401833 +0.174746736884117j,0.182480245828629 +0.179492697119713j,0.176372557878494 +0.184194922447205j,0.169929027557373 +0.188828378915787j,0.163149774074554 +0.193367391824722j,0.156036242842674 +0.19778573513031j,0.148591414093971 +0.202056780457497j,0.140819787979126 +0.20615354180336j,0.132727548480034 +0.21004880964756j,0.124322555959225 +0.213715314865112j,0.115614466369152 +0.217125788331032j,0.106614753603935 +0.220253169536591j,0.0973367616534233 +0.223070710897446j,0.0877957120537758 +0.225552082061768j,0.0780087485909462 +0.227671653032303j,0.0679949373006821 +0.229404509067535j,0.0577752403914928 +0.230726689100266j,0.0473725199699402 +0.231615334749222j,0.0368114821612835 +0.232048854231834j,0.0261186379939318 +0.232007056474686j,0.015322232618928 +0.231471374630928j,0.00445217592641711 +0.230424925684929j,-0.00646006083115935 +0.228852763772011j,-0.0173815544694662 +0.226741999387741j,-0.0282780360430479 +0.22408190369606j,-0.0391140468418598 +0.220864057540894j,-0.0498530827462673 +0.217082545161247j,-0.060457743704319 +0.212733969092369j,-0.0708899274468422 +0.207817599177361j,-0.0811110138893127 +0.202335521578789j,-0.0910820439457893 +0.196292594075203j,-0.100763946771622 +0.189696624875069j,-0.110117733478546 +0.182558327913284j,-0.119104750454426 +0.174891456961632j,-0.127686873078346 +0.166712686419487j
-0.0962167233228683 +0.122009813785553j,-0.090065024793148 +0.128823086619377j,-0.0835370495915413 +0.135291874408722j,-0.076658234000206 +0.141397967934608j,-0.0694549083709717 +0.147125229239464j,-0.0619541294872761 +0.152459681034088j,-0.0541835315525532 +0.157389491796494j,-0.0461711287498474 +0.161905020475388j,-0.0379451885819435 +0.165998756885529j,-0.0295340493321419 +0.169665351510048j,-0.0209659785032272 +0.172901570796967j,-0.0122690182179213 +0.175706267356873j,-0.00347084831446409 +0.178080320358276j,0.00540134962648153 +0.180026561021805j,0.0143210291862488 +0.181549742817879j,0.0232623852789402 +0.182656452059746j,0.0322004705667496 +0.183354958891869j,0.0411112867295742 +0.183655261993408j,0.0499718971550465 +0.183568820357323j,0.0587604902684689 +0.183108612895012j,0.0674564465880394 +0.1822889149189j,0.0760404169559479 +0.181125238537788j,0.0844943448901176 +0.179634243249893j,0.0928015410900116 +0.177833557128906j,0.100946687161922 +0.175741702318192j,0.108915850520134 +0.173378020524979j,0.116696506738663 +0.170762449502945j,0.124277532100677 +0.167915552854538j,0.131649196147919 +0.164858266711235j,0.138803139328957 +0.161611944437027j,0.145732328295708 +0.158198088407516j,0.152431055903435 +0.154638424515724j,0.15889485180378 +0.150954633951187j,0.165120467543602 +0.147168442606926j,0.171105802059174 +0.143301367759705j,0.176849812269211 +0.139374747872353j,0.182352513074875 +0.135409653186798j,0.18761482834816 +0.131426781415939j,0.192638531327248 +0.127446398139j,0.197426214814186 +0.123488366603851j,0.201981127262115 +0.119571939110756j,0.206307128071785 +0.115715861320496j,0.210408627986908 +0.111938253045082j,0.214290410280228 +0.108256570994854j,0.21795766055584 +0.104687631130219j,0.221415743231773 +0.101247511804104j,0.224670246243477 +0.0979515835642815j,0.227726802229881 +0.0948144719004631j,0.230591014027596 +0.0918500348925591j,0.233268424868584 +0.0890713632106781j,0.235764354467392 +0.0864907652139664j,0.238083928823471 +0.0841197371482849j,0.240231916308403 +0.0819689854979515j,0.242212668061256 +0.0800484195351601j,0.244030117988586 +0.0783671140670776j,0.245687663555145 +0.0769333392381668j,0.24718813598156 +0.0757545307278633j,0.248533740639687 +0.0748372972011566j,0.24972602725029 +0.0741874128580093j,0.250765830278397 +0.0738097950816154j,0.25165331363678 +0.0737085118889809j,0.252387791872025 +0.0738867670297623j,0.252967923879623 +0.0743468850851059j,0.253391474485397 +0.0750902816653252j,0.253655552864075 +0.0761174932122231j,0.253756433725357 +0.0774281099438667j,0.253689616918564 +0.0790208056569099j,0.253449887037277 +0.0808932557702065j,0.253031343221664 +0.0830421820282936j,0.252427309751511 +0.0854632928967476j,0.25163060426712 +0.0881512761116028j,0.250633388757706 +0.0910997837781906j,0.249427303671837 +0.0943013727664948j,0.248003512620926 +0.0977475568652153j,0.246352806687355 +0.101428709924221j,0.24446564912796 +0.105334103107452j,0.242332279682159 +0.109451867640018j,0.239942789077759 +0.113768994808197j,0.237287193536758 +0.118271313607693j,0.234355583786964 +0.122943505644798j,0.231138184666634 +0.127769112586975j,0.227625519037247 +0.132730513811111j,0.223808407783508 +0.137808963656425j,0.219678238034248 +0.142984613776207j,0.215226948261261 +0.148236513137817j,0.210447192192078 +0.153542712330818j,0.205332472920418 +0.158880189061165j,0.199877247214317 +0.164225026965141j,0.194077044725418 +0.169552385807037j,0.187928542494774 +0.174836620688438j,0.181429728865623 +0.180051356554031j,0.17458002269268 +0.185169503092766j,0.167380273342133 +0.190163463354111j,0.159832984209061 +0.195005178451538j,0.151942297816277 +0.19966621696949j,0.143714144825935 +0.204117968678474j,0.13515630364418 +0.208331689238548j,0.126278415322304 +0.212278738617897j,0.117092095315456 +0.215930625796318j,0.107610948383808 +0.219259232282639j,0.0978505909442902 +0.222236916422844j,0.0878286808729172 +0.224836736917496j,0.0775649026036263 +0.22703255712986j,0.067080982029438 +0.228799253702164j,0.0564006268978119 +0.230112865567207j,0.0455495193600655 +0.230950772762299j,0.0345552377402782 +0.231291890144348j,0.023447185754776 +0.231116771697998j,0.0122565180063248 +0.230407863855362j,0.0010160276433453 +0.22914956510067j,-0.0102399736642838 +0.22732849419117j,-0.0214757733047009 +0.224933534860611j,-0.0326544232666492 +0.221956044435501j,-0.0437378846108913 +0.218389943242073j,-0.0546872168779373 +0.214231878519058j,-0.0654627531766891 +0.20948126912117j,-0.0760243013501167 +0.204140439629555j,-0.0863313674926758 +0.198214694857597j,-0.0963433384895325 +0.191712364554405j,-0.106019757688046 +0.184644877910614j,-0.115320511162281 +0.177026733756065j
-0.0870667397975922 +0.129280164837837j,-0.0803526267409325 +0.135688975453377j,-0.0732805356383324 +0.141720801591873j,-0.0658776387572289 +0.14735871553421j,-0.0581718645989895 +0.15258800983429j,-0.0501917749643326 +0.15739618241787j,-0.0419663600623608 +0.161773025989532j,-0.0335248857736588 +0.165710493922234j,-0.024896714836359 +0.169202864170074j,-0.016111159697175 +0.172246560454369j,-0.00719731394201517 +0.174840196967125j,0.00181609822902828 +0.176984503865242j,0.0109008541330695 +0.178682252764702j,0.0200293846428394 +0.179938241839409j,0.0291748847812414 +0.180759117007256j,0.0383114479482174 +0.181153416633606j,0.0474141575396061 +0.181131362915039j,0.0564592033624649 +0.180704802274704j,0.0654239505529404 +0.179887130856514j,0.0742870345711708 +0.178693145513535j,0.0830284133553505 +0.177138909697533j,0.0916294381022453 +0.175241708755493j,0.100072868168354 +0.173019856214523j,0.108342938125134 +0.170492634177208j,0.11642537266016 +0.167680129408836j,0.124307379126549 +0.164603129029274j,0.131977662444115 +0.161283001303673j,0.139426410198212 +0.157741621136665j,0.146645277738571 +0.154001206159592j,0.153627395629883 +0.150084182620049j,0.160367235541344 +0.146013185381889j,0.166860684752464 +0.141810864210129j,0.173104897141457 +0.137499839067459j,0.179098293185234 +0.133102595806122j,0.184840470552444 +0.128641396760941j,0.190332129597664 +0.124138198792934j,0.195574998855591 +0.119614616036415j,0.200571745634079 +0.115091823041439j,0.205325931310654 +0.110590495169163j,0.209841847419739 +0.106130786240101j,0.214124500751495 +0.10173225402832j,0.218179449439049 +0.0974138230085373j,0.222012773156166 +0.0931937620043755j,0.225630924105644 +0.0890896245837212j,0.229040682315826 +0.0851182788610458j,0.23224900662899 +0.0812958255410194j,0.235262975096703 +0.0776376202702522j,0.238089665770531 +0.074158251285553j,0.240736097097397 +0.070871502161026j,0.243209138512611 +0.0677904188632965j,0.245515421032906 +0.0649272054433823j,0.24766118824482 +0.0622933022677898j,0.249652341008186 +0.0598993413150311j,0.251494318246841 +0.0577551610767841j,0.253191918134689 +0.0558697991073132j,0.254749447107315 +0.0542515031993389j,0.256170511245728 +0.0529077090322971j,0.257457941770554 +0.0518450476229191j,0.258613884449005 +0.0510693602263927j,0.25963968038559 +0.0505856536328793j,0.260535836219788 +0.0503981225192547j,0.261301934719086 +0.0505101531744003j,0.261936843395233 +0.0509242601692677j,0.262438356876373 +0.0516421236097813j,0.26280352473259 +0.0526645556092262j,0.263028502464294 +0.0539914704859257j,0.263108491897583 +0.0556218810379505j,0.263037890195847 +0.0575538724660873j,0.262810319662094 +0.0597845800220966j,0.262418538331985 +0.0623101517558098j,0.261854618787766 +0.0651257410645485j,0.261109888553619 +0.0682254731655121j,0.260175079107285 +0.0716024190187454j,0.259040296077728 +0.0752485617995262j,0.257695198059082 +0.0791547745466232j,0.256128966808319 +0.0833108127117157j,0.254330545663834 +0.0877052843570709j,0.252288520336151 +0.0923256054520607j,0.24999138712883 +0.0971580371260643j,0.247427582740784 +0.102187626063824j,0.244585633277893 +0.107398219406605j,0.241454213857651 +0.112772487103939j,0.238022327423096 +0.11829186975956j,0.234279349446297 +0.123936653137207j,0.230215236544609 +0.129685938358307j,0.22582058608532 +0.135517731308937j,0.221086770296097 +0.141408875584602j,0.216006115078926 +0.147335231304169j,0.210571944713593 +0.153271615505219j,0.204778760671616 +0.159191906452179j,0.198622360825539 +0.165069133043289j,0.192099899053574 +0.170875564217567j,0.185210078954697 +0.176582738757133j,0.177953213453293 +0.18216161429882j,0.170331314206123 +0.187582716345787j,0.162348195910454 +0.192816182971001j,0.154009625315666 +0.19783191382885j,0.145323246717453 +0.202599763870239j,0.136298820376396 +0.207089617848396j,0.126948118209839 +0.211271598935127j,0.117285072803497 +0.215116202831268j,0.107325755059719 +0.218594461679459j,0.097088411450386 +0.221678107976913j,0.0865934267640114 +0.224339812994003j,0.075863353908062 +0.226553246378899j,0.0649228394031525 +0.228293403983116j,0.053798608481884 +0.229536667466164j,0.042519386857748 +0.230260998010635j,0.0311158206313848 +0.230446189641953j,0.0196203831583261 +0.230073943734169j,0.00806727260351181 +0.229128152132034j,-0.00350773800164461 +0.227594912052155j,-0.0150674218311906 +0.225462824106216j,-0.0265732649713755 +0.222723007202148j,-0.0379856489598751 +0.219369351863861j,-0.0492640137672424 +0.215398550033569j,-0.0603670850396156 +0.210810229182243j,-0.0712530612945557 +0.20560710132122j,-0.0818798467516899 +0.199794918298721j,-0.0922052934765816 +0.193382650613785j,-0.102187402546406 +0.186382472515106j
-0.077411986887455 +0.135822415351868j,-0.070163868367672 +0.141783595085144j,-0.0625785514712334 +0.147336199879646j,-0.0546848624944687 +0.152464747428894j,-0.0465122908353806 +0.157156020402908j,-0.0380908139050007 +0.161399155855179j,-0.0294507034122944 +0.16518560051918j,-0.0206223856657743 +0.168509125709534j,-0.0116362376138568 +0.171365797519684j,-0.00252243806608021 +0.173753932118416j,0.00668919738382101 +0.175674065947533j,0.0159693695604801 +0.17712889611721j,0.0252894312143326 +0.178123146295547j,0.0346215330064297 +0.178663596510887j,0.0439387485384941 +0.178758889436722j,0.0532151833176613 +0.178419530391693j,0.0624260902404785 +0.177657693624496j,0.0715479552745819 +0.176487147808075j,0.0805585980415344 +0.174923181533813j,0.0894372165203094 +0.172982424497604j,0.0981644913554192 +0.170682743191719j,0.106722593307495 +0.16804313659668j,0.115095235407352 +0.165083587169647j,0.123267710208893 +0.161824941635132j,0.131226912140846 +0.158288821578026j,0.138961300253868 +0.154497444629669j,0.146460920572281 +0.15047350525856j,0.153717428445816 +0.146240130066872j,0.160723984241486 +0.141820684075356j,0.167475268244743 +0.137238681316376j,0.17396742105484 +0.132517710328102j,0.18019799888134 +0.127681314945221j,0.186165899038315 +0.122752875089645j,0.19187131524086 +0.117755576968193j,0.197315603494644 +0.112712271511555j,0.202501311898232 +0.107645452022552j,0.207431957125664 +0.10257712751627j,0.212112084031105 +0.0975288301706314j,0.216547027230263 +0.0925215184688568j,0.220742911100388 +0.0875755175948143j,0.224706545472145 +0.0827105268836021j,0.228445246815681 +0.0779455378651619j,0.231966838240623 +0.0732988193631172j,0.235279470682144 +0.0687879249453545j,0.23839159309864 +0.0644296109676361j,0.241311758756638 +0.0602398924529552j,0.244048595428467 +0.0562339685857296j,0.246610730886459 +0.0524262636899948j,0.24900658428669 +0.0488304123282433j,0.251244395971298 +0.0454592444002628j,0.253332108259201 +0.0423248000442982j,0.255277156829834 +0.0394383370876312j,0.257086634635925 +0.0368103235960007j,0.258766978979111 +0.0344504415988922j,0.260324001312256 +0.0323676131665707j,0.261762917041779 +0.030569976195693j,0.263088047504425 +0.0290649142116308j,0.264302998781204 +0.0278590302914381j,0.265410482883453 +0.0269581656903028j,0.266412377357483 +0.026367399841547j,0.267309486865997 +0.026091031730175j,0.268101841211319 +0.0261325873434544j,0.268788367509842 +0.0264947935938835j,0.269367039203644 +0.0271795690059662j,0.269834816455841 +0.0281880218535662j,0.270187735557556 +0.0295204166322947j,0.270420759916306 +0.031176159158349j,0.270527958869934 +0.0331537611782551j,0.27050244808197 +0.0354508273303509j,0.270336389541626 +0.0380640253424644j,0.270021170377731 +0.0409890376031399j,0.269547313451767 +0.0442205555737019j,0.268904626369476 +0.0477522276341915j,0.268082171678543 +0.0515766404569149j,0.26706850528717 +0.0556852743029594j,0.265851527452469 +0.0600684806704521j,0.264418810606003 +0.0647154524922371j,0.262757480144501 +0.0696141943335533j,0.260854482650757 +0.074751503765583j,0.258696615695953 +0.08011294901371j,0.256270617246628 +0.0856828615069389j,0.25356337428093 +0.0914442986249924j,0.25056192278862 +0.0973790809512138j,0.24725367128849 +0.103467784821987j,0.243626490235329 +0.109689719974995j,0.239668875932693 +0.116022996604443j,0.235370025038719 +0.12244451791048j,0.230720013380051 +0.128930047154427j,0.225709915161133 +0.135454222559929j,0.220331951975822 +0.141990631818771j,0.214579597115517 +0.148511871695518j,0.208447694778442 +0.154989659786224j,0.201932653784752 +0.161394849419594j,0.195032462477684 +0.167697608470917j,0.187746867537498 +0.173867478966713j,0.180077478289604 +0.17987348139286j,0.172027841210365 +0.185684323310852j,0.163603499531746 +0.191268444061279j,0.154812157154083 +0.196594208478928j,0.145663619041443 +0.20163007080555j,0.136169955134392 +0.206344738602638j,0.126345500349998 +0.210707291960716j,0.116206839680672 +0.214687421917915j,0.105772867798805 +0.218255594372749j,0.0950647741556168 +0.221383228898048j,0.0841059982776642 +0.224042847752571j,0.0729222223162651 +0.226208359003067j,0.0615413039922714 +0.227855145931244j,0.0499932020902634 +0.228960335254669j,0.0383098758757114 +0.229502901434898j,0.0265252180397511 +0.229463919997215j,0.0146749010309577 +0.228826716542244j,0.00279624084942043 +0.227576985955238j,-0.00907194707542658 +0.225703045725822j,-0.0208895225077868 +0.223195895552635j,-0.0326152071356773 +0.220049411058426j,-0.0442067831754684 +0.21626041829586j,-0.055621299892664 +0.211828857660294j,-0.0668153092265129 +0.206757813692093j,-0.0777450948953629 +0.201053649187088j,-0.088366910815239 +0.194726020097733j
