-0.0982341468334198 -0.833874762058258j,-0.0790616497397423 -0.835910439491272j,-0.0598478130996227 -0.837505400180817j,-0.0406020730733871 -0.83865875005722j,-0.0213352963328361 -0.839369893074036j,-0.00205688201822339 -0.839638471603393j,0.0172222517430782 -0.839464366436005j,0.0364926569163799 -0.838847577571869j,0.0557434558868408 -0.837788581848144j,0.0749652460217476 -0.8362877368927j,0.0941470935940742 -0.834346055984497j,0.113279722630978 -0.831964373588562j,0.132352620363235 -0.82914400100708j,0.15135532617569 -0.82588654756546j,0.170278638601303 -0.822193562984466j,0.18911175429821 -0.818067073822021j,0.207845568656921 -0.813509225845337j,0.2264693826437 -0.808522462844849j,0.244974195957184 -0.803109347820282j,0.263349443674088 -0.79727292060852j,0.281586229801178 -0.791015923023224j,0.299674153327942 -0.784342050552368j,0.317604452371597 -0.777254402637482j,0.335366904735565 -0.769757151603699j,0.352952897548676 -0.761853814125061j,0.370352447032928 -0.753548979759216j,0.387557059526443 -0.744846642017364j,0.404556959867477 -0.735751748085022j,0.421343952417374 -0.726268768310547j,0.437908411026001 -0.716403007507324j,0.454242289066315 -0.706159293651581j,0.470336377620697 -0.695543467998505j,0.486182749271393 -0.684560656547546j,0.501772463321686 -0.673217236995697j,0.517097949981689 -0.661518454551697j,0.532150447368622 -0.64947122335434j,0.54692268371582 -0.637081325054169j,0.561406552791595 -0.624355435371399j,0.575594067573547 -0.611300647258759j,0.589478433132172 -0.597923219203949j,0.603051662445068 -0.584230899810791j,0.616307199001312 -0.57023012638092j,0.629237532615662 -0.555929064750671j,0.64183634519577 -0.541334569454193j,0.654096484184265 -0.526454925537109j,0.666011989116669 -0.511297404766083j,0.677576065063477 -0.495870590209961j,0.68878310918808 -0.48018205165863j,0.699626803398132 -0.464240610599518j,0.710101783275604 -0.448054105043411j,0.720202147960663 -0.431631594896316j,0.729923009872437 -0.414981245994568j,0.739258766174316 -0.398112386465073j,0.748204946517944 -0.381033301353455j,0.75675642490387 -0.363753646612167j,0.764909088611603 -0.346281826496124j,0.772658228874207 -0.328627824783325j,0.780000150203705 -0.310800164937973j,0.786930859088898 -0.292808622121811j,0.79344642162323 -0.274663060903549j,0.799543797969818 -0.256372302770615j,0.80521947145462 -0.237946718931198j,0.810470640659332 -0.219395339488983j,0.815294444561005 -0.20072865486145j,0.819688379764557 -0.181955710053444j,0.823650181293487 -0.163087248802185j,0.82717764377594 -0.144132405519485j,0.830268979072571 -0.125101938843727j,0.832922518253326 -0.106005139648914j,0.835136890411377 -0.0868528336286545j,0.836910963058472 -0.0676543340086937j,0.838243663311005 -0.048420574516058j,0.839134454727173 -0.029160875827074j,0.839582800865173 -0.00988617353141306j,0.839588463306427 +0.00939409993588926j,0.839151442050934 +0.0286690462380648j,0.838271915912628 +0.0479292683303356j,0.836950421333313 +0.0671638250350952j,0.835187613964081 +0.086363360285759j,0.832984507083893 +0.105516962707043j,0.83034211397171 +0.12461531162262j,0.827261924743652 +0.143647983670235j,0.823745608329773 +0.162604510784149j,0.819794833660126 +0.181475669145584j,0.815411984920502 +0.200250774621964j,0.810599029064178 +0.218920677900314j,0.80535876750946 +0.237474754452705j,0.799693763256073 +0.255904018878937j,0.793607234954834 +0.274197965860367j,0.787102162837982 +0.292347699403763j,0.780182182788849 +0.310342967510223j,0.772850692272186 +0.328174918889999j,0.765111923217773 +0.345833480358124j,0.756969451904297 +0.363310039043427j,0.748428165912628 +0.380594730377197j,0.739491939544678 +0.397679060697556j,0.73016607761383 +0.414553374052048j,0.720455050468445 +0.431209444999695j,0.710364282131195 +0.447637796401978j,0.699898779392242 +0.463830471038818j,0.68906444311142 +0.479778259992599j,0.677866578102112 +0.4954734146595j,0.666311264038086 +0.510907292366028j,0.654404878616333 +0.526071488857269j,0.642153263092041 +0.54095858335495j,0.629563271999359 +0.555560171604156j,0.616641044616699 +0.569869160652161j,0.603393971920013 +0.583877325057983j,0.589828491210938 +0.597577929496765j,0.575952231884003 +0.61096316576004j,0.561772048473358 +0.624026536941528j,0.547295987606049 +0.636760652065277j,0.532531023025513 +0.649159252643585j,0.517485558986664 +0.661215305328369j,0.502166926860809 +0.672923028469086j,0.486583888530731 +0.68427562713623j,0.470743894577026 +0.695267677307129j,0.454656064510345 +0.70589292049408j,0.438328176736832 +0.716146171092987j,0.42176952958107 +0.726021647453308j,0.404988139867783 +0.735514521598816j
-0.175932571291923 -0.821002304553985j,-0.157035157084465 -0.824825406074524j,-0.138055294752121 -0.828213572502136j,-0.119002245366573 -0.831165134906769j,-0.0998868867754936 -0.833678364753723j,-0.0807184278964996 -0.835752069950104j,-0.0615078210830688 -0.83738511800766j,-0.0422643683850765 -0.83857661485672j,-0.0229990482330322 -0.839325964450836j,-0.0037212111055851 -0.839632749557495j,0.0155582074075937 -0.839496850967407j,0.0348298326134682 -0.838918328285217j,0.0540826544165611 -0.837897419929504j,0.0733074098825455 -0.836434721946716j,0.0924930647015572 -0.834531009197235j,0.111630372703075 -0.832187294960022j,0.130708426237106 -0.829404830932617j,0.149717956781387 -0.826184928417206j,0.168648153543472 -0.822529494762421j,0.187489807605743 -0.818440318107605j,0.206232219934464 -0.81391966342926j,0.224866285920143 -0.808969855308533j,0.243381395936012 -0.803593456745148j,0.261768579483032 -0.797793388366699j,0.280017346143723 -0.791572690010071j,0.298118829727173 -0.784934520721435j,0.31606313586235 -0.777882397174835j,0.333840429782867 -0.770420372486114j,0.351442039012909 -0.762551963329315j,0.36885803937912 -0.754281640052795j,0.386079847812653 -0.745613396167755j,0.403097778558731 -0.736552238464355j,0.419903486967087 -0.727102518081665j,0.436487466096878 -0.717269599437714j,0.452841639518738 -0.707058310508728j,0.468956708908081 -0.696474432945251j,0.48482483625412 -0.68552303314209j,0.500437021255493 -0.674210488796234j,0.51578563451767 -0.662542223930359j,0.530862033367157 -0.650524795055389j,0.545658826828003 -0.638164162635803j,0.560167491436005 -0.625467300415039j,0.574381232261658 -0.612440347671509j,0.588291764259338 -0.599090814590454j,0.601892411708832 -0.585425078868866j,0.615175426006317 -0.571451008319855j,0.628134310245514 -0.55717521905899j,0.640762090682983 -0.542605757713318j,0.653051674365997 -0.527750432491302j,0.664997220039368 -0.512616574764252j,0.676591813564301 -0.497212737798691j,0.687829971313477 -0.481546431779861j,0.698705196380615 -0.465626507997513j,0.709212243556976 -0.449460744857788j,0.719345152378082 -0.433058351278305j,0.729098975658417 -0.416427314281464j,0.738468170166016 -0.399576991796493j,0.747448146343231 -0.382515668869018j,0.756033897399902 -0.36525297164917j,0.76422119140625 -0.347797393798828j,0.772005319595337 -0.330158740282059j,0.779382586479187 -0.312345653772354j,0.786348760128021 -0.294368237257004j,0.792900443077087 -0.276235312223434j,0.799033880233765 -0.257957011461258j,0.804746210575104 -0.239542365074158j,0.810034036636352 -0.221001803874969j,0.81489497423172 -0.202344343066215j,0.819326162338257 -0.183580175042152j,0.823325276374817 -0.164719581604004j,0.826890289783478 -0.145771771669388j,0.830019354820251 -0.126747488975525j,0.832710742950439 -0.107655964791775j,0.834963083267212 -0.0885080769658089j,0.836775183677673 -0.0693131387233734j,0.838146090507507 -0.0500820502638817j,0.839075028896332 -0.0308241415768862j,0.839561581611633 -0.0115503957495093j,0.839605391025543 +0.00772983860224486j,0.839206635951996 +0.0270056258887053j,0.838365256786346 +0.0462675467133522j,0.837081909179687 +0.0655046701431274j,0.835357189178467 +0.0847076699137688j,0.833191990852356 +0.103865601122379j,0.83058750629425 +0.122969172894955j,0.82754510641098 +0.142007485032082j,0.824066281318664 +0.160971328616142j,0.820153057575226 +0.179849922657013j,0.815807282924652 +0.198634058237076j,0.811031460762024 +0.217313095927238j,0.805827915668487 +0.235877901315689j,0.800199449062347 +0.254318356513977j,0.794149219989777 +0.272624343633652j,0.787680149078369 +0.290786951780319j,0.780795812606811 +0.308795839548111j,0.773499727249145 +0.326642334461212j,0.765795946121216 +0.344316184520721j,0.757688164710998 +0.361808866262436j,0.749181091785431 +0.379110455513j,0.740278840065002 +0.396212458610535j,0.730986356735229 +0.413105189800262j,0.721308350563049 +0.429780513048172j,0.711250185966492 +0.446228832006454j,0.700816810131073 +0.462442219257355j,0.690014123916626 +0.478411465883255j,0.678847372531891 +0.49412876367569j,0.667322933673859 +0.509585201740265j,0.655446469783783 +0.524773299694061j,0.643224537372589 +0.539684355258942j,0.630663275718689 +0.554311156272888j,0.617769420146942 +0.568645715713501j,0.604550123214722 +0.582680106163025j,0.591011822223663 +0.5964075922966j,0.577162146568298 +0.609820306301117j,0.563007891178131 +0.622911810874939j,0.548557102680206 +0.63567453622818j,0.533816695213318 +0.648102402687073j,0.518795192241669 +0.660188257694244j,0.503499805927277 +0.671926259994507j,0.487939298152924 +0.683309733867645j,0.472121149301529 +0.694333255290985j
-0.25208306312561 -0.800906419754028j,-0.233627364039421 -0.806483268737793j,-0.215048104524612 -0.811634957790375j,-0.19635583460331 -0.816358625888824j,-0.17755962908268 -0.820651948451996j,-0.158670172095299 -0.824512481689453j,-0.139696717262268 -0.827938318252563j,-0.120649978518486 -0.830927550792694j,-0.101539194583893 -0.83347874879837j,-0.0823753103613853 -0.835590362548828j,-0.0631675645709038 -0.83726155757904j,-0.0439269319176674 -0.838491141796112j,-0.0246627274900675 -0.839278697967529j,-0.00538553949445487 -0.839623689651489j,0.0138941258192062 -0.839526057243347j,0.0331668257713318 -0.838985681533813j,0.0524216666817665 -0.838002979755402j,0.0716492608189583 -0.836578369140625j,0.0908386632800102 -0.834712743759155j,0.109980575740337 -0.832406878471374j,0.129064127802849 -0.829662263393402j,0.148079991340637 -0.826480090618133j,0.16701740026474 -0.822862207889557j,0.185867115855217 -0.818810403347015j,0.204618453979492 -0.814326882362366j,0.223262295126915 -0.809413969516754j,0.241788014769554 -0.804074347019195j,0.260186672210693 -0.798310697078705j,0.278447717428207 -0.792126178741455j,0.296562343835831 -0.785523891448975j,0.314520210027695 -0.778507590293884j,0.332312613725662 -0.771080613136292j,0.349929839372635 -0.763247132301331j,0.367362171411514 -0.755011320114136j,0.384601145982742 -0.746377229690552j,0.401636987924576 -0.737349808216095j,0.418461412191391 -0.727933406829834j,0.435064852237701 -0.718133449554443j,0.45143923163414 -0.707954585552216j,0.467575222253799 -0.697402656078339j,0.483465045690536 -0.686482727527618j,0.499099612236023 -0.675201117992401j,0.514471352100372 -0.663563311100006j,0.529571533203125 -0.651575803756714j,0.544392764568329 -0.639244496822357j,0.558926641941071 -0.62657642364502j,0.573166131973267 -0.613577723503113j,0.587103068828583 -0.600255727767944j,0.600730776786804 -0.586617052555084j,0.614041447639465 -0.572669267654419j,0.627028703689575 -0.558419287204742j,0.639684975147247 -0.543875098228455j,0.652004301548004 -0.529043912887573j,0.663979470729828 -0.513934016227722j,0.675604939460754 -0.498552918434143j,0.686874091625214 -0.48290890455246j,0.697780907154083 -0.46701055765152j,0.708319962024689 -0.450865656137466j,0.718485355377197 -0.434483408927917j,0.728272140026092 -0.417871683835983j,0.737674713134766 -0.401039987802505j,0.746688485145569 -0.383996486663818j,0.755308389663696 -0.366750866174698j,0.763530254364014 -0.349311530590057j,0.771349370479584 -0.331688344478607j,0.778761923313141 -0.313889980316162j,0.785763680934906 -0.295926421880722j,0.792351305484772 -0.277806431055069j,0.798521041870117 -0.259540379047394j,0.804269850254059 -0.241137102246284j,0.809594392776489 -0.222607016563416j,0.814492225646973 -0.203959226608276j,0.818960547447204 -0.185204282402992j,0.822997152805328 -0.166351243853569j,0.826599657535553 -0.147410944104195j,0.829766452312469 -0.12839250266552j,0.83249568939209 -0.109306357800961j,0.834785997867584 -0.0901629775762558j,0.836636185646057 -0.0709716528654099j,0.838045120239258 -0.0517433434724808j,0.839012265205383 -0.0324873179197311j,0.839537024497986 -0.0132145369425416j,0.839619100093841 +0.00606554700061678j,0.83925849199295 +0.0253420863300562j,0.838455379009247 +0.0446056388318539j,0.837210118770599 +0.0638452842831611j,0.835523426532745 +0.0830516442656517j,0.833396255970001 +0.102213829755783j,0.830829620361328 +0.121322520077229j,0.827824950218201 +0.140366837382317j,0.824383735656738 +0.159337550401688j,0.820507943630218 +0.178223848342895j,0.816199421882629 +0.197016581892967j,0.811460614204407 +0.215705022215843j,0.806293904781341 +0.234280124306679j,0.800702154636383 +0.252731323242188j,0.794688045978546 +0.271049648523331j,0.788254976272583 +0.289225041866302j,0.781406402587891 +0.307247549295425j,0.774145662784576 +0.32510843873024j,0.766476929187775 +0.342797547578812j,0.758403837680817 +0.360306262969971j,0.74993109703064 +0.377624660730362j,0.741062700748444 +0.394744277000427j,0.731803834438324 +0.411655426025391j,0.722158849239349 +0.428349882364273j,0.712133347988129 +0.44481810927391j,0.701732099056244 +0.461052149534225j,0.690961062908173 +0.477042764425278j,0.6798255443573 +0.492782175540924j,0.668331742286682 +0.508261442184448j,0.656485319137573 +0.523473024368286j,0.644293010234833 +0.538408279418945j,0.631760776042938 +0.553059935569763j,0.618895649909973 +0.567419767379761j,0.605703949928284 +0.581480622291565j,0.592193126678467 +0.595234632492065j,0.578369855880737 +0.608675062656403j,0.564241886138916 +0.621794283390045j,0.549816012382507 +0.634585916996002j,0.535100340843201 +0.647042989730835j
-0.326015919446945 -0.773763954639435j,-0.30816376209259 -0.78104555606842j,-0.290148884057999 -0.787915349006653j,-0.271981418132782 -0.794369637966156j,-0.253670185804367 -0.800405144691467j,-0.235225528478622 -0.806018590927124j,-0.216656506061554 -0.811207056045532j,-0.197973653674126 -0.815967798233032j,-0.179185971617699 -0.820298373699188j,-0.160304263234138 -0.824196338653564j,-0.141337588429451 -0.827659785747528j,-0.122296802699566 -0.830686807632446j,-0.103191137313843 -0.83327579498291j,-0.084031455218792 -0.835425496101379j,-0.0648270845413208 -0.837134659290314j,-0.0455888994038105 -0.838402450084686j,-0.026326309889555 -0.839228212833404j,-0.00705023808404805 -0.839611411094665j,0.0122299576178193 -0.83955192565918j,0.0315033309161663 -0.839049816131592j,0.0507604666054249 -0.838105201721191j,0.0699908509850502 -0.836718738079071j,0.0891839265823364 -0.834891200065613j,0.108330361545086 -0.832623302936554j,0.127419292926788 -0.829916477203369j,0.146441429853439 -0.826771974563599j,0.165385976433754 -0.82319164276123j,0.184243693947792 -0.819177210330963j,0.203003883361816 -0.814730882644653j,0.221657440066338 -0.809854924678802j,0.240193694829941 -0.804552018642426j,0.258603721857071 -0.798824846744537j,0.276877015829086 -0.792676568031311j,0.295004665851593 -0.786110162734985j,0.312976449728012 -0.779129505157471j,0.330783545970917 -0.771737813949585j,0.348415851593018 -0.763939380645752j,0.365864843130112 -0.755737960338593j,0.383120536804199 -0.747138321399689j,0.400174617767334 -0.738144516944885j,0.417017310857773 -0.728761672973633j,0.433640480041504 -0.718994379043579j,0.45003467798233 -0.708848237991333j,0.466191917657852 -0.698328077793121j,0.482103317975998 -0.687439739704132j,0.497760236263275 -0.676189124584198j,0.513154983520508 -0.664581775665283j,0.528278887271881 -0.652624249458313j,0.543124556541443 -0.640322387218475j,0.557683527469635 -0.627683103084564j,0.571948766708374 -0.614712655544281j,0.585912108421326 -0.601418316364288j,0.59956681728363 -0.587806642055511j,0.612905144691467 -0.573885262012482j,0.625920534133911 -0.559661030769348j,0.638605654239654 -0.5451420545578j,0.650954306125641 -0.530335307121277j,0.662959456443787 -0.515249192714691j,0.674615323543548 -0.499891132116318j,0.685915291309357 -0.484269797801971j,0.696853756904602 -0.468392789363861j,0.707424640655517 -0.452269166707993j,0.717622697353363 -0.435906708240509j,0.727442145347595 -0.419314801692963j,0.736878275871277 -0.402501463890076j,0.745925843715668 -0.385475844144821j,0.754579961299896 -0.368247330188751j,0.762836337089538 -0.350824356079102j,0.770690381526947 -0.333216696977615j,0.778138160705566 -0.315432995557785j,0.785175561904907 -0.2974833548069j,0.791799068450928 -0.27937650680542j,0.798004984855652 -0.261122703552246j,0.803790271282196 -0.242730855941772j,0.809151589870453 -0.224211364984512j,0.814086377620697 -0.205573335289955j,0.818591833114624 -0.186827272176743j,0.822665750980377 -0.167982280254364j,0.826305866241455 -0.149049147963524j,0.82951033115387 -0.130037024617195j,0.832277357578277 -0.110956743359566j,0.834605634212494 -0.0918175205588341j,0.836493790149689 -0.0726303085684776j,0.83794093132019 -0.0534044019877911j,0.838946223258972 -0.0341507270932198j,0.839509129524231 -0.0148786772042513j,0.839629471302032 +0.00440124981105326j,0.839307069778442 +0.0236784517765045j,0.838542103767395 +0.0429435484111309j,0.837335050106048 +0.0621856227517128j,0.835686445236206 +0.0813952982425689j,0.833597242832184 +0.100561670958996j,0.831068456172943 +0.119675405323505j,0.828101575374603 +0.138725638389587j,0.824697971343994 +0.157703131437302j,0.820859611034393 +0.176597088575363j,0.816588342189789 +0.195398300886154j,0.811886608600616 +0.214096114039421j,0.806756675243378 +0.232681423425674j,0.801201522350311 +0.251143664121628j,0.795223772525787 +0.269473850727081j,0.788826882839203 +0.287661582231522j,0.782013893127441 +0.305698037147522j,0.774788737297058 +0.323572903871536j,0.767154932022095 +0.341277569532394j,0.75911670923233 +0.358801871538162j,0.75067812204361 +0.376137375831604j,0.741843938827515 +0.393274217844009j,0.732618391513824 +0.410204023122787j,0.7230064868927 +0.426917552947998j,0.713013648986816 +0.443405628204346j,0.70264458656311 +0.45966026186943j,0.691905319690704 +0.47567218542099j,0.680800974369049 +0.491433650255203j,0.669337928295135 +0.506935656070709j,0.657521665096283 +0.522170662879944j,0.645359039306641 +0.537130117416382j,0.632855832576752 +0.551806569099426j,0.620019197463989 +0.566191852092743j,0.606855392456055 +0.580278873443603j,0.593371868133545 +0.594059646129608j
-0.397080332040787 -0.73981362581253j,-0.379988759756088 -0.748735964298248j,-0.362697035074234 -0.757263422012329j,-0.345214039087296 -0.765391588211059j,-0.327549010515213 -0.773116171360016j,-0.309711337089539 -0.780433177947998j,-0.291710495948792 -0.787338495254516j,-0.273555487394333 -0.793828904628754j,-0.255256623029709 -0.799900650978088j,-0.236822798848152 -0.805550754070282j,-0.218264475464821 -0.810775935649872j,-0.19959069788456 -0.815573751926422j,-0.180811628699303 -0.819941580295563j,-0.161937654018402 -0.823876917362213j,-0.14297790825367 -0.82737797498703j,-0.123943164944649 -0.830442726612091j,-0.104842662811279 -0.833069682121277j,-0.0856872871518135 -0.835257291793823j,-0.0664863288402558 -0.837004542350769j,-0.0472507327795029 -0.838310420513153j,-0.0279897805303336 -0.839174330234528j,-0.00871449150145057 -0.839595794677734j,0.0105657763779163 -0.83957451581955j,0.0298400912433862 -0.839110553264618j,0.0490990802645683 -0.838204205036163j,0.0683317556977272 -0.836855888366699j,0.0875288099050521 -0.835066318511963j,0.106679320335388 -0.832836449146271j,0.12577398121357 -0.830167412757874j,0.144801914691925 -0.827060699462891j,0.163753911852837 -0.823517858982086j,0.18261955678463 -0.819540798664093j,0.201388522982597 -0.815131723880768j,0.220051690936089 -0.810292720794678j,0.238598451018333 -0.805026590824127j,0.25701978802681 -0.799335896968842j,0.275305211544037 -0.793223857879639j,0.293445885181427 -0.786693453788757j,0.311431437730789 -0.779748380184174j,0.329253137111664 -0.772391974925995j,0.346900880336761 -0.764628529548645j,0.364366084337234 -0.7564617395401j,0.381638824939728 -0.747896254062653j,0.398710668087006 -0.738936245441437j,0.415571928024292 -0.729586899280548j,0.432214438915253 -0.719852566719055j,0.448628693819046 -0.709738850593567j,0.464806765317917 -0.699250757694244j,0.480739444494247 -0.688394248485565j,0.496418923139572 -0.677174508571625j,0.511836349964142 -0.665597856044769j,0.526984214782715 -0.653670132160187j,0.54185426235199 -0.641397714614868j,0.556438207626343 -0.628787338733673j,0.57072913646698 -0.615845203399658j,0.584718823432922 -0.602578580379486j,0.598400473594665 -0.588993966579437j,0.611766338348389 -0.575099050998688j,0.624809920787811 -0.560900688171387j,0.637523770332336 -0.546406805515289j,0.649901747703552 -0.531624555587769j,0.66193687915802 -0.516562283039093j,0.673623144626617 -0.501227378845215j,0.684954047203064 -0.485628455877304j,0.695923984050751 -0.469773203134537j,0.706526756286621 -0.453670561313629j,0.716757237911224 -0.437328368425369j,0.726609587669372 -0.420755922794342j,0.736078977584839 -0.403961271047592j,0.745160162448883 -0.386954039335251j,0.753848493099213 -0.369742333889008j,0.762139320373535 -0.35233610868454j,0.770028352737427 -0.334743678569794j,0.777511417865753 -0.316974818706512j,0.78458434343338 -0.29903918504715j,0.791243731975555 -0.280945479869843j,0.797485828399658 -0.262704014778137j,0.803307473659515 -0.244323670864105j,0.808705508708954 -0.225814878940582j,0.813677310943603 -0.207186609506607j,0.818219900131225 -0.188449501991272j,0.822331130504608 -0.169612646102905j,0.826008796691894 -0.150686770677567j,0.829250931739807 -0.131681025028229j,0.832055807113647 -0.11260624229908j,0.834421992301941 -0.0934717059135437j,0.836348176002502 -0.0742882788181305j,0.837833404541016 -0.0550652779638768j,0.838876903057098 -0.0358136482536793j,0.839478015899658 -0.0165427196770907j,0.839636564254761 +0.00273651815950867j,0.839352369308472 +0.0220147185027599j,0.838625609874725 +0.0412809066474437j,0.83745664358139 +0.0605257265269756j,0.835846185684204 +0.0797382295131683j,0.833794951438904 +0.0989091098308563j,0.83130407333374 +0.118027813732624j,0.828374922275543 +0.137083917856216j,0.825008988380432 +0.156068116426468j,0.82120805978775 +0.174969628453255j,0.81697404384613 +0.193779274821281j,0.812309384346008 +0.212486356496811j,0.807216346263885 +0.231081798672676j,0.801697790622711 +0.249555006623268j,0.795756340026855 +0.267897039651871j,0.78939551115036 +0.286097407341003j,0.782618284225464 +0.304147303104401j,0.775428593158722 +0.322036474943161j,0.767829895019531 +0.339756220579147j,0.759826481342316 +0.357296466827393j,0.751422226428986 +0.374648630619049j,0.742622017860413 +0.391802966594696j,0.733430027961731 +0.408751010894775j,0.723851561546326 +0.425483226776123j,0.7138911485672 +0.441991418600082j,0.703554630279541 +0.458266258239746j,0.692846834659576 +0.474299758672714j,0.681774020195007 +0.490082889795303j,0.670341491699219 +0.505607903003693j,0.658555686473846 +0.5208660364151j,0.646422445774078 +0.535849809646606j
-0.464650988578796 -0.699354350566864j,-0.448470592498779 -0.709838807582855j,-0.432053923606873 -0.719948887825012j,-0.41540938615799 -0.729679405689239j,-0.398545861244202 -0.739025175571442j,-0.381472200155258 -0.747981250286102j,-0.364197373390198 -0.756542980670929j,-0.346730530261993 -0.764705777168274j,-0.329080879688263 -0.772465407848358j,-0.311257719993591 -0.779817700386047j,-0.293270617723465 -0.786758780479431j,-0.275128483772278 -0.793285131454468j,-0.256841331720352 -0.799393236637115j,-0.238419070839882 -0.805079698562622j,-0.219870761036873 -0.810341775417328j,-0.201206907629967 -0.815176546573639j,-0.182436555624008 -0.819581568241119j,-0.163570448756218 -0.823554277420044j,-0.144617676734924 -0.827092945575714j,-0.12558901309967 -0.830195426940918j,-0.106493778526783 -0.832860171794891j,-0.0873427763581276 -0.835085809230804j,-0.0681453198194504 -0.836871087551117j,-0.0489123314619065 -0.838215172290802j,-0.0296531468629837 -0.839117228984833j,-0.0103787276893855 -0.839576840400696j,0.00890154764056202 -0.839593827724457j,0.028176724910736 -0.839168071746826j,0.0474374629557132 -0.838299870491028j,0.0666727796196937 -0.83698970079422j,0.085873357951641 -0.83523815870285j,0.105028256773949 -0.83304625749588j,0.12412815541029 -0.830415070056915j,0.143162220716476 -0.827346086502075j,0.162121191620827 -0.823840796947479j,0.180994302034378 -0.819901287555695j,0.199772372841835 -0.81552928686142j,0.21844507753849 -0.810727298259735j,0.237002238631248 -0.805497944355011j,0.255434811115265 -0.799843728542328j,0.273732334375381 -0.793767988681793j,0.291885912418365 -0.787273526191711j,0.309885174036026 -0.780364096164703j,0.327721446752548 -0.773043155670166j,0.345384538173675 -0.765314638614655j,0.362865895032883 -0.757182478904724j,0.380155563354492 -0.748651325702667j,0.397245138883591 -0.739725112915039j,0.414124935865402 -0.730409145355225j,0.430786699056625 -0.720707893371582j,0.447220981121063 -0.710626780986786j,0.463419795036316 -0.700170755386353j,0.479373931884766 -0.689345836639404j,0.495075643062591 -0.678157150745392j,0.510515987873077 -0.666611135005951j,0.525687456130981 -0.654713451862335j,0.540581464767456 -0.64247077703476j,0.555190742015839 -0.629889070987701j,0.56950694322586 -0.616975545883179j,0.583523213863373 -0.603736460208893j,0.597231805324554 -0.590178966522217j,0.610625207424164 -0.576310575008392j,0.623696863651276 -0.562138080596924j,0.636439442634582 -0.547669470310211j,0.648846745491028 -0.532911717891693j,0.660911619663238 -0.517873346805573j,0.672628283500671 -0.502561628818512j,0.683990061283111 -0.486985206604004j,0.694991409778595 -0.471151739358902j,0.705626130104065 -0.4550701379776j,0.715888917446136 -0.438748270273209j,0.725774109363556 -0.42219540476799j,0.735276818275452 -0.405419588088989j,0.744391679763794 -0.388430327177048j,0.75311416387558 -0.371235907077789j,0.761439383029938 -0.353846102952957j,0.769363284111023 -0.336269438266754j,0.776881396770477 -0.318515717983246j,0.783990025520325 -0.300593793392181j,0.790685176849365 -0.282513707876205j,0.796963512897491 -0.264284282922745j,0.802821636199951 -0.24591551721096j,0.808256328105926 -0.227417454123497j,0.813264966011047 -0.208799064159393j,0.817844748497009 -0.190071031451225j,0.821993350982666 -0.171242356300354j,0.825708448886871 -0.152323782444j,0.828988254070282 -0.133324518799782j,0.83183091878891 -0.114255338907242j,0.834235072135925 -0.0951255187392235j,0.836199283599854 -0.0759459659457207j,0.837722599506378 -0.0567259415984154j,0.838804244995117 -0.0374763906002045j,0.839443564414978 -0.0182067155838013j,0.839640319347382 +0.00107216776814308j,0.839394330978394 +0.0203509144484996j,0.838705778121948 +0.0396184884011745j,0.83757495880127 +0.0588655769824981j,0.836002588272095 +0.0780812501907348j,0.833989381790161 +0.0972561538219451j,0.831536412239075 +0.116379365324974j,0.828645050525665 +0.135441616177559j,0.825316667556763 +0.154432460665703j,0.821553230285645 +0.173341453075409j,0.817356526851654 +0.192159473896027j,0.812729001045227 +0.210875779390335j,0.807672798633575 +0.229481279850006j,0.802190840244293 +0.247965380549431j,0.79628586769104 +0.266319155693054j,0.789961040019989 +0.284532099962234j,0.783219635486603 +0.302595406770706j,0.776065409183502 +0.320498794317245j,0.768501877784729 +0.338233560323715j,0.760533213615417 +0.355789601802826j,0.752163410186768 +0.373158454895019j,0.743397176265717 +0.390330135822296j,0.734238803386688 +0.407296389341354j,0.724693536758423 +0.424047559499741j,0.714765906333923 +0.440575480461121j,0.704461574554443 +0.45687073469162j,0.693785607814789 +0.472925454378128j
