-0.0124451844021678 +0.142289087176323j,0.00055681582307443 +0.148075938224792j,0.0143615491688251 +0.152749076485634j,0.0288642067462206 +0.156224861741066j,0.0439521111547947 +0.158431559801102j,0.059506181627512 +0.159309968352318j,0.0754024684429169 +0.158814087510109j,0.0915137603878975 +0.156911358237267j,0.10771107673645 +0.153582885861397j,0.123865336179733 +0.148823395371437j,0.139848813414574 +0.142640992999077j,0.155536606907845 +0.135056793689728j,0.170808061957359 +0.126104384660721j,0.185548067092896 +0.115829072892666j,0.199648156762123 +0.104287147521973j,0.213007688522339 +0.0915448442101479j,0.225534692406654 +0.0776773393154144j,0.237146660685539 +0.0627676546573639j,0.247771203517914 +0.0469054281711578j,0.257346540689468 +0.0301857478916645j,0.265821903944016 +0.0127079002559185j,0.273157566785812 -0.00542586157098413j,0.279325127601624 -0.0241115484386683j,0.284307211637497 -0.0432445928454399j,0.288097530603409 -0.062720999121666j,0.290700256824493 -0.0824383944272995j,0.292129904031754 -0.102297060191631j,0.292410612106323 -0.122200809419155j,0.291575610637665 -0.142057821154594j,0.289666593074799 -0.16178135573864j,0.286732941865921 -0.181290358304977j,0.282831072807312 -0.200509995222092j,0.278023570775986 -0.219372019171715j,0.272378355264664 -0.23781506717205j,0.265968024730682 -0.255784869194031j,0.258868902921677 -0.273234307765961j,0.25116041302681 -0.29012343287468j,0.24292416870594 -0.306419253349304j,0.234243407845497 -0.32209575176239j,0.225202187895775 -0.337133407592773j,0.215884879231453 -0.351518929004669j,0.206375449895859 -0.36524486541748j,0.196757033467293 -0.37830913066864j,0.187111422419548 -0.390714555978775j,0.177518591284752 -0.402468234300613j,0.168056413531303 -0.413581073284149j,0.158800259232521 -0.42406702041626j,0.149822741746902 -0.433942764997482j,0.141193494200706 -0.443226754665375j,0.13297900557518 -0.451938927173615j,0.12524239718914 -0.460099786520004j,0.118043333292007 -0.467730134725571j,0.111437946557999 -0.474850177764893j,0.105478726327419 -0.4814792573452j,0.100214451551437 -0.48763507604599j,0.0956901609897614 -0.493333429098129j,0.0919470638036728 -0.498587608337402j,0.0890225321054459 -0.503407955169678j,0.086949996650219 -0.507801711559296j,0.0857589319348335 -0.511772274971008j,0.0854747220873833 -0.515319526195526j,0.0861185416579247 -0.518438816070557j,0.0877073407173157 -0.521121561527252j,0.0902536138892174 -0.523354589939117j,0.0937652587890625 -0.525120437145233j,0.0982454344630241 -0.526396870613098j,0.103692300617695 -0.527157545089722j,0.110098831355572 -0.527371644973755j,0.1174526065588 -0.527004241943359j,0.125735506415367 -0.526016771793365j,0.13492351770401 -0.524366796016693j,0.144986420869827 -0.522009074687958j,0.155887603759766 -0.518895506858826j,0.167583763599396 -0.514975905418396j,0.180024743080139 -0.510198473930359j,0.193153291940689 -0.504510760307312j,0.20690493285656 -0.497859865427017j,0.221207872033119 -0.490193724632263j,0.235982939600945 -0.481461733579636j,0.251143574714661 -0.471615612506866j,0.266595900058746 -0.460610419511795j,0.282238990068436 -0.448405534029007j,0.297964990139008 -0.434965521097183j,0.313659608364105 -0.420261263847351j,0.329202443361282 -0.4042709171772j,0.344467729330063 -0.386980950832367j,0.359324812889099 -0.36838698387146j,0.373639166355133 -0.34849488735199j,0.387273192405701 -0.327321529388428j,0.400087237358093 -0.304895609617233j,0.411940902471542 -0.281258314847946j,0.422694146633148 -0.256464034318924j,0.432208687067032 -0.230580702424049j,0.440349549055099 -0.20369017124176j,0.446986466646194 -0.175888419151306j,0.451995521783829 -0.147285491228104j,0.455260813236237 -0.118005365133286j,0.456676095724106 -0.0881855562329292j,0.456146359443665 -0.0579765252768993j,0.453589618206024 -0.0275409165769815j,0.448938339948654 +0.00294745899736881j,0.442141175270081 +0.0333048477768898j,0.433164089918137 +0.0633389428257942j,0.421991914510727 +0.0928505659103394j,0.408629357814789 +0.121635414659977j,0.393101960420609 +0.149486124515533j,0.375456959009171 +0.176194369792938j,0.355763554573059 +0.201553210616112j,0.334113478660583 +0.225359454751015j,0.310620725154877 +0.247416168451309j,0.285421431064606 +0.267535239458084j,0.258673191070557 +0.285539835691452j,0.230554163455963 +0.301267117261887j,0.201261818408966 +0.31457057595253j,0.171011477708817 +0.325322419404984j,0.140034452080727 +0.333415925502777j,0.108575858175755 +0.338767409324646j,0.0768922716379166 +0.341318070888519j,0.0452490746974945 +0.341035634279251j,0.0139175178483129 +0.337915599346161j,-0.0168283022940159 +0.331982225179672j
0.00581691972911358 +0.14062337577343j,0.0193631071597338 +0.144747346639633j,0.0335804186761379 +0.147664055228233j,0.0483537539839745 +0.149300783872604j,0.0635612532496452 +0.149597704410553j,0.0790759027004242 +0.148508474230766j,0.0947671383619308 +0.146000683307648j,0.110502518713474 +0.142055943608284j,0.126149341464043 +0.136670038104057j,0.141576245427132 +0.129852563142776j,0.156654730439186 +0.121626645326614j,0.171260684728622 +0.112028360366821j,0.185275673866272 +0.101105988025665j,0.198588237166405 +0.0889191776514053j,0.211095005273819 +0.0755379721522331j,0.222701668739319 +0.0610416792333126j,0.233323827385902 +0.0455177575349808j,0.242887675762177 +0.0290605127811432j,0.251330554485321 +0.0117698414251208j,0.258601188659668 -0.00625005550682545j,0.264660149812698 -0.0248920246958733j,0.269479632377625 -0.0440472140908241j,0.273043632507324 -0.0636063739657402j,0.275347530841827 -0.0834610387682915j,0.276397883892059 -0.103504672646523j,0.276211887598038 -0.12363375723362j,0.274816930294037 -0.14374877512455j,0.272249847650528 -0.163755044341087j,0.268556267023087 -0.183563530445099j,0.26378983259201 -0.203091517090797j,0.258011341094971 -0.222263112664223j,0.251288026571274 -0.241009727120399j,0.243692606687546 -0.259270370006561j,0.235302403569221 -0.276991814374924j,0.226198583841324 -0.294128745794296j,0.216465249657631 -0.31064373254776j,0.206188693642616 -0.326507121324539j,0.195456594228745 -0.341696798801422j,0.184357345104218 -0.356197863817215j,0.172979339957237 -0.370002418756485j,0.16141040623188 -0.383108973503113j,0.149737268686295 -0.395521998405457j,0.138044998049736 -0.407251387834549j,0.126416623592377 -0.418311923742294j,0.114932790398598 -0.428722560405731j,0.103671416640282 -0.438505858182907j,0.0927074328064919 -0.447687268257141j,0.0821126252412796 -0.456294596195221j,0.0719554498791695 -0.464357107877731j,0.0623009279370308 -0.471905082464218j,0.053210586309433 -0.478969067335129j,0.0447423942387104 -0.485579311847687j,0.0369507670402527 -0.49176499247551j,0.0298865512013435 -0.497553884983063j,0.0235970243811607 -0.502971529960632j,0.0181259475648403 -0.508041024208069j,0.0135135557502508 -0.512782156467438j,0.00979655794799328 -0.517211437225342j,0.00700815161690116 -0.521341264247894j,0.00517800729721785 -0.525179743766785j,0.00433224905282259 -0.528730571269989j,0.00449315691366792 -0.531992375850677j,0.00567957293242216 -0.534958899021149j,0.00790625996887684 -0.537618577480316j,0.01118403673172 -0.539954721927643j,0.0155194895341992 -0.541945040225983j,0.0209147725254297 -0.543562352657318j,0.0273674055933952 -0.544773876667023j,0.0348699241876602 -0.545542061328888j,0.0434096641838551 -0.545824468135834j,0.0529684014618397 -0.545574128627777j,0.0635220408439636 -0.54474002122879j,0.0750402957201004 -0.54326730966568j,0.0874863490462303 -0.541098058223724j,0.100816562771797 -0.538171708583832j,0.114980161190033 -0.534425914287567j,0.129918962717056 -0.529796838760376j,0.145567178726196 -0.524220526218414j,0.161851182579994 -0.517633318901062j,0.178689494729042 -0.509973168373108j,0.195992603898048 -0.501180112361908j,0.213663130998611 -0.491197884082794j,0.231595858931541 -0.479974448680878j,0.249678030610085 -0.467463493347168j,0.267789661884308 -0.453625291585922j,0.285804003477097 -0.438427865505219j,0.303588092327118 -0.421848177909851j,0.321003526449203 -0.403873026371002j,0.33790722489357 -0.384500294923782j,0.354152530431747 -0.363739639520645j,0.369590073823929 -0.341613590717316j,0.384069263935089 -0.318158239126205j,0.397439539432526 -0.293423891067505j,0.409551709890366 -0.267475694417953j,0.420259684324265 -0.240393862128258j,0.42942202091217 -0.212274000048637j,0.436903715133667 -0.183227062225342j,0.442577838897705 -0.153379216790199j,0.446327477693558 -0.122871436178684j,0.448047399520874 -0.0918588563799858j,0.447645932435989 -0.0605100020766258j,0.445046544075012 -0.0290056653320789j,0.440189629793167 +0.0024623500648886j,0.433033972978592 +0.0336927846074104j,0.423558175563812 +0.0644766241312027j,0.411761790513992 +0.0945990830659866j,0.397666454315186 +0.123841717839241j,0.381316721439362 +0.151984736323357j,0.36278048157692 +0.178809434175491j,0.342149376869202 +0.20410081744194j,0.319538712501526 +0.227650180459023j,0.295087158679962 +0.249257877469063j,0.268956154584885 +0.268735975027084j,0.24132889509201 +0.285911083221436j,0.212409004569054 +0.300626784563065j,0.182418957352638 +0.312746316194534j,0.15159809589386 +0.322154939174652j,0.120200373232365 +0.32876193523407j,0.0884917750954628 +0.332502752542496j,0.0567475482821465 +0.333340495824814j,0.0252490881830454 +0.331267386674881j
0.0233709998428822 +0.136584594845772j,0.0372397862374783 +0.139008060097694j,0.0516380593180656 +0.140147343277931j,0.066441610455513 +0.139941796660423j,0.0815207362174988 +0.138344541192055j,0.0967418849468231 +0.135323002934456j,0.111969418823719 +0.13085912168026j,0.127067252993584 +0.124949418008327j,0.141900584101677 +0.11760475486517j,0.156337484717369 +0.108850002288818j,0.170250430703163 +0.0987234711647034j,0.183517783880234 +0.0872761830687523j,0.196025058627129 +0.0745709985494614j,0.207666158676147 +0.0606815740466118j,0.218344420194626 +0.0456912368535995j,0.227973505854607 +0.0296917613595724j,0.236478090286255 +0.0127820698544383j,0.243794485926628 -0.00493314117193222j,0.249871000647545 -0.0233447477221489j,0.254668176174164 -0.0423406325280666j,0.258158922195435 -0.0618070140480995j,0.26032829284668 -0.0816298201680183j,0.26117342710495 -0.101695969700813j,0.260703057050705 -0.121894598007202j,0.258937120437622 -0.142118200659752j,0.255906075239182 -0.162263676524162j,0.251650273799896 -0.182233288884163j,0.246219247579575 -0.201935470104218j,0.239670768380165 -0.221285596489906j,0.232070058584213 -0.240206494927406j,0.223488837480545 -0.258628964424133j,0.214004471898079 -0.276492118835449j,0.203698948025703 -0.293743640184402j,0.192658066749573 -0.310339778661728j,0.180970475077629 -0.326245427131653j,0.168726831674576 -0.341434001922607j,0.156019046902657 -0.355887204408646j,0.142939448356628 -0.369594693183899j,0.129580110311508 -0.382553726434708j,0.116032235324383 -0.394768714904785j,0.10238553583622 -0.40625062584877j,0.0887277871370316 -0.417016446590424j,0.0751443728804588 -0.427088558673859j,0.0617179125547409 -0.436494082212448j,0.0485279746353626 -0.445264130830765j,0.0356508493423462 -0.453433215618134j,0.0231594014912844 -0.461038380861282j,0.0111228954046965 -0.468118667602539j,-0.000392985122743994 -0.47471421957016j,-0.0113262142986059 -0.480865776538849j,-0.0216183979064226 -0.486613810062408j,-0.0312147159129381 -0.491997987031937j,-0.0400638282299042 -0.497056514024734j,-0.0481178276240826 -0.501825451850891j,-0.0553321428596973 -0.506338238716125j,-0.0616654120385647 -0.510625123977661j,-0.0670794174075127 -0.514712750911713j,-0.071539007127285 -0.518623411655426j,-0.0750120431184769 -0.522375106811523j,-0.0774693414568901 -0.525980651378632j,-0.0788847208023071 -0.529447793960571j,-0.0792349353432655 -0.532778739929199j,-0.0784998908638954 -0.535969853401184j,-0.0766626223921776 -0.539011657238007j,-0.0737094655632973 -0.541888535022736j,-0.0696303099393845 -0.544578909873962j,-0.064418725669384 -0.547054946422577j,-0.0580723285675049 -0.549282908439636j,-0.0505930483341217 -0.55122309923172j,-0.0419874265789986 -0.552830040454865j,-0.0322670489549637 -0.554052889347076j,-0.0214489009231329 -0.554835557937622j,-0.00955577939748764 -0.55511736869812j,0.00338329444639385 -0.554833292961121j,0.0173326544463634 -0.553914844989777j,0.0322495773434639 -0.552290320396423j,0.0480839498341084 -0.549885869026184j,0.0647778436541557 -0.546625971794128j,0.0822652503848076 -0.542434692382812j,0.100471824407578 -0.537236273288727j,0.119314700365067 -0.530956268310547j,0.138702362775803 -0.523522853851318j,0.158534660935402 -0.51486748456955j,0.178702875971794 -0.504926323890686j,0.199089929461479 -0.493641495704651j,0.21957066655159 -0.480962187051773j,0.240012407302856 -0.466845840215683j,0.260275393724442 -0.451259404420853j,0.280213683843613 -0.434180468320847j,0.29967588186264 -0.415598452091217j,0.318506270647049 -0.395515590906143j,0.3365458548069 -0.37394791841507j,0.353633880615234 -0.350926160812378j,0.369609028100967 -0.326496511697769j,0.38431116938591 -0.300721049308777j,0.397582948207855 -0.273678332567215j,0.409271568059921 -0.245463639497757j,0.41923063993454 -0.216188848018646j,0.427322119474411 -0.185982421040535j,0.433418154716492 -0.154988914728165j,0.437403082847595 -0.123368352651596j,0.439175367355347 -0.0912953317165375j,0.438649356365204 -0.0589578822255135j,0.435757130384445 -0.0265561155974865j,0.430450141429901 +0.00569946365430951j,0.422700643539429 +0.0375897698104382j,0.412503123283386 +0.0688892379403114j,0.399875402450562 +0.0993680953979492j,0.384859323501587 +0.128794848918915j,0.367521613836288 +0.156938850879669j,0.347953945398331 +0.183573141694069j,0.326273083686829 +0.2084771245718j,0.302620470523834 +0.23143957555294j,0.277161538600922 +0.252261489629745j,0.250084728002548 +0.270758897066116j,0.221599951386452 +0.28676575422287j,0.191937014460564 +0.300136417150497j,0.161343425512314 +0.310748308897018j,0.130082026124001 +0.318504124879837j,0.0984282568097115 +0.323333770036697j,0.0666671991348267 +0.325196236371994j
0.0399087443947792 +0.130334928631783j,0.0538783892989159 +0.131050676107407j,0.0682280659675598 +0.130422979593277j,0.0828258097171783 +0.128404200077057j,0.0975354835391045 +0.124961346387863j,0.112218551337719 +0.120076365768909j,0.126735851168633 +0.113746181130409j,0.140949368476868 +0.10598261654377j,0.154723852872849 +0.0968119651079178j,0.16792856156826 +0.0862744897603989j,0.180438682436943 +0.074423685669899j,0.192136764526367 +0.0613253302872181j,0.202913999557495 +0.0470564998686314j,0.21267132461071 +0.0317043364048004j,0.221320360898972 +0.0153648164123297j,0.228784248232841 -0.0018586628139019j,0.234998166561127 -0.0198566541075706j,0.23990985751152 -0.038515143096447j,0.243479833006859 -0.0577170252799988j,0.245681464672089 -0.0773435309529305j,0.246500909328461 -0.0972756743431091j,0.245936870574951 -0.117395624518394j,0.244000241160393 -0.137588009238243j,0.240713506937027 -0.157741159200668j,0.236110240221024 -0.177748188376427j,0.230234280228615 -0.197508037090302j,0.223138928413391 -0.216926380991936j,0.214886069297791 -0.235916391015053j,0.205545261502266 -0.254399359226227j,0.195192739367485 -0.272305190563202j,0.183910384774208 -0.289572894573212j,0.171784833073616 -0.306150645017624j,0.158906385302544 -0.321996062994003j,0.145368099212646 -0.337076097726822j,0.131264910101891 -0.351367026567459j,0.116692677140236 -0.364854067564011j,0.101747423410416 -0.377531230449677j,0.0865246132016182 -0.389400720596313j,0.0711184144020081 -0.400472640991211j,0.0556211359798908 -0.410764276981354j,0.0401227027177811 -0.420299530029297j,0.0247102305293083 -0.429108262062073j,0.00946761388331652 -0.437225580215454j,-0.00552470749244094 -0.444691091775894j,-0.020189980044961 -0.451548218727112j,-0.0344552658498287 -0.457843333482742j,-0.048251561820507 -0.463625073432922j,-0.0615137405693531 -0.46894359588623j,-0.0741805732250214 -0.473849803209305j,-0.0861946567893028 -0.478394538164139j,-0.097502201795578 -0.4826280772686j,-0.108053036034107 -0.486599266529083j,-0.117800317704678 -0.490355044603348j,-0.126700386404991 -0.493939578533173j,-0.134712606668472 -0.497394025325775j,-0.141799166798592 -0.500755608081818j,-0.147924914956093 -0.50405752658844j,-0.153057232499123 -0.507328152656555j,-0.157165840268135 -0.510590732097626j,-0.160222813487053 -0.513863027095795j,-0.162202417850494 -0.517156958580017j,-0.163081273436546 -0.520478367805481j,-0.162838071584702 -0.523826658725739j,-0.161454021930695 -0.527194797992706j,-0.158912718296051 -0.530568778514862j,-0.155200496315956 -0.533928096294403j,-0.150306567549706 -0.537245154380798j,-0.14422333240509 -0.540485799312592j,-0.136946693062782 -0.543608844280243j,-0.128476545214653 -0.546566843986511j,-0.118817023932934 -0.54930567741394j,-0.107977122068405 -0.551765441894531j,-0.0959710627794266 -0.553880333900452j,-0.0828188732266426 -0.555579364299774j,-0.0685468465089798 -0.556786894798279j,-0.0531880892813206 -0.557423055171967j,-0.0367830060422421 -0.557404518127441j,-0.0193797834217548 -0.556645512580872j,-0.00103485060390085 -0.555058240890503j,0.0181867238134146 -0.552554249763489j,0.038210928440094 -0.549045205116272j,0.0589545108377934 -0.544443964958191j,0.0803248286247253 -0.538665890693665j,0.102219738066196 -0.531630039215088j,0.12452770024538 -0.523260235786438j,0.147127881646156 -0.513486623764038j,0.169890508055687 -0.502246797084808j,0.192677304148674 -0.48948723077774j,0.215342059731483 -0.475164532661438j,0.237731456756592 -0.459246724843979j,0.259685903787613 -0.441714525222778j,0.281040698289871 -0.422562450170517j,0.30162724852562 -0.401799887418747j,0.321274429559708 -0.379451990127563j,0.339810222387314 -0.355560690164566j,0.357063293457031 -0.330185085535049j,0.372864812612534 -0.303402066230774j,0.387050449848175 -0.275306552648544j,0.399462223052979 -0.246011510491371j,0.409950733184814 -0.215647831559181j,0.418376982212067 -0.184363856911659j,0.424614727497101 -0.152324721217155j,0.428552389144897 -0.119711346924305j,0.430095046758652 -0.0867192968726158j,0.429166346788406 -0.0535572431981564j,0.42571035027504 -0.0204452350735664j,0.419693112373352 +0.0123872775584459j,0.411103963851929 +0.0447036884725094j,0.399956911802292 +0.0762626826763153j,0.38629138469696 +0.106820829212666j,0.370172947645187 +0.136135414242744j,0.351693600416183 +0.163967341184616j,0.330971747636795 +0.190084114670753j,0.308151751756668 +0.214262947440147j,0.283403307199478 +0.236293792724609j,0.256920278072357 +0.255982309579849j,0.228919103741646 +0.27315291762352j,0.199637040495872 +0.287651479244232j,0.169329926371574 +0.299347877502441j,0.138269528746605 +0.308138579130173j,0.10674075782299 +0.313948452472687j
0.0551528297364712 +0.122075982391834j,0.0690056309103966 +0.121106564998627j,0.0830835551023483 +0.118752777576447j,0.097248300909996 +0.11498086899519j,0.111358821392059 +0.10977241396904j,0.125273182988167 +0.103124439716339j,0.138850376009941 +0.0950493067502975j,0.151952117681503 +0.0855743885040283j,0.164444521069527 +0.0747415348887444j,0.176199719309807 +0.0626063495874405j,0.187097325921059 +0.049237247556448j,0.197025835514069 +0.0347144156694412j,0.205883741378784 +0.0191285740584135j,0.21358060836792 +0.00257967226207256j,0.220037877559662 -0.0148245599120855j,0.225189581513405 -0.032970055937767j,0.228982731699944 -0.051737979054451j,0.231377705931664 -0.0710062608122826j,0.232348248362541 -0.0906511247158051j,0.231881469488144 -0.110548608005047j,0.229977577924728 -0.130576029419899j,0.226649448275566 -0.150613367557526j,0.221922159194946 -0.17054457962513j,0.215832248330116 -0.19025881588459j,0.208426982164383 -0.209651455283165j,0.199763432145119 -0.228625148534775j,0.18990758061409 -0.247090563178062j,0.178933307528496 -0.264967203140259j,0.16692128777504 -0.282183766365051j,0.153958007693291 -0.298678785562515j,0.140134632587433 -0.314400732517242j,0.125545993447304 -0.329308182001114j,0.110289499163628 -0.34336993098259j,0.0944642126560211 -0.356564670801163j,0.0781699120998383 -0.368880927562714j,0.0615061484277248 -0.380316704511642j,0.04457151517272 -0.390878945589066j,0.0274629183113575 -0.40058308839798j,0.0102749103680253 -0.409452468156815j,-0.00690083485096693 -0.417517602443695j,-0.0239759720861912 -0.424815595149994j,-0.0408658981323242 -0.431389302015305j,-0.0574899725615978 -0.437286585569382j,-0.0737717598676682 -0.442559450864792j,-0.0896391272544861 -0.447263419628143j,-0.105024307966232 -0.45145657658577j,-0.119863830506802 -0.455198734998703j,-0.134098470211029 -0.458550870418549j,-0.147673100233078 -0.461574107408524j,-0.160536497831345 -0.464329183101654j,-0.172641083598137 -0.466875553131104j,-0.183942764997482 -0.469270884990692j,-0.19440059363842 -0.471570283174515j,-0.203976482152939 -0.473825752735138j,-0.212634980678558 -0.476085603237152j,-0.220342978835106 -0.478393882513046j,-0.227069452404976 -0.480789959430695j,-0.232785239815712 -0.483307987451553j,-0.237462863326073 -0.485976457595825j,-0.241076350212097 -0.48881796002388j,-0.243601232767105 -0.491848737001419j,-0.245014160871506 -0.495078325271606j,-0.245293438434601 -0.498509436845779j,-0.244418621063232 -0.502137720584869j,-0.242370754480362 -0.505951404571533j,-0.239132717251778 -0.50993150472641j,-0.234689190983772 -0.514051377773285j,-0.229027211666107 -0.518277108669281j,-0.222136378288269 -0.522567093372345j,-0.214009329676628 -0.526872575283051j,-0.204642176628113 -0.531137466430664j,-0.194035083055496 -0.535298883914948j,-0.182192772626877 -0.539287149906158j,-0.169125124812126 -0.543026387691498j,-0.15484781563282 -0.546435058116913j,-0.139382869005203 -0.549426257610321j,-0.122759386897087 -0.551908612251282j,-0.105014070868492 -0.553786814212799j,-0.0861918553709984 -0.554962694644928j,-0.0663464516401291 -0.555335938930511j,-0.045540813356638 -0.554805159568787j,-0.0238476023077965 -0.553269028663635j,-0.00134949444327503 -0.55062735080719j,0.0218605510890484 -0.546782433986664j,0.0456791706383228 -0.54164046049118j,0.0699926242232323 -0.535112619400024j,0.0946768596768379 -0.527116656303406j,0.119597889482975 -0.517578363418579j,0.144612178206444 -0.506432831287384j,0.16956727206707 -0.493626117706299j,0.194302633404732 -0.479116380214691j,0.218650549650192 -0.462875455617905j,0.242437362670898 -0.444889932870865j,0.265484720468521 -0.42516240477562j,0.287611126899719 -0.403712540864944j,0.308633536100388 -0.380577802658081j,0.328369289636612 -0.35581436753273j,0.346637904644012 -0.329497545957565j,0.363263189792633 -0.301722019910812j,0.378075450658798 -0.272601991891861j,0.39091357588768 -0.24227100610733j,0.401627361774445 -0.210881426930428j,0.410079687833786 -0.17860372364521j,0.416148811578751 -0.145625472068787j,0.419730454683304 -0.11215003579855j,0.42073979973793 -0.0783949717879295j,0.419113546609879 -0.0445901639759541j,0.414811432361603 -0.0109756998717785j,0.407817840576172 +0.0222005285322666j,0.398143082857132 +0.0546854175627232j,0.385824292898178 +0.0862234532833099j,0.370926141738892 +0.116559706628323j,0.353541135787964 +0.145442932844162j,0.333789527416229 +0.172628715634346j,0.311818957328796 +0.197882786393166j,0.287803620100021 +0.220984175801277j,0.261942952871323 +0.241728454828262j,0.234460219740868 +0.259930789470673j,0.205600276589394 +0.275428831577301j,0.17562735080719 +0.288085520267487j,0.144822269678116 +0.297791421413422j
0.0688618123531342 +0.112043328583241j,0.0823881775140762 +0.109439872205257j,0.0959816873073578 +0.105429828166962j,0.109499201178551 +0.0999940112233162j,0.12279637157917 +0.0931291207671165j,0.135729506611824 +0.0848476365208626j,0.148157462477684 +0.0751775726675987j,0.159943416714668 +0.0641619563102722j,0.170956522226334 +0.0518580749630928j,0.181073576211929 +0.0383366011083126j,0.190180331468582 +0.0236804895102978j,0.198172822594643 +0.00798371806740761j,0.204958498477936 -0.00865006912499666j,0.210457041859627 -0.0261090211570263j,0.214601159095764 -0.0442746505141258j,0.217337056994438 -0.0630234181880951j,0.218624800443649 -0.0822283700108528j,0.218438416719437 -0.101760752499104j,0.216765806078911 -0.121491588652134j,0.213608548045158 -0.14129327237606j,0.208981469273567 -0.161041051149368j,0.202912077307701 -0.180614337325096j,0.195439845323563 -0.199898079037666j,0.186615392565727 -0.218783929944038j,0.176499545574188 -0.237171202898026j,0.165162399411201 -0.254967868328094j,0.152682095766068 -0.272091209888458j,0.139143839478493 -0.288468539714813j,0.124638698995113 -0.304037511348724j,0.10926242172718 -0.318746566772461j,0.0931143760681152 -0.332554906606674j,0.0762963518500328 -0.345432758331299j,0.0589115805923939 -0.357360988855362j,0.041063666343689 -0.368331074714661j,0.0228556524962187 -0.378344565629959j,0.00438918685540557 -0.387412816286087j,-0.0142362657934427 -0.395556271076202j,-0.032924123108387 -0.402803957462311j,-0.051581222563982 -0.409192681312561j,-0.070118360221386 -0.414766401052475j,-0.0884506329894066 -0.419575333595276j,-0.106497764587402 -0.423675209283829j,-0.124184235930443 -0.427126348018646j,-0.141439452767372 -0.429993003606796j,-0.158197715878487 -0.432342201471329j,-0.174398154020309 -0.434243261814117j,-0.189984619617462 -0.435766726732254j,-0.204905465245247 -0.436983674764633j,-0.219113275408745 -0.437964856624603j,-0.232564583420753 -0.438780099153519j,-0.245219558477402 -0.439497500658035j,-0.257041603326797 -0.440182745456696j,-0.267997056245804 -0.44089862704277j,-0.278054654598236 -0.44170418381691j,-0.287185370922089 -0.442654401063919j,-0.295361906290054 -0.443799585103989j,-0.302558422088623 -0.445184856653214j,-0.308750212192535 -0.446849763393402j,-0.313913434743881 -0.448827862739563j,-0.318024843931198 -0.451146334409714j,-0.321061819791794 -0.453825563192368j,-0.323001980781555 -0.456879138946533j,-0.32382333278656 -0.460313051939011j,-0.323504328727722 -0.46412605047226j,-0.322023689746857 -0.468308955430984j,-0.319360941648483 -0.472844898700714j,-0.315496414899826 -0.477708905935287j,-0.310411542654037 -0.482868045568466j,-0.304089367389679 -0.488281279802322j,-0.296514987945557 -0.493899554014206j,-0.28767591714859 -0.499665915966034j,-0.277562886476517 -0.505515694618225j,-0.26617020368576 -0.511376738548279j,-0.253496706485748 -0.517169594764709j,-0.239546254277229 -0.522808134555817j,-0.22432853281498 -0.528199970722198j,-0.207859858870506 -0.53324693441391j,-0.190163791179657 -0.53784590959549j,-0.171271994709969 -0.541889488697052j,-0.151224836707115 -0.54526686668396j,-0.130072116851807 -0.547864973545074j,-0.107873603701591 -0.549569249153137j,-0.0846996083855629 -0.550265252590179j,-0.0606313459575176 -0.549839496612549j,-0.0357613228261471 -0.548180937767029j,-0.0101934606209397 -0.545182585716248j,0.0159568302333355 -0.540742695331573j,0.0425627529621124 -0.534766495227814j,0.0694864168763161 -0.527167558670044j,0.0965792909264565 -0.517869591712952j,0.123682834208012 -0.506807684898376j,0.150629341602325 -0.493930101394653j,0.177242994308472 -0.479199558496475j,0.20334105193615 -0.46259468793869j,0.228735283017159 -0.444111198186874j,0.25323361158371 -0.423763155937195j,0.276641875505447 -0.401583760976791j,0.298765689134598 -0.377626299858093j,0.319412738084793 -0.35196453332901j,0.338394731283188 -0.324693143367767j,0.355529963970184 -0.295927852392197j,0.370645433664322 -0.265804976224899j,0.383579462766647 -0.234481260180473j,0.394183963537216 -0.202132791280746j,0.402326941490173 -0.168954089283943j,0.407894611358643 -0.13515667617321j,0.410793751478195 -0.100967273116112j,0.410953640937805 -0.0666259154677391j,0.408327877521515 -0.0323835834860802j,0.402895987033844 +0.00150029256474227j,0.394664824008942 +0.0347606390714645j,0.383669406175613 +0.0671297386288643j,0.36997377872467 +0.0983403846621513j,0.353671252727509 +0.12812913954258j,0.334884256124496 +0.156239807605743j,0.313763946294785 +0.182426750659943j,0.290489286184311 +0.20645834505558j,0.265265703201294 +0.228120356798172j,0.23832331597805 +0.247219100594521j,0.209914863109589 +0.263584554195404j,0.180313095450401 +0.277073115110397j
