0.103418365120888 +0.749965608119965j,0.0775303840637208 +0.75308221578598j,0.0515501275658609 +0.755305469036102j,0.0255086906254293 +0.756632745265961j,-0.00056299642892543 +0.757062375545502j,-0.0266336519271134 +0.756593942642212j,-0.0526730678975581 +0.755227982997894j,-0.0786499977111815 +0.752966105937958j,-0.104533649981022 +0.749810993671417j,-0.130292922258377 +0.745766401290894j,-0.155897960066795 +0.740837097167969j,-0.181318089365959 +0.735028922557831j,-0.20652312040329 +0.728348791599274j,-0.231483146548271 +0.720804631710052j,-0.256168246269226 +0.712405502796173j,-0.280549794435501 +0.703161180019379j,-0.304598480463028 +0.693082630634308j,-0.328285872936249 +0.68218195438385j,-0.351583808660507 +0.670471906661987j,-0.374464333057403 +0.657966732978821j,-0.396900981664657 +0.644680857658386j,-0.418866753578186 +0.630630195140839j,-0.440335363149643 +0.615831613540649j,-0.461282163858414 +0.600302040576935j,-0.481681197881698 +0.584060788154602j,-0.501509368419647 +0.567126214504242j,-0.520742058753967 +0.54951936006546j,-0.539357006549835 +0.53126060962677j,-0.557332634925842 +0.512371063232422j,-0.574646651744842 +0.492874294519424j,-0.591279327869415 +0.472792237997055j,-0.607210218906402 +0.452149927616119j,-0.622420787811279 +0.430971175432205j,-0.636893332004547 +0.40928065776825j,-0.650609970092773 +0.387105137109757j,-0.663555264472961 +0.364469826221466j,-0.675712883472443 +0.341402739286423j,-0.687068998813629 +0.317930698394776j,-0.697610378265381 +0.294080853462219j,-0.707323849201202 +0.269882768392563j,-0.716198325157166 +0.245364561676979j,-0.724223375320435 +0.220554560422897j,-0.731388986110687 +0.195483654737473j,-0.737687289714813 +0.170180112123489j,-0.743110239505768 +0.144675403833389j,-0.747651636600494 +0.118999071419239j,-0.751306235790253 +0.0931808874011041j,-0.75406950712204 +0.0672528371214868j,-0.755938291549683 +0.0412443019449712j,-0.75691020488739 +0.0151875559240581j,-0.756984293460846 -0.0108871906995772j,-0.756160378456116 -0.0369497649371623j,-0.754439413547516 -0.0629677847027778j,-0.751823425292969 -0.0889118164777755j,-0.748315632343292 -0.114749662578106j,-0.743920147418976 -0.14045138657093j,-0.738642036914825 -0.165987193584442j,-0.732487797737122 -0.191325381398201j,-0.725464463233948 -0.216437309980392j,-0.717580735683441 -0.241291806101799j,-0.708845674991608 -0.265860021114349j,-0.699269533157349 -0.290113568305969j,-0.688864171504974 -0.314022272825241j,-0.677641212940216 -0.337559103965759j,-0.665614783763885 -0.360694855451584j,-0.652798712253571 -0.383402705192566j,-0.63920783996582 -0.405656367540359j,-0.624859094619751 -0.427428185939789j,-0.6097691655159 -0.448692977428436j,-0.593955397605896 -0.469426065683365j,-0.577437400817871 -0.489601701498032j,-0.560234010219574 -0.509197056293487j,-0.542366445064545 -0.528187811374664j,-0.523855566978455 -0.546552062034607j,-0.504722654819489 -0.564268410205841j,-0.484991580247879 -0.581314861774444j,-0.464684545993805 -0.597672164440155j,-0.443826884031296 -0.613320052623749j,-0.422442704439163 -0.628240346908569j,-0.400556802749634 -0.642415761947632j,-0.37819629907608 -0.655828714370727j,-0.355386525392532 -0.668464064598083j,-0.332155793905258 -0.680306077003479j,-0.308531045913696 -0.691340982913971j,-0.284539639949799 -0.701556086540222j,-0.26021134853363 -0.710938692092896j,-0.235573723912239 -0.719478130340576j,-0.21065728366375 -0.727163851261139j,-0.185490980744362 -0.733986973762512j,-0.160103902220726 -0.739939510822296j,-0.13452759385109 -0.745014190673828j,-0.108791001141071 -0.749205052852631j,-0.0829260721802713 -0.752507150173187j,-0.0569627583026887 -0.754916548728943j,-0.0309311449527742 -0.756430447101593j,-0.00486356811597955 -0.75704699754715j,0.0212097577750682 -0.756765425205231j,0.0472586639225482 -0.755586087703705j,0.0732507929205893 -0.753510475158691j,0.0991567224264144 -0.750540912151337j,0.124944351613521 -0.746681153774261j,0.150583729147911 -0.741935551166534j,0.176045179367065 -0.73630964756012j,0.201297089457512 -0.729810416698456j,0.226310893893242 -0.722445249557495j,0.251055538654327 -0.714223325252533j,0.275502383708954 -0.705154061317444j,0.299623042345047 -0.695248007774353j,0.323387622833252 -0.684517502784729j,0.346769213676453 -0.672974646091461j,0.369738787412643 -0.66063380241394j,0.392269760370254 -0.647509276866913j,0.414335995912552 -0.633616149425507j,0.435910105705261 -0.618971824645996j,0.456967711448669 -0.603592813014984j,0.477482616901398 -0.587498188018799j,0.497431099414825 -0.5707066655159j,0.51679003238678 -0.553237557411194j,0.535535395145416 -0.535112738609314j,0.55364590883255 -0.516352534294129j,0.57109922170639 -0.496980369091034j
0.218143031001091 +0.724953353404999j,0.193048030138016 +0.7320356965065j,0.167724415659905 +0.738249480724335j,0.14220142364502 +0.743587613105774j,0.116509772837162 +0.748043656349182j,0.0906798839569093 +0.75161224603653j,0.0647424459457399 +0.754289209842682j,0.0387285463511945 +0.756071329116821j,0.012668350711465 +0.756956577301025j,-0.0134068783372639 +0.756943881511688j,-0.0394661836326121 +0.756033182144165j,-0.0654786750674247 +0.754225611686707j,-0.0914131551980971 +0.751523375511169j,-0.117239542305469 +0.747929573059082j,-0.142926841974258 +0.743448495864868j,-0.168444588780403 +0.738085508346558j,-0.193762168288231 +0.731846988201141j,-0.21885022521019 +0.724740207195282j,-0.243678674101829 +0.716773629188538j,-0.268218040466308 +0.707956850528717j,-0.292439222335815 +0.698300123214722j,-0.316313177347183 +0.687815189361572j,-0.339812189340591 +0.676514148712158j,-0.362908095121384 +0.664410650730133j,-0.385573506355286 +0.651518881320953j,-0.407781511545181 +0.637854218482971j,-0.429505437612534 +0.623433113098145j,-0.45072016119957 +0.608272194862366j,-0.471399933099747 +0.59239000082016j,-0.491521030664444 +0.575804471969605j,-0.511058509349823 +0.558536410331726j,-0.529990255832672 +0.540605306625366j,-0.548292756080627 +0.522033333778381j,-0.565944850444794 +0.502842128276825j,-0.582925975322723 +0.483053863048554j,-0.5992152094841 +0.462693095207214j,-0.614794015884399 +0.441782921552658j,-0.629643023014069 +0.420349180698395j,-0.643745183944702 +0.398416787385941j,-0.657083988189697 +0.376011162996292j,-0.669642925262451 +0.353160113096237j,-0.681407868862152 +0.329889506101608j,-0.692364156246185 +0.306228131055832j,-0.702499091625214 +0.282203555107117j,-0.711800932884216 +0.257843434810639j,-0.720258057117462 +0.233178198337555j,-0.727861046791077 +0.208235651254654j,-0.734600365161896 +0.183046758174896j,-0.740468204021454 +0.157640740275383j,-0.745457828044891 +0.132046952843666j,-0.749562978744507 +0.106297299265862j,-0.752779006958008 +0.0804207846522332j,-0.755102038383484 +0.0544496029615403j,-0.756529211997986 +0.0284138321876527j,-0.75705897808075 +0.00234361505135905j,-0.756690621376038 -0.0237286388874053j,-0.755424678325653 -0.0497727617621421j,-0.753262519836426 -0.0757585465908049j,-0.750206828117371 -0.101653762161732j,-0.746261060237885 -0.127429068088531j,-0.741430163383484 -0.153052523732185j,-0.735719740390778 -0.178494393825531j,-0.729136347770691 -0.20372524857521j,-0.721688151359558 -0.228713691234589j,-0.713383674621582 -0.253431528806686j,-0.704233109951019 -0.277848035097122j,-0.694247126579285 -0.301934957504272j,-0.683437287807465 -0.325664311647415j,-0.671817004680634 -0.349006742238998j,-0.659399390220642 -0.371935755014419j,-0.646199941635132 -0.394422918558121j,-0.632233917713165 -0.416442185640335j,-0.617517411708832 -0.437968015670776j,-0.602068841457367 -0.458973735570908j,-0.585905611515045 -0.479435533285141j,-0.569047689437866 -0.499328017234802j,-0.551514804363251 -0.518628180027008j,-0.533327162265778 -0.537313580513j,-0.514507353305817 -0.555361092090607j,-0.495076596736908 -0.572750329971313j,-0.475059151649475 -0.589459538459778j,-0.454478144645691 -0.605469584465027j,-0.433357387781143 -0.620761752128601j,-0.411723166704178 -0.635317087173462j,-0.389600515365601 -0.649118781089783j,-0.367015063762665 -0.662150859832764j,-0.343994855880737 -0.674396991729736j,-0.320565938949585 -0.685843467712402j,-0.296757370233536 -0.69647604227066j,-0.272596746683121 -0.706282377243042j,-0.248112112283707 -0.715251088142395j,-0.223333805799484 -0.723371148109436j,-0.198289915919304 -0.73063325881958j,-0.17301145195961 -0.737028360366821j,-0.147527754306793 -0.742549240589142j,-0.121868319809437 -0.747189342975616j,-0.0960650518536569 -0.750942885875702j,-0.0701470822095872 -0.753805816173553j,-0.0441466607153417 -0.755774319171906j,-0.0180938243865968 -0.756846368312836j,0.00798118766397227 -0.757020533084869j,0.0340460091829299 -0.756296694278717j,0.0600711554288863 -0.754675567150116j,0.0860243067145346 -0.752159297466278j,0.111875437200069 -0.748750746250153j,0.137594550848007 -0.744453847408295j,0.163149729371071 -0.739273905754089j,0.188512071967125 -0.733216881752014j,0.213650077581406 -0.726290166378021j,0.238534644246101 -0.718501925468445j,0.263136923313141 -0.709861099720001j,0.287426352500915 -0.700378358364105j,0.311375498771667 -0.690064549446106j,0.334954589605331 -0.678932368755341j,0.358136355876922 -0.666994869709015j,0.380893886089325 -0.654265701770783j,0.403198957443237 -0.640760779380798j,0.425025701522827 -0.626495718955994j,0.44634884595871 -0.611487090587616j,0.467141896486282 -0.595753431320191j,0.487381368875503 -0.57931262254715j
0.327619820833206 +0.682502031326294j,0.303922116756439 +0.693379521369934j,0.279863595962525 +0.703434526920319j,0.255473077297211 +0.712655127048492j,0.230779469013214 +0.721030235290527j,0.205812409520149 +0.728549957275391j,0.180600896477699 +0.735205471515656j,0.155175119638443 +0.740988850593567j,0.129565224051476 +0.745893180370331j,0.103802040219307 +0.749912619590759j,0.0779153332114221 +0.75304251909256j,0.0519362017512323 +0.755279064178467j,0.0258954707533122 +0.756619572639465j,-0.000175995970494014 +0.757062554359436j,-0.0262468755245208 +0.756607472896576j,-0.0522870197892188 +0.755254864692688j,-0.0782651007175445 +0.753006219863892j,-0.104150347411632 +0.749864280223847j,-0.129912048578262 +0.745832860469818j,-0.155519261956215 +0.740916669368744j,-0.180942341685295 +0.735121488571167j,-0.206150785088539 +0.728454291820526j,-0.23111467063427 +0.720922887325287j,-0.255804389715195 +0.71253627538681j,-0.280190318822861 +0.703304469585419j,-0.304244160652161 +0.693238258361817j,-0.327937126159668 +0.682349622249603j,-0.351241052150726 +0.67065155506134j,-0.374127954244614 +0.65815806388855j,-0.39657136797905 +0.644883632659912j,-0.418544322252274 +0.630844175815582j,-0.440020501613617 +0.616056621074677j,-0.460975259542465 +0.600537776947022j,-0.481382578611374 +0.58430689573288j,-0.501219391822815 +0.567382514476776j,-0.520461082458496 +0.549785435199738j,-0.539085388183594 +0.531536221504212j,-0.557070672512054 +0.512655913829804j,-0.574394583702087 +0.493167966604233j,-0.591037571430206 +0.473094403743744j,-0.606979012489319 +0.452460199594498j,-0.6222003698349 +0.431289285421372j,-0.636684060096741 +0.409606128931046j,-0.650412023067474 +0.387437671422958j,-0.663368463516235 +0.364809602499008j,-0.675538301467896 +0.341748118400574j,-0.686906397342682 +0.318281888961792j,-0.697459936141968 +0.294437378644943j,-0.707185804843903 +0.270244270563126j,-0.716072797775269 +0.245730623602867j,-0.724110543727875 +0.220924749970436j,-0.731289029121399 +0.195857480168343j,-0.737600147724152 +0.170557171106339j,-0.743036210536957 +0.145055264234543j,-0.747590720653534 +0.119381234049797j,-0.751258552074432 +0.0935648828744889j,-0.75403505563736 +0.0676382780075074j,-0.755917131900787 +0.0416306965053083j,-0.756902396678925 +0.0155744524672628j,-0.756989777088165 -0.0105002550408243j,-0.75617915391922 -0.0365632362663745j,-0.754471480846405 -0.0625821277499198j,-0.751868784427643 -0.0885274931788444j,-0.748374223709107 -0.114367134869099j,-0.743991851806641 -0.140071094036102j,-0.738726794719696 -0.16560959815979j,-0.732585489749909 -0.190950930118561j,-0.725575029850006 -0.2160664498806j,-0.717703938484192 -0.240924954414368j,-0.708981513977051 -0.265497654676437j,-0.699417769908905 -0.289756089448929j,-0.689024567604065 -0.313670068979263j,-0.67781400680542 -0.337212026119232j,-0.665799021720886 -0.360354542732239j,-0.652994632720947 -0.383068978786468j,-0.639415144920349 -0.405329555273056j,-0.625077545642853 -0.427108705043793j,-0.609998404979706 -0.448381215333939j,-0.594195246696472 -0.469122380018234j,-0.577687621116638 -0.489306449890137j,-0.560494244098663 -0.508910655975342j,-0.542636394500733 -0.527910530567169j,-0.524134874343872 -0.546284198760986j,-0.505011022090912 -0.564010322093964j,-0.48528864979744 -0.581066906452179j,-0.464990019798279 -0.59743458032608j,-0.444140315055847 -0.613093137741089j,-0.422763764858246 -0.628024339675903j,-0.400885105133057 -0.642210960388184j,-0.378531485795975 -0.655635356903076j,-0.355728179216385 -0.668282330036163j,-0.332503497600556 -0.680136144161224j,-0.30888444185257 -0.691183149814606j,-0.284898221492767 -0.701410531997681j,-0.260574728250504 -0.710805594921112j,-0.235941469669342 -0.719357669353485j,-0.211028963327408 -0.727056086063385j,-0.185866117477417 -0.73389208316803j,-0.160482078790665 -0.739857614040375j,-0.134908422827721 -0.744945347309113j,-0.109173960983753 -0.74914938211441j,-0.0833107233047486 -0.752464711666107j,-0.0573486648499967 -0.754887342453003j,-0.0313178151845933 -0.756414532661438j,-0.00525056151673208 -0.75704437494278j,0.0208236537873744 -0.75677615404129j,0.0468724407255649 -0.755610227584839j,0.0728656202554702 -0.753547847270966j,0.0987730845808982 -0.750591516494751j,0.12456265091896 -0.746744930744171j,0.150204449892044 -0.74201238155365j,0.175668776035309 -0.736399531364441j,0.200924009084701 -0.729913234710693j,0.225941568613052 -0.722560822963715j,0.250690400600433 -0.714351534843445j,0.275141894817352 -0.705294787883759j,0.299267619848251 -0.695401072502136j,0.323037683963776 -0.684682726860046j,0.346425175666809 -0.673151850700379j,0.369401037693024 -0.660822689533234j,0.391938716173172 -0.647709667682648j
0.429215848445892 +0.623632550239563j,0.407485187053681 +0.638043582439423j,0.385270833969116 +0.651697874069214j,0.362599432468414 +0.664579153060913j,0.339497923851013 +0.676671922206879j,0.315993666648865 +0.687962055206299j,0.292114853858948 +0.69843590259552j,0.26788917183876 +0.708081305027008j,0.243345737457276 +0.716886758804321j,0.218513563275337 +0.724841773509979j,0.193422213196755 +0.731936872005463j,0.168101742863655 +0.738163650035858j,0.14258149266243 +0.743514835834503j,0.116892129182816 +0.747983992099762j,0.0910640954971314 +0.75156581401825j,0.0651283487677575 +0.754256010055542j,0.0391150154173375 +0.756051480770111j,0.013055281713605 +0.7569500207901j,-0.0130199491977691 +0.756950616836548j,-0.0390797182917594 +0.756053268909454j,-0.0650927945971488 +0.754259049892426j,-0.091028980910778 +0.751570045948029j,-0.116857200860977 +0.747989416122437j,-0.142546772956848 +0.743521451950073j,-0.168067276477814 +0.738171458244324j,-0.193388044834137 +0.731945931911469j,-0.218479737639427 +0.724851965904236j,-0.243312254548073 +0.716898143291473j,-0.267856121063232 +0.708093881607056j,-0.292081922292709 +0.698449671268463j,-0.315961539745331 +0.687976777553558j,-0.339466333389282 +0.676687836647034j,-0.362568438053131 +0.664596021175385j,-0.385240405797958 +0.651715874671936j,-0.407455086708069 +0.63806277513504j,-0.429186701774597 +0.623652577400208j,-0.450409203767776 +0.608502566814423j,-0.471097081899643 +0.592630863189697j,-0.491226643323898 +0.576055705547333j,-0.510772943496704 +0.558797597885132j,-0.529713869094849 +0.540876150131226j,-0.548025846481323 +0.522313594818115j,-0.565687716007233 +0.50313138961792j,-0.582678973674774 +0.483351767063141j,-0.598978579044342 +0.46299934387207j,-0.614568114280701 +0.442097097635269j,-0.629428088665009 +0.420670956373215j,-0.643541395664215 +0.398745805025101j,-0.656891703605652 +0.376347005367279j,-0.669462382793427 +0.35350239276886j,-0.681239187717438 +0.330237746238709j,-0.692207515239716 +0.306582003831864j,-0.702354729175568 +0.282562583684921j,-0.711669027805328 +0.258207261562348j,-0.720138788223267 +0.233546361327171j,-0.727754473686218 +0.208607688546181j,-0.734506666660309 +0.18342225253582j,-0.740387558937073 +0.158019199967384j,-0.745390236377716 +0.132428020238876j,-0.749508559703827 +0.106680437922478j,-0.752737760543823 +0.0808063000440598j,-0.75507402420044 +0.0548355840146542j,-0.756514549255371 +0.0288005396723748j,-0.757057666778565 +0.00273060216568418j,-0.756702661514282 -0.0233418345451354j,-0.755450010299683 -0.0493865832686423j,-0.75330114364624 -0.0753734856843948j,-0.750258684158325 -0.101270258426666j,-0.746326148509979 -0.127047568559647j,-0.741508305072785 -0.152673497796059j,-0.735810875892639 -0.178118288516998j,-0.729240357875824 -0.203352481126785j,-0.721804976463318 -0.228344768285751j,-0.713513135910034 -0.253066837787628j,-0.70437502861023 -0.277488023042679j,-0.694401383399963 -0.301580041646957j,-0.683603703975678 -0.325314939022064j,-0.671995282173157 -0.34866327047348j,-0.659589469432831 -0.37159863114357j,-0.646401464939118 -0.394092530012131j,-0.632446646690369 -0.416118949651718j,-0.617741227149963 -0.437652319669724j,-0.602303385734558 -0.458665937185287j,-0.586150586605072 -0.479135990142822j,-0.569302916526795 -0.499037086963654j,-0.551779866218567 -0.518346190452576j,-0.533601760864258 -0.537040948867798j,-0.514791131019592 -0.555098056793213j,-0.495369881391525 -0.572496652603149j,-0.47536039352417 -0.589216649532318j,-0.45478755235672 -0.605237185955048j,-0.43367463350296 -0.620540142059326j,-0.41204783320427 -0.635106563568115j,-0.389932245016098 -0.648919582366943j,-0.3673534989357 -0.661963164806366j,-0.344339519739151 -0.674221098423004j,-0.320916444063187 -0.685679495334625j,-0.297113358974457 -0.696324288845062j,-0.272957772016525 -0.706142902374268j,-0.248477697372437 -0.715124189853668j,-0.223703563213348 -0.723256886005402j,-0.198663353919983 -0.730531811714172j,-0.173388168215752 -0.73693984746933j,-0.147907301783562 -0.742473721504212j,-0.122250266373158 -0.747126936912537j,-0.0964488685131074 -0.750893712043762j,-0.0705324113368989 -0.753769814968109j,-0.0445329397916795 -0.755751669406891j,-0.0184806883335114 -0.756837010383606j,0.007594225462526 -0.757024526596069j,0.0336593911051749 -0.756313979625702j,0.0596853643655776 -0.754706203937531j,0.0856398120522498 -0.752203166484833j,0.111492678523064 -0.748807847499848j,0.137213990092277 -0.74452406167984j,0.162771806120872 -0.739357233047485j,0.18813656270504 -0.733313322067261j,0.2132788002491 -0.726399302482605j,0.238167330622673 -0.718623757362366j,0.262774020433426 -0.70999550819397j,0.28706830739975 -0.700525224208832j
0.520486772060394 +0.549761116504669j,0.501245617866516 +0.567359328269958j,0.481409877538681 +0.584284424781799j,0.461003005504608 +0.600516438484192j,0.440049558877945 +0.616035878658295j,0.418573826551437 +0.630824685096741j,0.396601498126984 +0.644865095615387j,0.374158650636673 +0.658140599727631j,0.351272344589234 +0.670635163784027j,0.327969014644623 +0.682334303855896j,0.304276525974274 +0.69322407245636j,0.280223160982132 +0.703291356563568j,0.255837321281433 +0.7125244140625j,0.231148332357407 +0.720912098884583j,0.206184804439545 +0.728444695472717j,0.180976673960686 +0.735113024711609j,0.155553847551346 +0.740909457206726j,0.129946500062943 +0.745826840400696j,0.104185357689858 +0.74985945224762j,0.0783002451062203 +0.75300258398056j,0.0523222796618939 +0.755252420902252j,0.0262822322547436 +0.756606221199036j,0.000211348364246127 +0.757062554359436j,-0.0258601382374763 +0.756620824337006j,-0.0519009307026863 +0.755281448364258j,-0.0778801813721656 +0.753046154975891j,-0.103767022490501 +0.749917447566986j,-0.129530414938927 +0.745899260044098j,-0.15514050424099 +0.740996062755585j,-0.180566549301147 +0.735213935375214j,-0.205778405070305 +0.7285595536232j,-0.230746135115623 +0.721040904521942j,-0.255439788103104 +0.712667047977448j,-0.279830753803253 +0.703447639942169j,-0.303889781236649 +0.693393707275391j,-0.327588260173798 +0.682517170906067j,-0.350898176431656 +0.670831024646759j,-0.373791456222534 +0.658349215984345j,-0.396241664886475 +0.645086288452149j,-0.418221831321716 +0.631058037281036j,-0.439705550670624 +0.616281449794769j,-0.460668236017227 +0.600773334503174j,-0.48108384013176 +0.584552884101868j,-0.50092875957489 +0.567639112472534j,-0.520179986953735 +0.550051391124725j,-0.538813591003418 +0.531811714172363j,-0.556808531284332 +0.512940585613251j,-0.574142396450043 +0.493461489677429j,-0.59079521894455 +0.473397046327591j,-0.606747627258301 +0.452770411968231j,-0.621979832649231 +0.431607276201248j,-0.636474549770355 +0.409931540489197j,-0.650213897228241 +0.387770086526871j,-0.663181900978088 +0.365148633718491j,-0.675363481044769 +0.342093378305435j,-0.6867436170578 +0.318632960319519j,-0.69730931520462 +0.294793874025345j,-0.707047581672669 +0.270605742931366j,-0.715947091579437 +0.246096611022949j,-0.723997473716736 +0.221294865012169j,-0.731188774108887 +0.196231260895729j,-0.737512946128845 +0.170934215188027j,-0.742961883544922 +0.145435035228729j,-0.747529566287994 +0.119763374328613j,-0.751210629940033 +0.0939489230513573j,-0.7540003657341 +0.0680237114429474j,-0.755895733833313 +0.0420171096920968j,-0.75689435005188 +0.0159613713622094j,-0.756995022296906 -0.0101132988929748j,-0.75619775056839 -0.0361767038702964j,-0.75450336933136 -0.0621964633464813j,-0.751913905143738 -0.0881431400775909j,-0.748432576656342 -0.113984562456608j,-0.744063317775726 -0.13969075679779j,-0.738811314105988 -0.165231943130493j,-0.732683002948761 -0.190576434135437j,-0.72568553686142 -0.215694844722748j,-0.717826962471008 -0.240558043122292j,-0.709117114543915 -0.265135198831558j,-0.699565768241882 -0.289398521184921j,-0.689184844493866 -0.313317835330963j,-0.677986264228821 -0.336865484714508j,-0.665983140468598 -0.360014170408249j,-0.653190314769745 -0.382735133171082j,-0.639622271060944 -0.405002683401108j,-0.625295758247376 -0.426789134740829j,-0.610227525234223 -0.448069334030151j,-0.594434976577759 -0.468818575143814j,-0.577937662601471 -0.489011108875275j,-0.560754299163818 -0.508624076843262j,-0.542906165122986 -0.52763307094574j,-0.524414002895355 -0.546016216278076j,-0.505299270153046 -0.563752114772797j,-0.485585600137711 -0.580818772315979j,-0.465295314788818 -0.597196817398071j,-0.444453656673432 -0.61286598443985j,-0.423084765672684 -0.627808153629303j,-0.401213318109512 -0.642005920410156j,-0.378866583108902 -0.655441761016846j,-0.356069713830948 -0.668100416660309j,-0.332851111888886 -0.67996609210968j,-0.309237688779831 -0.691025197505951j,-0.285256743431091 -0.701264798641205j,-0.260938048362732 -0.710672318935394j,-0.236309140920639 -0.719236969947815j,-0.211400613188744 -0.726948142051697j,-0.186241254210472 -0.733796954154968j,-0.160860270261765 -0.739775478839874j,-0.135289207100868 -0.744876265525818j,-0.109557591378689 -0.749093413352966j,-0.0836953222751618 -0.752421975135803j,-0.0577345117926598 -0.754857957363129j,-0.0317044705152512 -0.756398439407349j,-0.00563753535971051 -0.757041573524475j,0.0204360764473676 -0.756786704063416j,0.0464861989021301 -0.755634069442749j,0.0724804028868675 -0.753584980964661j,0.0983893647789955 -0.750641942024231j,0.124180912971497 -0.746808469295502j,0.149825125932693 -0.742089092731476j,0.175292328000069 -0.736489236354828j
0.599236786365509 +0.462665140628815j,0.582948565483093 +0.483026653528214j,0.565968573093414 +0.502815425395966j,0.548317134380341 +0.522007763385773j,0.530015230178833 +0.540580809116364j,0.511084616184235 +0.558512568473816j,0.49154794216156 +0.575781583786011j,0.471427887678146 +0.592367768287659j,0.450748592615128 +0.608251214027405j,0.429534554481506 +0.6234130859375j,0.407810986042023 +0.637835383415222j,0.385603934526444 +0.651500880718231j,0.362939119338989 +0.664393663406372j,0.339843779802322 +0.676498293876648j,0.316345274448395 +0.687800407409668j,0.29247185587883 +0.698286473751068j,0.268251091241837 +0.70794427394867j,0.24371212720871 +0.71676230430603j,0.2188840508461 +0.724729955196381j,0.193796321749687 +0.731837928295136j,0.168479055166245 +0.738077640533447j,0.142961531877518 +0.743441879749298j,0.117274470627308 +0.747924149036408j,0.0914482474327088 +0.75151914358139j,0.0655135288834572 +0.754222631454468j,0.039501503109932 +0.756031334400177j,0.0134422136470676 +0.756943225860596j,-0.0126330191269517 +0.756957173347473j,-0.0386932343244553 +0.756073176860809j,-0.0647072196006775 +0.754292249679566j,-0.0906447991728783 +0.751616418361664j,-0.116474837064743 +0.748049080371857j,-0.142166689038277 +0.743594229221344j,-0.167689934372902 +0.738257348537445j,-0.193013861775398 +0.732044696807861j,-0.21810919046402 +0.724963545799255j,-0.24294576048851 +0.71702241897583j,-0.267494112253189 +0.708230674266815j,-0.291724860668182 +0.698598921298981j,-0.315609812736511 +0.688138246536255j,-0.339120388031006 +0.676861226558685j,-0.362228661775589 +0.664781272411347j,-0.384907245635986 +0.651912748813629j,-0.407128870487213 +0.638270974159241j,-0.428867876529694 +0.623871862888336j,-0.450098067522049 +0.608732700347901j,-0.470794051885605 +0.592871606349945j,-0.490932106971741 +0.576306700706482j,-0.510487258434296 +0.559058666229248j,-0.529437303543091 +0.541146874427796j,-0.547758758068085 +0.522593677043915j,-0.565430462360382 +0.503420472145081j,-0.582431852817536 +0.483649581670761j,-0.598741888999939 +0.463305503129959j,-0.614342033863068 +0.442411184310913j,-0.629212975502014 +0.42099267244339j,-0.643337488174439 +0.399074703454971j,-0.656699240207672 +0.376682758331299j,-0.669281542301178 +0.353844523429871j,-0.681070268154144 +0.330585956573486j,-0.692050695419312 +0.30693581700325j,-0.702210187911987 +0.282921552658081j,-0.711536884307861 +0.258571028709412j,-0.720019340515137 +0.233914449810982j,-0.727647602558136 +0.208980351686478j,-0.734412848949432 +0.183797657489777j,-0.740306675434113 +0.158397659659386j,-0.745322406291962 +0.132809013128281j,-0.749453902244568 +0.107063539326191j,-0.752696335315704 +0.0811910554766655j,-0.75504595041275 +0.0552215464413166j,-0.756499767303467 +0.0291872471570969j,-0.757056176662445 +0.00311759021133186j,-0.756714522838593 -0.0229550506919622j,-0.755475163459778 -0.0490004494786262j,-0.75333958864212 -0.074988417327404j,-0.750310361385346 -0.100886724889278j,-0.746390998363495 -0.126666069030762j,-0.741586267948151 -0.15229444205761j,-0.735901832580567 -0.177742153406143j,-0.729344248771668 -0.20297971367836j,-0.721921622753143 -0.227975770831108j,-0.713642358779907 -0.252702087163925j,-0.704516768455505 -0.277127921581268j,-0.694555401802063 -0.301225036382675j,-0.683769881725311 -0.324965447187424j,-0.67217344045639 -0.348319709300995j,-0.659779310226441 -0.371261417865753j,-0.646602869033814 -0.393762081861496j,-0.632659316062927 -0.415795594453812j,-0.617964863777161 -0.437336504459381j,-0.602537751197815 -0.458357989788055j,-0.586395442485809 -0.478836297988892j,-0.569557905197144 -0.498746007680893j,-0.552044749259949 -0.518064081668854j,-0.533876180648804 -0.536768078804016j,-0.515074849128723 -0.554834842681885j,-0.495662450790405 -0.572243392467499j,-0.475661516189575 -0.588973581790924j,-0.455096900463104 -0.605004668235779j,-0.43399178981781 -0.620318353176117j,-0.412372440099716 -0.634895861148834j,-0.390263915061951 -0.648720145225525j,-0.367691814899445 -0.661775290966034j,-0.34468412399292 -0.674045026302338j,-0.321266919374466 -0.685515403747559j,-0.297469228506088 -0.69617223739624j,-0.273318707942963 -0.706003308296204j,-0.248843237757683 -0.714997112751007j,-0.224073216319084 -0.723142445087433j,-0.199036777019501 -0.730430126190186j,-0.173764854669571 -0.736851096153259j,-0.148286804556847 -0.742398023605347j,-0.122632130980492 -0.747064352035523j,-0.0968327149748802 -0.750844299793244j,-0.0709176883101464 -0.753733694553375j,-0.0449192821979523 -0.755728840827942j,-0.0188675727695227 -0.756827473640442j,0.0072072623297572 -0.75702828168869j,0.03327277302742 -0.756331086158753j,0.0592988505959511 -0.754736661911011j
