0.312364190816879 +0.348687291145325j,0.261514782905579 +0.3882836997509j,0.205709800124168 +0.420520722866058j,0.146005347371101 +0.444788306951523j,0.0835337117314339 +0.460626006126404j,0.01947888918221 +0.467733681201935j,-0.0449450984597206 +0.465976566076279j,-0.10851639509201 +0.455388188362122j,-0.170032754540443 +0.436168640851974j,-0.228324919939041 +0.408683210611343j,-0.282289832830429 +0.373452365398407j,-0.33090603351593 +0.331142574548721j,-0.373249471187592 +0.282558053731918j,-0.408519923686981 +0.228616893291473j,-0.43604701757431 +0.170344397425652j,-0.455310106277466 +0.10884353518486j,-0.465944319963455 +0.0452780872583389j,-0.467747509479523 -0.019143745303154j,-0.460685580968857 -0.0832045078277588j,-0.444892823696136 -0.145686611533165j,-0.420668393373489 -0.20540763437748j,-0.388470470905304 -0.261237263679504j,-0.348910987377167 -0.312114268541336j,-0.302737593650818 -0.357077270746231j,-0.250827848911285 -0.39527153968811j,-0.194164425134659 -0.425974607467651j,-0.133819475769997 -0.448605120182037j,-0.0709399804472923 -0.462732881307602j,-0.00671604601666331 -0.468090921640396j,0.0576369501650333 -0.464577436447144j,0.120895847678185 -0.452259212732315j,0.181865140795708 -0.431369066238403j,0.239385977387428 -0.40230405330658j,0.292369961738586 -0.3656145632267j,0.339814186096191 -0.321994632482529j,0.38081681728363 -0.272273302078247j,0.414603024721146 -0.217390298843384j,0.440530627965927 -0.158388748764992j,0.458109229803085 -0.0963853821158409j,0.467005848884583 -0.0325535535812378j,0.467051416635513 +0.0318934917449951j,0.458244979381561 +0.0957378447055817j,0.440754026174545 +0.157765954732895j,0.414909839630127 +0.21680411696434j,0.381201237440109 +0.271734833717346j,0.340268909931183 +0.321514040231705j,0.292886406183243 +0.365200966596603j,0.239954322576523 +0.401965349912643j,0.182474598288536 +0.431111603975296j,0.121534898877144 +0.452087908983231j,0.058293491601944 +0.4644955098629j,-0.00605447078123689 +0.46809995174408j,-0.0702859312295914 +0.462832689285278j,-0.133185312151909 +0.448793798685074j,-0.193562194705009 +0.426248610019684j,-0.250268965959549 +0.395625650882721j,-0.302232623100281 +0.35750475525856j,-0.348469525575638 +0.312607079744339j,-0.388100862503052 +0.261786013841629j,-0.420377671718597 +0.206001967191696j,-0.444686472415924 +0.146315231919289j,-0.460567533969879 +0.0838555246591568j,-0.467719972133636 +0.0198047962039709j,-0.466007828712463 -0.044619508087635j,-0.455463469028473 -0.108199924230576j,-0.436287313699722 -0.169727981090546j,-0.408842623233795 -0.228039309382439j,-0.373648434877396 -0.28203022480011j,-0.33137372136116 -0.330674588680267j,-0.282817333936691 -0.373053014278412j,-0.228902265429497 -0.408360064029694j,-0.170649021863937 -0.435927867889404j,-0.109159901738167 -0.455234348773956j,-0.0456036366522312 -0.465912580490112j,0.0188187099993229 -0.467760682106018j,0.0828826203942299 -0.460743635892868j,0.145375728607178 -0.444994509220123j,0.205115273594856 -0.420811027288437j,0.260965764522552 -0.388652890920639j,0.311871737241745 -0.349127799272537j,0.356865644454956 -0.30298700928688j,0.395096212625504 -0.251103967428207j,0.425839602947235 -0.194460391998291j,0.44851154088974 -0.134132891893387j,0.462683230638504 -0.0712632834911346j,0.468086153268814 -0.00704130996018648j,0.4646175801754 +0.0573123395442963j,0.452343136072159 +0.120581544935703j,0.431496024131775 +0.181563675403595j,0.402471244335175 +0.239104822278023j,0.36581763625145 +0.292115837335587j,0.322231978178024 +0.33958911895752j,0.272537887096405 +0.380627542734146j,0.217679932713509 +0.414451032876968j,0.158696502447128 +0.44041982293129j,0.0967037007212639 +0.458042144775391j,0.0328798443078995 +0.466982990503311j,-0.0315689370036125 +0.467073440551758j,-0.0954176411032677 +0.458311796188354j,-0.15745797753334 +0.44086417555809j,-0.216515734791756 +0.41506040096283j,-0.271468430757523 +0.381391018629074j,-0.321277499198914 +0.340492248535156j,-0.364996254444122 +0.293141514062881j,-0.401797592639923 +0.24023512005806j,-0.430984705686569 +0.182774141430855j,-0.452002882957458 +0.121850736439228j,-0.464454889297485 +0.0586162507534027j,-0.468104064464569 -0.00572740472853184j,-0.462881684303284 -0.0699625238776207j,-0.44888624548912 -0.13287341594696j,-0.426383763551712 -0.193264320492744j,-0.395799458026886 -0.249993979930878j,-0.357714712619781 -0.301984131336212j,-0.312850475311279 -0.348251044750214j,-0.262055665254593 -0.38791885972023j,-0.206295654177666 -0.42023366689682j,-0.146625906229019 -0.444584131240845j,-0.0841755568981171 -0.460509181022644j,-0.020131591707468 -0.467706054449081j,0.04429567232728 -0.466038733720779j
0.460272163152695 +0.0854620188474655j,0.444173246622086 +0.147865951061249j,0.419655948877335 +0.207468301057816j,0.387185096740723 +0.263138562440872j,0.347376078367233 +0.313821732997894j,0.300984054803848 +0.358556538820267j,0.248887032270432 +0.396496474742889j,0.192072942852974 +0.426921755075455j,0.131618574261665 +0.449255794286728j,0.0686706006526947 +0.463075131177902j,0.00442026276141405 +0.468118220567703j,-0.0599138662219048 +0.464289277791977j,-0.123112440109253 +0.451660871505737j,-0.183976918458939 +0.430472671985626j,-0.241356164216995 +0.401125192642212j,-0.294159591197968 +0.364176273345947j,-0.341388076543808 +0.320325464010239j,-0.382147580385208 +0.270402371883392j,-0.415663361549377 +0.215355888009071j,-0.441302090883255 +0.156226292252541j,-0.458576411008835 +0.094137467443943j,-0.467159777879715 +0.0302645582705736j,-0.466889381408691 -0.0341837145388126j,-0.457770317792892 -0.097982369363308j,-0.439974963665009 -0.159925699234009j,-0.413841545581818 -0.218836382031441j,-0.379865020513535 -0.273599684238434j,-0.338688015937805 -0.323178976774216j,-0.291093200445175 -0.366631925106049j,-0.237980037927628 -0.40313732624054j,-0.180358067154884 -0.432001352310181j,-0.119317941367626 -0.452678054571152j,-0.0560147203505039 -0.464775800704956j,0.0083483662456274 -0.46806463599205j,0.0725549980998039 -0.462482422590256j,0.135384798049927 -0.448135197162628j,0.195648744702339 -0.425294935703278j,0.252206265926361 -0.394393473863602j,0.303982347249985 -0.35601818561554j,0.349998474121094 -0.310894310474396j,0.389380097389221 -0.259879469871521j,0.421382158994675 -0.203939408063889j,0.445398718118668 -0.144132554531097j,0.460973262786865 -0.0815957188606262j,0.467811495065689 -0.0175106730312109j,0.465783417224884 +0.0469044782221317j,0.454927772283554 +0.110430657863617j,0.435449659824371 +0.171865656971931j,0.407719284296036 +0.230041682720184j,0.372260749340057 +0.283859372138977j,0.329747974872589 +0.332295775413513j,0.280985772609711 +0.374434530735016j,0.2268967628479 +0.409477800130844j,0.168509021401405 +0.436759561300278j,0.106925934553146 +0.45576423406601j,0.0433180518448353 +0.466130614280701j,-0.0211107805371284 +0.467662870883942j,-0.0851412862539291 +0.460331588983536j,-0.147556409239769 +0.44427615404129j,-0.207175031304359 +0.419800788164139j,-0.262868732213974 +0.387368351221085j,-0.313578933477402 +0.347595244646072j,-0.358347326517105 +0.301233142614365j,-0.396322965621948 +0.249163240194321j,-0.426787465810776 +0.192371189594269j,-0.449163973331451 +0.131931588053703j,-0.463027149438858 +0.0689932331442833j,-0.468115031719208 +0.00474554300308228j,-0.464330911636353 -0.0595903359353542j,-0.451746791601181 -0.122796833515167j,-0.43060040473938 -0.183677732944489j,-0.401293724775314 -0.241075843572617j,-0.364380598068237 -0.293906450271606j,-0.320562601089478 -0.341165393590927j,-0.270669311285019 -0.381958574056625j,-0.215644687414169 -0.415513634681702j,-0.156534597277641 -0.441192835569382j,-0.0944561138749123 -0.458510905504227j,-0.0305891800671816 -0.467138648033142j,0.033857487142086 -0.466913133859634j,0.0976642295718193 -0.457838296890259j,0.159618258476257 -0.440086603164673j,0.218548774719238 -0.413993537425995j,0.273335635662079 -0.380055040121078j,0.32294225692749 -0.338913708925247j,0.366429567337036 -0.2913478910923j,0.402970969676971 -0.23826165497303j,0.431875258684158 -0.180659875273705j,0.452595055103302 -0.119632475078106j,0.464736551046371 -0.0563394464552402j,0.468070328235626 +0.00802311766892672j,0.462532997131348 +0.0722318515181541j,0.44822970032692 +0.135071635246277j,0.425430774688721 +0.195353165268898j,0.394569605588913 +0.251930624246597j,0.356229335069656 +0.303734868764877j,0.31113874912262 +0.349781185388565j,0.260151475667953 +0.389198422431946j,0.204232171177864 +0.421240359544754j,0.144443720579147 +0.44529789686203j,0.0819160118699074 +0.460916429758072j,0.0178375225514174 +0.467799127101898j,-0.0465790182352066 +0.465816080570221j,-0.110114507377148 +0.455004394054413j,-0.171561360359192 +0.435569643974304j,-0.229758307337761 +0.407879054546356j,-0.283599197864532 +0.37245899438858j,-0.332065314054489 +0.329980075359344j,-0.374239176511765 +0.28124588727951j,-0.409319192171097 +0.227182805538177j,-0.436641722917557 +0.168814137578011j,-0.455689430236816 +0.107244350016117j,-0.466100215911865 +0.0436437353491783j,-0.467677414417267 -0.0207858011126518j,-0.460390985012054 -0.0848196148872375j,-0.444379150867462 -0.147245958447456j,-0.419944673776627 -0.206883281469345j,-0.38755190372467 -0.262598007917404j,-0.347813069820404 -0.313337326049805j,-0.301483452320099 -0.358136743307114j,-0.249440103769302 -0.396148771047592j
0.416714578866959 -0.213314712047577j,0.442062705755234 -0.154060944914818j,0.459032595157623 -0.0918872952461243j,0.467302650213242 -0.0279721561819315j,0.466716170310974 +0.0364722311496735j,0.457284241914749 +0.100226268172264j,0.43918564915657 +0.162080764770508j,0.412763357162476 +0.220863416790962j,0.378518611192703 +0.275459408760071j,0.337099552154541 +0.324835479259491j,0.289291590452194 +0.368055164813995j,0.236000791192055 +0.404299169778824j,0.178237184882164 +0.432880699634552j,0.117096394300461 +0.453257828950882j,0.0537354797124863 +0.46504482626915j,-0.0106438454240561 +0.468018084764481j,-0.0748205631971359 +0.462121307849884j,-0.13758097589016 +0.447465866804123j,-0.197732225060463 +0.42433026432991j,-0.254137516021729 +0.393151819705963j,-0.305724740028381 +0.354523062705994j,-0.351517856121063 +0.309175372123718j,-0.390649974346161 +0.257966667413712j,-0.422377318143845 +0.201870322227478j,-0.446100264787674 +0.141946420073509j,-0.461367875337601 +0.0793339312076569j,-0.467891663312912 +0.0152179123833776j,-0.465547770261765 -0.0491883009672165j,-0.454380720853806 -0.112660497426987j,-0.434602200984955 -0.173997551202774j,-0.406586170196533 -0.232038527727127j,-0.370865195989609 -0.285680264234543j,-0.32811427116394 -0.333909004926682j,-0.279146015644073 -0.375808089971542j,-0.224887356162071 -0.410584807395935j,-0.166364938020706 -0.437580734491348j,-0.10469114035368 -0.456282764673233j,-0.0410314425826073 -0.466337472200394j,0.0234041344374418 -0.467553704977036j,0.087396152317524 -0.459908813238144j,0.149733543395996 -0.443547159433365j,0.209231421351433 -0.418779671192169j,0.264765381813049 -0.386074483394623j,0.315279901027679 -0.346053153276443j,0.359819233417511 -0.299473404884338j,0.397540211677551 -0.247216522693634j,0.427725791931152 -0.190275728702545j,0.449805587530136 -0.129727125167847j,0.463359951972961 -0.0667215511202812j,0.468132674694061 -0.00245144939981401j,0.464033097028732 +0.0618668720126152j,0.451139092445374 +0.125010907649994j,0.429694384336472 +0.185787364840508j,0.400106549263 +0.243041038513184j,0.362935900688171 +0.295688599348068j,0.318885535001755 +0.342733472585678j,0.268792778253555 +0.383281409740448j,0.21360582113266 +0.416565418243408j,0.154368922114372 +0.441955238580704j,0.0922080054879189 +0.458968281745911j,0.0282977670431137 +0.46728304028511j,-0.0361470095813274 +0.466741472482681j,-0.099906750023365 +0.457354187965393j,-0.161774694919586 +0.43929848074913j,-0.220574930310249 +0.41291755437851j,-0.275196313858032 +0.378709942102432j,-0.324600547552109 +0.337325811386108j,-0.367852926254272 +0.28954866528511j,-0.404134660959244 +0.236282467842102j,-0.432756066322327 +0.178539603948593j,-0.453176319599152 +0.117411322891712j,-0.465007275342941 +0.0540595091879368j,-0.468025386333466 -0.0103168347850442j,-0.462173163890839 -0.0744994282722473j,-0.447561860084534 -0.137268334627151j,-0.42446756362915 -0.197437286376953j,-0.393329292535782 -0.253862738609314j,-0.354736596345901 -0.30547696352005j,-0.309419572353363 -0.351302951574326j,-0.258239567279816 -0.390469640493393j,-0.20216378569603 -0.422236919403076j,-0.142258062958717 -0.446000963449478j,-0.0796562731266022 -0.461312353610992j,-0.0155430436134338 -0.467880994081497j,0.0488630123436451 -0.465582013130188j,0.112342990934849 -0.454459309577942j,0.173695519566536 -0.434722989797592j,0.231754392385483 -0.406748205423355j,0.285422503948212 -0.371063619852066j,0.333679676055908 -0.328347504138947j,0.375612944364548 -0.279408514499664j,0.410428434610367 -0.225172609090805j,0.437464416027069 -0.166670635342598j,0.456209927797318 -0.105008184909821j,0.466308683156967 -0.0413572676479816j,0.467569947242737 +0.0230774432420731j,0.45996943116188 +0.0870765522122383j,0.443651676177979 +0.149423584342003j,0.418924987316132 +0.208940342068672j,0.386259377002716 +0.264495581388474j,0.346273362636566 +0.315038055181503j,0.299723386764526 +0.359611034393311j,0.247494220733643 +0.397367358207703j,0.190572917461395 +0.427593469619751j,0.130041375756264 +0.449714839458466j,0.0670452788472176 +0.463313221931458j,0.00277674826793373 +0.468130856752396j,-0.0615426227450371 +0.464076191186905j,-0.124697394669056 +0.451225847005844j,-0.18548709154129 +0.429824084043503j,-0.242761433124542 +0.400276273488998j,-0.295436322689056 +0.363141268491745j,-0.342510581016541 +0.319124937057495j,-0.3830945789814 +0.269059062004089j,-0.416416883468628 +0.213895246386528j,-0.441847294569016 +0.15467768907547j,-0.45890411734581 +0.0925269201397896j,-0.467263162136078 +0.0286242570728064j,-0.466766476631165 -0.0358226783573627j,-0.457423478364944 -0.0995889008045197j,-0.439411401748657 -0.161467716097832j
0.199810907244682 -0.423355400562286j,0.256061136722565 -0.391901671886444j,0.307459115982056 -0.35301998257637j,0.35302996635437 -0.307447671890259j,0.39190998673439 -0.256048411130905j,0.423362284898758 -0.19979639351368j,0.446790516376495 -0.139758557081223j,0.461751282215118 -0.0770711302757263j,0.467960685491562 -0.0129230059683323j,0.465301036834717 +0.0514700524508953j,0.453822702169418 +0.114887595176697j,0.433743596076965 +0.176126912236214j,0.405443727970123 +0.234029039740562j,0.36945965886116 +0.287495702505112j,0.326473355293274 +0.335513561964035j,0.277300268411636 +0.377172082662582j,0.222870975732803 +0.411682814359665j,0.164217710494995 +0.438391119241714j,0.102452091872692 +0.456790745258331j,0.0387447364628315 +0.466533035039902j,-0.0256960410624743 +0.467433333396912j,-0.0896506831049919 +0.459474682807922j,-0.151905387639999 +0.44280806183815j,-0.211282759904861 +0.417748481035233j,-0.266654193401337 +0.384772330522537j,-0.316973298788071 +0.344502747058868j,-0.361283659934998 +0.297705113887787j,-0.398746907711029 +0.245265379548073j,-0.428653836250305 +0.188175722956657j,-0.450435936450958 +0.127521246671677j,-0.463681608438492 +0.0644482374191284j,-0.468139052391052 +0.000155510075273924j,-0.463724315166473 -0.0641401782631874j,-0.450520545244217 -0.127221956849098j,-0.428778767585754 -0.187890887260437j,-0.3989098072052 -0.245000407099724j,-0.361481368541718 -0.297465026378632j,-0.317202121019363 -0.34429207444191j,-0.266909778118134 -0.384595096111298j,-0.211560249328613 -0.417608022689819j,-0.152199536561966 -0.442707031965256j,-0.0899559333920479 -0.459415018558502j,-0.0260074678808451 -0.467416107654572j,0.0384356789290905 -0.466558575630188j,0.102148599922657 -0.456858694553375j,0.163927257061005 -0.438499808311462j,0.222597420215607 -0.41183078289032j,0.277048885822296 -0.377356767654419j,0.326251029968262 -0.335729777812958j,0.36926856637001 -0.287741094827652j,0.405288606882095 -0.234297588467598j,0.433626502752304 -0.176415055990219j,0.453746289014816 -0.115189082920551j,0.465266823768616 -0.05177828297019j,0.46796914935112 +0.012612096965313j,0.461802244186401 +0.0767652168869972j,0.446883261203766 +0.139461666345596j,0.423494935035706 +0.19951505959034j,0.392079502344131 +0.255788713693619j,0.353234142065048 +0.3072130382061j,0.307694256305695 +0.35281503200531j,0.256321430206299 +0.391731470823288j,0.200092151761055 +0.423222571611404j,0.140068992972374 +0.446693271398544j,0.0773928537964821 +0.461697459220886j,0.0132499625906348 +0.467951536178589j,-0.0511458069086075 +0.46533676981926j,-0.114570483565331 +0.453902870416641j,-0.175825476646423 +0.433865904808044j,-0.233746454119682 +0.405606716871262j,-0.287237495183945 +0.369660437107086j,-0.335286021232605 +0.326707065105438j,-0.376978754997253 +0.277563005685806j,-0.411527842283249 +0.223156988620758j,-0.438276588916779 +0.164523139595985j,-0.456719070672989 +0.102771230041981j,-0.466505914926529 +0.0390698127448559j,-0.467451125383377 -0.0253703184425831j,-0.459536850452423 -0.0893313884735107j,-0.442913502454758 -0.151597633957863j,-0.417896002531052 -0.210990816354752j,-0.384957522153854 -0.266386747360229j,-0.344724118709564 -0.3167325258255j,-0.297956109046936 -0.361076682806015j,-0.245542407035828 -0.398576378822327j,-0.188475161790848 -0.428522229194641j,-0.127834215760231 -0.45034721493721j,-0.0647722110152245 -0.463636487722397j,-0.0004826094082091 -0.468138843774796j,0.0638179108500481 -0.463768780231476j,0.126907140016556 -0.450609356164932j,0.187592878937721 -0.428909212350845j,0.244721621274948 -0.399080872535706j,0.297212392091751 -0.361689120531082j,0.344071567058563 -0.317441284656525j,0.384408503770828 -0.267178446054459j,0.417460918426514 -0.211850389838219j,0.442600578069687 -0.152508825063705j,0.459352016448975 -0.090276911854744j,0.467397928237915 -0.0263322629034519j,0.46658530831337 +0.0381096787750721j,0.456929594278336 +0.1018311008811j,0.438614219427109 +0.163620814681053j,0.411986231803894 +0.222309619188309j,0.377549171447754 +0.276786595582962j,0.335957646369934 +0.326016366481781j,0.287997633218765 +0.369068533182144j,0.23458069562912 +0.405124813318253j,0.176717981696129 +0.433503150939941j,0.115504361689091 +0.453666120767593j,0.0521033592522144 +0.465230524539948j,-0.0122869135811925 +0.467977821826935j,-0.0764425322413445 +0.46185576915741j,-0.139149397611618 +0.446980595588684j,-0.1992207467556 +0.423633456230164j,-0.255514711141586 +0.392258137464523j,-0.306966185569763 +0.35344871878624j,-0.352601140737534 +0.307939350605011j,-0.391552269458771 +0.256595075130463j,-0.423083424568176 +0.200386181473732j,-0.446595311164856 +0.140381053090096j
-0.100210569798946 -0.457287698984146j,-0.0364570952951908 -0.466717332601547j,0.0279882084578276 -0.467301666736603j,0.0919030457735062 -0.459029465913773j,0.154076099395752 -0.442057430744171j,0.213328212499619 -0.416707664728165j,0.26853808760643 -0.38345992565155j,0.318658411502838 -0.342944622039795j,0.362739384174347 -0.295929670333862j,0.399945020675659 -0.243306815624237j,0.429571211338043 -0.18607197701931j,0.451055943965912 -0.125310599803925j,0.46399199962616 -0.0621742568910122j,0.468134194612503 +0.00214044074527919j,0.463404178619385 +0.0664136782288551j,0.449891477823257 +0.129429116845131j,0.427852123975754 +0.189991518855095j,0.397703856229782 +0.246953099966049j,0.360018134117126 +0.299234300851822j,0.315509766340256 +0.345843613147736j,0.265021085739136 +0.385898977518082j,0.209509581327438 +0.418640583753586j,0.150027349591255 +0.443447858095169j,0.0877016857266426 +0.459850639104843j,0.0237147603183985 +0.46753802895546j,-0.040722519159317 +0.466364532709122j,-0.104387976229191 +0.456352233886719j,-0.166074186563492 +0.437691181898117j,-0.224614515900612 +0.410734117031097j,-0.278896272182465 +0.375993460416794j,-0.327893644571304 +0.33412566781044j,-0.370675295591354 +0.285926580429077j,-0.406431943178177 +0.232308611273766j,-0.434486508369446 +0.174286246299744j,-0.454305768013 +0.11296235024929j,-0.465514987707138 +0.0494975857436657j,-0.467901676893234 -0.0149070583283901j,-0.461420506238937 -0.0790273994207382j,-0.446193903684616 -0.141651690006256j,-0.422511339187622 -0.201589643955231j,-0.390821278095245 -0.257707059383392j,-0.351723194122314 -0.308941751718521j,-0.305960208177567 -0.354319870471954j,-0.25439715385437 -0.392983853816986j,-0.198014080524445 -0.424198806285858j,-0.137878239154816 -0.44737434387207j,-0.0751275718212128 -0.462071478366852j,-0.0109547851607203 -0.468010902404785j,0.0534274019300938 -0.465080350637436j,0.116795219480991 -0.453335493803024j,0.1779495626688 -0.432999044656754j,0.235732913017273 -0.404455423355103j,0.289046972990036 -0.368247240781784j,0.336884289979935 -0.32505875825882j,0.378335505723953 -0.275710821151733j,0.412616521120071 -0.221137598156929j,0.43907818198204 -0.162371665239334j,0.457217574119568 -0.100530058145523j,0.466691911220551 -0.0367814004421234j,0.4673210978508 +0.0276625826954842j,0.459093570709229 +0.0915823131799698j,0.442164689302444 +0.153768047690392j,0.416856199502945 +0.213037803769112j,0.383647471666336 +0.268270075321198j,0.343166589736938 +0.318419367074966j,0.296183049678802 +0.362532526254654j,0.243584677577019 +0.399775832891464j,0.186371251940727 +0.429441452026367j,0.125625729560852 +0.45096829533577j,0.0624975562095642 +0.463948547840118j,-0.00181335024535656 +0.468135565519333j,-0.0660916417837143 +0.463450223207474j,-0.129115581512451 +0.449981540441513j,-0.18969252705574 +0.427984744310379j,-0.246675923466682 +0.397875875234604j,-0.298982679843903 +0.360227108001709j,-0.345624268054962 +0.315750002861023j,-0.3857142329216 +0.265289902687073j,-0.41849410533905 +0.20980204641819j,-0.443343222141266 +0.150336295366287j,-0.459789246320724 +0.0880229696631432j,-0.467521458864212 +0.0240396447479725j,-0.466392815113068 -0.0403975360095501j,-0.456425040960312 -0.104069083929062j,-0.437806487083435 -0.165770009160042j,-0.410890996456146 -0.224327489733696j,-0.376187175512314 -0.278634935617447j,-0.33435469865799 -0.327660113573074j,-0.286185532808304 -0.370475471019745j,-0.232590988278389 -0.406270414590836j,-0.174589782953262 -0.43436461687088j,-0.113278023898602 -0.454227149486542j,-0.0498210527002811 -0.465480476617813j,0.014580124989152 -0.46791198849678j,0.0787067413330078 -0.461475282907486j,0.141339913010597 -0.446292787790298j,0.201294407248497 -0.422652065753937j,0.257435441017151 -0.391000270843506j,0.308695942163467 -0.351938962936401j,0.354107171297073 -0.306206345558167j,0.392806023359299 -0.254671663045883j,0.424060344696045 -0.198310419917107j,0.447278410196304 -0.138189092278481j,0.462018877267838 -0.0754504054784775j,0.468003153800964 -0.0112799890339375j,0.465117543935776 +0.0531024150550365j,0.453417003154755 +0.116478450596333j,0.433122575283051 +0.177648633718491j,0.404620051383972 +0.235450252890587j,0.368448048830032 +0.28879103064537j,0.325294077396393 +0.336657077074051j,0.275975108146667 +0.378142774105072j,0.221424251794815 +0.412462741136551j,0.162678420543671 +0.438964605331421j,0.100847743451595 +0.457147628068924j,0.0371074825525284 +0.466666102409363j,-0.0273360554128885 +0.467340290546417j,-0.0912632644176483 +0.459157079458237j,-0.153459057211876 +0.442272007465363j,-0.21274808049202 +0.417004138231277j,-0.268003404140472 +0.383833795785904j
-0.358546793460846 -0.300995677709579j,-0.313809812068939 -0.347386837005615j,-0.263126045465469 -0.387193620204926j,-0.207454696297646 -0.419662684202194j,-0.147851541638374 -0.44417804479599j,-0.0854462310671806 -0.460275083780289j,-0.0214214790612459 -0.467648714780807j,0.0430083572864532 -0.466159284114838j,0.106623984873295 -0.455834984779358j,0.168218806385994 -0.436871409416199j,0.226625457406044 -0.409628003835678j,0.280736953020096 -0.374621123075485j,0.329527139663696 -0.33251479268074j,0.372072607278824 -0.28410592675209j,0.407566398382187 -0.230312511324883j,0.435335695743561 -0.172154083848j,0.454854100942612 -0.11073375493288j,0.465752154588699 -0.0472139157354832j,0.467822998762131 +0.0172007586807013j,0.461027383804321 +0.0812894403934479j,0.445494085550308 +0.143837466835976j,0.421517968177795 +0.203658580780029j,0.389552682638168 +0.259620726108551j,0.35020437836647 +0.310662358999252j,0.304218798875809 +0.355816155672073j,0.252467483282089 +0.394226312637329j,0.195932075381279 +0.425164490938187j,0.135682478547096 +0.448045164346695j,0.0728613585233688 +0.462434232234955j,0.00865933578461409 +0.468059003353119j,-0.0557068027555943 +0.464812844991684j,-0.119017168879509 +0.452757269144058j,-0.180071026086807 +0.432121098041534j,-0.237712159752846 +0.403295367956161j,-0.290849536657333 +0.366825222969055j,-0.338473200798035 +0.323403924703598j,-0.379683166742325 +0.273851990699768j,-0.413696110248566 +0.219111293554306j,-0.439868628978729 +0.160217985510826j,-0.457705140113831 +0.098286472260952j,-0.466866552829742 +0.0344939008355141j,-0.467179775238037 -0.0299541838467121j,-0.458638876676559 -0.0938327983021736j,-0.441405802965164 -0.155933052301407j,-0.415806382894516 -0.215079680085182j,-0.382327139377594 -0.270148426294327j,-0.341600805521011 -0.320098578929901j,-0.294401466846466 -0.363980770111084j,-0.241622611880302 -0.400964736938477j,-0.184262856841087 -0.430350333452225j,-0.123412482440472 -0.451578974723816j,-0.0602214187383652 -0.464249491691589j,0.00410924665629864 -0.46812105178833j,0.0683620199561119 -0.463120758533478j,0.131320923566818 -0.449342876672745j,0.191789284348488 -0.427049279212952j,0.248624294996262 -0.396661281585693j,0.300745785236359 -0.358756452798843j,0.347167491912842 -0.314052432775497j,0.387010663747787 -0.263395041227341j,0.419518023729324 -0.207747057080269j,0.44407519698143 -0.14816015958786j,0.460215419530869 -0.0857669189572334j,0.467633634805679 -0.0217482149600983j,0.466189056634903 +0.0426844172179699j,0.455909192562103 +0.106306344270706j,0.436988860368729 +0.167913511395454j,0.409785836935043 +0.22633995115757j,0.374817192554474 +0.28047513961792j,0.332743704319 +0.329295992851257j,0.284365117549896 +0.371874570846558j,0.230597227811813 +0.407405376434326j,0.172457382082939 +0.435215651988983j,0.111050672829151 +0.45477682352066j,0.0475375466048717 +0.465719223022461j,-0.0168747827410698 +0.467834860086441j,-0.0809672847390175 +0.46108403801918j,-0.143527001142502 +0.445594221353531j,-0.203364834189415 +0.421659767627716j,-0.259349942207336 +0.389732986688614j,-0.310418277978897 +0.350420773029327j,-0.355603486299515 +0.3044673204422j,-0.394050300121307 +0.252742111682892j,-0.425027847290039 +0.19622828066349j,-0.447950780391693 +0.135993793606758j,-0.462383389472961 +0.073183573782444j,-0.468052834272385 +0.00898637715727091j,-0.464851528406143 -0.0553829222917557j,-0.45284029841423 -0.118700794875622j,-0.432246118783951 -0.179770693182945j,-0.403460443019867 -0.237431854009628j,-0.36702835559845 -0.290593177080154j,-0.323639035224915 -0.338248401880264j,-0.274117201566696 -0.379491716623306j,-0.2194002866745 -0.413542896509171j,-0.160523608326912 -0.439757198095322j,-0.0986062437295914 -0.45763635635376j,-0.0348183140158653 -0.466842472553253j,0.0296277534216642 -0.467200607061386j,0.0935123190283775 -0.458704322576523j,0.15562629699707 -0.441514045000076j,0.214789092540741 -0.415956556797028j,0.269882649183273 -0.382514774799347j,0.319859832525253 -0.341824382543564j,0.363774955272675 -0.294655710458755j,0.400796741247177 -0.24190117418766j,0.430221498012543 -0.184563517570496j,0.451493084430695 -0.12372624874115j,0.464207291603088 -0.0605457723140717j,0.468123823404312 +0.00378216220997274j,0.463168144226074 +0.0680401995778084j,0.449434518814087 +0.131006941199303j,0.42718243598938 +0.191492468118668j,0.396834880113602 +0.248347103595734j,0.358966469764709 +0.300495028495789j,0.314293622970581 +0.346949189901352j,0.263665378093719 +0.386826545000076j,0.208040133118629 +0.419372767210007j,0.148470401763916 +0.443971574306488j,0.0860884636640549 +0.46015539765358j,0.022073170170188 +0.467618405818939j
