0.639453232288361 +0.17574617266655j,0.628801763057709 +0.210702374577522j,0.616240978240967 +0.245018780231476j,0.601809024810791 +0.278591215610504j,0.585549652576447 +0.311317712068558j,0.567512691020966 +0.343098402023315j,0.547752141952515 +0.373837828636169j,0.526328444480896 +0.403442114591599j,0.50330650806427 +0.431821346282959j,0.478756368160248 +0.45888939499855j,0.452752500772476 +0.484564065933228j,0.425374358892441 +0.508766949176788j,0.396704107522964 +0.531425476074219j,0.3668292760849 +0.552470326423645j,0.335840612649918 +0.571837604045868j,0.303832173347473 +0.589468538761139j,0.270901173353195 +0.60530960559845j,0.237148210406303 +0.619312465190887j,0.202674522995949 +0.631435036659241j,0.167585462331772 +0.641640305519104j,0.131987527012825 +0.649897277355194j,0.0959888473153114 +0.656180858612061j,0.0596986711025238 +0.660471975803375j,0.0232278555631638 +0.662757575511932j,-0.0133141009137034 +0.663030803203583j,-0.0498156324028969 +0.6612908244133j,-0.0861659422516823 +0.657542824745178j,-0.122254557907581 +0.651798248291016j,-0.1579719632864 +0.644074559211731j,-0.193209126591682 +0.63439530134201j,-0.227860197424889 +0.622789621353149j,-0.261819422245026 +0.6092928647995j,-0.294983625411987 +0.593945980072021j,-0.327252119779587 +0.576795637607574j,-0.35852637887001 +0.557894229888916j,-0.388712584972382 +0.537298500537872j,-0.417718470096588 +0.515071332454681j,-0.445455968379974 +0.491280108690262j,-0.471840858459473 +0.465997189283371j,-0.496793031692505 +0.439299255609512j,-0.520236313343048 +0.411267906427383j,-0.542100429534912 +0.381987333297729j,-0.562318384647369 +0.351546853780746j,-0.580828905105591 +0.320038914680481j,-0.597575843334198 +0.287559181451797j,-0.612508177757263 +0.254206329584122j,-0.625580549240112 +0.220082178711891j,-0.636753559112549 +0.185289159417152j,-0.645993113517761 +0.149933516979218j,-0.65327113866806 +0.114122614264488j,-0.658565580844879 +0.0779651999473572j,-0.661860287189484 +0.0415710657835007j,-0.663145303726196 +0.00505130924284458j,-0.662416696548462 -0.0314844362437725j,-0.659676730632782 -0.0679245442152023j,-0.65493369102478 -0.104158416390419j,-0.648202002048492 -0.140076011419296j,-0.639502108097076 -0.17556831240654j,-0.628860533237457 -0.21052685379982j,-0.616309344768524 -0.244846776127815j,-0.601886749267578 -0.278423249721527j,-0.585636556148529 -0.311154305934906j,-0.567608118057251 -0.342940539121628j,-0.547856152057648 -0.373685449361801j,-0.526441037654877 -0.403295189142227j,-0.503427028656006 -0.431680858135223j,-0.478884428739548 -0.458755761384964j,-0.452887713909149 -0.484437674283981j,-0.425515860319138 -0.508648633956909j,-0.396851897239685 -0.531315088272095j,-0.366982936859131 -0.552368223667145j,-0.335999637842178 -0.57174414396286j,-0.303996115922928 -0.589384019374847j,-0.271070688962936 -0.605233728885651j,-0.23732103407383 -0.619246244430542j,-0.20285077393055 -0.631378471851349j,-0.167764544487 -0.641593515872955j,-0.132168918848038 -0.649860382080078j,-0.0961719751358032 -0.656154036521912j,-0.0598829835653305 -0.660455286502838j,-0.0234121922403574 -0.662751138210297j,0.0131296925246716 -0.663034558296204j,0.0496317222714424 -0.661304652690887j,0.0859830379486084 -0.657566785812378j,0.122072018682957 -0.651832461357117j,0.157791614532471 -0.644118785858154j,0.193032056093216 -0.634449183940887j,0.227686390280724 -0.62285315990448j,0.261649370193481 -0.609365880489349j,0.294817835092545 -0.594028294086456j,0.327091097831726 -0.57688695192337j,0.358371198177338 -0.557993948459625j,0.388563126325607 -0.537406623363495j,0.417575180530548 -0.515187442302704j,0.445319294929504 -0.491403996944427j,0.471711218357086 -0.466128379106522j,0.496670007705688 -0.439438372850418j,0.520121574401855 -0.411413103342056j,0.541993737220764 -0.382138609886169j,0.562220275402069 -0.35170379281044j,0.580739617347717 -0.32020103931427j,0.597495555877686 -0.287725955247879j,0.61243724822998 -0.254377275705338j,0.625519275665283 -0.220256179571152j,0.636702001094818 -0.185466259717941j,0.645951390266418 -0.150113224983215j,0.653239369392395 -0.114304341375828j,0.658543825149536 -0.0781483873724937j,0.661848604679108 -0.0417564213275909j,0.663143813610077 -0.00523637607693672j,0.662425458431244 +0.0312995426356792j,0.659695684909821 +0.0677404254674911j,0.654962778091431 +0.103975638747215j,0.648241102695465 +0.139895096421242j,0.639551043510437 +0.175389811396599j,0.628919124603271 +0.210351958870888j,0.616377413272858 +0.244675353169441j,0.601964175701141 +0.278255850076675j,0.585723102092743 +0.310991406440735j,0.567703485488892 +0.342782646417618j,0.547960758209229 +0.373532027006149j
0.663129091262817 +0.00685214856639504j,0.661744892597198 +0.0433689095079899j,0.658351302146912 +0.0797539725899696j,0.652958691120148 +0.115896910429001j,0.645583391189575 +0.151687890291214j,0.636248052120209 +0.187017679214478j,0.624980568885803 +0.221780240535736j,0.611815392971039 +0.255869358778j,0.596792459487915 +0.289181530475616j,0.579957365989685 +0.321615636348724j,0.561361312866211 +0.35307314991951j,0.541061043739319 +0.383458077907562j,0.519117593765259 +0.412679195404053j,0.495597809553146 +0.440647214651108j,0.47057318687439 +0.467277258634567j,0.444119691848755 +0.492488414049149j,0.416317671537399 +0.516204178333282j,0.387252032756805 +0.538352131843567j,0.357010036706924 +0.5588658452034j,0.325683981180191 +0.577682554721832j,0.293369024991989 +0.59474515914917j,0.260163247585297 +0.610001862049103j,0.226167500019073 +0.623406291007996j,0.191485613584518 +0.634917676448822j,0.156221687793732 +0.644501328468323j,0.120483450591564 +0.652127981185913j,0.0843793377280235 +0.65777450799942j,0.0480189919471741 +0.661423683166504j,0.011512853205204 +0.663064539432526j,-0.0250275880098343 +0.662692070007324j,-0.0614927001297474 +0.660307347774506j,-0.0977710857987404 +0.655917704105377j,-0.133752569556236 +0.649536311626434j,-0.169327929615974 +0.641182661056519j,-0.204389154911041 +0.630882143974304j,-0.238829150795937 +0.618666172027588j,-0.27254456281662 +0.604571461677551j,-0.30543240904808 +0.588640987873077j,-0.337392836809158 +0.570923149585724j,-0.368328779935837 +0.551471710205078j,-0.39814630150795 +0.530345797538757j,-0.426754415035248 +0.507609903812408j,-0.454067200422287 +0.483332335948944j,-0.480001240968704 +0.457587122917175j,-0.504477798938751 +0.43045249581337j,-0.527422487735748 +0.402010798454285j,-0.54876571893692 +0.372348427772522j,-0.568442344665527 +0.34155598282814j,-0.586393237113953 +0.309725880622864j,-0.602563619613647 +0.276955336332321j,-0.616904318332672 +0.243343785405159j,-0.629371821880341 +0.208993390202522j,-0.63992828130722 +0.174008384346962j,-0.648541510105133 +0.138495609164238j,-0.655185699462891 +0.102561704814434j,-0.65984034538269 +0.0663163661956787j,-0.662491500377655 +0.0298696793615818j,-0.66313099861145 -0.00666770245879889j,-0.661756932735443 -0.0431848727166653j,-0.658373594284058 -0.0795702561736107j,-0.652991056442261 -0.1157146692276j,-0.645625710487366 -0.151507720351219j,-0.636300027370453 -0.186840698122978j,-0.625042200088501 -0.221606388688087j,-0.611886739730835 -0.255698561668396j,-0.596873104572296 -0.289014965295792j,-0.580047130584717 -0.321453750133514j,-0.561459839344025 -0.352916479110718j,-0.541167676448822 -0.383307546377182j,-0.519232332706451 -0.412534803152084j,-0.495720773935318 -0.440508872270584j,-0.470703601837158 -0.467145919799805j,-0.444257140159607 -0.492364466190338j,-0.416461735963821 -0.51608794927597j,-0.387401759624481 -0.538244426250458j,-0.357165992259979 -0.558766186237335j,-0.325845211744308 -0.577591598033905j,-0.293534994125366 -0.594663262367249j,-0.260333478450775 -0.609929203987122j,-0.226341471076012 -0.623343169689178j,-0.191662192344666 -0.634864389896393j,-0.156400963664055 -0.644457817077637j,-0.120664827525616 -0.652094483375549j,-0.0845622643828392 -0.657751023769379j,-0.0482029691338539 -0.661410391330719j,-0.0116985570639372 -0.663061320781708j,0.0248426273465157 -0.662699043750763j,0.0613084025681019 -0.660324454307556j,0.097587987780571 -0.65594494342804j,0.133571282029152 -0.649573624134064j,0.169148981571198 -0.641229927539825j,0.204213067889214 -0.630939126014709j,0.238657057285309 -0.618732571601868j,0.272376388311386 -0.604647219181061j,0.305268675088882 -0.588725924491882j,0.337234020233154 -0.5710169672966j,0.368175357580185 -0.551574170589447j,0.39799776673317 -0.530457317829132j,0.426612734794617 -0.50772899389267j,0.453932285308838 -0.483459055423737j,0.479873508214951 -0.457721084356308j,0.504357635974884 -0.430593281984329j,0.527310311794281 -0.402157992124557j,0.548661768436432 -0.372501581907272j,0.568347334861755 -0.341714054346085j,0.586307048797607 -0.309888958930969j,0.602486550807953 -0.277122914791107j,0.616836607456207 -0.243515372276306j,0.629313290119171 -0.209169626235962j,0.639879524707794 -0.174187570810318j,0.648502886295319 -0.13867661356926j,0.655157029628754 -0.102744579315186j,0.65982186794281 -0.0665005445480347j,0.662483155727386 -0.030054584145546j,0.663132846355438 +0.00648263934999704j,0.661768972873688 +0.0430001318454742j,0.658395648002625 +0.0793871134519577j,0.653023183345795 +0.115533016622066j,0.645667850971222 +0.15132811665535j,0.636351943016052 +0.186663702130318j,0.625104248523712 +0.221431329846382j
0.642948508262634 -0.162494421005249j,0.650922894477844 -0.12683279812336j,0.656920969486237 -0.0907854288816452j,0.66092437505722 -0.0544623658061028j,0.662920892238617 -0.0179739706218243j,0.662904500961304 +0.0185690317302942j,0.660875201225281 +0.0550556108355522j,0.656839311122894 +0.0913744270801544j,0.650808870792389 +0.127416387200356j,0.642802357673645 +0.163071483373642j,0.632843971252441 +0.198231413960457j,0.620963990688324 +0.232789412140846j,0.607198476791382 +0.266640573740005j,0.591589510440826 +0.299681514501572j,0.574184000492096 +0.331813097000122j,0.555034995079041 +0.362937122583389j,0.534200608730316 +0.392959117889404j,0.511744201183319 +0.421787887811661j,0.487733900547028 +0.449335962533951j,0.46224308013916 +0.475519210100174j,0.435348242521286 +0.500258982181549j,0.407131493091583 +0.523479819297791j,0.377678513526917 +0.545111060142517j,0.347078740596771 +0.565087139606476j,0.315425664186478 +0.583347082138062j,0.282814234495163 +0.599836051464081j,0.249344065785408 +0.614503622055054j,0.215116769075394 +0.627305328845978j,0.180236309766769 +0.63820219039917j,0.144808515906334 +0.647161245346069j,0.108941689133644 +0.654155075550079j,0.0727434679865837 +0.659162759780884j,0.0363243259489536 +0.662168979644775j,-0.000205096177523956 +0.663164496421814j,-0.0367339104413986 +0.662146389484406j,-0.0731511786580086 +0.659117639064789j,-0.109345681965351 +0.654087662696838j,-0.145208805799484 +0.647071540355682j,-0.180631011724472 +0.63809061050415j,-0.215504720807076 +0.627172112464905j,-0.249724105000496 +0.614349246025085j,-0.283185213804245 +0.599660992622375j,-0.315785855054855 +0.583152174949646j,-0.347428202629089 +0.56487238407135j,-0.378015607595444 +0.544877350330353j,-0.407455205917358 +0.523227870464325j,-0.43565759062767 +0.499989628791809j,-0.462536662817001 +0.475233644247055j,-0.488011747598648 +0.449034214019775j,-0.512004971504211 +0.421471297740936j,-0.534443557262421 +0.392628610134125j,-0.555259346961975 +0.362593740224838j,-0.574389100074768 +0.331457853317261j,-0.591774463653564 +0.299316108226776j,-0.607363283634186 +0.266264945268631j,-0.621107816696167 +0.23240527510643j,-0.632966458797455 +0.197839945554733j,-0.642903089523315 +0.162673845887184j,-0.650887608528137 +0.127013847231865j,-0.656895637512207 +0.0909687504172325j,-0.660909116268158 +0.0546468570828438j,-0.662915885448456 +0.0181589834392071j,-0.662909626960754 -0.0183840021491051j,-0.660890579223633 -0.0548711828887463j,-0.656864702701569 -0.0911917164921761j,-0.65084445476532 -0.127234756946564j,-0.642847836017609 -0.162892058491707j,-0.632899224758148 -0.198054775595665j,-0.621028900146484 -0.232616096735001j,-0.607272863388062 -0.266471087932587j,-0.591672837734222 -0.299516975879669j,-0.574276566505432 -0.331652820110321j,-0.555136263370514 -0.362782210111618j,-0.534310281276703 -0.392809987068176j,-0.511861860752106 -0.421645045280457j,-0.487859278917313 -0.449199825525284j,-0.462375313043594 -0.475390613079071j,-0.43548783659935 -0.500137448310852j,-0.407277584075928 -0.523366153240204j,-0.377830654382706 -0.545005679130554j,-0.347236454486847 -0.564990282058716j,-0.315587908029556 -0.583259344100952j,-0.282981038093567 -0.599757373332977j,-0.24951496720314 -0.614434242248535j,-0.215291246771812 -0.627245426177979j,-0.180413812398911 -0.638152003288269j,-0.144989773631096 -0.647120654582977j,-0.109124273061752 -0.654124617576599j,-0.0729274302721024 -0.659142434597015j,-0.0365091264247894 -0.662158787250519j,1.99952555703931e-05 -0.663164496421814j,0.0365491025149822 -0.662156581878662j,0.0729672014713287 -0.659138023853302j,0.109163731336594 -0.654118061065674j,0.145028814673424 -0.647111892700195j,0.180453523993492 -0.638140797615051j,0.215330302715302 -0.627232074737549j,0.249553203582764 -0.614418685436249j,0.283017247915268 -0.599740266799927j,0.315623074769974 -0.583240330219269j,0.347270548343658 -0.5649693608284j,0.377863526344299 -0.544982850551605j,0.407309144735336 -0.523341596126556j,0.435518026351929 -0.500111222267151j,0.46240445971489 -0.47536227107048j,0.487886816263199 -0.449169903993607j,0.511887729167938 -0.421613693237305j,0.534334301948547 -0.392777234315872j,0.55515843629837 -0.362748175859451j,0.574296891689301 -0.331617623567581j,0.591690897941589 -0.299481272697449j,0.607288956642151 -0.266434460878372j,0.621042966842651 -0.232578635215759j,0.632911205291748 -0.198016598820686j,0.642857670783997 -0.16285328567028j,0.650852084159851 -0.127195507287979j,0.656870305538177 -0.0911514610052109j,0.66089391708374 -0.0548306666314602j,0.662910759449005 -0.0183433964848518j,0.66291469335556 +0.0181996021419764j,0.660905778408051 +0.0546873584389687j
0.580245852470398 -0.321094900369644j,0.597051501274109 -0.288646280765533j,0.6120445728302 -0.255320638418198j,0.625179171562195 -0.221219748258591j,0.636415421962738 -0.186447098851204j,0.645719289779663 -0.15110832452774j,0.653062462806702 -0.115310750901699j,0.658422589302063 -0.0791636258363724j,0.661783516407013 -0.0427755378186703j,0.66313499212265 -0.00625755218788981j,0.662472903728485 +0.0302794594317675j,0.659799218177795 +0.0667245164513588j,0.655122101306915 +0.102966941893101j,0.648455858230591 +0.138896092772484j,0.639820575714111 +0.174404159188271j,0.629242420196533 +0.209382623434067j,0.616753697395325 +0.243725314736366j,0.602392196655273 +0.277327954769135j,0.586201548576355 +0.310088515281677j,0.568231284618378 +0.341906934976578j,0.548535346984863 +0.372687786817551j,0.527173757553101 +0.402336955070496j,0.50421142578125 +0.430764436721802j,0.479718118906021 +0.457883924245834j,0.453768610954285 +0.483612656593323j,0.426440834999084 +0.507873356342316j,0.397818177938461 +0.53059196472168j,0.367987602949142 +0.551699459552765j,0.337039649486542 +0.571131706237793j,0.305068284273148 +0.588829755783081j,0.272171139717102 +0.604739606380463j,0.238447025418282 +0.618813514709473j,0.203998893499374 +0.631008446216583j,0.168931320309639 +0.641287267208099j,0.133350789546967 +0.649618923664093j,0.0973653569817543 +0.65597802400589j,0.0610848888754845 +0.660345196723938j,0.0246183276176453 +0.662707388401031j,-0.0119229881092906 +0.663057327270508j,-0.0484280921518803 +0.661393880844116j,-0.0847861394286156 +0.657722175121307j,-0.120886772871017 +0.652053356170654j,-0.156619697809219 +0.644404709339142j,-0.191877692937851 +0.634799301624298j,-0.226553052663803 +0.623266339302063j,-0.26054048538208 +0.60984081029892j,-0.293736815452576 +0.594563543796539j,-0.326041221618652 +0.577480971813202j,-0.357355087995529 +0.558645248413086j,-0.387584447860718 +0.538112878799438j,-0.416636884212494 +0.515946567058563j,-0.444424241781235 +0.492213636636734j,-0.470862120389938 +0.466986119747162j,-0.495870262384415 +0.440340578556061j,-0.519372344017029 +0.412358522415161j,-0.541297793388367 +0.383123844861984j,-0.561579585075378 +0.352725863456726j,-0.580156207084656 +0.321256816387177j,-0.596971213817596 +0.288812339305878j,-0.611973524093628 +0.255490869283676j,-0.625117421150208 +0.221394225955009j,-0.636363387107849 +0.186624720692635j,-0.645677089691162 +0.151288539171219j,-0.653030276298523 +0.115493014454842j,-0.658400535583496 +0.0793467685580254j,-0.661771535873413 +0.0429602153599262j,-0.663133203983307 +0.0064426101744175j,-0.662481307983398 -0.030094550922513j,-0.659817814826965 -0.0665403231978416j,-0.655150830745697 -0.102784089744091j,-0.648494482040405 -0.138715744018555j,-0.639869213104248 -0.174225583672523j,-0.629300892353058 -0.209206998348236j,-0.616821706295013 -0.243553176522255j,-0.602469563484192 -0.277159810066223j,-0.586288094520569 -0.309924900531769j,-0.568326354026794 -0.341748893260956j,-0.548639297485352 -0.3725346326828j,-0.527286052703857 -0.402189791202545j,-0.504331648349762 -0.430623710155487j,-0.479845881462097 -0.457750022411346j,-0.45390310883522 -0.483486443758011j,-0.42658206820488 -0.507754743099213j,-0.397966265678406 -0.530480921268463j,-0.368141025304794 -0.551597058773041j,-0.337198466062546 -0.571037948131561j,-0.305233180522919 -0.588744342327118j,-0.272339910268784 -0.604663670063019j,-0.238619744777679 -0.618746936321259j,-0.204175010323524 -0.630951464176178j,-0.169110268354416 -0.641240119934082j,-0.13353206217289 -0.649581670761108j,-0.0975484326481819 -0.655950844287872j,-0.0612685456871986 -0.660328209400177j,-0.0248026754707098 -0.662700533866882j,0.0117385452613235 -0.66306060552597j,0.0482441373169422 -0.661407351493835j,0.0846031904220581 -0.657745718955994j,0.120704151690006 -0.652087152004242j,0.15643984079361 -0.644448399543762j,0.191700488328934 -0.634852766990662j,0.226379081606865 -0.623329520225525j,0.260370284318924 -0.609913527965546j,0.293570876121521 -0.59464555978775j,0.32588005065918 -0.577571988105774j,0.3571996986866 -0.558744609355927j,0.387434750795364 -0.538220703601837j,0.416493356227875 -0.516062438488007j,0.444287300109863 -0.492337226867676j,0.47073221206665 -0.467117071151733j,0.495746940374374 -0.440479457378387j,0.519257187843323 -0.412503451108932j,0.541190803050995 -0.383274912834167j,0.561481118202209 -0.352882593870163j,0.580066502094269 -0.321418732404709j,0.596890568733215 -0.288978934288025j,0.611902177333832 -0.25566166639328j,0.62505578994751 -0.221568077802658j,0.63631147146225 -0.186801731586456j,0.645635008811951 -0.15146815776825j,0.652998149394989 -0.115674637258053j
0.479168087244034 -0.458459466695786j,0.503693580627441 -0.43136990070343j,0.526690006256104 -0.402970016002655j,0.548087179660797 -0.373346507549286j,0.567820131778717 -0.342589408159256j,0.585828900337219 -0.310791999101639j,0.602058827877045 -0.278050929307938j,0.61646044254303 -0.244466111063957j,0.628990411758423 -0.210138455033302j,0.639610588550568 -0.175172731280327j,0.648288547992706 -0.139675065875053j,0.654998004436493 -0.103753298521042j,0.659718632698059 -0.0675164982676506j,0.662436068058014 -0.0310753397643566j,0.663142025470734 +0.00546083366498351j,0.661834418773651 +0.0419804267585278j,0.658517181873322 +0.078372523188591j,0.653200447559357 +0.114526696503162j,0.645900249481201 +0.150333061814308j,0.636638998985291 +0.185682371258736j,0.625444531440735 +0.22046847641468j,0.612350881099701 +0.254585146903992j,0.597397863864899 +0.287928760051727j,0.580630838871002 +0.32039812207222j,0.562100827693939 +0.351894587278366j,0.541864395141602 +0.382322043180466j,0.519982278347015 +0.4115891456604j,0.496521234512329 +0.439606457948685j,0.471552550792694 +0.466288924217224j,0.44515198469162 +0.491555541753769j,0.417399793863297 +0.515329599380493j,0.388380706310272 +0.537538468837738j,0.358181804418564 +0.558115541934967j,0.326895266771317 +0.576997935771942j,0.294616162776947 +0.594128310680389j,0.261442512273788 +0.609454691410065j,0.227474942803383 +0.622930407524109j,0.19281730055809 +0.634514510631561j,0.15757355093956 +0.644172132015228j,0.121851369738579 +0.651873767375946j,0.0857591927051544 +0.657595992088318j,0.0494066067039967 +0.661321520805359j,0.0129046402871609 +0.663038909435272j,-0.0236371606588364 +0.662743151187897j,-0.0601071752607822 +0.660434901714325j,-0.0963946953415871 +0.656121373176575j,-0.132389485836029 +0.649815499782562j,-0.167982295155525 +0.64153653383255j,-0.203064456582069 +0.631309747695923j,-0.237530618906021 +0.619165897369385j,-0.271275520324707 +0.605141937732697j,-0.304196715354919 +0.589280486106873j,-0.33619424700737 +0.571629762649536j,-0.367170929908752 +0.552243292331696j,-0.397032231092453 +0.531180381774902j,-0.425688475370407 +0.508504152297974j,-0.453052133321762 +0.484283924102783j,-0.479040116071701 +0.458593189716339j,-0.503573536872864 +0.431509971618652j,-0.526577889919281 +0.403116464614868j,-0.547982931137085 +0.373499482870102j,-0.567724466323853 +0.342747837305069j,-0.585742115974426 +0.310955494642258j,-0.601981222629547 +0.278218924999237j,-0.616392433643341 +0.244637608528137j,-0.628931999206543 +0.210313409566879j,-0.639561653137207 +0.175351232290268j,-0.648249566555023 +0.139855995774269j,-0.654969036579132 +0.103936113417149j,-0.65969979763031 +0.0677006468176842j,-0.662427306175232 +0.0312595814466476j,-0.663143515586853 -0.00527640245854855j,-0.661846101284027 -0.0417957007884979j,-0.658539056777954 -0.0781887322664261j,-0.653232395648956 -0.114344373345375j,-0.645942211151123 -0.150152802467346j,-0.636690616607666 -0.185505285859108j,-0.625505805015564 -0.220294505357742j,-0.612421870231628 -0.254414230585098j,-0.597478151321411 -0.287762016057968j,-0.580720245838165 -0.320236057043076j,-0.562199056148529 -0.351737707853317j,-0.541970729827881 -0.382171332836151j,-0.520096719264984 -0.411444485187531j,-0.496643900871277 -0.43946784734726j,-0.471682637929916 -0.466157287359238j,-0.445289194583893 -0.491431295871735j,-0.41754361987114 -0.515213072299957j,-0.388530164957047 -0.53743040561676j,-0.35833752155304 -0.558015584945679j,-0.327056288719177 -0.576906681060791j,-0.294781982898712 -0.594046056270599j,-0.261612594127655 -0.609381675720215j,-0.227648824453354 -0.622866928577423j,-0.192993775010109 -0.634460866451263j,-0.157752767205238 -0.644128262996674j,-0.122032701969147 -0.651839852333069j,-0.0859420970082283 -0.657572150230408j,-0.0495918206870556 -0.661307692527771j,-0.0130896810442209 -0.663035333156586j,0.023452190682292 -0.662749707698822j,0.0599228329956532 -0.660451650619507j,0.0962115526199341 -0.656148254871368j,0.132208123803139 -0.649852395057678j,0.167803257703781 -0.641583383083344j,0.2028888463974 -0.631366193294525j,0.237358406186104 -0.619231939315796j,0.271107196807861 -0.605217337608337j,0.304032802581787 -0.589365065097809j,0.336035221815109 -0.571723222732544j,0.36701625585556 -0.552346110343933j,0.396883964538574 -0.53129118680954j,0.425546526908875 -0.508622944355011j,0.452916949987411 -0.484410375356674j,0.478912115097046 -0.45872688293457j,0.503453075885773 -0.43165048956871j,0.526465356349945 -0.403263419866562j,0.547879040241241 -0.373651891946793j,0.567629098892212 -0.342905759811401j,0.585655629634857 -0.311118423938751j,0.601903796195984 -0.278386354446411j
0.346400141716003 -0.565503418445587j,0.377023875713348 -0.54556405544281j,0.406502783298492 -0.523968160152435j,0.434746921062469 -0.500781655311584j,0.461671471595764 -0.47607421875j,0.487194150686264 -0.449921160936356j,0.511237502098083 -0.422401934862137j,0.53372848033905 -0.393600106239319j,0.55459851026535 -0.363603681325912j,0.573784947395325 -0.332502663135529j,0.591229021549225 -0.300392031669617j,0.60687792301178 -0.267369270324707j,0.620684087276459 -0.233534693717957j,0.63260555267334 -0.198990970849991j,0.64260596036911 -0.163843631744385j,0.650655329227448 -0.128198191523552j,0.65672904253006 -0.0921635031700134j,0.660808622837067 -0.0558489263057709j,0.662881731987 -0.0193648114800453j,0.662941992282867 +0.0171781424432993j,0.660989284515381 +0.0536682903766632j,0.657029569149017 +0.0899961218237877j,0.651074826717377 +0.126050665974617j,0.643143057823181 +0.161722481250763j,0.633258461952209 +0.196903228759766j,0.621451020240784 +0.231486082077026j,0.607756793498993 +0.265365451574326j,0.592216968536377 +0.298439651727676j,0.574878871440887 +0.330607682466507j,0.555795192718506 +0.361771821975708j,0.535023927688599 +0.391837447881699j,0.512628018856049 +0.420713275671005j,0.488675981760025 +0.44831120967865j,0.463239729404449 +0.47454833984375j,0.436396867036819 +0.499344527721405j,0.408228904008865 +0.522624433040619j,0.378821402788162 +0.544317483901978j,0.348264127969742 +0.564357399940491j,0.316648870706558 +0.58268404006958j,0.284072130918503 +0.599241375923157j,0.250632792711258 +0.613979160785675j,0.216432437300682 +0.626852571964264j,0.181574895977974 +0.63782262802124j,0.146166622638702 +0.64685583114624j,0.110313929617405 +0.653925061225891j,0.0741262659430504 +0.659008681774139j,0.037713535130024 +0.662091255187988j,0.00118626398034394 +0.663163423538208j,-0.0353445895016193 +0.662221968173981j,-0.0717674940824509 +0.659269750118256j,-0.107973098754883 +0.654315650463104j,-0.14385087788105 +0.647374749183655j,-0.17929182946682 +0.638468146324158j,-0.214188396930695 +0.627622902393341j,-0.248434603214264 +0.614871859550476j,-0.281925857067108 +0.600254118442535j,-0.314561635255814 +0.583813428878784j,-0.346242278814316 +0.565600037574768j,-0.376871585845947 +0.545669317245483j,-0.406356543302536 +0.524081587791443j,-0.434607595205307 +0.500902593135834j,-0.461538553237915 +0.47620302438736j,-0.487068563699722 +0.450057119131088j,-0.511119604110718 +0.422544598579407j,-0.533618628978729 +0.393749058246613j,-0.554497361183167 +0.363757938146591j,-0.573692083358765 +0.33266282081604j,-0.591145157814026 +0.300557047128677j,-0.606803297996521 +0.267538666725159j,-0.620618879795074 +0.233707919716835j,-0.632550001144409 +0.199167534708977j,-0.642560362815857 +0.164022371172905j,-0.650619566440582 +0.128379791975021j,-0.656703352928162 +0.0923467800021172j,-0.660793006420135 +0.056033369153738j,-0.66287624835968 +0.0195498038083315j,-0.662946760654449 -0.0169931352138519j,-0.661004185676575 -0.0534844510257244j,-0.657054662704468 -0.0898127183318138j,-0.651109933853149 -0.125868931412697j,-0.643188178539276 -0.161542966961861j,-0.633313417434692 -0.196726471185684j,-0.621515572071075 -0.231312602758408j,-0.607830584049225 -0.265196412801743j,-0.592300236225128 -0.298274368047714j,-0.574971139431 -0.330447226762772j,-0.555896162986755 -0.361616671085358j,-0.535133242607117 -0.391688108444214j,-0.512745440006256 -0.420570224523544j,-0.488800674676895 -0.448175251483917j,-0.463372141122818 -0.474418997764587j,-0.436536222696304 -0.499222695827484j,-0.408374756574631 -0.522510528564453j,-0.378973305225372 -0.544211745262146j,-0.348421096801758 -0.564260482788086j,-0.31681090593338 -0.582595944404602j,-0.284238785505295 -0.59916228055954j,-0.250803530216217 -0.613909363746643j,-0.21660678088665 -0.626792311668396j,-0.181753501296043 -0.637771785259247j,-0.146347180008888 -0.646815001964569j,-0.110496439039707 -0.653894245624542j,-0.0743101984262466 -0.658987998962402j,-0.0378983207046986 -0.662080705165863j,-0.00137137470301241 -0.663163065910339j,0.0351597405970097 -0.662231802940369j,0.07158412784338 -0.659289717674255j,0.107791095972061 -0.654345691204071j,0.143670797348022 -0.647414743900299j,0.179114237427711 -0.638518035411835j,0.214013829827309 -0.627682447433472j,0.248262375593185 -0.614941418170929j,0.281758308410645 -0.600332736968994j,0.31439870595932 -0.583901226520538j,0.346084415912628 -0.565696656703949j,0.376719295978546 -0.545774459838867j,0.406210243701935 -0.52419501543045j,0.434467792510986 -0.501023888587952j,0.461406081914902 -0.476331382989883j,0.486943334341049 -0.45019257068634j,0.511002063751221 -0.422686755657196j
