-0.0676412353033403 -0.0732725840181955j,-0.0779766919268368 -0.0653658747597476j,-0.087309162533973 -0.0560974622807871j,-0.0954636707689406 -0.0456083722054344j,-0.102286836016271 -0.0340617450144674j,-0.107649626727819 -0.021639439344988j,-0.111449600531812 -0.00853821019274641j,-0.113612420491022 +0.00503423775294525j,-0.114092878285406 +0.0188634321676672j,-0.112875248274914 +0.0327323394434246j,-0.10997299407757 +0.0464254321473067j,-0.105427950962098 +0.0597327639617125j,-0.0993088893085794 +0.0724536908566279j,-0.0917096236583303 +0.0844003555494244j,-0.0827466443894662 +0.0954008099310107j,-0.0725564081115169 +0.105301701292999j,-0.061292280084512 +0.113970440809828j,-0.0491212974223242 +0.121297042029267j,-0.0362207327207571 +0.127195193276679j,-0.022774644812921 +0.131603121619082j,-0.00897042510692208 +0.134483654693028j,0.00500461870320307 +0.135823978526105j,0.0189664536203879 +0.135634908462536j,0.0327373486714327 +0.133949658889945j,0.0461485943090557 +0.130822295941695j,0.0590429687169328 +0.126325883240835j,0.0712767987279931 +0.120550350167503j,0.0827216794740797 +0.113600056730778j,0.0932658070176021 +0.105591390544223j,0.102814917879196 +0.0966501088495467j,0.11129283964669 +0.0869087745677723j,0.118641667417796 +0.0765041457561286j,0.12482162137855 +0.0655746699414742j,0.129810480270674 +0.0542581351233881j,0.13360290605782 +0.0426894289689789j,0.136209277933179 +0.0309985344299273j,0.137654543394268 +0.0193087560892042j,0.137976747414153 +0.00773517404677575j,0.137225454399797 -0.00361665296163547j,0.135460175246926 -0.0146516737238374j,0.132748615288439 -0.0252861536564337j,0.129165081560287 -0.0354481290727543j,0.124788732825368 -0.0450777122736073j,0.119702071320295 -0.0541270858288239j,0.113989434340173 -0.0625603679197639j,0.107735556272957 -0.0703532308134318j,0.101024419997744 -0.0774923946676012j,0.0939381238852797 -0.0839749769243088j,0.0865559291110819 -0.0898077085823584j,0.0789535315502643 -0.0950061264659941j,0.0712024298607606 -0.0995936240700683j,0.0633695282656588 -0.103600515958993j,0.0555168057808792 -0.107063077193155j,0.0477012176840187 -0.110022556503816j,0.0399746660630575 -0.112524228797095j,0.0323841509419913 -0.114616470255888j,0.0249719853589628 -0.116349823924353j,0.0177760985977541 -0.117776186994099j,0.0108304698090834 -0.118947967247463j,0.00416551960381718 -0.119917338560069j,-0.00219134617736346 -0.120735516067423j,-0.0082152935486473 -0.121452112498602j,-0.0138834927476511 -0.122114494996129j,-0.0191746492292862 -0.122767217637964j,-0.0240685138484497 -0.123451492625756j,-0.0285454871564921 -0.124204692496368j,-0.0325861853397595 -0.12505985304487j,-0.0361711834949185 -0.126045280538861j,-0.039280731753998 -0.127184105916903j,-0.0418946396196626 -0.128493926673797j,-0.0439922033434914 -0.129986423905269j,-0.0455522289112659 -0.131667095494113j,-0.0465532179451225 -0.133534933780367j,-0.046973555257323 -0.135582189355153j,-0.0467919244929966 -0.137794184254343j,-0.0459877096113049 -0.140149190497372j,-0.0445415745943779 -0.142618345776631j,-0.0424361200480797 -0.145165683003507j,-0.0396565735875314 -0.147748254158043j,-0.0361916445150567 -0.150316307115617j,-0.0320343238684564 -0.152813638565812j,-0.0271828136529015 -0.155178023069608j,-0.021641435078784 -0.157341827252601j,-0.01542150482416 -0.159232754408425j,-0.00854226391488583 -0.160774672248691j,-0.00103166144797149 -0.161888692407266j,0.00707289480474721 -0.162494349504766j,0.0157239088325972 -0.162510883363781j,0.0248633225918374 -0.161858731334301j,0.0344221947773135 -0.160461127869515j,0.0443205927784278 -0.158245721935001j,0.0544677049838399 -0.155146367009692j,0.0647621771616959 -0.151104901263481j,0.075092764148601 -0.146072942055713j,0.0853391958204212 -0.140013694386422j,0.0953734088252002 -0.132903614272171j,0.105060925513693 -0.124734004277752j,0.114262692540226 -0.115512452484648j,0.122837052470183 -0.105264039250012j,0.130641988595709 -0.0940323016351824j,0.137537605182374 -0.0818798585571235j,0.143388750015158 -0.0688887629530646j,0.14806781678795 -0.0551604012449615j,0.151457530336125 -0.0408150588812926j,0.153453819572671 -0.0259909617178665j,0.153968603785117 -0.0108429456508145j,0.152932471086826 +0.00445931693185853j,0.150297120516966 +0.019733596603056j,0.146037563414817 +0.0347877482108957j,0.140154018146423 +0.0494227631685231j,0.132673319257801 +0.0634361411232009j,0.123649900098019 +0.0766256035424976j,0.113166266818797 +0.0887929438915827j,0.101332860658304 +0.0997481036338734j,0.0882873381107574 +0.109313266571023j,0.0741932422413259 +0.117326902538042j,0.0592380016099752 +0.123647694459933j,0.0436303678043734 +0.12815824914963j,0.0275972100007712 +0.130768422145709j,0.0113798102119854 +0.131418312049667j,-0.00477038738440835 +0.130080569029187j
-0.0759227524269177 -0.0653760446971657j,-0.0853899781302265 -0.0562582032665764j,-0.093689478978581 -0.0458791547023017j,-0.100659359846007 -0.0344016590728162j,-0.106162216612833 -0.0220087120198247j,-0.110087572436895 -0.00889977126902387j,-0.112353761950509 +0.00471342779097025j,-0.112909102712127 +0.0186110847821832j,-0.111732478914107 +0.0325697418869118j,-0.108833205280259 +0.0463666119643367j,-0.104250356709168 +0.0597838020294436j,-0.0980513822042424 +0.0726123426652547j,-0.0903303120535169 +0.0846559327395697j,-0.0812053373299832 +0.0957342575286018j,-0.0708160616298931 +0.10568599000833j,-0.0593203889990302 +0.114371167348033j,-0.0468911210095974 +0.121673283469022j,-0.033712408269994 +0.127500508882105j,-0.0199760815862816 +0.131786710779072j,-0.00587797867518375 +0.1344917204348j,0.00838564324805782 +0.135601103734457j,0.0226215767773603 +0.135125531333529j,0.0366429007227694 +0.133099536986232j,0.0502719752999943 +0.129579934548032j,0.0633430511669525 +0.124643960693702j,0.0757046316495137 +0.11838696209103j,0.0872212656632478 +0.110919912451573j,0.0977751658495332 +0.102366795910072j,0.107267139852382 +0.0928618299811162j,0.115617357455785 +0.0825466610779436j,0.122765503550289 +0.0715675825358286j,0.128670712348771 +0.0600728307790038j,0.133310989037959 +0.0482099830359209j,0.136682462035763 +0.0361235868066818j,0.13879823891469 +0.0239529398720082j,0.139687014964627 +0.0118301059284025j,0.139391631167501 -0.000121720831609303j,0.137967289354094 -0.0117896891386207j,0.135479805187816 -0.0230723853139428j,0.132003774853045 -0.0338807042129825j,0.127620681741071 -0.0441383897743754j,0.122417089569797 -0.0537823353350266j,0.116482904938742 -0.0627626696982837j,0.109909670019696 -0.0710425127531669j,0.102789099066191 -0.078597632160469j,0.0952115949124435 -0.0854158751295823j,0.0872651363259785 -0.0914964447814442j,0.0790341659392382 -0.0968490473729914j,0.0705987404447524 -0.101493019807109j,0.0620338903743969 -0.105456272075103j,0.0534090682465701 -0.108774282211486j,0.0447879200225985 -0.111489031486098j,0.0362280508819292 -0.113647998592393j,0.0277811330120067 -0.11530303340525j,0.0194929605864549 -0.116509452064983j,0.0114037936722227 -0.11732501662489j,0.00354872843142465 -0.117809080258938j,-0.00404184748878599 -0.118021716365448j,-0.0113416811748912 -0.118022924798133j,-0.018328101286899 -0.117871940605712j,-0.0249813309438099 -0.117626513413815j,-0.0312839126668316 -0.117342352657847j,-0.0372200043260936 -0.11707249359624j,-0.042774819992062 -0.116866852501433j,-0.0479340042493779 -0.116771657744761j,-0.0526830990360853 -0.116829016746957j,-0.0570070914608246 -0.117076528253535j,-0.0608900071227034 -0.117546804464903j,-0.0643145938504203 -0.11826710271353j,-0.0672621182774574 -0.119258953456027j,-0.0697122314206276 -0.120537798121045j,-0.0716429990222728 -0.122112590973779j,-0.0730309837078636 -0.123985550457792j,-0.0738515062010303 -0.12615179887352j,-0.074078968726172 -0.128599151319778j,-0.0736873601461176 -0.131307846045646j,-0.0726507995565886 -0.134250426266387j,-0.0709442877151208 -0.137391634040646j,-0.0685444516121021 -0.1406884234202j,-0.065430484243714 -0.144090029461776j,-0.061585061940925 -0.147538209211451j,-0.0569954250525105 -0.150967577695121j,-0.0516543971054921 -0.154306051887318j,-0.0455614834773574 -0.157475550128317j,-0.0387239556986702 -0.160392729585142j,-0.0311578555870185 -0.162969998821997j,-0.0228889894609898 -0.165116625045039j,-0.0139537713208833 -0.166740067962954j,-0.00439996813530755 -0.167747440389732j,0.00571274150200922 -0.168047091417333j,0.016312391120396 -0.167550448082998j,0.0273146009088355 -0.166173802663501j,0.0386226686723516 -0.163840289498541j,0.0501279832943839 -0.160481860863943j,0.0617107255960857 -0.156041352120887j,0.0732408540069362 -0.150474351321948j,0.0845794236017395 -0.143751159613611j,0.0955802669224882 -0.13585850046097j,0.106091906529455 -0.126801087908285j,0.115959842397148 -0.11660295344403j,0.125028996687891 -0.105308459182316j,0.133146527213446 -0.0929830095622983j,0.140164677044909 -0.079713346472049j,0.145943875156862 -0.0656074319116795j,0.150355814662764 -0.0507938596757115j,0.15328658878546 -0.0354208302378217j,0.154639729833291 -0.0196546055377522j,0.154339082231266 -0.00367748066111369j,0.152331474703038 +0.0123147185973386j,0.148589049746672 +0.0281155915202594j,0.143111255608611 +0.043511496578195j,0.135926288756119 +0.0582853362157378j,0.127092117350436 +0.0722205143936717j,0.116696851908192 +0.0851052096663966j,0.104858506810382 +0.0967367510253805j,0.0917241097646508 +0.10692600289569j,0.0774681276667727 +0.115501753551781j,0.0622902492354225 +0.122314817148057j,0.0464124364525192 +0.127241995233472j,0.0300754502301593 +0.130189552630117j,0.0135347074683868 +0.131096222016867j
-0.0831842642682878 -0.0566550948605144j,-0.0916540039555679 -0.0464357100206367j,-0.0988032469338325 -0.0350736607189584j,-0.104485643500263 -0.0227520382107089j,-0.108581943659567 -0.00967198108147081j,-0.111002280589057 +0.00395150322037918j,-0.111687510532795 +0.0178939864464858j,-0.110610057481301 +0.0319260850223202j,-0.10777397670594 +0.0458180536150865j,-0.103214447432982 +0.0593441988552703j,-0.0969965006175033 +0.0722872048673783j,-0.0892132559504413 +0.0844420727462103j,-0.0799836137590749 +0.0956197952540638j,-0.0694494104879643 +0.105650516780641j,-0.0577722623333699 +0.114386322320248j,-0.0451300698730327 +0.121703382054596j,-0.031713296709413 +0.127503596599049j,-0.017721136888541 +0.131715629512132j,-0.00335765017275943 +0.134295418098169j,0.0111720870899994 +0.135226086240161j,0.025665664230264 +0.134517292022307j,0.0399268415786766 +0.132204092788879j,0.053768747851933 +0.128345415760976j,0.0670168153111051 +0.123022004402964j,0.0795112307813635 +0.116334133492293j,0.091109102281876 +0.108398988826045j,0.101686106694446 +0.0993478881181351j,0.111137643220482 +0.0893233229386694j,0.119379728888941 +0.0784759991383649j,0.126349212665206 +0.0669618068194725j,0.132003700569442 +0.0549389290851769j,0.136321133691004 +0.0425650342015927j,0.139298875624073 +0.0299946411836517j,0.140952542377271 +0.0173767552649683j,0.141314603026567 +0.0048526721430228j,0.140432708437189 -0.00744583756932376j,0.138367842693963 -0.0193981330300043j,0.135192394653689 -0.0308959389862451j,0.130988115217161 -0.0418442835359818j,0.125844121417399 -0.0521621565555296j,0.119854856362648 -0.0617828186654733j,0.113118138336494 -0.0706538957761317j,0.105733298501555 -0.0787371687272598j,0.097799548014883 -0.0860081898492625j,0.0894143571320613 -0.0924556259049084j,0.0806721271178251 -0.0980804897148761j,0.0716629726175802 -0.10289526436441j,0.0624718330374533 -0.106922821041681j,0.0531776307120906 -0.110195382863645j,0.0438527396032981 -0.112753378057123j,0.0345626615287521 -0.114644279653583j,0.0253658052993296 -0.115921447069183j,0.0163135494633873 -0.116643051894215j,0.0074503712178765 -0.116870983612396j,-0.00118582328391419 -0.116669809248363j,-0.00956322583231299 -0.116105867700951j,-0.0176556256101966 -0.115246347747175j,-0.025441735494042 -0.114158488396628j,-0.0329045352624907 -0.112908867999468j,-0.0400304821376234 -0.111562710343353j,-0.0468087614701002 -0.110183291549798j,-0.0532305287424129 -0.108831411536627j,-0.0592880939783001 -0.107564870699429j,-0.0649742462842833 -0.10643804825344j,-0.0702815099811842 -0.105501447135418j,-0.0752015174985514 -0.104801330670022j,-0.0797244753544509 -0.104379322534095j,-0.0838386443803098 -0.104271997780981j,-0.0875299507474562 -0.104510589431138j,-0.0907817417687353 -0.10512054026225j,-0.0935745811476804 -0.10612115855235j,-0.0958862129926314 -0.107525264249948j,-0.0976916450851905 -0.109338801819987j,-0.0989633317003736 -0.111560485903837j,-0.0996715629414959 -0.11418144221411j,-0.0997848881383287 -0.117184970687699j,-0.0992707658677782 -0.120546178716781j,-0.0980962716574064 -0.124231858970929j,-0.0962289698520256 -0.128200309211613j,-0.0936378843770141 -0.132401328851961j,-0.0902945547490966 -0.136776247930905j,-0.0861741927804683 -0.141258165390321j,-0.0812568874803126 -0.145772283722826j,-0.0755288604707244 -0.150236406486512j,-0.0689837245687173 -0.154561613460973j,-0.0616237284647171 -0.158653173127347j,-0.0534609614731377 -0.162411543474409j,-0.0445184497729523 -0.165733676840718j,-0.0348311745374049 -0.168514434015066j,-0.0244468829311894 -0.170648269384868j,-0.0134267645294894 -0.172030937717666j,-0.00184584837768331 -0.172561530176466j,0.0102068369713379 -0.172144556461973j,0.0226283816673165 -0.170692018534924j,0.0353024474156655 -0.168125724195669j,0.0481000757803798 -0.164379422874082j,0.0608808124229044 -0.159401058327949j,0.0734941712198587 -0.15315475949306j,0.0857815292783888 -0.14562279143694j,0.0975782788232335 -0.136807283475316j,0.108716351407451 -0.126731593994327j,0.119026974985503 -0.115441452879204j,0.128343755195688 -0.103005641268339j,0.136505873679363 -0.0895163068089663j,0.143361415336096 -0.0750887669161122j,0.148770831874587 -0.0598607727395656j,0.15261030611238 -0.0439913741495144j,0.154775052866361 -0.0276590844881298j,0.155182431896746 -0.0110596580554518j,0.153774782227518 +0.00559672302508503j,0.15052192915456 +0.0220887184469646j,0.145423171794406 +0.0381875540094j,0.138508885895417 +0.0536610785772066j,0.12984139242851 +0.0682781781454621j,0.119515317362615 +0.0818133610470999j,0.107657156281759 +0.094051455172617j,0.0944242192036215 +0.104792367152366j,0.0800027593121156 +0.113855681198439j,0.0646054488659874 +0.121085101436836j,0.0484681430137907 +0.126352480588849j,0.0318459270935654 +0.129561491667654j
-0.0893555151374971 -0.0472505906649905j,-0.0967142025654281 -0.0360519600434026j,-0.102613523051712 -0.0238455621021885j,-0.10692483626696 -0.0108331561949258j,-0.109549147362169 +0.00276796664268466j,-0.110418908287706 +0.0167294804820773j,-0.109498958499353 +0.0308167270273926j,-0.106786954934226 +0.0447934087446907j,-0.102312952365282 +0.0584262954143895j,-0.096138359320166 +0.0714897266666994j,-0.0883542327668143 +0.0837698753365165j,-0.0790790121250504 +0.0950686908788146j,-0.0684557484824508 +0.105207371724919j,-0.0566488367501285 +0.114029321535975j,-0.0438404553174437 +0.121402722508632j,-0.0302267369718123 +0.127222285874643j,-0.0160137392623212 +0.131410583547249j,-0.00141336076202429 +0.133918719661039j,0.0133606631346356 +0.134726380373868j,0.0280967786863736 +0.133841275238239j,0.0425892912485536 +0.131298122911392j,0.0566419050777566 +0.127157071523477j,0.0700708306747253 +0.121501628834799j,0.0827075759655129 +0.114436384513018j,0.0944012305545202 +0.10608418690247j,0.105020392510706 +0.0965832767024061j,0.11445452788211 +0.0860841698372273j,0.122614868889705 +0.0747464514202773j,0.129434893139571 +0.0627356130445364j,0.134870243838866 +0.0502198675753782j,0.138898297956803 +0.0373671517419042j,0.141517310546514 +0.0243422731435493j,0.142745187071497 +0.0113043033480756j,0.142618014389628 -0.001595802371896j,0.141188187089029 -0.0142172335900731j,0.138522565634745 -0.0264310641411527j,0.134700271603475 -0.0381216383701606j,0.129810562529383 -0.0491876356678725j,0.123950515860221 -0.0595427933955731j,0.117222923734122 -0.0691162879438105j,0.109734041410487 -0.0778528409080738j,0.101591644823727 -0.0857125178912257j,0.0929030480614212 -0.0926702834474495j,0.0837734388914257 -0.0987153448443204j,0.0743042860663905 -0.103850301129622j,0.0645920924286107 -0.108090131019519j,0.0547272149772556 -0.111461092159914j,0.0447930711197749 -0.113999486516442j,0.034865456179076 -0.115750508454569j,0.0250121386649495 -0.116766841393327j,0.0152926465122627 -0.117107570749601j,0.00575828424540876 -0.116836855842761j,-0.00354770540109884 -0.116022771710497j,-0.0125897959773772 -0.114736314017934j,-0.0213396735541892 -0.113050276388842j,-0.0297756386196725 -0.111038379161485j,-0.0378818703386751 -0.108774431546392j,-0.0456476664675164 -0.10633158379986j,-0.0530665518785248 -0.103781665371301j,-0.0601354086827719 -0.101194596500035j,-0.0668535779416081 -0.0986379119076585j,-0.0732219194076277 -0.0961762853092614j,-0.0792419594179452 -0.0938711363610001j,-0.0849150155735578 -0.0917802817350387j,-0.0902414174930679 -0.0899575839577489j,-0.095219756344578 -0.0884526480183979j,-0.099846225945339 -0.0873104812805706j,-0.104114069533579 -0.0865712182520003j,-0.108013134944546 -0.0862696987275194j,-0.111529451389664 -0.0864352093691808j,-0.11464511351464 -0.0870910656229873j,-0.117338039449748 -0.0882542028714705j,-0.119582127043628 -0.0899348045487901j,-0.121347356566966 -0.09213586879983j,-0.122600155722559 -0.0948527872662565j,-0.123303813937903 -0.0980729358326841j,-0.123419150237718 -0.101775300382062j,-0.122905236674309 -0.10593015411673j,-0.121720314469146 -0.110498736977591j,-0.119822808803937 -0.115433089937367j,-0.117172519138805 -0.120675967066945j,-0.11373181544036 -0.126160868547753j,-0.109467027486126 -0.131812201542837j,-0.104349848263327 -0.137545628864199j,-0.0983587649033046 -0.143268636267671j,-0.0914805179199064 -0.148881230464859j,-0.083711524517375 -0.154276888745124j,-0.075059252081619 -0.159343739398453j,-0.0655435037338933 -0.163965944169726j,-0.05519749956397 -0.16802527541755j,-0.0440688569874195 -0.171402998533815j,-0.0322203065675094 -0.173981803355058j,-0.0197301453753788 -0.175647988079693j,-0.00669239904701293 -0.176293835907153j,0.00678332582967533 -0.175819913147114j,0.0205723902188259 -0.174137565783203j,0.034536001788745 -0.171171396461892j,0.0485225267416138 -0.166861597392799j,0.0623691633918535 -0.161166264672172j,0.0759040244568228 -0.154063466241955j,0.0889485869189449 -0.145553071294499j,0.101320472277662 -0.135658286938444j,0.112836573721415 -0.124426831206597j,0.123316389533191 -0.111931595819306j,0.132585566239028 -0.0982709460261113j,0.140479605288553 -0.0835684104331721j,0.14684756650795 -0.0679718503765648j,0.151555760532664 -0.0516520312173278j,0.154491291115394 -0.0348006469171215j,0.155565415783436 -0.0176277362968833j,0.154716533322658 -0.000358572207882102j,0.151912805005859 +0.0167699425180629j,0.147154243351047 +0.0335133954826265j,0.14047427287011 +0.0496243265027605j,0.131940559139461 +0.0648569586618668j,0.121655261877078 +0.0789722154241868j,0.109754364057487 +0.0917427310785787j,0.0964064038802363 +0.102957977933114j,0.0818103234276055 +0.112429059786814j,0.0661925566825526 +0.119993450162834j,0.0498034013438967 +0.125519148993608j
-0.094385904809168 -0.0373072140369928j,-0.100536753487946 -0.0252620511683048j,-0.105104906706188 -0.0123584748098965j,-0.107981435787216 +0.00118499888082745j,-0.109089367590707 +0.0151370957739203j,-0.108384896021643 +0.0292585922915565j,-0.105858059476546 +0.0433072103380263j,-0.101532539923928 +0.0570424970972425j,-0.0954648179866526 +0.0702306099844648j,-0.0877426115858053 +0.0826488475090996j,-0.0784826854774184 +0.0940898300814418j,-0.0678281192755663 +0.10436532364221j,-0.0559450402879046 +0.113309509864453j,-0.0430189801572854 +0.120781758574668j,-0.0292509368586277 +0.126668727068494j,-0.0148531979990272 +0.130885947623075j,-4.5089351622285e-05 +0.133378649877564j,0.0149513353631611 +0.134122000603962j,0.0299154441893395 +0.133120739443089j,0.044632086375567 +0.130408194616022j,0.0588952927925151 +0.126044743130423j,0.0725117604477135 +0.120115845969546j,0.0853038120485973 +0.112729541948901j,0.0971120279296776 +0.10401370017572j,0.107797327506424 +0.094112949846335j,0.117242539985232 +0.0831854056517467j,0.12535353653673 +0.0713992974207842j,0.132059716438211 +0.0589295576024414j,0.137314142895772 +0.0459544537895171j,0.141093129519285 +0.0326523117370384j,0.143395321565075 +0.0191984569656375j,0.144240559312088 +0.00576234963629638j,0.143668234578039 -0.00749500610748361j,0.141735407320363 -0.0204232864255282j,0.138514730025939 -0.0328847761092355j,0.134092216540748 -0.0447559539977994j,0.128564746311651 -0.0559286257092431j,0.122037808712533 -0.0663107761001024j,0.114622921375384 -0.0758270203257624j,0.106435357485023 -0.0844187386575494j,0.0975918716358152 -0.0920438829378857j,0.0882086132966631 -0.0986765203096322j,0.0783991707612239 -0.104306082362662j,0.0682728590249768 -0.108936506751833j,0.0579332520475349 -0.112585051087185j,0.0474769284869531 -0.115281172004738j,0.0369924875715271 -0.117065133925671j,0.0265597929169277 -0.117986698800218j,0.0162494819658141 -0.118103638098326j,0.00612273006659243 -0.117480524070836j,-0.00376880854857622 -0.116187259053339j,-0.0133827997805085 -0.114297874253375j,-0.0226859005662466 -0.111889324288832j,-0.0316531994443547 -0.109040435125872j,-0.0402675577228238 -0.105830901352285j,-0.0485188486233076 -0.102340384107703j,-0.0564030347842484 -0.0986478119869983j,-0.0639212457300116 -0.0948307029173324j,-0.0710787559465841 -0.0909645771428082j,-0.0778839591472011 -0.0871225526595518j,-0.0843473494504249 -0.0833749004487375j,-0.0904804752411976 -0.0797887605610687j,-0.0962949447586195 -0.0764278243574417j,-0.10180146146259 -0.0733521376386178j,-0.107008941305755 -0.0706178360448558j,-0.111923677936534 -0.0682769216305028j,-0.116548622066569 -0.0663770475843044j,-0.120882710545073 -0.0649612480158571j,-0.124920329477592 -0.0640676688144603j,-0.128650913655215 -0.0637292140270278j,-0.13205863239699 -0.0639731936928741j,-0.135122246111991 -0.0648209475713468j,-0.137815069059419 -0.0662873376311715j,-0.140105093248584 -0.0683803454220328j,-0.141955313816922 -0.0711005044720214j,-0.143324117717251 -0.0744404201947853j,-0.144165918198122 -0.0783842730942371j,-0.144431927194489 -0.0829072989661854j,-0.144071047243338 -0.0879753974176377j,-0.143030961328198 -0.0935447008893194j,-0.141259349777945 -0.0995613772387179j,-0.138705244801785 -0.105961411243823j,-0.135320450526785 -0.112670588476651j,-0.131061156536049 -0.119604712434396j,-0.125889506515033 -0.126669863294051j,-0.119775254563122 -0.133763036421447j,-0.112697438741259 -0.140772895757791j,-0.104646006856565 -0.147580816935599j,-0.0956233235964746 -0.154062163754397j,-0.0856456237256248 -0.160087837808802j,-0.074744268944628 -0.165526057937509j,-0.0629667868262768 -0.170244376660952j,-0.0503776608810477 -0.174111908834906j,-0.0370588112586854 -0.177001774951891j,-0.023109798925476 -0.178793587146861j,-0.00864754052686426 -0.179376197484566j,0.00619426545081815 -0.178650313537972j,0.0212661967935668 -0.176531282846834j,0.0364045788302492 -0.172951643684075j,0.0514334093627936 -0.16786363935077j,0.0661666725730642 -0.161241487431804j,0.0804111171952324 -0.153083289237562j,0.0939693116918162 -0.143412730351437j,0.106643159813605 -0.132280214711411j,0.118237535104832 -0.119763624942191j,0.128564218306064 -0.105968439564687j,0.13744589875028 -0.0910273818452963j,0.144720256009656 -0.0750993671215374j,0.150243886779462 -0.0583678722457587j,0.153896172262107 -0.0410386684547707j,0.15558279693337 -0.0233369234806253j,0.15523890907904 -0.00550371523307981j,0.152831888481039 +0.0122079419304844j,0.14836341686275 +0.0295376271656282j,0.141871030673824 +0.0462223477144003j,0.133428867409991 +0.0620017261237887j,0.123147699012549 +0.0766233420954832j,0.111174126117582 +0.0898481651945864j,0.0976889386614341 +0.10145588122283j,0.0829046397723252 +0.111250094435607j,0.0670621671217186 +0.119063144438372j
