-0.143568813800812 -0.067718468606472j,-0.149630427360535 -0.0591978654265404j,-0.155173078179359 -0.0502932444214821j,-0.16017758846283 -0.0410430952906609j,-0.164627984166145 -0.0314866937696934j,-0.168511614203453 -0.021663861349225j,-0.171819001436234 -0.0116146821528673j,-0.174543932080269 -0.00137924670707434j,-0.176683336496353 +0.00900260265916586j,-0.178237229585648 +0.0194915216416121j,-0.179208666086197 +0.0300488919019699j,-0.179603546857834 +0.0406370386481285j,-0.179430574178696 +0.0512194447219372j,-0.178701058030128 +0.0617609433829784j,-0.177428856492043 +0.0722278729081154j,-0.175630077719688 +0.082588255405426j,-0.173323035240173 +0.0928119421005249j,-0.170528009533882 +0.10287070274353j,-0.167267084121704 +0.112738370895386j,-0.16356398165226 +0.122390903532505j,-0.159443825483322 +0.131806448101997j,-0.154932975769043 +0.140965431928635j,-0.150058850646019 +0.149850502610207j,-0.144849762320518 +0.15844663977623j,-0.139334678649902 +0.166741147637367j,-0.133543103933334 +0.174723520874977j,-0.127504855394363 +0.182385563850403j,-0.121249973773956 +0.189721241593361j,-0.11480849981308 +0.19672666490078j,-0.108210355043411 +0.203399956226349j,-0.101485230028629 +0.20974126458168j,-0.0946624279022217 +0.215752556920052j,-0.0877707600593567 +0.221437633037567j,-0.0808384567499161 +0.226801872253418j,-0.0738930702209473 +0.231852248311043j,-0.0669613853096962 +0.23659710586071j,-0.0600693598389626 +0.24104605615139j,-0.0532420836389065 +0.245209887623787j,-0.046503696590662 +0.249100357294083j,-0.0398773886263371 +0.25273010134697j,-0.0333853587508202 +0.256112456321716j,-0.0270487871021032 +0.259261339902878j,-0.0208878684788942 +0.262191116809845j,-0.0149217573925853 +0.264916449785233j,-0.00916863139718771 +0.26745218038559j,-0.00364566780626774 +0.26981309056282j,0.00163092056754977 +0.272013992071152j,0.00664585968479514 +0.274069368839264j,0.0113847889006138 +0.275993376970291j,0.015834229066968 +0.277799665927887j,0.0199815463274717 +0.279501408338547j,0.0238149240612984 +0.281110942363739j,0.0273233205080032 +0.282639920711517j,0.0304964389652014 +0.284099042415619j,0.0333246998488903 +0.285498082637787j,0.0357991978526115 +0.286845713853836j,0.0379117056727409 +0.288149476051331j,0.0396546199917793 +0.289415687322617j,0.0410209596157074 +0.2906494140625j,0.0420043617486954 +0.291854411363602j,0.0425990447402 +0.293033003807068j,0.0427998974919319 +0.294186115264893j,0.0426023378968239 +0.295313268899918j,0.0420024693012238 +0.296412438154221j,0.0409970209002495 +0.297480136156082j,0.0395834073424339 +0.298511385917664j,0.0377597622573376 +0.299499660730362j,0.0355249643325806 +0.3004370033741j,0.032878715544939 +0.301313847303391j,0.029821552336216 +0.302119374275208j,0.026354955509305 +0.302841126918793j,0.0224813856184483 +0.303465485572815j,0.0182043462991714 +0.303977340459824j,0.0135284988209605 +0.304360449314117j,0.00845968816429377 +0.3045973777771j,0.00300505594350398 +0.304669559001923j,-0.00282688974402845 +0.304557532072067j,-0.00902620516717434 +0.30424091219902j,-0.0155814196914434 +0.303698539733887j,-0.0224794708192348 +0.302908718585968j,-0.0297056324779987 +0.301849216222763j,-0.0372434481978416 +0.300497502088547j,-0.0450746677815914 +0.298830837011337j,-0.0531792156398296 +0.29682657122612j,-0.0615351311862469 +0.29446217417717j,-0.0701185539364815 +0.291715562343597j,-0.0789036899805069 +0.288565158843994j,-0.0878628268837929 +0.284990191459656j,-0.0969663262367249 +0.280970841646194j,-0.106182657182217 +0.276488572359085j,-0.115478456020355 +0.271526098251343j,-0.124818541109562 +0.266067892313004j,-0.134166046977043 +0.260100156068802j,-0.143482491374016 +0.253611147403717j,-0.152727842330933 +0.24659138917923j,-0.161860793828964 +0.239033833146095j,-0.170838728547096 +0.230934023857117j,-0.179618090391159 +0.222290381789207j,-0.188154399394989 +0.213104233145714j,-0.196402609348297 +0.203380092978477j,-0.204317212104797 +0.19312572479248j,-0.211852580308914 +0.182352289557457j,-0.218963205814362 +0.171074450016022j,-0.2256039083004 +0.159310445189476j,-0.231730252504349 +0.147082149982452j,-0.2372986972332 +0.134415090084076j,-0.242267027497292 +0.121338464319706j,-0.246594622731209 +0.107885152101517j,-0.250242739915848 +0.094091609120369j,-0.253174930810928 +0.0799978151917458j,-0.25535723567009 +0.065647155046463j,-0.256758570671082 +0.0510862953960896j,-0.257351130247116 +0.0363649874925613j,-0.257110476493835 +0.0215358957648277j,-0.256016045808792 +0.00665433146059513j,-0.254051208496094 -0.00822198204696178j,-0.251203715801239 -0.02303322032094j,-0.247465878725052 -0.0377177596092224j,-0.242834687232971 -0.0522125326097012j,-0.237312108278275 -0.0664534047245979j,-0.230905160307884 -0.080375537276268j
-0.149081364274025 -0.0552693642675877j,-0.154451668262482 -0.046178475022316j,-0.159263864159584 -0.0367406979203224j,-0.163501337170601 -0.0269967392086983j,-0.167150869965553 -0.0169878806918859j,-0.170202553272247 -0.00675571663305163j,-0.172649890184402 +0.00365813262760639j,-0.17448964715004 +0.0142122842371464j,-0.175721794366837 +0.0248658433556557j,-0.176349446177483 +0.0355786681175232j,-0.17637874186039 +0.04631157964468j,-0.17581869661808 +0.0570265986025333j,-0.174681127071381 +0.0676871463656425j,-0.17298036813736 +0.078258216381073j,-0.170733258128166 +0.0887065753340721j,-0.167958855628967 +0.0990008786320686j,-0.164678305387497 +0.109111823141575j,-0.1609146296978 +0.119012258946896j,-0.156692519783974 +0.128677278757095j,-0.152038171887398 +0.138084292411804j,-0.146979078650475 +0.147213101387024j,-0.141543805599213 +0.156045913696289j,-0.135761827230453 +0.164567336440086j,-0.129663333296776 +0.172764465212822j,-0.123279012739658 +0.180626779794693j,-0.116639897227287 +0.188146129250526j,-0.109777182340622 +0.19531674683094j,-0.102722078561783 +0.202135100960732j,-0.0955056399106979 +0.208599865436554j,-0.0881586223840714 +0.214711844921112j,-0.0807113647460938 +0.220473825931549j,-0.0731936544179916 +0.225890517234802j,-0.0656346157193184 +0.230968400835991j,-0.0580626465380192 +0.235715627670288j,-0.0505052879452705 +0.24014188349247j,-0.0429891869425774 +0.244258224964142j,-0.0355400294065475 +0.24807696044445j,-0.0281824823468924 +0.25161150097847j,-0.0209401715546846 +0.254876226186752j,-0.0138356620445848 +0.257886320352554j,-0.00689042126759887 +0.260657608509064j,-0.000124842074001208 +0.263206481933594j,0.00644177012145519 +0.265549600124359j,0.0127911744639277 +0.267703950405121j,0.0189061686396599 +0.269686549901962j,0.0247705727815628 +0.271514356136322j,0.0303691942244768 +0.273204147815704j,0.0356877781450748 +0.274772375822067j,0.0407129749655724 +0.276235073804855j,0.0454322919249535 +0.277607649564743j,0.0498340576887131 +0.278904914855957j,0.0539073571562767 +0.280140846967697j,0.0576420016586781 +0.281328499317169j,0.0610284768044949 +0.282480001449585j,0.0640579164028168 +0.28360641002655j,0.0667220279574394 +0.284717559814453j,0.0690130963921547 +0.285822063684464j,0.0709239542484283 +0.286927282810211j,0.0724479109048843 +0.288039147853851j,0.0735787898302078 +0.289162158966064j,0.0743108987808228 +0.290299326181412j,0.0746390148997307 +0.291452199220657j,0.0745584070682526 +0.292620718479156j,0.0740648284554482 +0.293803215026855j,0.0731545686721802 +0.294996440410614j,0.0718244537711143 +0.296195536851883j,0.0700718760490417 +0.297393947839737j,0.067894883453846 +0.298583596944809j,0.0652921870350838 +0.299754709005356j,0.0622632503509521 +0.300895988941193j,0.0588083267211914 +0.301994562149048j,0.0549285709857941 +0.303036004304886j,0.0506260767579079 +0.304004520177841j,0.0459039956331253 +0.304882824420929j,0.0407666079699993 +0.305652350187302j,0.0352194085717201 +0.306293338537216j,0.029269203543663 +0.306784778833389j,0.0229242164641619 +0.307104766368866j,0.0161941461265087 +0.307230353355408j,0.00909029599279165 +0.307137876749039j,0.00162563647609204 +0.306803017854691j,-0.00618511578068137 +0.306200951337814j,-0.0143254045397043 +0.305306553840637j,-0.0227767918258905 +0.30409449338913j,-0.0315188691020012 +0.302539557218552j,-0.0405292361974716 +0.300616651773453j,-0.0497834496200085 +0.298301160335541j,-0.0592550076544285 +0.295569121837616j,-0.0689153522253036 +0.292397350072861j,-0.0787338465452194 +0.288763791322708j,-0.0886778309941292 +0.284647613763809j,-0.0987126678228378 +0.280029565095901j,-0.108801767230034 +0.274892091751099j,-0.11890672147274 +0.269219607114792j,-0.128987371921539 +0.262998729944229j,-0.139001920819283 +0.256218433380127j,-0.148907139897346 +0.248870357871056j,-0.158658444881439 +0.24094894528389j,-0.168210163712502 +0.232451617717743j,-0.17751570045948 +0.223379001021385j,-0.186527758836746 +0.213735058903694j,-0.195198610424995 +0.203527241945267j,-0.203480333089828 +0.192766636610031j,-0.211325109004974 +0.181468024849892j,-0.218685507774353 +0.169649988412857j,-0.225514814257622 +0.157334998250008j,-0.231767311692238 +0.144549384713173j,-0.237398654222488 +0.131323367357254j,-0.242366120219231 +0.117691062390804j,-0.246629074215889 +0.103690348565578j,-0.250149190425873 +0.0893628373742104j,-0.252890855073929 +0.0747537314891815j,-0.254821479320526 +0.059911672025919j,-0.255911856889725 +0.0448885560035706j,-0.256136417388916 +0.0297393072396517j,-0.255473554134369 +0.0145216323435307j,-0.253905951976776 -0.000704257807228714j,-0.251420795917511 -0.0158759672194719j,-0.248010069131851 -0.030929246917367j,-0.243670701980591 -0.045798372477293j,-0.238404795527458 -0.0604165233671665j
-0.153479188680649 -0.0424298830330372j,-0.158108696341515 -0.0328271500766277j,-0.162143588066101 -0.0229181870818138j,-0.165570050477982 -0.0127457585185766j,-0.168377712368965 -0.00235297484323382j,-0.170559704303741 +0.00821698270738125j,-0.172112584114075 +0.0189211536198854j,-0.173036232590675 +0.0297170635312796j,-0.173333823680878 +0.0405629798769951j,-0.173011660575867 +0.0514181815087795j,-0.17207907140255 +0.0622431635856628j,-0.170548260211945 +0.0729998648166656j,-0.168434157967567 +0.0836518704891205j,-0.165754213929176 +0.094164602458477j,-0.162528246641159 +0.104505456984043j,-0.158778250217438 +0.114643953740597j,-0.154528185725212 +0.124551899731159j,-0.14980374276638 +0.134203433990479j,-0.144632190465927 +0.143575131893158j,-0.139042153954506 +0.152646109461784j,-0.13306337594986 +0.161397978663445j,-0.126726508140564 +0.169814974069595j,-0.120062969624996 +0.177883863449097j,-0.113104663789272 +0.185593992471695j,-0.105883859097958 +0.192937254905701j,-0.0984329506754875 +0.19990798830986j,-0.0907843336462975 +0.206503018736839j,-0.0829701945185661 +0.212721467018127j,-0.0750223994255066 +0.218564704060555j,-0.0669723153114319 +0.224036276340485j,-0.0588507242500782 +0.229141786694527j,-0.0506876558065414 +0.233888745307922j,-0.0425123237073421 +0.238286420702934j,-0.034353032708168 +0.242345780134201j,-0.026237091049552 +0.246079280972481j,-0.0181907489895821 +0.249500721693039j,-0.0102391596883535 +0.25262513756752j,-0.00240633240900934 +0.255468636751175j,0.00528487516567111 +0.258048176765442j,0.0128127904608846 +0.260381519794464j,0.0201569106429815 +0.262486964464188j,0.0272978935390711 +0.264383316040039j,0.0342175476253033 +0.266089588403702j,0.0408988036215305 +0.267625004053116j,0.0473256707191467 +0.269008725881577j,0.0534831881523132 +0.270259857177734j,0.0593574084341526 +0.271397113800049j,0.0649353042244911 +0.272438883781433j,0.0702047571539879 +0.273402988910675j,0.0751544535160065 +0.27430659532547j,0.079773873090744 +0.275166064500809j,0.0840531885623932 +0.2759969830513j,0.0879832357168198 +0.276813834905624j,0.0915554389357567 +0.277630060911179j,0.0947617813944817 +0.278457969427109j,0.0975947380065918 +0.279308587312698j,0.100047238171101 +0.280191630125046j,0.102112613618374 +0.281115353107452j,0.10378460586071 +0.28208664059639j,0.105057299137115 +0.283110737800598j,0.105925135314465 +0.284191370010376j,0.106382876634598 +0.285330682992935j,0.106425650417805 +0.286529093980789j,0.106048919260502 +0.287785321474075j,0.105248503386974 +0.2890964448452j,0.104020640254021 +0.290457725524902j,0.102361984550953 +0.29186275601387j,0.100269690155983 +0.293303340673447j,0.0977414399385452 +0.294769585132599j,0.0947755351662636 +0.296249866485596j,0.0913709327578545 +0.297730833292007j,0.0875273644924164 +0.299197614192963j,0.0832453966140747 +0.300633609294891j,0.07852653414011 +0.302020698785782j,0.0733733251690865 +0.303339391946793j,0.0677894651889801 +0.304568648338318j,0.0617798715829849 +0.305686235427856j,0.0553508177399635 +0.306668698787689j,0.0485100410878658 +0.307491481304169j,0.0412668399512768 +0.308129042387009j,0.0336321666836739 +0.308555126190186j,0.0256187599152327 +0.308742672204971j,0.0172411948442459 +0.308664262294769j,0.00851599127054214 +0.308292001485825j,-0.000538297521416098 +0.30759796500206j,-0.00990103650838137 +0.306554228067398j,-0.0195494573563337 +0.305133163928986j,-0.0294585973024368 +0.30330753326416j,-0.0396012887358665 +0.301050901412964j,-0.0499481372535229 +0.298337697982788j,-0.0604675449430943 +0.295143455266953j,-0.0711257234215736 +0.291445225477219j,-0.0818867385387421 +0.28722158074379j,-0.0927125811576843 +0.282453030347824j,-0.103563264012337 +0.277122139930725j,-0.114396922290325 +0.271213859319687j,-0.125169932842255 +0.264715760946274j,-0.135837107896805 +0.257618069648743j,-0.14635181427002 +0.249914199113846j,-0.156666234135628 +0.241600632667542j,-0.166731551289558 +0.232677310705185j,-0.17649818956852 +0.223147734999657j,-0.185916110873222 +0.213019102811813j,-0.194935038685799 +0.202302500605583j,-0.20350481569767 +0.191012918949127j,-0.211575672030449 +0.179169416427612j,-0.219098597764969 +0.16679510474205j,-0.226025611162186 +0.153917253017426j,-0.232310190796852 +0.14056721329689j,-0.237907573580742 +0.126780435442924j,-0.242775112390518 +0.112596355378628j,-0.246872678399086 +0.098058357834816j,-0.250162959098816 +0.0832135528326035j,-0.25261190533638 +0.0681127086281776j,-0.254188895225525 +0.0528099499642849j,-0.254867225885391 +0.0373625978827477j,-0.254624456167221 +0.0218308605253696j,-0.253442496061325 +0.00627753976732492j,-0.251308053731918 -0.00923229940235615j,-0.248212918639183 -0.0246317014098167j,-0.24415397644043 -0.0398521907627583j
-0.156739741563797 -0.029303640127182j,-0.16058424115181 -0.0192516483366489j,-0.163800582289696 -0.00893739704042673j,-0.166377902030945 +0.00159445579629391j,-0.168308883905411 +0.0122991595417261j,-0.169589847326279 +0.0231321472674608j,-0.170220524072647 +0.0340493246912956j,-0.170204073190689 +0.0450073443353176j,-0.169546976685524 +0.055963858962059j,-0.168258786201477 +0.0668777972459793j,-0.166352123022079 +0.0777095630764961j,-0.163842409849167 +0.0884212478995323j,-0.160747736692429 +0.0989768579602242j,-0.157088682055473 +0.109342440962791j,-0.152888059616089 +0.119486302137375j,-0.148170754313469 +0.129379063844681j,-0.142963498830795 +0.138993844389915j,-0.137294620275497 +0.148306310176849j,-0.131193891167641 +0.157294780015945j,-0.124692223966122 +0.165940225124359j,-0.117821522057056 +0.174226343631744j,-0.110614433884621 +0.182139530777931j,-0.103104121983051 +0.189668923616409j,-0.0953240990638733 +0.196806341409683j,-0.0873080119490623 +0.203546196222305j,-0.07908945530653 +0.209885537624359j,-0.0707018002867699 +0.215823829174042j,-0.0621780306100845 +0.22136302292347j,-0.0535505935549736 +0.226507321000099j,-0.0448512583971024 +0.231263130903244j,-0.0361109897494316 +0.235638901591301j,-0.0273598432540894 +0.239645019173622j,-0.0186268724501133 +0.243293628096581j,-0.00994003657251596 +0.246598556637764j,-0.00132615119218826 +0.249575063586235j,0.00718918023630977 +0.252239733934402j,0.0155815975740552 +0.254610329866409j,0.0238280016928911 +0.256705611944199j,0.0319065749645233 +0.258545130491257j,0.0397967770695686 +0.260149210691452j,0.0474793314933777 +0.261538624763489j,0.0549362078309059 +0.262734472751617j,0.0621505714952946 +0.26375812292099j,0.0691067576408386 +0.264631003141403j,0.0757902190089226 +0.265374392271042j,0.0821874812245369 +0.266009360551834j,0.0882860273122787 +0.266556590795517j,0.0940743088722229 +0.267036348581314j,0.0995416194200516 +0.267468154430389j,0.104678049683571 +0.26787081360817j,0.109474405646324 +0.268262326717377j,0.113922126591206 +0.268659651279449j,0.118013255298138 +0.269078701734543j,0.121740318834782 +0.269534289836884j,0.125096291303635 +0.270039826631546j,0.128074541687965 +0.270607531070709j,0.130668774247169 +0.271248131990433j,0.132872968912125 +0.271970868110657j,0.134681344032288 +0.272783428430557j,0.136088386178017 +0.273691922426224j,0.13708870112896 +0.274700790643692j,0.137677118182182 +0.275812715291977j,0.137848660349846 +0.277028679847717j,0.137598514556885 +0.278347849845886j,0.13692207634449 +0.279767632484436j,0.135814979672432 +0.281283557415009j,0.134273126721382 +0.282889306545258j,0.132292747497559 +0.284576773643494j,0.12987045943737 +0.286335915327072j,0.12700329720974 +0.288154989480972j,0.123688869178295 +0.290020316839218j,0.119925387203693 +0.29191654920578j,0.115711763501167 +0.293826520442963j,0.111047744750977 +0.295731425285339j,0.105933994054794 +0.297610819339752j,0.100372210144997 +0.299442738294601j,0.0943652614951134 +0.301203697919846j,0.0879172906279564 +0.302868902683258j,0.0810338258743286 +0.304412305355072j,0.0737219527363777 +0.305806696414948j,0.0659903585910797 +0.307023853063583j,0.0578495301306248 +0.308034777641296j,0.0493117980659008 +0.308809727430344j,0.0403914786875248 +0.309318482875824j,0.0311049688607454 +0.309530436992645j,0.0214708149433136 +0.309414923191071j,0.0115098115056753 +0.308941334486008j,0.00124504836276174 +0.308079332113266j,-0.00929804611951113 +0.306799173355103j,-0.0200916584581137 +0.305071771144867j,-0.0311055965721607 +0.302869141101837j,-0.0423072725534439 +0.300164520740509j,-0.0536617673933506 +0.296932637691498j,-0.0651318356394768 +0.293150007724762j,-0.0766780003905296 +0.288795113563538j,-0.0882586687803268 +0.283848762512207j,-0.0998301953077316 +0.278294235467911j,-0.111347079277039 +0.272117584943771j,-0.122762098908424 +0.265307873487473j,-0.134026527404785 +0.257857382297516j,-0.145090326666832 +0.24976173043251j,-0.155902355909348 +0.241020277142525j,-0.166410714387894 +0.231636106967926j,-0.176562964916229 +0.221616268157959j,-0.186306431889534 +0.210971891880035j,-0.195588514208794 +0.199718311429024j,-0.204357087612152 +0.187875121831894j,-0.212560743093491 +0.175466254353523j,-0.220149248838425 +0.162520006299019j,-0.227073863148689 +0.14906895160675j,-0.23328772187233 +0.135150045156479j,-0.23874619603157 +0.120804399251938j,-0.243407309055328 +0.106077261269093j,-0.247232109308243 +0.0910178199410439j,-0.250185012817383 +0.0756790488958359j,-0.252234101295471 +0.0601174719631672j,-0.253351628780365 +0.0443928949534893j,-0.25351420044899 +0.0285681430250406j,-0.252703160047531 +0.012708717957139j,-0.250904828310013 -0.00311756553128362j,-0.24811078608036 -0.0188409425318241j
-0.158850401639938 -0.015994980931282j,-0.161871314048767 -0.00555992219597101j,-0.164233773946762 +0.00509032374247909j,-0.165929988026619 +0.0159094091504812j,-0.166955947875977 +0.0268511418253183j,-0.167311206459999 +0.0378697775304317j,-0.166998878121376 +0.0489203073084354j,-0.166025504469872 +0.05995874106884j,-0.164400890469551 +0.0709423571825027j,-0.162138000130653 +0.0818299725651741j,-0.159252762794495 +0.0925821289420128j,-0.155763864517212 +0.103161320090294j,-0.15169258415699 +0.113532207906246j,-0.147062599658966 +0.123661741614342j,-0.141899719834328 +0.13351933658123j,-0.136231660842896 +0.143076971173286j,-0.130087897181511 +0.152309313416481j,-0.123499311506748 +0.161193773150444j,-0.116498045623302 +0.169710621237755j,-0.10911725461483 +0.177842900156975j,-0.101390838623047 +0.185576587915421j,-0.0933532789349556 +0.192900493741035j,-0.0850393623113632 +0.199806243181229j,-0.0764840096235275 +0.206288263201714j,-0.0677220895886421 +0.212343707680702j,-0.0587881654500961 +0.217972412705421j,-0.049716405570507 +0.223176687955856j,-0.0405403599143028 +0.227961376309395j,-0.0312928259372711 +0.232333600521088j,-0.02200573310256 +0.236302718520164j,-0.0127100069075823 +0.239880114793777j,-0.00343546457588673 +0.243079110980034j,0.00578925665467978 +0.24591475725174j,0.0149367908015847 +0.248403742909431j,0.0239810831844807 +0.250564157962799j,0.0328974388539791 +0.252415388822556j,0.04166254773736 +0.25397789478302j,0.0502544902265072 +0.255273044109344j,0.0586527474224567 +0.256323039531708j,0.0668381750583649 +0.257150620222092j,0.0747929885983467 +0.257778972387314j,0.082500696182251 +0.258231550455093j,0.0899460911750793 +0.258531898260117j,0.097115159034729 +0.258703589439392j,0.10399504005909 +0.258769899606705j,0.110573932528496 +0.258753925561905j,0.116841040551662 +0.258678138256073j,0.122786462306976 +0.258564531803131j,0.128401145339012 +0.258434325456619j,0.133676752448082 +0.258307904005051j,0.138605639338493 +0.258204698562622j,0.143180683255196 +0.258143126964569j,0.14739528298378 +0.258140385150909j,0.151243254542351 +0.258212506771088j,0.154718711972237 +0.258374094963074j,0.157816052436829 +0.258638381958008j,0.160529881715775 +0.259017139673233j,0.162854924798012 +0.259520560503006j,0.164786040782928 +0.260157138109207j,0.166318103671074 +0.26093378663063j,0.167446047067642 +0.261855632066727j,0.168164819478989 +0.262926012277603j,0.168469354510307 +0.264146447181702j,0.168354630470276 +0.265516608953476j,0.167815625667572 +0.267034232616425j,0.166847363114357 +0.268695205450058j,0.165444999933243 +0.270493447780609j,0.163603812456131 +0.272420912981033j,0.16131928563118 +0.274467676877975j,0.158587202429771 +0.27662181854248j,0.155403688549995 +0.278869539499283j,0.151765361428261 +0.281195104122162j,0.147669360041618 +0.283580958843231j,0.143113553524017 +0.286007702350616j,0.138096585869789 +0.288454204797745j,0.132618010044098 +0.290897578001022j,0.126678466796875 +0.293313384056091j,0.120279736816883 +0.295675605535507j,0.113424994051456 +0.297956794500351j,0.106118842959404 +0.300128281116486j,0.0983674973249435 +0.302160114049911j,0.0901788994669914 +0.30402135848999j,0.0815628990530968 +0.305680185556412j,0.0725313052535057 +0.307104140520096j,0.0630980655550957 +0.30826011300087j,0.0532793328166008 +0.309114784002304j,0.043093603104353 +0.309634685516357j,0.0325617529451847 +0.309786409139633j,0.0217071399092674 +0.309537023305893j,0.0105556445196271 +0.308854013681412j,-0.000864294648636132 +0.307705819606781j,-0.0125216729938984 +0.306061953306198j,-0.02438292093575 +0.30389329791069j,-0.0364119336009026 +0.301172256469727j,-0.0485701188445091 +0.297873288393021j,-0.0608165040612221 +0.293972939252853j,-0.0731077939271927 +0.289450138807297j,-0.0853985324501991 +0.284286588430405j,-0.0976412519812584 +0.278466939926147j,-0.109786629676819 +0.271978944540024j,-0.12178373336792 +0.264813929796219j,-0.133580222725868 +0.25696673989296j,-0.145122602581978 +0.248436167836189j,-0.156356528401375 +0.239224955439568j,-0.16722708940506 +0.229340121150017j,-0.177679121494293 +0.218792945146561j,-0.187657564878464 +0.207599207758904j,-0.197107821702957 +0.195779144763947j,-0.205976083874702 +0.183357641100883j,-0.214209794998169 +0.17036409676075j,-0.22175794839859 +0.156832531094551j,-0.228571578860283 +0.142801448702812j,-0.234604060649872 +0.128313809633255j,-0.239811614155769 +0.113416850566864j,-0.244153574109077 +0.098161980509758j,-0.247592911124229 +0.0826044976711273j,-0.250096470117569 +0.066803440451622j,-0.25163546204567 +0.0508212335407734j,-0.252185672521591 +0.0347234159708023j,-0.251727879047394 +0.0185782890766859j,-0.250248104333878 +0.00245652417652309j
-0.159808307886124 -0.00260798633098602j,-0.161973014473915 +0.00814085640013218j,-0.16345240175724 +0.0190549734979868j,-0.164242058992386 +0.0300865303725004j,-0.164341285824776 +0.0411881133913994j,-0.163753107190132 +0.0523130185902119j,-0.16248407959938 +0.063415564596653j,-0.160544201731682 +0.0744513496756554j,-0.157946780323982 +0.0853775218129158j,-0.15470814704895 +0.0961530134081841j,-0.150847613811493 +0.106738768517971j,-0.14638714492321 +0.117097944021225j,-0.141351237893105 +0.127196088433266j,-0.135766610503197 +0.137001290917397j,-0.129662021994591 +0.146484330296516j,-0.123068027198315 +0.155618771910667j,-0.116016693413258 +0.164381057024002j,-0.108541391789913 +0.172750577330589j,-0.100676544010639 +0.180709734559059j,-0.0924573764204979 +0.18824391067028j,-0.0839196890592575 +0.195341497659683j,-0.0750995948910713 +0.201993897557259j,-0.0660333558917046 +0.208195388317108j,-0.0567571297287941 +0.213943228125572j,-0.0473067574203014 +0.219237387180328j,-0.0377176143229008 +0.224080607295036j,-0.028024410828948 +0.228478208184242j,-0.0182610377669334 +0.232437983155251j,-0.00846042018383741 +0.235970064997673j,0.00134560884907842 +0.239086806774139j,0.0111264185979962 +0.241802603006363j,0.0208526812493801 +0.244133725762367j,0.0304964408278465 +0.246098175644875j,0.0400311835110188 +0.24771548807621j,0.0494318790733814 +0.24900658428669j,0.0586750172078609 +0.249993607401848j,0.0677385926246643 +0.250699669122696j,0.0766021460294724 +0.251148819923401j,0.0852467119693756 +0.251365661621094j,0.0936548113822937 +0.251375377178192j,0.10181038081646 +0.251203536987305j,0.109698764979839 +0.250875741243362j,0.117306597530842 +0.250417739152908j,0.124621786177158 +0.249855071306229j,0.13163335621357 +0.249212995171547j,0.138331472873688 +0.248516380786896j,0.144707202911377 +0.24778950214386j,0.150752574205399 +0.247055947780609j,0.156460359692574 +0.246338486671448j,0.161824017763138 +0.245659008622169j,0.166837602853775 +0.245038330554962j,0.171495646238327 +0.244496136903763j,0.175793081521988 +0.244050860404968j,0.179725140333176 +0.243719667196274j,0.183287233114243 +0.243518278002739j,0.186474934220314 +0.243460923433304j,0.189283862709999 +0.243560314178467j,0.191709652543068 +0.243827491998672j,0.193747818470001 +0.244271844625473j,0.195393800735474 +0.244901016354561j,0.196642890572548 +0.24572080373764j,0.197490260004997 +0.246735230088234j,0.19793076813221 +0.247946381568909j,0.197959244251251 +0.249354436993599j,0.197570264339447 +0.250957608222961j,0.196758285164833 +0.252752095460892j,0.195517674088478 +0.25473216176033j,0.193842753767967 +0.256889998912811j,0.191727861762047 +0.259215772151947j,0.18916742503643 +0.26169764995575j,0.186156079173088 +0.264321684837341j,0.18268871307373 +0.267072111368179j,0.178760662674904 +0.269930928945541j,0.174367770552635 +0.272878438234329j,0.169506505131721 +0.275892913341522j,0.164174154400826 +0.278950780630112j,0.158368945121765 +0.282026737928391j,0.152090162038803 +0.285093784332275j,0.145338371396065 +0.288123339414597j,0.138115510344505 +0.291085302829742j,0.130425050854683 +0.293948233127594j,0.122272200882435 +0.296679496765137j,0.113664008677006 +0.299245327711105j,0.104609526693821 +0.301611125469208j,0.095119945704937 +0.303741484880447j,0.0852087438106537 +0.305600583553314j,0.0748917534947395 +0.307152181863785j,0.0641873478889465 +0.308360010385513j,0.0531164519488811 +0.309187948703766j,0.0417026653885841 +0.309600204229355j,0.0299723092466593 +0.30956169962883j,0.0179544501006603 +0.309038251638412j,0.00568092754110694 +0.307996898889542j,-0.00681366166099906 +0.306406050920486j,-0.0194919984787703 +0.304235994815826j,-0.0323140881955624 +0.301458984613419j,-0.0452373698353767 +0.298049598932266j,-0.0582167990505695 +0.293985098600388j,-0.0712050125002861 +0.28924548625946j,-0.0841524749994278 +0.283814072608948j,-0.0970077067613602 +0.277677476406097j,-0.109717458486557 +0.270825982093811j,-0.122227013111115 +0.263253808021545j,-0.134480401873589 +0.254959225654602j,-0.146420761942863 +0.245944797992706j,-0.157990634441376 +0.236217528581619j,-0.16913229227066 +0.225789025425911j,-0.179788112640381 +0.214675575494766j,-0.189901009202003 +0.202898263931274j,-0.199414685368538 +0.190482944250107j,-0.208274245262146 +0.177460372447968j,-0.216426402330399 +0.163866028189659j,-0.22382003068924 +0.149740219116211j,-0.230406552553177 +0.135127812623978j,-0.236140310764313 +0.120078235864639j,-0.240979075431824 +0.104645177721977j,-0.244884312152863 +0.0888864547014236j,-0.247821733355522 +0.0728637054562569j,-0.249761506915092 +0.0566421002149582j,-0.250678718090057 +0.0402900129556656j,-0.250553697347641 +0.0238786358386278j
