0.385958015918732 -0.722084105014801j,0.403923690319061 -0.712190091609955j,0.421635568141937 -0.701849341392517j,0.439082890748978 -0.691068232059479j,0.45625501871109 -0.679853200912476j,0.4731405377388 -0.668211877346039j,0.489729166030884 -0.656151175498962j,0.506010770797729 -0.643678605556488j,0.521974623203277 -0.63080233335495j,0.537611186504364 -0.617529988288879j,0.552910149097443 -0.603870391845703j,0.567862093448639 -0.58983188867569j,0.582458078861236 -0.575423002243042j,0.596688270568848 -0.560653328895569j,0.610544323921204 -0.545531570911407j,0.624017000198364 -0.53006774187088j,0.63709807395935 -0.514271378517151j,0.649779677391052 -0.498151987791061j,0.662053287029266 -0.481720298528671j,0.673911690711975 -0.464986026287079j,0.685347080230713 -0.44796034693718j,0.696352362632751 -0.430653512477875j,0.706920862197876 -0.413076162338257j,0.717045664787292 -0.395239919424057j,0.726720452308655 -0.377155721187592j,0.73593944311142 -0.358834475278854j,0.744696497917175 -0.340288400650024j,0.752986431121826 -0.32152846455574j,0.760803639888763 -0.302567154169083j,0.768143534660339 -0.283415913581848j,0.775001525878906 -0.264086544513702j,0.781373083591461 -0.244591772556305j,0.787254452705383 -0.224943220615387j,0.792641758918762 -0.205153852701187j,0.79753166437149 -0.185235768556595j,0.801921248435974 -0.165201023221016j,0.805807530879974 -0.145063072443008j,0.80918824672699 -0.124833658337593j,0.812061131000519 -0.104526311159134j,0.814424514770508 -0.0841533765196801j,0.816276848316193 -0.0637272745370865j,0.817616999149323 -0.0432615391910076j,0.818444013595581 -0.022768683731556j,0.8187575340271 -0.00226113549433652j,0.818557322025299 +0.0182474609464407j,0.817843437194824 +0.0387449711561203j,0.816616356372833 +0.0592177659273147j,0.814876914024353 +0.0796534270048141j,0.812626123428345 +0.10003949701786j,0.809865355491638 +0.120362393558025j,0.806596457958221 +0.140610158443451j,0.802821457386017 +0.160769283771515j,0.798542678356171 +0.18082757294178j,0.793762803077698 +0.200772747397423j,0.788484930992126 +0.220591574907303j,0.78271210193634 +0.240272328257561j,0.776448309421539 +0.259801983833313j,0.769697308540344 +0.279168576002121j,0.762463212013245 +0.298360377550125j,0.754750788211823 +0.317364603281021j,0.746564626693726 +0.336170047521591j,0.737910211086273 +0.354764193296432j,0.728792667388916 +0.373135715723038j,0.719217717647552 +0.391273468732834j,0.709191620349884 +0.409165352582931j,0.698720335960388 +0.426800787448883j,0.687810778617859 +0.444168120622635j,0.676469683647156 +0.461256742477417j,0.664703845977783 +0.478056252002716j,0.652521193027496 +0.494555473327637j,0.639929115772247 +0.510744392871857j,0.626935184001923 +0.526613056659698j,0.613548099994659 +0.542151033878326j,0.599775791168213 +0.5573490858078j,0.585627377033234 +0.572197139263153j,0.571111500263214 +0.586686193943024j,0.556237041950226 +0.600807309150696j,0.541013717651367 +0.614551186561584j,0.525450706481934 +0.627909719944j,0.509558320045471 +0.640873968601227j,0.493346065282822 +0.653436064720154j,0.476824015378952 +0.66558837890625j,0.460003077983856 +0.677322804927826j,0.442893177270889 +0.688632488250732j,0.425505638122559 +0.699509859085083j,0.407851159572601 +0.709948241710663j,0.38994038105011 +0.719941318035126j,0.371785283088684 +0.729482531547546j,0.353396534919739 +0.738566100597381j,0.334786415100098 +0.747186124324798j,0.315966188907623 +0.755337297916412j,0.296947330236435 +0.763014614582062j,0.277742564678192 +0.770213007926941j,0.258363455533981 +0.776928126811981j,0.238821864128113 +0.783155918121338j,0.219130828976631 +0.788892090320587j,0.199301898479462 +0.794133365154266j,0.179348260164261 +0.798876225948334j,0.159282118082047 +0.80311781167984j,0.139115616679192 +0.80685555934906j,0.118862226605415 +0.810086905956268j,0.0985338613390923 +0.812810003757477j,0.0781440511345864 +0.815023064613342j,0.0577052272856236 +0.81672465801239j,0.0372297763824463 +0.817913830280304j,0.0167313553392887 +0.818589746952057j,-0.00377793773077425 +0.818751931190491j,-0.0242844820022583 +0.81840044260025j,-0.0447757802903652 +0.817535400390625j,-0.0652393698692321 +0.816157341003418j,-0.0856616422533989 +0.81426727771759j,-0.10603055357933 +0.811866104602814j,-0.12633253633976 +0.808955609798431j,-0.146555259823799 +0.805537462234497j,-0.16668638586998 +0.801613807678223j,-0.18671253323555 +0.797187209129333j,-0.206621915102005 +0.7922602891922j,-0.226401284337044 +0.786836385726929j,-0.246038556098938 +0.780918717384338j,-0.265521854162216 +0.774510979652405j,-0.284838140010834 +0.767617285251617j
0.307635098695755 -0.758768558502197j,0.326543867588043 -0.750824987888336j,0.345247715711594 -0.74241030216217j,0.363735318183899 -0.733529567718506j,0.381994307041168 -0.724188804626465j,0.400013953447342 -0.714393377304077j,0.417782247066498 -0.704149842262268j,0.435288399457931 -0.693464517593384j,0.452521741390228 -0.68234384059906j,0.469470828771591 -0.670795202255249j,0.486125618219376 -0.6588254570961j,0.502475023269653 -0.646442472934723j,0.518509209156036 -0.633653879165649j,0.534218311309814 -0.620467483997345j,0.549591839313507 -0.606891930103302j,0.564620614051819 -0.592935621738434j,0.579295337200165 -0.578606963157654j,0.593606233596802 -0.563915491104126j,0.607544958591461 -0.548869907855988j,0.621102213859558 -0.533480167388916j,0.634269714355469 -0.517755746841431j,0.647039413452148 -0.501706063747406j,0.659402966499329 -0.485341936349869j,0.671352922916412 -0.468672931194305j,0.682881414890289 -0.451710164546967j,0.693981409072876 -0.434463918209076j,0.704646110534668 -0.416944712400436j,0.714868485927582 -0.399164259433746j,0.72464245557785 -0.381132990121841j,0.733961582183838 -0.362862884998322j,0.742820143699646 -0.344365119934082j,0.7512127161026 -0.325650900602341j,0.759133756160736 -0.306732714176178j,0.766578495502472 -0.287622064352036j,0.77354234457016 -0.268330514431j,0.780020713806152 -0.248870998620987j,0.786009728908539 -0.229254946112633j,0.791505336761475 -0.209495395421982j,0.796504378318787 -0.189604416489601j,0.801003694534302 -0.169594094157219j,0.805000305175781 -0.149477690458298j,0.808491826057434 -0.129267111420631j,0.811475992202759 -0.10897583514452j,0.813951015472412 -0.0886161699891091j,0.815915286540985 -0.0682004913687706j,0.817367553710938 -0.047742422670126j,0.818306982517242 -0.0272540040314198j,0.818732857704163 -0.00674887979403142j,0.818645000457764 +0.0137604707852006j,0.818043529987335 +0.0342616066336631j,0.816928684711456 +0.0547408312559127j,0.815301299095154 +0.0751857310533523j,0.813162207603455 +0.0955838114023208j,0.810512959957123 +0.115921534597874j,0.807355046272278 +0.13618691265583j,0.803690612316132 +0.15636645257473j,0.799521863460541 +0.176447868347168j,0.794851303100586 +0.196418941020966j,0.789682149887085 +0.216266393661499j,0.784017324447632 +0.23597851395607j,0.777860641479492 +0.255542188882828j,0.771215915679932 +0.274945497512817j,0.76408714056015 +0.294176667928696j,0.756479024887085 +0.313222885131836j,0.748396039009094 +0.332072913646698j,0.739843606948853 +0.350714206695557j,0.7308269739151 +0.369135439395904j,0.721351563930511 +0.387325406074524j,0.711423695087433 +0.405271977186203j,0.701049268245697 +0.422964572906494j,0.690235078334808 +0.440391421318054j,0.678987741470337 +0.457541942596435j,0.667314231395721 +0.474405705928802j,0.655222177505493 +0.490971446037292j,0.642718732357025 +0.507229387760162j,0.629812240600586 +0.523168802261352j,0.616510570049286 +0.53877991437912j,0.60282176733017 +0.554053246974945j,0.588754951953888 +0.568978607654571j,0.574318706989288 +0.583546936511993j,0.559521794319153 +0.597749412059784j,0.544374108314514 +0.611576557159424j,0.528884530067444 +0.625020146369934j,0.513063430786133 +0.638071298599243j,0.4969202876091 +0.650722146034241j,0.480465084314346 +0.662964820861816j,0.463708728551865 +0.674791276454925j,0.446661055088043 +0.686194539070129j,0.429333448410034 +0.697167038917541j,0.411736398935318 +0.707702040672302j,0.393880695104599 +0.717793166637421j,0.375778168439865 +0.727433741092682j,0.357439488172531 +0.736618041992187j,0.338876873254776 +0.745339870452881j,0.320101618766785 +0.753594040870666j,0.301125138998032 +0.761375546455383j,0.281960070133209 +0.768679141998291j,0.262617707252502 +0.775500476360321j,0.243110939860344 +0.78183513879776j,0.223451599478722 +0.787679135799408j,0.203651711344719 +0.793029010295868j,0.183724403381348 +0.797881186008453j,0.163681402802467 +0.802232801914215j,0.143536105751991 +0.806080937385559j,0.123300693929195 +0.809423267841339j,0.102987587451935 +0.812257707118988j,0.0826102048158646 +0.814582467079163j,0.0621806122362614 +0.816396117210388j,0.0417123697698117 +0.817697465419769j,0.0212179850786925 +0.818485677242279j,0.000709874962922228 +0.818760395050049j,-0.0197982788085937 +0.81852126121521j,-0.040294025093317 +0.817768573760986j,-0.0607648603618145 +0.816502690315247j,-0.0811971947550773 +0.814724504947662j,-0.101578950881958 +0.81243509054184j,-0.12189657241106 +0.809635877609253j,-0.142137721180916 +0.806328654289246j,-0.162290066480637 +0.80251544713974j,-0.182340204715729 +0.798198699951172j,-0.202276274561882 +0.793380975723267j
0.225879073143005 -0.786986470222473j,0.245520293712616 -0.781081855297089j,0.265007823705673 -0.774686992168427j,0.284328669309616 -0.767806172370911j,0.303471118211746 -0.760443508625031j,0.32242351770401 -0.752603530883789j,0.341173231601715 -0.744291543960571j,0.359709203243256 -0.735512316226959j,0.378019124269485 -0.726271688938141j,0.396091878414154 -0.716575384140015j,0.413916379213333 -0.706429243087769j,0.431480824947357 -0.695840001106262j,0.448774874210358 -0.684813976287842j,0.465786993503571 -0.673358380794525j,0.482506811618805 -0.661480307579041j,0.498924195766449 -0.649186909198761j,0.515028178691864 -0.636486411094666j,0.530809342861175 -0.623386263847351j,0.546257078647613 -0.6098952293396j,0.561362087726593 -0.59602153301239j,0.576115131378174 -0.581773519515991j,0.590506374835968 -0.567160725593567j,0.604527354240417 -0.552191734313965j,0.618168771266937 -0.536876559257507j,0.631422221660614 -0.521224498748779j,0.644279778003693 -0.505245089530945j,0.656732797622681 -0.488948971033096j,0.668773949146271 -0.472345679998398j,0.680395245552063 -0.455446392297745j,0.691589593887329 -0.438261240720749j,0.70235013961792 -0.420800775289536j,0.712669849395752 -0.403076618909836j,0.722542285919189 -0.385099530220032j,0.731961607933044 -0.366880476474762j,0.740921378135681 -0.348431527614594j,0.749416470527649 -0.329763561487198j,0.757441103458405 -0.310889065265656j,0.764990508556366 -0.291819512844086j,0.772059977054596 -0.272566467523575j,0.778644859790802 -0.253142714500427j,0.784741282463074 -0.233559787273407j,0.790345132350922 -0.213830694556236j,0.795453131198883 -0.19396735727787j,0.80006206035614 -0.173981994390488j,0.804168879985809 -0.153887823224068j,0.807771146297455 -0.133696690201759j,0.810866475105286 -0.113422080874443j,0.813453018665314 -0.093076266348362j,0.81552916765213 -0.0726716965436936j,0.81709361076355 -0.05222187936306j,0.818145275115967 -0.0317389182746411j,0.818683564662933 -0.0112364366650582j,0.818708181381226 +0.0092730969190597j,0.818219006061554 +0.0297772083431482j,0.817216455936432 +0.0502622462809085j,0.815701127052307 +0.0707161352038383j,0.813673913478851 +0.091125264763832j,0.81113612651825 +0.111477196216583j,0.808089375495911 +0.131759583950043j,0.804535567760468 +0.151958882808685j,0.800477027893066 +0.172062858939171j,0.795916020870209 +0.192059248685837j,0.790855705738068 +0.211934715509415j,0.785299003124237 +0.23167759180069j,0.779249668121338 +0.251274704933166j,0.772711336612701 +0.270714163780212j,0.765688061714172 +0.289984136819839j,0.758184432983398 +0.309071749448776j,0.750204980373383 +0.327965825796127j,0.741754829883575 +0.346653699874878j,0.732839286327362 +0.365124076604843j,0.723463773727417 +0.38336569070816j,0.713634431362152 +0.401366412639618j,0.703357100486755 +0.419115602970123j,0.692638576030731 +0.436601489782333j,0.68148547410965 +0.453813403844833j,0.66990453004837 +0.470740884542465j,0.657903432846069 +0.487372636795044j,0.64548933506012 +0.503698945045471j,0.632670342922211 +0.519708812236786j,0.619454443454742 +0.535392582416534j,0.60584956407547 +0.550740718841553j,0.591864764690399 +0.565742969512939j,0.577508628368378 +0.580390214920044j,0.562789797782898 +0.594673573970795j,0.547718107700348 +0.608583509922027j,0.532302498817444 +0.622111856937408j,0.516553103923798 +0.635249495506287j,0.500479578971863 +0.647988557815552j,0.484091728925705 +0.660321295261383j,0.467400431632996 +0.672239482402801j,0.4504154920578 +0.683736026287079j,0.433148294687271 +0.694803297519684j,0.415609300136566 +0.705434620380402j,0.397809147834778 +0.715623497962952j,0.379759728908539 +0.725363075733185j,0.361471682786942 +0.734647750854492j,0.342957139015198 +0.743471205234528j,0.324227422475815 +0.751828193664551j,0.3052938580513 +0.759713530540466j,0.286169141530991 +0.767122089862823j,0.266864806413651 +0.77404922246933j,0.247392728924751 +0.780490815639496j,0.227765709161758 +0.786442518234253j,0.207995384931564 +0.791900873184204j,0.188094988465309 +0.796862185001373j,0.168076530098915 +0.801323473453522j,0.147952228784561 +0.805282056331635j,0.127735465764999 +0.808735251426697j,0.107438184320927 +0.811681032180786j,0.0870738551020623 +0.814117431640625j,0.0666549056768418 +0.816043019294739j,0.0461937226355076 +0.817456543445587j,0.0257039479911328 +0.818357110023499j,0.00519766658544546 +0.81874418258667j,-0.0153114814311265 +0.818617463111877j,-0.0358110554516315 +0.817977130413055j,-0.0562885180115699 +0.816823482513428j,-0.0767302811145782 +0.815157353878021j,-0.0971238911151885 +0.812979698181152j,-0.117456965148449 +0.810291886329651j
0.141602620482445 -0.806422829627991j,0.161757484078407 -0.802622973918915j,0.181810453534126 -0.798319458961487j,0.201749727129936 -0.793515026569366j,0.221562042832375 -0.788212716579437j,0.241235330700874 -0.782415866851807j,0.260757595300674 -0.776127874851227j,0.280115902423859 -0.769353091716766j,0.299298763275146 -0.762095332145691j,0.318293482065201 -0.754359543323517j,0.337088495492935 -0.746150374412537j,0.355672299861908 -0.737472891807556j,0.374032616615295 -0.728332757949829j,0.392158180475235 -0.718735694885254j,0.41003805398941 -0.708687365055084j,0.427660286426544 -0.698194563388824j,0.445014506578445 -0.687263548374176j,0.46208918094635 -0.675901353359222j,0.4788738489151 -0.664115071296692j,0.495358347892761 -0.651911914348602j,0.511531770229339 -0.639299869537354j,0.527384459972381 -0.626286387443542j,0.542905926704407 -0.612880229949951j,0.55808675289154 -0.599089503288269j,0.572917640209198 -0.584922552108765j,0.587388753890991 -0.570388913154602j,0.601491630077362 -0.555496990680695j,0.615216732025146 -0.540256798267365j,0.628555834293365 -0.524677634239197j,0.64150071144104 -0.508768916130066j,0.654042840003967 -0.492541313171387j,0.666174829006195 -0.476004302501679j,0.677888572216034 -0.459168910980225j,0.689176976680756 -0.442045420408249j,0.700033128261566 -0.424644231796265j,0.710449755191803 -0.406976878643036j,0.720420837402344 -0.389053821563721j,0.729939639568329 -0.370886981487274j,0.73900043964386 -0.352487415075302j,0.747597694396973 -0.333866357803345j,0.755725681781769 -0.315036118030548j,0.763379573822021 -0.296007841825485j,0.77055436372757 -0.276794195175171j,0.7772456407547 -0.257406860589981j,0.783449292182922 -0.237857609987259j,0.789161264896393 -0.218159526586533j,0.794378042221069 -0.198324501514435j,0.799096405506134 -0.178364709019661j,0.803313314914703 -0.158293321728706j,0.807026207447052 -0.138122245669365j,0.810232639312744 -0.117864891886711j,0.812930643558502 -0.0975335836410523j,0.815118610858917 -0.0771406963467599j,0.81679505109787 -0.0566997565329075j,0.817959010601044 -0.0362228751182557j,0.818609714508057 -0.015723628923297j,0.81874668598175 +0.00478545250371093j,0.818369925022125 +0.025291921570897j,0.817479729652405 +0.0457821525633335j,0.816076457500458 +0.0662440359592437j,0.81416118144989 +0.0866639763116836j,0.811735033988953 +0.107029527425766j,0.80879944562912 +0.127328291535377j,0.805356442928314 +0.147546783089638j,0.801407992839813 +0.16767306625843j,0.796956777572632 +0.187693774700165j,0.79200541973114 +0.207596689462662j,0.786557078361511 +0.227369725704193j,0.780615270137787 +0.246999710798263j,0.774183571338654 +0.266474694013596j,0.767266035079956 +0.285782873630524j,0.759867131710052 +0.304911345243454j,0.751991331577301 +0.323848843574524j,0.743643760681152 +0.342582762241363j,0.734829604625702 +0.361101746559143j,0.725554168224335 +0.379394471645355j,0.715823650360107 +0.397448807954788j,0.705643773078918 +0.415254056453705j,0.695021271705627 +0.43279841542244j,0.68396270275116 +0.450071215629578j,0.672474682331085 +0.467061907052994j,0.660564959049225 +0.483759224414825j,0.648240506649017 +0.500153303146362j,0.635509490966797 +0.516233205795288j,0.622379779815674 +0.53198915719986j,0.608859181404114 +0.547411680221558j,0.594956874847412 +0.562490344047546j,0.580680906772614 +0.577216327190399j,0.566040873527527 +0.591579854488373j,0.551045656204224 +0.60557222366333j,0.535704433917999 +0.619184792041779j,0.520027279853821 +0.632408618927002j,0.504023849964142 +0.645235657691956j,0.487703859806061 +0.657657980918884j,0.471078127622604 +0.669667422771454j,0.454156458377838 +0.681256890296936j,0.436950147151947 +0.69241863489151j,0.419469684362412 +0.703145980834961j,0.401725649833679 +0.713432252407074j,0.38372990489006 +0.723270654678345j,0.36549299955368 +0.73265540599823j,0.347027093172073 +0.741580188274384j,0.328343480825424 +0.750039756298065j,0.309453427791596 +0.75802880525589j,0.290369600057602 +0.765541970729828j,0.271103203296661 +0.7725750207901j,0.251666992902756 +0.779123067855835j,0.232072949409485 +0.785182297229767j,0.212332859635353 +0.79074889421463j,0.192459955811501 +0.795819222927094j,0.172466218471527 +0.800390183925629j,0.152363955974579 +0.804458975791931j,0.132166430354118 +0.808022975921631j,0.111885562539101 +0.811079919338226j,0.091534897685051 +0.813627958297729j,0.0711268112063408 +0.815665423870087j,0.0506736971437932 +0.817191064357758j,0.0301891528069974 +0.818203926086426j,0.00968531612306839 +0.818703353404999j,-0.0108242537826299 +0.818689167499542j,-0.0313270017504692 +0.818161129951477j
0.0557464696466922 -0.816860675811768j,0.0761893093585967 -0.815208077430725j,0.0965847671031951 -0.81304395198822j,0.116919226944447 -0.810369670391083j,0.137180298566818 -0.807186841964722j,0.157355695962906 -0.803497493267059j,0.177431970834732 -0.799304068088531j,0.197397276759148 -0.794608950614929j,0.21723835170269 -0.789415299892426j,0.23694309592247 -0.783726334571838j,0.25649955868721 -0.777545511722565j,0.275894701480865 -0.770876884460449j,0.295117080211639 -0.763724386692047j,0.314153879880905 -0.75609278678894j,0.332993596792221 -0.747986853122711j,0.351624727249145 -0.739411354064941j,0.370034843683243 -0.73037201166153j,0.388213098049164 -0.720874190330505j,0.406147450208664 -0.71092426776886j,0.423826932907104 -0.700528204441071j,0.441240787506103 -0.689692378044128j,0.458377450704575 -0.678424000740051j,0.475226819515228 -0.666729748249054j,0.491777658462524 -0.654617249965668j,0.508019924163818 -0.642094075679779j,0.523943722248077 -0.62916773557663j,0.539538443088531 -0.615846812725067j,0.554794907569885 -0.602139234542847j,0.569702982902527 -0.588054060935974j,0.584253549575806 -0.573599934577942j,0.59843772649765 -0.558785557746887j,0.612246215343475 -0.543620824813843j,0.625670492649078 -0.528114974498749j,0.63870245218277 -0.512277483940125j,0.651333332061768 -0.496118873357773j,0.66355574131012 -0.479648619890213j,0.675361633300781 -0.462877690792084j,0.686743676662445 -0.445816278457642j,0.697695016860962 -0.428474873304367j,0.708208382129669 -0.410864889621735j,0.718277513980865 -0.392996728420258j,0.727895796298981 -0.374882370233536j,0.737057328224182 -0.356532752513886j,0.745756447315216 -0.337959051132202j,0.753987550735474 -0.319173663854599j,0.761745691299438 -0.30018761754036j,0.76902562379837 -0.281013607978821j,0.775823056697845 -0.261663228273392j,0.782133758068085 -0.242148280143738j,0.787953615188599 -0.222481772303581j,0.793279051780701 -0.202675670385361j,0.798106729984283 -0.182742044329643j,0.802433609962463 -0.162694081664085j,0.806257009506226 -0.14254367351532j,0.80957442522049 -0.122304178774357j,0.812383830547333 -0.101987965404987j,0.814683556556702 -0.0816073492169381j,0.816471993923187 -0.0611759461462498j,0.817748188972473 -0.0407057255506516j,0.818511188030243 -0.0202103890478612j,0.818760633468628 +0.000297647377010374j,0.818496286869049 +0.020805899053812j,0.817718327045441 +0.0413006916642188j,0.816427290439606 +0.0617699548602104j,0.814623951911926 +0.0822000727057456j,0.812309503555298 +0.10257862508297j,0.809485256671906 +0.122893184423447j,0.806153059005737 +0.143130227923393j,0.80231499671936 +0.163277864456177j,0.797973573207855 +0.1833226531744j,0.793131411075592 +0.203252419829369j,0.787791550159454 +0.223055019974709j,0.781957387924194 +0.242717280983925j,0.775632619857788 +0.262227237224579j,0.768821001052856 +0.28157302737236j,0.761527061462402 +0.300741761922836j,0.753755152225494 +0.319722175598144j,0.745510399341583 +0.338501542806625j,0.736797869205475 +0.357068538665771j,0.727622807025909 +0.375411868095398j,0.717991411685944 +0.393519252538681j,0.707909226417542 +0.411380022764206j,0.697383105754852 +0.428982377052307j,0.686419308185577 +0.446315497159958j,0.675024688243866 +0.463368922472j,0.66320663690567 +0.480131268501282j,0.650972187519073 +0.496592611074448j,0.638329565525055 +0.512742102146149j,0.625286340713501 +0.528569757938385j,0.611850559711456 +0.54406613111496j,0.598031044006348 +0.559220790863037j,0.583836019039154 +0.574024856090546j,0.569274961948395 +0.588468372821808j,0.554356634616852 +0.602542698383331j,0.539090216159821 +0.616239190101624j,0.523485839366913 +0.629548788070679j,0.507552623748779 +0.642463505268097j,0.491301268339157 +0.654974937438965j,0.474741578102112 +0.667075276374817j,0.4578837454319 +0.678757309913635j,0.44073885679245 +0.690013289451599j,0.423317492008209 +0.700836181640625j,0.405630111694336 +0.711219549179077j,0.387688487768173 +0.721156477928162j,0.369503378868103 +0.730641007423401j,0.351086646318436 +0.739666938781738j,0.332449644804001 +0.748228788375854j,0.313603729009628 +0.75632119178772j,0.294561326503754 +0.763938903808594j,0.275333762168884 +0.771077394485474j,0.255933791399002 +0.777731895446777j,0.236373201012611 +0.783898413181305j,0.216663956642151 +0.789573132991791j,0.196819111704826 +0.794752359390259j,0.176850378513336 +0.799432933330536j,0.156771034002304 +0.803611814975739j,0.136593371629715 +0.807286381721497j,0.116329595446587 +0.810454487800598j,0.0959931984543801 +0.813113987445831j,0.0755965784192086 +0.815263271331787j,0.0551521182060242 +0.816901028156281j
-0.0307321157306433 -0.818183720111847j,-0.0102285947650672 -0.818696796894073j,0.0102809723466634 -0.818696141242981j,0.0307844392955303 -0.818181753158569j,0.0512682162225246 -0.817153990268707j,0.0717198476195335 -0.815613448619843j,0.0921268388628959 -0.813561081886292j,0.112475641071796 -0.810998320579529j,0.132754251360893 -0.807926535606384j,0.152949199080467 -0.804347932338715j,0.173048138618469 -0.800264596939087j,0.193038895726204 -0.795678973197937j,0.212908133864403 -0.790594160556793j,0.232643768191338 -0.785013318061829j,0.252233803272247 -0.778939783573151j,0.271665215492248 -0.772377550601959j,0.290926486253738 -0.765330493450165j,0.310004860162735 -0.757803380489349j,0.328888714313507 -0.749800801277161j,0.347566545009613 -0.741327524185181j,0.36602595448494 -0.732389271259308j,0.38425600528717 -0.722991228103638j,0.402244627475738 -0.713139772415161j,0.41998079419136 -0.702840745449066j,0.437453806400299 -0.692100584506989j,0.454651981592178 -0.680926263332367j,0.471565186977386 -0.669324517250061j,0.488182187080383 -0.657302975654602j,0.504492819309235 -0.644869029521942j,0.520487248897552 -0.632030129432678j,0.536154747009277 -0.618794918060303j,0.551486134529114 -0.605171144008636j,0.56647115945816 -0.59116792678833j,0.581100702285767 -0.576793730258942j,0.595365941524506 -0.562057316303253j,0.609257340431213 -0.546968519687653j,0.622766673564911 -0.531536221504211j,0.635884940624237 -0.515770673751831j,0.648604214191437 -0.499681502580643j,0.660916745662689 -0.483278512954712j,0.672814309597015 -0.466572523117065j,0.684289753437042 -0.449573785066605j,0.695335984230042 -0.432292610406876j,0.705945670604706 -0.414740562438965j,0.716112613677979 -0.396927863359451j,0.725830018520355 -0.378866493701935j,0.735091984272003 -0.360567390918732j,0.743892848491669 -0.34204164147377j,0.752226769924164 -0.323301613330841j,0.760088801383972 -0.304358422756195j,0.767473816871643 -0.285224586725235j,0.774377167224884 -0.265911757946014j,0.78079479932785 -0.246431678533554j,0.786722302436829 -0.226797387003899j,0.792156279087067 -0.207020416855812j,0.797093152999878 -0.187113866209984j,0.801529765129089 -0.167089954018593j,0.805463552474976 -0.14696079492569j,0.808891892433167 -0.12673981487751j,0.811812698841095 -0.106438890099526j,0.814224004745483 -0.0860715880990029j,0.816124439239502 -0.065650261938572j,0.817512810230255 -0.0451873801648617j,0.818388104438782 -0.02469652146101j,0.818749964237213 -0.00419016461819417j,0.818598031997681 +0.0163192339241504j,0.817932426929474 +0.0368179678916931j,0.816753625869751 +0.0572940111160278j,0.815062284469604 +0.0777337178587913j,0.812859535217285 +0.0981246307492256j,0.810146689414978 +0.118454359471798j,0.806925475597382 +0.138709381222725j,0.803197920322418 +0.15887776017189j,0.798966407775879 +0.178946033120155j,0.794233620166779 +0.198902040719986j,0.789002358913422 +0.218733623623848j,0.78327602148056 +0.238427549600601j,0.777058124542236 +0.25797227025032j,0.770352780818939 +0.277354717254639j,0.763164043426514 +0.296563148498535j,0.755496263504028 +0.315585851669311j,0.747354567050934 +0.334410160779953j,0.738743782043457 +0.353025019168854j,0.729669630527496 +0.371417969465256j,0.720137596130371 +0.389577865600586j,0.710153460502625 +0.407493650913238j,0.699723958969116 +0.425153404474258j,0.688855171203613 +0.442546725273132j,0.677554368972778 +0.459661990404129j,0.66582840681076 +0.476488888263702j,0.653684318065643 +0.493017047643661j,0.641130387783051 +0.509235560894012j,0.628174185752869 +0.525134563446045j,0.614823520183563 +0.540704309940338j,0.601087272167206 +0.555934488773346j,0.586973667144775 +0.570816099643707j,0.572491943836212 +0.585339248180389j,0.557650983333588 +0.599495112895966j,0.542459905147552 +0.613275051116943j,0.526928663253784 +0.626669943332672j,0.511066496372223 +0.639671862125397j,0.494883924722672 +0.65227210521698j,0.478390842676163 +0.664463102817535j,0.461597263813019 +0.676237404346466j,0.444514364004135 +0.687587082386017j,0.427152216434479 +0.698505580425262j,0.409522354602814 +0.708985567092896j,0.391635537147522 +0.719020664691925j,0.373502612113953 +0.728604733943939j,0.355135679244995 +0.737731456756592j,0.336545884609222 +0.746395289897919j,0.317744553089142 +0.754590928554535j,0.298744201660156 +0.762312889099121j,0.279556065797806 +0.769556641578674j,0.26019287109375 +0.776317417621613j,0.240666389465332 +0.782591044902802j,0.220988497138023 +0.788373708724976j,0.201172351837158 +0.793661594390869j,0.181229561567307 +0.798451542854309j,0.161173462867737 +0.802740395069122j,0.141016259789467 +0.806525528430939j
