0.0123486826196313 +0.0934812054038048j,0.0255538206547499 +0.0942952185869217j,0.0390829369425774 +0.0934832021594048j,0.0527463927865028 +0.09099992364645j,0.0663508400321007 +0.0868229195475578j,0.0797020941972733 +0.0809525549411774j,0.0926079675555229 +0.073411725461483j,0.104881048202515 +0.0642452239990234j,0.116341210901737 +0.0535187385976315j,0.126818120479584 +0.0413175784051418j,0.136153355240822 +0.027745084837079j,0.144202440977097 +0.0129208285361528j,0.150836408138275 -0.00302141672000289j,0.155943334102631 -0.0199358370155096j,0.159429311752319 -0.0376669093966484j,0.161219239234924 -0.05605174228549j,0.161257356405258 -0.0749225094914436j,0.15950733423233 -0.0941088646650314j,0.155952170491219 -0.113440312445164j,0.150593757629395 -0.132748454809189j,0.143452242016792 -0.151869207620621j,0.134565085172653 -0.17064480483532j,0.123985916376114 -0.188925698399544j,0.111783303320408 -0.206572130322456j,0.0980392470955849 -0.223455742001534j,0.0828475952148438 -0.239460676908493j,0.0663124248385429 -0.254484713077545j,0.0485462918877602 -0.268440008163452j,0.0296685211360455 -0.281253635883331j,0.00980345066636801 -0.29286801815033j,-0.0109212612733245 -0.303240895271301j,-0.0323762632906437 -0.312345445156097j,-0.0544320829212666 -0.32016983628273j,-0.076960563659668 -0.326716899871826j,-0.0998362004756927 -0.332003504037857j,-0.122937336564064 -0.336059778928757j,-0.146147191524506 -0.338928312063217j,-0.169354781508446 -0.340663254261017j,-0.192455619573593 -0.341329157352448j,-0.215352326631546 -0.34100005030632j,-0.237954989075661 -0.33975824713707j,-0.260181456804276 -0.337693214416504j,-0.281957358121872 -0.334900468587875j,-0.303216159343719 -0.331480383872986j,-0.323898911476135 -0.327537208795547j,-0.343953967094421 -0.323177814483643j,-0.363336503505707 -0.318510919809341j,-0.382008105516434 -0.31364580988884j,-0.39993605017662 -0.308691650629044j,-0.417092740535736 -0.303756445646286j,-0.433454841375351 -0.298946380615234j,-0.449002653360367 -0.294364839792252j,-0.463719129562378 -0.290111869573593j,-0.477589339017868 -0.286283493041992j,-0.490599364042282 -0.2829709649086j,-0.502735674381256 -0.280260294675827j,-0.513984441757202 -0.278231680393219j,-0.52433055639267 -0.27695894241333j,-0.533757269382477 -0.27650910615921j,-0.542245328426361 -0.276941806077957j,-0.549772799015045 -0.278308928012848j,-0.556314468383789 -0.280654042959213j,-0.561841189861298 -0.284012049436569j,-0.566320240497589 -0.288408756256104j,-0.569715023040771 -0.293860256671906j,-0.571984767913818 -0.300372719764709j,-0.573085188865662 -0.307941854000092j,-0.572968304157257 -0.316552549600601j,-0.571583151817322 -0.326178520917892j,-0.568876326084137 -0.336781859397888j,-0.564792275428772 -0.34831291437149j,-0.559274733066559 -0.36070990562439j,-0.552267014980316 -0.373898774385452j,-0.543713569641113 -0.387793183326721j,-0.533560931682587 -0.402294397354126j,-0.521758854389191 -0.417291462421417j,-0.508262038230896 -0.432661414146423j,-0.493031233549118 -0.448269695043564j,-0.476034879684448 -0.46397066116333j,-0.457250565290451 -0.479608207941055j,-0.436666518449783 -0.495016813278198j,-0.414283245801926 -0.510022401809692j,-0.390114843845367 -0.524443745613098j,-0.364190399646759 -0.53809380531311j,-0.336555480957031 -0.550781428813934j,-0.307272970676422 -0.56231302022934j,-0.276424318552017 -0.572494924068451j,-0.244110152125359 -0.581135034561157j,-0.210450991988182 -0.588045597076416j,-0.17558741569519 -0.593045473098755j,-0.139680191874504 -0.595962524414062j,-0.102909930050373 -0.596636474132538j,-0.0654765293002129 -0.594921469688416j,-0.0275982152670622 -0.590688705444336j,0.0104897515848279 -0.583828806877136j,0.0485367141664028 -0.574254810810089j,0.0862786248326302 -0.561904013156891j,0.123440392315388 -0.546740353107452j,0.159738510847092 -0.528756439685822j,0.194884106516838 -0.507974863052368j,0.228586092591286 -0.484449923038483j,0.260554790496826 -0.458268165588379j,0.29050549864769 -0.429549068212509j,0.31816241145134 -0.398445129394531j,0.343262493610382 -0.365141361951828j,0.365559488534927 -0.329854428768158j,0.384827762842178 -0.292831182479858j,0.400866210460663 -0.254346698522568j,0.41350182890892 -0.214701920747757j,0.422593146562576 -0.174220487475395j,0.428033322095871 -0.133245497941971j,0.429752796888351 -0.092135563492775j,0.427721560001373 -0.0512605160474777j,0.421950906515121 -0.0109968231990933j,0.412494599819183 +0.0282773170620203j,0.399449527263641 +0.0661870464682579j,0.382955491542816 +0.102366082370281j,0.363194614648819 +0.136462017893791j,0.340389907360077 +0.16814149916172j,0.314803153276443 +0.197095334529877j,0.286732226610184 +0.223043352365494j
0.0242058373987675 +0.0895196720957756j,0.0373245030641556 +0.0885238274931908j,0.0505413636565208 +0.085865244269371j,0.0636598393321037 +0.0815243199467659j,0.0764826163649559 +0.075504943728447j,0.0888145714998245 +0.0678341835737228j,0.100465603172779 +0.0585616491734982j,0.111253350973129 +0.0477584637701511j,0.121005699038506 +0.0355159267783165j,0.12956303358078 +0.0219438765197992j,0.136780321598053 +0.00716880010440946j,0.142528787255287 -0.00866826064884663j,0.146697446703911 -0.0254140086472034j,0.14919413626194 -0.0429052710533142j,0.149946361780167 -0.0609715208411217j,0.148901760578156 -0.0794373825192451j,0.146028220653534 -0.0981251671910286j,0.141313761472702 -0.11685736477375j,0.134766012430191 -0.135459020733833j,0.12641154229641 -0.15376004576683j,0.116294778883457 -0.171597301959991j,0.104476876556873 -0.18881656229496j,0.0910342410206795 -0.205274298787117j,0.0760570093989372 -0.220839127898216j,0.0596473105251789 -0.235393211245537j,0.0419175066053867 -0.248833194375038j,0.0229883100837469 -0.261071085929871j,0.00298694707453251 -0.272034823894501j,-0.0179547406733036 -0.281668573617935j,-0.0397021099925041 -0.289932817220688j,-0.0621194802224636 -0.296804338693619j,-0.0850718170404434 -0.302275717258453j,-0.108426257967949 -0.306355029344559j,-0.132053598761559 -0.309064984321594j,-0.155829504132271 -0.310442328453064j,-0.179635688662529 -0.310536682605743j,-0.203360825777054 -0.309409767389297j,-0.226901337504387 -0.307134091854095j,-0.250161975622177 -0.303791880607605j,-0.273056298494339 -0.299473911523819j,-0.295506834983826 -0.294278293848038j,-0.317445248365402 -0.288309216499329j,-0.338812202215195 -0.28167587518692j,-0.359557151794434 -0.274491190910339j,-0.379637986421585 -0.266870886087418j,-0.399020582437515 -0.25893223285675j,-0.41767805814743 -0.250793218612671j,-0.435590296983719 -0.242571592330933j,-0.45274293422699 -0.234383910894394j,-0.469126731157303 -0.226344913244247j,-0.484736561775208 -0.218566656112671j,-0.499570459127426 -0.211157977581024j,-0.513628840446472 -0.204223766922951j,-0.526913285255432 -0.197864532470703j,-0.53942596912384 -0.192175835371017j,-0.551168262958527 -0.187247797846794j,-0.562140345573425 -0.183164745569229j,-0.572340071201324 -0.180004745721817j,-0.581762254238129 -0.177839189767838j,-0.590398013591766 -0.176732420921326j,-0.598234117031097 -0.176741361618042j,-0.605252802371979 -0.177915051579475j,-0.611430525779724 -0.180294305086136j,-0.616738557815552 -0.183911249041557j,-0.621142327785492 -0.188788890838623j,-0.624601542949677 -0.194940701127052j,-0.627070128917694 -0.202370122075081j,-0.628496527671814 -0.211070165038109j,-0.6288241147995 -0.221022889018059j,-0.627991557121277 -0.232198983430862j,-0.625933587551117 -0.244557395577431j,-0.622581779956818 -0.258044838905334j,-0.617865443229675 -0.272595554590225j,-0.611712694168091 -0.288130968809128j,-0.60405170917511 -0.304559499025345j,-0.594812154769897 -0.321776539087296j,-0.583926379680634 -0.339664399623871j,-0.571331262588501 -0.358092457056046j,-0.556969463825226 -0.376917451620102j,-0.540791451931 -0.395984023809433j,-0.522757053375244 -0.41512531042099j,-0.502837181091309 -0.434163779020309j,-0.481015592813492 -0.452912330627441j,-0.457290500402451 -0.471175491809845j,-0.431676238775253 -0.48875093460083j,-0.404204607009888 -0.505431115627289j,-0.374926328659058 -0.52100533246994j,-0.343912184238434 -0.535261571407318j,-0.311253875494003 -0.547989070415497j,-0.277064830064774 -0.558980584144592j,-0.241480484604836 -0.568035244941711j,-0.204658582806587 -0.574960827827454j,-0.166778773069382 -0.579577088356018j,-0.12804214656353 -0.58171820640564j,-0.0886702835559845 -0.581236064434052j,-0.0489039234817028 -0.578002452850342j,-0.00900125317275524 -0.571912407875061j,0.0307641588151455 -0.562886297702789j,0.0701058283448219 -0.550872504711151j,0.108727164566517 -0.535849452018738j,0.146324649453163 -0.517827153205872j,0.1825912296772 -0.496849089860916j,0.217220082879066 -0.472993075847626j,0.249908536672592 -0.446371734142303j,0.280362099409103 -0.417132824659348j,0.308298707008362 -0.385458797216415j,0.333452969789505 -0.351565837860107j,0.355580151081085 -0.315702527761459j,0.374460577964783 -0.278147608041763j,0.38990318775177 -0.23920775949955j,0.4017493724823 -0.199214205145836j,0.409876227378845 -0.158519312739372j,0.414199411869049 -0.117492482066154j,0.41467547416687 -0.0765156745910645j,0.411303967237473 -0.0359786078333855j,0.40412849187851 +0.00372634246014059j,0.393237471580505 +0.0422095209360123j,0.378764063119888 +0.0790894329547882j,0.360885500907898 +0.113998219370842j,0.339821606874466 +0.146587163209915j,0.315832734107971 +0.176531970500946j
0.0351292863488197 +0.0841364040970802j,0.0479144752025604 +0.0813825652003288j,0.0605694688856602 +0.0769610777497292j,0.0728942677378654 +0.0708788633346558j,0.0846912115812302 +0.0631666705012321j,0.0957679226994514 +0.0538784228265285j,0.105940103530884 +0.0430901348590851j,0.115034125745296 +0.0308985840529203j,0.122889436781406 +0.0174195896834135j,0.129360646009445 +0.00278606126084924j,0.134319379925728 -0.0128541868180037j,0.137655705213547 -0.0293408129364252j,0.139279395341873 -0.046503446996212j,0.139120638370514 -0.0641643181443214j,0.137130618095398 -0.0821408778429031j,0.133281588554382 -0.100248441100121j,0.127566710114479 -0.118302822113037j,0.119999505579472 -0.136122778058052j,0.110613077878952 -0.153532475233078j,0.0994590669870377 -0.170363634824753j,0.0866062715649605 -0.186457619071007j,0.0721392035484314 -0.201667249202728j,0.0561563670635223 -0.215858355164528j,0.0387684218585491 -0.228911176323891j,0.0200962852686644 -0.240721389651299j,0.000269130687229335 -0.251201003789902j,-0.0205776132643223 -0.260278880596161j,-0.0423042848706245 -0.267900973558426j,-0.0647689402103424 -0.274030536413193j,-0.0878292396664619 -0.27864795923233j,-0.111344262957573 -0.281750172376633j,-0.135176166892052 -0.283350378274918j,-0.159191727638245 -0.283477067947388j,-0.183263689279556 -0.282173275947571j,-0.207271978259087 -0.279495477676392j,-0.231104761362076 -0.275512546300888j,-0.254659175872803 -0.270304411649704j,-0.277841985225677 -0.26396107673645j,-0.300570160150528 -0.256581008434296j,-0.322770923376083 -0.248270183801651j,-0.344381988048553 -0.239140555262566j,-0.365351349115372 -0.229308977723122j,-0.385637104511261 -0.21889591217041j,-0.405206978321075 -0.208024367690086j,-0.424037903547287 -0.19681878387928j,-0.442115098237991 -0.185404017567635j,-0.459431558847427 -0.173904478549957j,-0.475987106561661 -0.162443280220032j,-0.491787374019623 -0.151141449809074j,-0.506842851638794 -0.140117302536964j,-0.521167993545532 -0.129485875368118j,-0.534779787063599 -0.119358316063881j,-0.547697186470032 -0.109841510653496j,-0.559939622879028 -0.10103764384985j,-0.571526110172272 -0.0930438339710236j,-0.582474172115326 -0.0859518349170685j,-0.592798948287964 -0.0798477157950401j,-0.602512121200562 -0.0748115703463554j,-0.61162132024765 -0.0709172561764717j,-0.620128870010376 -0.0682321190834045j,-0.628031551837921 -0.0668165683746338j,-0.635319828987122 -0.066724106669426j,-0.64197713136673 -0.0680003836750984j,-0.647979974746704 -0.0706834122538567j,-0.653297007083893 -0.0748028010129929j,-0.657889604568481 -0.0803794413805008j,-0.66171133518219 -0.0874249488115311j,-0.664708375930786 -0.0959412157535553j,-0.66681957244873 -0.10591983050108j,-0.667977273464203 -0.117341600358486j,-0.668107509613037 -0.130175873637199j,-0.667131066322327 -0.144380182027817j,-0.664964258670807 -0.159899562597275j,-0.661519944667816 -0.176666185259819j,-0.656708896160126 -0.194598942995071j,-0.650441110134125 -0.213603079319j,-0.64262729883194 -0.233570024371147j,-0.633180320262909 -0.254377245903015j,-0.62201726436615 -0.275888293981552j,-0.609061121940613 -0.297953099012375j,-0.59424239397049 -0.320408195257187j,-0.57750141620636 -0.343077450990677j,-0.558790028095245 -0.365772873163223j,-0.538073718547821 -0.388295501470566j,-0.51533317565918 -0.41043683886528j,-0.490566343069077 -0.431980222463608j,-0.463790029287338 -0.452702730894089j,-0.43504136800766 -0.472376972436905j,-0.404379218816757 -0.490773499011993j,-0.371885180473328 -0.507663130760193j,-0.337664514780045 -0.522819519042969j,-0.301846593618393 -0.536022067070007j,-0.264585196971893 -0.547058880329132j,-0.226058200001717 -0.555729448795319j,-0.186467260122299 -0.561848163604736j,-0.146036639809608 -0.565247178077698j,-0.105012066662312 -0.565779328346252j,-0.063658818602562 -0.563321352005005j,-0.022259620949626 -0.55777645111084j,0.0188879612833261 -0.549076914787292j,0.0594744756817818 -0.537186682224274j,0.0991819426417351 -0.522102832794189j,0.137687474489212 -0.503857731819153j,0.17466726899147 -0.482519716024399j,0.209800660610199 -0.458194375038147j,0.24277463555336 -0.431024163961411j,0.27328810095787 -0.401188552379608j,0.301056504249573 -0.368902832269669j,0.32581615447998 -0.334416657686234j,0.347328722476959 -0.298012167215347j,0.365385174751282 -0.26000115275383j,0.37980979681015 -0.220721811056137j,0.390463590621948 -0.180535241961479j,0.397247463464737 -0.139820992946625j,0.400104552507401 -0.0989725142717361j,0.399022579193115 -0.0583920665085316j,0.394034922122955 -0.0184854082763195j,0.38522145152092 +0.0203438028693199j,0.372708588838577 +0.0576996579766273j,0.356668412685394 +0.0931997746229172j,0.337317317724228 +0.126480996608734j
0.0449669472873211 +0.0775220319628716j,0.0571860484778881 +0.073095329105854j,0.0690485090017319 +0.0670277178287506j,0.0803545191884041 +0.0593530423939228j,0.0909097641706467 +0.0501289367675781j,0.100528284907341 +0.0394357442855835j,0.109035216271877 +0.0273751094937325j,0.116269245743752 +0.0140682458877563j,0.122084818780422 -0.00034608508576639j,0.126353994011879 -0.0157138518989086j,0.128968104720116 -0.0318681970238686j,0.129838839173317 -0.0486320778727531j,0.128899201750755 -0.0658209398388863j,0.126103922724724 -0.0832455158233643j,0.121429681777954 -0.100714541971684j,0.114874817430973 -0.118037514388561j,0.106458812952042 -0.135027289390564j,0.0962214171886444 -0.151502564549446j,0.0842215195298195 -0.167290255427361j,0.0705357491970062 -0.182227551937103j,0.0552568286657333 -0.19616387784481j,0.0384917967021465 -0.208962500095367j,0.0203600637614727 -0.220501974225044j,0.000991319422610104 -0.230677172541618j,-0.0194765478372574 -0.23940022289753j,-0.0408996380865574 -0.246601045131683j,-0.063130147755146 -0.252227604389191j,-0.0860185325145721 -0.256245970726013j,-0.109415464103222 -0.258640140295029j,-0.133173793554306 -0.259411543607712j,-0.157150328159332 -0.258578449487686j,-0.18120750784874 -0.256175100803375j,-0.205214768648148 -0.252250701189041j,-0.229049980640411 -0.246868401765823j,-0.252600371837616 -0.240103960037231j,-0.275763541460037 -0.232044517993927j,-0.29844805598259 -0.222787231206894j,-0.32057386636734 -0.212437883019447j,-0.342072814702988 -0.201109558343887j,-0.362888336181641 -0.188921183347702j,-0.382975727319717 -0.175996333360672j,-0.402301549911499 -0.162461906671524j,-0.420843362808228 -0.148446962237358j,-0.438589096069336 -0.134081587195396j,-0.455536246299744 -0.119495898485184j,-0.471691131591797 -0.104819171130657j,-0.487067878246307 -0.0901789665222168j,-0.501687407493591 -0.0757004395127296j,-0.515576481819153 -0.0615057460963726j,-0.528766214847565 -0.0477134771645069j,-0.541291475296021 -0.0344382561743259j,-0.553189098834991 -0.0217903852462769j,-0.564497113227844 -0.00987553037703037j,-0.575253367424011 +0.00120547972619534j,-0.585494458675385 +0.0113568948581815j,-0.595254600048065 +0.0204881131649017j,-0.604564607143402 +0.0285139307379723j,-0.613450646400452 +0.0353545658290386j,-0.62193363904953 +0.0409358963370323j,-0.630028069019318 +0.0451895333826542j,-0.637741565704346 +0.0480531491339207j,-0.645073711872101 +0.0494703240692616j,-0.652016043663025 +0.0493915006518364j,-0.658551156520844 +0.0477736741304398j,-0.664652526378632 +0.0445810742676258j,-0.67028421163559 +0.0397855341434479j,-0.675400972366333 +0.0333670377731323j,-0.679948031902313 +0.0253142174333334j,-0.683861613273621 +0.0156250149011612j,-0.687068939208984 +0.00430723233148456j,-0.689489305019379 -0.00862068496644497j,-0.691034078598022 -0.0231290459632874j,-0.691608190536499 -0.0391761958599091j,-0.691110849380493 -0.0567078739404678j,-0.689436674118042 -0.0756565630435944j,-0.686477422714233 -0.0959409475326538j,-0.682123005390167 -0.117465421557426j,-0.676263570785522 -0.140119731426239j,-0.668791115283966 -0.163778692483902j,-0.659601271152496 -0.188302174210548j,-0.6485955119133 -0.21353517472744j,-0.635683178901672 -0.239308029413223j,-0.620783627033234 -0.265437096357346j,-0.603828251361847 -0.291725307703018j,-0.584762692451477 -0.317963421344757j,-0.563548922538757 -0.343931078910828j,-0.540167391300201 -0.369398444890976j,-0.514618515968323 -0.39412796497345j,-0.486924856901169 -0.417876571416855j,-0.457132250070572 -0.440397828817368j,-0.425311237573624 -0.461444646120071j,-0.391558021306992 -0.480771988630295j,-0.355995059013367 -0.498139917850494j,-0.31877139210701 -0.513316571712494j,-0.280062615871429 -0.526081621646881j,-0.240070179104805 -0.536229372024536j,-0.19902066886425 -0.543572247028351j,-0.157164260745049 -0.547943890094757j,-0.114772982895374 -0.549202501773834j,-0.0721383988857269 -0.547233879566193j,-0.0295688714832067 -0.541953980922699j,0.0126135107129812 -0.533311724662781j,0.0540764965116978 -0.521291017532349j,0.0944815427064896 -0.505912661552429j,0.133487954735756 -0.487235367298126j,0.170757338404655 -0.465356945991516j,0.205958142876625 -0.440414428710938j,0.238770440220833 -0.412583708763123j,0.268890678882599 -0.382078737020493j,0.296036303043365 -0.349149972200394j,0.319950491189957 -0.314082145690918j,0.34040641784668 -0.277191758155823j,0.357211321592331 -0.238823473453522j,0.370210379362106 -0.199346393346786j,0.379289746284485 -0.159149557352066j,0.384379386901855 -0.118637174367905j,0.385455220937729 -0.0782232508063316j,0.382540494203568 -0.0383260846138j,0.375706553459167 +0.000637530698440969j,0.365072965621948 +0.038258258253336j,0.350806593894958 +0.074140191078186j
0.0536023899912834 +0.0698791369795799j,0.0650415346026421 +0.0638947635889053j,0.0759039595723152 +0.0563270412385464j,0.0859936997294426 +0.0472366511821747j,0.0951234474778175 +0.0367076136171818j,0.103117249906063 +0.0248457826673985j,0.109813205897808 +0.0117771122604609j,0.115065686404705 -0.00235443445853889j,0.118747316300869 -0.0173892267048359j,0.120750606060028 -0.0331545025110245j,0.120989248156548 -0.0494670942425728j,0.119398973882198 -0.0661362260580063j,0.115938097238541 -0.0829663947224617j,0.110587634146214 -0.0997602418065071j,0.103351078927517 -0.116321384906769j,0.0942538380622864 -0.132457166910172j,0.0833422839641571 -0.147981241345406j,0.070682592689991 -0.162715971469879j,0.0563591942191124 -0.176494762301445j,0.0404731184244156 -0.189163893461227j,0.0231400355696678 -0.200584337115288j,0.00448819249868393 -0.210633188486099j,-0.0153437629342079 -0.219204783439636j,-0.0362090617418289 -0.226211577653885j,-0.0579550787806511 -0.231584757566452j,-0.0804256647825241 -0.235274419188499j,-0.103463336825371 -0.237249672412872j,-0.126911491155624 -0.237498268485069j,-0.150616407394409 -0.236026212573051j,-0.174429222941399 -0.232856944203377j,-0.198207587003708 -0.228030472993851j,-0.221817344427109 -0.221602246165276j,-0.245133802294731 -0.213641986250877j,-0.268042951822281 -0.204232275485992j,-0.290442407131195 -0.19346721470356j,-0.31224200129509 -0.181450918316841j,-0.333364516496658 -0.1682960242033j,-0.353745728731155 -0.15412226319313j,-0.373334646224976 -0.139054954051971j,-0.392093330621719 -0.12322361767292j,-0.409996509552002 -0.106760650873184j,-0.427031278610229 -0.0898000746965408j,-0.443196177482605 -0.0724763870239258j,-0.458500772714615 -0.0549235381186008j,-0.472964346408844 -0.0372739732265472j,-0.486615270376205 -0.0196578670293093j,-0.499489665031433 -0.0022024183999747j,-0.511630237102509 +0.0149687109515071j,-0.523085296154022 +0.0317358449101448j,-0.533907234668732 +0.0479836612939835j,-0.544151306152344 +0.0636013895273209j,-0.553874492645264 +0.0784830749034882j,-0.563134133815765 +0.0925275757908821j,-0.571986615657806 +0.105638653039932j,-0.580486297607422 +0.117724992334843j,-0.58868408203125 +0.128700092434883j,-0.596626579761505 +0.138482317328453j,-0.604354858398438 +0.146994799375534j,-0.611903429031372 +0.15416544675827j,-0.619299411773682 +0.159926921129227j,-0.62656170129776 +0.164216816425323j,-0.633700013160706 +0.166977494955063j,-0.640714526176453 +0.168156668543816j,-0.647595107555389 +0.16770738363266j,-0.654321074485779 +0.165588349103928j,-0.6608607172966 +0.161764517426491j,-0.667171239852905 +0.156207501888275j,-0.673198759555817 +0.148896098136902j,-0.678878307342529 +0.139817044138908j,-0.684134185314178 +0.128965735435486j,-0.688880383968353 +0.116346932947636j,-0.693021297454834 +0.101975694298744j,-0.696452379226685 +0.0858781188726425j,-0.69906097650528 +0.0680923089385033j,-0.700727880001068 +0.0486691780388355j,-0.701328158378601 +0.0276732109487057j,-0.700732946395874 +0.00518329394981265j,-0.698811113834381 -0.0187066718935966j,-0.695430874824524 -0.0438872240483761j,-0.690461933612823 -0.0702329277992249j,-0.683777451515198 -0.0976021662354469j,-0.675256311893463 -0.125837087631226j,-0.664785385131836 -0.154763832688332j,-0.652261853218079 -0.184192940592766j,-0.637595534324646 -0.213920041918755j,-0.620711326599121 -0.243726894259453j,-0.601551473140717 -0.273382633924484j,-0.580077707767487 -0.302645266056061j,-0.556273341178894 -0.33126375079155j,-0.530145287513733 -0.358979910612106j,-0.501725614070892 -0.385531067848206j,-0.471072971820831 -0.410652726888657j,-0.438273787498474 -0.434081494808197j,-0.403442949056625 -0.455558240413666j,-0.366724222898483 -0.474831521511078j,-0.328290224075317 -0.491661012172699j,-0.288341879844666 -0.505821049213409j,-0.247107535600662 -0.517104148864746j,-0.204841569066048 -0.525324642658234j,-0.161822363734245 -0.530322074890137j,-0.118350021541119 -0.531964421272278j,-0.0747434869408607 -0.530151128768921j,-0.0313372351229191 -0.52481597661972j,0.0115224448964 -0.515929162502289j,0.0534815303981304 -0.503499627113342j,0.0941826850175858 -0.487576216459274j,0.133269906044006 -0.468248635530472j,0.170393407344818 -0.445648014545441j,0.205214649438858 -0.419946312904358j,0.23741127550602 -0.391355723142624j,0.266682177782059 -0.360126942396164j,0.292752265930176 -0.326546967029572j,0.315377205610275 -0.290936350822449j,0.334347546100616 -0.25364562869072j,0.349492818117142 -0.215051218867302j,0.360684841871262 -0.175550982356071j,0.367840558290482 -0.135559052228928j,0.370924323797226 -0.0955003127455711j,0.369949460029602 -0.0558047145605087j,0.364978939294815 -0.0169011559337378j,0.356125503778458 +0.0207886565476656j
0.0609545856714249 +0.0614160858094692j,0.0714223459362984 +0.0540155209600925j,0.0811038985848427 +0.0451185405254364j,0.0898107439279556 +0.0348121076822281j,0.0973660871386528 +0.0232055764645338j,0.103607498109341 +0.0104289371520281j,0.108389332890511 -0.00336934789083898j,0.111584760248661 -0.018024729564786j,0.113087467849255 -0.0333591997623444j,0.112813040614128 -0.0491840988397598j,0.110699862241745 -0.0653030127286911j,0.106709659099579 -0.0815147757530212j,0.100827671587467 -0.09761643409729j,0.0930624380707741 -0.113406226038933j,0.0834451094269753 -0.128686413168907j,0.0720286071300507 -0.143265977501869j,0.0588862486183643 -0.156963214278221j,0.0441102348268032 -0.16960796713829j,0.0278098173439503 -0.18104375898838j,0.010109294205904 -0.191129550337791j,-0.00885420385748148 -0.199741259217262j,-0.0289330240339041 -0.206772923469543j,-0.0499713942408562 -0.212137624621391j,-0.0718078464269638 -0.215767979621887j,-0.0942776501178741 -0.217616498470306j,-0.117215216159821 -0.217655494809151j,-0.14045637845993 -0.21587672829628j,-0.163840532302856 -0.212290927767754j,-0.18721279501915 -0.206926882266998j,-0.21042574942112 -0.199830546975136j,-0.233341157436371 -0.191063672304153j,-0.2558314204216 -0.18070262670517j,-0.277780801057816 -0.168836861848831j,-0.299086421728134 -0.15556737780571j,-0.319659113883972 -0.141005143523216j,-0.339423716068268 -0.12526947259903j,-0.358319669961929 -0.108486458659172j,-0.376300871372223 -0.0907873585820198j,-0.39333564043045 -0.0723071321845055j,-0.409406334161758 -0.0531829968094826j,-0.424508929252625 -0.0335531234741211j,-0.438652217388153 -0.0135554000735283j,-0.451856970787048 +0.00667361915111542j,-0.46415513753891 +0.0269996710121632j,-0.475588619709015 +0.0472915768623352j,-0.486208111047745 +0.0674219280481339j,-0.496072053909302 +0.087267592549324j,-0.505245089530945 +0.106710143387318j,-0.513796865940094 +0.125636056065559j,-0.521800816059113 +0.143936961889267j,-0.529332518577576 +0.161509573459625j,-0.53646856546402 +0.178255766630173j,-0.543285191059113 +0.194082349538803j,-0.549856960773468 +0.20890100300312j,-0.556255400180817 +0.222627952694893j,-0.562547981739044 +0.235183879733086j,-0.568796813488007 +0.246493488550186j,-0.575057506561279 +0.256485491991043j,-0.58137834072113 +0.265092253684998j,-0.587798953056335 +0.272249758243561j,-0.594349801540375 +0.277897387742996j,-0.601051330566406 +0.281978219747543j,-0.60791289806366 +0.284438580274582j,-0.614932537078857 +0.285228699445724j,-0.622096478939056 +0.284302800893784j,-0.629378497600555 +0.281619489192963j,-0.636739790439606 +0.277142196893692j,-0.644128918647766 +0.270839899778366j,-0.651481747627258 +0.262687712907791j,-0.658721685409546 +0.252667784690857j,-0.665759742259979 +0.240770071744919j,-0.672495543956757 +0.226993381977081j,-0.678817331790924 +0.21134640276432j,-0.684603452682495 +0.193848714232445j,-0.689723014831543 +0.174531847238541j,-0.694037079811096 +0.153440371155739j,-0.697400510311127 +0.130632907152176j,-0.699662983417511 +0.106183096766472j,-0.700671255588531 +0.0801804140210152j,-0.70027095079422 +0.0527309738099575j,-0.69830858707428 +0.0239580161869526j,-0.694633960723877 -0.00599764939397573j,-0.689102590084076 -0.036977481096983j,-0.681578040122986 -0.0688053146004677j,-0.671934545040131 -0.101287700235844j,-0.660059630870819 -0.134214535355568j,-0.645856618881226 -0.167360037565231j,-0.629247069358826 -0.200484052300453j,-0.610173404216766 -0.233333602547646j,-0.588601112365723 -0.265644878149033j,-0.564520716667175 -0.297145515680313j,-0.537949860095978 -0.327557146549225j,-0.508934795856476 -0.356598317623138j,-0.477551490068436 -0.383987605571747j,-0.443906843662262 -0.409447014331818j,-0.408138781785965 -0.432705610990524j,-0.370416551828384 -0.453503161668777j,-0.330940157175064 -0.471593916416168j,-0.289939403533936 -0.486750572919846j,-0.247672468423843 -0.49876794219017j,-0.204423844814301 -0.507466673851013j,-0.160501912236214 -0.512696921825409j,-0.116235919296741 -0.514341294765472j,-0.0719724744558334 -0.512318134307861j,-0.0280716847628355 -0.506583869457245j,0.0150972427800298 -0.497135251760483j,0.0571605674922466 -0.484010845422745j,0.0977450162172318 -0.467292100191116j,0.136482864618301 -0.447103798389435j,0.173017263412476 -0.423613697290421j,0.207007482647896 -0.39703181385994j,0.238134175539017 -0.367608606815338j,0.266104519367218 -0.335632860660553j,0.290656954050064 -0.301428616046906j,0.31156587600708 -0.265351623296738j,0.328645616769791 -0.227784991264343j,0.341753989458084 -0.189134612679482j,0.350795358419418 -0.149823635816574j,0.355722993612289 -0.110286988317966j,0.356540441513062 -0.0709651783108711j,0.353302597999573 -0.0322981551289558j
