0.646657943725586 -0.336838692426682j,0.65941309928894 -0.311128735542297j,0.671146631240845 -0.284936755895615j,0.681840300559998 -0.258303284645081j,0.691477477550507 -0.23126956820488j,0.700043320655823 -0.203877553343773j,0.707524538040161 -0.176169663667679j,0.713909506797791 -0.148188814520836j,0.719188392162323 -0.119978368282318j,0.72335296869278 -0.091582015156746j,0.72639673948288 -0.0630437508225442j,0.728315114974976 -0.0344078168272973j,0.729104936122894 -0.005718584638089j,0.728765189647675 +0.0229795277118682j,0.727296233177185 +0.0516420193016529j,0.724700450897217 +0.0802244916558265j,0.72098183631897 +0.108682692050934j,0.716146111488342 +0.136972472071648j,0.710200846195221 +0.1650500446558j,0.703155159950256 +0.192871883511543j,0.695020020008087 +0.220394879579544j,0.685808062553406 +0.247576430439949j,0.675533473491669 +0.27437436580658j,0.664212226867676 +0.300747185945511j,0.651861846446991 +0.32665404677391j,0.638501524925232 +0.3520547747612j,0.624151885509491 +0.376910030841827j,0.608835220336914 +0.40118134021759j,0.592575192451477 +0.424831032752991j,0.57539701461792 +0.447822511196136j,0.557327389717102 +0.470120131969452j,0.538394212722778 +0.491689383983612j,0.518626868724823 +0.512496769428253j,0.498055934906006 +0.532510101795197j,0.476713389158249 +0.551698386669159j,0.454632163047791 +0.570031881332397j,0.431845992803574 +0.587482571601868j,0.408391267061234 +0.604022622108459j,0.38430380821228 +0.619626820087433j,0.359620869159699 +0.634270906448364j,0.334380775690079 +0.647932291030884j,0.308622568845749 +0.660589754581451j,0.282386243343353 +0.672223746776581j,0.255712330341339 +0.682816207408905j,0.228642210364342 +0.692350685596466j,0.201217904686928 +0.700812458992004j,0.17348176240921 +0.708188414573669j,0.145476907491684 +0.714467108249664j,0.117246590554714 +0.719638764858246j,0.0888346061110497 +0.723695456981659j,0.0602849945425988 +0.726630926132202j,0.0316420011222363 +0.728440463542938j,0.00294995447620755 +0.729121446609497j,-0.0257466305047273 +0.728672623634338j,-0.0544033423066139 +0.727094888687134j,-0.0829757526516914 +0.724390625953674j,-0.111419603228569 +0.720563948154449j,-0.139690846204758 +0.715620875358582j,-0.167745620012283 +0.709568977355957j,-0.195540532469749 +0.702417731285095j,-0.2230324447155 +0.69417816400528j,-0.250178784132004 +0.684862971305847j,-0.276937514543533 +0.674486756324768j,-0.303267180919647 +0.663065433502197j,-0.329126954078674 +0.650616765022278j,-0.354476749897003 +0.637160062789917j,-0.379277378320694 +0.622716188430786j,-0.403490304946899 +0.607307434082031j,-0.427078098058701 +0.590957701206207j,-0.450004190206528 +0.573692381381989j,-0.472233027219772 +0.555538237094879j,-0.493730217218399 +0.536523282527924j,-0.514462411403656 +0.51667708158493j,-0.534397482872009 +0.496030300855637j,-0.553504586219788 +0.474615037441254j,-0.571754097938538 +0.45246434211731j,-0.589117765426636 +0.429612636566162j,-0.605568647384644 +0.406095296144486j,-0.621081233024597 +0.38194876909256j,-0.635631561279297 +0.357210457324982j,-0.649196982383728 +0.331918627023697j,-0.661756634712219 +0.306112587451935j,-0.673291206359863 +0.27983158826828j,-0.683782279491425 +0.253117680549622j,-0.693213880062103 +0.226011589169502j,-0.701571464538574 +0.198555290699005j,-0.708842039108276 +0.170791387557983j,-0.715014338493347 +0.14276285469532j,-0.720078825950623 +0.114513099193573j,-0.724027574062347 +0.0860859528183938j,-0.726854562759399 +0.0575254224240781j,-0.728555381298065 +0.0288757402449847j,-0.72912734746933 +0.000181329902261555j,-0.728569686412811 -0.0285133812576532j,-0.726883113384247 -0.0571638867259025j,-0.724070310592651 -0.0857258215546607j,-0.720135688781738 -0.114154957234859j,-0.71508526802063 -0.142407193779945j,-0.708926916122437 -0.170438811182976j,-0.701670169830322 -0.198206350207329j,-0.693326234817505 -0.225666776299477j,-0.683908104896545 -0.252777546644211j,-0.673430323600769 -0.279496699571609j,-0.661909103393555 -0.30578276515007j,-0.649362325668335 -0.331595093011856j,-0.635809481143951 -0.356893658638j,-0.62127149105072 -0.381639212369919j,-0.605770885944366 -0.405793458223343j,-0.589331746101379 -0.429319024085998j,-0.571979522705078 -0.452179372310638j,-0.553741037845612 -0.474339127540588j,-0.534644603729248 -0.495763957500458j,-0.514719784259796 -0.516420602798462j,-0.493997484445572 -0.536277174949646j,-0.472509801387787 -0.555302858352661j,-0.450289994478226 -0.573468089103699j,-0.427372545003891 -0.590744853019714j,-0.403792917728424 -0.607106268405914j,-0.379587650299072 -0.622527122497559j,-0.354794234037399 -0.636983335018158j,-0.329451143741608 -0.650452673435211j
0.575852334499359 -0.447236895561218j,0.59300708770752 -0.424227952957153j,0.609243035316467 -0.400561720132828j,0.624535024166107 -0.376274883747101j,0.638859391212463 -0.351405024528503j,0.65219384431839 -0.325990706682205j,0.664517819881439 -0.300071269273758j,0.675812304019928 -0.273686975240707j,0.686059534549713 -0.24687859416008j,0.695243895053864 -0.219687700271607j,0.703351020812988 -0.192156419157982j,0.710368394851685 -0.164327412843704j,0.716285109519958 -0.136243849992752j,0.721092045307159 -0.107949137687683j,0.72478175163269 -0.0794871672987938j,0.727348446846008 -0.0509020611643792j,0.728788197040558 -0.0222381222993136j,0.729098737239838 +0.00646032625809307j,0.728279709815979 +0.0351487509906291j,0.726332247257233 +0.0637827366590499j,0.723259389400482 +0.0923178717494011j,0.719065964221954 +0.120709948241711j,0.713758409023285 +0.14891505241394j,0.707344949245453 +0.17688937485218j,0.699835598468781 +0.204589664936066j,0.691241860389709 +0.231972947716713j,0.681577146053314 +0.258996814489365j,0.670856356620789 +0.285619407892227j,0.659096240997314 +0.311799436807632j,0.646314561367035 +0.337497025728226j,0.632531821727753 +0.362671047449112j,0.617769002914429 +0.387283176183701j,0.602048993110657 +0.411295205354691j,0.585396230220795 +0.434670001268387j,0.567836463451386 +0.457371354103088j,0.549396812915802 +0.479364007711411j,0.530106008052826 +0.500613987445831j,0.509993851184845 +0.521088302135468j,0.489091515541077 +0.540755212306976j,0.467431426048279 +0.559584379196167j,0.445047050714493 +0.577546417713165j,0.421973139047623 +0.594613671302795j,0.398245394229889 +0.610759675502777j,0.373900681734085 +0.62595933675766j,0.348976612091065 +0.640189111232758j,0.323511838912964 +0.653427004814148j,0.297545850276947 +0.665652513504028j,0.27111878991127 +0.676846623420715j,0.244271710515022 +0.686992049217224j,0.217046111822128 +0.696073114871979j,0.189484268426895 +0.704075574874878j,0.161628842353821 +0.710987269878387j,0.133522987365723 +0.716797292232513j,0.105210214853287 +0.721496760845184j,0.0767344534397126 +0.725078344345093j,0.0481397919356824 +0.727536499500275j,0.0194705650210381 +0.72886735200882j,-0.00922882650047536 +0.729068994522095j,-0.0379139371216297 +0.728141009807587j,-0.0665402933955192 +0.726084768772125j,-0.0950635448098182 +0.722903609275818j,-0.123439535498619 +0.718602418899536j,-0.151624262332916 +0.71318781375885j,-0.17957404255867 +0.706668198108673j,-0.207245603203773 +0.699053645133972j,-0.234596058726311 +0.690356016159058j,-0.261583030223846 +0.680588781833649j,-0.288164734840393 +0.669767022132874j,-0.314299941062927 +0.657907485961914j,-0.339948177337646 +0.645028710365295j,-0.365069687366486 +0.631150424480438j,-0.389625579118729 +0.616294324398041j,-0.413577795028687 +0.600483298301697j,-0.436889171600342 +0.583741843700409j,-0.45952370762825 +0.566096007823944j,-0.481446236371994 +0.547573089599609j,-0.502623319625854 +0.528201282024384j,-0.523021101951599 +0.508011519908905j,-0.542608499526978 +0.487034618854523j,-0.561355233192444 +0.465303182601929j,-0.579232215881348 +0.442850768566132j,-0.596211731433868 +0.419712215662003j,-0.61226749420166 +0.395923376083374j,-0.627374529838562 +0.371521055698395j,-0.641509652137756 +0.34654313325882j,-0.654650747776031 +0.32102832198143j,-0.666777551174164 +0.295016020536423j,-0.677871227264404 +0.2685467004776j,-0.687914669513702 +0.241661280393601j,-0.696892261505127 +0.214401409029961j,-0.704790055751801 +0.186809360980988j,-0.711595892906189 +0.158927917480469j,-0.717299163341522 +0.130800172686577j,-0.721891045570374 +0.102469779551029j,-0.725364446640015 +0.073980636894703j,-0.727714002132416 +0.0453768633306027j,-0.728936076164246 +0.0167027600109578j,-0.729028642177582 -0.0119971865788102j,-0.727991759777069 -0.0406785532832145j,-0.725826919078827 -0.0692969039082527j,-0.722537457942963 -0.097807876765728j,-0.718128502368927 -0.126167312264442j,-0.712606906890869 -0.154331266880035j,-0.705981194972992 -0.182256117463112j,-0.698261678218842 -0.209898576140404j,-0.689460217952728 -0.237215787172317j,-0.679590582847595 -0.264165490865707j,-0.66866797208786 -0.290705919265747j,-0.656709313392639 -0.316795885562897j,-0.643733203411102 -0.342395037412643j,-0.629759669303894 -0.367463678121567j,-0.614810347557068 -0.391962975263596j,-0.598908543586731 -0.415854960680008j,-0.582078695297241 -0.439102649688721j,-0.564347088336945 -0.461669981479645j,-0.545741021633148 -0.483521997928619j,-0.526289343833923 -0.504624843597412j,-0.506022334098816 -0.524945855140686j,-0.484971255064011 -0.544453501701355j,-0.463168799877167 -0.563117623329163j,-0.440648674964905 -0.580909192562103j
0.486414611339569 -0.543164372444153j,0.507413864135742 -0.523600935935974j,0.527626872062683 -0.503226220607758j,0.547022461891174 -0.482071787118912j,0.565570414066315 -0.460170477628708j,0.583242118358612 -0.437556147575378j,0.60001015663147 -0.414263874292374j,0.615848541259766 -0.390329778194428j,0.630732774734497 -0.365790873765945j,0.644639670848846 -0.340685248374939j,0.657547831535339 -0.315051734447479j,0.669437229633331 -0.288930118083954j,0.680289328098297 -0.262360811233521j,0.6900874376297 -0.23538501560688j,0.698816299438477 -0.208044484257698j,0.706462502479553 -0.180381670594215j,0.713014006614685 -0.152439326047897j,0.718460857868195 -0.124260812997818j,0.722794473171234 -0.0958898141980172j,0.726008236408234 -0.0673701986670494j,0.728097140789032 -0.0387462005019188j,0.729057967662811 -0.0100621636956931j,0.728889167308807 +0.0186374429613351j,0.727590978145599 +0.0473088696599006j,0.725165486335754 +0.0759063139557838j,0.721616446971893 +0.104386150836945j,0.716949343681335 +0.132704228162765j,0.711171388626099 +0.160816729068756j,0.704291582107544 +0.188680052757263j,0.696320533752442 +0.216251030564308j,0.68727058172226 +0.243486925959587j,0.67715585231781 +0.270345598459244j,0.66599190235138 +0.296785414218903j,0.653796017169953 +0.322765350341797j,0.640587210655213 +0.348245233297348j,0.626385927200317 +0.37318554520607j,0.6112140417099 +0.397547602653503j,0.595095217227936 +0.421293765306473j,0.578054308891296 +0.444387137889862j,0.560117781162262 +0.466792017221451j,0.541313469409943 +0.488473623991013j,0.521670401096344 +0.509398400783539j,0.501219093799591 +0.529533922672272j,0.479991137981415 +0.548849046230316j,0.458019554615021 +0.567313730716705j,0.435338288545609 +0.584899425506592j,0.411982506513596 +0.601578891277313j,0.387988418340683 +0.617326259613037j,0.363393217325211 +0.63211715221405j,0.338234931230545 +0.645928680896759j,0.312552601099014 +0.658739387989044j,0.286386042833328 +0.67052948474884j,0.259775727987289 +0.681280672550201j,0.232762888073921 +0.69097626209259j,0.205389469861984 +0.699601233005524j,0.177697792649269 +0.707142293453217j,0.149730801582336 +0.713587760925293j,0.121531799435616 +0.718927502632141j,0.0931445062160492 +0.723153412342072j,0.0646128803491593 +0.726258873939514j,0.0359811782836914 +0.728239059448242j,0.00729370582848791 +0.729090929031372j,-0.0214050561189651 +0.728813111782074j,-0.0500706657767295 +0.727406144142151j,-0.0786586850881576 +0.72487211227417j,-0.107124850153923 +0.721214950084686j,-0.135425001382828 +0.716440379619598j,-0.163515344262123 +0.710555732250214j,-0.191352352499962 +0.703570187091828j,-0.218892857432365 +0.695494532585144j,-0.246094912290573 +0.686341106891632j,-0.272914975881577 +0.676124393939972j,-0.299312174320221 +0.664860129356384j,-0.32524561882019 +0.652565717697144j,-0.350675165653229 +0.639260292053223j,-0.375561356544495 +0.624964356422424j,-0.399865657091141 +0.609700083732605j,-0.423550426959991 +0.593491196632385j,-0.446578949689865 +0.576362729072571j,-0.468915522098541 +0.558341264724732j,-0.490525603294373 +0.539454758167267j,-0.511375606060028 +0.519732356071472j,-0.531433343887329 +0.499204695224762j,-0.550667703151703 +0.477903574705124j,-0.569048821926117 +0.455862045288086j,-0.586548268795013 +0.433114171028137j,-0.60313892364502 +0.409695237874985j,-0.618795096874237 +0.385641515254974j,-0.633492469787598 +0.360990315675736j,-0.647208392620087 +0.335779786109924j,-0.65992146730423 +0.310048967599869j,-0.671612083911896 +0.283837825059891j,-0.682262182235718 +0.257186889648438j,-0.691855132579803 +0.230137452483177j,-0.700376093387604 +0.202731430530548j,-0.707811951637268 +0.175011336803436j,-0.71415114402771 +0.147020056843758j,-0.719383835792542 +0.11880099773407j,-0.723501861095428 +0.0903978794813157j,-0.726498961448669 +0.0618546828627587j,-0.728370428085327 +0.0332156531512738j,-0.729113340377808 +0.00452515576034788j,-0.728726625442505 -0.0241723731160164j,-0.727210760116577 -0.0528324171900749j,-0.72456818819046 -0.081410601735115j,-0.720802962779999 -0.109862670302391j,-0.715920984745026 -0.138144493103027j,-0.709929764270783 -0.166212305426598j,-0.70283854007721 -0.194022580981255j,-0.69465833902359 -0.221532225608826j,-0.685401856899262 -0.248698636889458j,-0.675083458423615 -0.275479733943939j,-0.66371876001358 -0.301834613084793j,-0.65132600069046 -0.327721208333969j,-0.637924075126648 -0.353100031614304j,-0.623533725738526 -0.377931773662567j,-0.608177304267883 -0.402177929878235j,-0.591878592967987 -0.425800979137421j,-0.574662864208222 -0.44876429438591j,-0.556556701660156 -0.471032291650772j,-0.537588179111481 -0.492570459842682j
0.381238609552383 -0.621517419815064j,0.40540286898613 -0.606032431125641j,0.428938984870911 -0.589608430862427j,0.451810508966446 -0.572270929813385j,0.473982036113739 -0.554046750068665j,0.495419144630432 -0.534964084625244j,0.516088664531708 -0.515052616596222j,0.535958588123322 -0.494343131780624j,0.554998099803925 -0.472867697477341j,0.573177695274353 -0.4506596326828j,0.590469181537628 -0.427753329277039j,0.606845855712891 -0.404184222221375j,0.622282266616821 -0.3799889087677j,0.636754512786865 -0.355204790830612j,0.650240182876587 -0.329870373010635j,0.66271835565567 -0.30402484536171j,0.674169719219208 -0.277708321809769j,0.684576809406281 -0.250960797071457j,0.693922996520996 -0.223825082182884j,0.702193915843964 -0.196342617273331j,0.709376931190491 -0.168555900454521j,0.715460896492004 -0.14050804078579j,0.720436215400696 -0.112242467701435j,0.724295377731323 -0.0838030204176903j,0.72703230381012 -0.0552336908876896j,0.728642761707306 -0.0265788249671459j,0.729124307632446 +0.00211724825203417j,0.728476166725159 +0.0308100618422031j,0.72669929265976 +0.0594551153481006j,0.723796486854553 +0.0880080536007881j,0.719772219657898 +0.1164246276021j,0.71463280916214 +0.144660800695419j,0.70838612318039 +0.172672867774963j,0.7010418176651 +0.200417384505272j,0.692611396312714 +0.227851375937462j,0.683107793331146 +0.254932343959808j,0.672545850276947 +0.28161832690239j,0.66094183921814 +0.30786794424057j,0.648313760757446 +0.333640575408936j,0.634681165218353 +0.358896255493164j,0.620065271854401 +0.383595883846283j,0.604488611221314 +0.407701164484024j,0.587975382804871 +0.431174755096436j,0.570551216602326 +0.453980296850204j,0.552242934703827 +0.476082444190979j,0.533079087734222 +0.497446954250336j,0.513089239597321 +0.518040716648102j,0.492304444313049 +0.537831842899323j,0.470756888389587 +0.556789696216583j,0.448479890823364 +0.57488477230072j,0.425508111715317 +0.592089235782623j,0.401876986026764 +0.608376204967499j,0.377623230218887 +0.623720645904541j,0.352784395217896 +0.63809871673584j,0.327398926019669 +0.651488065719604j,0.301506221294403 +0.663868069648743j,0.275146335363388 +0.675219416618347j,0.248360157012939 +0.685524582862854j,0.221189171075821 +0.694767653942108j,0.193675488233566 +0.702934265136719j,0.16586172580719 +0.710011720657349j,0.137790948152542 +0.715989112854004j,0.109506726264954 +0.7208571434021j,0.0810527950525284 +0.724608302116394j,0.0524726025760174 +0.727236807346344j,0.0238118283450604 +0.728738486766815j,-0.00488588912412523 +0.729111015796661j,-0.0335760116577148 +0.728353917598724j,-0.0622141025960445 +0.72646826505661j,-0.0907558277249336 +0.723457098007202j,-0.119156911969185 +0.719324946403504j,-0.147373363375664 +0.714078307151795j,-0.175361528992653 +0.707725286483765j,-0.20307794213295 +0.700275719165802j,-0.230479717254639 +0.691741168498993j,-0.257524400949478 +0.682134866714478j,-0.284170091152191 +0.67147159576416j,-0.310375452041626 +0.659768044948578j,-0.336099952459335 +0.647042155265808j,-0.361303687095642 +0.633313834667206j,-0.385947644710541 +0.618604242801666j,-0.40999361872673 +0.602936148643494j,-0.433404296636581 +0.586333870887756j,-0.456143528223038 +0.568823218345642j,-0.47817599773407 +0.550431191921234j,-0.499467581510544 +0.531186282634735j,-0.519985258579254 +0.511118412017822j,-0.539697349071503 +0.490258634090424j,-0.558573186397552 +0.468639224767685j,-0.576583623886108 +0.446293741464615j,-0.593700647354126 +0.423256725072861j,-0.60989785194397 +0.39956396818161j,-0.625150084495544 +0.375252068042755j,-0.639433681964874 +0.350358843803406j,-0.652726590633392 +0.32492271065712j,-0.665008127689362 +0.298983186483383j,-0.676259338855743 +0.27258038520813j,-0.686462700366974 +0.245755314826965j,-0.695602536201477 +0.21854941546917j,-0.703664600849152 +0.191004902124405j,-0.71063643693924 +0.16316445171833j,-0.716507196426392 +0.135071218013763j,-0.721267759799957 +0.106768675148487j,-0.724910855293274 +0.0783007219433785j,-0.727430760860443 +0.0497114658355713j,-0.728823602199555 +0.0210451893508434j,-0.729087233543396 -0.00765374721959232j,-0.72822117805481 -0.036340769380331j,-0.72622686624527 -0.0649715289473533j,-0.723107218742371 -0.0935022756457329j,-0.718867301940918 -0.121887467801571j,-0.713513731956482 -0.150083139538765j,-0.707054316997528 -0.178047627210617j,-0.699499547481537 -0.205735564231873j,-0.690860986709595 -0.23310475051403j,-0.681152045726776 -0.260112762451172j,-0.67038768529892 -0.286717742681503j,-0.658584713935852 -0.312878489494324j,-0.645761251449585 -0.338554471731186j,-0.631937325000763 -0.363705903291702j,-0.617134213447571 -0.388293832540512j
0.263727635145187 -0.679760634899139j,0.290275067090988 -0.66885507106781j,0.316372752189636 -0.656913280487061j,0.341980248689652 -0.643953621387482j,0.367057889699936 -0.629996240139008j,0.391566812992096 -0.615062773227692j,0.41546905040741 -0.599176287651062j,0.438727289438248 -0.582361698150635j,0.461306035518646 -0.564644575119019j,0.483170568943024 -0.546052098274231j,0.504285454750061 -0.526614606380463j,0.524619519710541 -0.506360650062561j,0.544141232967377 -0.485321640968323j,0.562819302082062 -0.463531196117401j,0.580625414848328 -0.441022515296936j,0.597531914710999 -0.417830556631088j,0.613512575626373 -0.393991202116013j,0.628542721271515 -0.36954140663147j,0.642598927021027 -0.344519078731537j,0.655659556388855 -0.318962901830673j,0.667704284191132 -0.292912572622299j,0.678714454174042 -0.266408354043961j,0.688673079013825 -0.239491418004036j,0.697564661502838 -0.21220338344574j,0.70537543296814 -0.184586599469185j,0.712093353271484 -0.156683787703514j,0.717707931995392 -0.128538236021996j,0.72221052646637 -0.10019351541996j,0.72559404373169 -0.0716935321688652j,0.727853417396546 -0.0430825091898441j,0.728985071182251 -0.0144047206267714j,0.728987216949463 +0.0142954103648663j,0.727859914302826 +0.0429733656346798j,0.725604832172394 +0.0715847536921501j,0.722225546836853 +0.100085236132145j,0.717727184295654 +0.128430604934692j,0.712116837501526 +0.15657702088356j,0.70540314912796 +0.184480831027031j,0.697596490383148 +0.212098807096481j,0.688708961009979 +0.239388138055801j,0.678754448890686 +0.266306608915329j,0.667748153209686 +0.292812436819077j,0.655707359313965 +0.318864583969116j,0.642650544643402 +0.344422698020935j,0.628598034381866 +0.36944717168808j,0.613571643829346 +0.393899232149124j,0.597594559192657 +0.417740970849991j,0.580691516399384 +0.440935462713242j,0.56288880109787 +0.463446766138077j,0.544213950634003 +0.485240042209625j,0.524695932865143 +0.506281495094299j,0.504364907741547 +0.526538491249084j,0.483252435922623 +0.545979678630829j,0.46139121055603 +0.564574956893921j,0.438815116882324 +0.582295477390289j,0.41555917263031 +0.599113821983337j,0.391659319400787 +0.615003824234009j,0.367152661085129 +0.629941046237946j,0.342076510190964 +0.643902480602265j,0.316470950841904 +0.656865954399109j,0.290375024080276 +0.668811738491058j,0.263829201459885 +0.679721176624298j,0.236874654889107 +0.689577519893646j,0.209553062915802 +0.698365449905396j,0.181906789541245 +0.706071317195892j,0.153978690505028 +0.712683200836182j,0.125811979174614 +0.718190848827362j,0.097450390458107 +0.722585797309876j,0.068937785923481 +0.725861132144928j,0.0403183586895466 +0.728011786937714j,0.0116364909335971 +0.729034543037415j,-0.0170634351670742 +0.728927731513977j,-0.0457368940114975 +0.727691531181336j,-0.074339509010315 +0.725327789783478j,-0.102826923131943 +0.721840262413025j,-0.131155043840408 +0.717234313488007j,-0.159279942512512 +0.711517155170441j,-0.187158063054085 +0.704697549343109j,-0.214746206998825 +0.696786105632782j,-0.242001608014107 +0.687794983386993j,-0.268882036209106 +0.67773824930191j,-0.295345902442932 +0.666631519794464j,-0.321352154016495 +0.654491782188416j,-0.346860498189926 +0.641338109970093j,-0.37183141708374 +0.62719064950943j,-0.396226227283478 +0.612071454524994j,-0.420007139444351 +0.596004009246826j,-0.443137288093567 +0.579012989997864j,-0.465580850839615 +0.561124980449677j,-0.487303048372269 +0.542367458343506j,-0.50827020406723 +0.522769689559937j,-0.528449892997742 +0.50236189365387j,-0.547810792922974 +0.481175780296326j,-0.566322863101959 +0.459244102239609j,-0.583957552909851 +0.436600893735886j,-0.600687444210052 +0.413281232118607j,-0.616486608982086 +0.389321208000183j,-0.631330609321594 +0.364757984876633j,-0.645196497440338 +0.339629590511322j,-0.658062636852265 +0.313975036144257j,-0.669909238815308 +0.28783392906189j,-0.680717885494232 +0.26124694943428j,-0.690471768379212 +0.234255149960518j,-0.699155926704407 +0.206900373101234j,-0.706756949424744 +0.179224401712418j,-0.713262736797333 +0.151271387934685j,-0.718663394451141 +0.123083971440792j,-0.722950577735901 +0.0947058871388435j,-0.726117610931397 +0.0661810487508774j,-0.728159606456757 +0.0375536680221558j,-0.729073464870453 +0.00886811129748821j,-0.728857636451721 -0.0198311824351549j,-0.72751259803772 -0.0484997741878033j,-0.725040256977081 -0.0770931765437126j,-0.721444606781006 -0.105567172169685j,-0.716731131076813 -0.133877575397491j,-0.710907220840454 -0.161980584263802j,-0.703981757164002 -0.189832597970963j,-0.695965588092804 -0.217390477657318j,-0.686871111392975 -0.24461156129837j,-0.676712393760681 -0.271453619003296j
0.137683257460594 -0.716009795665741j,0.165754914283752 -0.710036635398865j,0.193569764494896 -0.702963352203369j,0.221084669232368 -0.694800913333893j,0.248257040977478 -0.685561954975128j,0.275044769048691 -0.675260782241821j,0.301406353712082 -0.663913369178772j,0.327300935983658 -0.651537299156189j,0.352688401937485 -0.63815176486969j,0.377529412508011 -0.623777449131012j,0.401785463094711 -0.608436644077301j,0.4254190325737 -0.592153191566467j,0.448393732309341 -0.574952065944672j,0.470673382282257 -0.556860268115997j,0.492223799228668 -0.537905633449554j,0.513011574745178 -0.518117666244507j,0.533004462718964 -0.497526854276657j,0.552171528339386 -0.476165235042572j,0.570483088493347 -0.45406585931778j,0.587910711765289 -0.431262910366058j,0.604427516460419 -0.407791793346405j,0.620007753372192 -0.383688867092133j,0.634627401828766 -0.35899144411087j,0.648263692855835 -0.333737790584564j,0.660895645618439 -0.307967036962509j,0.672503590583801 -0.281719118356705j,0.683069527149201 -0.255034774541855j,0.692577242851257 -0.227955222129822j,0.701011776924133 -0.200522497296333j,0.708360195159912 -0.172779083251953j,0.714611053466797 -0.144767954945564j,0.719754755496979 -0.116532512009144j,0.723783254623413 -0.0881165340542793j,0.726690351963043 -0.0595640614628792j,0.728471517562866 -0.0309192799031734j,0.729124009609222 -0.00222659506835041j,0.728646755218506 +0.0264695603400469j,0.727040588855743 +0.0551246963441372j,0.724307954311371 +0.0836944207549095j,0.720453083515167 +0.112134471535683j,0.71548193693161 +0.140400782227516j,0.709402203559875 +0.16844953596592j,0.702223360538483 +0.196237310767174j,0.69395649433136 +0.223721042275429j,0.684614479541779 +0.250858157873154j,0.674211621284485 +0.277606576681137j,0.662764251232147 +0.303924888372421j,0.650289952754974 +0.329772293567658j,0.636808097362518 +0.355108737945557j,0.622339606285095 +0.379895001649857j,0.606906831264496 +0.404092639684677j,0.59053373336792 +0.427664190530777j,0.573245704174042 +0.450573146343231j,0.555068969726562 +0.472784489393234j,0.536032676696777 +0.494262784719467j,0.516165912151337 +0.514975249767304j,0.495499342679977 +0.534889817237854j,0.474065124988556 +0.553975701332092j,0.4518963098526 +0.572203159332276j,0.429027408361435 +0.589544117450714j,0.405493706464767 +0.605971574783325j,0.381331771612167 +0.621460199356079j,0.356579005718231 +0.635985970497131j,0.331273764371872 +0.649526298046112j,0.305455237627029 +0.66206032037735j,0.27916345000267 +0.673568487167359j,0.252439141273499 +0.68403309583664j,0.225323706865311 +0.693437814712525j,0.197859153151512 +0.701768100261688j,0.170088022947311 +0.709011137485504j,0.142053380608559 +0.715155601501465j,0.11379861831665 +0.720192074775696j,0.0853675976395607 +0.724112629890442j,0.0568042583763599 +0.726911306381226j,0.0281529035419225 +0.728583693504334j,-0.000542067980859455 +0.729127168655396j,-0.0292361918836832 +0.72854095697403j,-0.0578850060701371 +0.726826012134552j,-0.0864441618323326 +0.723984897136688j,-0.114869363605976 +0.720022082328796j,-0.143116593360901 +0.714943647384644j,-0.171142086386681 +0.70875746011734j,-0.198902398347855 +0.70147317647934j,-0.226354539394379 +0.69310200214386j,-0.253455966711044 +0.683656930923462j,-0.280164688825607 +0.673152685165405j,-0.306439340114594 +0.661605417728424j,-0.332239210605621 +0.649033069610596j,-0.357524275779724 +0.635455071926117j,-0.382255434989929 +0.620892584323883j,-0.406394273042679 +0.60536801815033j,-0.429903507232666 +0.588905513286591j,-0.452746629714966 +0.571530640125275j,-0.474888265132904 +0.553270161151886j,-0.496294140815735 +0.534152507781982j,-0.516931056976318 +0.514207184314728j,-0.53676700592041 +0.493465214967728j,-0.555771350860596 +0.471958637237549j,-0.573915004730225 +0.449720293283463j,-0.591168940067291 +0.426785677671432j,-0.607506990432739 +0.403189808130264j,-0.62290370464325 +0.378969222307205j,-0.637335360050202 +0.354161471128464j,-0.65077954530716 +0.328804969787598j,-0.663215398788452 +0.302939087152481j,-0.674623668193817 +0.276603788137436j,-0.684986710548401 +0.249839901924133j,-0.694288432598114 +0.22268895804882j,-0.702514350414276 +0.195192962884903j,-0.70965188741684 +0.167394563555717j,-0.715689897537232 +0.139336764812469j,-0.720619022846222 +0.111063100397587j,-0.724431574344635 +0.082617349922657j,-0.727121770381928 +0.0540435798466205j,-0.728685319423676 +0.0253861248493194j,-0.729119896888733 -0.0033107271883637j,-0.728424727916718 -0.0320023931562901j,-0.726601004600525 -0.0606444962322712j,-0.723651468753815 -0.089192658662796j,-0.719580709934235 -0.117602594196796j,-0.714395046234131 -0.145830363035202j
