0.111585669219494 +0.815935015678406j,0.0928215608000756 +0.818282008171082j,0.0740088522434235 +0.820197522640228j,0.0551567859947682 +0.82168060541153j,0.0362760014832021 +0.822730422019958j,0.0173757057636977 +0.823346436023712j,-0.00153339246753596 +0.823528349399567j,-0.0204420257359742 +0.823276042938232j,-0.0393395274877547 +0.822589635848999j,-0.0582166537642478 +0.821469485759735j,-0.0770626813173293 +0.819916248321533j,-0.0958684906363487 +0.817930638790131j,-0.114623755216598 +0.815513789653778j,-0.133318170905113 +0.812666952610016j,-0.151942700147629 +0.809391558170319j,-0.170486718416214 +0.805689513683319j,-0.188941240310669 +0.801562547683716j,-0.207295745611191 +0.7970130443573j,-0.225541338324547 +0.792043209075928j,-0.243667632341385 +0.786655843257904j,-0.261665791273117 +0.780853569507599j,-0.27952566742897 +0.77463972568512j,-0.297238498926163 +0.768017292022705j,-0.31479424238205 +0.760990083217621j,-0.332184344530106 +0.753561437129974j,-0.349398970603943 +0.745735645294189j,-0.366429716348648 +0.737516522407532j,-0.383266866207123 +0.728908598423004j,-0.39990234375 +0.71991628408432j,-0.416326612234116 +0.710544526576996j,-0.432531654834747 +0.700797855854034j,-0.448508352041244 +0.690681993961334j,-0.464248865842819 +0.680201649665833j,-0.479744285345077 +0.669362962245941j,-0.494987070560455 +0.658170998096466j,-0.509968519210815 +0.646632313728333j,-0.524681448936462 +0.634752511978149j,-0.539117693901062 +0.622537910938263j,-0.553269386291504 +0.609995305538178j,-0.567129611968994 +0.597130835056305j,-0.580690562725067 +0.583951890468598j,-0.593945622444153 +0.570464611053467j,-0.606887221336365 +0.556676924228668j,-0.619509100914001 +0.542595446109772j,-0.631804049015045 +0.528228104114533j,-0.643766105175018 +0.513581991195679j,-0.655388534069061 +0.49866533279419j,-0.666665613651276 +0.483485490083695j,-0.67759096622467 +0.468051016330719j,-0.688159286975861 +0.452369451522827j,-0.698364555835724 +0.436449646949768j,-0.708201706409454 +0.420299410820007j,-0.717665374279022 +0.403927892446518j,-0.726750731468201 +0.3873430788517j,-0.735452771186829 +0.370554387569428j,-0.743767201900482 +0.35356992483139j,-0.751689255237579 +0.336399435997009j,-0.759215116500854 +0.319051176309586j,-0.766340732574463 +0.301534712314606j,-0.773062169551849 +0.283859610557556j,-0.779376029968262 +0.266034483909607j,-0.785278856754303 +0.248069405555725j,-0.790767729282379 +0.229973211884499j,-0.795839607715607 +0.211756125092506j,-0.800491869449615 +0.193426981568337j,-0.80472207069397 +0.174996256828308j,-0.808528006076813 +0.156472876667976j,-0.811907589435577 +0.137867361307144j,-0.814859092235565 +0.11918880045414j,-0.817380905151367 +0.10044776648283j,-0.819471776485443 +0.0816533714532853j,-0.821130573749542 +0.0628163367509843j,-0.822356402873993 +0.0439457781612874j,-0.823148667812347 +0.0250524133443833j,-0.823506832122803 +0.00614548567682512j,-0.823430836200714 -0.0127643151208758j,-0.822920680046082 -0.0316677689552306j,-0.821976602077484 -0.0505541451275348j,-0.820599138736725 -0.0694142431020736j,-0.818789064884186 -0.088237352669239j,-0.816547095775604 -0.107014313340187j,-0.8138747215271 -0.125734880566597j,-0.810773253440857 -0.144388750195503j,-0.807244122028351 -0.1629668623209j,-0.803289532661438 -0.181458666920662j,-0.798911273479462 -0.199855178594589j,-0.794111847877502 -0.218145936727524j,-0.788893640041351 -0.236322060227394j,-0.783259570598602 -0.25437319278717j,-0.777212381362915 -0.272290557622909j,-0.770755589008331 -0.290064007043838j,-0.76389217376709 -0.307684868574142j,-0.75662624835968 -0.325143158435821j,-0.748961091041565 -0.342430353164673j,-0.740901291370392 -0.359536647796631j,-0.732450604438782 -0.376453697681427j,-0.723613917827606 -0.393171936273575j,-0.714395582675934 -0.40968319773674j,-0.704800665378571 -0.425978124141693j,-0.694833934307098 -0.442048758268356j,-0.684501051902771 -0.457885980606079j,-0.673807084560394 -0.473482102155685j,-0.662757813930511 -0.488828599452972j,-0.651359260082245 -0.50391697883606j,-0.639617145061493 -0.518740057945251j,-0.627537965774536 -0.5332892537117j,-0.615127623081207 -0.547557592391968j,-0.60239326953888 -0.561536848545074j,-0.58934098482132 -0.57522040605545j,-0.575978219509125 -0.588600337505341j,-0.562311470508576 -0.601670205593109j,-0.548348605632782 -0.614422619342804j,-0.534096240997315 -0.626851260662079j,-0.519562542438507 -0.638949155807495j,-0.504754662513733 -0.65071040391922j,-0.489680945873261 -0.662128269672394j,-0.474348664283752 -0.673197329044342j,-0.458766639232636 -0.683911144733429j,-0.442942380905151 -0.694264590740204j,-0.426884949207306 -0.704251766204834j,-0.410602062940598 -0.713867843151093j
0.187544465065003 +0.80189049243927j,0.169082820415497 +0.805985271930695j,0.150532364845276 +0.809655010700226j,0.131902143359184 +0.812897980213165j,0.113202810287476 +0.815712213516235j,0.0944433733820916 +0.818096399307251j,0.0756345242261887 +0.820049226284027j,0.0567854009568692 +0.821569681167603j,0.0379067398607732 +0.82265692949295j,0.0190077107399703 +0.823310434818268j,9.90320913843606e-05 +0.823529779911041j,-0.0188100989907979 +0.823314964771271j,-0.0377088859677314 +0.822665989398956j,-0.0565882250666618 +0.821583271026611j,-0.0754372924566268 +0.820067405700684j,-0.0942469909787177 +0.818119049072266j,-0.113006614148617 +0.815739452838898j,-0.131707057356834 +0.812929630279541j,-0.150337636470795 +0.809691250324249j,-0.168889343738556 +0.806025862693787j,-0.187351614236832 +0.80193555355072j,-0.205715492367744 +0.797422409057617j,-0.223970502614975 +0.792488813400269j,-0.242107823491096 +0.787137269973755j,-0.26011711359024 +0.781370878219604j,-0.277989596128464 +0.775192260742188j,-0.295715510845184 +0.76860499382019j,-0.313285171985626 +0.76161253452301j,-0.330689966678619 +0.754218399524689j,-0.347920089960098 +0.746426820755005j,-0.364967077970505 +0.738241374492645j,-0.381821274757385 +0.729666888713837j,-0.398474514484405 +0.720707535743713j,-0.414917320013046 +0.711368322372437j,-0.431141674518585 +0.701653838157654j,-0.447138398885727 +0.691569626331329j,-0.462899655103683 +0.68112051486969j,-0.478416502475738 +0.670312523841858j,-0.493681460618973 +0.659150898456574j,-0.508685767650604 +0.647641956806183j,-0.523422241210938 +0.63579124212265j,-0.537882328033447 +0.62360554933548j,-0.552059173583984 +0.611090838909149j,-0.565944612026215 +0.598254144191742j,-0.579531908035278 +0.58510172367096j,-0.592813372612 +0.571641147136688j,-0.605782568454742 +0.557878792285919j,-0.618432343006134 +0.543822348117828j,-0.63075578212738 +0.529479444026947j,-0.642746865749359 +0.514856994152069j,-0.654398798942566 +0.499963492155075j,-0.665705978870392 +0.484806030988693j,-0.676661908626556 +0.469393223524094j,-0.68726122379303 +0.45373260974884j,-0.697498023509979 +0.437833100557327j,-0.707367241382599 +0.421702414751053j,-0.716863214969635 +0.405349671840668j,-0.725981473922729 +0.388782918453217j,-0.734716773033142 +0.372011482715607j,-0.743064880371094 +0.355043560266495j,-0.751020967960358 +0.33788874745369j,-0.758581221103668 +0.320555448532105j,-0.765741407871246 +0.303053498268127j,-0.772497951984406 +0.285391420125961j,-0.778846979141235 +0.267579168081284j,-0.784785568714142 +0.249625504016876j,-0.790310204029083 +0.231540590524674j,-0.795418322086334 +0.213333234190941j,-0.800106942653656 +0.195013374090195j,-0.804373621940613 +0.176591038703919j,-0.808216273784637 +0.158075258135796j,-0.811632692813873 +0.139476493000984j,-0.814621210098267 +0.120803788304329j,-0.817180156707764 +0.102067783474922j,-0.819308340549469 +0.0832775831222535j,-0.821004450321198 +0.0644438639283181j,-0.822267711162567 +0.0455757565796376j,-0.823097348213196 +0.0266840290278197j,-0.82349306344986 +0.0077778394334019j,-0.823454558849335 -0.0111320856958627j,-0.822981834411621 -0.0300365108996629j,-0.822075247764587 -0.0489246994256973j,-0.820735156536102 -0.067787505686283j,-0.818962275981903 -0.0866141617298126j,-0.816757678985596 -0.105395548045635j,-0.814122378826141 -0.124120965600014j,-0.811057806015015 -0.142781317234039j,-0.807565629482269 -0.161366030573845j,-0.803647637367249 -0.179866015911102j,-0.799305975437164 -0.198270797729492j,-0.794542670249939 -0.216571405529976j,-0.789360523223877 -0.234757840633392j,-0.783762276172638 -0.25282010436058j,-0.777750670909882 -0.270749449729919j,-0.771329045295715 -0.288535624742508j,-0.764500617980957 -0.306170076131821j,-0.757269263267517 -0.323642730712891j,-0.749638438224792 -0.340945065021515j,-0.741612493991852 -0.35806730389595j,-0.733195424079895 -0.375001102685928j,-0.72439181804657 -0.391736805438995j,-0.715206205844879 -0.408266305923462j,-0.705643653869629 -0.424580216407776j,-0.695708811283112 -0.44067057967186j,-0.685407340526581 -0.45652824640274j,-0.674744307994843 -0.472145557403564j,-0.663725674152374 -0.487513601779938j,-0.652356922626495 -0.502624869346619j,-0.640644371509552 -0.517470836639404j,-0.628593802452088 -0.532044291496277j,-0.616211831569672 -0.546337187290192j,-0.60350513458252 -0.560341715812683j,-0.590480029582977 -0.574051082134247j,-0.577143788337708 -0.587457478046417j,-0.56350302696228 -0.600554406642914j,-0.549565434455872 -0.613334476947784j,-0.535337746143341 -0.625791311264038j,-0.520828068256378 -0.637917995452881j,-0.506043553352356 -0.649708569049835j,-0.490992456674576 -0.661156296730042j,-0.47568216919899 -0.672255754470825j
0.261853218078613 +0.780790746212006j,0.24385678768158 +0.786597192287445j,0.225731432437897 +0.791989028453827j,0.207487434148789 +0.796963155269623j,0.189133629202843 +0.801517188549042j,0.170680463314056 +0.805648505687714j,0.152136981487274 +0.809355080127716j,0.133513644337654 +0.812634885311127j,0.11481948941946 +0.815486192703247j,0.09606521576643 +0.817907571792603j,0.0772598758339883 +0.819897711277008j,0.0584142170846463 +0.821455478668213j,0.0395373478531838 +0.822580099105835j,0.0206396542489529 +0.823271095752716j,0.00173143343999989 +0.823527991771698j,-0.0171780530363321 +0.823350608348846j,-0.0360781215131282 +0.822739124298096j,-0.054959550499916 +0.82169383764267j,-0.0738115981221198 +0.820215284824371j,-0.092625118792057 +0.818304240703583j,-0.111389435827732 +0.815961837768555j,-0.13009537756443 +0.813189089298248j,-0.148732364177704 +0.809987664222717j,-0.167291298508644 +0.806359052658081j,-0.185761645436287 +0.802305340766907j,-0.204134434461594 +0.797828614711761j,-0.222399190068245 +0.792931199073792j,-0.240547075867653 +0.787615656852722j,-0.258567750453949 +0.781884908676148j,-0.276452451944351 +0.775741815567017j,-0.294191032648086 +0.769189774990082j,-0.311774879693985 +0.762232065200806j,-0.32919430732727 +0.754872441291809j,-0.346439808607101 +0.747114956378937j,-0.363503009080887 +0.73896336555481j,-0.380374193191528 +0.73042231798172j,-0.397045165300369 +0.721495985984802j,-0.413506418466568 +0.712189435958862j,-0.429750025272369 +0.702507138252258j,-0.445766657590866 +0.692454636096954j,-0.461548626422882 +0.682036757469177j,-0.477086871862411 +0.671259522438049j,-0.492373913526535 +0.660128176212311j,-0.507401049137115 +0.648648977279663j,-0.522160887718201 +0.636827528476715j,-0.536645174026489 +0.624670505523682j,-0.550846755504608 +0.612183928489685j,-0.564757585525513 +0.599374771118164j,-0.578370988368988 +0.586249351501465j,-0.591679096221924 +0.57281506061554j,-0.604675590991974 +0.559078514575958j,-0.617352902889252 +0.545047402381897j,-0.629705011844635 +0.530728697776795j,-0.641724765300751 +0.516130387783051j,-0.653406500816345 +0.501259684562683j,-0.664743661880493 +0.486124634742737j,-0.675730109214783 +0.47073358297348j,-0.686360478401184 +0.455094009637833j,-0.696628749370575 +0.43921485543251j,-0.706529915332794 +0.423103719949722j,-0.716058373451233 +0.406769871711731j,-0.725209414958954 +0.390221178531647j,-0.733977973461151 +0.373467087745667j,-0.742359638214111 +0.356515735387802j,-0.750349700450897 +0.339376747608185j,-0.757944345474243 +0.322058528661728j,-0.765139162540436 +0.30457079410553j,-0.771930694580078 +0.286922097206116j,-0.778315126895905 +0.269122511148453j,-0.784289240837097 +0.251180648803711j,-0.789849698543549 +0.233106687664986j,-0.794993817806244 +0.214909493923187j,-0.799718737602234 +0.19659934937954j,-0.804022014141083 +0.178185120224953j,-0.807901263237 +0.159677386283875j,-0.811354577541351 +0.141085043549538j,-0.814380168914795 +0.122418306767941j,-0.816976308822632 +0.103687413036823j,-0.819141685962677 +0.0849014520645142j,-0.82087504863739 +0.0660711526870728j,-0.822175741195679 +0.0472055897116662j,-0.823042869567871 +0.0283155050128699j,-0.823476016521454 +0.0094101624563337j,-0.823475003242493 -0.00949980132281774j,-0.823039770126343 -0.028405126184225j,-0.822170615196228 -0.0472950935363769j,-0.820867896080017 -0.066160500049591j,-0.819132387638092 -0.0849906355142593j,-0.816964983940125 -0.103776350617409j,-0.814366817474365 -0.122506961226463j,-0.811339259147644 -0.141173362731934j,-0.80788391828537 -0.15976494550705j,-0.804002583026886 -0.178272679448128j,-0.799697399139404 -0.196686014533043j,-0.794970452785492 -0.214996039867401j,-0.789824485778809 -0.233192324638367j,-0.784261882305145 -0.251266032457352j,-0.778285801410675 -0.269207239151001j,-0.771899461746216 -0.287006139755249j,-0.765106022357941 -0.304654061794281j,-0.757909297943115 -0.322141021490097j,-0.750312745571137 -0.339458465576172j,-0.742320775985718 -0.356596559286117j,-0.73393726348877 -0.37354701757431j,-0.725166976451874 -0.390300154685974j,-0.716014087200165 -0.406847804784775j,-0.706483900547028 -0.423180639743805j,-0.696580946445465 -0.439290672540665j,-0.686310946941376 -0.455168753862381j,-0.675678849220276 -0.470807135105133j,-0.664690732955933 -0.486196994781494j,-0.653351902961731 -0.5013307929039j,-0.641668856143952 -0.516199946403503j,-0.629647195339203 -0.530797243118286j,-0.617293834686279 -0.54511433839798j,-0.604614675045014 -0.55914431810379j,-0.591616988182068 -0.572879195213318j,-0.578307151794434 -0.586312294006348j,-0.564692676067352 -0.599435985088348j,-0.550780057907105 -0.612243890762329j,-0.536577165126801 -0.624728977680206j
0.333858281373978 +0.752821326255798j,0.316484928131104 +0.76028847694397j,0.298944473266602 +0.767354846000671j,0.281246781349182 +0.774016499519348j,0.263400405645371 +0.780270159244537j,0.245415508747101 +0.786112248897552j,0.227300867438316 +0.791540026664734j,0.209066778421402 +0.796550273895264j,0.190722018480301 +0.80114072561264j,0.172277137637138 +0.80530858039856j,0.153741002082825 +0.809051930904388j,0.135124176740646 +0.812368631362915j,0.11643573641777 +0.815257012844086j,0.0976862832903863 +0.817715525627136j,0.0788849517703057 +0.819742918014526j,0.0600423850119115 +0.821338057518005j,0.0411677993834019 +0.822500169277191j,0.0222718995064498 +0.823228538036346j,0.00336385867558426 +0.823522865772247j,-0.0155455898493528 +0.823383092880249j,-0.0344472080469131 +0.822809040546417j,-0.0533306784927844 +0.821801126003265j,-0.0721856281161308 +0.820360004901886j,-0.0910028964281082 +0.818486273288727j,-0.109771803021431 +0.816181004047394j,-0.128483220934868 +0.813445389270783j,-0.147126495838165 +0.810280859470368j,-0.16569259762764 +0.806689083576203j,-0.184170931577682 +0.802672028541565j,-0.202552571892738 +0.798231661319733j,-0.220826998353004 +0.793370485305786j,-0.238985389471054 +0.788090944290161j,-0.257017374038696 +0.782395899295807j,-0.274914234876633 +0.776288270950317j,-0.292665779590607 +0.769771456718445j,-0.310263365507126 +0.762848615646362j,-0.327696979045868 +0.75552362203598j,-0.344958186149597 +0.747800171375275j,-0.362037152051926 +0.739682614803314j,-0.37892559170723 +0.731174886226654j,-0.395613878965378 +0.722281813621521j,-0.412093907594681 +0.713007628917694j,-0.428356319665909 +0.703357815742493j,-0.444393217563629 +0.693336844444275j,-0.460195749998093 +0.68295031785965j,-0.475755363702774 +0.672203958034515j,-0.491064429283142 +0.661102890968323j,-0.50611424446106 +0.649653494358063j,-0.520897567272186 +0.6378613114357j,-0.535405874252319 +0.625733077526093j,-0.54963219165802 +0.61327463388443j,-0.563568413257599 +0.60049307346344j,-0.577207744121552 +0.587394654750824j,-0.590542495250702 +0.573986768722534j,-0.60356616973877 +0.560275971889496j,-0.616271257400513 +0.546270072460175j,-0.628651738166809 +0.531975865364075j,-0.640700459480286 +0.517401456832886j,-0.652411580085754 +0.502553880214691j,-0.66377854347229 +0.487441658973694j,-0.674795687198639 +0.472072094678879j,-0.685456812381744 +0.45645397901535j,-0.695756793022156 +0.44059482216835j,-0.705689668655396 +0.424503743648529j,-0.715250611305237 +0.408188462257385j,-0.724434494972229 +0.391657948493958j,-0.733236253261566 +0.374921232461929j,-0.741651475429535 +0.357986569404602j,-0.749675512313843 +0.340863466262817j,-0.757304430007935 +0.323560267686844j,-0.764533936977386 +0.306086838245392j,-0.771360397338867 +0.288451671600342j,-0.777780115604401 +0.270664781332016j,-0.783789813518524 +0.252734780311585j,-0.789386093616486 +0.234671875834465j,-0.79456627368927 +0.216484919190407j,-0.799327433109283 +0.198184177279472j,-0.803667187690735 +0.179778516292572j,-0.807583153247833 +0.161278501152992j,-0.811073362827301 +0.142693042755127j,-0.814135849475861 +0.124032743275166j,-0.816769123077393 +0.105306625366211j,-0.818971693515778 +0.0865253955125809j,-0.820742547512054 +0.0676981508731843j,-0.822080552577972 +0.0488355904817582j,-0.822985112667084 +0.0299469213932753j,-0.82345575094223 +0.0110424309968949j,-0.823492169380188 -0.00786748621612781j,-0.823094427585602 -0.0267736259847879j,-0.822262704372406 -0.0456652753055095j,-0.820997416973114 -0.0645332336425781j,-0.819299280643463 -0.0833667740225791j,-0.817169070243835 -0.10215675085783j,-0.814608037471771 -0.120892457664013j,-0.811617493629456 -0.139564827084541j,-0.808199048042297 -0.158163234591484j,-0.80435436964035 -0.176678612828255j,-0.800085663795471 -0.195100456476211j,-0.795395016670227 -0.213419809937477j,-0.790285110473633 -0.231626272201538j,-0.784758388996124 -0.249710947275162j,-0.778818011283875 -0.267663598060608j,-0.772466838359833 -0.285475492477417j,-0.76570850610733 -0.303136497735977j,-0.758546352386475 -0.320638060569763j,-0.750984311103821 -0.337970167398453j,-0.743026196956635 -0.355124413967133j,-0.734676480293274 -0.372091114521027j,-0.725939154624939 -0.388861954212189j,-0.716819107532501 -0.405427724123001j,-0.707321286201477 -0.42177939414978j,-0.697450339794159 -0.437909036874771j,-0.687211871147156 -0.453807443380356j,-0.676610767841339 -0.469466894865036j,-0.665653169155121 -0.484878450632095j,-0.654344379901886 -0.500034689903259j,-0.64269083738327 -0.51492702960968j,-0.630698084831238 -0.529548108577728j,-0.618373095989227 -0.54388964176178j,-0.605721831321716 -0.557944774627686j,-0.592751443386078 -0.571705400943756j
0.402925997972488 +0.718228340148926j,0.386328488588333 +0.727290570735931j,0.369527488946915 +0.735969245433807j,0.352531611919403 +0.744259834289551j,0.335349887609482 +0.752158045768738j,0.317991346120834 +0.759659647941589j,0.300465315580368 +0.766760647296906j,0.282780468463898 +0.773457467556j,0.264946907758713 +0.779746413230896j,0.246973305940628 +0.785624265670776j,0.228869825601578 +0.791087806224823j,0.21064530313015 +0.796134293079376j,0.192309677600861 +0.800761103630066j,0.173873066902161 +0.804965496063232j,0.155344396829605 +0.808745622634888j,0.136734202504158 +0.812099158763885j,0.118051521480084 +0.815024614334106j,0.0993069857358933 +0.817520260810852j,0.0805096924304963 +0.819584965705872j,0.0616703629493714 +0.82121741771698j,0.0427980832755566 +0.822416961193085j,0.0239036493003369 +0.823182821273804j,0.00499623734503989 +0.823514640331268j,-0.0139134358614683 +0.823412239551544j,-0.0328161716461181 +0.822875678539276j,-0.0517011955380439 +0.821905255317688j,-0.0705593451857566 +0.820501506328583j,-0.0893799141049385 +0.818665087223053j,-0.108153745532036 +0.81639701128006j,-0.126870155334473 +0.813698470592499j,-0.145520076155663 +0.810570955276489j,-0.164093241095543 +0.807015955448151j,-0.182579517364502 +0.803035497665405j,-0.200969904661179 +0.798631608486176j,-0.219253942370415 +0.793806672096253j,-0.237422749400139 +0.788563072681427j,-0.255466014146805 +0.782903850078583j,-0.273374944925308 +0.776831686496735j,-0.291139364242554 +0.77035003900528j,-0.308750629425049 +0.763462066650391j,-0.326198726892471 +0.756171703338623j,-0.343475222587585 +0.748482525348663j,-0.360570251941681 +0.740398824214935j,-0.377475500106812 +0.731924533843994j,-0.394181370735168 +0.723064541816712j,-0.410679757595062 +0.713823139667511j,-0.426961272954941 +0.704205453395844j,-0.443017989397049 +0.694216370582581j,-0.458840817213058 +0.683861434459686j,-0.474421977996826 +0.673145711421967j,-0.48975270986557 +0.662075221538544j,-0.504825532436371 +0.650655448436737j,-0.519632160663605 +0.638892590999603j,-0.534164488315582 +0.626793146133423j,-0.54841548204422 +0.614362895488739j,-0.562377035617828 +0.60160905122757j,-0.576042294502258 +0.588537633419037j,-0.589403569698334 +0.575156211853027j,-0.602454364299774 +0.561471343040466j,-0.615187227725983 +0.54749059677124j,-0.627595961093903 +0.533220946788788j,-0.639673590660095 +0.518670380115509j,-0.651414155960083 +0.503846108913422j,-0.662811040878296 +0.488756418228149j,-0.673858642578125 +0.473408788442612j,-0.684550702571869 +0.457811802625656j,-0.694882035255432 +0.441973119974136j,-0.704846799373627 +0.425901710987091j,-0.714440107345581 +0.409605413675308j,-0.723656594753265 +0.393093526363373j,-0.732491552829742 +0.376373946666718j,-0.740940272808075 +0.359456330537796j,-0.748998403549194 +0.342348784208298j,-0.756661653518677 +0.325060784816742j,-0.763925671577454 +0.307601720094681j,-0.770787179470062 +0.289980113506317j,-0.777242064476013 +0.272205978631973j,-0.783287286758423 +0.254287928342819j,-0.78891932964325 +0.236236184835434j,-0.794135630130768 +0.218059480190277j,-0.798933029174805 +0.199768200516701j,-0.803309261798859 +0.181371197104454j,-0.807261884212494 +0.16287899017334j,-0.810788929462433 +0.144300475716591j,-0.813888430595398 +0.125646263360977j,-0.81655877828598 +0.106925420463085j,-0.81879860162735 +0.0881486013531685j,-0.820606708526611 +0.069324903190136j,-0.821982145309448 +0.0504650473594666j,-0.822924137115479 +0.0315781794488431j,-0.823432266712189 +0.0126750646159053j,-0.82350617647171 -0.00623513152822847j,-0.823145925998688 -0.0251416433602571j,-0.822351634502411 -0.0440352894365787j,-0.821123719215393 -0.0629053190350532j,-0.819462954998016 -0.0817425921559333j,-0.817369937896729 -0.100536741316318j,-0.814846098423004 -0.119277521967888j,-0.811892569065094 -0.137955784797668j,-0.808510959148407 -0.15656091272831j,-0.804703056812286 -0.175083875656128j,-0.80047082901001 -0.193514138460159j,-0.795816540718079 -0.211842760443687j,-0.790742695331574 -0.230059295892715j,-0.78525185585022 -0.248154908418655j,-0.779347062110901 -0.266119301319122j,-0.773031175136566 -0.283943742513657j,-0.766307890415192 -0.301618129014969j,-0.759180426597595 -0.319133818149567j,-0.751652777194977 -0.336480885744095j,-0.743728637695313 -0.353650897741318j,-0.73541259765625 -0.370634108781815j,-0.7267085313797 -0.387422204017639j,-0.717621564865112 -0.404005706310272j,-0.708155989646912 -0.420376509428024j,-0.698317229747772 -0.436525374650955j,-0.688110053539276 -0.452444344758987j,-0.677540242671967 -0.468124479055405j,-0.666613042354584 -0.483558058738708j,-0.655334532260895 -0.498736381530762j,-0.643710255622864 -0.51365202665329j
0.468448460102081 +0.677316308021545j,0.452773094177246 +0.687893748283386j,0.436859160661697 +0.698108434677124j,0.420714825391769 +0.707955062389374j,0.404348701238632 +0.71742832660675j,0.387769401073456 +0.726523399353027j,0.370985597372055 +0.735235273838043j,0.354006230831146 +0.743559598922729j,0.336840152740479 +0.751491844654083j,0.319496542215347 +0.75902783870697j,0.30198460817337 +0.76616358757019j,0.284313082695007 +0.772895455360413j,0.266491681337357 +0.779219806194305j,0.248530060052872 +0.785133183002472j,0.230437070131302 +0.790632665157318j,0.212222963571549 +0.79571521282196j,0.193896561861038 +0.800378322601318j,0.17546834051609 +0.804619252681732j,0.156947210431099 +0.808436036109924j,0.138343676924706 +0.811826527118683j,0.1196668446064 +0.814788997173309j,0.100927285850048 +0.817321836948395j,0.0821341276168824 +0.819423735141754j,0.0632980540394783 +0.821093618869782j,0.0444282032549382 +0.822330534458161j,0.0255353227257729 +0.823133826255798j,0.00662860088050369 +0.823503077030182j,-0.0122812204062938 +0.823438167572022j,-0.0311849731951952 +0.822939097881317j,-0.0500718802213668 +0.822006106376648j,-0.0689328014850616 +0.820639729499817j,-0.0877569764852524 +0.818840682506561j,-0.106535255908966 +0.816609799861908j,-0.125256985425949 +0.813948392868042j,-0.143913045525551 +0.810857772827149j,-0.162492856383324 +0.807339727878571j,-0.180987372994423 +0.803395867347717j,-0.199386447668076 +0.799028337001801j,-0.217680022120476 +0.794239699840546j,-0.23585918545723 +0.789032161235809j,-0.25391361117363 +0.783408641815186j,-0.271834552288055 +0.777372002601624j,-0.289611786603928 +0.770925581455231j,-0.307236671447754 +0.764072597026825j,-0.324699193239212 +0.756816804409027j,-0.341990888118744 +0.749161899089813j,-0.359101921319962 +0.741112112998963j,-0.376023918390274 +0.732671320438385j,-0.392747342586517 +0.723844468593598j,-0.409263998270035 +0.714635789394379j,-0.425564557313919 +0.70505040884018j,-0.44164103269577 +0.695093154907227j,-0.45748433470726 +0.684769630432129j,-0.473086714744568 +0.674084722995758j,-0.488439351320267 +0.663044691085816j,-0.50353479385376 +0.651654839515686j,-0.518364369869232 +0.639921605587006j,-0.532921016216278 +0.627850711345673j,-0.547196269035339 +0.615449011325836j,-0.561183393001556 +0.602722585201264j,-0.574874579906464 +0.589678347110748j,-0.588262379169464 +0.576323449611664j,-0.601340234279633 +0.562664389610291j,-0.614100813865662 +0.548708975315094j,-0.626537799835205 +0.534463882446289j,-0.638644218444824 +0.519937336444855j,-0.650414168834686 +0.505136370658875j,-0.661840915679932 +0.490069299936295j,-0.672918915748596 +0.474743574857712j,-0.683641910552979 +0.459167808294296j,-0.694004595279694 +0.443349629640579j,-0.704001188278198 +0.427298039197922j,-0.713626801967621 +0.411020815372467j,-0.722875952720642 +0.394527167081833j,-0.731744110584259 +0.377825170755386j,-0.740226268768311 +0.360924303531647j,-0.748318314552307 +0.343832820653915j,-0.756015658378601 +0.326560348272324j,-0.763314485549927 +0.309115380048752j,-0.770210683345795 +0.29150778055191j,-0.776700973510742 +0.273746073246002j,-0.782781660556793 +0.255840092897415j,-0.78844952583313 +0.237799525260925j,-0.793701827526093 +0.219633191823959j,-0.798535466194153 +0.20135147869587j,-0.802948176860809 +0.18296317756176j,-0.806937396526337 +0.164478808641434j,-0.810501277446747 +0.145907342433929j,-0.813637733459473 +0.127259314060211j,-0.81634521484375 +0.108543805778027j,-0.81862223148346 +0.0897714719176293j,-0.82046765089035 +0.0709513947367669j,-0.821880459785462 +0.0520942769944668j,-0.822859883308411 +0.0332093313336373j,-0.823405504226685 +0.014307264238596j,-0.82351690530777 -0.00460276892408725j,-0.823194146156311 -0.0235099401324987j,-0.822437286376953 -0.0424051135778427j,-0.821246802806854 -0.0612775571644306j,-0.819623351097107 -0.0801180824637413j,-0.817567706108093 -0.0989159569144249j,-0.815080940723419 -0.117662079632282j,-0.812164425849915 -0.136346161365509j,-0.808819711208344 -0.154957950115204j,-0.80504846572876 -0.173488423228264j,-0.80085289478302 -0.191927060484886j,-0.796234905719757 -0.21026486158371j,-0.791197180747986 -0.22849141061306j,-0.785742223262787 -0.24659788608551j,-0.779873013496399 -0.264573931694031j,-0.773592531681061 -0.282410889863968j,-0.766904294490814 -0.300098538398743j,-0.759811520576477 -0.317628353834152j,-0.752318322658539 -0.334990292787552j,-0.744428217411041 -0.352175980806351j,-0.736145794391632 -0.369175612926483j,-0.727475047111511 -0.38598096370697j,-0.71842098236084 -0.402582436800003j,-0.708987891674042 -0.418971985578537j,-0.699181139469147 -0.435140281915665j,-0.689005494117737 -0.451079487800598j
