0.0247279070317745 +0.108969770371914j,0.0488738901913166 +0.109609678387642j,0.0738081037998199 +0.104916222393513j,0.0983157828450203 +0.0946926772594452j,0.12115428596735 +0.0790283903479576j,0.141121327877045 +0.0582975447177887j,0.157120376825333 +0.0331417955458164j,0.168219521641731 +0.0044380659237504j,0.173700526356697 -0.0267461519688368j,0.173095524311066 -0.0592071898281574j,0.166209861636162 -0.0916658192873001j,0.153130039572716 -0.122830674052238j,0.134217128157616 -0.151460811495781j,0.110086284577847 -0.176424115896225j,0.0815743580460548 -0.196748629212379j,0.049697395414114 -0.211664497852325j,0.0156011264771223 -0.220634654164314j,-0.0194929838180542 -0.223373353481293j,-0.0543430894613266 -0.219852179288864j,-0.0877408757805824 -0.210294097661972j,-0.118561506271362 -0.195156157016754j,-0.145807415246964 -0.175102815032005j,-0.168644189834595 -0.150971367955208j,-0.186427548527718 -0.123731873929501j,-0.198720410466194 -0.094443716108799j,-0.205300450325012 -0.0642110407352448j,-0.206158041954041 -0.0341392979025841j,-0.201485633850098 -0.00529446545988321j,-0.191659852862358 +0.0213330369442701j,-0.177217215299606 +0.0448588952422142j,-0.158825680613518 +0.0645289048552513j,-0.137252986431122 +0.0797359421849251j,-0.113333843648434 +0.0900299698114395j,-0.087937168776989 +0.0951210856437683j,-0.0619348287582397 +0.0948763936758041j,-0.0361728593707085 +0.0893111526966095j,-0.0114461593329906 +0.07857546210289j,0.0115227727219462 +0.0629372149705887j,0.0321007631719112 +0.0427624322474003j,0.0497561693191528 +0.0184940714389086j,0.0640669167041779 -0.00936956983059645j,0.074724018573761 -0.0402963794767857j,0.0815314427018166 -0.07374057918787j,0.0844026654958725 -0.109161332249641j,0.0833543762564659 -0.146038994193077j,0.0784981921315193 -0.183888837695122j,0.0700307562947273 -0.222272023558617j,0.0582228861749172 -0.260803699493408j,0.0434083193540573 -0.299158215522766j,0.0259725265204906 -0.337071746587753j,0.00634191045537591 -0.374342381954193j,-0.0150262610986829 -0.410827875137329j,-0.0376529805362225 -0.446441411972046j,-0.0610454902052879 -0.481145858764648j,-0.0847043246030807 -0.514946460723877j,-0.108129061758518 -0.547882556915283j,-0.130823209881783 -0.58001834154129j,-0.152298167347908 -0.611433327198029j,-0.172076523303986 -0.642212212085724j,-0.189694866538048 -0.672435104846954j,-0.204706460237503 -0.702167451381683j,-0.216683447360992 -0.731450915336609j,-0.225220397114754 -0.760293781757355j,-0.229936763644218 -0.788663446903229j,-0.230481177568436 -0.816478788852692j,-0.226535990834236 -0.843604266643524j,-0.217822760343552 -0.8698450922966j,-0.20410880446434 -0.894943952560425j,-0.185214459896088 -0.918579816818237j,-0.161021366715431 -0.940368235111237j,-0.13148121535778 -0.959864437580109j,-0.0966251865029335 -0.976568102836609j,-0.0565731972455978 -0.989931523799896j,-0.0115430308505893 -0.999369561672211j,0.0381413400173187 -1.00427281856537j,0.0920426473021507 -1.00402355194092j,0.149605304002762 -0.998013556003571j,0.210152611136436 -0.985665142536163j,0.272887259721756 -0.966453015804291j,0.336895227432251 -0.939928472042084j,0.401154160499573 -0.905743777751923j,0.464545965194702 -0.863676428794861j,0.525874674320221 -0.81365293264389j,0.583888828754425 -0.755769908428192j,0.637309193611145 -0.690312445163727j,0.684860408306122 -0.617767989635468j,0.725307285785675 -0.538834869861603j,0.757493317127228 -0.454424470663071j,0.780381977558136 -0.365655601024628j,0.793097674846649 -0.273841083049774j,0.794965922832489 -0.180465742945671j,0.785550832748413 -0.0871554464101791j,0.764687240123749 +0.00436202436685562j,0.732506513595581 +0.092303991317749j,0.68945324420929 +0.17488631606102j,0.636292099952698 +0.250381976366043j,0.574103057384491 +0.317182242870331j,0.504263460636139 +0.373858749866486j,0.428417682647705 +0.419222980737686j,0.348433464765549 +0.452380865812302j,0.266346603631973 +0.472779363393784j,0.184294581413269 +0.480241984128952j,0.104442156851292 +0.474991232156754j,0.0289013423025608 +0.457655251026154j,-0.0403509214520454 +0.429257720708847j,-0.101553454995155 +0.391189992427826j,-0.153235867619514 +0.345165580511093j,-0.19428414106369 +0.293158352375031j,-0.223992586135864 +0.23732602596283j,-0.242099151015282 +0.179922536015511j,-0.248801037669182 +0.123202607035637j,-0.244748950004578 +0.0693231448531151j,-0.231019347906113 +0.0202466119080782j,-0.209064856171608 -0.0223486516624689j,-0.180644780397415 -0.0571459569036961j,-0.147738426923752 -0.0832510441541672j,-0.112445712089539 -0.100232042372227j,-0.076879471540451 -0.108135722577572j,-0.0430559329688549 -0.107478253543377j,-0.0127890529111028 -0.0992102771997452j,0.0124049130827188 -0.0846574380993843j
0.0496891550719738 +0.0945972055196762j,0.0726434141397476 +0.0895275473594666j,0.0951334685087204 +0.0791392251849174j,0.115926280617714 +0.0635151565074921j,0.133825659751892 +0.0430277325212955j,0.147740334272385 +0.0183223318308592j,0.156745299696922 -0.00971493124961853j,0.160133481025696 -0.0400029271841049j,0.157454401254654 -0.0713215470314026j,0.148538336157799 -0.102374836802483j,0.133504912257195 -0.131856992840767j,0.112756036221981 -0.158517971634865j,0.0869542807340622 -0.181224480271339j,0.0569882839918137 -0.199013829231262j,0.0239276345819235 -0.211137518286705j,-0.011029995046556 -0.217092856764793j,-0.0466162264347076 -0.216641634702682j,-0.0815509110689163 -0.209815293550491j,-0.114599205553532 -0.196907073259354j,-0.144624412059784 -0.178452327847481j,-0.170633792877197 -0.155198410153389j,-0.191815838217735 -0.128066539764404j,-0.207567527890205 -0.0981077179312706j,-0.21751095354557 -0.0664552599191666j,-0.221499308943748 -0.0342765413224697j,-0.219612643122673 -0.00272608711384237j,-0.212144136428833 +0.0270977858453989j,-0.199578747153282 +0.0541911795735359j,-0.182565063238144 +0.0776762813329697j,-0.161882877349854 +0.0968255698680878j,-0.138407617807388 +0.111078269779682j,-0.113073877990246 +0.12004879117012j,-0.0868394821882248 +0.123527690768242j,-0.0606515817344189 +0.121475726366043j,-0.0354159325361252 +0.114011764526367j,-0.0119703561067581 +0.101395860314369j,0.00893703382462263 +0.0840085223317146j,0.0266644190996885 +0.0623273774981499j,0.0406876839697361 +0.0369024761021137j,0.0506067462265491 +0.00833130534738302j,0.0561471581459045 -0.0227653943002224j,0.0571575462818146 -0.0557664036750793j,0.0536034628748894 -0.0900704488158226j,0.0455583333969116 -0.125113949179649j,0.0331924110651016 -0.160385638475418j,0.0167601555585861 -0.195437967777252j,-0.00341299432329834 -0.229895308613777j,-0.0269440095871687 -0.26345881819725j,-0.0534052439033985 -0.295908570289612j,-0.082336463034153 -0.327102541923523j,-0.113255739212036 -0.356973677873611j,-0.145668923854828 -0.38552451133728j,-0.179077476263046 -0.412820309400558j,-0.212984710931778 -0.438980579376221j,-0.246900483965874 -0.464169800281525j,-0.280344396829605 -0.488587200641632j,-0.312847763299942 -0.512456119060516j,-0.343954414129257 -0.536013007164001j,-0.373220920562744 -0.559496521949768j,-0.400216042995453 -0.583136439323425j,-0.424520194530487 -0.60714328289032j,-0.445724934339523 -0.631697177886963j,-0.463432878255844 -0.656939208507538j,-0.477258145809174 -0.682961046695709j,-0.486828058958054 -0.709797143936157j,-0.491785734891891 -0.737416744232178j,-0.49179396033287 -0.765717566013336j,-0.486540883779526 -0.794520378112793j,-0.475746661424637 -0.823565542697906j,-0.45917209982872 -0.852510511875153j,-0.43662828207016 -0.880930304527283j,-0.407987594604492 -0.908319592475891j,-0.373195677995682 -0.934097409248352j,-0.332283675670624 -0.957614779472351j,-0.285380899906158 -0.9781653881073j,-0.232726633548737 -0.9949991106987j,-0.174681231379509 -1.00733888149261j,-0.111735008656979 -1.01440012454987j,-0.0445148758590221 -1.01541411876678j,0.0262124836444855 -1.00965285301208j,0.0995413213968277 -0.996455788612366j,0.174432396888733 -0.975259244441986j,0.249723494052887 -0.945624530315399j,0.324145883321762 -0.907266736030579j,0.396346598863602 -0.860081017017365j,0.464916318655014 -0.804166316986084j,0.528423249721527 -0.739844501018524j,0.585451662540436 -0.667673587799072j,0.634644627571106 -0.588454484939575j,0.674749612808228 -0.503229200839996j,0.704665303230286 -0.413270086050034j,0.723488032817841 -0.320059418678284j,0.730555474758148 -0.225259199738503j,0.725485742092133 -0.130670800805092j,0.708209693431854 -0.0381860136985779j,0.678993761539459 +0.0502701736986637j,0.638452231884003 +0.132802680134773j,0.587546467781067 +0.207613572478294j,0.527570426464081 +0.27307054400444j,0.460121810436249 +0.327773690223694j,0.387058585882187 +0.370617359876633j,0.310442090034485 +0.400843799114227j,0.232467919588089 +0.418085485696793j,0.155387297272682 +0.42239311337471j,0.0814215913414955 +0.41424697637558j,0.0126739470288157 +0.394550114870071j,-0.0489579625427723 +0.364601880311966j,-0.101863592863083 +0.326052755117416j,-0.144791334867477 +0.280840873718262j,-0.176905989646912 +0.231112778186798j,-0.197828516364098 +0.179131701588631j,-0.207654803991318 +0.127177208662033j,-0.206951603293419 +0.0774413645267487j,-0.196728870272636 +0.0319267138838768j,-0.178388923406601 -0.00764833483844995j,-0.153654262423515 -0.0399312153458595j,-0.124477423727512 -0.0639991089701653j,-0.0929371640086174 -0.0794005841016769j,-0.0611264407634735 -0.0861721411347389j,-0.031038636341691 -0.0848278030753136j,-0.00445830030366778 -0.0763216465711594j
0.0688246116042137 +0.0749301910400391j,0.0892792865633965 +0.0648302435874939j,0.10808290541172 +0.0497165881097317j,0.12404803186655 +0.029946519061923j,0.136088281869888 +0.00615575350821018j,0.143282681703568 -0.0207732245326042j,0.14492991566658 -0.0497572347521782j,0.140589490532875 -0.0795698165893555j,0.130107834935188 -0.108906276524067j,0.113627828657627 -0.13645239174366j,0.0915819779038429 -0.160952731966972j,0.0646699666976929 -0.181274622678757j,0.0338224917650223 -0.196464344859123j,0.000153592540300451 -0.205792769789696j,-0.0350950919091702 -0.208788305521011j,-0.0706152021884918 -0.205255821347237j,-0.10509392619133 -0.195281311869621j,-0.137274459004402 -0.17922243475914j,-0.166011571884155 -0.157686531543732j,-0.190319836139679 -0.13149730861187j,-0.209412038326263 -0.101653188467026j,-0.222727134823799 -0.0692791193723679j,-0.229946300387383 -0.0355752222239971j,-0.23099747300148 -0.00176471564918756j,-0.226048797369003 +0.0309564638882875j,-0.21549192070961 +0.0614657588303089j,-0.199916884303093 +0.0887542441487312j,-0.180080220103264 +0.111959390342236j,-0.156868174672127 +0.13038957118988j,-0.131257310509682 +0.143539756536484j,-0.104274198412895 +0.151098385453224j,-0.0769562870264053 +0.152946040034294j,-0.0503152832388878 +0.149146422743797j,-0.0253045782446861 +0.139930903911591j,-0.00279160914942622 +0.125677824020386j,0.0164642799645662 +0.10688791424036j,0.0318278223276138 +0.0841570496559143j,0.0427980720996857 +0.0581480599939823j,0.0490128137171268 +0.0295624323189259j,0.0502476841211319 -0.000886796100530773j,0.0464108362793922 -0.0324999876320362j,0.0375336334109306 -0.0646131783723831j,0.0237584393471479 -0.0966169536113739j,0.00532426033169031 -0.127971813082695j,-0.0174488909542561 -0.158219650387764j,-0.0441760718822479 -0.186991602182388j,-0.0744232758879662 -0.214012399315834j,-0.107722505927086 -0.239101409912109j,-0.143585383892059 -0.262170672416687j,-0.18151518702507 -0.283220708370209j,-0.221016809344292 -0.302333861589432j,-0.261604726314545 -0.319666385650635j,-0.302808731794357 -0.335438936948776j,-0.344177573919296 -0.349926322698593j,-0.385280787944794 -0.363446712493896j,-0.425708740949631 -0.376350462436676j,-0.465071082115173 -0.389008760452271j,-0.502994179725647 -0.401802450418472j,-0.539117634296417 -0.415110915899277j,-0.573090553283691 -0.429301410913467j,-0.604567110538483 -0.444718331098557j,-0.633202850818634 -0.461673140525818j,-0.658651411533356 -0.480434417724609j,-0.680562019348145 -0.501218497753143j,-0.698578357696533 -0.524180471897125j,-0.71233856678009 -0.549405515193939j,-0.721477210521698 -0.576901257038116j,-0.725629150867462 -0.606590747833252j,-0.724435269832611 -0.638306498527527j,-0.717550098896027 -0.671785593032837j,-0.704651951789856 -0.706666946411133j,-0.685454368591309 -0.742489993572235j,-0.659720003604889 -0.778695642948151j,-0.627275109291077 -0.814630210399628j,-0.588025569915771 -0.849552154541016j,-0.54197359085083 -0.882641911506653j,-0.48923322558403 -0.913015604019165j,-0.43004634976387 -0.939742207527161j,-0.364795744419098 -0.961864292621613j,-0.29401633143425 -0.978422403335571j,-0.218402653932571 -0.988483011722565j,-0.138811975717545 -0.991168320178986j,-0.0562622174620628 -0.985689282417297j,0.0280760079622269 -0.97137850522995j,0.112893916666508 -0.947723805904388j,0.196765899658203 -0.914400458335876j,0.278177857398987 -0.871299982070923j,0.355562269687653 -0.818555235862732j,0.427339404821396 -0.756559431552887j,0.491963773965836 -0.685977339744568j,0.547974467277527 -0.607748031616211j,0.594047844409943 -0.523077368736267j,0.629050195217133 -0.433419972658157j,0.652088582515717 -0.340449601411819j,0.662556827068329 -0.246018692851067j,0.660174965858459 -0.152107000350952j,0.645018756389618 -0.0607613623142242j,0.617537200450897 +0.0259723141789436j,0.578557014465332 +0.106121987104416j,0.529271364212036 +0.177864640951157j,0.471212685108185 +0.239600196480751j,0.406209975481033 +0.290020942687988j,0.336330115795135 +0.328172147274017j,0.263806313276291 +0.353501260280609j,0.190954998135567 +0.365891456604004j,0.120085179805756 +0.365677744150162j,0.0534039735794067 +0.353642821311951j,-0.00707705831155181 +0.330992549657822j,-0.0596300363540649 +0.299310237169266j,-0.102888502180576 +0.260491698980331j,-0.13591006398201 +0.216662898659706j,-0.1582200974226 +0.170083925127983j,-0.169833108782768 +0.123043842613697j,-0.171249777078629 +0.0777516663074493j,-0.163428753614426 +0.0362291894853115j,-0.147733896970749 +0.00021184902288951j,-0.125859022140503 -0.0289366133511066j,-0.0997336953878403 -0.0502903088927269j,-0.0714148879051208 -0.0634037777781487j,-0.0429706573486328 -0.0683278739452362j,-0.0163621325045824 -0.0655971840023994j
0.0811747312545776 +0.0520093068480492j,0.0980953499674797 +0.037840973585844j,0.112309217453003 +0.0192206017673016j,0.122734263539314 -0.00323976879008114j,0.128449857234955 -0.0286746956408024j,0.128754243254662 -0.0560111403465271j,0.123208500444889 -0.0840266197919846j,0.111665047705173 -0.11141598969698j,0.0942788571119308 -0.136862397193909j,0.0715013816952705 -0.159108459949493j,0.0440579131245613 -0.177023008465767j,0.0129102021455765 -0.189660087227821j,-0.020793117582798 -0.196306884288788j,-0.0557751469314098 -0.196518167853355j,-0.0906946435570717 -0.190136060118675j,-0.124211743474007 -0.177294343709946j,-0.155051678419113 -0.158407971262932j,-0.182063356041908 -0.134148791432381j,-0.204269751906395 -0.105409555137157j,-0.220908179879189 -0.0732584521174431j,-0.231458574533463 -0.0388873219490051j,-0.235659375786781 -0.00355620146729052j,-0.233510702848434 +0.0314626805484295j,-0.225265398621559 +0.064938597381115j,-0.211409509181976 +0.0957314148545265j,-0.19263331592083 +0.12283381819725j,-0.169795468449593 +0.145405322313309j,-0.143881976604462 +0.162796929478645j,-0.11596268415451 +0.174566119909286j,-0.0871471762657166 +0.18048207461834j,-0.0585421547293663 +0.180521816015244j,-0.0312123373150826 +0.17485810816288j,-0.0061458433046937 +0.163840368390083j,0.0157744139432907 +0.147970080375671j,0.0337929651141167 +0.127872094511986j,0.0472971946001053 +0.104263611137867j,0.0558259300887585 +0.0779221802949905j,0.0590717270970345 +0.0496541745960712j,0.0568772107362747 +0.0202649552375078j,0.0492264851927757 -0.00946830958127975j,0.0362324118614197 -0.0388204157352448j,0.0181206706911325 -0.0671379119157791j,-0.00478805508464575 -0.093854695558548j,-0.0320971943438053 -0.1185033172369j,-0.0633535906672478 -0.140722051262856j,-0.098066046833992 -0.16025809943676j,-0.135722786188126 -0.176967337727547j,-0.175807014107704 -0.190810725092888j,-0.217810094356537 -0.201848536729813j,-0.261242479085922 -0.21023228764534j,-0.305641889572144 -0.216195270419121j,-0.350578665733337 -0.22004197537899j,-0.39565896987915 -0.222137063741684j,-0.440525114536285 -0.222893804311752j,-0.484854072332382 -0.222762733697891j,-0.528353989124298 -0.222220540046692j,-0.570759057998657 -0.221759051084518j,-0.611823558807373 -0.221875056624413j,-0.651314556598663 -0.223060145974159j,-0.689004600048065 -0.225791186094284j,-0.724664151668549 -0.230521082878113j,-0.758054614067078 -0.237670004367828j,-0.788921296596527 -0.247616022825241j,-0.816988408565521 -0.260686993598938j,-0.84195464849472 -0.277151703834534j,-0.863490641117096 -0.297211229801178j,-0.881238281726837 -0.32099062204361j,-0.89481246471405 -0.348530620336533j,-0.903804838657379 -0.379779845476151j,-0.907790005207062 -0.414587646722794j,-0.906334936618805 -0.45269787311554j,-0.899009943008423 -0.493744075298309j,-0.885402977466583 -0.537246286869049j,-0.865135788917542 -0.582610189914703j,-0.837881982326508 -0.629128992557526j,-0.803386628627777 -0.675988376140594j,-0.761486947536469 -0.722275018692017j,-0.712132930755615 -0.766989409923553j,-0.6554074883461 -0.809062540531158j,-0.591545104980469 -0.847377359867096j,-0.520947575569153 -0.880794107913971j,-0.444196611642838 -0.908180117607117j,-0.362061321735382 -0.928443074226379j,-0.27550020813942 -0.940567076206207j,-0.185656324028969 -0.943650662899017j,-0.0938452854752541 -0.936945497989655j,-0.00153518002480268 -0.919893741607666j,0.0896816700696945 -0.892163872718811j,0.178124725818634 -0.853681266307831j,0.2620689868927 -0.804653346538544j,0.339794963598251 -0.745586276054382j,0.4096440076828 -0.677292883396149j,0.470076680183411 -0.600888729095459j,0.519732177257538 -0.517776846885681j,0.557486474514008 -0.429619461297989j,0.582505702972412 -0.338297218084335j,0.594292879104614 -0.245856374502182j,0.59272438287735 -0.154445230960846j,0.578073620796204 -0.0662414580583572j,0.551020383834839 +0.0166265163570642j,0.512643158435822 +0.0921612977981567j,0.464394390583038 +0.158577814698219j,0.408057451248169 +0.214379966259003j,0.345687419176102 +0.258428633213043j,0.279536157846451 +0.289997220039368j,0.211965262889862 +0.308811008930206j,0.14535003900528 +0.315067440271378j,0.0819790214300156 +0.309434771537781j,0.0239540450274944 +0.293028622865677j,-0.0269041694700718 +0.267366051673889j,-0.069139264523983 +0.234298169612885j,-0.101726576685905 +0.195924609899521j,-0.124120242893696 +0.154493227601051j,-0.136276468634605 +0.112289823591709j,-0.138650894165039 +0.0715240985155106j,-0.132169097661972 +0.0342176593840122j,-0.118171274662018 +0.00210083392448723j,-0.0983331948518753 -0.0234755519777536j,-0.074567548930645 -0.0416077971458435j,-0.0489109195768833 -0.0518818758428097j,-0.0234029348939657 -0.0543875247240067j
0.0864356905221939 +0.0279827974736691j,0.0991156175732613 +0.0108951171860099j,0.108216889202595 -0.00987388286739588j,0.112815253436565 -0.0334896817803383j,0.112201571464539 -0.0589019954204559j,0.105929218232632 -0.0849030986428261j,0.0938454046845436 -0.110195696353912j,0.0761048197746277 -0.133466109633446j,0.0531649552285671 -0.153457909822464j,0.0257639307528734 -0.16904179751873j,-0.0051174471154809 -0.179277434945107j,-0.0383068583905697 -0.183463931083679j,-0.0725013539195061 -0.181176468729973j,-0.106334291398525 -0.172287002205849j,-0.138444289565086 -0.156969025731087j,-0.167542263865471 -0.135686174035072j,-0.19247305393219 -0.109166294336319j,-0.212268322706223 -0.0783627107739449j,-0.226188570261002 -0.0444055944681168j,-0.233752399682999 -0.00854632910341024j,-0.23475207388401 +0.027901865541935j,-0.229255616664886 +0.0636238157749176j,-0.217595756053925 +0.0973596423864365j,-0.200347274541855 +0.127956718206406j,-0.178294569253922 +0.154414147138596j,-0.152391508221626 +0.175917983055115j,-0.123716332018375 +0.191866114735603j,-0.0934237092733383 +0.201882556080818j,-0.062696747481823 +0.20582090318203j,-0.0327010303735733 +0.203757911920547j,-0.00454266276210546 +0.195978179574013j,0.0207681525498629 +0.182951301336288j,0.0423468053340912 +0.165303170681j,0.0594565123319626 +0.143783122301102j,0.0715228542685509 +0.119228884577751j,0.0781407058238983 +0.0925308540463448j,0.0790739730000496 +0.0645972788333893j,0.0742490068078041 +0.0363217331469059j,0.0637423023581505 +0.00855390168726444j,0.0477641299366951 -0.0179254002869129j,0.0266386512666941 -0.0424247346818447j,0.000782151415478438 -0.0643574148416519j,-0.0293197091668844 -0.0832520946860313j,-0.0631345435976982 -0.0987587571144104j,-0.100104920566082 -0.110650040209293j,-0.139668166637421 -0.118819199502468j,-0.181273981928825 -0.123274438083172j,-0.2243991792202 -0.124130986630917j,-0.26855942606926 -0.121601015329361j,-0.313317745923996 -0.115982465445995j,-0.358290076255798 -0.107646934688091j,-0.403147518634796 -0.097027488052845j,-0.447616070508957 -0.0846065133810043j,-0.491473615169525 -0.0709041729569435j,-0.534544765949249 -0.0564674139022827j,-0.576694011688232 -0.0418598800897598j,-0.617817044258118 -0.0276526995003223j,-0.657831430435181 -0.0144159328192472j,-0.696666240692139 -0.00271093519404531j,-0.734251499176025 +0.00691696861758828j,-0.770507872104645 +0.0139453336596489j,-0.805336117744446 +0.0178808569908142j,-0.838607847690582 +0.0182670429348946j,-0.870157420635223 +0.0146901607513428j,-0.899774372577667 +0.00678699929267168j,-0.927198708057404 -0.00574735458940268j,-0.952117025852203 -0.0231513734906912j,-0.974161863327026 -0.0455883033573627j,-0.992912888526917 -0.0731370598077774j,-1.00790107250214 -0.105783075094223j,-1.01861584186554 -0.143409207463264j,-1.02451527118683 -0.185787126421928j,-1.02503871917725 -0.232569992542267j,-1.01962351799011 -0.283286243677139j,-1.00772356987 -0.33733606338501j,-0.988830745220184 -0.393989980220795j,-0.962498366832733 -0.452391564846039j,-0.928366124629974 -0.51156347990036j,-0.886185228824615 -0.570418536663055j,-0.835844159126282 -0.627775430679321j,-0.777391970157623 -0.682379543781281j,-0.711060225963593 -0.732929468154907j,-0.637280285358429 -0.7781081199646j,-0.556696176528931 -0.816618502140045j,-0.470170855522156 -0.84722363948822j,-0.378785580396652 -0.86878913640976j,-0.283830374479294 -0.880326926708221j,-0.186785981059074 -0.881039142608643j,-0.0892961770296097 -0.870360016822815j,0.0068691479973495 -0.847993314266205j,0.0998598411679268 -0.813943803310394j,0.187799021601677 -0.768540441989899j,0.268843322992325 -0.712449133396149j,0.341247111558914 -0.646673738956451j,0.403428971767426 -0.572543799877167j,0.454037100076675 -0.491687715053558j,0.492010563611984 -0.405992567539215j,0.516633689403534 -0.317549616098404j,0.527579367160797 -0.228587448596954j,0.524939775466919 -0.141395196318626j,0.509239971637726 -0.05823789909482j,0.481434762477875 +0.0187317691743374j,0.442885220050812 +0.0875621661543846j,0.39531683921814 +0.146586507558823j,0.340758234262466 +0.194498151540756j,0.281463831663132 +0.230412438511848j,0.219822078943253 +0.253911346197128j,0.158254459500313 +0.265067636966705j,0.0991087630391121 +0.264446198940277j,0.0445531420409679 +0.25308084487915j,-0.00352420238777995 +0.232427656650543j,-0.0436033792793751 +0.204295039176941j,-0.0746043622493744 +0.170754492282867j,-0.0959365740418434 +0.134035557508469j,-0.107523381710052 +0.0964107140898705j,-0.10979875177145 +0.0600761547684669j,-0.103675797581673 +0.0270354636013508j,-0.0904879197478294 -0.00100706156808883j,-0.071905329823494 -0.022736731916666j,-0.0498315691947937 -0.0372966565191746j,-0.0262854378670454 -0.0443290211260319j
0.084940530359745 +0.00490913866087794j,0.0930247753858566 -0.0138651710003614j,0.0968790948390961 -0.0353983454406261j,0.0957797840237617 -0.058675866574049j,0.0892625227570534 -0.0825157463550568j,0.0771573707461357 -0.105637185275555j,0.0596053227782249 -0.126735270023346j,0.0370559245347977 -0.144557297229767j,0.0102462619543076 -0.157975494861603j,-0.019836962223053 -0.166052088141441j,-0.052009392529726 -0.168092757463455j,-0.0849519744515419 -0.16368556022644j,-0.117280438542366 -0.152723640203476j,-0.14761745929718 -0.135410487651825j,-0.174662917852402 -0.112248487770557j,-0.197258695960045 -0.0840115547180176j,-0.214444413781166 -0.051704291254282j,-0.22550131380558 -0.0165102668106556j,-0.229982793331146 +0.0202671904116869j,-0.227730125188828 +0.0572682544589043j,-0.218873515725136 +0.0931403264403343j,-0.203819215297699 +0.1265988945961j,-0.183224037289619 +0.156482562422752j,-0.15795923769474 +0.181799784302711j,-0.12906639277935 +0.201765477657318j,-0.0977078750729561 +0.215826228260994j,-0.0651146769523621 +0.223673820495605j,-0.0325342752039433 +0.225247085094452j,-0.00118123204447329 +0.220722854137421j,0.0278076604008675 +0.210497200489044j,0.0534117370843887 +0.195158794522285j,0.0747571066021919 +0.175455898046494j,0.091138944029808 +0.152259364724159j,0.10203506052494 +0.126523286104202j,0.107110880315304 +0.0992455035448074j,0.106216683983803 +0.0714294761419296j,0.0993774905800819 +0.0440491884946823j,0.0867772400379181 +0.0180179756134748j,0.0687381848692894 -0.00583750056102872j,0.0456969179213047 -0.0267980117350817j,0.0181785766035318 -0.0442667007446289j,-0.0132299121469259 -0.0577785223722458j,-0.0479058548808098 -0.0670042634010315j,-0.0852156132459641 -0.0717500299215317j,-0.124537020921707 -0.0719522759318352j,-0.165278896689415 -0.0676697865128517j,-0.206897273659706 -0.0590728931128979j,-0.248908042907715 -0.0464309118688107j,-0.290895879268646 -0.0300985481590033j,-0.332519620656967 -0.0105020003393292j,-0.373514145612717 +0.0118749104440212j,-0.413689166307449 +0.036503754556179j,-0.452925205230713 +0.0628234818577766j,-0.491167008876801 +0.0902512520551682j,-0.528415262699127 +0.118191763758659j,-0.564716100692749 +0.146045222878456j,-0.600149929523468 +0.173213943839073j,-0.634819149971008 +0.199107781052589j,-0.668835461139679 +0.22314864397049j,-0.702306628227234 +0.244774356484413j,-0.735324025154114 +0.263442069292068j,-0.767950117588043 +0.278631836175919j,-0.800206780433655 +0.289850026369095j,-0.832064628601074 +0.296633809804916j,-0.863433718681335 +0.298556208610535j,-0.894155561923981 +0.295231938362122j,-0.923997282981873 +0.286325007677078j,-0.952647566795349 +0.271556735038757j,-0.979715347290039 +0.250715672969818j,-1.00473117828369 +0.223667904734612j,-1.02715122699738 +0.190368667244911j,-1.04636514186859 +0.150873929262161j,-1.06170666217804 +0.105352222919464j,-1.07246828079224 +0.0540956184267998j,-1.07791912555695 -0.0024704672396183j,-1.07732605934143 -0.0637795701622963j,-1.06997835636139 -0.12911930680275j,-1.05521428585052 -0.197630241513252j,-1.03245103359222 -0.268308818340302j,-1.00121426582336 -0.340015888214111j,-0.961168766021729 -0.41149052977562j,-0.912148058414459 -0.481370091438293j,-0.854181468486786 -0.548216640949249j,-0.787517786026001 -0.61054927110672j,-0.712643086910248 -0.666882455348969j,-0.630292594432831 -0.715769469738007j,-0.541453957557678 -0.755849123001099j,-0.447361439466476 -0.785895645618439j,-0.34947994351387 -0.804868519306183j,-0.249478489160538 -0.811961233615875j,-0.149192661046982 -0.806646049022675j,-0.0505769029259682 -0.7887122631073j,0.0443526655435562 -0.758296132087708j,0.133583039045334 -0.715899705886841j,0.215174838900566 -0.662396609783173j,0.287335693836212 -0.5990229845047j,0.348493188619614 -0.527353644371033j,0.397364437580109 -0.44926130771637j,0.433017760515213 -0.366861343383789j,0.454923957586288 -0.282441794872284j,0.462992757558823 -0.198382198810577j,0.457592368125916 -0.117063127458096j,0.4395492374897 -0.040771272033453j,0.410127192735672 +0.0283962953835726j,0.370985299348831 +0.0886232778429985j,0.324115335941315 +0.138456344604492j,0.27176108956337 +0.176872998476028j,0.216322347521782 +0.2033312022686j,0.160248205065727 +0.217796996235847j,0.105924762785435 +0.220747455954552j,0.0555629096925259 +0.213147819042206j,0.0110927447676659 +0.196402937173843j,-0.0259296055883169 +0.172284483909607j,-0.0543966814875603 +0.142837390303612j,-0.0737012848258018 +0.110270008444786j,-0.0837608501315117 +0.0768337771296501j,-0.0850127711892128 +0.0446992665529251j,-0.0783796682953835 +0.0158358290791512j,-0.0652062222361565 -0.00809794012457132j,-0.0471707209944725 -0.0258456375449896j,-0.0261759478598833 -0.0366207025945187j
