-0.555670857429504 -0.254895329475403j,-0.536807358264923 -0.292539864778519j,-0.515397667884826 -0.328796207904816j,-0.491542786359787 -0.363493323326111j,-0.465356111526489 -0.396466106176376j,-0.43696191906929 -0.427558124065399j,-0.406494885683059 -0.45662197470665j,-0.374099969863891 -0.483519285917282j,-0.33992999792099 -0.508123338222504j,-0.304147452116012 -0.530316889286041j,-0.266922652721405 -0.54999452829361j,-0.228430598974228 -0.567063629627228j,-0.188855960965156 -0.581442296504974j,-0.148384347558021 -0.593063056468963j,-0.10720993578434 -0.60187017917633j,-0.0655269771814345 -0.607822299003601j,-0.0235320441424846 -0.610891103744507j,0.0185733921825887 -0.611061930656433j,0.0605918616056443 -0.608334064483642j,0.10232175886631 -0.602720439434051j,0.143566280603409 -0.594247758388519j,0.184130877256393 -0.582955837249756j,0.223820894956589 -0.568898856639862j,0.262450248003006 -0.552142739295959j,0.299833506345749 -0.532767832279205j,0.335794508457184 -0.510865688323974j,0.370163530111313 -0.486539483070373j,0.402775675058365 -0.459905952215194j,0.433477133512497 -0.431090772151947j,0.462123155593872 -0.400229781866073j,0.488576203584671 -0.367471069097519j,0.512712240219116 -0.332968235015869j,0.534415483474731 -0.29688686132431j,0.55358362197876 -0.259397149085998j,0.570126175880432 -0.220675870776176j,0.583963811397552 -0.180908843874931j,0.595031559467315 -0.140282481908798j,0.603276312351227 -0.0989917889237403j,0.608659386634826 -0.0572315678000449j,0.611155211925506 -0.015198660083115j,0.610751867294311 +0.0269051883369685j,0.607451140880584 +0.068882554769516j,0.601269006729126 +0.110532008111477j,0.59223461151123 +0.15165713429451j,0.580390512943268 +0.192063957452774j,0.565793514251709 +0.231558576226234j,0.548512160778045 +0.269955813884735j,0.528629243373871 +0.307071417570114j,0.50623869895935 +0.342730343341827j,0.481446027755737 +0.376764416694641j,0.454370200634002 +0.409010261297226j,0.425138175487518 +0.439316749572754j,0.393890231847763 +0.467538446187973j,0.360773801803589 +0.4935422539711j,0.325945019721985 +0.517205476760864j,0.289571017026901 +0.538414657115936j,0.25182232260704 +0.557070195674896j,0.212880089879036 +0.573082685470581j,0.172928050160408 +0.586376667022705j,0.132154554128647 +0.59688937664032j,0.0907552912831305 +0.604570269584656j,0.0489243157207965 +0.609383404254913j,0.00686244526877991 +0.611305654048919j,-0.0352319516241551 +0.610328137874603j,-0.0771604254841805 +0.606455206871032j,-0.118721701204777 +0.599705636501312j,-0.159719780087471 +0.590111255645752j,-0.199961334466934 +0.577717185020447j,-0.23925319314003 +0.562582969665527j,-0.277411192655563 +0.544779539108276j,-0.314252138137817 +0.524392306804657j,-0.349602401256561 +0.501517534255981j,-0.383295238018036 +0.476263046264648j,-0.415168851613998 +0.448749989271164j,-0.445073843002319 +0.419107347726822j,-0.472866714000702 +0.387477427721023j,-0.498416513204574 +0.354009449481964j,-0.521602571010589 +0.318861186504364j,-0.542313635349274 +0.282201290130615j,-0.560452699661255 +0.244201704859733j,-0.575932621955871 +0.205044716596603j,-0.588680505752563 +0.164915099740028j,-0.598636150360107 +0.124002009630203j,-0.605751693248749 +0.0825018510222434j,-0.609993934631347 +0.040609162300825j,-0.611342430114746 -0.00147502764593818j,-0.609790861606598 -0.0435522198677064j,-0.60534656047821 -0.0854239538311959j,-0.598030805587768 -0.126889273524284j,-0.587877810001373 -0.167753845453262j,-0.57493644952774 -0.207821503281593j,-0.55926775932312 -0.246903315186501j,-0.540945589542389 -0.284814953804016j,-0.52005785703659 -0.321374475955963j,-0.496703088283539 -0.35640949010849j,-0.470991432666778 -0.389754712581634j,-0.443046271800995 -0.421250164508819j,-0.412998557090759 -0.450748145580292j,-0.38099256157875 -0.478107094764709j,-0.347179263830185 -0.503198027610779j,-0.311718046665191 -0.52590262889862j,-0.274779111146927 -0.546111822128296j,-0.236535683274269 -0.563730955123901j,-0.197171241044998 -0.578675389289856j,-0.15687146782875 -0.590874791145324j,-0.115826442837715 -0.60027152299881j,-0.0742330625653266 -0.606820523738861j,-0.0322864390909671 -0.610491037368774j,0.00981221254915007 -0.611265420913696j,0.0518643334507943 -0.609140157699585j,0.0936715751886368 -0.604125261306762j,0.135033309459686 -0.596244692802429j,0.175755575299263 -0.5855353474617j,0.215643018484116 -0.572048783302307j,0.254507511854172 -0.55584853887558j,0.292165756225586 -0.53701102733612j,0.328437000513077 -0.515626668930053j,0.363150268793106 -0.491796284914017j,0.396141767501831 -0.465632289648056j,0.427253156900406 -0.437260150909424j,0.456338614225387 -0.406812965869903j
-0.607967495918274 -0.0641653165221213j,-0.602108836174011 -0.105861492455006j,-0.593393802642822 -0.147056102752685j,-0.58186388015747 -0.187553077936172j,-0.567573666572571 -0.227160349488258j,-0.550591051578522 -0.26569002866745j,-0.530996859073639 -0.302958816289902j,-0.508883476257324 -0.338790982961654j,-0.484356045722961 -0.373015999794006j,-0.457530945539474 -0.405471473932266j,-0.428535431623459 -0.436003506183624j,-0.397507488727569 -0.464466899633407j,-0.364593476057053 -0.490727335214615j,-0.329949855804443 -0.514659881591797j,-0.293741583824158 -0.536150693893432j,-0.256138831377029 -0.555098712444305j,-0.217322051525116 -0.571412980556488j,-0.177473291754723 -0.585017025470733j,-0.136783748865128 -0.595845520496368j,-0.0954453423619271 -0.603847563266754j,-0.0536530055105687 -0.608985245227813j,-0.011607313528657 -0.611233949661255j,0.0304934214800595 -0.610583186149597j,0.0724506825208663 -0.607035934925079j,0.114063061773777 -0.600609123706817j,0.155135542154312 -0.591332972049713j,0.195470944046974 -0.579251945018768j,0.234879121184349 -0.564423143863678j,0.27317413687706 -0.546916425228119j,0.310172259807587 -0.526815772056579j,0.345699965953827 -0.50421541929245j,0.379586815834045 -0.479223877191543j,0.411673039197922 -0.451959073543548j,0.441807240247726 -0.422549486160278j,0.469844788312912 -0.391136229038238j,0.495654284954071 -0.357866674661636j,0.519111752510071 -0.322900354862213j,0.540106832981109 -0.286402374505997j,0.558540284633636 -0.248544707894325j,0.574323654174804 -0.209509059786797j,0.587382972240448 -0.169478446245193j,0.597655534744262 -0.128645017743111j,0.60509306192398 -0.0872013345360756j,0.60966032743454 -0.0453428290784359j,0.611335396766662 -0.00327039160765714j,0.610110461711883 +0.0388187542557716j,0.605991423130035 +0.0807225331664084j,0.598997712135315 +0.122243426740169j,0.589162230491638 +0.163185551762581j,0.576532304286957 +0.203352466225624j,0.561167001724243 +0.242555812001228j,0.543140053749084 +0.280607461929321j,0.522536754608154 +0.317327976226806j,0.499453991651535 +0.352544188499451j,0.474002599716186 +0.38608705997467j,0.446302741765976 +0.417798459529876j,0.416484922170639 +0.447528779506683j,0.384692251682281 +0.47513535618782j,0.351073771715164 +0.500488698482513j,0.315790832042694 +0.523467183113098j,0.279009878635406 +0.543962478637695j,0.240904346108437 +0.561877906322479j,0.201657086610794 +0.577127456665039j,0.161452114582062 +0.589639663696289j,0.120482370257378 +0.599354386329651j,0.0789410918951035 +0.606226027011871j,0.0370242111384869 +0.610221982002258j,-0.0050671701319515 +0.611323177814483j,-0.0471356809139251 +0.609524369239807j,-0.0889794006943702 +0.604834139347076j,-0.130401059985161 +0.597274839878082j,-0.171205267310142 +0.586881995201111j,-0.211196169257164 +0.573705375194549j,-0.250186294317245 +0.557806849479675j,-0.287988573312759 +0.5392627120018j,-0.324424713850021 +0.5181605219841j,-0.359322845935821 +0.494599640369415j,-0.392515510320663 +0.468693196773529j,-0.423847019672394 +0.440562605857849j,-0.453167080879211 +0.410342901945114j,-0.480337500572204 +0.378176689147949j,-0.505230009555816 +0.344215542078018j,-0.527725160121918 +0.308622539043426j,-0.5477175116539 +0.271564453840256j,-0.565111041069031 +0.233219176530838j,-0.579823970794678 +0.193767622113228j,-0.591786682605743 +0.153395727276802j,-0.600941777229309 +0.11229731887579j,-0.607246220111847 +0.0706661939620972j,-0.610670149326324 +0.0286986958235503j,-0.611197233200073 -0.0134037742391228j,-0.608824849128723 -0.0554438121616839j,-0.603564441204071 -0.0972197055816649j,-0.595440924167633 -0.138534426689148j,-0.584492564201355 -0.179193064570427j,-0.570771813392639 -0.219000577926636j,-0.554343044757843 -0.257770299911499j,-0.535285055637359 -0.295316129922867j,-0.513687908649444 -0.331461071968078j,-0.489653259515762 -0.366034656763077j,-0.463296562433243 -0.398870915174484j,-0.434741288423538 -0.429815888404846j,-0.404124557971954 -0.458721101284027j,-0.371590763330459 -0.48545029759407j,-0.337293356657028 -0.509877324104309j,-0.30139684677124 -0.531885027885437j,-0.264069557189941 -0.551370084285736j,-0.225490644574165 -0.568239092826843j,-0.185842096805573 -0.582412600517273j,-0.145310819149017 -0.593823611736297j,-0.104091383516789 -0.602417349815368j,-0.0623769797384739 -0.608153581619262j,-0.0203678756952286 -0.611004769802093j,0.0217378735542297 -0.610957562923431j,0.0637416839599608 -0.608012080192566j,0.105441927909851 -0.602182447910309j,0.14664201438427 -0.593496263027191j,0.187147587537765 -0.581994414329529j,0.226764276623726 -0.567732036113739j,0.265306323766708 -0.550776064395904j,0.302588760852814 -0.531207799911499j
-0.596639096736908 +0.133279696106911j,-0.604398071765899 +0.0918949842453005j,-0.60929000377655 +0.0500737465918066j,-0.611291587352753 +0.00801501516252775j,-0.610393404960632 -0.0340817831456659j,-0.606599688529968 -0.0760162845253942j,-0.599928438663483 -0.117590792477131j,-0.590411186218262 -0.158607453107834j,-0.57809317111969 -0.198871746659279j,-0.563033044338226 -0.238192066550255j,-0.545301854610443 -0.27638304233551j,-0.524983882904053 -0.31326287984848j,-0.502175450325012 -0.348656713962555j,-0.476984858512878 -0.382396578788757j,-0.449531942605972 -0.414322018623352j,-0.419946193695068 -0.444282472133636j,-0.388368278741837 -0.472135335206985j,-0.354948073625565 -0.497748494148254j,-0.31984406709671 -0.521000444889068j,-0.283222794532776 -0.541780889034271j,-0.24525848031044 -0.559991061687469j,-0.206130787730217 -0.575544774532318j,-0.166024148464203 -0.588368654251098j,-0.1251310557127 -0.598401129245758j,-0.0836432427167894 -0.605595171451568j,-0.0417597480118276 -0.60991621017456j,0.000321789557346883 -0.6113440990448j,0.0424029789865015 -0.609871864318848j,0.0842818841338156 -0.605506598949432j,0.125762090086937 -0.598268806934357j,0.166644588112831 -0.588193237781525j,0.206736594438553 -0.575327455997467j,0.24584898352623 -0.55973207950592j,0.283794015645981 -0.541481912136078j,0.320393860340118 -0.520662546157837j,0.355472832918167 -0.497373878955841j,0.38886559009552 -0.471725851297379j,0.420414537191391 -0.443839311599732j,0.44996827840805 -0.413848131895065j,0.477388232946396 -0.381892859935761j,0.502542912960052 -0.348126918077469j,0.525313675403595 -0.312709540128708j,0.545593023300171 -0.275807768106461j,0.563283741474151 -0.237598657608032j,0.578302383422851 -0.198262482881546j,0.590578138828277 -0.157984673976898j,0.600051999092102 -0.116958566009998j,0.606679558753967 -0.0753764957189562j,0.610428988933563 -0.0334379747509958j,0.611282885074615 +0.00865913089364748j,0.609236836433411 +0.0507163330912588j,0.604300916194916 +0.0925318002700804j,0.596498072147369 +0.133909448981285j,0.58586585521698 +0.174650728702545j,0.572454512119293 +0.214563548564911j,0.556327223777771 +0.253459602594375j,0.537561237812042 +0.291152238845825j,0.516244649887085 +0.3274647295475j,0.492479771375656 +0.362222850322723j,0.466378688812256 +0.395262688398361j,0.438064515590668 +0.426428407430649j,0.407673060894013 +0.455570369958877j,0.375346839427948 +0.482552021741867j,0.341240972280502 +0.507243812084198j,0.305516362190247 +0.529529452323913j,0.268341451883316 +0.549303710460663j,0.229894638061524 +0.566471695899963j,0.190356194972992 +0.580952882766723j,0.149915829300881 +0.592677772045135j,0.108764335513115 +0.601591229438782j,0.0670957341790201 +0.607651114463806j,0.0251100007444622 +0.610828280448913j,-0.0169960316270588 +0.611107885837555j,-0.0590202473103998 +0.6084885597229j,-0.100764513015747 +0.602982759475708j,-0.142031878232956 +0.594616413116455j,-0.182624384760856 +0.583429515361786j,-0.22235058248043 +0.56947511434555j,-0.261023074388504 +0.552818834781647j,-0.298456281423569 +0.533540546894073j,-0.334474712610245 +0.511730790138245j,-0.368905484676361 +0.487494051456451j,-0.401586294174194 +0.46094486117363j,-0.43236294388771 +0.432208240032196j,-0.461087763309479 +0.401422202587128j,-0.487626045942306 +0.368731021881104j,-0.511850416660309 +0.334291577339172j,-0.533646762371063 +0.298266351222992j,-0.552912175655365 +0.260825216770172j,-0.569554269313812 +0.222147881984711j,-0.583494842052459 +0.182415574789047j,-0.594667196273803 +0.141819089651108j,-0.603018581867218 +0.100549839437008j,-0.608509600162506 +0.0588024705648424j,-0.611113905906677 +0.0167773403227331j,-0.610819280147552 -0.0253285970538853j,-0.607627093791962 -0.0673131793737409j,-0.601552486419678 -0.108978442847729j,-0.592624068260193 -0.150127917528152j,-0.5808846950531 -0.190564066171646j,-0.566389381885528 -0.230097353458404j,-0.54920768737793 -0.268538028001785j,-0.529420673847198 -0.305704832077026j,-0.507121682167053 -0.341422438621521j,-0.482417672872543 -0.37551948428154j,-0.455424457788467 -0.407836049795151j,-0.426271617412567 -0.438217103481293j,-0.395096659660339 -0.466519385576248j,-0.3620465695858 -0.492609351873398j,-0.327279984951019 -0.516361832618713j,-0.290960848331452 -0.537664830684662j,-0.253260463476181 -0.556417822837829j,-0.214359760284424 -0.57253086566925j,-0.174441069364548 -0.585928320884704j,-0.133695974946022 -0.596545934677124j,-0.0923166647553446 -0.604333817958832j,-0.0504983104765417 -0.609254956245422j,-0.00844153948128242 -0.611285924911499j,0.0336564406752584 -0.610417008399963j,0.0755935981869695 -0.606652557849884j,0.11717215180397 -0.600010335445404j
-0.52287083864212 +0.316777229309082j,-0.543435752391815 +0.280034482479096j,-0.561422705650329 +0.241963312029839j,-0.57674640417099 +0.202744290232659j,-0.589334070682526 +0.162564128637314j,-0.599126160144806 +0.121612198650837j,-0.606076180934906 +0.0800833702087405j,-0.61015111207962 +0.0381746850907805j,-0.611331641674042 -0.00391456205397821j,-0.609612166881561 -0.0459857806563375j,-0.605000853538513 -0.0878388881683347j,-0.59751957654953 -0.129275277256965j,-0.587203741073609 -0.170098423957824j,-0.574102580547333 -0.210114106535911j,-0.558277845382691 -0.249133631587028j,-0.539804756641388 -0.2869713306427j,-0.518770933151245 -0.323447674512863j,-0.495276212692261 -0.358389675617218j,-0.469432413578034 -0.391631126403808j,-0.441361367702484 -0.423015207052231j,-0.411196559667587 -0.452392607927322j,-0.379081189632416 -0.479623973369598j,-0.345168024301529 -0.504579782485962j,-0.309616982936859 -0.527142345905304j,-0.272597163915634 -0.547204256057739j,-0.234284788370133 -0.564670085906982j,-0.194859921932221 -0.579457759857178j,-0.154511794447899 -0.591496229171753j,-0.113429583609104 -0.600729048252106j,-0.0718104019761088 -0.607111990451813j,-0.0298506077378991 -0.610614955425262j,0.012251967564225 -0.611221373081207j,0.0542952567338941 -0.608928322792053j,0.0960821360349653 -0.603746592998505j,0.137412071228027 -0.595700919628143j,0.178090199828148 -0.584829568862915j,0.21792459487915 -0.571183502674103j,0.256724119186401 -0.55482828617096j,0.294305831193924 -0.535841166973114j,0.330492466688156 -0.514311611652374j,0.365110337734222 -0.490342885255814j,0.397997140884399 -0.464047402143479j,0.428995043039322 -0.435551315546036j,0.457957953214645 -0.404989153146744j,0.4847491979599 -0.372504949569702j,0.50924015045166 -0.338254570960999j,0.531316101551056 -0.30239862203598j,0.550870954990387 -0.265109181404114j,0.567812740802765 -0.226562172174454j,0.582061350345611 -0.186939299106598j,0.59354841709137 -0.146430760622025j,0.602220177650452 -0.105226434767246j,0.60803484916687 -0.0635240748524668j,0.610965311527252 -0.0215204041451218j,0.610997438430786 +0.0205865334719417j,0.608131229877472 +0.0625946223735807j,0.602380037307739 +0.104306943714618j,0.593771576881409 +0.145523324608803j,0.582346379756928 +0.18604938685894j,0.568158388137817 +0.225693985819816j,0.551275551319122 +0.264266848564148j,0.531777083873749 +0.301587164402008j,0.509756565093994 +0.337475776672363j,0.485317975282669 +0.371763557195663j,0.458576440811157 +0.404288709163666j,0.42966029047966 +0.434895068407059j,0.398705095052719 +0.463439255952835j,0.365859389305115 +0.489784240722656j,0.33127823472023 +0.513805866241455j,0.295124530792237 +0.535390675067902j,0.257571876049042 +0.55443525314331j,0.218797400593758 +0.57084971666336j,0.17898391187191 +0.584556639194488j,0.138322442770004 +0.595490217208862j,0.0970036908984187 +0.603599190711975j,0.0552259534597399 +0.608844637870789j,0.0131862126290801 +0.61120194196701j,-0.0289172548800705 +0.610659897327423j,-0.0708823576569555 +0.607221066951752j,-0.112512350082397 +0.600901544094086j,-0.153607502579689 +0.591731727123261j,-0.193973988294601 +0.579754948616028j,-0.233421415090561 +0.565027594566345j,-0.271760463714599 +0.547620236873627j,-0.308811366558075 +0.527614653110504j,-0.344396352767944 +0.505106747150421j,-0.378347635269165 +0.480202823877335j,-0.410505056381225 +0.453020215034485j,-0.440714240074158 +0.423689335584641j,-0.468833595514297 +0.392347723245621j,-0.494728177785873 +0.359145820140839j,-0.51827597618103 +0.324240267276764j,-0.539365768432617 +0.287795573472977j,-0.557896375656128 +0.249986678361893j,-0.573780953884125 +0.210990846157074j,-0.586943209171295 +0.170995205640793j,-0.597321271896362 +0.130188435316086j,-0.604865968227386 +0.0887629315257075j,-0.609541177749634 +0.0469175353646281j,-0.611324965953827 +0.00484839128330374j,-0.610208690166473 -0.0372425839304922j,-0.606197893619537 -0.0791568830609319j,-0.599311232566833 -0.12069683521986j,-0.589581847190857 -0.161663100123405j,-0.577055275440216 -0.201863616704941j,-0.561791718006134 -0.241105422377586j,-0.543863117694855 -0.279203474521637j,-0.523354113101959 -0.315978139638901j,-0.500362992286682 -0.351252824068069j,-0.474998354911804 -0.384861350059509j,-0.4473797082901 -0.416645050048828j,-0.417639583349228 -0.446451425552368j,-0.385917395353317 -0.474140763282776j,-0.35236543416977 -0.49958011507988j,-0.317141979932785 -0.522649645805359j,-0.280413061380387 -0.543240487575531j,-0.242354989051819 -0.561253726482391j,-0.203146129846573 -0.576605021953583j,-0.162974715232849 -0.589220643043518j,-0.122030220925808 -0.599041163921356j,-0.0805056765675547 -0.606020271778107j
-0.394383102655411 +0.467122733592987j,-0.425601691007614 +0.438867747783661j,-0.454800933599472 +0.408531278371811j,-0.481843143701553 +0.376256436109543j,-0.506599545478821 +0.342196702957154j,-0.528952777385712 +0.306513696908951j,-0.548796832561493 +0.269376665353775j,-0.566037178039551 +0.230962261557579j,-0.580592751502991 +0.191451743245125j,-0.592394053936005 +0.151033014059067j,-0.601385176181793 +0.109897799789906j,-0.607523500919342 +0.0682413056492808j,-0.610779881477356 +0.0262616183608772j,-0.611138820648193 -0.0158432032912968j,-0.60859876871109 -0.057872887700796j,-0.603171586990357 -0.0996280089020727j,-0.594883263111115 -0.140909984707832j,-0.583772838115692 -0.181524038314819j,-0.569893121719361 -0.221277043223381j,-0.553309977054596 -0.259980320930481j,-0.534102082252503 -0.297450333833694j,-0.512360811233521 -0.333508789539337j,-0.488188713788986 -0.36798569560051j,-0.461700826883316 -0.400716960430145j,-0.433022677898407 -0.431547284126282j,-0.402290374040604 -0.460330456495285j,-0.369650185108185 -0.486929595470428j,-0.335256010293961 -0.511219203472137j,-0.29927146434784 -0.533083736896515j,-0.261867761611939 -0.552419185638428j,-0.223220780491829 -0.569134593009949j,-0.183515951037407 -0.58314973115921j,-0.14293946325779 -0.594398856163025j,-0.1016860678792 -0.602828025817871j,-0.05995025113225 -0.608397603034973j,-0.0179289299994709 -0.611081182956696j,0.0241762865334747 -0.610865950584412j,0.0661668255925177 -0.607752978801727j,0.107844650745392 -0.601756811141968j,0.149009734392166 -0.59290623664856j,0.189469069242477 -0.581242799758911j,0.229028522968292 -0.566822409629822j,0.267501503229141 -0.549713253974915j,0.30470660328865 -0.529995799064636j,0.340465217828751 -0.50776481628418j,0.374609708786011 -0.48312446475029j,0.406976222991943 -0.456192970275879j,0.437412202358246 -0.427097469568253j,0.46577399969101 -0.395975112915039j,0.491925537586212 -0.362975180149079j,0.515744149684906 -0.32825243473053j,0.537115573883057 -0.291973561048508j,0.555939137935638 -0.25430965423584j,0.572125911712647 -0.215438276529312j,0.585598230361939 -0.175546035170555j,0.596292972564697 -0.134819909930229j,0.604158759117127 -0.0934553593397143j,0.609158635139465 -0.0516474805772307j,0.611268877983093 -0.00959348864853401j,0.610479414463043 +0.03250490501523j,0.606793940067291 +0.0744502395391463j,0.600230038166046 +0.116041250526905j,0.59081894159317 +0.157081797719002j,0.578604817390442 +0.197378322482109j,0.563646256923676 +0.23673740029335j,0.54601401090622 +0.274973511695862j,0.525791049003601 +0.311906218528747j,0.503074407577515 +0.347358345985413j,0.477970719337464 +0.381163626909256j,0.450600326061249 +0.413159847259521j,0.421092450618744 +0.443196177482605j,0.38958615064621 +0.471130877733231j,0.356232672929764 +0.496829926967621j,0.321188360452652 +0.520172834396362j,0.284621357917786 +0.541047513484955j,0.246704235672951 +0.559355616569519j,0.207615748047829 +0.575010776519776j,0.167543470859528 +0.587937831878662j,0.12667527794838 +0.598076164722443j,0.0852072983980181 +0.605377078056336j,0.0433351360261442 +0.609806299209595j,0.00125624868087489 +0.611342906951904j,-0.0408274382352827 +0.609979391098023j,-0.0827186182141302 +0.60572212934494j,-0.124216236174106 +0.59859174489975j,-0.165124624967575 +0.588621735572815j,-0.205250814557075 +0.575859189033509j,-0.244402259588241 +0.56036525964737j,-0.282395362854004 +0.542212665081024j,-0.319047838449478 +0.521488428115845j,-0.354186832904816 +0.498290449380875j,-0.387646615505218 +0.47272801399231j,-0.419266611337662 +0.444923847913742j,-0.448898524045944 +0.415008217096329j,-0.476400166749954 +0.383124768733978j,-0.501641988754272 +0.349423915147782j,-0.524504721164703 +0.314064472913742j,-0.544878780841827 +0.277216225862503j,-0.562668561935425 +0.23905186355114j,-0.577788710594177 +0.199754565954209j,-0.590168058872223 +0.159509733319283j,-0.599748075008392 +0.118507072329521j,-0.606482803821564 +0.0769433826208117j,-0.610340595245361 +0.0350147299468519j,-0.611303150653839 -0.00708119338378292j,-0.609365820884705 -0.0491423904895781j,-0.604537725448609 -0.0909716263413428j,-0.596841990947724 -0.132368132472038j,-0.586315095424652 -0.173136755824089j,-0.573006451129914 -0.213085159659386j,-0.556980073451996 -0.252021670341492j,-0.538311004638672 -0.289763659238815j,-0.517088830471039 -0.326130092144012j,-0.493413805961609 -0.360949456691742j,-0.467397451400757 -0.394057542085648j,-0.439164608716965 -0.425295382738113j,-0.408847659826279 -0.454516530036926j,-0.376592099666596 -0.481580823659897j,-0.342550128698349 -0.506360650062561j,-0.306882202625275 -0.528739094734192j,-0.26975953578949 -0.548608720302582j
-0.2246223539114 +0.568582892417908j,-0.263227015733719 +0.551772832870484j,-0.300583481788635 +0.532345056533814j,-0.336514085531235 +0.5103919506073j,-0.370848327875137 +0.486017733812332j,-0.403422921895981 +0.459338277578354j,-0.434084236621857 +0.430479496717453j,-0.462686330080032 +0.399578601121903j,-0.489093571901322 +0.36678221821785j,-0.513180315494537 +0.332246392965317j,-0.534833014011383 +0.29613396525383j,-0.55394858121872 +0.258616775274277j,-0.570436418056488 +0.219872772693634j,-0.584218144416809 +0.180085733532906j,-0.595228374004364 +0.139444962143898j,-0.603415131568909 +0.0981421694159509j,-0.60873943567276 +0.0563738010823727j,-0.611176013946533 +0.0143379969522358j,-0.610713303089142 -0.0277658328413963j,-0.607353627681732 -0.0697373524308204j,-0.601112723350525 -0.111378647387028j,-0.592020273208618 -0.152491584420204j,-0.58011943101883 -0.192881107330322j,-0.565466642379761 -0.232355654239655j,-0.548131704330445 -0.270727455615997j,-0.528196275234223 -0.30781552195549j,-0.505755245685578 -0.343443393707275j,-0.480914980173111 -0.37744203209877j,-0.45379376411438 -0.409649729728699j,-0.424519509077072 -0.439914613962174j,-0.393231421709061 -0.468092650175095j,-0.360077947378159 -0.494050145149231j,-0.325216352939606 -0.517664015293121j,-0.28881248831749 -0.538821876049042j,-0.251037567853928 -0.557424306869507j,-0.212072849273682 -0.573381900787354j,-0.172102123498917 -0.58661961555481j,-0.131313860416412 -0.597074866294861j,-0.0899037793278695 -0.604697465896607j,-0.0480661243200303 -0.609451651573181j,-0.00600156513974077 -0.611314713954926j,0.036091424524784 -0.610277891159058j,0.078014388680458 -0.60634595155716j,0.11956612765789 -0.59953784942627j,0.160551771521568 -0.589885413646698j,0.200774699449539 -0.57743501663208j,0.240045234560967 -0.562245488166809j,0.278178095817566 -0.544388294219971j,0.314990311861038 -0.523949205875397j,0.350309312343597 -0.501024067401886j,0.38396555185318 -0.475722789764405j,0.415800392627716 -0.448164880275727j,0.445663630962372 -0.418480157852173j,0.473411917686463 -0.38681110739708j,0.498914539813996 -0.353307187557221j,0.522051095962525 -0.318126320838928j,0.542710542678833 -0.281437337398529j,0.560796022415161 -0.2434121966362j,0.576220750808716 -0.204233467578888j,0.588912129402161 -0.164085924625397j,0.598810136318207 -0.123158887028694j,0.605867326259613 -0.081648699939251j,0.61005049943924 -0.0397500842809678j,0.611339688301087 +0.0023359444458037j,0.609728932380676 +0.0444108992815017j,0.605225682258606 +0.0862763300538063j,0.59785145521164 +0.12773135304451j,0.587641000747681 +0.168581560254097j,0.574643194675446 +0.208630964159966j,0.558919548988343 +0.247690677642822j,0.540543973445893 +0.285576462745667j,0.519604742527008 +0.322106510400772j,0.496200025081635 +0.357109576463699j,0.470442086458206 +0.390417605638504j,0.442452609539032 +0.421873688697815j,0.412363409996033 +0.451329320669174j,0.380318880081177 +0.478643149137497j,0.346469312906265 +0.503687083721161j,0.310977131128311 +0.526341080665589j,0.274009764194489 +0.546498239040375j,0.235741555690766 +0.564063489437103j,0.196356102824211 +0.578952491283417j,0.156038075685501 +0.591095447540283j,0.114980988204479 +0.600434064865113j,0.0733784437179566 +0.60692447423935j,0.0314266793429852 +0.610535860061646j,-0.0106730367988347 +0.611250996589661j,-0.0527221001684665 +0.609066545963288j,-0.0945222303271293 +0.603992760181427j,-0.135872825980186 +0.596053898334503j,-0.176579982042313 +0.585287272930145j,-0.216448396444321 +0.571744501590729j,-0.255290031433106 +0.555489599704743j,-0.292921721935272 +0.536599099636078j,-0.329162806272507 +0.515163600444794j,-0.363843411207199 +0.491283684968949j,-0.396797090768814 +0.465073943138123j,-0.427868485450745 +0.436658024787903j,-0.456911057233811 +0.406169921159744j,-0.483785301446915 +0.373755872249603j,-0.508365333080292 +0.339567929506302j,-0.530533134937287 +0.30377009510994j,-0.550184309482575 +0.26653128862381j,-0.567225992679596 +0.228027075529099j,-0.581576466560364 +0.18844223022461j,-0.593168497085572 +0.147962376475334j,-0.601946294307709 +0.106781728565693j,-0.607868731021881 +0.0650945305824281j,-0.610907673835755 +0.0230974052101374j,-0.611048579216004 -0.0190081149339675j,-0.608290910720825 -0.0610234998166561j,-0.602647483348847 -0.102750539779663j,-0.594145476818085 -0.143989011645317j,-0.58282470703125 -0.184545561671257j,-0.568739473819733 -0.224225580692291j,-0.551956355571747 -0.262841910123825j,-0.532554388046265 -0.300212472677231j,-0.510626673698426 -0.336157888174057j,-0.486276000738144 -0.370509594678879j,-0.459619253873825 -0.40310275554657j,-0.43078225851059 -0.433783739805222j
