0.00614672483300759 +0.0739305639251253j,0.00965623987612714 +0.0756546060109815j,0.013296971127968 +0.0772754817558221j,0.017065518511539 +0.0787882707327699j,0.0209582334994683 +0.0801883143661532j,0.0249712332156231 +0.0814712371933744j,0.0291003936253536 +0.0826329641840545j,0.0333413963216096 +0.0836697414615085j,0.0376897096958993 +0.0845781454159995j,0.042140608797992 +0.0853551061730931j,0.0466891891749228 +0.0859979154962336j,0.0513303672318912 +0.086504252527143j,0.0560588894600225 +0.0868721918436013j,0.0608693877782105 +0.0871002076673317j,0.0657563096221942 +0.0871872150552745j,0.0707139910016347 +0.0871325510631028j,0.0757366415616934 +0.0869360037511672j,0.0808183608688154 +0.0865978292544115j,0.0859531263337779 +0.0861187455550452j,0.0911348273041659 +0.0854999549142905j,0.0963572410545517 +0.0847431500487657j,0.101614040129131 +0.0838505187278598j,0.10689886089961 +0.0828247540035763j,0.1122051949941 +0.0816690772698277j,0.117526491116434 +0.0803871919268739j,0.12285609483183 +0.0789833610842931j,0.128187264858678 +0.0774623407871543j,0.133513191498336 +0.0758294217795963j,0.138826987554556 +0.0740904155786576j,0.144121666813215 +0.072251629241615j,0.149390169870778 +0.0703199328126607j,0.154625340650101 +0.0683026434576924j,0.15981994321635 +0.0662075687022309j,0.164966652049854 +0.0640430445624406j,0.170058060693292 +0.0618178192820597j,0.175086664280339 +0.0595410804526178j,0.180044883202125 +0.0572224166933057j,0.184925053590415 +0.0548718329401889j,0.189719429481376 +0.0524996404286679j,0.194420219139244 +0.050116489555118j,0.199019543866726 +0.0477332625374573j,0.203509498150104 +0.0453610644208331j,0.207882139748566 +0.0430112083418399j,0.212129506487507 +0.040695091065388j,0.216243659578462 +0.0384241380361441j,0.220216671244299 +0.0362098035799798j,0.224040682950347 +0.0340634331858093j,0.227707929474971 +0.0319962717416691j,0.231210750611197 +0.0300193205540905j,0.234541656892652 +0.0281432974141659j,0.237693329373613 +0.0263785517212057j,0.24065870162116 +0.0247350251564549j,0.243430951619153 +0.0232221398271503j,0.24600358884142 +0.0218487640445347j,0.248370471520234 +0.0206231078748302j,0.250525827520088 +0.0195526985987248j,0.252464337312923 +0.0186442881389945j,0.254181128945979 +0.0179038424605284j,0.255671832953327 +0.017336479721616j,0.256932614256517 +0.0169463579396235j,0.257960187594633 +0.0167367661078487j,0.258751838037061 +0.0167100615903538j,0.259305460815299 +0.0168675732843944j,0.259619538004809 +0.0172096941667071j,0.25969317092038 +0.0177358651156824j,0.259526078649117 +0.0184445093488496j,0.259118585085832 +0.0193331554566674j,0.258471602116358 +0.0203983610052836j,0.257586631671914 +0.0216358532010203j,0.256465742488701 +0.0230404685220811j,0.255111522261726 +0.0246062181818436j,0.253527087970825 +0.0263264187834605j,0.25171602120068 +0.0281936039592354j,0.249682371034538 +0.0301997076252648j,0.247430569138988 +0.0323360260064465j,0.24496543696814 +0.0345933745819289j,0.242292137199403 +0.036962051483122j,0.239416115213332 +0.0394319490958696j,0.236343113645961 +0.0419926192538389j,0.233079089665795 +0.0446333061151146j,0.229630207281359 +0.0473430503176435j,0.226002808678044 +0.0501106551862976j,0.222203387696429 +0.0529248721116832j,0.218238558659561 +0.0557743129568447j,0.214115036003107 +0.0586476256269291j,0.209839632606284 +0.0615334259489503j,0.205419232464591 +0.0644204476706142j,0.200860790105018 +0.0672975081979695j,0.196171319646353 +0.0701535732142647j,0.191357843774852 +0.0729778010508756j,0.186427496349295 +0.0757595818420238j,0.181387406041525 +0.0784885120303561j,0.176244793027505 +0.0811545130437471j,0.171006861334083 +0.0837477814472112j,0.16568094858114 +0.0862588688381705j,0.160274366653883 +0.0886786682228068j,0.154794544015323 +0.0909984561446364j,0.149248932970833 +0.0932099014173988j,0.143645083967723 +0.0953050854203235j,0.137990573760756 +0.0972765491038848j,0.132293085230655 +0.099117247733657j,0.126560355509844 +0.10082062221368j,0.120800200823519 +0.102380593486554j,0.115020468844076 +0.103791569616161j,0.109229127004148 +0.105048458287877j,0.103434173693106 +0.106146692349097j,0.0976436404277305 +0.107082208945091j,0.0918656401838469 +0.10785149788204j,0.0861082978862507 +0.10845156661744j,0.0803797716023256 +0.108879974742185j,0.0746882153747141 +0.10913482631457j,0.06904180286581 +0.109214772311912j,0.0634486627809653 +0.109119019580129j,0.0579168899751187 +0.108847316579625j,0.0524545428395876 +0.108399966315831j,0.047069552477066 +0.107777809737876j,0.0417698268091901 +0.106982233015954j,0.0365630728086575 +0.10601515524946j,0.0314569031344351 +0.104879014624996j,0.0264587801733795 +0.103576767318522j,0.0215759316391979 +0.102111877580894j
0.0109649245945658 +0.0738170837103281j,0.0146199998231259 +0.0753361195954514j,0.0184025015640517 +0.0767427445343888j,0.0223087724451069 +0.078032149204344j,0.0263349161123524 +0.0791998052594795j,0.0304768207307965 +0.0802414903169293j,0.0347301764155468 +0.0811532863422554j,0.0390904493277397 +0.0819316218253861j,0.0435529614306694 +0.0825732656192051j,0.0481128449192827 +0.0830753542338563j,0.05276505756693 +0.0834354063187615j,0.0575044440667338 +0.0836513344626167j,0.0623256794335017 +0.083721455122614j,0.0672233328648018 +0.0836445151825203j,0.0721918657792746 +0.0834196940268129j,0.0772256012715812 +0.0830466182402461j,0.0823187841851012 +0.0825253682900926j,0.0874655976905788 +0.0818565217295296j,0.0926600916743069 +0.0810411060846365j,0.0978962762726846 +0.0800806623991558j,0.10316806765757 +0.0789772217900527j,0.108469346884884 +0.0777333400775207j,0.113793893445013 +0.0763520784910841j,0.119135446908333 +0.0748370345027134j,0.124487673239957 +0.0731923256543504j,0.12984419235649 +0.0714226229446567j,0.135198532944961 +0.0695331068053892j,0.140544193509093 +0.0675295092547535j,0.145874571396345 +0.065418122679389j,0.151183013317821 +0.0632057599939616j,0.156462771505963 +0.0608997477778809j,0.161707044553314 +0.0585079594805955j,0.166908916912268 +0.0560387840317883j,0.172061413378599 +0.053501074214871j,0.177157445304378 +0.0509042085876035j,0.182189842519865 +0.0482579984297939j,0.187151337113213 +0.0455726927761164j,0.192034573820111 +0.0428589621112594j,0.196832102544349 +0.0401278307711352j,0.201536375553877 +0.0373906622755168j,0.206139786755797 +0.0346591081851995j,0.210634641388523 +0.031945065281219j,0.21501320517457 +0.0292606114621475j,0.219267691328033 +0.026617965374508j,0.223390297042724 +0.0240294106034184j,0.227373222174893 +0.0215071998811865j,0.231208692134499 +0.0190635443049964j,0.234889006885192 +0.0167105393597936j,0.238406533526836 +0.014459998871034j,0.241753783332217 +0.0123234959472768j,0.244923445771172 +0.0103121948130526j,0.247908400955362 +0.00843680256904678j,0.250701783989327 +0.00670753784000067j,0.25329702933963 +0.00513393879712098j,0.255687912671586 +0.00372495889504176j,0.257868585204102 +0.00248871085347463j,0.259833625413538 +0.00143254556115346j,0.261578069593701 +0.000562915696755373j,0.263097472221954 -0.000114617283813789j,0.264387901861525 -0.000595485235368343j,0.265446005669552 -0.000876085357232048j,0.266269000034374 -0.000953830265183753j,0.266854731864436 -0.000827245976582625j,0.267201649751292 -0.00049587927734851j,0.267308837345077 +3.97470109800846e-05j,0.267175989538302 +0.000777981544222206j,0.266803439506331 +0.00171623068330051j,0.266192117619852 +0.00285082709523876j,0.26534354323994 +0.00417723552515881j,0.264259805310747 +0.00568990929405744j,0.262943543716982 +0.00738254147776091j,0.261397891369526 +0.00924796452497162j,0.259626471216856 +0.0112782633234996j,0.2576333189575 +0.0134648024355183j,0.255422889140635 +0.0157983748699923j,0.252999996901902 +0.0182691433530573j,0.250369756201623 +0.0208668199755587j,0.247537567957616 +0.0235806808089656j,0.244509092205624 +0.0263996082217729j,0.241290175601091 +0.0293122047235918j,0.237886839595817 +0.0323068136627443j,0.23430526315467 +0.0353715951467681j,0.230551723564598 +0.0384945970588642j,0.226632607778461 +0.0416637909631097j,0.222554375644595 +0.0448671173092577j,0.21832353506464 +0.048092554650431j,0.213946651751261 +0.0513281382756968j,0.209430319288812 +0.0545620176575931j,0.204781186461268 +0.0577825378808239j,0.200005907752127 +0.060978151467338j,0.195111180864167 +0.0641376227158016j,0.190103729564979 +0.0672498989295947j,0.184990321076296 +0.0703042597345521j,0.179777765619958 +0.0732902679243362j,0.174472942558097 +0.076197820144793j,0.169082733630089 +0.0790172083042855j,0.163614138656811 +0.0817390429919985j,0.158074200878004 +0.0843543819190598j,0.152470069446184 +0.086854691132056j,0.146808945464557 +0.0892318776834715j,0.141098149709102 +0.0914782971525845j,0.135345073356192 +0.0935867511527464j,0.129557220093368 +0.0955505719002905j,0.123742175485332 +0.0973635481763816j,0.117907637515246 +0.0990199983391801j,0.112061403828174 +0.100514752135117j,0.10621131553698 +0.101843175571951j,0.100365351190815 +0.103001164486095j,0.0945315131872251 +0.103985173985243j,0.0887179088905902 +0.104792198199404j,0.0829326389790351 +0.105419797303209j,0.0771838804215661 +0.1058660974011j,0.0714798213476236 +0.106129778267542j,0.0658286266273248 +0.106210097457018j,0.0602384639825032 +0.106106870772446j,0.0547174565473874 +0.105820478089829j,0.0492736364235886 +0.10535186202154j,0.0439149886829379 +0.104702515771347j,0.038649362353251 +0.103874480720152j,0.0334845017634697 +0.102870339590974j,0.0284279300866053 +0.101693204198574j
0.0157931800318924 +0.0733929342966165j,0.0195825646869823 +0.0746951791644127j,0.0234949586582437 +0.0758757767405362j,0.0275264356384254 +0.0769300534988786j,0.031672857562612 +0.0778536232572039j,0.0359298927329466 +0.0786424200540099j,0.0402930203586581 +0.0792927110429921j,0.0447575363846912 +0.0798011095129601j,0.0493186052808886 +0.0801645930049151j,0.0539712161962982 +0.080380514731467j,0.0587102297067855 +0.0804466198416032j,0.063530410810548 +0.0803610682906383j,0.0684263736286769 +0.0801224316109709j,0.0733926761937431 +0.0797297267990927j,0.0784237672704313 +0.079182397789748j,0.0835140086972001 +0.0784803747712329j,0.0886577359735608 +0.0776240361115166j,0.0938491708136006 +0.0766142441047805j,0.0990825283870456 +0.0754523724145349j,0.10435195417536 +0.0741402766017378j,0.109651551232447 +0.0726803304727545j,0.114975393576362 +0.0710754460725516j,0.12031749596152 +0.0693290398321809j,0.125671866762287 +0.0674450787220167j,0.13103245779548 +0.0654280794701561j,0.136393175109263 +0.0632830977960958j,0.141747891272577 +0.0610157520385168j,0.147090436977282 +0.0586322063257323j,0.152414572142633 +0.0561392023308422j,0.157714011243301 +0.0535439976689451j,0.162982398793376 +0.0508544340591992j,0.168213302305797 +0.048078911331483j,0.173400215562252 +0.0452263115761882j,0.178536535244101 +0.042306111456041j,0.183615578296386 +0.0393282352594251j,0.188630543491619 +0.0363031400718878j,0.193574536727157 +0.0332417006058563j,0.198440548613642 +0.0301552808401722j,0.203221466608886 +0.0270556048216791j,0.207910077262253 +0.0239547692128049j,0.212499043895219 +0.0208651889149883j,0.216980949296934 +0.0177995354213133j,0.221348299229719 +0.0147707276672978j,0.225593494215314 +0.0117917968573249j,0.229708925987674 +0.00887587901452674j,0.233686930205441 +0.00603611230822765j,0.237519844711484 +0.00328558888903152j,0.241200031340888 +0.00063724288724612j,0.244719920307295 -0.00189617540711423j,0.248072039199585 -0.00430227646266279j,0.25124905553655 -0.00656900063941049j,0.254243816989581 -0.00868482521698183j,0.257049406787048 -0.0106387161527316j,0.259659190727305 -0.012420374440742j,0.262066850765491 -0.0140201795407543j,0.26426644477968 -0.015429275449709j,0.266252457582414 -0.0166397086054742j,0.268019823143799 -0.0176445269076165j,0.269563991158785 -0.0184376300614106j,0.27088095469961 -0.019014085486727j,0.271967275010284 -0.0193699552956276j,0.272820113564219 -0.0195024383954313j,0.273437255601658 -0.0194098505074601j,0.273817120739107 -0.0190916803911825j,0.273958767639804 -0.0185484243683856j,0.273861911145906 -0.0177818253561588j,0.27352687738392 -0.0167946527315355j,0.272954627488874 -0.0155907986898319j,0.27214673495858 -0.0141750662363061j,0.271105321078641 -0.0125533354101741j,0.269833072266315 -0.0107323639525767j,0.268333176504936 -0.00871979002102619j,0.266609284400676 -0.00652407014041584j,0.264665477563325 -0.00415432401624499j,0.262506219630271 -0.00162038564451017j,0.260136321163852 +0.00106726574372379j,0.257560871417408 +0.00389778302125282j,0.254785224039176 +0.00685970543900888j,0.25181494117772 +0.00994129144580214j,0.248655760548543 +0.0131304456295732j,0.245313556777101 +0.0164148499170301j,0.241794305458573 +0.019781985436644j,0.238104065687022 +0.0232191935253421j,0.234248966860369 +0.0267137754825659j,0.230235155620337 +0.0302529966923657j,0.226068815106878 +0.0338241588748932j,0.22175614505389 +0.0374146510146496j,0.217303340138874 +0.0410119492102631j,0.212716626236845 +0.0446037443860704j,0.20800220551168 +0.0481778553307018j,0.203166311368776 +0.0517223743417093j,0.198215201691766 +0.0552256583298787j,0.193155134795282 +0.0586763147066632j,0.187992439537348 +0.0620632866921549j,0.182733455728243 +0.0653758595671765j,0.177384605241893 +0.0686036776142806j,0.171952392291992 +0.0717367571780587j,0.166443384656313 +0.0747655259670795j,0.160864235092785 +0.0776808292972062j,0.155221735151733 +0.0804739482655942j,0.14952276695013 +0.083136630120701j,0.143774331423419 +0.085661078918014j,0.137983563377678 +0.0880399960903889j,0.132157733101864 +0.0902665817264283j,0.126304204528377 +0.09233453398953j,0.120430513676321 +0.0942380915413684j,0.114544284107483 +0.0959720222546464j,0.108653307102101 +0.0975316477483177j,0.102765428836076 +0.0989128293514255j,0.096888646826696 +0.100111997551556j,0.091030998374217 +0.101126161687191j,0.0852006582136978 +0.101952885063515j,0.0794057685414751 +0.10259032987386j,0.0736546123828418 +0.103037226709565j,0.0679554150792019 +0.103292887933291j,0.0623164295925956 +0.103357216550849j,0.0567458884524758 +0.103230682705111j,0.0512519565210441 +0.102914339567629j,0.0458427442541103 +0.102409808378412j,0.0405262474239098 +0.101719269605216j,0.0353103325928392 +0.100845462272142j
0.0206118902105341 +0.0726576262044957j,0.0245235257087729 +0.0737318389050151j,0.0285530906691406 +0.0746752194694588j,0.0326964087094873 +0.075483232452096j,0.0369490920336642 +0.0761516550181725j,0.0413065915639468 +0.0766765967215219j,0.0457641812653991 +0.0770545169743365j,0.0503170032783468 +0.0772822249942866j,0.0549600471513585 +0.0773569159309997j,0.0596881897836991 +0.0772761746361304j,0.0644962066171835 +0.0770379833125459j,0.0693787838255377 +0.0766407553048744j,0.0743305090954268 +0.0760833241568185j,0.0793459229029193 +0.0753649660663845j,0.0844195110264497 +0.0744854258294193j,0.0895456904053101 +0.0734449014517135j,0.09471887771201 +0.0722440804349219j,0.0999334245413486 +0.0708841344643733j,0.105183694867751 +0.0693667356743558j,0.110464016542572 +0.0676940794185933j,0.115768715455081 +0.0658688612018722j,0.121092098271262 +0.0638943342217755j,0.126428473201615 +0.061774261022249j,0.131772134358229 +0.0595129825180687j,0.137117361945604 +0.0571153880390339j,0.142458423500822 +0.0545869052918726j,0.147789568877689 +0.0519335471540966j,0.15310501914998 +0.0491619106259615j,0.158398949640133 +0.0462791499006972j,0.163665497113808 +0.043293005094176j,0.168898739255989 +0.0402117818904449j,0.174092698883114 +0.0370443412568442j,0.179241313615631 +0.033800128570862j,0.184338430970111 +0.0304891522901575j,0.189377799443929 +0.0271219117121528j,0.194353078334391 +0.023709452202671j,0.19925776983207 +0.0202633388747341j,0.204085297300898 +0.0167955483609338j,0.208828932103753 +0.013318531703985j,0.213481807748276 +0.00984512032262519j,0.218036943437947 +0.00638851334885593j,0.222487225135079 +0.0029621675115454j,0.226825426280954 -0.000420171898321636j,0.231044208668459 -0.0037446116458828j,0.235136148165005 -0.0069971541187335j,0.239093751630376 -0.01016373266892j,0.242909487116663 -0.0132303720907453j,0.246575815760358 -0.0161831901897881j,0.250085213617653 -0.0190085522765122j,0.253430234859234 -0.0216931389159862j,0.256603540915388 -0.0242239851451087j,0.259597942935612 -0.0265886684564169j,0.262406460072539 -0.0287753608175593j,0.26502237733918 -0.0307728920682305j,0.267439282951491 -0.0325708826060683j,0.26965113204051 -0.0341597797733753j,0.271652292299679 -0.0355310049465307j,0.273437594177607 -0.0366769713998369j,0.275002378455307 -0.0375911503952765j,0.276342535983985 -0.038268065113246j,0.277454554966405 -0.0387035392958629j,0.278335516818494 -0.0388944846435805j,0.278983168109913 -0.0388390013935289j,0.279395890838863 -0.0385365237109972j,0.279572741867319 -0.0379875928017113j,0.279513436456591 -0.0371939734230618j,0.279218337390936 -0.0361586674494872j,0.278688448129998 -0.0348857062175846j,0.277925388215161 -0.0333803486493432j,0.276931362937423 -0.0316487924124353j,0.275709113425811 -0.0296982638524771j,0.274261896840556 -0.0275368922148634j,0.272593434753441 -0.0251736677967485j,0.270707851731743 -0.0226183068436636j,0.268609648565345 -0.0198812632090788j,0.266303640983183 -0.0169736200911058j,0.263794910175265 -0.0139069824948918j,0.261088755504736 -0.0106934015408592j,0.25819065833424 -0.00734536159776236j,0.255106221071829 -0.00387559284385849j,0.25184116461248 -0.000297157150343924j,0.248401258579755 +0.00337672846018872j,0.244792311925974 +0.00713275771872526j,0.24102015756365 +0.0109575198031066j,0.237090605509188 +0.0148376261041724j,0.233009484141864 +0.0187596958413392j,0.228782538848885 +0.0227104538624849j,0.224415560682163 +0.02667674702857j,0.219914268159144 +0.0306455985916837j,0.215284366749724 +0.0346042114264705j,0.210531569748282 +0.0385400694452756j,0.205661565320021 +0.0424408544308435j,0.200680070914665 +0.0462946107999731j,0.195592840527059 +0.050089637149257j,0.190405654170004 +0.0538146116160119j,0.185124371065408 +0.0574585491100137j,0.179754904540995 +0.0610109037138221j,0.174303289553053 +0.0644614440771504j,0.168775678496975 +0.0678004385787224j,0.163178309607826 +0.0710185694164801j,0.157517589140261 +0.0741069335331836j,0.151800063472007 +0.0770571604313732j,0.146032437290628 +0.0798613341777404j,0.140221592894878 +0.0825120401700343j,0.134374535877282 +0.0850023803776717j,0.12849847561385 +0.0873259870088215j,0.122600787086983 +0.0894770272830414j,0.116688988032202 +0.0914502292229911j,0.110770761123667 +0.0932408615051533j,0.104853946635268 +0.0948447792097966j,0.0989464906462246 +0.0962584163311819j,0.0930564679952587 +0.0974787772634211j,0.0871920607909074 +0.098503468294754j,0.0813615372175133 +0.0993306909289687j,0.0755732008872222 +0.0999592343337807j,0.0698354449150457 +0.100388496764184j,0.0641566276729799 +0.100618463363544j,0.0585451279381912 +0.100649716758355j,0.0530092666048763 +0.100483440449929j,0.0475573185759652 +0.100121389910992j,0.0421974510234823 +0.0995659054853844j
0.0254015140110241 +0.0716120259930379j,0.0294225543635245 +0.0724475677846285j,0.0335557783488756 +0.0731431655951926j,0.0377967566489997 +0.0736944467478149j,0.0421408593044571 +0.0740973625095951j,0.0465833156381509 +0.0743482131168177j,0.0511192082977027 +0.0744436522488991j,0.0557434982137746 +0.0743807123247166j,0.0604510580578366 +0.0741568188863175j,0.0652366321746496 +0.0737697846862703j,0.0700949240842204 +0.0732178504620299j,0.0750205581611667 +0.0724996810534553j,0.0800081165847253 +0.0716143726649217j,0.0850521397296016 +0.0705614898154422j,0.0901471718859035 +0.0693410499305732j,0.0952877032331513 +0.0679535374339504j,0.100468261331403 +0.0663999360532581j,0.10568336895955 +0.0646817233388792j,0.110927554528559 +0.0628008794113765j,0.116195370343019 +0.0607599023312177j,0.121481388901723 +0.0585618299140052j,0.126780207051611 +0.0562102305381498j,0.132086458028849 +0.0537092074223207j,0.137394771840833 +0.0510634310192177j,0.142699810734947 +0.0482781470863933j,0.147996253210435 +0.0453591675671423j,0.153278763975457 +0.042312873732703j,0.158542009638282 +0.0391462684536531j,0.163780645848246 +0.0358668760163707j,0.168989291047408 +0.0324828913656751j,0.174162524384553 +0.0290030716551199j,0.179294863425369 +0.0254367421306252j,0.184380766736653 +0.0217938562214139j,0.18941457979681 +0.0180849304929811j,0.194390566232196 +0.0143210327448753j,0.199302868379401 +0.0105138078333194j,0.204145494509143 +0.0066754215171389j,0.208912310843929 +0.00281852618559034j,0.213597042572331 -0.00104370721735644j,0.21819323961351 -0.00489775960225788j,0.22269431186048 -0.00872963004649402j,0.227093492706899 -0.0125250686503172j,0.231383868984869 -0.0162694755298395j,0.235558384378904 -0.0199480915839639j,0.239609846200765 -0.0235459889090041j,0.243530957823971 -0.0270482030101849j,0.247314330004659 -0.0304397974174801j,0.250952532178014 -0.0337059491337816j,0.254438112387448 -0.0368320239335783j,0.257763644695801 -0.0398037593504647j,0.260921782637595 -0.0426072408830228j,0.263905293352467 -0.0452291018554768j,0.266707130675382 -0.0476566172903839j,0.269320485152572 -0.0498777644001741j,0.27173883449299 -0.0518813371677256j,0.27395601226905 -0.0536570236830508j,0.275966260457648 -0.0551955337794338j,0.277764289131045 -0.0564886858132525j,0.279345312616505 -0.057529391400206j,0.280705122791119 -0.0583117453557019j,0.281840104777689 -0.0588311303205509j,0.282747274645525 -0.0590842756470508j,0.283424329540141 -0.0590690912287335j,0.283869620839042 -0.0587848721504148j,0.28408220151092 -0.0582322186750086j,0.284061815122875 -0.057412999890624j,0.283808868429511 -0.0563303618284364j,0.283324427946473 -0.0549887215417259j,0.282610196480283 -0.0533935696750833j,0.281668461273467 -0.0515515599081553j,0.280502070881077 -0.049470410139776j,0.279114373321526 -0.0471587960339327j,0.277509174881819 -0.0446262685901211j,0.275690681295067 -0.0418831677984242j,0.273663449206179 -0.038940653406767j,0.271432316259134 -0.0358104372995619j,0.269002365656087 -0.0325047853413236j,0.266378858031233 -0.0290364921203819j,0.263567188167214 -0.025418770273808j,0.260572847568172 -0.0216650554926719j,0.257401364419602 -0.017789085741077j,0.254058292859421 -0.0138047785634977j,0.250549170548886 -0.00972617522458377j,0.246879504890861 -0.00556731791616086j,0.24305473628525 -0.00134231353247946j,0.239080257006258 +0.00293481828311909j,0.234961392745704 +0.00725017018673657j,0.230703387816744 +0.0115899348858819j,0.226311438596446 +0.0159405197967906j,0.221790689280102 +0.0202885207437204j,0.217146241756656 +0.0246207786251146j,0.212383194083717 +0.0289244002778382j,0.207506610224075 +0.0331868036025521j,0.202521606788905 +0.0373957278087606j,0.197433325278734 +0.0415392390387343j,0.192246968088908 +0.0456057765152764j,0.186967853035808 +0.0495841502253993j,0.181601359221682 +0.053463594839304j,0.17615303196375 +0.0572337610152832j,0.170628540852538 +0.0608847189227316j,0.16503375128767 +0.0644069891763967j,0.159374648341411 +0.0677915716372793j,0.153657500045427 +0.0710299723047222j,0.147888663765069 +0.0741141688881156j,0.142074802826913 +0.0770366418819432j,0.13622271598733 +0.0797904265779281j,0.1303394501364 +0.0823690892702239j,0.124432249084122 +0.0847667469556481j,0.118508576766251 +0.0869780859004198j,0.112576050909654 +0.0889983567817992j,0.10664249575686 +0.0908234135080669j,0.100715905244385 +0.0924496839971216j,0.0948044060768705 +0.0938742107817541j,0.088916250555424 +0.0950946385349764j,0.0830598243329449 +0.0961092193216528j,0.077243579778396 +0.0969168207006472j,0.0714760291615016 +0.0975169292535887j,0.0657657083614637 +0.0979096383938087j,0.0601211857231057 +0.0980956596043785j,0.0545509820723839 +0.0980763105774558j,0.0490635659291252 +0.0978535017194703j
0.0301427110694502 +0.0702583394565584j,0.0342595596944417 +0.0708452149732645j,0.0384821790411304 +0.0712831518789562j,0.042805854747017 +0.0715679471384706j,0.0472257452079902 +0.0716957451337886j,0.0517368396744926 +0.0716630470397962j,0.0563340366544829 +0.0714667242415764j,0.0610121562811429 +0.0711040431852837j,0.065765894013349 +0.0705726531769639j,0.0705899316490645 +0.0698706283430237j,0.0754788851869514 +0.0689964556630528j,0.0804273427643472 +0.0679490789140752j,0.0854298882713897 +0.0667278531804323j,0.0904810881984963 +0.0653326222072516j,0.0955755533876094 +0.0637636875599125j,0.100707896789644 +0.0620218259739483j,0.105872765965231 +0.0601083138288812j,0.111064868304634 +0.058024913940956j,0.116278951657891 +0.0557739214146351j,0.121509829740483 +0.0533581268549068j,0.126752355432753 +0.050780875594918j,0.132001461178624 +0.0480460513903107j,0.137252124942743 +0.0451580737727497j,0.142499388433304 +0.042121953519158j,0.147738330811177 +0.0389432420413955j,0.152964072503527 +0.0356281127942596j,0.158171794370732 +0.0321832837681421j,0.163356638306774 +0.0286161159397528j,0.168513802431569 +0.0249345445094041j,0.173638451175298 +0.0211471553632082j,0.178725716252914 +0.0172630933108318j,0.183770692045501 +0.013292159166844j,0.188768396007119 +0.00924476726143822j,0.193713761617856 +0.00513192668405987j,0.198601619685714 +0.000965260541934104j,0.203426672263362 -0.00324304169052478j,0.208183474648196 -0.0074802052178479j,0.212866418598314 -0.0117329190352213j,0.217469732251539 -0.01598734929935j,0.221987437715865 -0.0202292216878557j,0.226413382357019 -0.0244437942500265j,0.230741208299747 -0.028615959354855j,0.234964348102054 -0.0327302959555769j,0.239076063682081 -0.0367711167293123j,0.243069431831723 -0.040722614055425j,0.246937363903664 -0.0445688211482277j,0.250672660472247 -0.0482938345853174j,0.254267990746165 -0.0518818203621706j,0.25771598059581 -0.0553171300274447j,0.261009236601005 -0.0585844806934657j,0.26414038824127 -0.0616689289848936j,0.267102166322765 -0.0645561883644907j,0.269887426780835 -0.0672324980178179j,0.272489260691475 -0.0696849650036264j,0.274901014498329 -0.071901453575713j,0.277116380995076 -0.0738708837219793j,0.279129456547846 -0.0755831917032882j,0.280934795509053 -0.0770295466047405j,0.282527490696871 -0.0782022846115336j,0.283903199464903 -0.0790950064443957j,0.285058211283444 -0.0797027472459328j,0.285989463900707 -0.0800218603293677j,0.28669458910609 -0.08005012084131j,0.287171926470661 -0.0797867809216745j,0.287420545304324 -0.0792324275503628j,0.287440210672518 -0.0783890609030705j,0.287231399672419 -0.077260066347061j,0.286795271763297 -0.075850081365425j,0.286133631780983 -0.0741650868110552j,0.285248892134037 -0.0722121580556814j,0.284144037261681 -0.0699995038669686j,0.282822534552595 -0.0675364076803188j,0.281288314240122 -0.0648330436101189j,0.279545696223754 -0.061900437558556j,0.277599310412074 -0.0587503966799227j,0.275454060688192 -0.0553953793555849j,0.273115033890863 -0.0518483670862098j,0.270587474082825 -0.0481229187292636j,0.267876698692309 -0.0442329018452795j,0.264988069021793 -0.0401925281794931j,0.261926941143324 -0.0360162769935563j,0.258698622622332 -0.0317187665709814j,0.255308358410727 -0.0273146936055488j,0.251761300092767 -0.0228188258671179j,0.248062475764113 -0.0182458843423332j,0.244216816719998 -0.0136105681168789j,0.240229125563023 -0.0089274088822682j,0.23610410857939 -0.00421082728849304j,0.231846330580828 +0.000524966883901967j,0.227460326533386 +0.00526597787881986j,0.222950511868643 +0.00999845016841247j,0.218321293252742 +0.0147089480472002j,0.213577043925794 +0.0193842954503654j,0.208722151582935 +0.0240116447613266j,0.203761033830054 +0.0285784963221868j,0.198698187613656 +0.0330727287530839j,0.193538182579645 +0.0374825958450885j,0.188285731862671 +0.0417967351600037j,0.182945690724195 +0.0460042036267659j,0.177523071921682 +0.0500945106778765j,0.172023099686503 +0.0540576045253j,0.166451212482803 +0.0578838714416506j,0.160813043983543 +0.0615642227738852j,0.15511451606266 +0.0650900165541033j,0.149361775324335 +0.0684531565845792j,0.14356119648001 +0.0716460785443779j,0.137719459865473 +0.0746617200683331j,0.13184347201703 +0.0774935940778683j,0.125940404906919 +0.0801357940511362j,0.120017674990517 +0.0825829610698323j,0.114082906769277 +0.0848303467757514j,0.108143970306838 +0.0868738008871j,0.1022088990399 +0.0887097726885724j,0.0962859561840178 +0.0903353488502777j,0.0903835369081581 +0.0917482158188518j,0.0845101448105341 +0.0929467032457642j,0.0786744279210788 +0.0939297631719276j,0.0728850955528289 +0.0946969855610419j,0.0671509098605654 +0.0952485868668014j,0.0614806181440927 +0.095585414496414j,0.0558830048602952 +0.0957089429850456j
